Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TreeLengths
4760	-14775.6	-14786.5	10.875	0.117904	0.103502	0.085061	0.122382	0.11758	0.0719009	0.150669	0.0709977	0.127346	0.161574	0.0760691	0.0785907	0.087202	0.111099	0.117869	0.133197	0.140457	0.101396	0.12557	0.0778432	0.0859077	0.0723064	0.173464	0.101525	0.0299441	0.0291501	0.0473753	0.044431	0.0356519	0.0472474	0.0228351	0.0423306	0.0549788	0.0161316	0.0428014	0.0566455	0.0271085	0.0158786	0.0235879	0.0210652	0.0303905	0.0333012	0.0256532	3.934139	0.27108	0.293413	0.106988	0.328519	3.257921
4770	-14779.4	-14789.7	10.2421	0.164169	0.0743611	0.0875057	0.10061	0.102867	0.0931217	0.124339	0.0647721	0.0997241	0.170469	0.0676149	0.0767062	0.116861	0.102139	0.119522	0.133895	0.127598	0.12028	0.139285	0.0968315	0.0669771	0.0847062	0.163677	0.106454	0.0504303	0.0460895	0.0408523	0.0464404	0.0237984	0.0263158	0.0399259	0.0268002	0.0487167	0.0349412	0.0639557	0.0552606	0.0295421	0.0173172	0.0128602	0.0337201	0.0256376	0.0383184	0.0457006	4.10378	0.271472	0.294899	0.10614	0.327489	3.311111
4780	-14771	-14782.1	11.0358	0.135012	0.074498	0.0959684	0.106422	0.0854048	0.0931217	0.123282	0.106162	0.0997241	0.19725	0.0777504	0.0905653	0.0930003	0.104742	0.131748	0.131522	0.112236	0.113373	0.123147	0.0699289	0.081828	0.0870936	0.17498	0.0905839	0.0234749	0.0466462	0.0531603	0.0551756	0.0335028	0.0451968	0.0350459	0.024552	0.021609	0.0107687	0.0673662	0.0479195	0.0282644	0.0173172	0.0235213	0.0218378	0.0359028	0.0280872	0.0216108	3.95974	0.27851	0.286157	0.101493	0.333841	3.240303
4790	-14770.7	-14780.9	10.2356	0.15642	0.094108	0.114312	0.100411	0.101881	0.084311	0.132158	0.0870503	0.0836235	0.178064	0.0737141	0.0780878	0.103131	0.0888565	0.120888	0.153072	0.119405	0.1395	0.12483	0.0711806	0.0906045	0.0984282	0.176126	0.111931	0.0337582	0.0407691	0.0530771	0.0383716	0.0293439	0.0370639	0.0270413	0.0258023	0.0310356	0.0233094	0.0498188	0.0433549	0.020533	0.022402	0.0229273	0.0252735	0.0295521	0.037877	0.0621209	3.711042	0.258246	0.294557	0.0944747	0.352723	3.335525
4800	-14767.5	-14777.4	9.86246	0.138303	0.0893773	0.106826	0.116522	0.0957688	0.0837068	0.151603	0.0770095	0.0898937	0.194558	0.0789311	0.0722544	0.0996094	0.112909	0.115699	0.132683	0.115642	0.1226	0.146068	0.0583496	0.0983222	0.0807316	0.203779	0.113366	0.0165038	0.0524022	0.0377111	0.0507942	0.0539529	0.0434022	0.0316459	0.0320864	0.0218151	0.0310376	0.0645517	0.0486729	0.0109343	0.0265192	0.0262571	0.0335536	0.0231488	0.0260001	0.0358567	3.89793	0.276866	0.282309	0.102739	0.338086	3.361359
4810	-14768.8	-14779.4	10.6032	0.146238	0.0969122	0.0991869	0.0877479	0.120381	0.0815336	0.146491	0.0723636	0.0930893	0.175532	0.112611	0.0827998	0.114444	0.116497	0.0932989	0.137881	0.122457	0.102159	0.107698	0.0755702	0.0898319	0.0685283	0.183462	0.0919654	0.029559	0.0401498	0.0455855	0.0509155	0.0295243	0.0305219	0.0316684	0.0286246	0.0381396	0.0260023	0.0580005	0.0559553	0.0167111	0.037744	0.030277	0.0278809	0.0301093	0.0144774	0.0408047	3.996949	0.283311	0.27861	0.0959431	0.342136	3.281329
4820	-14773.6	-14782.6	9.06784	0.140917	0.0995403	0.116677	0.106346	0.11573	0.0791526	0.129398	0.0806065	0.0972162	0.197792	0.0805528	0.0876587	0.115159	0.0929704	0.128263	0.139126	0.141414	0.144441	0.127762	0.0766531	0.0827397	0.0777284	0.205058	0.0895307	0.0185314	0.0382993	0.0364825	0.0495206	0.0176119	0.0726844	0.0214311	0.0290756	0.0378455	0.0286632	0.0443359	0.0661964	0.031431	0.0209531	0.0266915	0.0290047	0.025437	0.0253538	0.0543149	4.142099	0.279929	0.287168	0.100818	0.332085	3.426295
4830	-14772.1	-14782.4	10.3206	0.154615	0.103601	0.083532	0.1026	0.121983	0.0615297	0.135443	0.0823823	0.0841531	0.186357	0.0986432	0.0746149	0.101117	0.107608	0.111215	0.116846	0.106218	0.114582	0.146732	0.0736852	0.0927189	0.0914699	0.170072	0.10992	0.0316434	0.0353089	0.0572111	0.0710469	0.0379252	0.0403729	0.0146104	0.0237596	0.024388	0.0228657	0.0430182	0.0743046	0.0378554	0.018008	0.0282487	0.0191682	0.0237721	0.0340724	0.0443236	3.931155	0.276102	0.288865	0.0995715	0.335462	3.313542
4840	-14767.5	-14778.1	10.6306	0.152997	0.0958229	0.0995034	0.0806446	0.131542	0.0991899	0.101374	0.0823823	0.104285	0.16518	0.0793039	0.071494	0.0977949	0.118127	0.133323	0.1145	0.139014	0.11937	0.119797	0.0735853	0.0905299	0.0633115	0.198188	0.0988532	0.0247387	0.0322061	0.0373768	0.0621994	0.0410606	0.0403729	0.0367674	0.0237596	0.0253241	0.0219483	0.0560004	0.0612614	0.024191	0.0275362	0.0251225	0.0248557	0.0252775	0.0224144	0.0448792	3.850809	0.283171	0.289428	0.0971858	0.330215	3.287406
4850	-14769.5	-14779.9	10.4328	0.14736	0.0865368	0.0995034	0.0651334	0.111645	0.0880555	0.119656	0.0933228	0.109978	0.169125	0.0679522	0.0794486	0.0936863	0.120937	0.112348	0.154937	0.115565	0.119131	0.124511	0.0861149	0.083148	0.0813131	0.184948	0.106904	0.0284488	0.0574639	0.0651846	0.0618965	0.0419846	0.0387262	0.0378719	0.0240606	0.0313478	0.0139402	0.0651798	0.0366845	0.0193003	0.0154737	0.0195342	0.0226974	0.0290318	0.0231396	0.0381725	4.114826	0.269732	0.294505	0.0971511	0.338612	3.291399
4860	-14768.5	-14777.6	9.08231	0.157091	0.0869928	0.116116	0.104937	0.135178	0.0718856	0.136252	0.0866132	0.0928657	0.205474	0.0774074	0.0997708	0.0877333	0.112003	0.102877	0.151128	0.167237	0.120549	0.131647	0.0742861	0.0973041	0.0784743	0.17962	0.0696872	0.0271196	0.0489242	0.0573589	0.0409724	0.0453423	0.0483976	0.0385995	0.0334967	0.0258158	0.0138735	0.0583668	0.0571737	0.0221763	0.0288075	0.0260513	0.0226846	0.0174312	0.0332734	0.0468425	3.95658	0.271012	0.290288	0.0998308	0.338869	3.435838
4870	-14774.9	-14784.4	9.52508	0.175567	0.108652	0.0812358	0.089434	0.134001	0.0855408	0.112685	0.0862034	0.0732972	0.173477	0.0654891	0.0882847	0.108765	0.0989718	0.109295	0.140301	0.149515	0.111343	0.122683	0.0676011	0.106042	0.0719726	0.204255	0.0860085	0.0151833	0.0356394	0.0752058	0.057759	0.0403317	0.0590908	0.0442336	0.0335667	0.0223202	0.0347665	0.0593128	0.0595297	0.0242648	0.0144689	0.0219676	0.0240363	0.0349723	0.0226243	0.0517696	4.12343	0.261911	0.300607	0.0991108	0.338371	3.381663
4880	-14780	-14790.1	10.1252	0.127991	0.103037	0.111195	0.0891808	0.119244	0.0756135	0.14899	0.0611172	0.0861077	0.157228	0.0793952	0.109117	0.102372	0.11632	0.108113	0.140301	0.113898	0.0950578	0.115977	0.0849492	0.0800084	0.0779068	0.200233	0.109992	0.0386386	0.0312617	0.0611455	0.0599044	0.0336449	0.0429634	0.0382977	0.0225633	0.0201081	0.0256837	0.0479063	0.0677256	0.0101409	0.0278621	0.0230843	0.042631	0.0446498	0.0442536	0.0289599	4.070374	0.284252	0.285536	0.10217	0.328042	3.324768
4890	-14772.5	-14783.6	11.1053	0.144747	0.0850549	0.0862425	0.0949903	0.107034	0.0946541	0.138658	0.0731556	0.102493	0.180355	0.0717443	0.090054	0.116306	0.125376	0.102249	0.121517	0.115527	0.12557	0.121362	0.0727234	0.092475	0.0825836	0.147548	0.0932785	0.022605	0.0231957	0.0385089	0.049683	0.0364423	0.0447633	0.0177916	0.030893	0.0423878	0.0260243	0.0559099	0.065408	0.0247817	0.0199016	0.0220214	0.0183	0.0229149	0.0339351	0.0295778	4.347026	0.297709	0.283888	0.096966	0.321437	3.210743
4900	-14767.7	-14777.4	9.76683	0.132827	0.0888691	0.102233	0.100984	0.103184	0.0859078	0.117546	0.103794	0.0993143	0.168583	0.0724386	0.0895533	0.0985315	0.103729	0.111467	0.145594	0.151986	0.114506	0.125666	0.0632545	0.0995595	0.0777751	0.217635	0.0900297	0.0398118	0.0399789	0.0484378	0.0453799	0.0326774	0.0447633	0.0375351	0.0295923	0.0453835	0.0241089	0.0648638	0.0594822	0.033839	0.0143466	0.0278561	0.0210223	0.025423	0.0289182	0.0298352	4.110899	0.272197	0.308094	0.10355	0.316158	3.358223
4910	-14771.7	-14782.4	10.7242	0.150254	0.104127	0.109436	0.0788815	0.118175	0.0680222	0.117895	0.0822437	0.0870085	0.161707	0.0547217	0.0804171	0.0858927	0.112622	0.113967	0.152773	0.115908	0.130887	0.144558	0.0637711	0.0865776	0.0715428	0.170661	0.0945561	0.0261466	0.0426093	0.0639757	0.0478249	0.0508487	0.048866	0.0217319	0.0228817	0.0281041	0.0345675	0.0554271	0.0751547	0.0234483	0.0121759	0.0391475	0.0370725	0.025978	0.0389844	0.0315836	3.768023	0.273004	0.292299	0.0951848	0.339513	3.283132
4920	-14769.2	-14779.1	9.8452	0.142112	0.0698729	0.0933703	0.112731	0.0971098	0.0754443	0.130141	0.0775449	0.0849109	0.174342	0.0830938	0.0907795	0.0931706	0.107163	0.115018	0.147034	0.133289	0.129166	0.143814	0.0770364	0.0953137	0.0921766	0.188196	0.108352	0.0246191	0.0359425	0.0699874	0.0368512	0.0372303	0.0478759	0.0342709	0.0428951	0.0379186	0.0384482	0.0473996	0.0409332	0.0111131	0.0220701	0.0289586	0.0221298	0.0380111	0.0349381	0.0419223	4.037871	0.274259	0.277789	0.104461	0.343491	3.354697
4930	-14767.9	-14778	10.1933	0.135426	0.095677	0.110865	0.0926636	0.095381	0.0969885	0.120561	0.0993125	0.0863944	0.184549	0.0739576	0.0828253	0.0925465	0.114046	0.100217	0.120483	0.140689	0.0921987	0.143674	0.0816131	0.0974297	0.095199	0.163008	0.0795462	0.0246191	0.046255	0.0678051	0.0569943	0.0552087	0.0455037	0.0289777	0.0345359	0.0192851	0.0311532	0.0617073	0.0472105	0.0173813	0.0190981	0.0326505	0.0316481	0.0162426	0.0358653	0.0510873	4.061585	0.276405	0.287389	0.0974352	0.33877	3.318478
4940	-14774.2	-14784.8	10.5872	0.156789	0.0984574	0.112012	0.0926295	0.119113	0.101307	0.123463	0.0991245	0.0899801	0.156893	0.0927116	0.0873495	0.102603	0.0795673	0.0962767	0.152405	0.129115	0.114438	0.111445	0.0985125	0.0874432	0.0798248	0.163008	0.0844922	0.0207911	0.0274225	0.055897	0.0450464	0.0308493	0.0408512	0.0288273	0.0326849	0.0293004	0.0294859	0.0663997	0.0544393	0.0238993	0.0246899	0.0238867	0.0186178	0.0176678	0.0342711	0.0391081	4.16374	0.289165	0.27892	0.109444	0.322471	3.273096
4950	-14775.9	-14785.6	9.66455	0.133831	0.113458	0.115657	0.114833	0.106232	0.0823525	0.126926	0.0894232	0.0926721	0.211271	0.0873042	0.0639076	0.111538	0.109106	0.140668	0.117803	0.132769	0.138543	0.144822	0.0585333	0.0961809	0.0934996	0.148804	0.0841456	0.0434507	0.0274336	0.0551714	0.0675807	0.0329027	0.0320467	0.0322649	0.0303535	0.0304675	0.0378693	0.0453485	0.0632817	0.022022	0.0155273	0.0206305	0.0315481	0.0113201	0.0227232	0.0371706	4.027231	0.274293	0.301295	0.0987313	0.325681	3.373394
4960	-14781.2	-14790.4	9.16506	0.151029	0.0878986	0.115507	0.0970476	0.115582	0.0929158	0.13557	0.0661939	0.0973381	0.191293	0.0981644	0.0872842	0.107368	0.116305	0.13979	0.108791	0.169181	0.136314	0.152072	0.0701793	0.0760379	0.069108	0.167157	0.0938975	0.0199639	0.0324527	0.0569402	0.0599766	0.0355075	0.0346608	0.0389355	0.0203171	0.0230514	0.0369814	0.0528747	0.0619882	0.0261328	0.015157	0.0327114	0.0327362	0.02345	0.0279264	0.0465408	4.078133	0.263384	0.312827	0.101782	0.322007	3.420329
4970	-14771.2	-14781	9.7591	0.125071	0.0935984	0.0913426	0.101143	0.122344	0.0864563	0.137072	0.107717	0.0984468	0.18157	0.0732589	0.0902545	0.110948	0.0971783	0.118474	0.128441	0.12921	0.134801	0.160615	0.0725973	0.0976791	0.083568	0.189952	0.0827273	0.0350125	0.0373161	0.0396798	0.0649116	0.0462722	0.038765	0.0247114	0.0414348	0.0268606	0.0329825	0.0370268	0.0695045	0.0206663	0.0216861	0.0196914	0.0290067	0.0265221	0.0325288	0.0293297	3.628061	0.264384	0.286802	0.10059	0.348224	3.388373
4980	-14771.6	-14781.4	9.78793	0.144167	0.0956397	0.0863041	0.0923623	0.109921	0.0859753	0.113174	0.072511	0.106596	0.190388	0.0863955	0.0978609	0.0988355	0.0873817	0.126919	0.158476	0.148232	0.136861	0.130191	0.0944554	0.0885115	0.089626	0.170799	0.122402	0.0259329	0.0385835	0.0426643	0.0456165	0.0288388	0.0341782	0.0293756	0.0278287	0.0440116	0.0294074	0.0473496	0.0564696	0.0280255	0.0108073	0.0175013	0.040086	0.0230902	0.0302759	0.040185	3.80934	0.258644	0.290332	0.108386	0.342638	3.374212
4990	-14759.4	-14770.4	10.9647	0.144668	0.0957464	0.0837056	0.10036	0.11187	0.0790653	0.129109	0.086874	0.0942536	0.164454	0.0710292	0.092422	0.0975334	0.130145	0.0980104	0.133688	0.129898	0.106376	0.121472	0.0848238	0.0765018	0.102666	0.177425	0.0889256	0.0232211	0.0390607	0.0534113	0.0598138	0.0285713	0.0417416	0.021876	0.0286212	0.033638	0.0215568	0.0633672	0.0624911	0.0117309	0.024067	0.0260906	0.0226235	0.0279057	0.0259917	0.0355845	3.87727	0.274036	0.283606	0.0965668	0.345791	3.252387
5000	-14778.7	-14789.6	10.9501	0.137554	0.1065	0.108726	0.0781457	0.0992701	0.0674387	0.124553	0.0779436	0.0828343	0.166939	0.0931203	0.0859101	0.0943494	0.0961931	0.119943	0.129627	0.144971	0.128197	0.132369	0.08768	0.0920335	0.0741332	0.153242	0.105261	0.0425632	0.0372004	0.0750654	0.0443069	0.0286221	0.0471628	0.0100763	0.023904	0.027199	0.0188834	0.0600708	0.0411854	0.0253442	0.0208579	0.0274496	0.0341999	0.0485811	0.0349731	0.0366941	3.596362	0.274347	0.291302	0.107412	0.326939	3.271274
5010	-14766.2	-14776.7	10.4292	0.137733	0.0944286	0.107371	0.0956962	0.10851	0.073547	0.11746	0.0893835	0.0958435	0.169047	0.0601864	0.0761372	0.111413	0.101564	0.106478	0.129627	0.147226	0.118379	0.14199	0.0842632	0.0900153	0.0903578	0.180869	0.098544	0.0272354	0.0396923	0.0581131	0.063678	0.0450295	0.063414	0.0131901	0.0334374	0.0307468	0.040115	0.0422674	0.0542022	0.0101419	0.0206435	0.0106772	0.0185333	0.0288224	0.0302571	0.037791	4.075765	0.277749	0.300482	0.0975161	0.324253	3.294057
5020	-14775.8	-14786	10.1218	0.142674	0.0944548	0.0924666	0.116748	0.115449	0.0950231	0.124528	0.0775523	0.0987778	0.166378	0.0631312	0.0916287	0.087497	0.110077	0.123446	0.129627	0.133997	0.122967	0.103696	0.0838817	0.0786364	0.0744983	0.195003	0.0813476	0.0254474	0.0431452	0.0699374	0.0383686	0.0332188	0.0326773	0.0255026	0.0454354	0.0309513	0.0232809	0.0654849	0.0719158	0.0224923	0.0399589	0.0296367	0.0109245	0.0204016	0.0435781	0.0366947	4.286579	0.284142	0.292232	0.0983645	0.325262	3.312539
5030	-14773.9	-14783.7	9.80147	0.17013	0.099531	0.0986458	0.0783169	0.105035	0.120104	0.131158	0.0885864	0.102036	0.169016	0.0749168	0.0797293	0.101717	0.0943741	0.0923957	0.144889	0.113577	0.122007	0.152378	0.0667001	0.0920142	0.0974754	0.161155	0.0928034	0.0274439	0.0441203	0.0546524	0.0565954	0.0373445	0.0527449	0.0345048	0.0328592	0.036161	0.0292547	0.0539627	0.0339666	0.0287934	0.0337231	0.0323459	0.0169863	0.0375726	0.0254255	0.0492381	3.915646	0.279445	0.283625	0.105009	0.331921	3.366386
5040	-14781.1	-14790.3	9.1447	0.152706	0.100496	0.107342	0.0869311	0.0987989	0.0842636	0.143873	0.0766778	0.122247	0.171165	0.0701571	0.0839971	0.131056	0.106261	0.103133	0.124661	0.137583	0.121308	0.173632	0.0683712	0.0877696	0.102838	0.213994	0.125245	0.0166909	0.0317915	0.0497455	0.0338427	0.0263586	0.0401503	0.0394118	0.0260182	0.0227613	0.0132206	0.0697828	0.054075	0.0266176	0.0349257	0.0227273	0.0264782	0.0315324	0.0345775	0.0308372	4.015946	0.272905	0.295012	0.0910396	0.341044	3.42605
5050	-14768.9	-14779.1	10.2338	0.143854	0.0980422	0.0917415	0.113201	0.13164	0.0746715	0.137381	0.0819891	0.0835184	0.155841	0.0815851	0.0730471	0.0901096	0.0982518	0.102736	0.148621	0.137933	0.122455	0.135545	0.0686685	0.0734408	0.0871864	0.172314	0.0876876	0.0288115	0.0521514	0.0660129	0.0517291	0.0502643	0.0458295	0.031351	0.0303067	0.0565592	0.0270125	0.0532171	0.0570188	0.0233667	0.0211309	0.0260702	0.0238776	0.040638	0.023765	0.036842	3.683561	0.267866	0.293636	0.0982521	0.340246	3.337414
5060	-14770.1	-14781.1	10.9692	0.152343	0.086103	0.0927301	0.0803874	0.104964	0.0634922	0.13406	0.0801079	0.0767176	0.196227	0.0859293	0.0831217	0.116274	0.109663	0.0884564	0.138922	0.154944	0.114325	0.117178	0.0783147	0.0768252	0.0679648	0.173555	0.113984	0.0415975	0.0404105	0.0490677	0.0339416	0.0553138	0.0445215	0.0267265	0.0300459	0.0406855	0.0199895	0.0513747	0.0528276	0.0178201	0.0179794	0.0240775	0.0210661	0.0358318	0.0219329	0.036842	3.93178	0.268831	0.275718	0.101504	0.353947	3.248641
5070	-14767.1	-14777	9.8427	0.141396	0.10698	0.114739	0.117605	0.112728	0.110172	0.124536	0.0806166	0.100659	0.181642	0.0727401	0.0854669	0.0981511	0.103759	0.105127	0.137476	0.118711	0.140308	0.119732	0.092324	0.0907787	0.0810378	0.188431	0.0815858	0.0203234	0.0308074	0.0535229	0.0441268	0.0462139	0.0306204	0.0355272	0.0217842	0.0249147	0.0158967	0.0583935	0.0660387	0.0252079	0.0238992	0.0246461	0.0203796	0.0302081	0.03626	0.0416728	4.000893	0.289165	0.280874	0.101216	0.328745	3.357147
5080	-14771.4	-14781.5	10.1013	0.144527	0.0876196	0.0858295	0.0889452	0.0986649	0.10611	0.131351	0.0796025	0.0993397	0.162962	0.0564449	0.107232	0.111851	0.0941949	0.125906	0.137476	0.152224	0.109678	0.124192	0.102298	0.0772991	0.0753646	0.188431	0.0909181	0.0354614	0.0429745	0.0450621	0.0466148	0.0362164	0.0387553	0.0463793	0.0240463	0.0322641	0.0251331	0.0548136	0.0744777	0.0111389	0.0311561	0.022756	0.00956098	0.0288662	0.0331036	0.0395677	4.24797	0.28	0.289989	0.0964016	0.333609	3.316811
5090	-14775.5	-14785.9	10.4004	0.153411	0.09617	0.122943	0.0767822	0.112769	0.0882704	0.132397	0.0934846	0.0777158	0.163913	0.101991	0.0763942	0.102738	0.110554	0.130686	0.141668	0.121837	0.121622	0.130552	0.0687461	0.0764949	0.0964045	0.173337	0.101851	0.0286384	0.0323471	0.0435161	0.0548253	0.036392	0.0459143	0.0262032	0.021455	0.0300917	0.0252142	0.0454007	0.0641532	0.0193892	0.0156143	0.0353991	0.0154717	0.0324584	0.0339948	0.033948	3.80623	0.295183	0.279067	0.0953926	0.330357	3.313158
5100	-14778.1	-14788.2	10.0746	0.135293	0.106772	0.117427	0.0800989	0.118028	0.0692161	0.103405	0.112383	0.0911	0.173365	0.0817956	0.102189	0.116581	0.11438	0.119024	0.13411	0.120968	0.141705	0.128004	0.0796089	0.0764949	0.0818859	0.169721	0.0870486	0.0242466	0.0338362	0.0311343	0.0567145	0.0395414	0.0355799	0.0374239	0.0181455	0.0325752	0.0288507	0.0798616	0.0609871	0.0203248	0.0336421	0.0220226	0.0194205	0.022403	0.021435	0.0288611	4.457079	0.289966	0.292209	0.0928148	0.325009	3.30761
5110	-14772	-14782.5	10.4686	0.159045	0.0930222	0.107133	0.103835	0.126392	0.073047	0.123549	0.0706639	0.0786077	0.186924	0.110741	0.0759154	0.100852	0.118677	0.112685	0.12714	0.120266	0.109614	0.112363	0.0852333	0.0708591	0.0830177	0.180581	0.0938002	0.0246277	0.033339	0.0430988	0.039951	0.0490319	0.0331075	0.0384821	0.0262701	0.0324679	0.0215451	0.0514974	0.0566105	0.0254921	0.0299094	0.0176072	0.0215829	0.0208574	0.0354374	0.0470197	4.391376	0.287415	0.287188	0.0936055	0.331792	3.271898
5120	-14770.1	-14780.7	10.6126	0.139935	0.0847911	0.123864	0.0915674	0.10682	0.0943349	0.148175	0.0769277	0.111221	0.166979	0.0698	0.094543	0.105191	0.105509	0.0929795	0.127989	0.115698	0.0958488	0.11087	0.0776576	0.0841968	0.0892689	0.179024	0.115002	0.0236	0.0406598	0.055938	0.0641994	0.0395223	0.0400643	0.0111468	0.0331525	0.0190361	0.0302164	0.0470831	0.0707755	0.0184752	0.0153747	0.0324192	0.0219717	0.0303237	0.0343349	0.036784	4.117401	0.280291	0.287851	0.0989349	0.332924	3.273269
5130	-14774.6	-14785.4	10.8243	0.149182	0.0817269	0.0974381	0.0987275	0.101248	0.0966465	0.106806	0.0701543	0.0908227	0.18575	0.0711657	0.0841401	0.10546	0.106834	0.0954673	0.132455	0.113006	0.135202	0.135162	0.0909871	0.077862	0.0893778	0.167689	0.0848254	0.04149	0.0423794	0.0395458	0.0633859	0.0354324	0.0486063	0.0295716	0.0383551	0.0416249	0.0263281	0.0524187	0.0771849	0.0129277	0.0384764	0.0284679	0.0150064	0.0231603	0.0277343	0.0348192	3.577479	0.274126	0.306361	0.100329	0.319183	3.285052
5140	-14766.7	-14777.1	10.4304	0.164552	0.0826561	0.0941778	0.0913593	0.117673	0.0634703	0.114493	0.0810124	0.0858582	0.167886	0.074678	0.0865495	0.116346	0.113347	0.110408	0.155647	0.138981	0.103128	0.138867	0.0679343	0.0864284	0.100431	0.176111	0.093598	0.0151602	0.0506933	0.0631383	0.0612054	0.0360994	0.0319594	0.0213311	0.0313326	0.0464448	0.037655	0.0538343	0.0476915	0.0218891	0.0151671	0.0232768	0.0123849	0.0304783	0.0300574	0.0320947	4.185983	0.287315	0.286298	0.0971826	0.329204	3.287486
5150	-14769.4	-14779.6	10.1251	0.120147	0.108869	0.0899025	0.0925787	0.156395	0.0634703	0.120412	0.0824676	0.0998463	0.17044	0.0861752	0.0894207	0.0942214	0.115014	0.0995849	0.154718	0.154798	0.120682	0.111533	0.0810952	0.0878481	0.072258	0.167765	0.0943732	0.0239318	0.0312846	0.0508989	0.042435	0.0399162	0.0332421	0.0334095	0.0311217	0.0395223	0.0456704	0.0500038	0.0697344	0.0197355	0.0236751	0.0322724	0.0188101	0.0348251	0.0267734	0.0451948	4.041921	0.269412	0.295899	0.0984786	0.33621	3.326471
5160	-14770.3	-14781.4	11.0564	0.166268	0.0842051	0.0812346	0.105128	0.118413	0.0687719	0.121805	0.0873794	0.0881993	0.182776	0.0680466	0.0832689	0.090289	0.0951702	0.109146	0.120486	0.131059	0.124608	0.109977	0.0869934	0.0878481	0.119994	0.173495	0.0883948	0.0317031	0.0439507	0.0469143	0.0425968	0.033999	0.034798	0.0311113	0.0321951	0.0224824	0.0273227	0.0470223	0.0737045	0.024953	0.028189	0.024349	0.00707486	0.0255134	0.0348136	0.0301425	4.000586	0.277761	0.290944	0.0944354	0.33686	3.235792
5170	-14769.3	-14779.5	10.2166	0.169495	0.119906	0.0908081	0.0998557	0.105507	0.0800351	0.120019	0.0787029	0.0802277	0.193365	0.0787169	0.0798808	0.110002	0.134549	0.116647	0.139772	0.129028	0.111038	0.132872	0.0946051	0.0889477	0.0711061	0.177784	0.10973	0.0313786	0.0318427	0.0433165	0.0581898	0.0478663	0.029975	0.0291546	0.0260054	0.0314902	0.0304725	0.0478788	0.0601619	0.0104098	0.017931	0.0163647	0.0243268	0.0202336	0.0200432	0.0284807	4.028354	0.287929	0.287808	0.0902678	0.333996	3.318124
5180	-14771.6	-14781.3	9.62007	0.116109	0.109511	0.107225	0.109632	0.141459	0.0730842	0.127365	0.076093	0.0958187	0.180789	0.085737	0.100121	0.104606	0.109906	0.121173	0.139772	0.149349	0.1172	0.113826	0.0975951	0.0954114	0.095477	0.150043	0.0868738	0.0264916	0.0378299	0.0470437	0.0607254	0.0478663	0.0417538	0.0205754	0.0406036	0.0464723	0.0373141	0.0470287	0.0566418	0.00969959	0.0400575	0.0273554	0.0120883	0.0269042	0.0235092	0.0326309	3.878613	0.264503	0.287646	0.0935148	0.354337	3.38677
5190	-14766.8	-14777.7	10.8427	0.122728	0.0969126	0.109858	0.0947648	0.106674	0.0735445	0.12033	0.0745342	0.0785578	0.166469	0.0815771	0.0770408	0.108767	0.101757	0.127924	0.139772	0.145779	0.13372	0.134733	0.0639515	0.0768118	0.0796316	0.183284	0.103333	0.024535	0.0362839	0.0557829	0.0555378	0.0389643	0.0404542	0.0225476	0.033916	0.0278603	0.0248761	0.0590789	0.0673339	0.0225465	0.0407275	0.0146335	0.0273013	0.0233033	0.0164785	0.0288111	3.896327	0.266081	0.306511	0.0971563	0.330251	3.263428
5200	-14769.2	-14779.3	10.1662	0.126756	0.086679	0.109858	0.079731	0.115458	0.0849405	0.114153	0.0686303	0.110682	0.169409	0.0985742	0.0752756	0.109863	0.114928	0.121436	0.135644	0.128412	0.119149	0.137774	0.0707272	0.0961986	0.0813851	0.172273	0.0773654	0.0346322	0.0529502	0.050014	0.0612806	0.0466736	0.0429419	0.0481815	0.0175388	0.029561	0.0309005	0.0503008	0.0604234	0.00853603	0.042096	0.0180847	0.0234535	0.0233199	0.0266611	0.0380702	4.23741	0.269061	0.286225	0.104538	0.340176	3.310922
5210	-14761.9	-14771.9	10.0542	0.114306	0.0896957	0.109471	0.0837072	0.10973	0.0919663	0.12087	0.0935863	0.0861551	0.173529	0.0897614	0.0792809	0.0988185	0.111187	0.110436	0.131111	0.131915	0.122579	0.134748	0.0665038	0.101659	0.096073	0.196818	0.0975551	0.0346322	0.0452918	0.0578898	0.0425851	0.0337598	0.0471967	0.0217066	0.0236559	0.0321272	0.0274889	0.0708089	0.0694464	0.0216038	0.0277035	0.018078	0.0168512	0.0332907	0.0261159	0.0342324	4.171824	0.275075	0.285237	0.101946	0.337742	3.325928
