Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	pi[1]	pi[2]	pi[3]	pi[4]	TreeLengths
2300	-15375.6	-15391.3	15.6972	0.135357	0.101439	0.090851	0.115175	0.0929543	0.0774931	0.127616	0.0748256	0.0874312	0.148413	0.0755764	0.0704354	0.0898651	0.0787771	0.108709	0.111076	0.119254	0.100836	0.126975	0.0813087	0.0764399	0.0869523	0.17424	0.0518024	0.0383468	0.0245917	0.031243	0.0296027	0.0502612	0.0369727	0.0144305	0.0462301	0.0899979	0.0299424	0.0545563	0.0674342	0.00613567	0.024756	0.00990237	0.034536	0.0422093	0.0399518	0.0234629	0.219797	0.298293	0.100814	0.381096	3.098366
2310	-15381	-15396.7	15.7149	0.121212	0.0822177	0.109824	0.108172	0.117839	0.0846186	0.123121	0.0820915	0.0987237	0.15973	0.060018	0.0684544	0.086187	0.0872223	0.0838582	0.113801	0.141022	0.112752	0.112957	0.074233	0.0951588	0.0837931	0.157898	0.0291393	0.0397364	0.0455321	0.0249103	0.0322123	0.0717729	0.0383214	0.0221111	0.0492006	0.088337	0.0205905	0.0280825	0.0524309	0.0158161	0.0136101	0.0179995	0.0338243	0.0405369	0.0503718	0.0171556	0.227041	0.291253	0.109604	0.372102	3.096596
2320	-15377.9	-15393.1	15.1821	0.130956	0.0998353	0.0933161	0.0970843	0.0894964	0.0908719	0.123437	0.0845414	0.0821376	0.176796	0.0588347	0.0759694	0.0883294	0.0909963	0.0931645	0.112199	0.131031	0.121198	0.115027	0.0795445	0.10671	0.0979151	0.183804	0.0526082	0.0372872	0.0350196	0.0275503	0.0196929	0.066847	0.0543563	0.0289663	0.0417961	0.0805209	0.0140646	0.0211305	0.0541028	0.0171088	0.0255615	0.0148158	0.031269	0.0274621	0.054488	0.0220293	0.223139	0.296751	0.107312	0.372798	3.149872
2330	-15382.6	-15398.3	15.7034	0.123009	0.0928094	0.0835643	0.105086	0.111569	0.112867	0.115903	0.0876311	0.0988333	0.154494	0.057574	0.07543	0.0980126	0.0899425	0.102789	0.0929735	0.138814	0.117778	0.10653	0.077633	0.103227	0.0809074	0.163343	0.0300067	0.020977	0.0295661	0.0163166	0.0367838	0.0435933	0.0714839	0.0204228	0.0298788	0.0805209	0.0230766	0.0262322	0.0540293	0.0183082	0.0290858	0.0202937	0.0361336	0.032552	0.0585289	0.0292382	0.225345	0.299685	0.105558	0.369411	3.097749
2340	-15377.8	-15392.5	14.7704	0.106631	0.0850062	0.0978555	0.0899198	0.119142	0.0796122	0.139763	0.0801456	0.101943	0.174641	0.0627109	0.0990817	0.105412	0.0887004	0.102789	0.138956	0.122374	0.0958664	0.123037	0.0955517	0.0888402	0.0841601	0.160155	0.0376288	0.0209643	0.0373614	0.0233976	0.0205257	0.0719926	0.0440498	0.026697	0.0420149	0.0969094	0.0316221	0.0333215	0.0584281	0.0168472	0.019249	0.0235464	0.0519918	0.0258581	0.0466497	0.0196919	0.217807	0.304307	0.101946	0.37594	3.191041
2350	-15380.4	-15395	14.6365	0.125906	0.103615	0.116555	0.103057	0.130609	0.0803625	0.105156	0.0879945	0.101338	0.198766	0.0632634	0.0810777	0.094372	0.104563	0.109159	0.130657	0.137044	0.11697	0.123779	0.0645901	0.0775968	0.0764073	0.147	0.0613831	0.0211259	0.021041	0.0274624	0.024172	0.0484296	0.0491016	0.0281957	0.0298218	0.0912678	0.022035	0.0306068	0.057423	0.0183734	0.0114591	0.0384289	0.0331424	0.0477654	0.0323283	0.031034	0.212991	0.285106	0.100054	0.401848	3.204437
2360	-15377.1	-15391.6	14.4775	0.126471	0.11545	0.092611	0.096674	0.100783	0.105542	0.116791	0.0968671	0.084442	0.153778	0.0845672	0.0720871	0.0904163	0.0972126	0.107507	0.155182	0.125742	0.11697	0.140717	0.0790471	0.0893355	0.0966425	0.163369	0.0277956	0.0421379	0.0383413	0.0257555	0.030075	0.0699879	0.047636	0.0171371	0.0427941	0.0731757	0.0217605	0.022614	0.0461704	0.0228072	0.0171067	0.0181663	0.0326225	0.0384353	0.0428365	0.034775	0.214557	0.283108	0.103881	0.398454	3.220335
2370	-15373.4	-15388.6	15.1644	0.111712	0.0948661	0.0883701	0.0931412	0.103647	0.0786041	0.122619	0.0727216	0.0797925	0.179924	0.0730593	0.080931	0.0915288	0.105335	0.0984055	0.140703	0.133777	0.110414	0.135134	0.0981467	0.0967482	0.076624	0.1572	0.0486219	0.0316323	0.0271759	0.0280088	0.0289382	0.043184	0.047636	0.0306751	0.0443072	0.0890758	0.0241432	0.0432387	0.0471698	0.0117894	0.0314307	0.0190485	0.0171399	0.0501774	0.0382047	0.0266452	0.216632	0.292762	0.108932	0.381674	3.151647
2380	-15382.4	-15396.8	14.4362	0.12355	0.107304	0.0876027	0.112137	0.106806	0.0857548	0.130592	0.0953942	0.106565	0.170742	0.0848037	0.0889845	0.088671	0.0908839	0.12558	0.148921	0.115145	0.121879	0.106116	0.097174	0.0870086	0.0773964	0.162594	0.0357385	0.0241976	0.0379085	0.0121649	0.0165919	0.0573979	0.0552296	0.0306751	0.0603146	0.0944888	0.0100663	0.0342399	0.0498968	0.0166299	0.0226628	0.0220858	0.021733	0.0249259	0.0306261	0.0452906	0.225816	0.291598	0.0995156	0.383071	3.224468
2390	-15380.8	-15396.6	15.8088	0.120507	0.0883841	0.0828496	0.0984706	0.0927406	0.0775959	0.114882	0.0953822	0.103268	0.164464	0.091148	0.0744558	0.0931363	0.0804154	0.12558	0.108656	0.147646	0.0982252	0.114463	0.0782039	0.0942952	0.0901492	0.166732	0.0410543	0.0520559	0.0387796	0.015949	0.0279738	0.0531036	0.0485156	0.0249298	0.0339955	0.0567486	0.0413496	0.0319141	0.0505701	0.0142732	0.0174843	0.0219028	0.0200364	0.0319828	0.0446512	0.0182803	0.209646	0.298585	0.107023	0.384746	3.087201
2400	-15387.6	-15402.2	14.5947	0.110875	0.0969415	0.10329	0.12597	0.101234	0.106916	0.124056	0.0769664	0.0932362	0.174812	0.0652677	0.0789481	0.0819877	0.0901223	0.11069	0.149767	0.123904	0.101033	0.134673	0.101483	0.0824575	0.0890045	0.144788	0.0551039	0.0280201	0.0452327	0.0215132	0.0237568	0.0663177	0.0464936	0.0174916	0.0457826	0.0668813	0.0399776	0.0313746	0.0646673	0.00817706	0.00694782	0.0238544	0.0339557	0.0330283	0.0571305	0.0244806	0.221426	0.29858	0.0931233	0.38687	3.20861
2410	-15372.3	-15386.9	14.621	0.154669	0.11595	0.0912628	0.120106	0.117196	0.071226	0.114033	0.066965	0.0907346	0.150832	0.080546	0.0873291	0.103365	0.105732	0.0985593	0.138754	0.145579	0.119818	0.1155	0.0694857	0.0852522	0.0821096	0.157557	0.0391737	0.0323377	0.0337274	0.0290144	0.0275409	0.0628217	0.0517369	0.0208607	0.0317391	0.0880323	0.0187727	0.0366158	0.042981	0.0138915	0.0217747	0.0227433	0.0453772	0.0376625	0.0418278	0.0247929	0.217659	0.30459	0.111186	0.366565	3.205987
2420	-15376.3	-15391.1	14.7751	0.122704	0.100171	0.0970238	0.0761921	0.114595	0.0727165	0.149484	0.0890166	0.101777	0.161096	0.0856832	0.0910042	0.108869	0.0880113	0.110114	0.13266	0.122601	0.111131	0.103427	0.0834718	0.0856508	0.0905055	0.159993	0.048022	0.0495963	0.0301642	0.0203665	0.0260459	0.0329482	0.0690821	0.0283646	0.0472195	0.0710325	0.0369706	0.0371742	0.0383044	0.0221207	0.0176697	0.0186741	0.0330726	0.0497759	0.0333143	0.0227564	0.225284	0.300517	0.103048	0.371151	3.190572
2430	-15379.8	-15394.7	14.8714	0.132601	0.119091	0.113818	0.0979857	0.135492	0.0815651	0.132511	0.0702166	0.0966305	0.159681	0.0739795	0.0849469	0.0901869	0.108717	0.115464	0.11132	0.115148	0.0940214	0.129055	0.0946544	0.0784739	0.0885213	0.154943	0.0518931	0.0413295	0.0182171	0.0203665	0.0263076	0.0476416	0.0566562	0.0308462	0.0361562	0.0972994	0.0329312	0.0225285	0.0297898	0.00456768	0.023507	0.0182573	0.0335798	0.0526541	0.0250848	0.0323101	0.215547	0.290909	0.102025	0.39152	3.180947
2440	-15376.3	-15390.7	14.4588	0.133568	0.101517	0.0944188	0.11603	0.129576	0.0853695	0.120953	0.0795748	0.0966305	0.149614	0.10571	0.0721777	0.0851866	0.0975348	0.119191	0.166825	0.111735	0.0940214	0.116707	0.0792643	0.0962559	0.0689084	0.165077	0.0485602	0.0356498	0.02855	0.0186205	0.033825	0.0494042	0.0494071	0.0329063	0.0457422	0.0759043	0.0387862	0.0277408	0.0505365	0.0118792	0.0142848	0.0205973	0.0398043	0.0450711	0.0457901	0.0233025	0.22104	0.299268	0.103101	0.37659	3.222208
2450	-15374	-15388.5	14.5414	0.115766	0.110312	0.0948318	0.108915	0.118268	0.0795605	0.132125	0.0788744	0.0871926	0.194203	0.0809368	0.0744132	0.100861	0.0854094	0.126531	0.0998657	0.129057	0.111629	0.104632	0.0730931	0.100552	0.0860581	0.190167	0.0532169	0.0313397	0.0461728	0.0222199	0.0357814	0.042878	0.0485791	0.0229489	0.0484633	0.0857765	0.0346192	0.0316267	0.0433023	0.0126997	0.0316633	0.00938408	0.02901	0.0399774	0.0298563	0.031178	0.220379	0.293318	0.10571	0.380593	3.213948
2460	-15377.7	-15393.2	15.4572	0.103068	0.0745677	0.1002	0.101784	0.106753	0.0942945	0.131793	0.0708434	0.10049	0.181105	0.0712913	0.0718973	0.108667	0.0865542	0.108718	0.13742	0.124003	0.105832	0.106624	0.0728016	0.0918285	0.0819552	0.182438	0.0563461	0.0450828	0.0401718	0.0319978	0.0292275	0.0512725	0.0476894	0.0136362	0.0301501	0.065302	0.0212195	0.0356867	0.0408582	0.00497411	0.0370503	0.0286727	0.0335485	0.0348464	0.0298563	0.0298451	0.222658	0.295008	0.106799	0.375535	3.122363
2470	-15376.3	-15391.5	15.1975	0.134788	0.0844788	0.093602	0.103279	0.124275	0.0896578	0.112307	0.0842926	0.0737557	0.140301	0.0809805	0.0772746	0.10232	0.104623	0.0981308	0.14769	0.107385	0.103034	0.123072	0.0871321	0.100153	0.0829751	0.151907	0.0409183	0.031078	0.0526068	0.0327834	0.0371121	0.0446652	0.0385388	0.0412252	0.0347621	0.0856076	0.0321587	0.0362339	0.0602997	0.0102007	0.0188993	0.0155308	0.0257624	0.0387679	0.0390292	0.0247417	0.221972	0.296783	0.100862	0.380383	3.148335
2480	-15373.6	-15388.6	15.0238	0.115006	0.113423	0.103163	0.109759	0.121417	0.0877849	0.117389	0.0650787	0.0986495	0.185455	0.0732055	0.100548	0.089228	0.0862636	0.0978689	0.154041	0.14116	0.104105	0.116425	0.080552	0.0855609	0.085175	0.160374	0.0259557	0.0343228	0.0323598	0.0332911	0.0248418	0.0497119	0.0385388	0.0158361	0.0353497	0.0888143	0.0255474	0.0320141	0.0412548	0.00693518	0.0200155	0.00793211	0.0334912	0.0369517	0.0579613	0.032948	0.216004	0.308466	0.103542	0.371989	3.165705
2490	-15375.3	-15390.5	15.2107	0.120274	0.0816936	0.101012	0.111855	0.091893	0.0855943	0.123835	0.0806661	0.107123	0.180358	0.0733371	0.0871109	0.12216	0.0715542	0.106528	0.137451	0.12062	0.107162	0.0995436	0.0824526	0.0940778	0.0648534	0.174121	0.0433315	0.0400703	0.0350611	0.0144479	0.0265356	0.0524885	0.0546493	0.0292016	0.041871	0.0729576	0.0299186	0.0388645	0.0427575	0.0078644	0.0199773	0.0133965	0.0288631	0.0320105	0.0616583	0.0358177	0.223012	0.306423	0.101461	0.369104	3.147018
2500	-15370.4	-15385	14.6013	0.131676	0.104564	0.0867003	0.106536	0.109348	0.0842397	0.112221	0.0807717	0.0890519	0.18202	0.0844598	0.0899226	0.128208	0.0933968	0.0989652	0.138682	0.138503	0.125764	0.122245	0.0648779	0.09504	0.0734345	0.170744	0.0365833	0.0504553	0.0351721	0.0205591	0.0217307	0.0540447	0.0497025	0.0344905	0.0327405	0.0727103	0.0248915	0.0337513	0.0482303	0.0125771	0.0111311	0.0224203	0.0374042	0.0392998	0.0432393	0.0154484	0.22593	0.30456	0.0998379	0.369672	3.207954
2510	-15374.3	-15389.7	15.4808	0.146879	0.0855263	0.0914226	0.0985344	0.11855	0.076587	0.0953927	0.0881319	0.0842306	0.159225	0.0812126	0.0702845	0.101501	0.0841325	0.125149	0.122199	0.141977	0.122042	0.109433	0.0715565	0.0840803	0.0955981	0.166449	0.0444893	0.0294602	0.0326837	0.0339086	0.0296641	0.042698	0.041984	0.0305369	0.0507064	0.0693866	0.0334899	0.0370623	0.0303211	0.0162795	0.00807524	0.0142762	0.0423524	0.0428055	0.0503997	0.0193269	0.205765	0.305814	0.106895	0.381527	3.12
2520	-15370.1	-15385.6	15.4775	0.125301	0.10178	0.0863357	0.122259	0.104678	0.0688216	0.12675	0.0790371	0.0727177	0.169638	0.0792109	0.0813242	0.10704	0.100603	0.0968491	0.105965	0.11539	0.138652	0.108716	0.0862876	0.0994839	0.0813271	0.162663	0.0531613	0.042869	0.0285846	0.0218729	0.0293583	0.0382139	0.0411003	0.035825	0.0402196	0.0760363	0.025484	0.039838	0.041756	0.0146693	0.0242134	0.0170527	0.024105	0.0406249	0.0335711	0.0309446	0.217921	0.292201	0.101274	0.388604	3.120329
2530	-15382.9	-15397.7	14.7853	0.138371	0.09423	0.0950178	0.115163	0.0885748	0.101788	0.099824	0.070259	0.0863269	0.169108	0.058115	0.0909155	0.111229	0.0950887	0.118724	0.130501	0.119726	0.120549	0.125607	0.0722101	0.0710583	0.0844774	0.161748	0.029165	0.0380655	0.0394903	0.0410735	0.0370461	0.0401578	0.043386	0.0291808	0.0408219	0.0964637	0.0259793	0.0276077	0.0660242	0.00793939	0.0337956	0.0207005	0.0318583	0.0384843	0.048745	0.0349569	0.208197	0.316688	0.103851	0.371264	3.189554
2540	-15369.9	-15384.8	14.94	0.138979	0.0833048	0.0963888	0.0981226	0.121044	0.0892297	0.0950229	0.0818251	0.103807	0.154789	0.0729907	0.0900143	0.112188	0.109492	0.102099	0.138141	0.12476	0.109315	0.121113	0.082023	0.087707	0.0913806	0.152862	0.0487425	0.0222694	0.0385965	0.0238826	0.0192119	0.0638949	0.0551022	0.0325638	0.0324238	0.0822943	0.0278899	0.03412	0.0377632	0.0146857	0.0223789	0.0170413	0.0369672	0.0381409	0.043332	0.0261798	0.21164	0.294584	0.106014	0.387762	3.17408
2550	-15375.8	-15389.9	14.1217	0.127664	0.103027	0.10583	0.110502	0.112707	0.0805792	0.134269	0.0666344	0.089942	0.19271	0.099014	0.0916231	0.0860739	0.113202	0.111878	0.124986	0.150665	0.10682	0.134758	0.0806863	0.0827836	0.0932392	0.16773	0.031063	0.0266527	0.0300983	0.0166561	0.0315153	0.055291	0.0396575	0.0297524	0.0484433	0.0628342	0.0183868	0.0357916	0.0695815	0.0139382	0.0147264	0.0235414	0.0432352	0.0360331	0.0357028	0.0256898	0.218775	0.291036	0.105175	0.385015	3.255914
2560	-15373.6	-15389.5	15.8941	0.0967197	0.0956619	0.110899	0.106598	0.10684	0.0839542	0.122229	0.0847639	0.0821896	0.172798	0.0789639	0.0964776	0.0984953	0.107464	0.114277	0.116018	0.123272	0.10682	0.115675	0.0757863	0.100203	0.0804353	0.151674	0.0371554	0.0243462	0.0294684	0.0331962	0.0300277	0.0450265	0.0460504	0.0330125	0.0309179	0.0778724	0.0210515	0.0253596	0.0435961	0.00362254	0.0166766	0.0109506	0.0399221	0.0492133	0.0268178	0.0261763	0.22145	0.302532	0.100109	0.375909	3.078673
2570	-15379.4	-15394.2	14.8094	0.118889	0.100066	0.116128	0.0888158	0.0951114	0.0797873	0.150469	0.0810122	0.0882087	0.172472	0.0996816	0.0845715	0.10172	0.102717	0.114563	0.122156	0.124409	0.103592	0.122014	0.0818993	0.0797075	0.0800612	0.164219	0.057999	0.0220119	0.0297323	0.0175083	0.0391492	0.0352242	0.0407218	0.0318375	0.04961	0.0742932	0.0279831	0.0339347	0.0549862	0.0233628	0.0122779	0.0136316	0.0410571	0.0376998	0.0456745	0.0261763	0.221317	0.300646	0.0998118	0.378225	3.187143
2580	-15375	-15389.7	14.7024	0.134066	0.100707	0.111989	0.103519	0.111413	0.0813822	0.126712	0.0739005	0.0965419	0.178603	0.089426	0.0851386	0.108141	0.083757	0.103093	0.129148	0.141985	0.107749	0.107941	0.0668402	0.0906938	0.0646963	0.182203	0.0517584	0.0490491	0.0271911	0.0353795	0.016298	0.064542	0.0479859	0.0256133	0.0513343	0.0637462	0.0213667	0.0237748	0.0531973	0.0215154	0.0180766	0.0324575	0.0247084	0.0386935	0.0355232	0.0159848	0.224782	0.299841	0.0926188	0.382758	3.197841
2590	-15369.9	-15384.9	15.0211	0.10197	0.0918206	0.0918361	0.0970461	0.118596	0.0816032	0.118475	0.074166	0.0969785	0.180689	0.0860154	0.0914932	0.104208	0.114868	0.105944	0.121012	0.121362	0.103646	0.140658	0.0648504	0.0978014	0.0829689	0.171145	0.0559547	0.0327611	0.0280004	0.021535	0.0275075	0.0525462	0.0608044	0.0264844	0.0311058	0.0777867	0.0444629	0.0322789	0.0405498	0.0133179	0.0189184	0.0118485	0.040684	0.0301648	0.0390636	0.0210482	0.217646	0.295927	0.103114	0.383313	3.165976
2600	-15375.9	-15390.9	14.9693	0.127896	0.100466	0.0972816	0.119193	0.113097	0.0566569	0.155388	0.077764	0.0787829	0.180512	0.0761162	0.0695542	0.0857048	0.0857743	0.112567	0.150805	0.143229	0.119464	0.116421	0.0617737	0.111135	0.0743573	0.153618	0.0342122	0.0392367	0.0259574	0.0216218	0.0290706	0.0432533	0.0481323	0.0236835	0.0412427	0.080547	0.030009	0.0371543	0.0474655	0.0245893	0.00937997	0.0170426	0.0316522	0.0494241	0.0412468	0.0286775	0.213521	0.298715	0.106758	0.381006	3.171155
2610	-15378.2	-15393.9	15.7434	0.114245	0.0975251	0.0865858	0.0904296	0.111475	0.0829913	0.124091	0.0785021	0.106383	0.150445	0.0865737	0.0808277	0.0986325	0.0927286	0.112093	0.122843	0.144586	0.101479	0.110511	0.0576454	0.102697	0.0949291	0.166007	0.0345542	0.0431732	0.0446439	0.0162473	0.0349037	0.033801	0.0537627	0.0273883	0.0234495	0.0823945	0.0199915	0.0407645	0.044161	0.0215643	0.0154871	0.0274236	0.0267553	0.0212739	0.0461951	0.0215854	0.218093	0.304635	0.0948402	0.382431	3.093744
2620	-15375.2	-15389.7	14.4439	0.155403	0.0867969	0.124184	0.10867	0.107843	0.086049	0.107674	0.0803921	0.127482	0.179653	0.0662827	0.0781811	0.106839	0.0934609	0.112122	0.122102	0.118584	0.120029	0.125515	0.074039	0.0771074	0.0813192	0.178503	0.043529	0.0452489	0.0222054	0.0136968	0.0225693	0.0457083	0.0664276	0.0200643	0.0420526	0.084474	0.028086	0.0254043	0.054843	0.0193958	0.018227	0.0175825	0.0318226	0.0334654	0.034556	0.0361047	0.216863	0.298319	0.105252	0.379566	3.223696
2630	-15382.2	-15397.5	15.2389	0.112122	0.0849858	0.0881415	0.105002	0.102914	0.0770324	0.0988517	0.0586551	0.103969	0.161461	0.0705328	0.0825384	0.091768	0.0988208	0.144764	0.133644	0.12554	0.131057	0.120154	0.0766008	0.0850827	0.0634597	0.173617	0.0463631	0.0584076	0.0249082	0.0334584	0.0356648	0.0487108	0.0515733	0.0314013	0.0510085	0.0931459	0.0291636	0.0469436	0.04023	0.00281278	0.0189161	0.0235628	0.026571	0.0265689	0.0416269	0.0224411	0.216247	0.303239	0.101237	0.379277	3.144192
2640	-15376.3	-15392.1	15.797	0.130244	0.0910373	0.106413	0.104332	0.110929	0.0778645	0.14546	0.0772106	0.0968387	0.141706	0.0680027	0.069915	0.0938503	0.098398	0.108538	0.143289	0.106453	0.112487	0.120154	0.0731887	0.0812988	0.0872878	0.142736	0.0441284	0.0369033	0.0184462	0.0237373	0.0330228	0.039177	0.032468	0.0266705	0.0417098	0.0771161	0.0336103	0.0425098	0.0380722	0.0356199	0.0230172	0.0377564	0.0223027	0.0284823	0.0462892	0.0197098	0.228757	0.29927	0.0938827	0.378091	3.088382
2650	-15378.1	-15393.4	15.2444	0.138014	0.0993405	0.118633	0.0902313	0.0975639	0.0814918	0.155749	0.0746191	0.078742	0.1806	0.0697223	0.0810781	0.0788639	0.098398	0.114876	0.120298	0.130653	0.0992679	0.111567	0.0840469	0.0955116	0.085618	0.157709	0.05524	0.037207	0.0299826	0.0161915	0.0273485	0.0629179	0.0340367	0.0409774	0.0388887	0.0698236	0.0329556	0.0260213	0.0392193	0.0330946	0.00669657	0.0166963	0.0264141	0.0276263	0.0462892	0.0334247	0.221123	0.293686	0.107929	0.377262	3.143646
2660	-15365.2	-15380.6	15.3252	0.126291	0.0941722	0.100309	0.105509	0.0989251	0.0861988	0.12742	0.0749795	0.095606	0.172416	0.0701265	0.0739808	0.0837314	0.0908843	0.104437	0.129004	0.146137	0.105567	0.116624	0.0687293	0.0851509	0.0814501	0.170154	0.0385931	0.0437715	0.0302551	0.0207884	0.0352503	0.0588447	0.0474239	0.0191342	0.0454107	0.0850868	0.0309073	0.0449597	0.0314589	0.011729	0.0229906	0.00669558	0.035091	0.0437037	0.0463413	0.0293289	0.211635	0.298599	0.0985426	0.391224	3.135568
2670	-15371.2	-15386.1	14.9083	0.142225	0.0986646	0.1074	0.10052	0.11221	0.0773283	0.12742	0.0784876	0.0892303	0.18048	0.0701265	0.0881703	0.101071	0.100579	0.0996724	0.129004	0.137464	0.122788	0.11906	0.0962939	0.073738	0.0896035	0.143414	0.057196	0.0276418	0.0326263	0.0125524	0.0234623	0.055856	0.048562	0.0419083	0.0332352	0.0800619	0.0363746	0.022578	0.0310414	0.00945191	0.0217232	0.0235693	0.0319213	0.0385195	0.0403205	0.0236985	0.223402	0.286528	0.100446	0.389624	3.177253
2680	-15363.8	-15378.9	15.0584	0.133312	0.0960039	0.0968743	0.102177	0.114172	0.0844507	0.114092	0.103085	0.105667	0.167688	0.0747322	0.0761633	0.0966661	0.0932862	0.103894	0.131764	0.103024	0.115592	0.115274	0.0698324	0.0822749	0.0873902	0.17406	0.0439316	0.027815	0.0318901	0.024701	0.0328299	0.0589967	0.0434777	0.027295	0.0464477	0.0751468	0.0271483	0.0350821	0.0387382	0.0132756	0.0248251	0.0204799	0.0379583	0.0453971	0.0386084	0.0267256	0.224054	0.294986	0.104703	0.376257	3.162243
2690	-15373.1	-15387.5	14.3286	0.113701	0.11466	0.094006	0.102449	0.102848	0.077772	0.13856	0.0704143	0.0956942	0.15912	0.0913097	0.100138	0.10454	0.0907082	0.108573	0.148239	0.125015	0.108703	0.107591	0.0752973	0.0967436	0.0881139	0.186502	0.0436279	0.0316768	0.0318901	0.0322524	0.0471283	0.0503121	0.0454731	0.0146612	0.0413342	0.0664634	0.0296237	0.0445986	0.0373343	0.0195946	0.0179893	0.0301406	0.0275676	0.044061	0.0542411	0.024561	0.220839	0.302012	0.108401	0.368748	3.235229
2700	-15381.7	-15396.4	14.677	0.130698	0.0836362	0.103245	0.103955	0.11945	0.100408	0.136873	0.0730628	0.0826209	0.186698	0.0877953	0.0662319	0.0989592	0.0972743	0.119246	0.142914	0.11432	0.119651	0.114879	0.0828672	0.075546	0.0833306	0.144395	0.0326876	0.0332873	0.0421944	0.0339785	0.028458	0.0674972	0.0307069	0.0225982	0.036802	0.0699035	0.0542402	0.0369938	0.0479447	0.0168258	0.023168	0.0233229	0.0320351	0.0410758	0.0343295	0.0242775	0.218758	0.30587	0.0920116	0.38336	3.200383
2710	-15370.3	-15386.2	15.9096	0.111272	0.102169	0.0915165	0.119506	0.111614	0.0806361	0.137439	0.0836175	0.0993016	0.146208	0.0717004	0.0721469	0.0865081	0.094945	0.112755	0.128396	0.107234	0.126646	0.112296	0.0602876	0.0773103	0.0822399	0.157656	0.03403	0.0425149	0.0232049	0.033692	0.03441	0.04596	0.0422623	0.0229115	0.0339787	0.0848092	0.0215228	0.0372764	0.0454924	0.0182033	0.0138562	0.02287	0.0321166	0.0335243	0.0515156	0.0295736	0.219506	0.303755	0.0993842	0.377355	3.077126
2720	-15374.4	-15388.5	14.0933	0.128794	0.101925	0.0870099	0.096739	0.100283	0.0714045	0.120967	0.0801737	0.0947186	0.160121	0.0850077	0.0724829	0.101529	0.108604	0.12425	0.133265	0.146606	0.107075	0.120343	0.0852037	0.116442	0.084836	0.179882	0.0346666	0.0320989	0.0390185	0.0253832	0.0352068	0.039571	0.0449757	0.0370458	0.0320095	0.0813736	0.0369927	0.0359105	0.0621074	0.0231622	0.0248736	0.0214393	0.0326339	0.0426016	0.0450173	0.0250052	0.223706	0.307305	0.10395	0.365039	3.258757
2730	-15381.9	-15397.6	15.7547	0.121756	0.102035	0.098783	0.0826241	0.122468	0.0761131	0.102129	0.066689	0.0928943	0.145668	0.0820652	0.0957622	0.0931605	0.0814601	0.102072	0.15057	0.131732	0.0950069	0.113112	0.0733818	0.10003	0.0891651	0.159629	0.0525669	0.0209244	0.018877	0.0447942	0.0368273	0.0493293	0.0360599	0.0349267	0.038738	0.0737175	0.0256295	0.0252114	0.0380282	0.0217075	0.0148507	0.0178921	0.037826	0.0366141	0.0603799	0.0294062	0.206177	0.305335	0.105894	0.382593	3.092614
2740	-15370.9	-15386.8	15.9027	0.134186	0.112336	0.0885202	0.107039	0.115914	0.104527	0.128449	0.0665279	0.10246	0.164583	0.0871229	0.0723439	0.0901061	0.0853793	0.0939647	0.109934	0.11422	0.112608	0.11904	0.0744014	0.0876927	0.0824235	0.158299	0.0525669	0.0397013	0.0327047	0.0188916	0.0184596	0.0517825	0.0449354	0.0154153	0.0394249	0.0892084	0.027382	0.0268993	0.0280193	0.0142357	0.0122858	0.0181069	0.0405424	0.0270985	0.0476527	0.0204267	0.225724	0.287925	0.0972209	0.38913	3.077817
2750	-15381	-15396	14.9643	0.14799	0.0906399	0.0777462	0.110593	0.121137	0.0834681	0.131017	0.0817688	0.0845167	0.198319	0.0727741	0.0879618	0.102404	0.0794497	0.113385	0.135547	0.141841	0.106438	0.132374	0.0582164	0.0824316	0.0831127	0.18087	0.0350598	0.0286343	0.0366406	0.0276548	0.022361	0.051417	0.0501488	0.0155248	0.0392256	0.0685657	0.0308758	0.0250197	0.030171	0.00604674	0.0137077	0.0220141	0.0337466	0.0506953	0.0327888	0.0473536	0.208661	0.29887	0.101222	0.391247	3.171655
2760	-15369.6	-15385.8	16.1141	0.11239	0.0944017	0.0885619	0.111123	0.0971506	0.087109	0.123001	0.0817664	0.0973829	0.167103	0.0752087	0.0718959	0.0862756	0.0978163	0.102586	0.11373	0.13749	0.107275	0.104168	0.0817783	0.0813384	0.0807416	0.152986	0.0401003	0.0430993	0.0257394	0.0136865	0.0317614	0.0387204	0.0571351	0.0210963	0.0487926	0.091358	0.0237546	0.0311825	0.0658674	0.00988445	0.0154574	0.0171293	0.0292868	0.0433319	0.0404367	0.015575	0.218433	0.284254	0.0991711	0.398143	3.056674
