Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	pi[1]	pi[2]	pi[3]	pi[4]	TreeLengths
2980	-15375.9	-15390.5	14.6515	0.119907	0.108067	0.0942256	0.106846	0.108301	0.0902351	0.134058	0.0948591	0.095637	0.203392	0.0716155	0.0739837	0.1004	0.115723	0.0826968	0.130727	0.140074	0.119141	0.0939119	0.0853194	0.0753243	0.0944079	0.177933	0.0171658	0.0184779	0.0701779	0.0576696	0.0120165	0.0200979	0.0310514	0.0489346	0.0246864	0.0579864	0.0425482	0.0295933	0.0184178	0.03815	0.0157253	0.0363627	0.0399264	0.0434125	0.0401119	0.0236377	0.212508	0.287791	0.111338	0.388363	3.202935
2990	-15374.8	-15390.5	15.7779	0.132055	0.0952511	0.090663	0.0970295	0.0840774	0.0748352	0.11965	0.07165	0.0877034	0.157553	0.0698105	0.075122	0.083866	0.0967373	0.0992729	0.118619	0.151044	0.134344	0.10679	0.0692275	0.10365	0.067259	0.16995	0.0195387	0.032466	0.0615766	0.064129	0.0200724	0.0258376	0.0438041	0.0553646	0.0313021	0.0481523	0.046683	0.0235754	0.0235213	0.0317848	0.0269466	0.0363627	0.0440318	0.0321712	0.0367529	0.0300592	0.209331	0.309093	0.107056	0.374521	3.090293
3000	-15370.1	-15385	14.9401	0.10071	0.102835	0.102832	0.101145	0.100396	0.0856185	0.124455	0.0704603	0.105359	0.169748	0.0864023	0.0674268	0.10424	0.0967373	0.123388	0.123648	0.127645	0.114017	0.108163	0.0902526	0.0879931	0.0704075	0.205216	0.0195387	0.0371612	0.087112	0.0543182	0.0119069	0.0265092	0.0325354	0.0432999	0.0310208	0.035436	0.0446477	0.0235754	0.0291154	0.0280604	0.0177908	0.0336765	0.0507843	0.0326445	0.0425431	0.0233065	0.22125	0.294329	0.0995448	0.384876	3.174076
3010	-15376.8	-15391.5	14.7193	0.111373	0.0933679	0.107156	0.0934457	0.110583	0.0869163	0.127557	0.0923655	0.0960085	0.169748	0.0762347	0.0879765	0.10134	0.102454	0.0954061	0.127883	0.130301	0.107235	0.100777	0.0998206	0.103273	0.0733344	0.191684	0.0239094	0.0159111	0.0865324	0.0448863	0.00815126	0.0306729	0.0453692	0.0638217	0.030793	0.0375266	0.0439943	0.0254982	0.0433989	0.0268807	0.0238178	0.0334977	0.0273219	0.0429687	0.0304077	0.024552	0.220292	0.283807	0.105967	0.389935	3.196151
3020	-15375.9	-15390	14.1545	0.116477	0.105334	0.108597	0.112834	0.105239	0.0849175	0.125537	0.0699067	0.0960085	0.16861	0.0833487	0.0813756	0.0791775	0.0993566	0.105521	0.118353	0.11446	0.127713	0.125399	0.0888577	0.104904	0.0901491	0.187809	0.0388359	0.0276591	0.074913	0.0384967	0.0318165	0.0287987	0.0390487	0.0631077	0.0427764	0.0489765	0.0417879	0.019984	0.0358714	0.0424868	0.011307	0.0400795	0.0464334	0.0350925	0.0251075	0.0201708	0.225669	0.284444	0.103581	0.386306	3.252635
3030	-15373	-15387.4	14.4481	0.112039	0.111586	0.106334	0.0903574	0.105173	0.101354	0.120624	0.0722104	0.09407	0.17936	0.101654	0.0765846	0.0965902	0.0935675	0.116726	0.16171	0.123793	0.100884	0.110736	0.089433	0.0871549	0.0905076	0.156325	0.017418	0.0356004	0.0810216	0.0526257	0.0150146	0.0258687	0.0272256	0.0531605	0.0220944	0.0514822	0.0365371	0.0237459	0.0275235	0.0565819	0.0248759	0.0363458	0.045559	0.0450194	0.0265501	0.0202546	0.223305	0.297829	0.0990017	0.379865	3.223277
3040	-15377.9	-15393	15.1433	0.109549	0.115352	0.0996237	0.09466	0.0956986	0.0897488	0.121452	0.0615791	0.09407	0.206841	0.0882015	0.0883337	0.101617	0.103736	0.103779	0.103035	0.137442	0.111142	0.112941	0.0753847	0.0780053	0.0772283	0.157267	0.0346751	0.0261721	0.0689949	0.0432384	0.0100183	0.01736	0.0263825	0.0499732	0.0257738	0.0441117	0.0440623	0.0403142	0.0398224	0.036453	0.0254716	0.0369723	0.0407609	0.0495411	0.0206936	0.046274	0.214263	0.299281	0.100654	0.385801	3.153752
3050	-15368.3	-15383.6	15.3042	0.130877	0.0995846	0.1052	0.0975769	0.110342	0.0888825	0.130761	0.0812473	0.0847515	0.160718	0.0825247	0.0816174	0.0805871	0.087329	0.1116	0.115238	0.123418	0.106411	0.149292	0.0787377	0.0856269	0.082869	0.152493	0.0295905	0.0158286	0.0674096	0.0405965	0.0261913	0.0184756	0.0267647	0.0564056	0.0311294	0.0410322	0.044521	0.0273741	0.0316732	0.0483339	0.0227299	0.0487472	0.0464324	0.0322825	0.0329735	0.0214893	0.216414	0.30297	0.109417	0.371199	3.137667
3060	-15371.6	-15387.3	15.6872	0.108416	0.094622	0.0992594	0.11627	0.131913	0.0682642	0.109478	0.0685592	0.102224	0.150973	0.083099	0.078391	0.0884223	0.117273	0.102805	0.112681	0.115647	0.107347	0.120297	0.081667	0.0880522	0.0883926	0.156116	0.025329	0.0246973	0.0865364	0.0447721	0.0257836	0.0197725	0.0437707	0.0626296	0.024974	0.0384432	0.0377172	0.0132483	0.0410026	0.0440283	0.00996169	0.0375405	0.040987	0.0421501	0.0200968	0.0257496	0.219953	0.300814	0.100574	0.378658	3.09936
3070	-15372.1	-15387.1	15.0469	0.123466	0.106741	0.119096	0.084296	0.10314	0.0679308	0.122001	0.0708624	0.0910895	0.165145	0.0891221	0.0843642	0.0872433	0.10249	0.0991544	0.153758	0.124509	0.113285	0.129044	0.0808682	0.089636	0.0752024	0.156116	0.0251584	0.0137902	0.100406	0.0489473	0.0344458	0.0201219	0.0306348	0.0540505	0.0349513	0.0342044	0.0447394	0.0135591	0.031044	0.0351088	0.0212461	0.0411035	0.0412713	0.0393921	0.0299839	0.0306703	0.218356	0.299181	0.109004	0.373459	3.163391
3080	-15372.1	-15387.3	15.2308	0.114343	0.0939424	0.0853431	0.108132	0.125219	0.0814805	0.136897	0.094246	0.0920463	0.163725	0.0684496	0.0881288	0.0838062	0.106087	0.0985004	0.123322	0.14742	0.115634	0.135924	0.0727166	0.0736069	0.0762024	0.176613	0.0221012	0.0223582	0.0688257	0.033132	0.0278769	0.0205338	0.0305632	0.0506514	0.0331023	0.0279303	0.047025	0.0130316	0.0348333	0.0478377	0.0161512	0.0406434	0.0381937	0.0393921	0.0313336	0.0376982	0.230617	0.289107	0.0997443	0.380532	3.145
3090	-15374.2	-15388.4	14.2484	0.110983	0.09925	0.122011	0.0955021	0.123322	0.0764836	0.126868	0.0673237	0.0941021	0.159718	0.0928655	0.0829171	0.113017	0.0928838	0.114606	0.13825	0.157017	0.119021	0.137571	0.0645361	0.0883235	0.0821887	0.176874	0.0280977	0.0320974	0.0774805	0.0352213	0.010925	0.0136662	0.048126	0.0633672	0.0361657	0.0347749	0.0355777	0.0282829	0.0246524	0.0365829	0.0125478	0.0348132	0.0481631	0.0483646	0.0366957	0.0220048	0.216498	0.299256	0.102889	0.381357	3.243243
3100	-15376.4	-15391.4	15.0229	0.12448	0.100617	0.100411	0.101711	0.111004	0.0677529	0.153143	0.0794275	0.0911402	0.16696	0.0783643	0.0741228	0.103787	0.102399	0.121429	0.137628	0.12964	0.111064	0.118999	0.0851716	0.0992489	0.0859813	0.153658	0.0306172	0.00658402	0.0866531	0.0407728	0.0102798	0.0278724	0.0362746	0.0494236	0.0215446	0.0365996	0.0560569	0.0220824	0.0364066	0.0330107	0.0108146	0.0425889	0.0423762	0.0287664	0.0261267	0.0228054	0.219882	0.292256	0.101832	0.38603	3.165795
3110	-15371.5	-15387.1	15.5784	0.129012	0.0925437	0.106056	0.113217	0.106354	0.0718755	0.113327	0.080805	0.086439	0.150229	0.0683738	0.087149	0.106604	0.104673	0.129213	0.133361	0.131285	0.104312	0.130957	0.0571323	0.076737	0.0778522	0.176828	0.0222871	0.0146999	0.0719655	0.0592568	0.0274968	0.0185563	0.036142	0.0458469	0.0237916	0.0396992	0.0392842	0.0110851	0.0255789	0.0371599	0.0263622	0.0269628	0.0347638	0.0463881	0.0358657	0.0327145	0.218527	0.294371	0.109253	0.377849	3.110243
3120	-15366.5	-15382.1	15.5619	0.116997	0.0984571	0.0999929	0.0873073	0.116211	0.0846261	0.120442	0.067163	0.0842825	0.170018	0.0762038	0.0762297	0.0952846	0.0876248	0.11844	0.134151	0.111023	0.120873	0.112696	0.0789875	0.0750875	0.0699636	0.178556	0.0267584	0.035343	0.0926811	0.0483225	0.0148213	0.0179423	0.036463	0.039286	0.0214309	0.0449687	0.0419035	0.0299651	0.0439921	0.0354329	0.0193412	0.0469728	0.0398359	0.0322491	0.0293591	0.0342091	0.223116	0.297471	0.0980039	0.381409	3.111896
3130	-15370	-15384.9	14.8653	0.118359	0.107151	0.103502	0.110537	0.110162	0.0866083	0.116703	0.0786378	0.0961995	0.16567	0.0696807	0.0971652	0.0989752	0.0908165	0.10334	0.134924	0.103866	0.116258	0.12661	0.0799494	0.0728957	0.0926286	0.179941	0.0434877	0.025844	0.0833637	0.0554999	0.0181951	0.0247786	0.0347452	0.0422401	0.0230014	0.0427369	0.0512317	0.020921	0.0189022	0.0427212	0.02786	0.0180671	0.0396454	0.0348909	0.0378256	0.0350161	0.210491	0.307172	0.101046	0.381292	3.181555
3140	-15386.1	-15400.4	14.2612	0.143717	0.111154	0.105761	0.0955484	0.102037	0.111305	0.117289	0.0548703	0.0959733	0.151605	0.0786905	0.107765	0.0911309	0.111072	0.107811	0.134829	0.120903	0.113647	0.133876	0.0729886	0.0765733	0.0795603	0.164949	0.0326641	0.0350373	0.085287	0.0588628	0.00764812	0.0172081	0.0130356	0.0657216	0.0349709	0.0544168	0.0379365	0.0348536	0.0155513	0.0258992	0.0327982	0.0481874	0.046588	0.0402611	0.0369627	0.0350161	0.218663	0.297303	0.106064	0.37797	3.241962
3150	-15380.8	-15395.6	14.8606	0.106166	0.107011	0.104382	0.0880733	0.100053	0.102757	0.110785	0.0846861	0.107288	0.153903	0.0892212	0.0819302	0.0946336	0.113714	0.107811	0.115107	0.130487	0.129211	0.117597	0.0537431	0.093483	0.0802556	0.166114	0.0326641	0.044165	0.0869318	0.0377395	0.0239559	0.0114911	0.0439449	0.0417548	0.027528	0.0459821	0.0474293	0.0138442	0.0352234	0.0415024	0.014602	0.0299128	0.0351368	0.0388466	0.0421017	0.0488499	0.221747	0.297042	0.104065	0.377145	3.18202
3160	-15377	-15392.4	15.3903	0.132114	0.0925133	0.102309	0.0928379	0.0892791	0.0678287	0.114497	0.0767499	0.0927045	0.17056	0.0905385	0.0802963	0.108692	0.0723226	0.121084	0.124035	0.144071	0.11022	0.137915	0.0803782	0.0891167	0.0802556	0.178457	0.0284393	0.0207942	0.0651037	0.0436135	0.0131003	0.0172115	0.043422	0.0618633	0.0228923	0.0433229	0.0474287	0.0309243	0.0215597	0.0348668	0.0111918	0.033684	0.0482852	0.0307386	0.0412428	0.0205918	0.199164	0.316025	0.101686	0.383125	3.12905
3170	-15382	-15396.9	14.9014	0.127505	0.0957125	0.108895	0.0870293	0.121794	0.0795254	0.133914	0.0621213	0.0885562	0.161453	0.0917344	0.069767	0.0978261	0.086135	0.113711	0.128597	0.137127	0.101164	0.116635	0.0932541	0.0870804	0.0805653	0.150233	0.00865427	0.0281466	0.0891356	0.0548829	0.00969681	0.0241106	0.0348392	0.0462553	0.0220145	0.053216	0.0300384	0.0315951	0.0314825	0.0704227	0.0207579	0.0333981	0.0510414	0.0463146	0.0357002	0.0359042	0.208009	0.321027	0.101177	0.369787	3.177942
3180	-15380	-15394.5	14.5685	0.104572	0.0948045	0.108605	0.113931	0.14386	0.0771956	0.115072	0.0939729	0.107624	0.155101	0.0783134	0.0942259	0.102606	0.1037	0.0963201	0.135231	0.130397	0.10223	0.104485	0.0723864	0.0813129	0.0630336	0.185468	0.027603	0.0179449	0.0795076	0.0384974	0.0154153	0.031893	0.0472318	0.0612064	0.0231521	0.0498639	0.0498874	0.0202499	0.028904	0.0436049	0.0106474	0.0351447	0.0643906	0.0368832	0.0301047	0.0346603	0.211241	0.294047	0.103445	0.391267	3.211239
3190	-15371.5	-15388.1	16.6677	0.122124	0.0801608	0.0947346	0.102222	0.0989324	0.0667973	0.132188	0.0718398	0.0776084	0.179456	0.0802159	0.0943649	0.0911718	0.0862218	0.113427	0.114723	0.103431	0.124856	0.113389	0.0700316	0.0816443	0.0667686	0.162354	0.0255009	0.0188667	0.072213	0.0421083	0.0144944	0.0201458	0.0288671	0.0455772	0.0304869	0.0495615	0.0498138	0.019878	0.0414619	0.0440933	0.0269993	0.0246311	0.0277788	0.0358474	0.0316543	0.0226694	0.20602	0.291809	0.104768	0.397404	3.001312
3200	-15372.4	-15387.8	15.4192	0.129149	0.0911581	0.0947346	0.106765	0.0989324	0.0627692	0.133012	0.0815428	0.0945632	0.169329	0.087018	0.0729381	0.0837741	0.118447	0.100654	0.135025	0.119787	0.105935	0.120263	0.0736269	0.0857103	0.101272	0.172011	0.0168665	0.0259119	0.0835408	0.0523341	0.0184498	0.0128598	0.0279543	0.0399374	0.0420521	0.0429206	0.0402301	0.0263569	0.0190642	0.0412984	0.0226459	0.0204002	0.051795	0.0320469	0.0436637	0.0274128	0.21806	0.30046	0.0947808	0.386699	3.126159
3210	-15374	-15389.3	15.2792	0.117724	0.0954039	0.101228	0.0836463	0.110925	0.0777307	0.116885	0.0800699	0.0997087	0.160401	0.0761087	0.0774828	0.101005	0.0985404	0.101651	0.145542	0.119205	0.104471	0.0840883	0.0782552	0.0857103	0.0706564	0.193038	0.0234549	0.0434836	0.0748949	0.0642153	0.0184498	0.0230841	0.0334685	0.0675731	0.0413351	0.043055	0.0452483	0.0266711	0.0227681	0.0429597	0.0259104	0.0277002	0.0376775	0.0317299	0.0353957	0.0316106	0.214386	0.298149	0.101805	0.385659	3.140164
3220	-15369.3	-15384.4	15.0891	0.127085	0.0956792	0.0855456	0.111181	0.103634	0.100038	0.121249	0.084412	0.0826449	0.160951	0.0805016	0.0818326	0.0926643	0.0985404	0.112354	0.137029	0.133748	0.114994	0.111883	0.0995473	0.0788712	0.0849354	0.140204	0.0338541	0.028741	0.0835716	0.0406621	0.0226392	0.0236667	0.0389287	0.0455398	0.0363227	0.0380959	0.0424086	0.0190067	0.0318881	0.0378492	0.0287301	0.0279834	0.0324654	0.0380307	0.042677	0.0265893	0.22869	0.293078	0.0964587	0.381773	3.159176
3230	-15367.5	-15383.5	15.9953	0.112252	0.103186	0.0818552	0.0960126	0.110231	0.0877329	0.121874	0.0769608	0.0823058	0.169246	0.0736993	0.0748701	0.091611	0.0787324	0.112881	0.120927	0.13459	0.123493	0.112605	0.0702793	0.0890935	0.0792488	0.164536	0.0212715	0.0237349	0.083604	0.0495964	0.0190914	0.0256185	0.0223874	0.0437436	0.0364652	0.0397078	0.0424086	0.0205092	0.0341959	0.0426524	0.0298336	0.0405913	0.0450205	0.0173603	0.0279623	0.0345758	0.206707	0.297905	0.104362	0.391025	3.068554
3240	-15383.6	-15398.5	14.9166	0.14195	0.110767	0.0915988	0.0912628	0.115247	0.0886936	0.112947	0.0933002	0.103518	0.17363	0.0798812	0.0869691	0.0797858	0.118947	0.0931574	0.126533	0.11636	0.0848703	0.107332	0.0651457	0.0975049	0.0895778	0.189095	0.0241758	0.012392	0.0757128	0.0393741	0.0089351	0.0177229	0.0376305	0.0842607	0.0227871	0.0523621	0.058905	0.0213319	0.0186244	0.0416952	0.0309924	0.0406762	0.0362284	0.0331532	0.0413496	0.020044	0.222376	0.294834	0.106315	0.376475	3.176425
3250	-15373.5	-15388.8	15.3292	0.117265	0.0959255	0.0928079	0.0912628	0.128818	0.0701199	0.112947	0.0739168	0.0763951	0.163333	0.0743691	0.0886809	0.0820855	0.0914494	0.122816	0.126504	0.133443	0.118204	0.137432	0.089043	0.0981554	0.0894963	0.156381	0.036061	0.018363	0.0880754	0.0349283	0.0210241	0.0268783	0.036752	0.0583642	0.0200871	0.0542159	0.0479372	0.0111577	0.0280772	0.0475901	0.0169206	0.0270387	0.034347	0.0417238	0.0259269	0.0288463	0.220515	0.308744	0.102968	0.367772	3.135165
3260	-15370.4	-15384.9	14.5058	0.130673	0.109078	0.110993	0.0876744	0.0963607	0.0887553	0.126425	0.081192	0.0981044	0.162099	0.0778464	0.0886809	0.110667	0.0909866	0.118278	0.138438	0.13148	0.118312	0.106711	0.0850671	0.105446	0.0753781	0.182708	0.0145642	0.0290476	0.0814939	0.0552818	0.0157844	0.0231665	0.0277761	0.0764812	0.0270062	0.0361603	0.0499595	0.0189721	0.0280772	0.0356043	0.0216289	0.0274518	0.0445257	0.0249825	0.0354391	0.0227478	0.223505	0.29981	0.103745	0.37294	3.217503
3270	-15377.7	-15393.5	15.7654	0.125315	0.0908106	0.0831832	0.0786774	0.106402	0.108555	0.130256	0.0664474	0.0938349	0.158555	0.0636629	0.0806072	0.109682	0.0924331	0.127553	0.126567	0.114924	0.112261	0.0980741	0.091726	0.0883688	0.0853721	0.158983	0.0317833	0.0370389	0.0767773	0.0485469	0.00645528	0.0193612	0.0312534	0.0450243	0.03139	0.0435178	0.0660161	0.0204066	0.0328834	0.0386884	0.0101726	0.0236397	0.0445257	0.0242745	0.0355537	0.0319819	0.210948	0.291962	0.105182	0.391908	3.091543
3280	-15385.9	-15399.5	13.6212	0.103419	0.105009	0.100617	0.0857123	0.11739	0.117519	0.11635	0.0828049	0.0821003	0.168446	0.0771351	0.0949762	0.0982615	0.088117	0.144401	0.153778	0.142474	0.103946	0.120502	0.104941	0.0908995	0.0806537	0.178302	0.0282531	0.0273065	0.088962	0.043941	0.0185276	0.020745	0.0421501	0.0399908	0.0218574	0.0631846	0.0558098	0.0294138	0.025657	0.0510621	0.0308955	0.0395861	0.0373907	0.0373729	0.0243263	0.0217737	0.216689	0.294378	0.106231	0.382702	3.30596
3290	-15373.1	-15388.3	15.2428	0.117404	0.088887	0.093803	0.116001	0.126903	0.100427	0.123076	0.0824481	0.110055	0.157901	0.0759977	0.0686802	0.102405	0.0857571	0.0997282	0.113137	0.124512	0.112264	0.125395	0.0738879	0.0890659	0.071995	0.136779	0.0345745	0.0228951	0.0925124	0.0577939	0.0160311	0.0251064	0.0252047	0.0533971	0.021562	0.0527573	0.0495535	0.0276918	0.0427907	0.0412653	0.0282817	0.0302614	0.0376809	0.0385834	0.0207157	0.0286312	0.217954	0.306916	0.103702	0.371428	3.143802
3300	-15390.1	-15404.5	14.4211	0.136584	0.108832	0.106886	0.11054	0.108783	0.0778946	0.174972	0.06761	0.0931453	0.198979	0.0643417	0.0955093	0.099231	0.115675	0.103189	0.103017	0.143274	0.101957	0.11339	0.0773931	0.0865979	0.0554757	0.163222	0.0289232	0.0253569	0.0707513	0.0632845	0.029949	0.0131368	0.0399407	0.047497	0.0163923	0.0468985	0.0479006	0.0277597	0.0205486	0.0605986	0.0284996	0.0286794	0.0439266	0.0400937	0.0154076	0.0239313	0.218081	0.289081	0.104129	0.388709	3.225974
3310	-15370.6	-15386.1	15.4864	0.145445	0.110676	0.0827786	0.11054	0.109372	0.0963248	0.138619	0.0751903	0.113857	0.158219	0.0681433	0.0843113	0.0969349	0.107651	0.10728	0.111345	0.124457	0.11294	0.111755	0.0850995	0.0689893	0.0784773	0.159902	0.0160889	0.0234696	0.0633317	0.0576594	0.0229232	0.0117954	0.0290683	0.0410258	0.0180075	0.0483226	0.0378036	0.0373807	0.0322681	0.0300169	0.0271278	0.0307698	0.0398785	0.0365377	0.0361194	0.021542	0.223199	0.29427	0.101539	0.380992	3.119444
3320	-15374.8	-15389.8	14.9964	0.106067	0.101055	0.0966539	0.112323	0.125104	0.0866101	0.106097	0.0668715	0.0979265	0.182933	0.0920187	0.0753152	0.102878	0.0923138	0.104299	0.11373	0.142042	0.110676	0.125977	0.0665705	0.100036	0.0934849	0.152139	0.0279335	0.0149603	0.0849818	0.047928	0.00866597	0.0139204	0.0437109	0.0479252	0.0213822	0.0562953	0.0266603	0.0223575	0.0366419	0.0501991	0.0216768	0.0389366	0.0508021	0.0370301	0.0323115	0.0310064	0.228085	0.295036	0.100757	0.376122	3.168447
3330	-15376.8	-15391.1	14.3228	0.119098	0.119081	0.0956486	0.104736	0.125212	0.0772038	0.120899	0.0638755	0.0979774	0.179859	0.0830581	0.0795995	0.0976937	0.0939882	0.117414	0.147924	0.13574	0.107478	0.106526	0.0815008	0.0976666	0.0782282	0.153957	0.0391159	0.0199962	0.0664766	0.0496891	0.0222784	0.0162784	0.0388355	0.0685015	0.0254242	0.0425935	0.0405766	0.0239393	0.0274057	0.0381676	0.0150816	0.0424056	0.0438042	0.0551968	0.0415843	0.0340856	0.209866	0.297462	0.109378	0.383293	3.235801
3340	-15376.3	-15391	14.7041	0.129638	0.0892454	0.102695	0.0998803	0.0983644	0.0772038	0.103339	0.095658	0.0951345	0.180141	0.0745661	0.0885233	0.111174	0.0882525	0.107801	0.162801	0.147635	0.12612	0.135317	0.056835	0.102404	0.0909752	0.142401	0.0231541	0.0153371	0.07649	0.0529531	0.0235887	0.0213962	0.0298373	0.060956	0.0213835	0.0409635	0.0380189	0.0208298	0.0234147	0.0428057	0.0293843	0.0349036	0.033426	0.0398434	0.0301274	0.0327588	0.216877	0.304444	0.101764	0.376914	3.197675
3350	-15383.7	-15398.4	14.6879	0.1295	0.0762976	0.108885	0.0905904	0.10621	0.0859347	0.121044	0.0771598	0.0996563	0.177056	0.0854004	0.0852986	0.0790382	0.102351	0.121411	0.138996	0.141611	0.14504	0.107175	0.0800498	0.0866298	0.073268	0.172222	0.0179972	0.0246921	0.0713386	0.0653597	0.0195594	0.0299871	0.0357047	0.0514314	0.0207279	0.0322119	0.0521961	0.0243553	0.0384384	0.0388291	0.0326258	0.0320324	0.0436532	0.0242299	0.0305797	0.0225154	0.22031	0.292467	0.120452	0.366771	3.199289
3360	-15379.6	-15394.6	14.9831	0.121346	0.0900415	0.105358	0.0946723	0.099464	0.070399	0.135238	0.0668236	0.0895134	0.182784	0.0874337	0.0612789	0.100303	0.0874359	0.127976	0.144351	0.144531	0.128454	0.11588	0.0957029	0.0974505	0.0622127	0.149741	0.021111	0.0271731	0.0726354	0.0548675	0.0157076	0.0356514	0.0392985	0.0508882	0.0295836	0.0489085	0.0521961	0.032	0.033212	0.0363871	0.022444	0.0404393	0.0296452	0.0217151	0.0293773	0.0181459	0.216198	0.298041	0.10347	0.38229	3.169777
3370	-15372.2	-15386.5	14.2656	0.146888	0.0868784	0.097342	0.090617	0.1116	0.0704982	0.134227	0.0592685	0.105902	0.177165	0.0801663	0.069528	0.0977065	0.106699	0.120544	0.132386	0.127414	0.120839	0.110884	0.0769939	0.0991172	0.0862309	0.185909	0.0247767	0.0266745	0.0837409	0.034951	0.0163483	0.0191795	0.0304486	0.0536176	0.0345023	0.0549227	0.057259	0.0273047	0.0231859	0.0545314	0.0244148	0.0287287	0.0467363	0.0333053	0.0372434	0.0348486	0.210292	0.30494	0.106426	0.378342	3.241525
3380	-15375.9	-15391	15.1117	0.125879	0.131617	0.0863424	0.0930627	0.101537	0.0800548	0.135852	0.084282	0.105287	0.164203	0.086308	0.0690692	0.10909	0.0743082	0.123904	0.13423	0.123166	0.111253	0.120069	0.0798338	0.0965605	0.0640816	0.161616	0.0202571	0.0257532	0.0614725	0.0352745	0.0031764	0.0346332	0.0360942	0.0557813	0.0360866	0.0459134	0.0520458	0.0195336	0.0310299	0.0447245	0.02149	0.0306286	0.0385433	0.0368219	0.0380277	0.0280173	0.222463	0.301707	0.102065	0.373765	3.156912
3390	-15370	-15385.8	15.7684	0.112291	0.107258	0.100067	0.108544	0.0973236	0.0763152	0.113539	0.083799	0.10449	0.176306	0.086308	0.0827944	0.0970339	0.0895555	0.118699	0.141411	0.134453	0.124028	0.108179	0.0708567	0.0973334	0.0809601	0.133301	0.0237199	0.0149463	0.0756493	0.0487113	0.0173419	0.0151349	0.0354468	0.0428463	0.0329054	0.0478871	0.0374704	0.0163518	0.0343255	0.0285345	0.0191678	0.0268522	0.033262	0.0401433	0.0260381	0.0296667	0.212695	0.305859	0.0935863	0.38786	3.091247
3400	-15375.8	-15391.3	15.5019	0.117039	0.106799	0.109847	0.0873985	0.120398	0.0900422	0.140056	0.083799	0.082255	0.177798	0.0775373	0.078455	0.111784	0.082457	0.103234	0.126668	0.126051	0.106927	0.0936073	0.0974302	0.0771476	0.0623625	0.164484	0.0114845	0.0244346	0.0764491	0.0490531	0.0204946	0.0190404	0.0245353	0.0566464	0.0245213	0.0413729	0.047403	0.0285392	0.0388237	0.0285345	0.0102387	0.0422875	0.0612881	0.0342675	0.0347643	0.0201372	0.220888	0.292291	0.103563	0.383259	3.117893
3410	-15374.9	-15390.6	15.7079	0.124628	0.107581	0.0925546	0.106092	0.104113	0.0828391	0.130836	0.0546522	0.0788026	0.176741	0.0786645	0.0794834	0.0894293	0.0817758	0.136358	0.137353	0.12871	0.105881	0.112555	0.0645547	0.0872355	0.0855254	0.157936	0.0323248	0.0290482	0.0931218	0.03809	0.0225457	0.027052	0.0276682	0.0496944	0.0245213	0.0364789	0.0443156	0.0285392	0.0363289	0.0513747	0.0166636	0.0211015	0.025808	0.0294757	0.0323666	0.0264735	0.209527	0.307338	0.103768	0.379367	3.097294
3420	-15374.4	-15389.4	14.9989	0.112407	0.0975343	0.101683	0.096963	0.117222	0.0994678	0.130836	0.0546522	0.103518	0.157651	0.084932	0.0732272	0.100699	0.0957528	0.129892	0.132457	0.134156	0.111035	0.0950771	0.0859406	0.0981523	0.0781726	0.159421	0.0241612	0.0339816	0.0889207	0.0468374	0.0155524	0.0222455	0.0361019	0.054607	0.0437596	0.0460851	0.0319807	0.0230843	0.025672	0.0329615	0.0207202	0.0295719	0.0287724	0.0426893	0.0323666	0.0372727	0.212475	0.293675	0.109372	0.384479	3.168193
3430	-15380.6	-15395.4	14.7685	0.119442	0.0974903	0.117278	0.101697	0.113393	0.0909405	0.126291	0.0765184	0.090127	0.174943	0.0805968	0.0779566	0.0938484	0.101561	0.0952168	0.123554	0.108556	0.113938	0.113848	0.0789373	0.0804487	0.069621	0.164166	0.0229719	0.0206017	0.0801894	0.0468374	0.023665	0.0329809	0.0412926	0.0381313	0.0223706	0.0622863	0.0711403	0.0265678	0.0162843	0.0555789	0.045655	0.0424269	0.033497	0.0548399	0.0212715	0.0222807	0.215802	0.293692	0.0962242	0.394282	3.191238
3440	-15370.9	-15386.4	15.5127	0.120192	0.0974903	0.0895594	0.112728	0.103683	0.0835948	0.129831	0.0924488	0.0790966	0.17618	0.0809648	0.0782974	0.101188	0.101561	0.136371	0.119704	0.119021	0.122928	0.110623	0.0562374	0.0648827	0.0719689	0.168886	0.0211128	0.0302904	0.0755763	0.0555947	0.0209021	0.0182844	0.0308369	0.0485179	0.0217592	0.0390834	0.030744	0.0237758	0.0337369	0.0349639	0.0257811	0.0421105	0.0439009	0.0367299	0.028252	0.0374176	0.222829	0.286804	0.0988685	0.391498	3.11681
