Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	TreeLengths
100	-15805.9	-15817.1	11.2202	0.14455	0.0994505	0.100999	0.0955889	0.124415	0.0881609	0.135907	0.0878093	0.102647	0.144883	0.0880047	0.0806727	0.0999818	0.0834711	0.115831	0.16617	0.130532	0.13367	0.136918	0.0792189	0.0988617	0.0904853	0.14205	0.0396757	0.0567808	0.0510105	0.0400194	0.0302969	0.0545135	0.022635	0.0338766	0.0201912	0.0894331	0.0258885	0.0317305	0.0366715	0.0480511	0.0284442	0.0583832	0.0226568	0.0349515	0.0405952	0.0308062	3.366889
110	-15807.7	-15820.6	12.904	0.10599	0.105975	0.0978285	0.0982882	0.100205	0.0877189	0.118543	0.061495	0.11885	0.13899	0.0752341	0.101642	0.11031	0.1128	0.121913	0.14722	0.116255	0.104773	0.135677	0.0850316	0.0899699	0.0834182	0.1683	0.0325229	0.0533199	0.0685793	0.0443614	0.0237924	0.0484117	0.0392229	0.0404517	0.0131653	0.0688969	0.0180572	0.0211634	0.0403419	0.0430765	0.017376	0.0384811	0.00913945	0.0395161	0.0352437	0.0169614	3.198506
120	-15806.9	-15819.5	12.5848	0.139325	0.0837276	0.108192	0.103138	0.10737	0.0824759	0.129917	0.0806015	0.0897146	0.168408	0.0690177	0.0619156	0.0972304	0.0894395	0.113521	0.149728	0.152326	0.105385	0.143724	0.0701275	0.115121	0.0723989	0.188486	0.0330768	0.0362855	0.0614716	0.0531267	0.0282038	0.0601486	0.0452369	0.0350014	0.0116085	0.0666035	0.0211832	0.0254458	0.0296739	0.0416518	0.0374066	0.042657	0.0188774	0.0222487	0.0180379	0.0211897	3.230424
130	-15798.1	-15811.2	13.0849	0.129347	0.0971792	0.0914663	0.110575	0.11369	0.0892308	0.12226	0.0871715	0.0956097	0.137768	0.0778981	0.0860358	0.091232	0.078325	0.124696	0.125512	0.12122	0.132955	0.124234	0.0634197	0.0921545	0.0898287	0.147863	0.0396024	0.0475007	0.0670877	0.0368513	0.0278641	0.0495951	0.0452369	0.0371075	0.021874	0.0707619	0.0324919	0.0228122	0.0341242	0.0346902	0.0302003	0.0497804	0.0144571	0.0295884	0.0336936	0.0254315	3.180422
140	-15803	-15816	12.9343	0.140438	0.0841791	0.103845	0.116026	0.106527	0.0892308	0.125213	0.0667004	0.0923401	0.176304	0.103434	0.0713102	0.0935804	0.0763828	0.112836	0.114365	0.115802	0.0944951	0.11794	0.062993	0.0992104	0.084588	0.199752	0.0386741	0.0425773	0.0638075	0.0429092	0.0274648	0.045023	0.0371126	0.0371075	0.0213185	0.0926872	0.0216942	0.0338969	0.0338579	0.0430076	0.0267282	0.041378	0.0101549	0.0417238	0.0275816	0.019287	3.195482
150	-15809.9	-15823.5	13.6675	0.138527	0.112227	0.0804758	0.102975	0.10388	0.06201	0.108143	0.0729716	0.094307	0.140666	0.0781269	0.078859	0.102214	0.0763828	0.108169	0.150079	0.11602	0.0933426	0.11794	0.0544203	0.10879	0.0991687	0.174772	0.0421092	0.0342219	0.0394289	0.0445649	0.0269905	0.0383215	0.0321301	0.0485204	0.0265543	0.0784512	0.0362922	0.0338969	0.0421982	0.0358371	0.0238539	0.0483054	0.0262045	0.0414921	0.0201176	0.028205	3.122162
160	-15802.2	-15814.7	12.5024	0.13503	0.0985161	0.100809	0.105233	0.10917	0.102404	0.129417	0.0873822	0.0953508	0.157759	0.0769043	0.0888047	0.0900293	0.0817766	0.110101	0.143777	0.11602	0.1116	0.11794	0.0706744	0.0916931	0.0891295	0.172008	0.035093	0.0517863	0.0351589	0.0575967	0.0345067	0.036323	0.0280081	0.0383897	0.0162733	0.100641	0.0213257	0.0285754	0.044855	0.0385827	0.0307819	0.0448154	0.0213871	0.0462816	0.0300399	0.0167139	3.238665
170	-15811.8	-15824.5	12.6745	0.122848	0.11943	0.116577	0.097389	0.123821	0.0841252	0.118532	0.0744996	0.110421	0.138388	0.0706316	0.116138	0.098748	0.11351	0.114852	0.145078	0.115402	0.0902431	0.0971568	0.0914346	0.0929526	0.0925887	0.142606	0.0530404	0.0374022	0.0490641	0.046297	0.0256226	0.0449058	0.0266312	0.031796	0.0229275	0.0763677	0.0361127	0.034121	0.0275467	0.0342086	0.0196902	0.0484989	0.0125341	0.0409786	0.037235	0.0291027	3.221456
180	-15801.1	-15814.5	13.3903	0.106835	0.106858	0.106015	0.097389	0.100886	0.0841252	0.121338	0.10473	0.0963399	0.182684	0.0671098	0.0788626	0.098748	0.0842709	0.118273	0.112515	0.115402	0.111045	0.116555	0.0923784	0.0929526	0.0815882	0.182521	0.0301056	0.0560677	0.0458143	0.0390096	0.01939	0.0385775	0.0404814	0.0296687	0.020369	0.0757272	0.0159444	0.0424897	0.0293491	0.0367382	0.0273066	0.0590939	0.0110304	0.0293101	0.0196534	0.0243281	3.149875
190	-15800.2	-15812.7	12.4769	0.133448	0.107322	0.0833301	0.105437	0.125424	0.0674161	0.141808	0.0834074	0.100855	0.171208	0.0614183	0.103051	0.0841211	0.107308	0.111602	0.106283	0.124339	0.117663	0.119732	0.0789302	0.0958886	0.0986508	0.1653	0.0393864	0.0537665	0.0499953	0.042583	0.0261926	0.0579375	0.0308764	0.0534354	0.0183657	0.0757272	0.0277285	0.0361307	0.0317452	0.0407703	0.0216784	0.0397971	0.0205432	0.0254397	0.0379371	0.0172346	3.241213
200	-15809.1	-15820.6	11.4258	0.136632	0.0981374	0.115381	0.0863816	0.141148	0.0808591	0.127131	0.0911817	0.107222	0.179525	0.0849728	0.101755	0.0989267	0.11461	0.100259	0.155919	0.139293	0.106922	0.139484	0.0776369	0.0904779	0.100119	0.171606	0.0328277	0.0446668	0.0539734	0.0585007	0.0305389	0.0535492	0.0251929	0.0335443	0.0167789	0.0796532	0.023696	0.0303383	0.0210719	0.0314995	0.025783	0.0502599	0.0321268	0.019476	0.0249323	0.0123315	3.346324
210	-15816	-15827.9	11.9243	0.115116	0.112744	0.115834	0.105863	0.098527	0.119279	0.149521	0.0872567	0.094265	0.170549	0.0919923	0.0773972	0.105231	0.0996513	0.112948	0.121676	0.105146	0.13069	0.130068	0.0776369	0.100235	0.0882362	0.143981	0.0299815	0.0444349	0.0606043	0.024434	0.0233732	0.054138	0.0347238	0.0406048	0.0194294	0.0650848	0.0332978	0.0338911	0.0383492	0.0373343	0.0461965	0.0401191	0.0237573	0.0452396	0.0366338	0.0110013	3.296474
220	-15798.6	-15811.8	13.1575	0.113867	0.0861643	0.0993027	0.11771	0.127003	0.0788539	0.132275	0.0759571	0.0956179	0.181388	0.088046	0.0804393	0.0981895	0.0838769	0.105197	0.117735	0.113224	0.126138	0.120444	0.0771339	0.0834114	0.0926677	0.174005	0.0299815	0.0617393	0.0412944	0.0436554	0.0234796	0.0376427	0.0492979	0.0522529	0.017189	0.0705939	0.0243392	0.0195375	0.0284314	0.0279823	0.0233924	0.0433682	0.0181758	0.0298415	0.0299166	0.0324015	3.173159
230	-15805.1	-15817.6	12.4736	0.118832	0.106772	0.102355	0.108073	0.10301	0.069486	0.119518	0.10469	0.0848017	0.182639	0.0667474	0.0762465	0.0992989	0.0996491	0.0999336	0.122167	0.122363	0.0999244	0.134071	0.089426	0.0849364	0.0745732	0.158152	0.0338324	0.0703465	0.0511204	0.0552525	0.0269436	0.065881	0.0364282	0.0333003	0.00875498	0.102432	0.0294834	0.02589	0.0407138	0.0480517	0.0192712	0.0425779	0.017913	0.0394022	0.030492	0.0357943	3.241546
240	-15795.5	-15808.4	12.9092	0.134546	0.104455	0.106476	0.106913	0.11018	0.0749394	0.121605	0.0628303	0.099496	0.155285	0.0755065	0.0874674	0.0876156	0.108418	0.110558	0.134429	0.11742	0.123981	0.11324	0.0739998	0.0670632	0.0868482	0.175896	0.03761	0.0538523	0.0462645	0.0476667	0.0172196	0.0577958	0.0333248	0.0505382	0.0152119	0.0726114	0.0239735	0.0281907	0.0325639	0.0350771	0.0302579	0.0623664	0.0261108	0.0344486	0.0252774	0.0284589	3.19799
250	-15804.2	-15816.8	12.6535	0.132268	0.103196	0.12481	0.121832	0.107744	0.091042	0.135492	0.074222	0.103612	0.161178	0.0761789	0.0915106	0.0852843	0.0983808	0.0912121	0.139552	0.117714	0.0946506	0.134338	0.0717473	0.10414	0.0837875	0.144992	0.0213193	0.0542095	0.0347675	0.061865	0.0172757	0.0527303	0.0478459	0.0362177	0.0123636	0.0837128	0.0261752	0.0229289	0.0420449	0.0420021	0.0290506	0.0401329	0.0180273	0.0291054	0.0272652	0.0356401	3.223563
260	-15809.2	-15822.2	13.0092	0.139478	0.103922	0.113545	0.0909695	0.104884	0.0899669	0.108938	0.0596781	0.0868604	0.18881	0.0846364	0.100005	0.109155	0.0983808	0.109	0.110097	0.135754	0.0951571	0.126906	0.0804726	0.093401	0.0875873	0.146532	0.0399618	0.048235	0.0647983	0.0390349	0.0306379	0.0431856	0.0362823	0.0334294	0.029845	0.0888545	0.0153929	0.0294066	0.0368972	0.0221787	0.0349981	0.0354522	0.0210343	0.0140567	0.023774	0.0363981	3.187989
270	-15798.6	-15812.1	13.547	0.105253	0.105135	0.116174	0.0868491	0.106907	0.0802406	0.126412	0.0789401	0.096866	0.145115	0.0686934	0.0866423	0.106072	0.0950307	0.127468	0.116066	0.118201	0.122403	0.142555	0.0775298	0.0799289	0.0852328	0.155551	0.0247143	0.0438668	0.048751	0.0408926	0.0220085	0.0530466	0.0341371	0.0388082	0.0183433	0.0807431	0.0294159	0.0103403	0.0423424	0.0338163	0.0265146	0.0460676	0.0258169	0.024791	0.0286698	0.0318569	3.134209
280	-15804.8	-15816.8	12.0131	0.125794	0.105406	0.0946727	0.118849	0.116471	0.0802406	0.129366	0.0775344	0.112985	0.165899	0.0567019	0.100453	0.102343	0.105475	0.122235	0.105401	0.132662	0.122724	0.128556	0.0894964	0.0848537	0.0731585	0.21009	0.0346899	0.0299841	0.0453737	0.050753	0.0226289	0.048954	0.0254168	0.0449303	0.0312716	0.0807431	0.033666	0.0105669	0.0404691	0.0338163	0.0228303	0.0520057	0.0189658	0.0336539	0.0299942	0.0355136	3.287593
290	-15810.4	-15821.8	11.3934	0.14946	0.132427	0.109264	0.0837482	0.130377	0.0720047	0.140415	0.0965739	0.119036	0.172281	0.0902463	0.0940812	0.114514	0.1037	0.119877	0.113256	0.129275	0.120809	0.13116	0.0733868	0.0813504	0.0780043	0.164091	0.0380982	0.0412489	0.074174	0.0364647	0.0177217	0.0481684	0.0355026	0.0291928	0.0232156	0.0615217	0.0280636	0.0360753	0.0450389	0.0293535	0.0143	0.0464998	0.0198048	0.0346001	0.0327822	0.0383983	3.349564
300	-15798.6	-15812.1	13.5579	0.119043	0.0794186	0.0955613	0.105452	0.129121	0.0816219	0.119471	0.0726363	0.0926485	0.165691	0.0843786	0.0911925	0.0925927	0.100385	0.101067	0.111439	0.133011	0.109227	0.115153	0.0791977	0.0853653	0.0799943	0.174884	0.0368926	0.0491416	0.0598318	0.0351242	0.0310065	0.0504236	0.0308295	0.0292299	0.025171	0.075096	0.0187864	0.0356938	0.0291042	0.038853	0.0232497	0.0428953	0.0258716	0.025981	0.0148248	0.0365595	3.133119
310	-15799.1	-15811.8	12.6523	0.126964	0.0807295	0.0970912	0.102889	0.124687	0.0869524	0.136643	0.079398	0.0995521	0.188788	0.0800949	0.0733548	0.103664	0.102535	0.124376	0.132806	0.10953	0.0983806	0.102113	0.0713312	0.0953701	0.106253	0.17917	0.0331367	0.0465922	0.0581623	0.0490729	0.0337098	0.0504325	0.0407546	0.0340207	0.0141231	0.0834873	0.0230242	0.0149889	0.0386518	0.0347818	0.0240678	0.0336223	0.0231122	0.0322003	0.0164277	0.0366325	3.223674
320	-15806.3	-15819.8	13.4907	0.115454	0.105095	0.0862803	0.0848543	0.110614	0.0706405	0.14245	0.0844798	0.119004	0.17056	0.062861	0.0776359	0.0935063	0.0882422	0.102617	0.124309	0.119044	0.090536	0.136503	0.085346	0.098943	0.0733715	0.163826	0.0221898	0.0528405	0.0522781	0.0420183	0.0245558	0.0390555	0.0296296	0.0275354	0.017731	0.0920425	0.0248135	0.0274186	0.0289334	0.0378274	0.0260206	0.0706624	0.0178264	0.0457289	0.0270417	0.0275115	3.139834
330	-15805.5	-15818.6	13.0918	0.113776	0.0924648	0.110579	0.0944101	0.121913	0.0879126	0.141256	0.06468	0.102425	0.165583	0.0876249	0.0735368	0.104419	0.0858675	0.117121	0.105007	0.0991817	0.124036	0.121289	0.0814045	0.0994483	0.0866912	0.171867	0.0326971	0.0489655	0.0600947	0.0280999	0.0230341	0.0593408	0.026219	0.0306785	0.0447086	0.0706539	0.0370112	0.0214407	0.0312552	0.02682	0.0429955	0.0401089	0.029603	0.0265309	0.0197704	0.0272015	3.179723
340	-15808.8	-15821.9	13.1068	0.134323	0.100272	0.0839662	0.123738	0.117948	0.0719349	0.107423	0.0713926	0.104667	0.170333	0.0703809	0.0752098	0.088297	0.0990478	0.100508	0.122932	0.124643	0.0886915	0.11093	0.0828752	0.0800697	0.0763962	0.185547	0.0488463	0.0507607	0.0546642	0.0368906	0.0397321	0.0368233	0.0259113	0.0428844	0.024056	0.0815773	0.029834	0.0290421	0.028293	0.0468217	0.0435243	0.0630183	0.0376114	0.0205146	0.0220304	0.0238665	3.178229
350	-15800	-15813.3	13.3551	0.117412	0.0919939	0.089511	0.0912379	0.136093	0.079561	0.127847	0.0792562	0.102678	0.149851	0.0881753	0.0779893	0.102253	0.0903048	0.118818	0.115546	0.133231	0.131159	0.113323	0.0611916	0.104714	0.0749747	0.169479	0.0359158	0.0514176	0.0436946	0.034855	0.0350719	0.048143	0.0282711	0.034844	0.0325995	0.0819984	0.0294136	0.0238588	0.0348725	0.0259377	0.0175107	0.0404438	0.0226158	0.0366911	0.0282255	0.0204174	3.153398
360	-15824.3	-15835.9	11.6647	0.129496	0.113305	0.114537	0.148663	0.0820245	0.0900837	0.126005	0.0840926	0.106905	0.158194	0.0719261	0.0958214	0.0922849	0.0867757	0.0952829	0.155049	0.148226	0.112552	0.122479	0.0741002	0.0767531	0.0841351	0.17705	0.0288594	0.0446259	0.0473856	0.0545414	0.0423221	0.0601845	0.0292323	0.0326791	0.0122191	0.0789227	0.0330808	0.023963	0.0553177	0.0340316	0.0229042	0.0519323	0.0239861	0.0366363	0.0397198	0.0241501	3.322437
370	-15804.2	-15816.5	12.3185	0.125674	0.0988926	0.0770988	0.105811	0.094916	0.0911749	0.126005	0.068075	0.117993	0.165708	0.0899662	0.0829308	0.0912392	0.0947089	0.112054	0.138042	0.129294	0.104732	0.145103	0.076851	0.0860336	0.0887251	0.154713	0.0349008	0.0578548	0.0479188	0.0686995	0.0491478	0.0443677	0.0260628	0.043841	0.0223886	0.0886965	0.0208942	0.0157387	0.0364599	0.0482185	0.0237939	0.0570552	0.0208778	0.0282276	0.0329209	0.0232474	3.257055
380	-15805.5	-15818.5	12.9823	0.134104	0.0892476	0.0757127	0.103645	0.112912	0.0911749	0.107543	0.0767553	0.110484	0.172022	0.0993405	0.0701706	0.1035	0.0872033	0.130472	0.144013	0.126888	0.113884	0.10866	0.0792026	0.0985656	0.0863771	0.152287	0.028423	0.0384822	0.0406958	0.0561373	0.0231353	0.0408117	0.0350274	0.0394688	0.0284881	0.0748698	0.024694	0.0134975	0.0393991	0.0308058	0.0331917	0.0360463	0.0191013	0.0253431	0.0475842	0.0413143	3.190681
390	-15814	-15826.5	12.5108	0.115092	0.117156	0.0854072	0.108977	0.139483	0.0710098	0.130021	0.0718157	0.100248	0.185716	0.0731916	0.075479	0.105825	0.0988573	0.107701	0.114606	0.117259	0.120984	0.0947813	0.100937	0.0871849	0.0949068	0.185561	0.0236554	0.0264802	0.093459	0.0481107	0.0339727	0.0494753	0.0338083	0.0264989	0.0240695	0.0823208	0.0427363	0.0236791	0.0315617	0.0274902	0.0182314	0.0380222	0.00861286	0.0302545	0.0363549	0.0368302	3.237825
400	-15803.3	-15816.7	13.4162	0.109167	0.0964328	0.0853378	0.108977	0.113727	0.0624428	0.140084	0.0718157	0.0995469	0.16583	0.0748411	0.090763	0.0963092	0.077218	0.104398	0.140305	0.154352	0.125184	0.0957727	0.077704	0.0928312	0.0786084	0.153833	0.0416784	0.0648159	0.0546096	0.0451261	0.0272762	0.0528019	0.0278125	0.0536854	0.0237001	0.0671841	0.0198821	0.0132013	0.0352785	0.0329392	0.032477	0.0416772	0.0120431	0.0310792	0.0342044	0.0203399	3.147292
410	-15809.7	-15822.1	12.4224	0.131733	0.111139	0.105116	0.127275	0.0950145	0.0901726	0.111328	0.0661676	0.116344	0.178347	0.0849498	0.0779484	0.0918308	0.107026	0.110662	0.10273	0.136763	0.106843	0.127135	0.105051	0.0878346	0.076436	0.169377	0.0313644	0.0406502	0.06801	0.0291215	0.023114	0.0591403	0.0233368	0.0466661	0.0237933	0.0654802	0.0307576	0.0119552	0.0383736	0.03137	0.0337603	0.0574495	0.0303699	0.0293411	0.0342248	0.0211668	3.246668
420	-15799.3	-15811.2	11.9033	0.141934	0.10654	0.110228	0.102568	0.116422	0.0702581	0.122302	0.0897768	0.102536	0.175408	0.0878221	0.0716793	0.103551	0.0889153	0.118526	0.112436	0.13293	0.105596	0.129926	0.1068	0.0877995	0.0762874	0.177701	0.0390966	0.0495053	0.0504935	0.0465295	0.031635	0.0465723	0.0300604	0.0308351	0.0263128	0.0784565	0.0239808	0.0227627	0.0471129	0.030543	0.031133	0.0574495	0.0195953	0.0342561	0.0322812	0.0320277	3.298583
430	-15809.2	-15821.9	12.7298	0.106964	0.10739	0.10383	0.0925719	0.110222	0.0855574	0.122079	0.0699135	0.103115	0.17228	0.0680545	0.0822112	0.0887491	0.0983483	0.104058	0.134276	0.144332	0.130194	0.127609	0.068783	0.0897776	0.0886412	0.129468	0.0474593	0.0458771	0.0449527	0.0467302	0.0344478	0.040528	0.0423223	0.0337653	0.0269742	0.0840571	0.0246749	0.0201871	0.033575	0.0410769	0.0539693	0.0505374	0.032191	0.0423481	0.0228328	0.0189974	3.215929
440	-15812.5	-15826.2	13.6186	0.116615	0.10079	0.0805195	0.102146	0.111371	0.0882348	0.101441	0.100144	0.0907171	0.160253	0.0696575	0.080275	0.0942551	0.0828304	0.104058	0.135084	0.115188	0.123664	0.117597	0.071096	0.0968175	0.075129	0.198897	0.0271613	0.0390723	0.0596278	0.0500443	0.0152723	0.0599294	0.0347128	0.0342197	0.029365	0.067863	0.0140074	0.0240471	0.0321076	0.0280902	0.0368024	0.0576775	0.0358777	0.0210234	0.0187308	0.0246352	3.127046
450	-15796.5	-15809.7	13.2206	0.118587	0.0900147	0.102079	0.103882	0.101982	0.0872597	0.128473	0.0843057	0.102958	0.171574	0.0728405	0.0845327	0.102767	0.0856355	0.115316	0.100306	0.125186	0.142553	0.103605	0.0846429	0.0768556	0.075129	0.175944	0.0318988	0.0565007	0.0527013	0.041982	0.0181655	0.0520534	0.0296348	0.0347614	0.029365	0.0810116	0.0270388	0.0189213	0.0372858	0.0262686	0.0294793	0.0474766	0.0190528	0.0324502	0.0272584	0.0371076	3.166843
460	-15797.4	-15810.2	12.7824	0.134383	0.0903226	0.105016	0.0984245	0.113346	0.0865597	0.114487	0.0777221	0.104988	0.169399	0.0711647	0.0965978	0.098772	0.0933502	0.123182	0.149751	0.122629	0.118967	0.111376	0.0631846	0.101094	0.0933768	0.16926	0.0285925	0.0475777	0.0504537	0.0357838	0.0189213	0.049703	0.0409513	0.0297879	0.0168621	0.0680603	0.0326282	0.031561	0.0227728	0.0399951	0.027077	0.0468152	0.0227476	0.0324502	0.0233996	0.0371703	3.210663
470	-15804	-15815.9	11.9363	0.118445	0.108106	0.0927611	0.103534	0.120266	0.0919832	0.111441	0.0740472	0.0875578	0.175285	0.0841107	0.0761142	0.0868497	0.11084	0.0999858	0.144227	0.119081	0.12005	0.122951	0.0986587	0.0877601	0.0738699	0.157485	0.06155	0.0520645	0.0633098	0.0464026	0.0284867	0.0618313	0.0426118	0.0459922	0.020283	0.0902514	0.0249965	0.0257792	0.0430887	0.0260728	0.0346456	0.050504	0.0221078	0.027527	0.0254432	0.0369229	3.295281
480	-15815.7	-15827.6	11.9457	0.134542	0.109197	0.122335	0.137719	0.0852767	0.0832218	0.154857	0.0952077	0.0862016	0.170128	0.0822021	0.0696306	0.107922	0.100706	0.117021	0.112798	0.119081	0.108893	0.147742	0.0745764	0.0860785	0.0859894	0.156158	0.0289094	0.0297021	0.0623322	0.048006	0.02855	0.0574532	0.0264513	0.031415	0.0259897	0.0859964	0.0398656	0.0279787	0.022905	0.0273956	0.0185771	0.0483768	0.0196045	0.0405771	0.0435004	0.0332697	3.294339
