Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	TreeLengths
2780	-15800.4	-15814.2	13.836	0.110002	0.109008	0.084449	0.127118	0.0987704	0.0851543	0.132883	0.0680691	0.0915336	0.183979	0.0745476	0.0835493	0.0880956	0.0960934	0.110527	0.128432	0.134198	0.0836558	0.114096	0.0834602	0.0907798	0.070827	0.174293	0.0304159	0.0258912	0.0303073	0.0686537	0.0594745	0.0438562	0.0226952	0.0196421	0.0156736	0.0293177	0.0452988	0.0348651	0.0260769	0.0381511	0.0439465	0.0214056	0.0424721	0.0385765	0.0273506	0.0177171	3.105308
2790	-15802.2	-15814.4	12.2171	0.137833	0.106847	0.105463	0.126506	0.11415	0.0907424	0.135117	0.0818721	0.0932987	0.160777	0.0789959	0.068557	0.0972507	0.0806297	0.111692	0.134209	0.12953	0.115612	0.134944	0.0726758	0.0919225	0.0917305	0.190402	0.0370051	0.034235	0.0277832	0.0587715	0.0490502	0.0465939	0.0226952	0.0148761	0.00866131	0.0276004	0.0462767	0.038996	0.034135	0.0416665	0.0475346	0.0186095	0.0696477	0.031899	0.0199924	0.0404139	3.267201
2800	-15802.1	-15814.7	12.5344	0.110938	0.106847	0.0961054	0.0985491	0.126577	0.0790102	0.150391	0.0820634	0.0975919	0.16188	0.0851676	0.0681119	0.0956657	0.104203	0.121702	0.122362	0.110758	0.107635	0.122948	0.0726758	0.0842531	0.0920846	0.206285	0.0332553	0.0366111	0.0475377	0.0799091	0.041182	0.030734	0.0264123	0.0201714	0.0122508	0.0366831	0.0313603	0.0432072	0.023818	0.0628512	0.0493037	0.018212	0.0549936	0.0239835	0.022615	0.0365768	3.235471
2810	-15807.6	-15819.8	12.2245	0.145712	0.0868456	0.0711668	0.111038	0.10725	0.102454	0.144138	0.0820634	0.0956866	0.16677	0.0910401	0.0855361	0.10509	0.103978	0.109009	0.125646	0.118498	0.127949	0.119984	0.0702011	0.0978727	0.0757672	0.148808	0.0425771	0.0323461	0.033736	0.0810629	0.0548291	0.0384626	0.0408708	0.0350999	0.0217087	0.0233378	0.0321628	0.0597184	0.0186702	0.0464724	0.0493037	0.0201373	0.0666703	0.0258485	0.0197732	0.0311666	3.26646
2820	-15811.9	-15824.4	12.5938	0.118241	0.111727	0.102409	0.0956089	0.116629	0.0613197	0.123155	0.0749883	0.10802	0.152262	0.0741782	0.0729272	0.104998	0.112606	0.109764	0.159298	0.126655	0.110283	0.10198	0.0791377	0.0694697	0.0848164	0.181035	0.0345109	0.0278139	0.0380706	0.0757622	0.0658379	0.0373911	0.0299797	0.0212235	0.0236582	0.0275365	0.0560018	0.0474597	0.0220689	0.0635352	0.0507191	0.0165042	0.0404509	0.0372641	0.0450451	0.017184	3.229526
2830	-15799	-15812.5	13.4056	0.109644	0.104614	0.100068	0.0847574	0.125578	0.0864187	0.128627	0.0820684	0.102314	0.165852	0.0650359	0.0851886	0.0915985	0.111238	0.107895	0.125653	0.119006	0.110739	0.131438	0.0723848	0.0857744	0.094236	0.17276	0.0257619	0.0290072	0.0345324	0.0677355	0.0468772	0.0448622	0.0259004	0.0214302	0.0166832	0.0310454	0.0348391	0.0390897	0.0250731	0.0333628	0.0473528	0.0399731	0.0435311	0.0359474	0.0286563	0.0137949	3.148343
2840	-15806.5	-15819.8	13.3271	0.134323	0.0954649	0.078499	0.104075	0.108972	0.0842356	0.126691	0.0897816	0.110074	0.170309	0.0665776	0.0854678	0.0933981	0.0821709	0.100869	0.124243	0.120588	0.0890393	0.119076	0.0844896	0.087346	0.115515	0.159182	0.0303867	0.022425	0.0267484	0.112453	0.0401004	0.0342894	0.0314006	0.0245816	0.0399515	0.0251933	0.0493764	0.0355744	0.0288699	0.0442646	0.0342917	0.0203961	0.0499093	0.0310504	0.0244965	0.0200482	3.156195
2850	-15799.1	-15811.5	12.331	0.129187	0.105507	0.0879059	0.103911	0.101578	0.0859348	0.149172	0.0837005	0.122115	0.167775	0.0853916	0.0906316	0.0940683	0.112357	0.114	0.119959	0.118318	0.107642	0.116127	0.0771342	0.0946366	0.0857258	0.156278	0.0362354	0.0431017	0.0421307	0.0755128	0.0439584	0.0406499	0.0289211	0.0219598	0.0278522	0.0314413	0.0456576	0.0241626	0.0304471	0.0356505	0.0415771	0.0332807	0.0606644	0.0329681	0.0316904	0.0188849	3.255803
2860	-15800.8	-15814.1	13.2306	0.118596	0.0820659	0.098502	0.114532	0.114839	0.0907692	0.117171	0.0767542	0.0869407	0.157629	0.0725373	0.0965854	0.0920815	0.0889905	0.109715	0.120056	0.119057	0.106941	0.116127	0.0690714	0.110609	0.0861546	0.18109	0.034785	0.0285118	0.0480753	0.0596026	0.0476003	0.0347804	0.0294866	0.0319821	0.0175749	0.0366656	0.0506309	0.0314931	0.0233364	0.0461025	0.0415771	0.0371629	0.0658733	0.0329681	0.0142176	0.0266066	3.165848
2870	-15801.6	-15814.9	13.2845	0.119583	0.0910008	0.0891047	0.121208	0.119929	0.0961535	0.146461	0.0931839	0.0987697	0.169474	0.0773689	0.0833163	0.103178	0.100551	0.0881669	0.141512	0.1296	0.0983764	0.110299	0.0759073	0.0733502	0.0888788	0.161685	0.036923	0.0303986	0.0447494	0.0664694	0.0553272	0.0308563	0.0262769	0.0166425	0.011031	0.0266024	0.0368265	0.0357244	0.0247355	0.0532404	0.0583987	0.0167701	0.0487838	0.0320611	0.0191643	0.0124175	3.160456
2880	-15801.5	-15814.5	13.0243	0.134244	0.105487	0.101402	0.0707413	0.116023	0.0950894	0.1156	0.0666907	0.098479	0.170798	0.0723686	0.0825062	0.0967419	0.0870116	0.117711	0.139614	0.133603	0.104928	0.132372	0.100234	0.0799015	0.0910613	0.157134	0.0374513	0.0457433	0.036674	0.0752659	0.063736	0.0394293	0.0289486	0.0121751	0.0177195	0.0242186	0.0447472	0.0350318	0.031344	0.0459327	0.0404673	0.0214297	0.0412062	0.0291357	0.0232841	0.0227986	3.186479
2890	-15805	-15817.3	12.328	0.139636	0.0961038	0.0809125	0.0946255	0.099735	0.0901779	0.127544	0.0691863	0.10063	0.162456	0.0664972	0.0939923	0.0767143	0.103447	0.111139	0.126221	0.121912	0.123975	0.123143	0.0905114	0.105129	0.0910613	0.157134	0.0393626	0.0329176	0.036674	0.0885662	0.0443106	0.0314228	0.0316423	0.0323703	0.0208205	0.0413847	0.0539953	0.035482	0.0284437	0.0421959	0.0643695	0.021285	0.0676616	0.045842	0.0243857	0.0210932	3.256109
2900	-15797.8	-15810.6	12.8159	0.111672	0.100973	0.0917863	0.0872131	0.102645	0.0704851	0.13027	0.0852536	0.0983302	0.164092	0.0759877	0.0740051	0.134892	0.0907051	0.125504	0.144903	0.135603	0.114298	0.142588	0.0649417	0.0958634	0.0908022	0.17621	0.0382142	0.0331287	0.0271981	0.0774907	0.0443106	0.0341327	0.0311058	0.0228829	0.0170922	0.0324729	0.0370846	0.035482	0.0314316	0.0470989	0.0457188	0.0198994	0.0441444	0.0284389	0.0295786	0.0213877	3.207317
2910	-15797.3	-15810.1	12.8323	0.11388	0.0791915	0.0916201	0.110054	0.116535	0.0750796	0.115508	0.0699932	0.110189	0.172692	0.0877973	0.0775049	0.102097	0.0891114	0.114858	0.1338	0.132022	0.109534	0.111404	0.0749781	0.108258	0.0911052	0.151116	0.0409688	0.0315401	0.0232298	0.0733453	0.0418943	0.0439537	0.0241962	0.022667	0.0220289	0.027754	0.04594	0.056002	0.0335961	0.0539685	0.0501492	0.0217117	0.0598894	0.0313045	0.0296892	0.0335248	3.205682
2920	-15800.5	-15813.3	12.8204	0.102958	0.090507	0.104414	0.129108	0.122745	0.0629124	0.119814	0.0844991	0.112317	0.167951	0.0742878	0.0813681	0.101538	0.11247	0.108135	0.143248	0.125713	0.108779	0.13734	0.0741325	0.0857304	0.0785588	0.160172	0.0324934	0.0410874	0.0396069	0.0886096	0.0348724	0.0310601	0.0262097	0.024484	0.027298	0.027754	0.0345104	0.0404845	0.0189012	0.05035	0.0394479	0.0205568	0.044526	0.0400774	0.0261256	0.0297185	3.206871
2930	-15803.5	-15816.1	12.5784	0.144771	0.0898378	0.0907358	0.0887563	0.119963	0.07186	0.125348	0.0786184	0.0954211	0.156608	0.0932387	0.0792179	0.0924571	0.0985441	0.0975761	0.135154	0.148459	0.108779	0.118668	0.08984	0.0806233	0.0832333	0.152519	0.0365775	0.0313785	0.0360702	0.0917738	0.0449331	0.0405575	0.0281264	0.033301	0.0155461	0.0391382	0.037084	0.0433082	0.0252048	0.0602285	0.0493036	0.0241748	0.0686501	0.0314045	0.0225985	0.0314737	3.231063
2940	-15795	-15807.9	12.9217	0.118253	0.0984454	0.0891635	0.102347	0.128686	0.0817873	0.122457	0.0846622	0.0949048	0.161012	0.0644645	0.0933882	0.103638	0.0985441	0.108777	0.12307	0.119412	0.109213	0.125644	0.0604216	0.0989014	0.0965596	0.161368	0.035553	0.0288151	0.0396551	0.077307	0.047063	0.0396791	0.0142172	0.0228473	0.0225177	0.0304763	0.0390099	0.0521203	0.0244688	0.053569	0.0528219	0.0284366	0.0553073	0.0378235	0.0316564	0.0182735	3.196738
2950	-15810.9	-15824.2	13.3886	0.107584	0.118439	0.101669	0.100462	0.0897691	0.098981	0.108394	0.0962772	0.117317	0.170182	0.0723885	0.0594152	0.102984	0.0834153	0.0907624	0.125025	0.138526	0.0964277	0.125124	0.0836511	0.0849287	0.0965596	0.147636	0.0417669	0.0324386	0.0376971	0.0652889	0.0649586	0.0329522	0.0284774	0.0182112	0.0250866	0.0371999	0.0475021	0.0328133	0.0435001	0.0517806	0.041466	0.0211865	0.0391639	0.0344759	0.0199355	0.0182286	3.150047
2960	-15805.5	-15818.3	12.7924	0.129865	0.108828	0.101669	0.107388	0.105544	0.0769457	0.126036	0.0896674	0.107306	0.152876	0.0738679	0.0787473	0.0981645	0.0942284	0.100153	0.114123	0.113024	0.126285	0.122283	0.086271	0.0850459	0.0889815	0.166749	0.0469559	0.0287672	0.0285964	0.103613	0.0409702	0.0308198	0.0153453	0.0182112	0.0397048	0.0520297	0.0449094	0.0390111	0.0221992	0.050758	0.0433226	0.00895929	0.0509112	0.0411634	0.0286859	0.0206902	3.209672
2970	-15804.2	-15816.7	12.4478	0.150075	0.115455	0.102675	0.0988612	0.0950037	0.0754099	0.153364	0.0867228	0.0869195	0.179787	0.089321	0.0867654	0.0890028	0.0882242	0.133967	0.119659	0.119565	0.114015	0.112316	0.075998	0.0863284	0.0713948	0.181012	0.0476423	0.0366068	0.0300132	0.0862476	0.0443687	0.0285963	0.0179291	0.0113241	0.0185221	0.037914	0.0374007	0.0377275	0.0292799	0.0388028	0.0522755	0.0333651	0.0494681	0.0349241	0.0344739	0.025403	3.244127
2980	-15796	-15809.2	13.115	0.123637	0.1036	0.0855606	0.0978165	0.113173	0.0953866	0.108833	0.0869576	0.0901919	0.162474	0.0810751	0.0577165	0.104309	0.0914445	0.118089	0.140953	0.131878	0.113989	0.125785	0.0754701	0.0899142	0.0811732	0.172642	0.0357719	0.0342791	0.0318745	0.0646952	0.0469629	0.0300309	0.0247072	0.0286988	0.0239293	0.0265836	0.0451456	0.0371445	0.0308456	0.0388028	0.0569424	0.03075	0.0470134	0.0284048	0.0296364	0.0331171	3.177404
2990	-15806.7	-15820.8	14.0806	0.13107	0.0953966	0.0875456	0.0955126	0.107038	0.072942	0.104891	0.0856477	0.0895503	0.159505	0.0859186	0.0688965	0.104309	0.0930185	0.108677	0.136945	0.11363	0.11497	0.135007	0.0812565	0.0641954	0.0693944	0.132035	0.0362107	0.0307731	0.0334759	0.0677897	0.051501	0.0303127	0.0323448	0.0206359	0.0294584	0.0511549	0.0488983	0.0515139	0.0221615	0.0384891	0.0413435	0.0234265	0.0489089	0.030278	0.0280874	0.0267332	3.08085
3000	-15814.3	-15826.1	11.7795	0.148957	0.0792689	0.107348	0.125621	0.11922	0.0871282	0.154217	0.0725225	0.119153	0.142996	0.0696775	0.0773556	0.0787739	0.0929058	0.140669	0.138044	0.12611	0.127099	0.129203	0.0812565	0.0790915	0.0907455	0.170756	0.0329627	0.0461813	0.0316834	0.0793599	0.0515548	0.0493332	0.0336537	0.0237728	0.0156513	0.0333226	0.0521558	0.0319217	0.030615	0.0542969	0.0337343	0.00871892	0.0519245	0.0349217	0.0317548	0.0253205	3.310959
3010	-15801.9	-15815	13.0664	0.106402	0.106643	0.0884908	0.105097	0.116243	0.0960268	0.130368	0.0824309	0.109651	0.146184	0.0974919	0.0902371	0.0945916	0.0869998	0.130761	0.127177	0.126938	0.128163	0.0997343	0.0758742	0.10115	0.0769987	0.174567	0.0400622	0.0319251	0.0369156	0.0630448	0.0436375	0.0356126	0.025768	0.0162134	0.0135503	0.0310934	0.0392566	0.0319043	0.0247191	0.0396282	0.0337343	0.0200698	0.0721956	0.0388031	0.0177116	0.0281993	3.182266
3020	-15804.7	-15817.1	12.4492	0.132993	0.117078	0.117085	0.0894979	0.112638	0.0723035	0.130988	0.07448	0.0982425	0.187362	0.0697146	0.0882848	0.0821786	0.110585	0.093905	0.120766	0.0951164	0.0997178	0.11667	0.078561	0.0865552	0.102067	0.186426	0.0305689	0.0353366	0.0288844	0.0770903	0.0451665	0.0437355	0.0188091	0.0345575	0.0356121	0.0320818	0.0438287	0.0474959	0.0329727	0.0545878	0.0519527	0.0297353	0.0406006	0.0362522	0.0354731	0.0260312	3.243988
3030	-15807.2	-15819.3	12.0865	0.132305	0.119894	0.0997017	0.0951812	0.110842	0.0828628	0.128891	0.0836514	0.101728	0.172387	0.0864342	0.0850845	0.091042	0.106598	0.115735	0.16132	0.115307	0.119508	0.139165	0.0887705	0.0843747	0.0738166	0.188756	0.0388309	0.0353366	0.046849	0.0890265	0.0436529	0.0303779	0.0159858	0.00743789	0.0180897	0.0283762	0.0503203	0.055055	0.0134694	0.0464909	0.0405928	0.0203495	0.0407561	0.021957	0.0317652	0.0221857	3.28026
3040	-15824.8	-15837.3	12.5058	0.110701	0.105828	0.106483	0.108625	0.0970081	0.0874833	0.137319	0.0842286	0.0850653	0.145444	0.0954215	0.0833852	0.111314	0.0894656	0.156811	0.114551	0.120524	0.138847	0.113979	0.0558224	0.0803699	0.083376	0.152497	0.0498197	0.0430638	0.0318613	0.0665439	0.0460289	0.0482008	0.0549115	0.0104302	0.016374	0.034068	0.0561861	0.0384667	0.0377297	0.0407527	0.0514244	0.0115147	0.0629303	0.0166931	0.0266163	0.0301618	3.238326
3050	-15806.9	-15820	13.0774	0.135872	0.099793	0.0911353	0.0988794	0.115713	0.0788788	0.125117	0.0836336	0.0871363	0.14232	0.0785923	0.0833852	0.113744	0.0749508	0.107262	0.114401	0.116378	0.115858	0.144289	0.0773995	0.0845952	0.0820464	0.172384	0.0460629	0.0334376	0.0179051	0.0783344	0.0578778	0.0531779	0.027293	0.0296707	0.0238584	0.0147603	0.0383608	0.0371906	0.0411253	0.0398548	0.0641586	0.0133442	0.0420469	0.0334546	0.0278414	0.0376513	3.181173
3060	-15803.7	-15815.5	11.8484	0.12256	0.0985433	0.0876597	0.116653	0.120043	0.0788788	0.136449	0.0797715	0.0985499	0.162428	0.083615	0.0937657	0.133903	0.0964683	0.126992	0.121193	0.135518	0.118466	0.113837	0.0763369	0.108243	0.0848751	0.163932	0.0503839	0.0293042	0.0294534	0.0849573	0.0330213	0.0240104	0.0247783	0.0364687	0.028844	0.0320124	0.0488231	0.0464562	0.0379193	0.0433941	0.0473759	0.0277233	0.0501801	0.0315516	0.0263903	0.0123378	3.304067
3070	-15809.6	-15822.9	13.2515	0.126536	0.0886428	0.106644	0.103987	0.0952173	0.0816594	0.136449	0.0797715	0.078782	0.166659	0.0891861	0.0815098	0.113361	0.0848128	0.10376	0.0987035	0.125301	0.0953116	0.113647	0.0876263	0.0759724	0.0981838	0.181025	0.0331427	0.0394668	0.0270468	0.0669245	0.0748884	0.042699	0.0339065	0.0196187	0.0207004	0.030207	0.0386316	0.0561076	0.0403177	0.0527655	0.0507569	0.0166948	0.0423518	0.0343038	0.0165458	0.0139328	3.163758
3080	-15802.1	-15814.8	12.7361	0.105905	0.120933	0.125543	0.104931	0.111952	0.0848132	0.103772	0.0735833	0.0836503	0.188339	0.0745395	0.0784935	0.104495	0.113093	0.108706	0.141955	0.135373	0.105517	0.112604	0.0782351	0.0929901	0.0942511	0.16063	0.0305194	0.0445642	0.0379942	0.069215	0.0466395	0.029472	0.0248158	0.0219963	0.00798717	0.0370704	0.0428908	0.0350927	0.0232036	0.0527655	0.0538845	0.0189359	0.0474864	0.0349176	0.0342398	0.0173064	3.215301
3090	-15806.1	-15818.9	12.7493	0.137945	0.0968398	0.102029	0.111642	0.107292	0.0817323	0.110766	0.0782307	0.100023	0.166319	0.07525	0.0936122	0.106489	0.0833866	0.107126	0.108788	0.113026	0.127357	0.130946	0.0785522	0.13241	0.0907338	0.15546	0.0299774	0.0384462	0.0314589	0.0863323	0.0610744	0.0497723	0.0177087	0.0282223	0.0130422	0.0348707	0.0437775	0.0406064	0.0389318	0.0412985	0.0440471	0.0130697	0.0422122	0.021861	0.0230417	0.0182708	3.213978
3100	-15796.8	-15809.3	12.5562	0.136777	0.0894043	0.0960421	0.114927	0.111083	0.0808168	0.117003	0.0780686	0.106922	0.165407	0.0953662	0.1109	0.0965065	0.0931346	0.113565	0.133693	0.112373	0.125082	0.112817	0.0680214	0.0835789	0.0797503	0.171455	0.0383166	0.0438816	0.0383546	0.0840871	0.0445859	0.0336236	0.0194622	0.0224262	0.0219154	0.0293609	0.0494592	0.0362743	0.0168725	0.0561791	0.0435364	0.0220168	0.0609473	0.0358006	0.0231862	0.0203116	3.233292
3110	-15806.8	-15820.3	13.4723	0.142272	0.105925	0.0940456	0.096271	0.122175	0.0719107	0.117173	0.0780686	0.0965976	0.166774	0.0836304	0.0697435	0.0917283	0.109354	0.104109	0.118816	0.152097	0.094572	0.143266	0.0795455	0.0820715	0.0790882	0.170722	0.0192517	0.0235066	0.0242214	0.0716082	0.0321089	0.0336236	0.032035	0.0208929	0.0293682	0.0338601	0.0539464	0.0334694	0.022856	0.0509502	0.0385437	0.0192164	0.0682859	0.0246648	0.0147327	0.0245769	3.141674
3120	-15801.1	-15813.7	12.5964	0.126418	0.119208	0.0850337	0.118361	0.121142	0.0896589	0.118297	0.0882742	0.100311	0.172179	0.0745622	0.0917166	0.0724429	0.0962736	0.105193	0.125024	0.148474	0.127105	0.112852	0.075244	0.0837477	0.0798769	0.170722	0.0371708	0.034253	0.0294582	0.0594432	0.0502392	0.0254959	0.0279831	0.022111	0.020699	0.0413904	0.0486383	0.0439619	0.0201567	0.0400335	0.0543428	0.0208931	0.05191	0.0231323	0.0406182	0.0352244	3.22927
3130	-15800.2	-15812.9	12.7085	0.127143	0.103113	0.0905202	0.102057	0.1198	0.0901672	0.117558	0.082464	0.116856	0.154914	0.0829011	0.090946	0.089714	0.0962736	0.11303	0.112721	0.138875	0.103982	0.11394	0.0769784	0.0960854	0.0806733	0.165241	0.0488428	0.0397752	0.0291345	0.0708366	0.0344228	0.0538838	0.0177762	0.02212	0.0192509	0.0395888	0.0536517	0.0319888	0.0266571	0.0444056	0.0513121	0.0196896	0.0667742	0.0379284	0.0201634	0.0239038	3.218058
3140	-15805.3	-15818.5	13.1802	0.116534	0.125389	0.0732258	0.126737	0.116317	0.0793866	0.115172	0.0785897	0.105035	0.151691	0.073378	0.090946	0.10839	0.0870269	0.117344	0.130825	0.112457	0.108885	0.126242	0.078371	0.0733444	0.0879374	0.138333	0.0344473	0.0372119	0.0437307	0.0615647	0.0414453	0.0312831	0.0282209	0.0152478	0.025499	0.0262016	0.0397805	0.0407025	0.0227423	0.0636034	0.0455224	0.0187268	0.0534835	0.0443595	0.0392245	0.0363305	3.170884
3150	-15804.8	-15817.7	12.9123	0.103476	0.122159	0.0729871	0.108783	0.118317	0.0706391	0.134272	0.0733782	0.103984	0.145908	0.0643076	0.102212	0.0987247	0.10686	0.115388	0.136906	0.145206	0.112741	0.103077	0.0786212	0.0894496	0.0762563	0.167804	0.0415008	0.0372119	0.0444693	0.0820054	0.0345789	0.0314223	0.0185464	0.0117335	0.0186566	0.0370823	0.0463041	0.0444625	0.0328242	0.0437995	0.0381693	0.022428	0.0739317	0.0358566	0.0275123	0.0237315	3.197682
3160	-15809.6	-15821.7	12.0072	0.127704	0.0842222	0.103471	0.0916702	0.102754	0.0722246	0.151355	0.0943779	0.0979303	0.174774	0.0756808	0.0643513	0.0803038	0.113556	0.108264	0.124581	0.121751	0.122332	0.133698	0.0850201	0.0811426	0.101849	0.18757	0.0415008	0.0372119	0.0357748	0.0733206	0.0443127	0.0414398	0.0305455	0.0406534	0.0162035	0.0240378	0.061448	0.037114	0.0331814	0.0389278	0.0540144	0.0192254	0.0483178	0.0344493	0.0449448	0.0309833	3.28819
3170	-15797.9	-15810.8	12.9005	0.117453	0.104045	0.088548	0.0937283	0.102725	0.0707959	0.134107	0.0814709	0.112176	0.169706	0.0801908	0.0865753	0.0964599	0.0918754	0.119591	0.138375	0.134624	0.109271	0.107292	0.0863307	0.0851488	0.0802381	0.151488	0.0411284	0.0276452	0.022637	0.0780884	0.0685808	0.0390469	0.0207119	0.019482	0.0232922	0.032771	0.0352205	0.0299128	0.0369681	0.0513089	0.0577839	0.0404749	0.0500598	0.0350267	0.0205022	0.026005	3.198863
3180	-15805	-15817.6	12.6088	0.126503	0.102731	0.103586	0.114084	0.123996	0.0776053	0.141699	0.070357	0.0958144	0.170025	0.076552	0.0789128	0.107861	0.11088	0.10876	0.117681	0.122008	0.133316	0.131089	0.0660867	0.0917428	0.0909272	0.179414	0.018035	0.0323984	0.0407816	0.0659231	0.0512146	0.0390625	0.0290876	0.0314114	0.0341812	0.0235821	0.0391655	0.0343387	0.0282811	0.0362267	0.0464157	0.0222684	0.0488921	0.0187838	0.0261207	0.0202275	3.22803
3190	-15807.1	-15819.9	12.802	0.155211	0.124975	0.112199	0.110262	0.104593	0.0916053	0.124439	0.0774274	0.104309	0.17953	0.0850739	0.0734974	0.0940103	0.0963419	0.109001	0.105375	0.118572	0.0980567	0.128979	0.083203	0.0741136	0.0802797	0.169124	0.0382141	0.0180985	0.041459	0.0709788	0.0379202	0.0513423	0.023636	0.00625584	0.0259185	0.0305194	0.0316371	0.0311553	0.0306655	0.0550371	0.0507873	0.0218765	0.0598591	0.018818	0.0376478	0.0267047	3.208708
3200	-15807.4	-15819.7	12.2969	0.113187	0.104957	0.103545	0.109376	0.115958	0.0691831	0.125956	0.0928519	0.0975751	0.184101	0.0603539	0.0956895	0.114828	0.103488	0.124195	0.140186	0.12624	0.124753	0.100622	0.0915433	0.0804873	0.0786209	0.161126	0.0405993	0.0256676	0.052831	0.068624	0.0400591	0.0467982	0.0243094	0.029076	0.0198501	0.029657	0.0418847	0.0560081	0.0302131	0.0375367	0.0380692	0.0169646	0.0549433	0.0464052	0.019049	0.0218475	3.259216
3210	-15805	-15818.4	13.445	0.108676	0.10101	0.101131	0.101491	0.107078	0.0692772	0.104374	0.0732922	0.100988	0.178556	0.0972817	0.0726631	0.104969	0.112834	0.108336	0.114722	0.14471	0.0974988	0.11908	0.0709092	0.0893699	0.093208	0.155111	0.0372681	0.0309365	0.0136635	0.0652903	0.0445038	0.0462069	0.0276459	0.0287166	0.0109098	0.0316604	0.037301	0.0373055	0.0298988	0.0586787	0.0408813	0.0306677	0.0672577	0.0311385	0.0200075	0.0279031	3.144409
3220	-15809.3	-15821.3	12.0643	0.127825	0.124828	0.0926879	0.0818099	0.116434	0.0698605	0.142597	0.0909541	0.0861934	0.149135	0.0819153	0.08842	0.100331	0.10417	0.134309	0.10404	0.138385	0.114338	0.109438	0.0789546	0.0944495	0.10074	0.184034	0.0396089	0.0388374	0.0368609	0.0543759	0.0490748	0.0351399	0.0401111	0.0299457	0.0286487	0.0330544	0.0540986	0.0431257	0.0310958	0.0352296	0.0512833	0.0188693	0.0451294	0.0408062	0.0288498	0.0324846	3.282481
3230	-15807.9	-15820.8	12.8662	0.118712	0.0904876	0.0943209	0.107611	0.114328	0.0871514	0.117231	0.0769959	0.131022	0.17168	0.0925602	0.0773514	0.0911251	0.0930044	0.105971	0.12593	0.106327	0.101731	0.121449	0.0790202	0.0843841	0.0836754	0.145761	0.0341267	0.0360867	0.0391722	0.0713312	0.0462123	0.0271805	0.00953059	0.0364769	0.031704	0.0306283	0.0494961	0.036713	0.021546	0.056009	0.0668164	0.0205383	0.0543851	0.0357906	0.0347433	0.0459744	3.20229
3240	-15804.5	-15817.1	12.6003	0.114761	0.10399	0.0977738	0.105554	0.118203	0.0824531	0.112522	0.0828344	0.0952143	0.181577	0.0846413	0.0778748	0.11415	0.0868973	0.120296	0.130158	0.139257	0.105443	0.0941861	0.0752153	0.0917627	0.100307	0.176902	0.0453413	0.0183869	0.0326769	0.0688234	0.0465764	0.0346143	0.0160812	0.0206578	0.0248204	0.0279945	0.0532595	0.0480421	0.0324463	0.0377759	0.0601001	0.0279605	0.0512601	0.0480884	0.0253288	0.0166737	3.228881
3250	-15803.2	-15814.6	11.409	0.132356	0.111117	0.123821	0.0897329	0.105691	0.0893447	0.135016	0.080178	0.109409	0.16315	0.0883478	0.103006	0.0960861	0.103525	0.126202	0.133391	0.12687	0.111039	0.132977	0.0745152	0.101964	0.0783603	0.181859	0.0321106	0.0263983	0.0322015	0.0886763	0.032587	0.0342933	0.016972	0.0262106	0.0232441	0.0382163	0.0552484	0.0390164	0.019529	0.0558757	0.0417491	0.029133	0.0551477	0.0518115	0.0359391	0.0156853	3.348005
3260	-15804.9	-15816.8	11.8825	0.12585	0.120955	0.123821	0.112676	0.122224	0.092811	0.13528	0.0767957	0.104471	0.179971	0.0758172	0.0955122	0.0994658	0.109142	0.118732	0.133391	0.124837	0.113938	0.131924	0.0795813	0.0912748	0.071778	0.142809	0.0323713	0.0332456	0.0391933	0.0606671	0.025968	0.0329903	0.0271617	0.0283814	0.0158536	0.032668	0.0311307	0.0391538	0.0411501	0.0600866	0.0408731	0.0176198	0.0621718	0.0346377	0.0354459	0.0268345	3.30066
3270	-15796.3	-15809.2	12.9005	0.125131	0.0922112	0.0888343	0.100535	0.0974207	0.0761452	0.121007	0.0876077	0.0872235	0.169888	0.0785196	0.0996793	0.112917	0.0957591	0.0940338	0.134797	0.13087	0.100298	0.113556	0.0903082	0.0943975	0.0836886	0.167049	0.0356618	0.0336805	0.0463975	0.0852193	0.0477449	0.0318466	0.0273818	0.0242968	0.0166188	0.0260325	0.0426322	0.0391538	0.0411501	0.0503216	0.0528624	0.0180038	0.0482429	0.0355039	0.0347688	0.0194639	3.198861
