Iteration	Posterior	Likelihood	Prior	alpha	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TreeLengths
8860	-13211.3	-13160	-51.346	0.2796927	0.408897	0.205263	0.261034	0.190587	0.234678	0.24081	0.304568	0.138101	0.182727	0.460079	0.126638	0.203454	0.23296	0.287287	0.219849	0.398797	0.333972	0.291217	0.259027	0.117629	0.187265	0.133209	0.714292	0.0776219	0.0142479	0.185646	0.0803507	0.233444	0.0839951	0.217369	0.0990919	0.186441	0.00837897	0.0573379	0.0363975	0.107894	0.249839	0.122867	0.124168	0.0754944	0.304011	0.0421829	0.000248753	0.0230458	0.317287	0.0560936	0.0203801	0.53382	0.0493736	0.00379292	0.0888223	0.560069	3.34732	0.342514	0.380903	0.065002	0.211582	8.43937
8870	-13221.8	-13169.5	-52.2968	0.3069164	0.372323	0.216754	0.237195	0.235843	0.440787	0.166264	0.306079	0.178334	0.202515	0.404055	0.137578	0.139015	0.262084	0.236152	0.220539	0.358437	0.299961	0.213211	0.263025	0.117218	0.197733	0.173612	0.669259	0.0564872	0.00946545	0.301539	0.0848606	0.237514	0.0971381	0.148774	0.0969305	0.26364	0.0259665	0.00355663	0.0378814	0.104766	0.387403	0.148317	0.0276831	0.120877	0.232012	0.10102	0.00063645	0.0243674	0.328849	0.057765	0.0209873	0.524288	0.0437431	0.00587311	0.109885	0.607237	3.277	0.347905	0.370334	0.0653954	0.216366	8.534441
8880	-13218.5	-13164	-54.486	0.2966943	0.315074	0.204049	0.268073	0.135342	0.239093	0.199919	0.269244	0.221044	0.214151	0.446115	0.0998139	0.189022	0.250169	0.313192	0.241261	0.485108	0.425691	0.24936	0.289144	0.124358	0.221239	0.152666	0.696723	0.0578522	0.0571446	0.248821	0.109224	0.235539	0.135931	0.154422	0.190009	0.358079	0.00295249	0.00552444	0.0652241	0.065947	0.221598	0.123232	0.0452491	0.109839	0.26771	0.0456544	0.0035572	0.0176199	0.352726	0.0501416	0.0294507	0.502385	0.0476774	0.00503099	0.101926	0.590209	3.30283	0.376001	0.362061	0.0603931	0.201545	8.75336
8890	-13215.3	-13158.1	-57.2087	0.280869	0.500738	0.163924	0.300161	0.169869	0.325387	0.22969	0.31375	0.231661	0.198568	0.470679	0.144378	0.180695	0.377993	0.340422	0.213787	0.379035	0.341283	0.252551	0.315197	0.154629	0.177495	0.134032	0.6323	0.0571056	0.0308604	0.211716	0.109978	0.238961	0.0894993	0.156943	0.0704211	0.250002	0.0010202	0.0403179	0.127741	0.0383845	0.357079	0.160325	0.100785	0.105847	0.206163	0.0932059	0.0310585	0.0219542	0.371578	0.0479175	0.0289527	0.485326	0.0442716	0.00387205	0.0897216	0.562231	3.34418	0.365517	0.372825	0.0623809	0.199277	9.025638
8900	-13206.8	-13156.9	-49.9213	0.2864625	0.462318	0.152221	0.259105	0.167167	0.32682	0.156093	0.245729	0.176245	0.187913	0.421239	0.120658	0.166255	0.279608	0.295471	0.151848	0.396642	0.399901	0.254131	0.273155	0.118611	0.164629	0.157845	0.599673	0.0746745	0.0188898	0.156602	0.0854722	0.226324	0.078408	0.177803	0.103271	0.324383	0.0095366	0.0209131	0.0444838	0.0760804	0.277415	0.123094	0.14058	0.110274	0.20612	0.0637451	0.0455515	0.0242249	0.416839	0.0405341	0.0255497	0.440101	0.052751	0.00426157	0.0940142	0.572352	3.32937	0.348733	0.374748	0.0602197	0.2163	8.296899
8910	-13213.7	-13159.7	-53.921	0.2898019	0.345067	0.181342	0.306501	0.2005	0.288501	0.161014	0.264369	0.184146	0.247992	0.446337	0.137048	0.148013	0.353766	0.293062	0.243298	0.391484	0.384187	0.235704	0.336365	0.110991	0.19167	0.101307	0.67771	0.0863815	0.0676788	0.232351	0.0825932	0.22712	0.0622351	0.0907769	0.103271	0.280354	0.0303021	0.0593026	0.0803025	0.0597315	0.486964	0.106193	0.0689937	0.0572835	0.226659	0.0121334	0.045865	0.0205645	0.437768	0.0381725	0.0363223	0.414458	0.0527147	0.00450459	0.0965888	0.578272	3.32063	0.348692	0.372795	0.0602821	0.218231	8.696866
8920	-13212.8	-13161	-51.8547	0.2853291	0.399421	0.205309	0.224809	0.195883	0.222637	0.202778	0.254153	0.197015	0.223104	0.470609	0.219054	0.132545	0.298118	0.391283	0.169387	0.38081	0.35553	0.299633	0.312193	0.0944439	0.176575	0.0972679	0.558612	0.106594	0.00744716	0.250557	0.0909732	0.174666	0.0747546	0.0906173	0.117854	0.276664	0.0325468	0.0579336	0.0253872	0.0658916	0.343041	0.126175	0.0765914	0.0846819	0.250084	0.0629803	0.0936258	0.0264227	0.430905	0.0433926	0.0364746	0.42465	0.0381549	0.00418087	0.0931424	0.570322	3.33235	0.357078	0.369936	0.0591167	0.213869	8.490236
8930	-13218.7	-13160	-58.7187	0.303168	0.349751	0.253728	0.269482	0.191421	0.354008	0.20369	0.308221	0.164531	0.183727	0.522586	0.159153	0.198099	0.357734	0.24218	0.307181	0.462233	0.422438	0.248996	0.295231	0.145059	0.226166	0.167608	0.656603	0.0671446	0.00287297	0.264416	0.0756809	0.22347	0.0747546	0.124617	0.0936103	0.263207	0.0612352	0.112078	0.127526	0.0444995	0.291813	0.148686	0.0743103	0.07178	0.290197	0.011763	0.0631424	0.0224803	0.371491	0.0428477	0.0343551	0.484943	0.0438829	0.00555581	0.106962	0.601085	3.2864	0.37549	0.364017	0.0566184	0.203875	9.176633
8940	-13211.3	-13157.4	-53.8697	0.2808074	0.365169	0.22671	0.226742	0.185511	0.258918	0.207718	0.325805	0.218399	0.162728	0.380067	0.118535	0.155476	0.260138	0.348758	0.295293	0.423589	0.487522	0.247685	0.307065	0.131807	0.190264	0.179406	0.582991	0.0587948	0.0265399	0.223717	0.0808503	0.17517	0.0905707	0.186785	0.092302	0.255338	0.0376758	0.0964701	0.0575515	0.0752231	0.279598	0.13632	0.0947547	0.101014	0.270758	0.00608651	0.0599207	0.0209651	0.385529	0.0362491	0.0350035	0.440747	0.0815062	0.00386788	0.0896744	0.562118	3.34434	0.368583	0.362415	0.0568628	0.21214	8.691736
8950	-13224.5	-13168.5	-56.0029	0.2623648	0.447329	0.167946	0.276739	0.14688	0.251489	0.251429	0.376267	0.157125	0.196069	0.56039	0.133391	0.144684	0.300871	0.254237	0.301042	0.546709	0.382892	0.235142	0.355596	0.0772165	0.173874	0.103812	0.567674	0.0587948	0.00238957	0.229062	0.06809	0.175253	0.0950562	0.194012	0.090759	0.326938	0.055907	0.103145	0.0679089	0.0509417	0.247005	0.202033	0.108759	0.0655585	0.303026	0.000141243	0.0514714	0.0212359	0.433084	0.0347744	0.0259577	0.416439	0.0685085	0.0027388	0.0757537	0.526846	3.39466	0.373369	0.353726	0.0588641	0.214041	8.905054
8960	-13217	-13160.4	-56.5682	0.2940531	0.368106	0.167946	0.282932	0.245596	0.323588	0.193945	0.300512	0.162596	0.215608	0.511732	0.14872	0.147148	0.20086	0.263377	0.298911	0.426119	0.36059	0.24158	0.356971	0.124844	0.232985	0.124142	0.673271	0.0908723	0.0180427	0.296455	0.0912373	0.216583	0.146525	0.138535	0.124165	0.230068	0.00221339	0.0991311	0.109419	0.0721491	0.296775	0.10805	0.105862	0.0655534	0.27215	0.077436	0.0282788	0.0254334	0.416637	0.0447258	0.0322067	0.443794	0.0372024	0.00482533	0.0998774	0.585679	3.30962	0.349708	0.379657	0.062007	0.208628	8.961583
8970	-13217	-13161.1	-55.8967	0.2854218	0.455819	0.212155	0.254142	0.184323	0.25669	0.194872	0.291377	0.164516	0.228075	0.477572	0.157097	0.187057	0.263342	0.298488	0.365029	0.517449	0.326866	0.284498	0.291284	0.12426	0.201569	0.172176	0.601113	0.0766296	0.00681942	0.320388	0.0867278	0.20943	0.0933479	0.0770295	0.0883006	0.258855	0.0173511	0.0126364	0.0402696	0.109425	0.325136	0.120014	0.0922787	0.0614409	0.29275	0.0667499	0.0290868	0.0221531	0.391237	0.0469061	0.0219879	0.472345	0.0453709	0.00418743	0.0932136	0.570488	3.33211	0.364514	0.365747	0.0657761	0.203963	8.89444
8980	-13222.1	-13161.9	-60.2374	0.28217	0.320547	0.222471	0.285749	0.27042	0.322982	0.233507	0.350663	0.207461	0.152533	0.431821	0.1744	0.172713	0.291433	0.312021	0.264052	0.473854	0.506233	0.278701	0.303516	0.130742	0.223791	0.231109	0.65622	0.0748169	0.000888032	0.210037	0.1087	0.229167	0.0933479	0.162832	0.125277	0.223393	0.0947478	0.132758	0.0229161	0.0579476	0.258521	0.12723	0.082656	0.0720125	0.361732	0.0446853	0.0278957	0.024433	0.340826	0.0482379	0.0258956	0.493144	0.0674641	0.00396068	0.0907176	0.564608	3.34071	0.363893	0.365125	0.0673663	0.203616	9.3285
8990	-13221.2	-13150.9	-70.3499	0.266288	0.460553	0.174346	0.264191	0.23199	0.337371	0.217666	0.391666	0.296996	0.212914	0.599109	0.255342	0.15026	0.309177	0.338675	0.351787	0.50863	0.347436	0.333015	0.310267	0.185255	0.26387	0.180879	0.705203	0.0900661	0.0265746	0.253499	0.10293	0.309281	0.126973	0.174182	0.13421	0.308799	0.037757	0.127459	0.017022	0.09593	0.342939	0.144358	0.143994	0.10056	0.313716	0.0305864	0.0323193	0.0188273	0.361633	0.0322451	0.03364	0.504502	0.0491526	0.00295932	0.0786796	0.5346	3.38376	0.381088	0.353292	0.0618442	0.203776	10.33976
9000	-13228.9	-13160.3	-68.6837	0.2804571	0.398103	0.268301	0.297539	0.275	0.365355	0.199319	0.341366	0.302537	0.191851	0.477297	0.127563	0.258599	0.317366	0.322896	0.372671	0.467046	0.471779	0.333808	0.375289	0.128326	0.248946	0.128698	0.626702	0.178508	0.0278044	0.306905	0.0811152	0.27543	0.0359163	0.102723	0.133888	0.272064	0.0490135	0.0535617	0.00204596	0.140737	0.497972	0.136241	0.0482634	0.189818	0.264277	0.0223297	0.0581595	0.0187957	0.38477	0.0375587	0.0345055	0.477797	0.0465724	0.00384423	0.0894066	0.561475	3.34527	0.375606	0.359905	0.0596553	0.204833	10.17313
9010	-13221.8	-13155.4	-66.3853	0.2805677	0.409737	0.22166	0.319818	0.22212	0.239264	0.221338	0.441837	0.297647	0.181913	0.553249	0.148156	0.227842	0.346054	0.332532	0.243002	0.602968	0.414363	0.276836	0.339875	0.0887909	0.254012	0.129782	0.679196	0.213792	0.0278044	0.229271	0.112552	0.341173	0.105448	0.193995	0.095637	0.181136	0.125128	0.0603055	0.00446945	0.0841609	0.299212	0.0851393	0.0361787	0.100916	0.392887	0.0242364	0.0378636	0.0170211	0.411282	0.0434469	0.0306311	0.441936	0.0556827	0.00385169	0.0894911	0.561678	3.34498	0.368182	0.370156	0.0559948	0.205667	9.943296
9020	-13217.9	-13157.4	-60.4432	0.2696046	0.464293	0.22166	0.368455	0.216906	0.219825	0.262605	0.360393	0.259863	0.196009	0.388358	0.108329	0.149603	0.273678	0.340749	0.296	0.556647	0.386546	0.221775	0.337044	0.13272	0.193633	0.191972	0.575974	0.10644	0.0620748	0.232054	0.0578047	0.238387	0.0409897	0.215655	0.0806061	0.278457	0.0408412	0.0388411	0.0335487	0.0821845	0.392306	0.209995	0.0953309	0.0865368	0.249339	0.0401558	0.0444995	0.0162524	0.464138	0.0376546	0.0400483	0.397596	0.0443101	0.00315398	0.0811694	0.541047	3.37463	0.350848	0.381657	0.0577345	0.209761	9.349085
9030	-13215.2	-13150.5	-64.7375	0.2719959	0.470138	0.22166	0.379537	0.202709	0.324293	0.255181	0.322219	0.240558	0.184934	0.453631	0.0943879	0.234507	0.394351	0.34778	0.290262	0.485766	0.412968	0.261666	0.311515	0.190776	0.166777	0.155672	0.771573	0.108357	0.00247396	0.269162	0.0764469	0.310159	0.0941559	0.128232	0.129578	0.306229	0.0583003	0.0708271	0.0148541	0.0670841	0.282616	0.159314	0.0665442	0.0584416	0.325349	0.0460141	0.0315161	0.0148478	0.474845	0.0395804	0.0296599	0.380701	0.0603668	0.00329904	0.0829731	0.545636	3.36809	0.374313	0.360151	0.053753	0.211783	9.778515
9040	-13220.7	-13164.8	-55.9517	0.2856288	0.435804	0.244211	0.278139	0.129835	0.273306	0.177336	0.448898	0.179546	0.19493	0.422177	0.178103	0.15294	0.393014	0.33955	0.260928	0.372695	0.447165	0.265078	0.308257	0.114133	0.185251	0.149075	0.568595	0.102614	0.0184934	0.263425	0.11763	0.21655	0.0958311	0.140806	0.0696573	0.236814	0.0782834	0.0461278	0.0182222	0.116262	0.322938	0.0692051	0.032827	0.0601194	0.255226	0.0666481	0.0532863	0.0168571	0.533448	0.0272999	0.026883	0.323782	0.0717299	0.00420211	0.0933727	0.57086	3.33157	0.352147	0.392487	0.0469227	0.208444	8.899932
9050	-13212.1	-13156.7	-55.4005	0.2818021	0.464245	0.23695	0.295892	0.117075	0.248393	0.266303	0.336813	0.179546	0.203651	0.432844	0.157601	0.120134	0.327709	0.361753	0.241841	0.36029	0.350534	0.284841	0.266552	0.123864	0.209494	0.164135	0.568595	0.0573943	0.0488257	0.283553	0.0791214	0.359514	0.0667496	0.120583	0.090777	0.233513	0.0793498	0.0549382	0.00950519	0.0934557	0.229737	0.163108	0.100833	0.0704936	0.3011	0.0487578	0.0344512	0.0213409	0.495361	0.0270492	0.0350395	0.339122	0.082088	0.0039355	0.0904358	0.563937	3.34169	0.346672	0.373086	0.0505996	0.229642	8.844818
9060	-13208.1	-13151.7	-56.3813	0.2781546	0.355824	0.187368	0.28676	0.2376	0.220865	0.198863	0.399514	0.162836	0.171015	0.407003	0.148225	0.217081	0.327709	0.366457	0.303595	0.377043	0.328432	0.298931	0.277395	0.121722	0.165414	0.147542	0.600124	0.101908	0.0835095	0.217059	0.0738193	0.272	0.0657065	0.19686	0.123146	0.269154	0.0793498	0.099824	0.0297431	0.104009	0.267451	0.144506	0.023941	0.105163	0.315411	0.0487578	0.0142561	0.0202951	0.520311	0.0327164	0.0397289	0.339734	0.0472147	0.00369092	0.0876485	0.557226	3.35144	0.335739	0.384857	0.0545224	0.224882	8.94289
9070	-13212.8	-13161.8	-51.0279	0.2488003	0.429526	0.209978	0.200656	0.160138	0.228764	0.195807	0.315512	0.233957	0.162399	0.545903	0.14204	0.148379	0.28111	0.358908	0.265081	0.404356	0.276596	0.233936	0.243477	0.16873	0.172009	0.142932	0.582153	0.0977567	0.0206328	0.223423	0.0955113	0.20844	0.0536578	0.139042	0.118682	0.205986	0.0784936	0.0481221	0.0102578	0.0640161	0.256733	0.0905659	0.11525	0.0996568	0.260284	0.102085	0.0166098	0.0175809	0.539261	0.0334414	0.0417097	0.331731	0.0362764	0.00205631	0.0658249	0.498949	3.43317	0.353382	0.376065	0.0482023	0.22235	8.407553
9080	-13212.8	-13155.3	-57.5196	0.274576	0.394567	0.194431	0.297249	0.179451	0.30857	0.197903	0.31861	0.207432	0.228144	0.556192	0.102938	0.161423	0.263137	0.335102	0.270831	0.353811	0.376983	0.243326	0.354581	0.136644	0.246204	0.165222	0.627613	0.10482	0.0269196	0.189195	0.0747396	0.308136	0.0582655	0.188622	0.0879528	0.206111	0.0784936	0.132857	0.0457489	0.0401762	0.227765	0.158085	0.0775662	0.117334	0.365608	0.0164012	0.0315663	0.0153043	0.521718	0.0311168	0.0482476	0.3277	0.0559134	0.00346	0.0849268	0.550531	3.36108	0.338511	0.381608	0.0494626	0.230419	9.056727
9090	-13225.3	-13162.6	-62.6728	0.3023081	0.47574	0.284661	0.281044	0.209525	0.270107	0.312985	0.350701	0.252091	0.215602	0.630928	0.132239	0.289176	0.330087	0.372878	0.22381	0.461438	0.35605	0.314944	0.271482	0.126348	0.224954	0.0948714	0.632316	0.141947	0.0288702	0.206021	0.0483337	0.26946	0.0310791	0.180783	0.084055	0.307152	0.0613425	0.0806244	0.0115466	0.0986032	0.224165	0.181999	0.0925925	0.0967281	0.267012	0.0130305	0.0327269	0.0153593	0.465271	0.0387351	0.0440559	0.38555	0.051029	0.00548441	0.106292	0.599659	3.28856	0.340159	0.386009	0.0540853	0.219747	9.572047
9100	-13217.7	-13158.2	-59.4986	0.279639	0.372541	0.133907	0.305312	0.215603	0.299571	0.217076	0.435633	0.142338	0.184237	0.509827	0.13235	0.210211	0.226637	0.281784	0.256282	0.285151	0.344841	0.31499	0.304274	0.170097	0.199684	0.203666	0.71515	0.136239	0.0288702	0.206021	0.121532	0.261631	0.0810572	0.196388	0.0892094	0.252544	0.0349501	0.091334	0.0269343	0.0907568	0.357774	0.143179	0.0914084	0.114432	0.336437	0.0412958	0.091476	0.0189071	0.456412	0.0379976	0.0355156	0.386058	0.0651092	0.00378933	0.0887813	0.55997	3.34746	0.343138	0.382387	0.0528035	0.221671	9.254627
9110	-13212	-13154.2	-57.7468	0.2610793	0.479046	0.223717	0.33932	0.171937	0.29191	0.14346	0.371487	0.209415	0.260375	0.46081	0.191833	0.164138	0.321294	0.349151	0.225639	0.4411	0.351764	0.25693	0.234345	0.153796	0.206197	0.156826	0.698066	0.0677097	0.0429668	0.227088	0.0577225	0.222202	0.113323	0.135552	0.115665	0.225943	0.036336	0.0642097	0.0553304	0.0691232	0.244623	0.157097	0.0895923	0.109211	0.281406	0.0362131	0.0255734	0.0166133	0.501175	0.0367002	0.0347905	0.34206	0.0686614	0.00266883	0.0747998	0.524275	3.39826	0.346274	0.387825	0.0510408	0.21486	9.079445
9120	-13215.8	-13153.4	-62.4499	0.2952434	0.401702	0.228727	0.262233	0.170694	0.292995	0.25231	0.371487	0.130737	0.230697	0.53235	0.189406	0.135839	0.355386	0.356465	0.298471	0.452223	0.347267	0.262961	0.409758	0.12771	0.191691	0.181515	0.746689	0.103195	0.0947505	0.198044	0.0647733	0.27357	0.0692852	0.163319	0.130466	0.28648	0.0809877	0.0125858	0.0573999	0.103545	0.301326	0.14735	0.10089	0.0921373	0.298994	0.00346201	0.0378807	0.0152404	0.434249	0.0431013	0.0389275	0.399299	0.0691835	0.0049174	0.1008	0.587727	3.30656	0.354261	0.366005	0.0573743	0.22236	9.549757
9130	-13216.4	-13149.7	-66.6683	0.2834762	0.483456	0.240008	0.302237	0.234666	0.329053	0.23874	0.395576	0.19565	0.253053	0.526	0.161127	0.21348	0.413123	0.299482	0.314622	0.486592	0.319415	0.30108	0.433461	0.141978	0.254984	0.269939	0.675416	0.122644	0.0139974	0.193444	0.0874782	0.199701	0.0776475	0.175299	0.0705908	0.216357	0.0809877	0.0433696	0.0239909	0.122564	0.302732	0.137062	0.0684672	0.0882118	0.319605	0.046313	0.097992	0.0137338	0.464463	0.042112	0.0437001	0.396318	0.0396735	0.00405088	0.0917191	0.566981	3.33725	0.342252	0.390124	0.053823	0.213801	9.971591
9140	-13227.4	-13163.4	-64.0663	0.24704	0.571091	0.229511	0.354118	0.204042	0.286088	0.242074	0.276302	0.220449	0.210158	0.600576	0.140566	0.283022	0.368536	0.362501	0.310377	0.464038	0.373912	0.235983	0.41828	0.0930117	0.219804	0.127479	0.583633	0.0641156	0.0580508	0.178724	0.0760508	0.191375	0.132911	0.106982	0.120579	0.214526	0.0707812	0.0564712	0.0881952	0.116248	0.16599	0.112109	0.0758806	0.19421	0.40253	0.0615657	0.0485423	0.0175617	0.454389	0.0317975	0.0361495	0.406002	0.0541005	0.00197666	0.0645608	0.495202	3.43826	0.37761	0.360954	0.0543025	0.207134	9.711391
9150	-13216.8	-13158.8	-57.9282	0.2821426	0.435541	0.229511	0.231478	0.164502	0.357711	0.157783	0.353521	0.246428	0.139024	0.459062	0.166086	0.188321	0.260524	0.348036	0.298515	0.466809	0.344329	0.294959	0.302119	0.14032	0.169153	0.131355	0.692794	0.0686772	0.0156743	0.219836	0.0955161	0.237342	0.0856932	0.156774	0.0939479	0.18716	0.0739738	0.122612	0.0199722	0.0397074	0.334603	0.144458	0.104833	0.142346	0.302823	0.0163662	0.0573862	0.019879	0.479285	0.0394641	0.0485181	0.363873	0.0489804	0.00395881	0.0906967	0.564558	3.34079	0.349317	0.36542	0.0562487	0.229014	9.097583
9160	-13213.6	-13163.8	-49.7621	0.2933689	0.356208	0.213446	0.290862	0.195752	0.17883	0.27389	0.398321	0.202499	0.191126	0.457628	0.166086	0.147254	0.279788	0.270135	0.195816	0.390926	0.381131	0.192639	0.302119	0.109579	0.138036	0.132865	0.574072	0.0885989	0.0393449	0.188467	0.0522123	0.211526	0.0941515	0.0930257	0.0909577	0.234143	0.0426404	0.140563	0.0699538	0.0736485	0.254891	0.125974	0.0384012	0.0748307	0.276034	0.0163662	0.0362392	0.0186946	0.458793	0.0415416	0.0378349	0.376888	0.066247	0.00477284	0.0993474	0.584497	3.31138	0.366476	0.359438	0.0582507	0.215835	8.280976
9170	-13216.5	-13162.5	-53.9227	0.2976091	0.295262	0.190566	0.216005	0.176595	0.285002	0.259573	0.388966	0.21563	0.157788	0.499075	0.21666	0.161574	0.239787	0.396937	0.241004	0.512751	0.314277	0.274932	0.286029	0.108073	0.111945	0.128103	0.585925	0.0708763	0.0749881	0.232607	0.108504	0.244106	0.0804451	0.16153	0.116391	0.166426	0.0466221	0.0177711	0.0521345	0.0677707	0.250451	0.133696	0.0873496	0.0765774	0.36585	0.0442442	0.0362392	0.0170913	0.427134	0.0408147	0.0443941	0.415642	0.054923	0.00510337	0.102636	0.591766	3.30049	0.358477	0.371877	0.0557426	0.213903	8.697039
9180	-13209.6	-13157.8	-51.7534	0.2559731	0.352963	0.271152	0.243477	0.188687	0.256166	0.231095	0.287594	0.19096	0.156681	0.423902	0.12616	0.173451	0.308826	0.274818	0.265212	0.458473	0.346639	0.274932	0.306337	0.0988244	0.123196	0.109522	0.608001	0.077783	0.0477114	0.244037	0.103056	0.258207	0.0970118	0.148992	0.0954546	0.229133	0.0516084	0.0658167	0.0614351	0.0781021	0.264792	0.0773551	0.056738	0.061047	0.293726	0.015352	0.0756826	0.0143949	0.441054	0.048536	0.0398996	0.406336	0.0497797	0.00240191	0.0710363	0.513914	3.41265	0.349274	0.376424	0.0556794	0.218623	8.48011
9190	-13217.5	-13162.1	-55.404	0.2797091	0.299088	0.216103	0.275121	0.207969	0.245511	0.207368	0.415156	0.143749	0.187878	0.484161	0.130851	0.173451	0.339824	0.326193	0.291859	0.499365	0.28733	0.244355	0.300772	0.137485	0.261824	0.167813	0.599633	0.0414233	0.00842813	0.29599	0.149934	0.2433	0.0773234	0.125807	0.0845177	0.157456	0.0441826	0.0481505	0.0152127	0.042141	0.283685	0.123343	0.0753022	0.112499	0.305638	0.092288	0.0756826	0.0152796	0.495567	0.0359697	0.0356012	0.355284	0.0622987	0.00379402	0.0888349	0.5601	3.34727	0.353558	0.382007	0.0530127	0.211423	8.845164
9200	-13223.2	-13158	-65.2857	0.2836543	0.369373	0.182114	0.320862	0.224417	0.402945	0.270924	0.415156	0.168243	0.213599	0.609213	0.109176	0.179306	0.296121	0.359639	0.267458	0.557346	0.368778	0.285496	0.328565	0.114907	0.345294	0.178009	0.714212	0.118696	0.08525	0.215819	0.117516	0.13859	0.108222	0.218448	0.0960302	0.292449	0.0665303	0.0392666	0.00344936	0.0862092	0.283685	0.12402	0.0722766	0.0981162	0.288306	0.0236134	0.0756826	0.0124644	0.4312	0.0385816	0.039251	0.424897	0.0536066	0.00406327	0.0918558	0.567303	3.33678	0.382685	0.35613	0.0554347	0.205751	9.833331
9210	-13216.5	-13162.7	-53.8678	0.2818326	0.436354	0.219217	0.277697	0.188159	0.263364	0.185814	0.339426	0.214621	0.157588	0.537239	0.132943	0.218247	0.320874	0.341406	0.216965	0.379594	0.313598	0.246272	0.28503	0.0893991	0.249782	0.137509	0.573034	0.0493483	0.0402515	0.27749	0.0565835	0.173307	0.0371154	0.136056	0.0632797	0.266642	0.0276226	0.0637393	0.0281614	0.118581	0.344541	0.18601	0.104017	0.135838	0.193902	0.0468365	0.018089	0.0171565	0.491808	0.0368999	0.0295465	0.360667	0.0639218	0.00393758	0.0904591	0.563993	3.34161	0.353514	0.378373	0.0563638	0.21175	8.691543
9220	-13231.5	-13167.7	-63.7979	0.2938647	0.466432	0.155314	0.299199	0.190844	0.233956	0.198671	0.353851	0.178996	0.195337	0.481866	0.138326	0.23426	0.259333	0.341406	0.341571	0.605621	0.298836	0.265938	0.432365	0.184641	0.233517	0.169196	0.603042	0.18013	0.0792877	0.242124	0.0872695	0.289649	0.0798947	0.157527	0.152348	0.253712	0.0831818	0.0604096	0.0332801	0.100409	0.292119	0.122405	0.0983855	0.148614	0.306762	0.0146311	0.0398971	0.0132332	0.454694	0.0399372	0.0352861	0.377519	0.0793304	0.00481085	0.0997315	0.585354	3.3101	0.340227	0.395999	0.0459717	0.217802	9.684556
9230	-13222.7	-13164.5	-58.2506	0.2681076	0.466942	0.185112	0.261393	0.203225	0.227628	0.197233	0.376081	0.19618	0.158952	0.434879	0.191354	0.197347	0.306885	0.415525	0.352948	0.362463	0.319602	0.281563	0.251928	0.160622	0.178833	0.107419	0.733204	0.216882	0.0216607	0.189264	0.113354	0.159186	0.0704371	0.227055	0.10679	0.259662	0.0831818	0.0427896	0.026088	0.0912869	0.223256	0.117862	0.0698929	0.119024	0.274861	0.106992	0.0429819	0.0213293	0.467941	0.0401627	0.0327181	0.387585	0.0502636	0.00306518	0.0800439	0.538149	3.37874	0.335857	0.383401	0.0513931	0.229349	9.129826
9240	-13227.5	-13168.4	-59.0249	0.2709036	0.431289	0.217624	0.297195	0.239838	0.318375	0.19022	0.423502	0.173336	0.181696	0.434509	0.118299	0.166559	0.277831	0.302829	0.208735	0.380371	0.39231	0.324624	0.410868	0.115159	0.339658	0.10816	0.603131	0.0861703	0.0341992	0.218503	0.0352216	0.396065	0.126088	0.0611193	0.136105	0.217166	0.062698	0.0831098	0.00298868	0.0555996	0.244556	0.180398	0.0732584	0.158196	0.284934	0.062472	0.0322938	0.0155206	0.503476	0.0283552	0.0398544	0.33498	0.0778137	0.00323229	0.0821483	0.543546	3.37107	0.353168	0.373501	0.0548562	0.218475	9.207259
9250	-13216.4	-13151.4	-65.0345	0.2730883	0.460601	0.153059	0.33098	0.199511	0.304794	0.22814	0.326164	0.216389	0.240781	0.621406	0.116569	0.21116	0.336001	0.377801	0.303037	0.43391	0.35619	0.281114	0.333135	0.190579	0.238291	0.112679	0.67599	0.0879043	0.0224728	0.17863	0.11872	0.300513	0.169479	0.0898701	0.126674	0.314366	0.062698	0.094795	0.00559766	0.043437	0.392519	0.123541	0.109276	0.140743	0.281307	0.0302278	0.0671597	0.0185345	0.482777	0.0302098	0.0382159	0.369394	0.0608686	0.00336663	0.0837994	0.547715	3.36512	0.33839	0.381384	0.0565416	0.223684	9.808213
