Iteration	Posterior	Likelihood	Prior	alpha	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TreeLengths
2570	-13207.1	-13176.3	-30.8181	0.3049848	0.201429	0.153781	0.193253	0.182285	0.24928	0.135559	0.198024	0.207893	0.144943	0.375977	0.124552	0.140406	0.179156	0.180331	0.215779	0.28547	0.271669	0.225716	0.175945	0.116817	0.107481	0.0983948	0.509865	0.0882476	0.00863696	0.158974	0.134303	0.121065	0.0666926	0.0911704	0.0609753	0.210709	0.044419	0.0264767	0.0308163	0.0320019	0.1555	0.0876397	0.0244983	0.0414397	0.195364	0.08543	0.0482077	0.0374038	0.311923	0.061297	0.0266853	0.519365	0.0433252	0.00570837	0.108378	0.60408	3.28183	0.332552	0.379338	0.0715482	0.216561	6.386575
2580	-13197.7	-13171.3	-26.4851	0.2905865	0.273748	0.140963	0.193414	0.169024	0.17523	0.149665	0.234209	0.144856	0.171535	0.259326	0.151369	0.0905993	0.250206	0.234525	0.133036	0.265728	0.209632	0.204544	0.175058	0.0823239	0.123912	0.0722027	0.438012	0.0453605	0.0026024	0.125706	0.095948	0.145669	0.0613371	0.0997048	0.0779878	0.161555	0.044419	0.0508023	0.0183159	0.0543562	0.188964	0.0664215	0.0268113	0.0654612	0.200666	0.0485818	0.0294833	0.0317418	0.367115	0.076111	0.0222643	0.472181	0.0305863	0.00456283	0.0971949	0.57965	3.31859	0.342456	0.373958	0.0674057	0.216181	5.953273
2590	-13194.1	-13171.2	-22.9313	0.3040021	0.261441	0.101448	0.152559	0.0726614	0.197974	0.121727	0.210251	0.135398	0.15129	0.341654	0.102784	0.133848	0.232442	0.16552	0.1821	0.265728	0.225293	0.205674	0.199918	0.0800074	0.123912	0.0639994	0.480135	0.0450998	0.000715009	0.118952	0.0646493	0.122681	0.0264487	0.0994495	0.0738505	0.119347	0.0225938	0.0188581	0.0207766	0.0590419	0.14192	0.0954988	0.0317813	0.0584128	0.183461	0.0192854	0.067309	0.0397381	0.34898	0.0701346	0.0152206	0.469284	0.0566427	0.00562556	0.107612	0.602463	3.2843	0.321135	0.377372	0.071219	0.230273	5.597897
2600	-13195.5	-13171.6	-23.8696	0.3187833	0.252553	0.0721624	0.170571	0.10304	0.149867	0.125519	0.201595	0.100302	0.127399	0.254476	0.0901213	0.143066	0.178176	0.160855	0.217962	0.324783	0.229739	0.183171	0.203907	0.11615	0.134242	0.086762	0.43453	0.0491751	0.00718362	0.152402	0.0732099	0.132184	0.0436432	0.0785671	0.0549634	0.195595	0.00861348	0.0404985	0.0207766	0.0439691	0.210482	0.0991857	0.0663408	0.0956715	0.175285	0.0391889	0.0438458	0.0448877	0.329066	0.0696558	0.013196	0.513687	0.0295068	0.00694213	0.119164	0.626039	3.24785	0.31376	0.394911	0.0769519	0.214377	5.691729
2610	-13187.1	-13161.7	-25.3592	0.2875138	0.30367	0.158353	0.197989	0.0995546	0.168913	0.130058	0.196317	0.1235	0.150922	0.314922	0.112411	0.113696	0.210861	0.239796	0.204782	0.248501	0.220692	0.184575	0.18736	0.0723892	0.129589	0.104567	0.39315	0.0484237	0.0605084	0.165394	0.0438397	0.150533	0.0517554	0.113683	0.0329155	0.0969652	0.0409449	0.0404985	0.0232863	0.0460312	0.152391	0.0897817	0.0487625	0.0608801	0.20728	0.0449482	0.0552958	0.034164	0.265629	0.0703289	0.0209985	0.580243	0.0286374	0.00433723	0.0948239	0.574225	3.32661	0.35037	0.359748	0.078563	0.211319	5.840684
2620	-13195.6	-13165.6	-29.975	0.3271152	0.280929	0.124507	0.183502	0.148439	0.177135	0.130058	0.21765	0.191004	0.132885	0.303278	0.0951343	0.14936	0.252638	0.206605	0.209157	0.307299	0.267872	0.20954	0.225078	0.0811962	0.111222	0.154761	0.537883	0.0568895	0.0158662	0.208102	0.0688761	0.108406	0.0488925	0.112646	0.0744475	0.165347	0.0432318	0.0365924	0.0104987	0.0633306	0.200199	0.0695479	0.0499628	0.0491362	0.168295	0.0118294	0.0430418	0.0361751	0.25101	0.0660412	0.0186337	0.588432	0.0397077	0.00775064	0.125687	0.638651	3.22791	0.36286	0.351489	0.0858359	0.199816	6.302267
2630	-13207.8	-13176	-31.7899	0.3266361	0.261007	0.112828	0.238806	0.0958661	0.202604	0.127321	0.190066	0.130304	0.203957	0.355088	0.114378	0.145993	0.218225	0.230029	0.249582	0.286921	0.236691	0.201914	0.209341	0.102776	0.133644	0.121677	0.464974	0.0699237	0.0479672	0.208907	0.0776237	0.189113	0.0781826	0.0795389	0.0616997	0.279292	0.0372744	0.0210381	0.0154887	0.067566	0.220499	0.0851885	0.0889003	0.0307649	0.11255	0.071374	0.00687199	0.046691	0.263904	0.0634228	0.0168511	0.57227	0.0368618	0.00770286	0.125312	0.637939	3.22905	0.343544	0.371076	0.0873137	0.198066	6.483756
2640	-13208.3	-13177.4	-30.9211	0.3117755	0.319159	0.134742	0.156811	0.0757286	0.17254	0.17569	0.234038	0.194907	0.130431	0.280907	0.142265	0.136051	0.256166	0.215982	0.220041	0.300673	0.256284	0.203963	0.185789	0.0468504	0.138084	0.139499	0.500981	0.0544373	0.0282924	0.20816	0.0568654	0.120047	0.046843	0.0632585	0.06776	0.181355	0.0702568	0.06081	0.00864441	0.0526083	0.282715	0.0691419	0.0561088	0.0227019	0.232638	0.0264296	0.0702222	0.0422975	0.246868	0.064579	0.0233454	0.597018	0.0258925	0.00629903	0.113681	0.615058	3.26496	0.351783	0.354115	0.0936113	0.200491	6.396878
2650	-13198.8	-13167.3	-31.5722	0.3094071	0.269238	0.173186	0.194286	0.176746	0.205818	0.196718	0.226248	0.145409	0.169868	0.357429	0.116129	0.146712	0.19257	0.214702	0.218518	0.255789	0.2647	0.215193	0.19538	0.0762054	0.164074	0.0570906	0.435722	0.0327835	0.0360698	0.170208	0.0385363	0.120047	0.0720952	0.143505	0.0627102	0.185893	0.00656497	0.0488432	0.0212504	0.0547797	0.201315	0.128115	0.0790375	0.0792762	0.198374	0.0351998	0.0796537	0.0372354	0.273442	0.0564981	0.015326	0.583792	0.0337063	0.00608938	0.11183	0.611268	3.27081	0.347036	0.36707	0.0818648	0.204029	6.461989
2660	-13212.4	-13168.2	-44.1925	0.2681421	0.374724	0.239885	0.275728	0.181542	0.250257	0.199405	0.258728	0.145814	0.154762	0.357429	0.166998	0.144947	0.268119	0.214702	0.245838	0.312928	0.31463	0.258669	0.308578	0.15845	0.140698	0.11307	0.611061	0.0544581	0.0224087	0.148823	0.0974163	0.140398	0.104213	0.118494	0.0763874	0.193446	0.0906022	0.0452034	0.0171592	0.0601193	0.135977	0.120361	0.142092	0.0724405	0.227339	0.087342	0.0723762	0.0297607	0.186563	0.0549627	0.0149095	0.671493	0.0423112	0.00306721	0.0800698	0.538216	3.37865	0.373718	0.352049	0.0813658	0.192867	7.724015
2670	-13213.5	-13167.4	-46.0665	0.300391	0.39363	0.16516	0.24689	0.134825	0.242336	0.185875	0.29255	0.105362	0.239461	0.445829	0.16472	0.172258	0.290019	0.30321	0.209166	0.332827	0.298423	0.29646	0.289821	0.12894	0.134484	0.140226	0.609332	0.0105401	0.0520366	0.167222	0.0870012	0.21404	0.111679	0.124649	0.0642779	0.175221	0.0382485	0.0721587	0.0588866	0.0961213	0.16721	0.111905	0.0545565	0.146996	0.270864	0.0362834	0.0297198	0.0320323	0.201073	0.0588998	0.0156953	0.665306	0.0269937	0.00532708	0.104799	0.596459	3.29341	0.36176	0.358653	0.0858266	0.19376	7.91142
2680	-13209.9	-13164.1	-45.78	0.2875223	0.345387	0.182009	0.22236	0.171272	0.19276	0.135256	0.298091	0.182083	0.219054	0.390725	0.144932	0.17777	0.21627	0.247889	0.26169	0.437824	0.275109	0.227124	0.301463	0.141447	0.17119	0.0982257	0.732033	0.0811386	0.0723974	0.196039	0.0945188	0.205204	0.0782251	0.0788789	0.0794741	0.209751	0.0150182	0.0748428	0.0508691	0.0945616	0.276363	0.147727	0.0551777	0.0633183	0.1907	0.020323	0.0262735	0.0277798	0.209071	0.0669625	0.021018	0.654301	0.0208681	0.00433784	0.0948304	0.57424	3.32659	0.354979	0.360427	0.0861398	0.198455	7.882765
2690	-13210	-13169.7	-40.268	0.2847375	0.397264	0.147077	0.240662	0.153102	0.216946	0.239346	0.206884	0.19539	0.122327	0.395548	0.118342	0.156207	0.279697	0.236131	0.248098	0.304926	0.318777	0.218389	0.206084	0.156105	0.130883	0.128693	0.559675	0.0801883	0.0441197	0.136604	0.110139	0.211521	0.0658823	0.117351	0.0780695	0.189335	0.0274504	0.0219572	0.0535507	0.0584762	0.204244	0.0839616	0.0863848	0.0676335	0.275018	0.0137321	0.0293952	0.0268136	0.252069	0.0643289	0.0226837	0.612727	0.0213777	0.0041391	0.0926876	0.569258	3.33392	0.329413	0.371536	0.0830105	0.21604	7.331568
2700	-13199.3	-13165.3	-34.0186	0.3077567	0.389578	0.131453	0.204969	0.149374	0.184712	0.164083	0.259991	0.136045	0.203593	0.36476	0.118342	0.159555	0.208802	0.233467	0.194453	0.315491	0.238365	0.275475	0.222175	0.115913	0.138273	0.123003	0.57388	0.0862399	0.0116274	0.159856	0.0262629	0.120791	0.0899786	0.0643887	0.0667199	0.195262	0.0245144	0.0481991	0.0508475	0.0506682	0.191689	0.0904591	0.0433219	0.0555998	0.156817	0.00644562	0.0611878	0.0378334	0.276556	0.0628073	0.0174807	0.573366	0.0319564	0.00594559	0.110541	0.608602	3.27491	0.345485	0.36376	0.0782729	0.212482	6.706628
2710	-13202.9	-13166.7	-36.1555	0.3035217	0.29925	0.202625	0.252405	0.147906	0.220915	0.145121	0.250866	0.134761	0.166073	0.315773	0.156197	0.118083	0.269747	0.227853	0.196845	0.315491	0.354553	0.207389	0.250344	0.100345	0.116711	0.111901	0.590245	0.0839063	0.0219955	0.14138	0.0572953	0.140222	0.0463218	0.125992	0.0681343	0.147346	0.0244423	0.0124442	0.0302562	0.0814737	0.203109	0.0904591	0.0780084	0.0626024	0.235146	0.0247632	0.0936114	0.0303023	0.273276	0.0614985	0.0200686	0.552112	0.0627422	0.00558533	0.107237	0.60167	3.28551	0.345609	0.361343	0.0831779	0.20987	6.92031
2720	-13193.5	-13164.6	-28.8608	0.323405	0.291465	0.126235	0.209028	0.151895	0.171273	0.172083	0.219193	0.168666	0.123642	0.306262	0.100608	0.120411	0.198646	0.227853	0.245898	0.320935	0.236673	0.218427	0.242035	0.0641984	0.146933	0.0802595	0.423517	0.0640806	0.00132112	0.106766	0.0553085	0.0738877	0.0651572	0.118427	0.0922893	0.155478	0.0167798	0.0437867	0.0268367	0.0722164	0.171938	0.0912543	0.0530597	0.113094	0.163936	0.0324602	0.106635	0.0414281	0.308067	0.0678701	0.021253	0.53071	0.0306718	0.00738475	0.122782	0.633093	3.23674	0.335906	0.369489	0.0752911	0.219314	6.190848
2730	-13201.9	-13177.3	-24.5883	0.3092654	0.208372	0.120079	0.165916	0.156914	0.182087	0.140403	0.18706	0.145069	0.110144	0.284233	0.102883	0.126744	0.204237	0.161184	0.154636	0.256633	0.222619	0.157244	0.216939	0.0895112	0.145243	0.0732737	0.462727	0.0445203	0.0223937	0.133908	0.0684584	0.109475	0.0539857	0.1313	0.0796594	0.235134	0.0267779	0.0132283	0.0482532	0.0571332	0.230499	0.0882911	0.0785367	0.0188106	0.138853	0.0436758	0.0665488	0.0372574	0.331004	0.0630854	0.0292272	0.504268	0.0351583	0.00607696	0.11172	0.61104	3.27116	0.341695	0.381171	0.0703975	0.206736	5.763594
2740	-13217	-13185.5	-31.4655	0.3276129	0.308877	0.0662245	0.158745	0.133193	0.188494	0.164316	0.225345	0.155558	0.116875	0.260235	0.11402	0.12716	0.234247	0.270863	0.208462	0.357508	0.289228	0.220233	0.245672	0.0625088	0.168733	0.0951569	0.383519	0.0503571	0.0317093	0.174936	0.0857178	0.137691	0.0857005	0.133164	0.0713833	0.158653	0.0219869	0.0562478	0.0265643	0.0980239	0.264183	0.0772629	0.107111	0.0238509	0.217842	0.0279823	0.0457673	0.0356769	0.277109	0.0720208	0.0319475	0.545768	0.037477	0.00780043	0.126076	0.63939	3.22673	0.358737	0.361903	0.0797528	0.199608	6.451311
2750	-13196	-13167.3	-28.7164	0.3422886	0.282375	0.10534	0.173866	0.123103	0.209466	0.143297	0.209802	0.156658	0.154829	0.304578	0.103644	0.130848	0.198676	0.244296	0.198413	0.336978	0.230587	0.167353	0.169675	0.0849232	0.15153	0.142521	0.459379	0.0587837	0.0201501	0.161712	0.0857178	0.10042	0.0642001	0.12328	0.0620615	0.265701	0.0473365	0.0557915	0.00297326	0.0694768	0.12762	0.104461	0.047535	0.0680022	0.176008	0.0114704	0.0415714	0.0416222	0.294839	0.0814334	0.0232903	0.529444	0.0293709	0.00934315	0.137549	0.660444	3.19266	0.334279	0.367872	0.0825624	0.215287	6.176408
2760	-13212.3	-13173.6	-38.7274	0.3012417	0.277546	0.106069	0.210984	0.151109	0.234731	0.121843	0.237602	0.173855	0.160186	0.399407	0.135616	0.100555	0.278211	0.247005	0.281803	0.369229	0.294585	0.255918	0.193152	0.146798	0.102153	0.148285	0.64351	0.0767128	0.0153837	0.181746	0.0950862	0.185625	0.0366846	0.084366	0.0815499	0.158381	0.0112802	0.0376289	0.0166121	0.069222	0.259021	0.0875088	0.063742	0.120375	0.203869	0.0633775	0.0591776	0.0322993	0.273853	0.0666439	0.00978359	0.565762	0.0516573	0.00539657	0.105461	0.597882	3.29126	0.356113	0.364636	0.0722957	0.206955	7.177503
2770	-13200.9	-13168.9	-31.9849	0.3116397	0.396113	0.106601	0.15298	0.147904	0.238948	0.146306	0.228608	0.114231	0.117511	0.344386	0.129581	0.125006	0.259586	0.237819	0.212483	0.298934	0.260107	0.176564	0.214644	0.123065	0.177327	0.0827554	0.418215	0.0826599	0.0315729	0.156623	0.0671462	0.177271	0.0302349	0.112922	0.0651135	0.16898	0.034696	0.0445891	0.00990269	0.0641948	0.15726	0.062387	0.0882855	0.0803624	0.213111	0.0417129	0.104552	0.0346063	0.31633	0.0597645	0.0253959	0.529488	0.034415	0.0062869	0.113575	0.614842	3.2653	0.358646	0.357492	0.0735141	0.210348	6.503253
2780	-13206.4	-13173.9	-32.5083	0.3141937	0.378572	0.123216	0.184745	0.141221	0.220584	0.164505	0.252884	0.170472	0.133057	0.287473	0.142265	0.104938	0.218572	0.214702	0.163233	0.291538	0.27227	0.234656	0.179996	0.120929	0.114135	0.084283	0.476119	0.0469982	0.0927948	0.162974	0.0697273	0.148914	0.0507652	0.0738247	0.0669064	0.227896	0.0435338	0.0155093	0.00258342	0.0799404	0.160855	0.128274	0.0843219	0.073111	0.237031	0.0547604	0.0605067	0.0315632	0.296184	0.0559582	0.019426	0.561534	0.0353352	0.00651711	0.115572	0.618887	3.25902	0.359417	0.36039	0.0749411	0.205252	6.555593
2790	-13210.8	-13171.2	-39.6391	0.316416	0.361502	0.184166	0.22676	0.0828303	0.183713	0.196892	0.23408	0.134138	0.186756	0.396774	0.142037	0.119667	0.226268	0.228534	0.329786	0.34632	0.302855	0.223284	0.216289	0.108213	0.207801	0.121131	0.604546	0.0461138	0.0677234	0.242287	0.0481412	0.159105	0.0666164	0.122836	0.0794015	0.217456	0.0698134	0.0596125	0.0052321	0.0508867	0.213394	0.0889645	0.0145677	0.0698359	0.181216	0.0870036	0.0141212	0.0379685	0.268247	0.0599704	0.014375	0.598114	0.0213249	0.0067211	0.117311	0.622369	3.2536	0.336845	0.375193	0.0818297	0.206132	7.268671
2800	-13212.1	-13175.4	-36.7058	0.2778998	0.32929	0.128817	0.229483	0.116079	0.200463	0.107599	0.283837	0.134073	0.242386	0.328193	0.130233	0.11345	0.247105	0.28016	0.230568	0.282223	0.347095	0.198598	0.182866	0.0886138	0.182486	0.0821998	0.508973	0.0442869	0.0291735	0.1901	0.0502091	0.211224	0.0803945	0.115654	0.117809	0.207776	0.0564715	0.0406258	0.00629301	0.0723032	0.200845	0.0847038	0.00688907	0.0848989	0.285492	0.0935325	0.0218668	0.036342	0.255376	0.060065	0.0139394	0.607224	0.0270543	0.00367419	0.0874543	0.556752	3.35212	0.346788	0.365571	0.0742183	0.213423	6.975342
2810	-13209.4	-13166.4	-43.0506	0.3041268	0.2898	0.144989	0.242818	0.137096	0.228585	0.219137	0.260638	0.139832	0.205081	0.417349	0.136068	0.172658	0.268117	0.244246	0.274677	0.357384	0.256589	0.248278	0.278353	0.0902646	0.189604	0.125658	0.694067	0.0215277	0.00767584	0.168859	0.121224	0.209658	0.0623428	0.0645012	0.0660409	0.179489	0.0955086	0.00888863	0.0415146	0.0691696	0.280182	0.144586	0.0485434	0.0715524	0.225258	0.0256688	0.0763436	0.0319216	0.293661	0.0607404	0.0253989	0.557135	0.0311429	0.00563604	0.107709	0.602669	3.28399	0.330128	0.378862	0.073399	0.21761	7.609826
2820	-13207.7	-13166.1	-41.5859	0.30682	0.373274	0.198075	0.219422	0.152226	0.220779	0.208756	0.254095	0.190041	0.177815	0.415295	0.107506	0.152551	0.318508	0.244246	0.217319	0.316556	0.279435	0.244469	0.228044	0.105668	0.140914	0.106534	0.531259	0.0541121	0.0419851	0.273978	0.0509108	0.15701	0.0648511	0.0428787	0.0843992	0.289576	0.0452037	0.0344788	0.0220182	0.0943982	0.233704	0.161564	0.0804234	0.0432352	0.158046	0.0617699	0.066021	0.0346022	0.323022	0.0464715	0.0280376	0.537156	0.0307111	0.00586483	0.10981	0.60708	3.27724	0.356688	0.356332	0.0719533	0.215027	7.463352
2830	-13200.2	-13164.6	-35.6493	0.2869958	0.397385	0.199063	0.207555	0.110024	0.220779	0.151722	0.205834	0.168207	0.14685	0.376041	0.169597	0.154131	0.221315	0.243058	0.220285	0.349709	0.309962	0.209352	0.185543	0.105405	0.106044	0.0897763	0.475701	0.05219	0.0300364	0.151405	0.0384552	0.229289	0.044673	0.123809	0.0510579	0.230144	0.0224774	0.0371985	0.00742693	0.0892409	0.168174	0.0989687	0.0469877	0.0857674	0.238268	0.0640049	0.036788	0.0318429	0.331937	0.0524872	0.023412	0.520124	0.0401974	0.00429985	0.0944248	0.573303	3.32797	0.351586	0.370148	0.0672015	0.211065	6.8697
2840	-13197.2	-13160.4	-36.8208	0.2878615	0.306586	0.151745	0.225422	0.179115	0.212563	0.171808	0.213137	0.196305	0.172538	0.328456	0.109054	0.16764	0.294748	0.292511	0.176365	0.321484	0.266168	0.228029	0.237575	0.0951267	0.145533	0.0725732	0.482827	0.0327806	0.00312108	0.141933	0.0817394	0.140052	0.0821013	0.0718846	0.0770262	0.185924	0.0532095	0.0431183	0.0525251	0.121823	0.250971	0.116642	0.078783	0.0702976	0.221544	0.0643635	0.0496966	0.0319319	0.316039	0.054235	0.0221915	0.527367	0.0482352	0.00436242	0.0950918	0.574843	3.3257	0.354977	0.368474	0.0669757	0.209574	6.986847
2850	-13213.6	-13175	-38.5706	0.3215881	0.298731	0.169953	0.232018	0.159508	0.220605	0.143176	0.2446	0.162423	0.128079	0.460477	0.132095	0.132666	0.186858	0.198809	0.266768	0.331705	0.269189	0.255478	0.272234	0.0879332	0.175719	0.109502	0.495888	0.06083	0.0569171	0.234321	0.0728285	0.146338	0.0473687	0.100049	0.0622883	0.197527	0.0838341	0.0343667	0.0588882	0.154367	0.240521	0.0878124	0.024522	0.107041	0.177841	0.00490543	0.0748461	0.0368886	0.337278	0.0514432	0.0234874	0.524546	0.0263564	0.007209	0.12136	0.630338	3.24109	0.365313	0.357437	0.0667924	0.210457	7.161825
2860	-13195.2	-13167.4	-27.7365	0.3296442	0.318597	0.135675	0.195522	0.113482	0.220608	0.145391	0.252106	0.0868354	0.152784	0.322146	0.094745	0.122332	0.245977	0.212221	0.18106	0.276209	0.256349	0.224373	0.176791	0.0931924	0.138038	0.090276	0.432175	0.0697509	0.041305	0.159952	0.0341172	0.115582	0.0360531	0.094429	0.0464264	0.137201	0.0150412	0.0472761	0.0553888	0.0941232	0.183943	0.0777383	0.0265153	0.10422	0.162278	0.0442381	0.0459525	0.034437	0.326842	0.066992	0.0236871	0.505568	0.0424745	0.00800538	0.127666	0.642387	3.22194	0.348024	0.362165	0.0677274	0.222084	6.078415
2870	-13195.6	-13164.3	-31.3421	0.3048981	0.296406	0.134056	0.140709	0.130245	0.267048	0.128639	0.255606	0.203064	0.133975	0.275938	0.107343	0.151588	0.206482	0.187258	0.195234	0.300618	0.268017	0.177878	0.230042	0.1008	0.14333	0.0977363	0.520442	0.0355171	0.0405922	0.154089	0.0562447	0.106156	0.0571646	0.113422	0.0624713	0.229177	0.0603894	0.0293112	0.0489924	0.0762435	0.189094	0.0905581	0.0272708	0.0677038	0.276891	0.0175776	0.0476562	0.0380696	0.349077	0.0586189	0.0273693	0.486941	0.0399241	0.00570104	0.108311	0.603938	3.28205	0.343322	0.369327	0.0656184	0.221732	6.438978
2880	-13208.2	-13173.1	-35.0614	0.3210421	0.280216	0.202584	0.210246	0.147669	0.176006	0.13851	0.291548	0.115321	0.167814	0.330551	0.117393	0.159384	0.17662	0.299314	0.24364	0.312111	0.260328	0.264719	0.195169	0.0958364	0.155683	0.099069	0.461975	0.0895654	0.0484147	0.144329	0.0393163	0.158781	0.0417154	0.11484	0.0527473	0.198644	0.0328253	0.0346437	0.0178039	0.0953607	0.212299	0.145971	0.0238826	0.120729	0.260193	0.017255	0.0598795	0.0362864	0.35576	0.0576739	0.0252213	0.496704	0.0283544	0.00715664	0.120932	0.629505	3.24241	0.330289	0.381345	0.0693962	0.21897	6.8109
2890	-13205.1	-13166.7	-38.4017	0.2994861	0.338804	0.188932	0.233386	0.162139	0.266447	0.146988	0.243237	0.145952	0.167376	0.446092	0.107333	0.157266	0.146137	0.265344	0.221106	0.242618	0.298987	0.247045	0.307382	0.143717	0.129669	0.141909	0.437824	0.0655041	0.0151286	0.203405	0.0545687	0.162706	0.0636481	0.140807	0.0626481	0.178601	0.0519817	0.0725193	0.0223915	0.0680826	0.203303	0.140995	0.0852164	0.0863032	0.18818	0.0105376	0.0827195	0.0401609	0.302578	0.0523494	0.0215583	0.556789	0.026564	0.00525371	0.104095	0.594939	3.29571	0.342491	0.371897	0.0714778	0.214135	7.144932
2900	-13207	-13174.3	-32.766	0.2906077	0.321135	0.112258	0.210442	0.127484	0.167755	0.130741	0.29911	0.132386	0.177626	0.26014	0.103032	0.121593	0.189273	0.235627	0.200256	0.29762	0.313146	0.222107	0.237799	0.117007	0.142687	0.125046	0.437523	0.0645588	0.0437755	0.136923	0.072095	0.13041	0.0601359	0.11314	0.0805511	0.239307	0.0554198	0.0582662	0.0356141	0.0256284	0.138514	0.0780144	0.0584413	0.162923	0.205125	0.0703682	0.0703612	0.0329323	0.283796	0.0571835	0.0144541	0.561441	0.0501924	0.00456441	0.0972113	0.579687	3.31854	0.342367	0.362706	0.083063	0.211864	6.581365
2910	-13204.6	-13175.9	-28.6613	0.3151342	0.22413	0.136084	0.163428	0.142244	0.161994	0.207121	0.266285	0.122878	0.0885898	0.295814	0.101745	0.126437	0.180195	0.179425	0.197275	0.337155	0.303921	0.202598	0.176968	0.0650208	0.133939	0.125046	0.469529	0.0645588	0.0203799	0.224967	0.0358509	0.141135	0.0661086	0.119906	0.0603952	0.158583	0.0461859	0.026741	0.0507869	0.0684847	0.150334	0.0837338	0.0578913	0.0195388	0.218142	0.0686052	0.0807529	0.0409948	0.331053	0.0641707	0.0192439	0.506556	0.0379815	0.00660302	0.116308	0.620365	3.25672	0.335488	0.373796	0.0721806	0.218535	6.1709
2920	-13199.1	-13168.4	-30.7376	0.2877285	0.306663	0.145705	0.188533	0.165841	0.308294	0.10224	0.207733	0.122522	0.136289	0.299305	0.10569	0.103822	0.232667	0.153757	0.279633	0.276518	0.232038	0.212046	0.217431	0.0759094	0.157314	0.110746	0.436091	0.076909	0.023032	0.175557	0.0577795	0.140948	0.051748	0.101093	0.0558479	0.230938	0.0623297	0.0316159	0.0304468	0.0403803	0.209034	0.0780619	0.0281265	0.077497	0.230992	0.0600612	0.0393435	0.0390531	0.297502	0.0608787	0.0165649	0.534016	0.0519856	0.00435278	0.0949893	0.574607	3.32605	0.331292	0.375074	0.0741335	0.219501	6.378529
2930	-13201.4	-13172.2	-29.2435	0.3044304	0.336967	0.109361	0.163236	0.146839	0.215914	0.118701	0.175245	0.0925491	0.135256	0.253544	0.120937	0.158592	0.188146	0.228935	0.18593	0.241185	0.294535	0.209201	0.21457	0.0740615	0.121945	0.0892484	0.560626	0.0939943	0.0362818	0.115495	0.084218	0.15108	0.0485597	0.0845083	0.0446904	0.156998	0.0850759	0.03271	0.0380212	0.0715348	0.169464	0.0802182	0.107233	0.102352	0.180642	0.07475	0.0357667	0.0427119	0.259113	0.0665822	0.0131106	0.584046	0.0344363	0.00566157	0.107946	0.603169	3.28322	0.336415	0.363721	0.0866472	0.213217	6.229116
2940	-13192.1	-13170.5	-21.5826	0.3128874	0.262131	0.125597	0.156891	0.120626	0.206217	0.129179	0.184688	0.100273	0.134224	0.247173	0.128949	0.117608	0.20271	0.202426	0.18593	0.258033	0.211764	0.158909	0.228348	0.0892736	0.112893	0.100986	0.364859	0.0439508	0.0291109	0.0997825	0.0671861	0.109377	0.0677521	0.141155	0.0742267	0.133134	0.0328465	0.0664087	0.0244345	0.0346599	0.162168	0.0811326	0.0311669	0.0663331	0.108676	0.00939108	0.0504475	0.042615	0.267088	0.0679365	0.0129592	0.575697	0.0337041	0.0063988	0.114551	0.616824	3.26223	0.351395	0.359249	0.0933044	0.196052	5.463029
2950	-13197.2	-13175.7	-21.4801	0.3271795	0.25058	0.152189	0.156136	0.104327	0.195913	0.105089	0.227998	0.152677	0.132444	0.256045	0.155145	0.11192	0.191589	0.173944	0.161345	0.257421	0.208926	0.209516	0.231072	0.0709188	0.124362	0.103027	0.364525	0.0568127	0.0253156	0.113205	0.0887406	0.106403	0.0188944	0.0553078	0.0678176	0.117411	0.0274168	0.024302	0.0386005	0.0589278	0.141524	0.0617648	0.0292964	0.0570112	0.18181	0.0261327	0.0589669	0.0446047	0.243554	0.0644752	0.0146914	0.590715	0.04196	0.00775706	0.125737	0.638747	3.22776	0.353608	0.350987	0.096146	0.199259	5.452772
2960	-13199.1	-13177.6	-21.5382	0.3192403	0.296688	0.105138	0.150863	0.0685754	0.177783	0.102921	0.169863	0.138336	0.164013	0.377847	0.108808	0.0997783	0.139345	0.159689	0.178714	0.280421	0.244573	0.207037	0.206925	0.0616865	0.140046	0.0497866	0.403178	0.0576255	0.01077	0.108534	0.0473432	0.113284	0.0607621	0.0729613	0.0914009	0.182036	0.0206718	0.0163374	0.00528748	0.0793789	0.12986	0.0779273	0.0370239	0.0617874	0.157491	0.051403	0.0446889	0.0417906	0.258544	0.0708686	0.0264899	0.56298	0.0393269	0.00698524	0.119522	0.626743	3.24675	0.351513	0.356772	0.0928067	0.198908	5.458589
