Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
210	-16435.1	-16446.9	11.7848	0.188948	0.166818	0.216324	0.155596	0.168905	0.183251	0.159577	0.148885	0.154956	0.14486	0.0976993	0.12282	0.110206	0.121878	0.121702	0.117376	0.12474	0.145254	0.162005	0.101721	0.146728	0.131543	0.166894	0.0248828	0.0517936	0.0235998	0.0373444	0.00439304	0.0215637	0.00199335	0.00564569	0.0186816	0.00971557	0.00336397	0.000702927	0.00659244	0.0709084	0.0303514	0.0119853	0.0304758	0.0175232	0.0133109	0.0074257	0.27691	0.30635	0.0649862	0.0498479	0.289884	0.0120219	0.215184	0.239393	0.119299	0.426123	3.750941
220	-16435.6	-16445.5	9.8915	0.19383	0.159701	0.197332	0.159623	0.174159	0.18077	0.180272	0.144583	0.148241	0.169065	0.0979461	0.109108	0.125128	0.129142	0.117077	0.117376	0.101832	0.150769	0.194719	0.0969802	0.107478	0.114418	0.158509	0.0182067	0.061078	0.013841	0.0528269	0.0130194	0.0409892	0.00501463	0.00457986	0.0243387	0.00242744	0.00301048	0.00103097	0.013762	0.0731378	0.0335808	0.0146175	0.0363489	0.00921157	0.0183413	0.00711429	0.278887	0.294879	0.0662936	0.058206	0.295716	0.0060182	0.215184	0.239393	0.119299	0.426123	3.774535
230	-16436.3	-16448	11.6772	0.161643	0.170259	0.22996	0.149673	0.162635	0.166226	0.199488	0.128538	0.160904	0.146966	0.0950207	0.106724	0.120258	0.123584	0.133752	0.112889	0.0998821	0.15763	0.209757	0.110269	0.136102	0.116046	0.152858	0.015067	0.0388327	0.0145487	0.0329849	0.00904942	0.0352893	0.00248501	0.00251348	0.0133441	0.00425423	0.00263646	0.00357103	0.009108	0.0697954	0.0301388	0.022168	0.0324381	0.00883917	0.00741803	0.0139428	0.28402	0.300306	0.0566024	0.0456889	0.301158	0.0122235	0.209547	0.233122	0.142372	0.414959	3.719488
240	-16435.7	-16444.5	8.77247	0.174844	0.175622	0.20431	0.16666	0.162635	0.181542	0.199087	0.143674	0.157451	0.163336	0.0856678	0.113092	0.115495	0.145651	0.12577	0.135971	0.108385	0.149337	0.24548	0.0982876	0.161674	0.134343	0.186164	0.0222502	0.0369046	0.024364	0.0363667	0.00372238	0.0329283	0.0018596	0.00136345	0.00457694	0.00173002	0.00481057	0.000367346	0.00996812	0.0854787	0.0351474	0.0274175	0.0375878	0.00523059	0.00463113	0.00247366	0.26626	0.281528	0.0709112	0.0428319	0.330955	0.007513	0.219418	0.230211	0.140594	0.409777	3.913657
250	-16435.5	-16448.1	12.6654	0.174844	0.14667	0.180957	0.176538	0.172174	0.161845	0.156217	0.159239	0.151514	0.142425	0.0800209	0.138325	0.118632	0.141885	0.128041	0.143799	0.102559	0.160969	0.192391	0.114338	0.125585	0.105502	0.175506	0.0228094	0.0390117	0.0120785	0.034054	0.00231111	0.0200085	0.00258115	0.00169778	0.0128872	0.00638372	0.00861326	0.00133933	0.0111526	0.059263	0.0430378	0.0153053	0.0386449	0.010264	0.00514007	0.00730114	0.266506	0.281787	0.067106	0.0471868	0.323647	0.0137676	0.219418	0.230211	0.140594	0.409777	3.703861
260	-16428.3	-16439.1	10.7808	0.200297	0.155013	0.210649	0.150285	0.173176	0.165263	0.176614	0.119498	0.14296	0.140665	0.0944975	0.12695	0.113737	0.148256	0.113028	0.126757	0.102162	0.172422	0.197987	0.10761	0.135297	0.111699	0.180889	0.0124362	0.0511874	0.0137923	0.0471166	0.0117186	0.0246601	0.00192614	0.00254127	0.0183804	0.00304072	0.00413147	0.00194828	0.0121491	0.0828547	0.0371243	0.0174738	0.0304593	0.00902081	0.00890347	0.0104418	0.278794	0.294781	0.0702003	0.046332	0.300888	0.00900455	0.219418	0.230211	0.140594	0.409777	3.767019
270	-16431.8	-16442.2	10.3992	0.190725	0.178171	0.219246	0.186072	0.154309	0.170206	0.166114	0.141714	0.129554	0.137943	0.095846	0.124935	0.124733	0.136488	0.123576	0.126704	0.115539	0.148233	0.183906	0.0964529	0.121386	0.123905	0.164619	0.0208367	0.0492457	0.0145055	0.0310404	0.00726064	0.0211741	0.00248683	0.0030825	0.0291917	0.0048531	0.000995119	0.000338992	0.00897974	0.0615789	0.0374138	0.02411	0.0531941	0.00438724	0.0146645	0.0159811	0.278437	0.296859	0.0701103	0.0462726	0.300502	0.00781908	0.218643	0.230439	0.140733	0.410184	3.765697
280	-16431	-16443	11.9569	0.195201	0.145123	0.219246	0.150243	0.138385	0.182727	0.181624	0.14475	0.134509	0.152615	0.095846	0.105654	0.102078	0.130163	0.105025	0.124157	0.108415	0.148233	0.192404	0.102808	0.156913	0.123905	0.174683	0.0227558	0.0439698	0.00677864	0.0378923	0.00768557	0.0275769	0.0041193	0.00562601	0.00665207	0.00313641	0.00172133	0.000571085	0.00991353	0.0763909	0.0470819	0.0272822	0.0377062	0.000761308	0.00418677	0.00652314	0.277675	0.296047	0.0699184	0.046146	0.29968	0.0105339	0.221002	0.232926	0.131462	0.41461	3.693037
290	-16435.5	-16445.9	10.438	0.173896	0.18806	0.236485	0.174021	0.160817	0.182301	0.174438	0.145095	0.143891	0.149741	0.0981523	0.128813	0.124131	0.129455	0.0964197	0.145536	0.122941	0.155842	0.169107	0.0993808	0.118231	0.136257	0.165351	0.0110051	0.0538743	0.00825185	0.0480704	0.00471943	0.0208021	0.00191701	0.00283701	0.0187447	0.000907244	0.00748657	0.00127052	0.0188429	0.0817962	0.0486435	0.0267834	0.0397584	0.00820257	0.00380149	0.0087561	0.277823	0.296205	0.0697944	0.0461706	0.29984	0.0101672	0.207638	0.236922	0.133718	0.421723	3.834834
300	-16432.9	-16444.2	11.2074	0.161599	0.187024	0.199146	0.177614	0.189815	0.177733	0.179616	0.134255	0.136954	0.140456	0.0981523	0.112332	0.118278	0.122285	0.115198	0.140659	0.10393	0.170612	0.196937	0.103909	0.13244	0.135965	0.166317	0.0168977	0.048954	0.0239247	0.0335882	0.00745442	0.0221779	0.00173423	0.000604315	0.0186071	0.00274182	0.00598416	0.00483094	0.00172283	0.0683734	0.0345719	0.0205851	0.0341484	0.00153277	0.0120226	0.00546589	0.277148	0.295486	0.0746	0.0429658	0.299112	0.0106882	0.207638	0.236922	0.133718	0.421723	3.767148
310	-16433.5	-16445.5	12.0248	0.17358	0.144003	0.203715	0.141048	0.15444	0.163758	0.167816	0.145496	0.154699	0.171489	0.101666	0.123869	0.0975357	0.136048	0.123354	0.1231	0.0928331	0.178109	0.202698	0.120214	0.114131	0.130565	0.159734	0.0208508	0.043689	0.00489631	0.045813	0.0161933	0.0159607	0.00128527	0.00330374	0.0221396	0.00191061	0.0039701	0.00241173	0.00212668	0.0663357	0.0413585	0.0242943	0.0484078	0.00167024	0.0214539	0.00421259	0.274744	0.292922	0.0739527	0.0513658	0.296517	0.0104987	0.209059	0.238543	0.134633	0.417766	3.716185
320	-16433.3	-16443.6	10.3215	0.176581	0.163881	0.235208	0.15904	0.15444	0.163551	0.198083	0.15937	0.165947	0.143988	0.0964781	0.143826	0.096595	0.133336	0.123354	0.135926	0.122598	0.170292	0.205979	0.0960472	0.132522	0.142115	0.181147	0.019618	0.0317434	0.0163658	0.030087	0.0135282	0.0212799	0.000660705	0.000547058	0.0083486	0.00340975	0.000967304	0.00289335	0.00568863	0.0670681	0.028382	0.00921102	0.0542753	0.00197421	0.0223997	0.00381374	0.279449	0.281973	0.0752192	0.0528079	0.301595	0.00895659	0.209059	0.238543	0.134633	0.417766	3.842567
330	-16430.6	-16442.7	12.0812	0.162409	0.15653	0.241093	0.157448	0.149121	0.170319	0.19534	0.121171	0.150139	0.144441	0.0854927	0.127529	0.117514	0.113281	0.121663	0.120229	0.101924	0.158071	0.177637	0.113222	0.14337	0.140335	0.155065	0.0227137	0.0504762	0.00832464	0.0488502	0.0029732	0.0191778	0.000679212	0.00375767	0.015941	0.00234683	0.00184238	0.00306258	0.00588304	0.0608757	0.0318176	0.0199795	0.0415476	0.000682882	0.0175676	0.00599946	0.28856	0.289685	0.0690763	0.0420285	0.298387	0.0122636	0.207877	0.242848	0.133871	0.415404	3.687843
340	-16438	-16449.9	11.887	0.182193	0.166648	0.196312	0.156328	0.155706	0.215332	0.168553	0.152573	0.182811	0.143825	0.0794709	0.117193	0.118038	0.127613	0.114401	0.107835	0.097754	0.158071	0.17494	0.111928	0.127311	0.106294	0.207784	0.0124154	0.0464554	0.0199986	0.0421659	0.00587056	0.0214556	0.00111605	0.00471584	0.0155418	0.00557703	0.00103892	0.00388611	0.004349	0.0770367	0.0357998	0.0268435	0.0311536	0.00456086	0.0098865	0.00332126	0.288693	0.289819	0.0691082	0.0390918	0.298524	0.014763	0.221504	0.23867	0.131568	0.408257	3.742104
350	-16434.2	-16444.7	10.4891	0.188167	0.200217	0.228123	0.149736	0.172011	0.177252	0.190852	0.137669	0.151265	0.127251	0.0841263	0.138469	0.112496	0.140411	0.149534	0.140954	0.117033	0.151036	0.21006	0.0957656	0.122744	0.145983	0.174141	0.0243527	0.0538362	0.0115177	0.0453307	0.00744746	0.0296634	0.00123748	0.0093417	0.0121469	0.00296798	0.000183429	0.00140041	0.0056794	0.0680083	0.0267152	0.0172087	0.0384295	0.0083027	0.00549026	0.00733574	0.288693	0.289819	0.0691082	0.0390918	0.298524	0.014763	0.221504	0.23867	0.131568	0.408257	3.881891
360	-16438.6	-16450.7	12.1909	0.21589	0.157173	0.207455	0.124935	0.161163	0.157037	0.186767	0.113913	0.167225	0.175695	0.0918978	0.132509	0.114668	0.140203	0.111584	0.139856	0.110158	0.151017	0.180708	0.0815522	0.130334	0.131143	0.17065	0.0243364	0.05843	0.0187127	0.0436273	0.0109002	0.0261545	0.00307853	0.00726857	0.0101168	0.000759181	0.000219638	0.00461769	0.00251882	0.0766055	0.0220477	0.023553	0.0330034	0.00347479	0.00890835	0.00477742	0.283305	0.286094	0.0692872	0.0485723	0.299298	0.0134434	0.220455	0.237539	0.123258	0.418748	3.736645
370	-16430.6	-16442.1	11.4956	0.174492	0.155876	0.206276	0.189747	0.186663	0.168309	0.175731	0.161501	0.154327	0.137055	0.0971069	0.134343	0.135082	0.137464	0.10697	0.126265	0.121593	0.166343	0.178031	0.0897091	0.131822	0.145532	0.180145	0.00978701	0.0519973	0.00465332	0.0478083	0.00829772	0.0196269	0.000503873	0.00272256	0.0185574	0.000136961	0.000209531	0.00268207	0.00949788	0.0794454	0.0303739	0.0147477	0.0493596	0.00458003	0.0151546	0.00913967	0.267479	0.270113	0.0738209	0.0500226	0.32486	0.013704	0.218694	0.23005	0.135851	0.415404	3.839664
380	-16431.5	-16444	12.5205	0.154263	0.137649	0.206276	0.154258	0.149151	0.141986	0.195458	0.16394	0.149581	0.13097	0.100129	0.138957	0.117284	0.133888	0.130697	0.147346	0.10286	0.143874	0.18988	0.0837335	0.120592	0.152118	0.16034	0.0141632	0.0435448	0.0157678	0.0560406	0.00597717	0.0192035	0.000554689	0.00248708	0.0215221	7.13705e-05	0.00100168	0.0025598	0.0111033	0.0697929	0.0340738	0.0237208	0.0463539	0.00262999	0.0118254	0.00837038	0.277533	0.270512	0.0669068	0.0459835	0.32534	0.0137243	0.226676	0.226322	0.140809	0.406194	3.695994
390	-16436.1	-16449.4	13.3359	0.17172	0.168275	0.18338	0.154258	0.161426	0.136856	0.185208	0.147044	0.154718	0.151041	0.0913749	0.102637	0.109235	0.14388	0.106189	0.124444	0.0929868	0.180272	0.205351	0.106587	0.115553	0.152059	0.171588	0.0160152	0.0435448	0.00988213	0.0418152	0.00561976	0.0342506	0.000188227	0.00426509	0.0134894	0.000500794	0.0113847	0.00179104	0.0037519	0.0610293	0.0262346	0.0142926	0.0432688	0.00178407	0.0188696	0.0110977	0.282568	0.260585	0.0669753	0.0460306	0.325673	0.0181683	0.224548	0.224197	0.13111	0.420146	3.679158
400	-16430.8	-16442.9	12.1372	0.167566	0.152128	0.200053	0.17477	0.191942	0.180168	0.191155	0.168625	0.148669	0.15722	0.0859956	0.142101	0.126225	0.15412	0.117118	0.13211	0.101593	0.167677	0.192701	0.0983642	0.134361	0.132978	0.160338	0.0232696	0.0435448	0.00707822	0.0343729	0.0107649	0.0179762	0.000734545	0.000540966	0.0153737	0.00704201	0.00107685	0.000980373	0.00324821	0.0809405	0.0278408	0.0295481	0.0372652	0.00350238	0.0189344	0.00226768	0.269557	0.269525	0.0692732	0.0491799	0.323673	0.0187917	0.237257	0.236886	0.138531	0.387326	3.844282
410	-16433.1	-16442.7	9.61434	0.176198	0.151694	0.204014	0.183347	0.152487	0.155437	0.192006	0.185347	0.184642	0.176693	0.0873865	0.118902	0.118678	0.142327	0.121157	0.146988	0.0881499	0.168897	0.218438	0.0971269	0.11838	0.139138	0.175179	0.0177161	0.0350262	0.0161506	0.0422342	0.0023703	0.0297545	0.00087905	0.00351348	0.0204803	0.00402035	0.00306941	0.00600212	0.00636759	0.0749321	0.0424143	0.0173173	0.0339846	0.00456398	0.0225769	0.0070859	0.275915	0.275883	0.0654125	0.0408201	0.331308	0.0106614	0.235458	0.23509	0.137481	0.391972	3.893073
