Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
8190	-15803.2	-15816.1	12.8893	0.108698	0.0906249	0.094505	0.123042	0.115899	0.0574844	0.120981	0.0817544	0.115699	0.162864	0.081082	0.0783711	0.111729	0.101403	0.106061	0.147446	0.13043	0.10373	0.121158	0.0940375	0.0917731	0.0847065	0.180982	0.0301842	0.0198936	0.034957	0.0362225	0.0367169	0.0319032	0.0170998	0.0307049	0.0603938	0.0733767	0.0125257	0.0189444	0.0247485	0.0313454	0.0393269	0.0542626	0.0359103	0.0263605	0.049335	0.0313016	3.199973
8200	-15817	-15828.9	11.8953	0.149851	0.0980348	0.116037	0.0970425	0.118833	0.0764409	0.135219	0.0749958	0.111206	0.144743	0.101133	0.103692	0.0993173	0.0984458	0.125241	0.108575	0.13043	0.0837293	0.116625	0.0723058	0.115121	0.0787785	0.209503	0.0348556	0.0159949	0.0382459	0.0331462	0.0506969	0.0471112	0.0201069	0.0527946	0.03857	0.0929136	0.0155336	0.0165051	0.0276825	0.0316424	0.0252162	0.0528426	0.0359103	0.0197142	0.0393684	0.0452271	3.299379
8210	-15805.5	-15817	11.4932	0.125823	0.118187	0.117382	0.0982481	0.120922	0.0890245	0.128445	0.0746381	0.101158	0.169565	0.0785541	0.0828668	0.0838012	0.0984458	0.112363	0.126267	0.127296	0.123109	0.141897	0.0787629	0.089585	0.0764457	0.180374	0.0480651	0.0299627	0.0305053	0.0571015	0.0376159	0.0393775	0.0300075	0.0384852	0.0550824	0.0750627	0.0225968	0.0312275	0.00776517	0.0357604	0.042295	0.0642166	0.0245647	0.0126424	0.0729803	0.0411184	3.339593
8220	-15798.9	-15812	13.0955	0.120162	0.081027	0.0894649	0.0998139	0.115244	0.0725954	0.135476	0.0791152	0.087473	0.161938	0.0650312	0.0869245	0.115452	0.081623	0.119127	0.125134	0.127547	0.119899	0.109834	0.083715	0.0814859	0.0803126	0.17589	0.0364228	0.0179439	0.0268379	0.0489972	0.0456125	0.0383439	0.0357298	0.0341602	0.0500276	0.0826899	0.0177033	0.0277551	0.0133612	0.0409852	0.0433659	0.0474317	0.0403839	0.0251912	0.061241	0.0308898	3.179358
8230	-15803.3	-15815.5	12.2619	0.127204	0.102991	0.0894649	0.118819	0.116559	0.0790609	0.133925	0.0747859	0.0914602	0.179309	0.0756534	0.085962	0.131244	0.0939914	0.114307	0.134645	0.119739	0.112373	0.117174	0.0835802	0.123651	0.0882252	0.142822	0.0345642	0.012475	0.0301575	0.0512695	0.0568595	0.0337658	0.0194773	0.0384414	0.0603339	0.092261	0.0135673	0.0305301	0.0123503	0.0210006	0.0242667	0.0628449	0.019962	0.030449	0.0519195	0.0292782	3.26272
8240	-15795.8	-15809	13.1187	0.12525	0.0797105	0.107976	0.0943979	0.108976	0.0884308	0.116891	0.0687371	0.107268	0.165388	0.084945	0.0780174	0.104347	0.0949268	0.102336	0.122595	0.117078	0.121459	0.110965	0.070416	0.100822	0.0933521	0.180896	0.0319976	0.0353396	0.0301575	0.0372008	0.0596728	0.031614	0.0291034	0.0284611	0.050449	0.0660126	0.027646	0.0380817	0.018643	0.0299533	0.0288561	0.052354	0.0301524	0.0268933	0.0520819	0.0271871	3.177037
8250	-15812.7	-15825.8	13.1499	0.125249	0.0967206	0.103367	0.0962284	0.107636	0.0945366	0.119574	0.0747175	0.109289	0.19766	0.0908205	0.0764253	0.0875247	0.0696666	0.102678	0.134639	0.105512	0.107481	0.133736	0.0837486	0.117938	0.0647948	0.152034	0.0372183	0.0253735	0.0276127	0.0411349	0.0430658	0.0407413	0.0214602	0.0455653	0.0329128	0.0699783	0.0321225	0.0220483	0.0242199	0.0183089	0.0238503	0.075657	0.0384888	0.0257905	0.0525288	0.0238633	3.173919
8260	-15801.1	-15813.3	12.2817	0.132651	0.0959951	0.108752	0.104909	0.111548	0.0885071	0.117545	0.0736737	0.0984957	0.170743	0.0814008	0.0898257	0.119011	0.0985116	0.102678	0.142131	0.120855	0.117215	0.141601	0.0681464	0.0915706	0.0898913	0.171101	0.03115	0.0262283	0.0134355	0.0441119	0.0389897	0.0440061	0.0251174	0.0436229	0.0391576	0.0831168	0.0220469	0.0336908	0.00991118	0.0316923	0.0258689	0.0607937	0.0341322	0.0400366	0.0447215	0.0321447	3.260736
8270	-15801.2	-15812.9	11.7706	0.132413	0.0948652	0.0936113	0.124441	0.105222	0.0763621	0.143734	0.0921591	0.0918829	0.163558	0.0801862	0.0898257	0.115979	0.0849372	0.121346	0.137645	0.159635	0.107835	0.118917	0.081878	0.0835536	0.0910083	0.187774	0.0414856	0.0279329	0.0369907	0.0408991	0.0500103	0.0301265	0.0302135	0.0298332	0.0576736	0.0662431	0.0139901	0.0299588	0.0259162	0.0341386	0.0316174	0.0430163	0.0310544	0.0249161	0.0484045	0.0386569	3.311846
8280	-15799.5	-15812.5	13.0264	0.127101	0.104304	0.104291	0.108402	0.101174	0.0862796	0.123915	0.0849088	0.0962492	0.172805	0.0687408	0.0750808	0.0774861	0.0848958	0.117589	0.123281	0.120063	0.121394	0.138513	0.069364	0.0884977	0.0812183	0.179487	0.0415823	0.0142256	0.0184723	0.0449593	0.0519119	0.0251693	0.0255238	0.0402534	0.0570794	0.0885583	0.0183741	0.0413448	0.0244122	0.0227379	0.0292537	0.0516313	0.0184213	0.0196169	0.0445626	0.0531348	3.186266
8290	-15800.5	-15812.6	12.1399	0.133537	0.104628	0.100952	0.1096	0.132106	0.0871799	0.117017	0.0898046	0.100473	0.179233	0.0899007	0.0729997	0.105044	0.10251	0.112892	0.133486	0.13061	0.123551	0.126852	0.0645685	0.105076	0.0834148	0.176385	0.0278594	0.0256565	0.0255699	0.0293438	0.0500175	0.0418354	0.0255238	0.033577	0.0452977	0.0631769	0.022044	0.0261814	0.0264984	0.0219596	0.0321689	0.0422644	0.0442438	0.0319686	0.0359373	0.0419742	3.274919
8300	-15806.1	-15818	11.9497	0.129273	0.105525	0.0867619	0.114829	0.115376	0.0803882	0.157402	0.0941209	0.0886609	0.163916	0.065125	0.0980614	0.0984745	0.107898	0.105329	0.121193	0.127884	0.129397	0.121022	0.0802813	0.0887718	0.0685017	0.172159	0.0463992	0.0250246	0.0397397	0.0467476	0.0423167	0.0308143	0.0231532	0.0421324	0.0340657	0.0903204	0.0249538	0.0269247	0.03323	0.0274718	0.027014	0.0737702	0.0248289	0.0208436	0.0518322	0.042006	3.293941
8310	-15806	-15819.2	13.283	0.116299	0.0974418	0.102636	0.0877579	0.0935041	0.0972215	0.126637	0.0637148	0.0757548	0.173178	0.0697949	0.0747979	0.0939088	0.110079	0.100859	0.130787	0.132995	0.102642	0.123054	0.0806427	0.102414	0.0879599	0.171327	0.0354777	0.0259309	0.0184477	0.0477192	0.0374987	0.0296205	0.0283237	0.0319077	0.0475719	0.0818989	0.0305272	0.0447162	0.0199475	0.0191511	0.0345061	0.0565604	0.0378865	0.0223682	0.0480736	0.0470725	3.160612
8320	-15814	-15827.2	13.1664	0.113175	0.0830649	0.1027	0.0918914	0.106338	0.102503	0.130739	0.0930535	0.112633	0.172078	0.0676418	0.0828926	0.107416	0.0841783	0.115533	0.122293	0.12262	0.104859	0.125233	0.0724912	0.0931518	0.0772621	0.162474	0.027026	0.033914	0.0346446	0.0369641	0.0389513	0.0345116	0.0217178	0.0383946	0.0497806	0.0722017	0.0435381	0.0398626	0.027653	0.0197141	0.0345691	0.0565604	0.0283654	0.030535	0.0311719	0.0259663	3.172264
8330	-15808.8	-15822	13.1393	0.129536	0.0918796	0.093545	0.0798058	0.115676	0.0964255	0.110674	0.0842844	0.0891719	0.171414	0.0960468	0.0763363	0.0990274	0.0982365	0.126417	0.104947	0.124121	0.0932585	0.118224	0.0802942	0.0925792	0.0980842	0.152909	0.0519615	0.0212804	0.0227618	0.0484653	0.0486823	0.0373304	0.0128742	0.0419796	0.0374218	0.0841318	0.0127055	0.0347525	0.0310567	0.0236155	0.0214668	0.0719684	0.0301263	0.0231646	0.05184	0.0444973	3.174976
8340	-15806.1	-15818.5	12.3729	0.157754	0.0879487	0.0886829	0.11555	0.090696	0.0822528	0.123692	0.0677235	0.0963194	0.172625	0.0762337	0.0997488	0.0909415	0.116441	0.115066	0.148767	0.114583	0.106257	0.133281	0.0790308	0.0945838	0.0857078	0.149744	0.0326548	0.0250416	0.0319773	0.0401167	0.0588452	0.0376569	0.0340781	0.0435245	0.0592645	0.0804078	0.021447	0.0186884	0.0181544	0.0194304	0.0427469	0.0521309	0.0310102	0.0310486	0.0464253	0.0333353	3.251614
8350	-15812.8	-15826	13.1887	0.127026	0.105654	0.104689	0.0902018	0.124838	0.0855404	0.115507	0.0989089	0.0836642	0.145918	0.105124	0.0829541	0.0788205	0.0971842	0.100566	0.11591	0.13273	0.0958106	0.142734	0.0667912	0.0894063	0.087608	0.184636	0.029589	0.0229097	0.0313558	0.0485268	0.029851	0.037269	0.0172461	0.0431722	0.0419353	0.108689	0.0168527	0.0186884	0.0258521	0.0273375	0.0307267	0.0553366	0.0252297	0.0266531	0.0255365	0.0450594	3.170037
8360	-15811.4	-15825.1	13.6926	0.129393	0.106303	0.111287	0.0902018	0.116966	0.0637473	0.15141	0.0701508	0.113979	0.158895	0.0718951	0.0829541	0.0877884	0.0723635	0.106789	0.144494	0.109941	0.0924713	0.115711	0.0854659	0.0853773	0.0926808	0.145181	0.0334697	0.0361015	0.0296335	0.0514434	0.0453756	0.0241296	0.0271193	0.0232541	0.0621664	0.0786372	0.013656	0.0207011	0.029577	0.0324362	0.0200683	0.0501525	0.0269223	0.0243429	0.0546797	0.0303369	3.119648
8370	-15803.5	-15816.3	12.8034	0.126204	0.099864	0.0930946	0.103623	0.123771	0.0754273	0.128342	0.0820401	0.105639	0.147874	0.0876091	0.07826	0.120741	0.1128	0.1076	0.10505	0.123832	0.0868023	0.12935	0.064713	0.0931451	0.0870158	0.18254	0.0376562	0.028517	0.0226695	0.0380447	0.049287	0.0425945	0.0198565	0.029451	0.0544594	0.0639769	0.0178616	0.0256516	0.0285773	0.0297854	0.0262067	0.0727918	0.0292438	0.0323861	0.0526592	0.041559	3.208571
8380	-15810.4	-15823.2	12.8253	0.135545	0.110609	0.111379	0.0846298	0.125693	0.0687971	0.131968	0.070781	0.0893735	0.171072	0.0672132	0.0892494	0.0952262	0.0986649	0.121516	0.137752	0.137694	0.0887841	0.122362	0.0753068	0.0958732	0.0711406	0.158724	0.040239	0.0225171	0.0306748	0.0448219	0.0374145	0.0162388	0.0246943	0.031342	0.0557969	0.0790178	0.0274058	0.0363631	0.0323975	0.0185061	0.0362566	0.0556741	0.0289238	0.0373887	0.0553778	0.0359731	3.20638
8390	-15802.5	-15815.6	13.0643	0.115335	0.099855	0.0912808	0.0904109	0.115642	0.0806878	0.117685	0.0700683	0.116731	0.153892	0.0659289	0.0807685	0.124652	0.103421	0.118787	0.132665	0.134569	0.106662	0.129252	0.0573863	0.0950984	0.0885391	0.166185	0.0283613	0.0230512	0.0247828	0.0394867	0.0391571	0.0317887	0.0243524	0.0450142	0.0455171	0.0756998	0.0295965	0.0263167	0.0286523	0.0326891	0.0395925	0.0594169	0.029444	0.0189383	0.0514231	0.033694	3.182478
8400	-15800.9	-15814.4	13.4338	0.13149	0.101679	0.094065	0.107955	0.106386	0.0831117	0.128236	0.0690647	0.103683	0.148448	0.0746373	0.0788509	0.0872838	0.103606	0.102688	0.117177	0.11501	0.0856534	0.142493	0.0762483	0.0950984	0.0886659	0.149233	0.0440774	0.0277671	0.0247828	0.0462434	0.0326061	0.0380572	0.0277487	0.0402501	0.0499325	0.0641062	0.0236759	0.024562	0.036547	0.0298412	0.0310687	0.0573867	0.0291999	0.0290416	0.0613759	0.0364923	3.145527
8410	-15802.5	-15814.3	11.7548	0.133875	0.0835571	0.111105	0.100279	0.123079	0.0683958	0.120361	0.0880874	0.0957566	0.199515	0.0885364	0.0937176	0.100108	0.103934	0.128723	0.147766	0.115836	0.130171	0.132871	0.0649733	0.0952357	0.0807463	0.170244	0.040948	0.0322933	0.0227955	0.0544691	0.0500383	0.0380572	0.0197511	0.0299391	0.0549962	0.092629	0.0273893	0.0312692	0.0207243	0.0212479	0.0280071	0.0472404	0.0369971	0.024581	0.0376686	0.0255125	3.313427
8420	-15801.4	-15814.6	13.2132	0.135496	0.0865563	0.0975803	0.110129	0.116592	0.0689012	0.129457	0.081243	0.0929452	0.184762	0.0781515	0.0865809	0.0952152	0.0758599	0.106827	0.107695	0.122991	0.105222	0.122519	0.0873539	0.0922088	0.0781918	0.166326	0.0480859	0.0238782	0.0194667	0.0269102	0.0389275	0.0491557	0.0248641	0.0412014	0.0570752	0.0761351	0.0361967	0.0239095	0.0106465	0.0277418	0.0307949	0.0455878	0.0369971	0.0265829	0.0501324	0.0444984	3.167592
8430	-15801.2	-15814.7	13.4693	0.113641	0.101278	0.0835513	0.109807	0.121102	0.0759442	0.0994878	0.0716676	0.102479	0.206019	0.085277	0.0816734	0.0858655	0.0972582	0.099415	0.133722	0.119194	0.113584	0.111062	0.0675823	0.0754921	0.0762305	0.159187	0.0479545	0.0192548	0.0382381	0.0339893	0.0479555	0.037302	0.0273156	0.0361764	0.056782	0.0833895	0.0180634	0.0298961	0.0183287	0.0374622	0.0397981	0.0506758	0.0274531	0.025975	0.0361145	0.0393322	3.141977
8440	-15808.4	-15820.3	11.9528	0.166573	0.0984632	0.101426	0.0987609	0.134904	0.0962548	0.116	0.0735135	0.103227	0.181337	0.0725872	0.0820033	0.100348	0.103527	0.0960007	0.122699	0.119707	0.109138	0.120325	0.0932923	0.097698	0.0923304	0.186668	0.0460861	0.0200497	0.0198914	0.0603541	0.0552063	0.0337114	0.0294413	0.043429	0.0439664	0.0507764	0.0135789	0.0381706	0.0267768	0.0387658	0.0311103	0.0391314	0.0245183	0.0267009	0.0450145	0.0401634	3.293624
8450	-15807.3	-15819.4	12.1083	0.120324	0.0968157	0.101426	0.108527	0.0847577	0.0873112	0.133177	0.0990956	0.0993011	0.179518	0.0686075	0.0934227	0.0977403	0.0972708	0.0923079	0.156006	0.134633	0.113631	0.140414	0.0792849	0.0868194	0.0911969	0.182257	0.0296415	0.0330006	0.0398669	0.0328544	0.0552144	0.0535768	0.0229979	0.0399714	0.0556558	0.0698446	0.0242327	0.0245495	0.0187407	0.028985	0.0311103	0.0436283	0.0269902	0.0307009	0.0483094	0.0243668	3.278081
8460	-15800	-15812.7	12.733	0.13612	0.0893059	0.108285	0.0950908	0.112512	0.0758311	0.137624	0.092146	0.108272	0.164598	0.0812613	0.0721067	0.106385	0.100898	0.0968819	0.147015	0.114827	0.108469	0.132882	0.0718793	0.100124	0.0715092	0.152882	0.036199	0.0147113	0.0292841	0.064094	0.0345167	0.0372462	0.0319039	0.0486977	0.0468592	0.0734713	0.0170132	0.0242651	0.0221448	0.0336085	0.0274359	0.050197	0.0354139	0.0303103	0.0381242	0.043202	3.215606
8470	-15802.1	-15815.9	13.8098	0.115013	0.0896581	0.080348	0.110928	0.128561	0.0729741	0.131638	0.077175	0.0774706	0.162749	0.0841529	0.0837917	0.0989533	0.103776	0.107218	0.116591	0.131739	0.103206	0.138411	0.064451	0.0745841	0.0977479	0.14217	0.0325667	0.0190398	0.0370087	0.052886	0.0430262	0.0332476	0.0326101	0.0448488	0.0544506	0.083433	0.0173049	0.0257123	0.0165456	0.0149707	0.0288518	0.039943	0.0268065	0.021306	0.0573167	0.032749	3.107933
8480	-15798.3	-15812	13.6945	0.119928	0.0966013	0.0864967	0.104178	0.1072	0.0810496	0.12782	0.065401	0.0931192	0.192699	0.0724967	0.0925283	0.0892943	0.0976049	0.112128	0.114023	0.128289	0.0966864	0.109488	0.0851584	0.0980392	0.0752709	0.149871	0.0342873	0.0208891	0.0310564	0.0368809	0.0555945	0.0285487	0.0248982	0.0310672	0.0445313	0.0854361	0.0222191	0.0277828	0.0197861	0.0275161	0.0245573	0.0382662	0.0341788	0.0271809	0.0495051	0.0599077	3.11946
8490	-15803.1	-15815.5	12.3512	0.10022	0.107136	0.114669	0.100461	0.124628	0.0662678	0.142239	0.0744678	0.0907699	0.188916	0.0792623	0.0924786	0.105329	0.0953458	0.126513	0.108072	0.12822	0.11571	0.118705	0.0610927	0.080694	0.0855088	0.176637	0.0350795	0.0258622	0.0313747	0.0382481	0.0473571	0.0443245	0.0405259	0.0418948	0.055737	0.0718857	0.0248176	0.0280578	0.0280952	0.0228013	0.0273397	0.056765	0.0402532	0.0195756	0.0470196	0.0434344	3.253791
8500	-15799.2	-15810.5	11.3135	0.136806	0.122529	0.101421	0.113289	0.119298	0.0680068	0.133392	0.0694346	0.0973017	0.163292	0.0934041	0.086829	0.101947	0.103645	0.116467	0.136356	0.12822	0.103837	0.131111	0.0848328	0.0921353	0.102903	0.162766	0.0365502	0.0258622	0.0285554	0.0505867	0.059255	0.0333137	0.0344864	0.035657	0.0571568	0.0668493	0.0162319	0.0309437	0.0263134	0.0374534	0.0321037	0.0624416	0.0401743	0.0331742	0.0487847	0.032439	3.357557
8510	-15804.3	-15816.7	12.3903	0.130414	0.0982781	0.0999372	0.0840611	0.12889	0.0906599	0.111283	0.075695	0.0914845	0.158207	0.0798536	0.0907696	0.109086	0.0984673	0.109418	0.138631	0.139481	0.0970243	0.125613	0.0755806	0.10035	0.0680004	0.17446	0.0364511	0.0382078	0.0270608	0.0424628	0.0282231	0.0335864	0.0368598	0.042944	0.0478705	0.0674201	0.0360413	0.0288328	0.0201349	0.0339412	0.0276669	0.0513534	0.042144	0.039913	0.0518486	0.0412723	3.249878
8520	-15808.3	-15820.9	12.6076	0.14183	0.126478	0.0742238	0.102347	0.132238	0.0870175	0.140901	0.0608002	0.0860911	0.153274	0.072473	0.0894246	0.0963623	0.107754	0.122049	0.123195	0.157025	0.0962901	0.125613	0.0692966	0.0790907	0.0987791	0.162304	0.0367543	0.0200706	0.0313529	0.0337117	0.0380002	0.032585	0.0168363	0.0458294	0.0394835	0.0703457	0.0222568	0.0303992	0.0201349	0.0354375	0.0392057	0.0559474	0.0412416	0.0342609	0.042259	0.0371827	3.228152
8530	-15804.5	-15817.4	12.8245	0.13734	0.0911476	0.10454	0.0998454	0.120285	0.0813991	0.140464	0.0667241	0.0955848	0.131933	0.0780098	0.0938734	0.092385	0.112196	0.117014	0.121242	0.124383	0.0940451	0.115449	0.100021	0.0945272	0.0872995	0.189247	0.027682	0.034486	0.0278238	0.0432766	0.0427058	0.0396824	0.0347271	0.0484421	0.0455109	0.0637401	0.0222568	0.0237095	0.0204531	0.0265855	0.0323053	0.0611005	0.0308862	0.0261564	0.0302037	0.0357659	3.206454
8540	-15809.1	-15821.5	12.4514	0.119385	0.0782813	0.0958549	0.113034	0.102233	0.0991882	0.11867	0.0871304	0.0975402	0.152588	0.0690897	0.0925448	0.104843	0.111274	0.108322	0.12509	0.130267	0.121887	0.119902	0.0662657	0.106443	0.0748095	0.199643	0.054764	0.034486	0.0313718	0.0457915	0.0422311	0.0235947	0.0198358	0.0348164	0.0573244	0.0951649	0.00658053	0.0328461	0.0261725	0.0228192	0.0455926	0.0424165	0.0309363	0.0259292	0.0326207	0.0441923	3.243772
8550	-15801.9	-15815.4	13.5115	0.141313	0.096421	0.0958549	0.0992529	0.117945	0.0782304	0.136002	0.0729202	0.0923438	0.155099	0.0741444	0.101968	0.0946354	0.0875257	0.103472	0.124585	0.10753	0.111906	0.119902	0.0835632	0.0926666	0.094666	0.186068	0.0342711	0.0168665	0.0252497	0.0413795	0.0386393	0.0331938	0.0165371	0.0389301	0.0473042	0.0662807	0.00653397	0.0359093	0.0151176	0.0266606	0.0221211	0.0453388	0.0406004	0.025874	0.0428076	0.0501228	3.137754
8560	-15807.3	-15819.3	12.0575	0.159859	0.0994823	0.122934	0.0897285	0.0976288	0.0696245	0.127066	0.0946421	0.0949221	0.177788	0.0720052	0.0852633	0.106214	0.0999827	0.110555	0.120745	0.115676	0.136346	0.123813	0.0835632	0.0909106	0.0735363	0.145021	0.039642	0.0286166	0.0435956	0.0501918	0.0476531	0.0289915	0.024023	0.0353303	0.0595986	0.0590941	0.0153831	0.0317773	0.0228966	0.0313137	0.0338721	0.0866215	0.0396602	0.030575	0.0481874	0.0288336	3.283163
8570	-15806.7	-15819	12.2796	0.151494	0.103466	0.0895526	0.104601	0.129039	0.1036	0.140768	0.0626271	0.104114	0.152383	0.0883498	0.0878116	0.0976574	0.0987242	0.114647	0.123659	0.121407	0.113354	0.1154	0.0725675	0.0890248	0.101025	0.153744	0.0286876	0.0426377	0.0382359	0.0590912	0.0493951	0.0394475	0.0311401	0.0391123	0.0505614	0.0628162	0.0200135	0.0298749	0.0264924	0.0212854	0.030161	0.0364802	0.0353844	0.0194755	0.0496866	0.0319493	3.260944
8580	-15803.9	-15816.4	12.5432	0.124698	0.0936794	0.0897295	0.0942268	0.106735	0.0859334	0.116614	0.0909006	0.0928872	0.185835	0.0840415	0.0878116	0.100068	0.0953865	0.112548	0.12092	0.128556	0.103156	0.117366	0.0854878	0.0954009	0.0837776	0.19593	0.0329744	0.0221658	0.0271958	0.0364004	0.0755609	0.0262374	0.0197645	0.0423341	0.0542844	0.0969166	0.0110073	0.0257406	0.0267563	0.0213269	0.0488606	0.0501478	0.030615	0.0171544	0.0356821	0.0417738	3.234589
8590	-15801.4	-15813.9	12.5035	0.13087	0.115443	0.094691	0.100359	0.093815	0.0858485	0.128584	0.0900606	0.0907416	0.1729	0.0777985	0.0950295	0.0932316	0.0933867	0.109558	0.106251	0.138864	0.106398	0.117366	0.0816065	0.0825205	0.093506	0.157149	0.042008	0.0297322	0.0309805	0.0574715	0.0504049	0.031174	0.0302326	0.04561	0.0420599	0.0627276	0.03883	0.0379523	0.019261	0.0114486	0.0402243	0.0521091	0.0331671	0.0318297	0.0470536	0.0482977	3.238553
8600	-15804.2	-15817.6	13.4378	0.131871	0.075888	0.0980875	0.0970968	0.100673	0.103253	0.110894	0.0900606	0.0944482	0.1729	0.0702578	0.0987242	0.0983841	0.10291	0.142506	0.130819	0.128652	0.108468	0.127257	0.0689157	0.0860768	0.073137	0.167481	0.0379734	0.0131824	0.0192864	0.0372462	0.0421585	0.0293855	0.0260402	0.0293048	0.0390571	0.0648917	0.0133756	0.0448142	0.0217013	0.025418	0.0306739	0.0484144	0.0313548	0.0222993	0.0540102	0.035782	3.145131
8610	-15800.3	-15813.1	12.7957	0.120053	0.0987495	0.101796	0.0922285	0.100032	0.0956547	0.129688	0.102852	0.087549	0.162635	0.090936	0.0684749	0.0898293	0.0917292	0.110921	0.143226	0.112012	0.142024	0.116392	0.0658159	0.100002	0.0799466	0.181591	0.043858	0.0253342	0.0206819	0.0369171	0.0505606	0.0284543	0.0221186	0.0338849	0.0480079	0.0751431	0.0185418	0.035171	0.024904	0.0294251	0.0262166	0.0491304	0.0256042	0.0344741	0.0586558	0.0381175	3.20934
8620	-15800.2	-15812.4	12.1878	0.125876	0.104939	0.102152	0.0933107	0.125839	0.0817603	0.134519	0.0702036	0.112328	0.143273	0.0928545	0.07768	0.098781	0.0917292	0.128373	0.12435	0.119997	0.13522	0.124715	0.0783897	0.0903084	0.0908517	0.171881	0.0428643	0.0225023	0.0254108	0.0369171	0.0374844	0.0341361	0.0221186	0.0338849	0.0497226	0.0757554	0.0215672	0.0450828	0.0288928	0.0260899	0.0321711	0.0536688	0.0398436	0.0441447	0.0470971	0.0314408	3.270128
8630	-15795.2	-15807.7	12.4935	0.124962	0.104939	0.100733	0.101052	0.115876	0.0718566	0.12127	0.0831562	0.10347	0.17226	0.0765688	0.0938234	0.0994773	0.0858682	0.128454	0.118248	0.141527	0.104512	0.124	0.0790403	0.0966241	0.0784133	0.185096	0.0355393	0.0158572	0.0220143	0.0396073	0.0468646	0.0358309	0.0315876	0.0338849	0.0461314	0.0810334	0.0244626	0.0284524	0.0196019	0.0266797	0.0275305	0.053842	0.0422913	0.0413903	0.0423363	0.0333956	3.239561
8640	-15804.5	-15817.4	12.901	0.130379	0.107285	0.108888	0.0919358	0.110598	0.0718566	0.110932	0.0790353	0.088438	0.160659	0.0900915	0.0769346	0.0954571	0.0730864	0.106648	0.125003	0.131775	0.127152	0.127059	0.0735635	0.0966241	0.0857634	0.186363	0.0343735	0.00389861	0.0256625	0.0428293	0.0503783	0.0280451	0.0286345	0.0433312	0.046473	0.0741651	0.0237717	0.0403294	0.0205927	0.0206384	0.0306686	0.0438657	0.0370813	0.0255027	0.068456	0.0545872	3.198811
8650	-15806.3	-15819.2	12.879	0.130379	0.103327	0.0993368	0.10688	0.112467	0.0968162	0.151215	0.0820145	0.0994522	0.159779	0.0670297	0.078896	0.104745	0.109936	0.0964676	0.134034	0.132396	0.117482	0.130228	0.0656933	0.0697261	0.07958	0.175953	0.0285337	0.0104948	0.0347462	0.0370206	0.0373119	0.0302729	0.0327039	0.0396	0.0349263	0.0589018	0.03451	0.0427765	0.0218452	0.0324547	0.0263439	0.070197	0.0338107	0.0204862	0.0399866	0.0302528	3.201011
8660	-15815	-15826.9	11.9215	0.125934	0.105737	0.10355	0.0957794	0.114464	0.10844	0.146098	0.0668558	0.118025	0.181156	0.0872282	0.0752763	0.0978433	0.100265	0.118882	0.101635	0.154004	0.111192	0.107561	0.091388	0.111681	0.0903483	0.153965	0.0393298	0.0124136	0.0452814	0.0296554	0.0449189	0.0261602	0.0193736	0.0420124	0.0420595	0.0873366	0.0188199	0.0276395	0.0310166	0.0249958	0.0317597	0.0326021	0.040896	0.0221891	0.0782122	0.0327775	3.296758
8670	-15813	-15825.8	12.7638	0.121103	0.0959778	0.0753768	0.110668	0.109407	0.076293	0.120997	0.0820015	0.0906594	0.180169	0.0954025	0.090591	0.0990649	0.0895961	0.114527	0.116966	0.119343	0.126253	0.123656	0.0799841	0.0751771	0.0837375	0.153965	0.0428467	0.0302723	0.0349209	0.0384204	0.0519038	0.0356147	0.0175139	0.0346626	0.0540734	0.100199	0.0135644	0.0297451	0.00755617	0.0272601	0.0246621	0.0705305	0.0398916	0.0229422	0.0467675	0.0582605	3.212524
8680	-15801.5	-15814.1	12.6706	0.137269	0.100143	0.103253	0.0842534	0.122444	0.0873625	0.134291	0.0777629	0.112259	0.180169	0.0808632	0.0992437	0.0843206	0.088761	0.0940181	0.13641	0.134854	0.113134	0.103251	0.069729	0.0787268	0.0860003	0.168074	0.0313281	0.041725	0.0265492	0.0336831	0.0361326	0.0238608	0.0237863	0.0414223	0.0494736	0.0830196	0.0196841	0.030573	0.0307167	0.0260063	0.0319266	0.0631914	0.0300131	0.0377977	0.0482897	0.0360713	3.221844
8690	-15798.7	-15811.6	12.8828	0.132272	0.0950286	0.111948	0.11609	0.122829	0.0925094	0.106806	0.0887241	0.0882814	0.179864	0.0784771	0.0821627	0.106217	0.0936731	0.110715	0.140811	0.121163	0.0938124	0.141635	0.0557515	0.0930236	0.0894187	0.151764	0.0388691	0.0294405	0.0359671	0.0410485	0.0470452	0.0396528	0.0174966	0.0399204	0.0547615	0.0808114	0.0153539	0.0297434	0.0171441	0.0205836	0.0302046	0.044906	0.0311859	0.0283655	0.0335773	0.0315691	3.200625
