Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
2510	-15798.7	-15811.2	12.434	0.111199	0.109598	0.0891492	0.112535	0.117799	0.0963583	0.137913	0.0779298	0.101569	0.166474	0.0840908	0.0822055	0.107233	0.0931368	0.101708	0.140965	0.150405	0.121915	0.110248	0.0823345	0.094862	0.0892055	0.175771	0.0363069	0.0284403	0.0180461	0.0424015	0.0473915	0.0339856	0.0365954	0.0376307	0.056311	0.0970537	0.0162564	0.012597	0.0244983	0.0248916	0.0334309	0.0342525	0.0150064	0.0286225	0.0366536	0.0305363	3.245511
2520	-15805.1	-15817.7	12.5343	0.152519	0.108446	0.0962134	0.106792	0.114218	0.0838708	0.128709	0.0789532	0.0979561	0.198206	0.0713383	0.0996438	0.104673	0.0811951	0.104229	0.134645	0.124652	0.130792	0.111842	0.065694	0.0809134	0.0857811	0.142561	0.0348466	0.0201572	0.0278604	0.0533196	0.0515818	0.0435732	0.0237749	0.050624	0.0558096	0.0589369	0.0239557	0.0327758	0.0213575	0.0171705	0.0274068	0.0642239	0.022955	0.0250285	0.0457406	0.0305363	3.235478
2530	-15810.3	-15823.2	12.8815	0.158103	0.0963116	0.100147	0.115239	0.145269	0.0546665	0.130347	0.0863655	0.0780468	0.159444	0.0712425	0.079003	0.0949526	0.0910983	0.112815	0.118767	0.128277	0.103521	0.139212	0.0704623	0.0817318	0.106709	0.178862	0.0304109	0.0387959	0.0213672	0.0396642	0.047167	0.0284164	0.0357039	0.0333055	0.0472802	0.0720378	0.0163068	0.020232	0.0275417	0.0244058	0.0236319	0.0600274	0.0225322	0.0166446	0.0544595	0.0402369	3.20076
2540	-15809	-15821.4	12.3902	0.123871	0.10213	0.125737	0.111722	0.105533	0.101644	0.143341	0.0881374	0.109432	0.160637	0.0846501	0.0817606	0.0962793	0.106249	0.107912	0.125585	0.121403	0.0920049	0.139212	0.0845719	0.0808693	0.0974246	0.158007	0.0340587	0.00961052	0.0210175	0.0307636	0.0489657	0.0344173	0.0206273	0.0483578	0.039724	0.0793834	0.019906	0.0273164	0.0410335	0.0281022	0.0232313	0.0544487	0.00907948	0.0423031	0.0544595	0.0349703	3.249889
2550	-15802.7	-15814.9	12.177	0.138137	0.0968979	0.103778	0.11419	0.101142	0.0862642	0.155568	0.0813824	0.113263	0.184365	0.0706361	0.0785989	0.0971029	0.0821732	0.110771	0.116186	0.136403	0.118242	0.11912	0.0928044	0.0834206	0.0760408	0.157073	0.0317729	0.0334926	0.0293833	0.0402331	0.0449448	0.0540451	0.0233837	0.0415367	0.0496258	0.0780498	0.0194172	0.0314454	0.0308422	0.0231181	0.0326965	0.0571222	0.0241242	0.0222034	0.0555556	0.0346594	3.271211
2560	-15810.3	-15822.6	12.2621	0.137332	0.140662	0.119486	0.111761	0.102425	0.0765472	0.119353	0.0702789	0.121545	0.160522	0.0673485	0.0856374	0.104089	0.104598	0.106227	0.115067	0.114067	0.109179	0.114578	0.0811854	0.100815	0.0974034	0.156064	0.0387804	0.0144823	0.0205328	0.0509992	0.0459305	0.0336122	0.0336683	0.0463478	0.0534094	0.0728379	0.0155734	0.0246253	0.0391096	0.0244591	0.0357553	0.0386123	0.0279078	0.0359987	0.0640201	0.0298632	3.262696
2570	-15809	-15822.1	13.1462	0.137447	0.119056	0.0898342	0.0811156	0.102432	0.0892314	0.109546	0.0817306	0.0905402	0.166681	0.0910236	0.0901182	0.116612	0.0858627	0.108738	0.130391	0.128753	0.103656	0.0945385	0.0921992	0.0970327	0.0738518	0.144653	0.0505099	0.0107671	0.0203321	0.0396723	0.0480296	0.0271592	0.0312114	0.0477624	0.0534094	0.0824818	0.0188696	0.0319202	0.0288523	0.0276315	0.0372041	0.0576284	0.0244264	0.0402459	0.0382429	0.0328875	3.174288
2580	-15804.1	-15817.2	13.0179	0.132014	0.114672	0.0784086	0.0994222	0.0867511	0.0818074	0.142695	0.0836844	0.0905402	0.159676	0.0711357	0.087261	0.108317	0.106499	0.11655	0.109726	0.116469	0.0957735	0.123028	0.0716455	0.0956204	0.0891933	0.169748	0.0325119	0.0227514	0.046534	0.0531253	0.0612134	0.0287515	0.0195752	0.0453488	0.055202	0.0824818	0.00761204	0.0319202	0.0297802	0.0190885	0.0338466	0.059093	0.0146928	0.0302569	0.0474899	0.035204	3.187117
2590	-15806.8	-15819.9	13.0183	0.1305	0.113847	0.0942715	0.107872	0.127598	0.0767194	0.122146	0.0907551	0.0925615	0.131888	0.0658685	0.0740353	0.0994688	0.0935453	0.10496	0.133231	0.125413	0.122961	0.107076	0.0915607	0.0848798	0.0831995	0.180958	0.0458912	0.0184129	0.0314467	0.0423801	0.0511582	0.0248099	0.0204332	0.0294805	0.0620428	0.0758443	0.0193635	0.0278466	0.0265759	0.0268486	0.037718	0.0554407	0.0375344	0.0250306	0.0395619	0.0339413	3.187075
2600	-15803	-15815.2	12.2119	0.115702	0.117034	0.118188	0.10281	0.12274	0.0874246	0.111971	0.0759521	0.08741	0.172487	0.0756896	0.0731398	0.10396	0.0871132	0.122398	0.111217	0.126503	0.115753	0.12981	0.094884	0.0879696	0.0987707	0.165518	0.033119	0.0283167	0.0272081	0.0378218	0.0488228	0.0345768	0.0290125	0.041246	0.0671717	0.0739964	0.0168745	0.019342	0.027715	0.0166954	0.0265056	0.0601173	0.021471	0.0447084	0.060589	0.0479672	3.267721
2610	-15815	-15826.9	11.9306	0.119288	0.0955069	0.0872782	0.103164	0.132523	0.0790084	0.14104	0.0897486	0.097876	0.210088	0.0693071	0.0746386	0.116675	0.0881282	0.121191	0.119844	0.123253	0.136137	0.125367	0.0610641	0.101933	0.0776356	0.194711	0.0319655	0.0283167	0.0113319	0.0604531	0.0507332	0.0235663	0.0153927	0.041509	0.0617853	0.0608374	0.0168745	0.0422893	0.0205762	0.0191756	0.0241048	0.0563619	0.0373098	0.0327863	0.0513338	0.0437448	3.295852
2620	-15811.7	-15824.9	13.21	0.123317	0.106846	0.0931823	0.0960974	0.108231	0.0941796	0.11824	0.0926223	0.0795367	0.169962	0.0815852	0.0758966	0.0926258	0.0860361	0.0956057	0.120535	0.129726	0.1088	0.127575	0.0648667	0.0904894	0.0914381	0.168037	0.0324068	0.0156257	0.0224849	0.0438394	0.0456538	0.0469808	0.0246584	0.0496794	0.0566066	0.0746039	0.0417288	0.0315076	0.0217962	0.0192739	0.0316697	0.0658096	0.00845221	0.0159512	0.0728487	0.0308972	3.167905
2630	-15807.6	-15820.7	13.0986	0.134292	0.122063	0.0860287	0.0890156	0.108231	0.0729082	0.116547	0.0902842	0.0925134	0.170094	0.066202	0.079412	0.0858967	0.0776302	0.126324	0.149026	0.131907	0.104415	0.144718	0.0759821	0.0902364	0.0888176	0.150414	0.0343079	0.0234151	0.0238693	0.0526112	0.0302217	0.0382853	0.025331	0.0501541	0.0591978	0.0668635	0.0138876	0.0341529	0.0250332	0.036157	0.0367558	0.060529	0.0170401	0.0208403	0.0543978	0.0230385	3.179047
2640	-15803.3	-15816.1	12.8451	0.124865	0.107973	0.103679	0.0944366	0.130523	0.0850496	0.113868	0.0822477	0.102929	0.153022	0.0839179	0.0695287	0.0871507	0.0741556	0.116038	0.13015	0.113262	0.121395	0.118117	0.0759844	0.10493	0.0833652	0.172486	0.034951	0.027187	0.0287401	0.0435045	0.0407902	0.0238339	0.0302914	0.0277515	0.0434688	0.0652496	0.0138876	0.0300078	0.0294106	0.0528167	0.0399707	0.060529	0.0303124	0.0373808	0.0632821	0.0319545	3.204395
2650	-15809.4	-15821.8	12.386	0.127674	0.109049	0.10736	0.0855469	0.132424	0.0928488	0.117232	0.0725835	0.0891426	0.148186	0.0842049	0.100527	0.0999016	0.116747	0.110676	0.101067	0.1226	0.103316	0.110801	0.0865796	0.0851832	0.0949867	0.172465	0.0438882	0.0277383	0.0249074	0.0524528	0.0319969	0.0251085	0.0243164	0.0538513	0.0718264	0.071571	0.0164102	0.0448599	0.0449273	0.025953	0.0262452	0.058897	0.0175078	0.0242757	0.0601852	0.0322847	3.250304
2660	-15809.8	-15822.9	13.0506	0.132648	0.111589	0.0786507	0.0996862	0.110405	0.085236	0.133068	0.0857116	0.092234	0.149135	0.0773132	0.0967261	0.093699	0.0797221	0.118481	0.149051	0.117321	0.101914	0.119328	0.0879214	0.0911732	0.0628701	0.173678	0.0437933	0.0260966	0.0160409	0.0602969	0.0445829	0.0380135	0.0375076	0.044718	0.0416572	0.0608383	0.00814774	0.0412949	0.0268263	0.0214236	0.0302963	0.0455998	0.02877	0.0224319	0.0719432	0.0260042	3.183846
2670	-15807.9	-15820.2	12.3211	0.114597	0.0859676	0.106999	0.0990598	0.10036	0.0767882	0.115129	0.0848661	0.0931048	0.170679	0.084126	0.0873217	0.0895888	0.0911443	0.109112	0.122155	0.146333	0.111238	0.118508	0.0846533	0.0973841	0.0930913	0.191063	0.0251004	0.0228272	0.0241707	0.0291476	0.0421983	0.0410025	0.0317851	0.0441415	0.0667303	0.0716479	0.022715	0.0276878	0.0126241	0.026416	0.0385671	0.0681534	0.0231388	0.0514399	0.0673566	0.0466778	3.256798
2680	-15804.6	-15817.5	12.9448	0.112578	0.116415	0.108723	0.0973122	0.119344	0.0649271	0.125469	0.0762253	0.0987132	0.159741	0.0617537	0.0916394	0.0790472	0.118283	0.101676	0.12026	0.145646	0.132198	0.119933	0.0842858	0.0785987	0.090552	0.158021	0.0420466	0.0241478	0.0213624	0.0414532	0.0341851	0.0337581	0.0277666	0.0325588	0.0508231	0.0783303	0.0238095	0.0298071	0.0410437	0.0187652	0.0294432	0.0523638	0.034099	0.0319928	0.0525008	0.0328348	3.194432
2690	-15805.2	-15817.2	12.0304	0.123123	0.100201	0.100839	0.0936671	0.104694	0.0864165	0.136609	0.0667895	0.122378	0.200894	0.0805303	0.0648228	0.114124	0.086237	0.123169	0.12653	0.124926	0.132802	0.128467	0.0815754	0.0825157	0.0954023	0.161456	0.0390531	0.0136021	0.0250738	0.039186	0.0430079	0.0354172	0.0176472	0.053667	0.0400699	0.102462	0.016661	0.0236404	0.0357103	0.0218509	0.0420193	0.0580063	0.0230926	0.0334425	0.0444724	0.0396135	3.285864
2700	-15807.6	-15820.7	13.0704	0.124126	0.107322	0.0825515	0.105338	0.116068	0.0780229	0.126849	0.0689569	0.102419	0.20905	0.0725883	0.0736022	0.0831671	0.0858127	0.114198	0.130928	0.123146	0.136295	0.125152	0.0528008	0.107454	0.0998539	0.161456	0.0404158	0.012762	0.0105942	0.0488141	0.0505231	0.0399276	0.0222008	0.0450205	0.0505487	0.0798188	0.0158296	0.0374421	0.016743	0.0361653	0.0240134	0.0374357	0.0159415	0.0280267	0.0486507	0.0338328	3.181864
2710	-15813.4	-15826.2	12.7814	0.0948894	0.105009	0.0968004	0.098369	0.0997928	0.0822374	0.104426	0.0810965	0.102419	0.185851	0.0750182	0.0971393	0.104618	0.0964265	0.119611	0.129768	0.114588	0.121194	0.103768	0.0902507	0.0835727	0.0747412	0.164832	0.0274944	0.0292391	0.0316777	0.0388848	0.0646576	0.0441263	0.0303987	0.0576494	0.0424609	0.0859192	0.0321624	0.0386523	0.0228661	0.0244078	0.0414733	0.0365767	0.025853	0.0331615	0.0530505	0.0236399	3.210771
2720	-15809.1	-15821.6	12.4986	0.129104	0.103919	0.0858037	0.103957	0.108605	0.0940688	0.13673	0.0634785	0.0913844	0.180964	0.0944579	0.092866	0.102086	0.0920711	0.128342	0.111996	0.155945	0.129206	0.126678	0.0742904	0.0898976	0.0774862	0.172459	0.0400901	0.0209315	0.0130856	0.035583	0.033926	0.0260575	0.0256757	0.0528228	0.0344656	0.105016	0.0174852	0.0315243	0.0117805	0.0216043	0.0407799	0.0470055	0.0320678	0.0237766	0.0503591	0.0292142	3.239048
2730	-15802.5	-15814.5	11.9523	0.13934	0.0872545	0.101851	0.128448	0.106794	0.0795726	0.12746	0.0760596	0.0930442	0.177355	0.0864632	0.0911145	0.104085	0.10884	0.113323	0.159394	0.145048	0.111961	0.134279	0.0771698	0.0873102	0.093898	0.159455	0.0408752	0.0161284	0.00766561	0.03927	0.0434726	0.0350476	0.0456964	0.0379454	0.0446906	0.0751332	0.0158994	0.0275369	0.0358262	0.0240325	0.032869	0.0633776	0.034751	0.0219071	0.0333623	0.0286712	3.293678
2740	-15800.4	-15812.7	12.2304	0.13934	0.10162	0.0980108	0.0987736	0.111782	0.0789642	0.152099	0.0964139	0.108535	0.163374	0.0839516	0.0898736	0.104085	0.100401	0.110271	0.128585	0.121132	0.0958765	0.118255	0.0724318	0.090369	0.0924333	0.170783	0.041617	0.0185145	0.0165905	0.0418647	0.0474881	0.042557	0.0247532	0.0591229	0.0628574	0.0696735	0.0225401	0.0349041	0.0301704	0.0131385	0.0177491	0.058496	0.0246012	0.0350491	0.0380276	0.0387897	3.265865
2750	-15793.6	-15807.3	13.7031	0.106636	0.0981477	0.102897	0.104164	0.0934464	0.0760439	0.131157	0.075178	0.0825698	0.159655	0.0702785	0.0875723	0.0905865	0.0959391	0.116657	0.130555	0.118766	0.11376	0.115938	0.0748782	0.0820112	0.0823317	0.177026	0.0394365	0.0233979	0.0161169	0.0462367	0.0553794	0.0309549	0.0205369	0.0339397	0.0516221	0.089049	0.0131158	0.0267454	0.0193721	0.030807	0.0309247	0.0466515	0.0293852	0.035605	0.0537986	0.039323	3.118593
2760	-15795.1	-15807.8	12.6751	0.124448	0.105609	0.107048	0.117984	0.118668	0.0801064	0.127569	0.0742704	0.0910181	0.188127	0.0813191	0.0845699	0.104054	0.0935855	0.106595	0.119401	0.113099	0.109554	0.109167	0.0702226	0.0927105	0.0833462	0.194754	0.0409874	0.0157729	0.0164566	0.0317347	0.0484194	0.0400319	0.0309088	0.0360026	0.0505229	0.0745546	0.0292656	0.0304573	0.0195756	0.0275951	0.0289518	0.0683735	0.0157504	0.0328188	0.0491365	0.0368575	3.221401
2770	-15805.6	-15818.2	12.6405	0.113175	0.0978435	0.098672	0.0989027	0.119409	0.0813966	0.132273	0.093404	0.106505	0.192771	0.0834259	0.0716043	0.0933944	0.0952254	0.103218	0.142969	0.135193	0.102724	0.108149	0.0736672	0.0860797	0.0690894	0.177092	0.0295958	0.0273976	0.0136578	0.0527236	0.0796275	0.0271891	0.0195105	0.0402709	0.0552586	0.0695064	0.0314628	0.0299695	0.0254682	0.0185328	0.0312791	0.0460262	0.0401378	0.0323855	0.0444218	0.0342572	3.224861
2780	-15803.4	-15816.8	13.3822	0.10861	0.0978527	0.0817138	0.0989027	0.106537	0.0802591	0.11994	0.0830017	0.0970543	0.170243	0.064571	0.0906686	0.102746	0.115227	0.123921	0.126568	0.135603	0.123269	0.117021	0.0625494	0.100417	0.0796771	0.143949	0.0303511	0.0153668	0.0136328	0.0352266	0.049701	0.0242904	0.0178004	0.0297675	0.0474457	0.105512	0.0247469	0.032433	0.0337698	0.0196646	0.0436826	0.0506201	0.0209052	0.0398977	0.0461525	0.0394162	3.150684
2790	-15804.3	-15817.1	12.8608	0.134189	0.106903	0.11993	0.0897616	0.122779	0.075388	0.127323	0.075494	0.0798963	0.169074	0.0734206	0.0867682	0.107118	0.108191	0.114323	0.124946	0.121958	0.143427	0.131569	0.078664	0.0881571	0.0816776	0.16022	0.0288087	0.0235631	0.0174938	0.0334188	0.0360159	0.0436439	0.0243571	0.0341477	0.0304552	0.0925136	0.0351535	0.032433	0.0307325	0.0293156	0.0240147	0.0394231	0.0252462	0.0280132	0.0464348	0.0264661	3.202827
2800	-15798.5	-15811	12.4812	0.134189	0.100211	0.118231	0.102698	0.107966	0.104485	0.121738	0.0771686	0.0897811	0.169074	0.0858278	0.0741788	0.123029	0.0949903	0.123746	0.115087	0.13898	0.111918	0.120618	0.0636899	0.0899613	0.0928704	0.153128	0.0348405	0.0144403	0.0159747	0.0491246	0.0556666	0.0382883	0.0216442	0.0368858	0.0440616	0.0802148	0.020582	0.0335881	0.0381544	0.0159946	0.0341415	0.0562522	0.0225781	0.0453033	0.0358876	0.0335942	3.240783
2810	-15806	-15818.1	12.091	0.120277	0.0965632	0.112249	0.117264	0.0991317	0.0819695	0.122048	0.0733959	0.105809	0.198569	0.102809	0.0836966	0.0977309	0.101917	0.128363	0.109399	0.116922	0.135143	0.135892	0.082751	0.0883195	0.0862613	0.154725	0.0254248	0.00891911	0.00945153	0.0575037	0.045481	0.0317949	0.0314608	0.0451534	0.047933	0.0775381	0.0242209	0.0331455	0.0231669	0.0395601	0.0294642	0.058323	0.0270413	0.0235624	0.0522471	0.0372147	3.279811
2820	-15807.1	-15819.2	12.0689	0.143505	0.0965632	0.0859223	0.0865664	0.111322	0.0811889	0.122573	0.079207	0.0969603	0.174117	0.083074	0.0822542	0.0954676	0.0779131	0.12751	0.1415	0.153626	0.110268	0.13492	0.0929724	0.0954634	0.0813154	0.21144	0.0397342	0.0173193	0.0177925	0.0430317	0.0414564	0.0437527	0.0273693	0.0312524	0.047553	0.0822877	0.0257619	0.0233912	0.0210387	0.0418443	0.0325008	0.0454851	0.0239359	0.0257699	0.0438868	0.0412091	3.282023
2830	-15809.8	-15822.1	12.3587	0.152233	0.113853	0.103212	0.122419	0.119151	0.0851246	0.131026	0.0703319	0.0907106	0.156946	0.08666	0.0935397	0.091572	0.0779131	0.119123	0.138505	0.11718	0.101254	0.133428	0.0583256	0.117571	0.0929691	0.160085	0.0357802	0.0268063	0.0367095	0.037393	0.0582582	0.0235506	0.0134444	0.051824	0.0573632	0.0677471	0.0197887	0.0170752	0.0314963	0.0211138	0.0305746	0.0497918	0.0241764	0.030835	0.044965	0.0412091	3.253034
2840	-15805.9	-15818.3	12.4445	0.136012	0.0917147	0.0892551	0.101955	0.103489	0.0818602	0.122403	0.082249	0.0868798	0.159352	0.08666	0.0750927	0.101979	0.108558	0.104928	0.132993	0.15684	0.0940896	0.113807	0.0871049	0.0814365	0.101813	0.17063	0.0450505	0.0249424	0.0121835	0.0445514	0.0463489	0.0408096	0.0184175	0.0347485	0.0691273	0.0670717	0.0184671	0.0280744	0.0303757	0.0453677	0.0456304	0.0502291	0.026564	0.0439876	0.0354928	0.04592	3.244461
2850	-15802.7	-15815.7	13.0065	0.127325	0.120075	0.0969731	0.115551	0.108269	0.0755085	0.129198	0.0861459	0.107905	0.165032	0.0819143	0.0781794	0.0893214	0.101573	0.0961656	0.123517	0.123329	0.0987665	0.102167	0.0739512	0.0747903	0.0873674	0.16015	0.0467828	0.0240024	0.0287521	0.0396674	0.0471684	0.0451432	0.0256991	0.025375	0.0605074	0.0835239	0.0196978	0.0278928	0.0399007	0.0266042	0.0212549	0.0500693	0.0273098	0.0233042	0.0472451	0.0551854	3.188261
2860	-15807	-15819.7	12.6691	0.138025	0.0969389	0.122752	0.102889	0.0944277	0.0714306	0.106286	0.0862052	0.094441	0.16872	0.0610219	0.093687	0.0903734	0.0912	0.112716	0.139252	0.121807	0.129585	0.136082	0.0679783	0.0907288	0.078794	0.160753	0.0237094	0.043908	0.0231047	0.0560816	0.0664639	0.0306182	0.0231886	0.0384883	0.0552125	0.0875437	0.0293075	0.0215044	0.0274275	0.02462	0.0328759	0.0453763	0.0226035	0.0367346	0.041804	0.0353313	3.222
2870	-15806.9	-15818.8	11.9539	0.154028	0.0999885	0.115077	0.103895	0.108863	0.0730852	0.135412	0.0826828	0.116177	0.17844	0.0702369	0.0708289	0.101726	0.11385	0.127921	0.12032	0.104971	0.12686	0.107054	0.0849068	0.0874759	0.0758533	0.174197	0.0380519	0.0203536	0.00853478	0.0443858	0.047404	0.0307511	0.024194	0.0515815	0.0472488	0.0891027	0.0326743	0.0295254	0.0274275	0.0233228	0.0393173	0.0445426	0.0176522	0.0340705	0.0564959	0.053034	3.293522
2880	-15798.8	-15810.7	11.9249	0.114373	0.113092	0.109416	0.0977375	0.108863	0.0860918	0.125629	0.0825804	0.104716	0.184703	0.0718193	0.0917457	0.0891797	0.0986263	0.114752	0.129503	0.130069	0.123488	0.11984	0.0754647	0.0993227	0.0836823	0.183014	0.0344188	0.0291273	0.0243055	0.0524186	0.0567358	0.0256582	0.0315419	0.035249	0.0704853	0.0829994	0.0181689	0.018358	0.0210028	0.0302898	0.0296119	0.0649078	0.0158889	0.0440028	0.0439798	0.0295583	3.296418
2890	-15802.2	-15815.3	13.1755	0.0894308	0.107143	0.0923087	0.12708	0.110245	0.0656438	0.113074	0.074113	0.104343	0.162672	0.0840327	0.089245	0.11086	0.0919505	0.101811	0.122172	0.130494	0.103517	0.134007	0.0701716	0.0947002	0.0933387	0.168235	0.0398421	0.0232707	0.0145737	0.0565118	0.0509186	0.0225263	0.0324924	0.0451391	0.0390521	0.0609411	0.0176628	0.0329172	0.0264937	0.0308602	0.0381461	0.0552726	0.0285363	0.0336837	0.0450685	0.0368587	3.171357
2900	-15798.7	-15811.1	12.4058	0.12267	0.101774	0.0961407	0.0958428	0.11519	0.0623167	0.133014	0.075971	0.0993239	0.179582	0.0699228	0.089245	0.0853266	0.106759	0.114097	0.124056	0.124352	0.109581	0.118774	0.0785344	0.0998256	0.0944741	0.157241	0.0404831	0.0398271	0.0242716	0.047594	0.0441247	0.0403002	0.0248377	0.0424084	0.0560027	0.0676324	0.017477	0.0351513	0.033871	0.039275	0.0342596	0.0460287	0.020831	0.0387011	0.0521782	0.0490552	3.248323
2910	-15801.8	-15815.3	13.5107	0.12267	0.105039	0.0888454	0.122709	0.111725	0.0883548	0.105813	0.0789089	0.0944954	0.166452	0.0990677	0.0868553	0.0972622	0.0865853	0.097478	0.120516	0.1178	0.0913507	0.107623	0.0658766	0.0986907	0.0987715	0.168548	0.0371983	0.027807	0.0245317	0.0441457	0.047815	0.0345826	0.0248377	0.0433166	0.030195	0.0974634	0.0153737	0.0243718	0.0229187	0.0205952	0.0203999	0.0585886	0.0303905	0.0286305	0.0446994	0.0385358	3.137834
2920	-15801.5	-15815.1	13.6145	0.112111	0.0991289	0.103034	0.108116	0.117528	0.0924143	0.12417	0.0771593	0.0803608	0.143278	0.0774802	0.0768349	0.106895	0.0872028	0.129448	0.135127	0.104995	0.10942	0.112595	0.0728096	0.0895893	0.0683801	0.174361	0.0356595	0.0308183	0.0100645	0.038941	0.0560799	0.0259385	0.0344016	0.0491002	0.041277	0.0944346	0.0180336	0.0214772	0.0250227	0.0322538	0.0250609	0.0520103	0.0233037	0.0221267	0.0521264	0.0368855	3.127455
2930	-15799.1	-15811.7	12.6691	0.117847	0.109397	0.0759226	0.101701	0.11753	0.0779044	0.126744	0.0866003	0.115381	0.187505	0.0868891	0.0861299	0.102201	0.0929742	0.120653	0.128742	0.140098	0.106658	0.113118	0.073785	0.0865225	0.0763134	0.176423	0.0480469	0.031972	0.0212806	0.0453851	0.0362017	0.0268451	0.0270924	0.0262195	0.0452206	0.0728297	0.0160712	0.0232293	0.0301591	0.0247235	0.0345531	0.0707532	0.0262439	0.0388086	0.040788	0.0285342	3.221998
2940	-15804.2	-15817.1	12.9107	0.117278	0.125224	0.0950167	0.0925767	0.10371	0.0754951	0.131743	0.0818548	0.0845315	0.158645	0.08352	0.0809905	0.113968	0.110597	0.120705	0.127144	0.116187	0.124413	0.128957	0.0675106	0.0684955	0.08869	0.159144	0.0486311	0.0372314	0.014393	0.0556673	0.0416277	0.0303575	0.0284784	0.0406503	0.0523743	0.0834241	0.0255115	0.0335672	0.0212892	0.0174361	0.0447238	0.0464841	0.0145633	0.0243642	0.0361038	0.0445603	3.197835
2950	-15817.8	-15830.1	12.3283	0.120927	0.122327	0.0745568	0.113452	0.120786	0.0812812	0.146519	0.0782518	0.0984651	0.184633	0.0967842	0.0810466	0.0941968	0.0830004	0.106102	0.122637	0.136716	0.126377	0.132473	0.0626213	0.0719119	0.0756906	0.170984	0.0600613	0.0414743	0.0101803	0.0506746	0.0358686	0.0500428	0.0284784	0.0437936	0.0491195	0.0963527	0.0162942	0.0158485	0.0225976	0.021354	0.0232902	0.0702028	0.0212743	0.00931509	0.0489647	0.0391479	3.256075
2960	-15798.4	-15810.9	12.4375	0.116265	0.1044	0.110291	0.115377	0.115209	0.0754417	0.133823	0.0965958	0.108276	0.183572	0.0728505	0.0804395	0.0986613	0.0987539	0.110372	0.132851	0.115589	0.121842	0.118391	0.0716027	0.0863697	0.0764822	0.168003	0.0406807	0.0186206	0.0124372	0.0523201	0.0509876	0.0386976	0.0332304	0.0476486	0.0399348	0.0714916	0.0269887	0.0191734	0.0380416	0.0276031	0.0262404	0.0615917	0.0226717	0.0224171	0.0513241	0.0315946	3.245156
2970	-15804.5	-15816.9	12.4066	0.152843	0.103087	0.086718	0.106653	0.115209	0.103262	0.135734	0.0548818	0.101635	0.164514	0.0840852	0.0901744	0.0990961	0.0929421	0.106318	0.159993	0.11091	0.12193	0.12761	0.0732066	0.0849659	0.076107	0.158566	0.0463766	0.0193567	0.0263732	0.0373173	0.0538335	0.0272157	0.0241078	0.0319384	0.0603309	0.0890925	0.017993	0.0332733	0.0297756	0.0331534	0.0223579	0.0451112	0.0248187	0.0205963	0.0491139	0.0456749	3.248252
2980	-15800.3	-15813.3	13.0381	0.133398	0.124527	0.0948576	0.0980517	0.12072	0.07204	0.13163	0.0870588	0.0934224	0.154346	0.0807589	0.0755805	0.110265	0.0851965	0.10772	0.121046	0.122488	0.109235	0.110394	0.106465	0.102854	0.0787182	0.186019	0.0283718	0.0227638	0.0189501	0.0409129	0.0416297	0.0394699	0.0176995	0.0435521	0.0393908	0.0942498	0.0105674	0.0328185	0.0244561	0.0231132	0.0287403	0.0492563	0.0270302	0.0207374	0.0420995	0.0324953	3.185097
2990	-15802.6	-15815	12.3278	0.138717	0.116277	0.10812	0.110221	0.1012	0.110104	0.135861	0.0741616	0.116441	0.157802	0.076637	0.0796513	0.113612	0.087183	0.0969459	0.139125	0.127558	0.103745	0.107023	0.0698169	0.0887143	0.0918483	0.170993	0.0325403	0.0227974	0.0137765	0.0389842	0.0550866	0.0331857	0.0264378	0.0426156	0.0602318	0.0991818	0.021076	0.019502	0.0232766	0.0196637	0.0262686	0.0528262	0.0281561	0.020751	0.0556237	0.0423881	3.256126
3000	-15801.1	-15814.5	13.3343	0.110813	0.0972583	0.085545	0.115482	0.097021	0.0988897	0.136544	0.0651998	0.0883203	0.16583	0.0872141	0.0829304	0.0852808	0.0952937	0.102281	0.129594	0.13549	0.106652	0.122185	0.0655596	0.105645	0.0951541	0.151989	0.0298195	0.0144555	0.0121626	0.0528797	0.0332298	0.0384707	0.0254609	0.0384436	0.0502789	0.0814374	0.021076	0.036254	0.0317593	0.0332813	0.0359168	0.0342997	0.0369068	0.0395799	0.0418006	0.0417896	3.155474
3010	-15808.5	-15820	11.5361	0.134837	0.118146	0.117241	0.123407	0.114431	0.0921542	0.10844	0.0939319	0.112374	0.159091	0.0840084	0.0875002	0.0992218	0.111178	0.123252	0.114587	0.131052	0.117413	0.115489	0.0865303	0.096337	0.0844773	0.14021	0.0380488	0.0125186	0.0253356	0.0572764	0.0562586	0.025935	0.0404783	0.0537061	0.0494711	0.0657038	0.0230641	0.0428738	0.0325113	0.0200798	0.0269572	0.0597103	0.0164716	0.0329535	0.0486043	0.0420303	3.335297
