Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pinvar	TL
1399	1	-14525.4	-14530.4	5.04512	2.594708	0.152874	0.103702	0.0939695	0.115246	0.136079	0.0490072	0.135061	0.0836894	0.116203	0.221018	0.0898378	0.106571	0.108964	0.12632	0.138833	0.12683	0.163374	0.140029	0.170931	0.117179	0.121835	0.0711718	0.247187	0.0645529	0.0401202	0.0192926	0.0355516	0.0245331	0.0291298	0.0645182	0.0309943	0.0250817	0.0511347	0.0568667	0.0443404	0.0424901	0.0526428	0.0563846	0.0477427	0.0941506	0.0250133	0.0308902	0.0166624	0.355256	0.706293	1.07963	1.85882	0.3733252	3.788006
1400	0	-14508.3	-14514.6	6.36165	2.082433	0.171328	0.123903	0.1188	0.09785	0.165347	0.0599844	0.121052	0.0768606	0.108372	0.219036	0.106475	0.0831357	0.122797	0.1177	0.122718	0.145353	0.166682	0.143681	0.146048	0.0688759	0.103259	0.098924	0.183401	0.0318225	0.0320692	0.0196408	0.0214447	0.0298868	0.0367853	0.027763	0.0349466	0.0290247	0.0169551	0.0976013	0.0501228	0.058038	0.0495329	0.0341969	0.0291069	0.0355248	0.0734554	0.00949517	0.0405308	0.30292	0.663503	1.07192	1.96166	0.3840746	3.629525
1401	1	-14526.2	-14532.1	5.95783	2.152497	0.171168	0.149803	0.139237	0.127978	0.144916	0.100494	0.135061	0.084817	0.114594	0.189833	0.077418	0.0842162	0.119291	0.102831	0.082699	0.144759	0.122077	0.133738	0.146012	0.10676	0.112401	0.101213	0.211044	0.0705431	0.0401202	0.0180434	0.0355516	0.0516412	0.0326958	0.0712846	0.0211705	0.0287298	0.0209042	0.0769549	0.0247457	0.0393342	0.0123342	0.0433706	0.033415	0.0887275	0.000367001	0.0431469	0.0193983	0.310823	0.670308	1.07338	1.94549	0.4033977	3.674839
1402	0	-14510.2	-14517.3	7.07804	2.189197	0.171864	0.0978399	0.110284	0.127089	0.109129	0.0743532	0.157439	0.0768606	0.102731	0.192401	0.0731496	0.0870404	0.123233	0.0884174	0.133623	0.156299	0.148235	0.131489	0.141668	0.0948445	0.0890932	0.0959717	0.180722	0.0672312	0.0236266	0.0107843	0.0151755	0.0227794	0.0226407	0.0233288	0.0352079	0.0366372	0.0441196	0.117126	0.0460039	0.0429166	0.0602356	0.0337888	0.0394622	0.0347868	0.0694272	0.010894	0.045269	0.314859	0.673734	1.07408	1.93733	0.4066914	3.565216
1403	1	-14515.9	-14521.2	5.37323	2.251504	0.148982	0.0861523	0.121565	0.130843	0.141701	0.0706836	0.135809	0.110403	0.108006	0.18207	0.0849871	0.0988903	0.103696	0.12484	0.122061	0.185692	0.187154	0.121195	0.15431	0.088052	0.102298	0.109988	0.250487	0.068151	0.0624906	0.0204846	0.020037	0.0327898	0.0608858	0.0533459	0.00980719	0.035662	0.0394775	0.053373	0.0123977	0.033726	0.0314522	0.063856	0.033415	0.0848584	0.0137089	0.0198901	0.0198197	0.321555	0.679344	1.07517	1.92393	0.3583647	3.739494
1404	0	-14515.8	-14519.5	3.78338	2.250832	0.182927	0.109856	0.125625	0.128235	0.129977	0.0877674	0.197261	0.0712654	0.134975	0.241703	0.079121	0.119336	0.117271	0.103956	0.130591	0.145377	0.172187	0.136286	0.16755	0.0833994	0.113792	0.0956464	0.206232	0.0662473	0.025045	0.0295167	0.0118446	0.0123205	0.0200717	0.0196427	0.0495722	0.0243501	0.0210946	0.124714	0.0417319	0.0524235	0.068786	0.0307154	0.0471363	0.0239951	0.0757528	0.0129617	0.0601818	0.321484	0.679285	1.07516	1.92407	0.3607846	3.89844
1405	1	-14507.7	-14513	5.24255	2.151994	0.16902	0.118973	0.114481	0.119783	0.130012	0.0957819	0.149151	0.0637692	0.108006	0.220942	0.0880529	0.0915125	0.109145	0.11669	0.158304	0.156152	0.171898	0.143339	0.16269	0.0936409	0.110228	0.106932	0.230215	0.0470233	0.0536183	0.0202382	0.0214707	0.0339277	0.0405555	0.0484637	0.0271567	0.0269686	0.0232207	0.0440339	0.0180671	0.0539715	0.0140936	0.0469679	0.0368055	0.110775	0.00873752	0.0288979	0.0126194	0.310767	0.670261	1.07337	1.94561	0.3755907	3.746334
1406	0	-14506.9	-14511.2	4.26601	1.935508	0.165182	0.123531	0.12289	0.113745	0.144292	0.070119	0.146801	0.0760999	0.113343	0.230603	0.0859375	0.131326	0.111884	0.110297	0.142329	0.181917	0.164033	0.140869	0.139216	0.0871371	0.104287	0.115595	0.243664	0.0550408	0.018077	0.0236963	0.0222236	0.0191879	0.0321255	0.0231347	0.0417229	0.0364967	0.020872	0.0912177	0.0636397	0.0680993	0.0391696	0.0330953	0.0251761	0.0320119	0.0484317	0.0259786	0.0425615	0.285453	0.647976	1.06829	1.99828	0.370884	3.827057
1407	1	-14507.9	-14514.1	6.29381	2.150066	0.147061	0.0942564	0.122819	0.107035	0.158447	0.107075	0.139086	0.0659374	0.106944	0.217076	0.0834369	0.102877	0.123428	0.103959	0.12992	0.165587	0.127356	0.131837	0.124533	0.0905393	0.0984525	0.0980793	0.225309	0.0631881	0.0500837	0.0353392	0.0215463	0.0172644	0.0419147	0.0419605	0.027936	0.0223802	0.0176588	0.0725434	0.0313882	0.0508702	0.0242428	0.0505353	0.0324443	0.0959224	0.0158058	0.0298709	0.0271334	0.310553	0.670078	1.07333	1.94604	0.380822	3.641078
1408	0	-14509.7	-14516.1	6.41553	1.97408	0.133048	0.113356	0.144243	0.10833	0.132964	0.109081	0.142602	0.0800438	0.107147	0.18307	0.0804671	0.0957227	0.0924892	0.107125	0.130377	0.163024	0.141585	0.115562	0.149415	0.0843018	0.105789	0.0819215	0.224323	0.0576161	0.0231663	0.0258542	0.0245331	0.0130412	0.0208993	0.0317029	0.0493769	0.0317968	0.0172455	0.117815	0.0625464	0.0424911	0.039919	0.0285224	0.0393453	0.0187224	0.0486788	0.0279901	0.0682517	0.290161	0.652229	1.06933	1.98828	0.3762345	3.615502
1409	1	-14511.5	-14515.5	4.0114	2.174587	0.172247	0.126026	0.115896	0.100129	0.162645	0.0891661	0.169458	0.0912729	0.110954	0.179656	0.103727	0.104891	0.147427	0.128121	0.118611	0.152865	0.187298	0.118373	0.155041	0.101832	0.11648	0.0920576	0.248691	0.072796	0.0451782	0.0373891	0.0161213	0.0235688	0.0383191	0.0636503	0.0162582	0.0275174	0.0367774	0.0492867	0.0165835	0.048016	0.0271294	0.0552632	0.0380505	0.114305	0.0106838	0.0195469	0.0216351	0.313261	0.672381	1.0738	1.94056	0.3802547	3.870941
1410	0	-14516	-14521	4.96691	2.468515	0.152942	0.108123	0.0909825	0.10833	0.124083	0.105867	0.134026	0.0804873	0.119145	0.238977	0.102418	0.106703	0.142048	0.114456	0.121425	0.168103	0.164265	0.128873	0.131971	0.111225	0.09319	0.103398	0.221236	0.0601933	0.0137416	0.0210714	0.0353243	0.0305956	0.0337775	0.0140641	0.0551358	0.0435055	0.0235555	0.131687	0.0525545	0.0577033	0.039366	0.0319566	0.0243464	0.0267412	0.0789153	0.0126004	0.0318634	0.343451	0.697088	1.07826	1.8812	0.3998021	3.790974
1411	1	-14515.6	-14520.2	4.64021	2.495604	0.159317	0.105589	0.134603	0.100129	0.119228	0.0837544	0.169975	0.0970142	0.128441	0.234914	0.0724907	0.1249	0.117477	0.122196	0.1231	0.155105	0.165075	0.133389	0.162881	0.0911443	0.0843477	0.0839962	0.219324	0.0488278	0.0876963	0.0155044	0.0206739	0.0291959	0.0346538	0.0593474	0.0218146	0.032308	0.0314386	0.0568371	0.0194707	0.0573793	0.0151278	0.0647775	0.0447564	0.133109	0.0273038	0.0184631	0.0176917	0.346039	0.699127	1.07858	1.87626	0.3739385	3.824768
1412	0	-14513.8	-14519.9	6.09906	1.977518	0.146078	0.110392	0.110971	0.116371	0.123725	0.0661095	0.123125	0.100886	0.0963789	0.228638	0.0836375	0.0696993	0.0930874	0.106403	0.144339	0.179576	0.164868	0.137509	0.120054	0.0918412	0.089456	0.07785	0.259018	0.0546803	0.0241172	0.00548795	0.0382403	0.0144419	0.0548404	0.0210325	0.0359281	0.027707	0.0329931	0.0919114	0.0451979	0.0540313	0.0628251	0.0493461	0.0460593	0.0340814	0.053717	0.012702	0.0480915	0.290576	0.652602	1.06942	1.98741	0.3857709	3.647444
1413	1	-14512.9	-14516.7	3.78984	2.103037	0.203737	0.106379	0.13073	0.116893	0.149527	0.0769411	0.161635	0.0894807	0.112537	0.210105	0.103634	0.0913445	0.135431	0.115664	0.137187	0.170894	0.163441	0.165861	0.162881	0.0862297	0.0931035	0.0907693	0.209221	0.0575964	0.0560644	0.0089616	0.0340596	0.059374	0.0630424	0.0568485	0.0143967	0.0316898	0.0262251	0.0500715	0.0267192	0.038561	0.0232625	0.0508572	0.0360988	0.119397	0.0135872	0.0336775	0.00409052	0.305272	0.665541	1.07237	1.95682	0.3973877	3.888207
1414	0	-14519.2	-14520.5	1.29503	1.905255	0.224354	0.131738	0.124013	0.134466	0.145161	0.0800103	0.16823	0.12379	0.114964	0.254722	0.0862387	0.113132	0.111009	0.117539	0.145609	0.168136	0.165994	0.151734	0.168007	0.121161	0.102481	0.0984511	0.268787	0.0556305	0.0241172	0.0102007	0.0320552	0.0127435	0.0504109	0.0123007	0.0471644	0.0305506	0.0184769	0.108053	0.074947	0.0486672	0.0333467	0.0275655	0.0298516	0.0415416	0.0860378	0.0180772	0.0398935	0.281696	0.644545	1.06743	2.00633	0.3501592	4.121361
1415	1	-14515.5	-14518.8	3.30732	2.129358	0.160162	0.108287	0.0987687	0.113031	0.114404	0.0943881	0.179136	0.112435	0.110718	0.212844	0.112072	0.0941293	0.112401	0.097056	0.153137	0.201011	0.175444	0.166408	0.129295	0.100201	0.0976825	0.0897223	0.240725	0.0725958	0.0572533	0.0288008	0.0389098	0.0498118	0.0578588	0.0403103	0.0278466	0.0478101	0.0509249	0.0628099	0.0221296	0.0392204	0.015561	0.0485358	0.0371224	0.126424	0.0186067	0.0151436	0.00717977	0.308242	0.6681	1.07291	1.95074	0.366362	3.938315
1416	0	-14510.9	-14517.2	6.23721	1.888746	0.145391	0.115175	0.0918789	0.123927	0.132702	0.0760515	0.138948	0.085545	0.103984	0.222625	0.0990975	0.0869949	0.126575	0.119269	0.124452	0.161306	0.12798	0.134978	0.141799	0.0814397	0.0942608	0.0826323	0.186462	0.0372506	0.0313557	0.0159425	0.0362028	0.0254809	0.0293713	0.0374763	0.046034	0.0168272	0.0342136	0.097649	0.0359132	0.0686306	0.0614114	0.0350118	0.0492061	0.0368571	0.0661898	0.00722573	0.0538463	0.279622	0.642636	1.06694	2.0108	0.3747233	3.625569
1417	1	-14514.8	-14518.6	3.78911	2.246236	0.189013	0.125346	0.0900003	0.104412	0.135189	0.0861432	0.125499	0.107138	0.123422	0.224303	0.0721901	0.0902381	0.142545	0.133149	0.141701	0.168211	0.181711	0.151375	0.159889	0.0804462	0.127396	0.0842278	0.24074	0.048178	0.0870633	0.0337018	0.02976	0.0237926	0.0382735	0.0609748	0.0111289	0.0256698	0.0456482	0.0814082	0.0147813	0.0392107	0.0226127	0.0474767	0.0470025	0.11511	0.00797149	0.0177842	0.0157627	0.320997	0.67888	1.07509	1.92504	0.3722868	3.897598
1418	0	-14510.6	-14514.9	4.31835	1.836119	0.193632	0.138312	0.0978734	0.112023	0.156376	0.0998127	0.173806	0.0882165	0.119096	0.191394	0.0939194	0.0765876	0.126053	0.0918708	0.144508	0.165305	0.162404	0.155331	0.141799	0.0793846	0.110724	0.106196	0.221585	0.0470582	0.0223465	0.0147541	0.0160513	0.0161594	0.0310531	0.0222826	0.0278477	0.0274609	0.0374473	0.102616	0.0533223	0.06451	0.0599569	0.0354822	0.0437308	0.0373208	0.0524298	0.0208147	0.0333365	0.272895	0.636373	1.06529	2.02544	0.3737613	3.812192
1419	1	-14516.8	-14520.4	3.61392	2.168209	0.173983	0.0998544	0.118335	0.111612	0.144705	0.117982	0.15436	0.11132	0.083617	0.217747	0.108589	0.111595	0.113654	0.131771	0.141701	0.163521	0.174681	0.131078	0.150389	0.115834	0.113087	0.100795	0.205879	0.0944486	0.0503815	0.0383474	0.01887	0.0239968	0.0570139	0.0512561	0.017728	0.0287015	0.0089693	0.0515734	0.0151687	0.050511	0.0365418	0.0474767	0.0418799	0.0979481	0.0261997	0.0291564	0.0280154	0.31256	0.671786	1.07368	1.94197	0.3531882	3.910272
1420	0	-14512	-14516.6	4.66177	2.166956	0.141093	0.111917	0.120635	0.13236	0.117343	0.0966329	0.166146	0.0762967	0.108556	0.238415	0.0902014	0.0870714	0.140666	0.108701	0.119114	0.175837	0.15363	0.127288	0.169995	0.0686319	0.0964793	0.0910375	0.261561	0.0346371	0.0361139	0.0173338	0.0195333	0.0233605	0.0310531	0.0176792	0.023039	0.0269692	0.0332968	0.110817	0.0559565	0.0673311	0.0481996	0.0337205	0.0289773	0.0405128	0.0704138	0.0389354	0.0479176	0.312422	0.671669	1.07366	1.94225	0.374941	3.805405
1421	1	-14513.8	-14518	4.19073	2.014915	0.152821	0.110931	0.108581	0.100096	0.125277	0.0962808	0.174295	0.104373	0.13034	0.249523	0.0917026	0.0801874	0.122472	0.13018	0.143412	0.14149	0.167003	0.144639	0.144924	0.08262	0.0939749	0.0740568	0.223113	0.0543796	0.0556753	0.0334626	0.0388773	0.0279875	0.0519578	0.0575685	0.0240813	0.0215178	0.0424363	0.0358946	0.00971174	0.0368426	0.0291057	0.0474767	0.0533119	0.119272	0.0462177	0.0324282	0.0308905	0.295049	0.65659	1.07036	1.978	0.3686285	3.841389
1422	0	-14518.6	-14524.2	5.57948	2.06032	0.17254	0.101873	0.110548	0.101088	0.110262	0.0957857	0.19221	0.0965714	0.118363	0.210721	0.0877106	0.0911036	0.127005	0.115381	0.147553	0.114261	0.154792	0.127017	0.114775	0.096855	0.086585	0.126264	0.198994	0.0621956	0.013716	0.0263459	0.037354	0.037035	0.0152055	0.00745105	0.0264772	0.0305294	0.0268304	0.122011	0.0621797	0.045438	0.0481996	0.0199038	0.0408081	0.0343107	0.070377	0.0389354	0.0425206	0.30037	0.661278	1.07143	1.96692	0.3730392	3.706083
1423	1	-14518.9	-14525	6.12926	2.356867	0.165827	0.114905	0.0987988	0.126135	0.155309	0.0894238	0.13486	0.0820565	0.126904	0.182326	0.0892394	0.0800566	0.102621	0.0940637	0.158309	0.129794	0.155439	0.151966	0.152074	0.106538	0.127474	0.0919338	0.255753	0.0592397	0.0530687	0.0156427	0.0122432	0.0219724	0.0213698	0.0514786	0.00883814	0.0312646	0.0154175	0.0742026	0.00642288	0.0394821	0.023366	0.0441299	0.0501015	0.102465	0.0252478	0.0305136	0.011317	0.332452	0.688287	1.0768	1.90246	0.3736119	3.669589
1424	0	-14510.5	-14514.9	4.44403	2.095509	0.195679	0.103266	0.112314	0.112734	0.136618	0.108109	0.161458	0.0609739	0.126128	0.217654	0.104465	0.0879585	0.125779	0.11847	0.11313	0.15564	0.142089	0.139302	0.183245	0.0866428	0.109071	0.099848	0.226739	0.0430249	0.0184023	0.0120718	0.029626	0.0147371	0.0165445	0.0182637	0.0348933	0.01759	0.0239251	0.133058	0.0614253	0.0646979	0.0413968	0.0485387	0.0270841	0.0294121	0.0744128	0.0213365	0.064491	0.304415	0.6648	1.07221	1.95858	0.3689624	3.822245
1425	1	-14527.5	-14533.9	6.39554	2.31128	0.159194	0.118847	0.117634	0.126157	0.130341	0.0722474	0.133794	0.0655053	0.10393	0.265386	0.0832197	0.0957682	0.111108	0.130622	0.134752	0.124386	0.140928	0.149446	0.125496	0.0872472	0.119558	0.0843562	0.201521	0.0667955	0.0572017	0.0334903	0.01181	0.0467859	0.0464172	0.0347931	0.0232049	0.0187174	0.0370667	0.0654769	0.0102118	0.0275218	0.01597	0.0595356	0.0348742	0.117896	0.0197966	0.0305136	0.00107685	0.327802	0.684498	1.07613	1.91157	0.3683791	3.640602
1426	0	-14530.8	-14536.3	5.58122	2.329039	0.150461	0.0894068	0.115062	0.0990939	0.152327	0.0841432	0.165498	0.100734	0.10308	0.207074	0.0601784	0.108664	0.0795647	0.12614	0.135094	0.17035	0.169831	0.118431	0.138687	0.0594123	0.113322	0.119386	0.210487	0.0520865	0.028948	0.00526418	0.0160774	0.0127631	0.0285147	0.0275496	0.0372155	0.0255976	0.0669749	0.0847243	0.0521251	0.0499486	0.0588724	0.0261152	0.0284	0.0315475	0.117151	0.0114958	0.0851767	0.329625	0.685988	1.0764	1.90799	0.3778705	3.722972
1427	1	-14511	-14515.5	4.56165	1.752109	0.159194	0.0997391	0.109633	0.122671	0.1192	0.0862791	0.174894	0.0944269	0.0915185	0.236128	0.0832197	0.0861174	0.115417	0.113467	0.107947	0.137206	0.149028	0.125086	0.174436	0.0702304	0.108576	0.111213	0.262657	0.0667955	0.072047	0.0345685	0.0286675	0.0386472	0.0494545	0.0626008	0.0193406	0.0225332	0.0309904	0.0855909	0.0231805	0.038071	0.0325196	0.0456357	0.0316544	0.101149	0.0223379	0.0144491	0.0201141	0.261775	0.625768	1.06234	2.05012	0.3675518	3.77863
1428	0	-14510.8	-14517.3	6.51918	2.35647	0.133426	0.103844	0.115672	0.0996959	0.143808	0.0844684	0.13521	0.109662	0.115375	0.208906	0.0869414	0.109713	0.0795647	0.112348	0.130061	0.146595	0.159011	0.137942	0.123794	0.100011	0.10587	0.0992365	0.187609	0.0545943	0.0305664	0.0111901	0.0334726	0.0131769	0.0355505	0.0502568	0.0455371	0.0242596	0.0179906	0.0942831	0.0535274	0.0612609	0.0442266	0.035964	0.0413594	0.0368533	0.0689721	0.00833709	0.0404342	0.332412	0.688255	1.0768	1.90253	0.382753	3.630578
1429	1	-14516.1	-14522.6	6.52409	2.45881	0.161117	0.126149	0.098655	0.0894225	0.127391	0.0911444	0.145255	0.0678185	0.118757	0.198074	0.0787306	0.0937333	0.121296	0.127928	0.121981	0.151404	0.135221	0.138578	0.137817	0.0753205	0.110501	0.096784	0.251996	0.070986	0.0563811	0.0226055	0.0168956	0.0458086	0.0441205	0.0626008	0.0336926	0.0307343	0.0386824	0.0396488	0.00477216	0.0292393	0.0350485	0.029452	0.0540804	0.0894777	0.0346365	0.0126433	0.0182629	0.342516	0.696348	1.07814	1.88299	0.3908415	3.634842
1430	0	-14508.4	-14515.7	7.26559	2.498929	0.139675	0.13134	0.140691	0.105729	0.124428	0.0671287	0.144449	0.0669414	0.106184	0.224225	0.0718316	0.103568	0.114699	0.122045	0.131085	0.142225	0.145624	0.146952	0.151576	0.0747112	0.10263	0.0778976	0.214558	0.0434734	0.0298689	0.0149782	0.0246756	0.0123354	0.0374606	0.0135483	0.0454273	0.0242596	0.0195431	0.0778172	0.0504763	0.0633181	0.0479434	0.0288374	0.0443649	0.0247681	0.0501655	0.0158575	0.0430535	0.346355	0.699375	1.07862	1.87565	0.4005107	3.562364
1431	1	-14518.9	-14522.7	3.76348	1.97978	0.224248	0.0925128	0.106997	0.106124	0.139404	0.109831	0.136226	0.0881973	0.107296	0.243601	0.103418	0.0810168	0.117492	0.0936892	0.145518	0.158453	0.181728	0.142492	0.153511	0.0601356	0.115031	0.11496	0.189919	0.0852695	0.0396464	0.011523	0.0383064	0.0458086	0.0464194	0.0642866	0.016988	0.0230325	0.0319081	0.0820824	0.00866723	0.0399193	0.0190132	0.0635031	0.0526974	0.101593	0.037613	0.0396402	0.0214764	0.290849	0.652846	1.06948	1.98683	0.3610883	3.881195
1432	0	-14508	-14514.9	6.88726	1.9135	0.162244	0.123931	0.105657	0.0900791	0.126105	0.0842555	0.131038	0.0835663	0.111968	0.2044	0.0805313	0.112492	0.097948	0.0961025	0.126569	0.133063	0.142291	0.135846	0.127065	0.0941189	0.10405	0.117965	0.213464	0.0458895	0.0296001	0.0083726	0.0295716	0.00680885	0.036753	0.0290483	0.0271664	0.03302	0.0165121	0.0894098	0.0527259	0.0649295	0.0390263	0.0332721	0.0397554	0.0190827	0.0679487	0.0344987	0.0547689	0.282726	0.645488	1.06767	2.00412	0.3836335	3.562911
1433	1	-14516.6	-14522.1	5.48767	2.283363	0.156734	0.119371	0.102045	0.135265	0.148085	0.0776877	0.132231	0.104966	0.111586	0.242214	0.0997675	0.0872694	0.117758	0.0728141	0.119449	0.132537	0.151458	0.15001	0.145665	0.0829123	0.113818	0.0991424	0.233213	0.0629668	0.0540679	0.0165186	0.0291127	0.0313417	0.0431621	0.0635919	0.00782415	0.0180975	0.0162883	0.0809238	0.00515708	0.0628506	0.0290948	0.0443924	0.0224753	0.10962	0.037613	0.0444437	0.014325	0.324906	0.682118	1.0757	1.91728	0.3960168	3.729866
1434	0	-14518.2	-14522.9	4.69861	2.430214	0.145768	0.146142	0.102747	0.1036	0.122067	0.0874976	0.17902	0.128633	0.102696	0.210954	0.104627	0.0982379	0.128285	0.134877	0.139101	0.148058	0.161038	0.131379	0.13795	0.079322	0.128392	0.114112	0.210499	0.0373816	0.0186617	0.00939545	0.0410335	0.00721879	0.0424017	0.0263515	0.0271664	0.0180151	0.0157217	0.092513	0.0781483	0.0702041	0.0365549	0.0314529	0.0512903	0.0304129	0.0677408	0.0285536	0.0409137	0.339739	0.694142	1.07779	1.88833	0.3919774	3.816134
1435	1	-14524.1	-14530.8	6.73937	1.794387	0.161442	0.116043	0.0939325	0.120463	0.140706	0.0563774	0.122795	0.120807	0.0944261	0.219225	0.0820899	0.107853	0.104639	0.0887033	0.115587	0.100188	0.141695	0.14033	0.143593	0.0753939	0.0963433	0.081955	0.217686	0.063654	0.0540679	0.0249793	0.0122567	0.0464684	0.0524306	0.0516249	0.018376	0.0253661	0.0603949	0.0853591	0.00370682	0.0275407	0.0247491	0.0690361	0.0326428	0.110621	0.02551	0.0234831	0.0110958	0.267431	0.631202	1.06388	2.03749	0.3925711	3.565637
1436	0	-14510.7	-14516.3	5.61103	2.373744	0.142639	0.115947	0.123933	0.107759	0.11685	0.0846218	0.166327	0.11989	0.101245	0.221011	0.0895757	0.102448	0.12799	0.123203	0.141691	0.155797	0.154666	0.114923	0.125362	0.0809061	0.102342	0.103549	0.185447	0.0453246	0.0253077	0.0249621	0.0227304	0.0352457	0.0211879	0.0241349	0.0438642	0.0306143	0.0175265	0.111209	0.0519153	0.0716714	0.042601	0.0478692	0.0342367	0.0304129	0.0567193	0.0137399	0.0628495	0.33415	0.68966	1.07704	1.89915	0.3876343	3.722247
1437	1	-14516.5	-14520.5	3.94182	2.233627	0.157367	0.13623	0.10085	0.0854428	0.132102	0.119043	0.165947	0.116575	0.0953836	0.193792	0.0821503	0.1087	0.113302	0.103404	0.169235	0.149482	0.171697	0.157631	0.139315	0.091907	0.1252	0.10092	0.217686	0.0682255	0.0572463	0.0463156	0.0337508	0.0520233	0.0446831	0.0493921	0.0111309	0.0164338	0.0192437	0.0755957	0.00930474	0.0409197	0.0355895	0.0372615	0.0385505	0.119082	0.0437368	0.0308415	0.0188922	0.319654	0.67776	1.07487	1.92772	0.3868323	3.88158
1438	0	-14510.5	-14518.3	7.80022	2.328251	0.152926	0.103503	0.141438	0.0976657	0.125131	0.0805916	0.139442	0.0854154	0.100484	0.204859	0.0748169	0.0904124	0.0950211	0.0973384	0.123714	0.181121	0.154802	0.114923	0.0988544	0.0921004	0.0776551	0.0829883	0.212078	0.0478222	0.0279366	0.00442987	0.0187671	0.0151498	0.0289969	0.0205354	0.0451112	0.0243513	0.0363348	0.0878152	0.0753247	0.0587486	0.0469527	0.0369435	0.0376056	0.0304129	0.0637658	0.024246	0.0424985	0.329544	0.685923	1.07639	1.90815	0.3991513	3.50103
1439	1	-14511.5	-14515.5	4.00315	2.069921	0.175715	0.131673	0.114654	0.114815	0.131607	0.102164	0.160238	0.0883067	0.0935418	0.227408	0.0897654	0.0938594	0.0952634	0.123558	0.136854	0.153949	0.171697	0.143583	0.171997	0.0787633	0.100788	0.089462	0.275897	0.0542175	0.066949	0.0258724	0.0307164	0.0191001	0.0353803	0.0718714	0.0189299	0.0442601	0.0496555	0.0651855	0.0202225	0.0409197	0.0177369	0.0499274	0.0325792	0.0927111	0.0229282	0.0245927	0.0151285	0.301481	0.662249	1.07164	1.96463	0.3900346	3.864443
1440	0	-14504.4	-14512.8	8.38739	2.027118	0.169008	0.0948372	0.112051	0.0962504	0.11267	0.0956462	0.13375	0.0856767	0.091829	0.176062	0.100162	0.0910974	0.103578	0.104636	0.110699	0.149055	0.140428	0.152869	0.140041	0.0811347	0.0972935	0.095253	0.178136	0.0623124	0.0157813	0.0126797	0.0235824	0.0123972	0.0249676	0.0248114	0.0440715	0.0250693	0.0233709	0.120206	0.0540564	0.0641886	0.0363225	0.0265987	0.0208742	0.0106911	0.0543164	0.0171968	0.0370444	0.29649	0.657867	1.07065	1.97499	0.3991513	3.422704
1441	1	-14516.9	-14522.5	5.65745	2.320383	0.173889	0.0894672	0.105436	0.120347	0.126489	0.101649	0.130466	0.0941784	0.10812	0.239336	0.0894967	0.0795594	0.10492	0.117102	0.121899	0.146904	0.18822	0.124338	0.155625	0.087069	0.0835007	0.111945	0.202339	0.0862145	0.0446082	0.0204935	0.0140093	0.0509663	0.0153911	0.0541616	0.0311015	0.0441633	0.0336064	0.0564716	0.0179033	0.0217983	0.0328143	0.0538694	0.0249608	0.130656	0.0438551	0.0245512	0.0110022	0.328738	0.685264	1.07627	1.90973	0.3978185	3.714895
1442	0	-14516.1	-14523.3	7.20387	2.304951	0.143209	0.120538	0.124087	0.109175	0.114508	0.0898608	0.118908	0.0826532	0.119016	0.174561	0.0807973	0.0781233	0.105009	0.0947737	0.118784	0.141755	0.123668	0.146316	0.147456	0.0790747	0.111938	0.0779649	0.24692	0.0636855	0.0225157	0.0254481	0.0175454	0.0127074	0.0205249	0.0258376	0.0635292	0.0143586	0.0233709	0.119701	0.0506367	0.0829619	0.0312831	0.0317703	0.0310754	0.0351671	0.0661737	0.0216994	0.0503388	0.327148	0.683963	1.07603	1.91285	0.4174802	3.559429
1443	1	-14520.7	-14523.7	3.0449	2.204438	0.161803	0.108899	0.132168	0.0840021	0.131384	0.108341	0.163276	0.104139	0.108239	0.312294	0.0894967	0.084353	0.144201	0.118079	0.137304	0.155315	0.15957	0.160325	0.148486	0.0923197	0.11163	0.112564	0.223009	0.0593499	0.0483897	0.0241874	0.0402027	0.0139832	0.0455144	0.0812761	0.00636921	0.025554	0.0269976	0.0903524	0.00269443	0.0574975	0.0204825	0.0535874	0.0229247	0.121075	0.0256299	0.0226982	0.0295277	0.316515	0.67513	1.07435	1.934	0.3879373	3.96949
