Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pinvar	TL
453	1	-14511.1	-14515	3.88208	1.801398	0.177094	0.105401	0.11301	0.103473	0.12622	0.087449	0.149337	0.0878046	0.119172	0.260792	0.0796856	0.112196	0.135218	0.107686	0.156383	0.205407	0.129148	0.130022	0.147039	0.0892651	0.115292	0.109125	0.214105	0.0677304	0.0426714	0.0362637	0.0223588	0.043422	0.0299831	0.0615698	0.0187614	0.0407956	0.0365018	0.0587181	0.0147104	0.0453377	0.0335604	0.0356497	0.0262885	0.111575	0.0137826	0.0325144	0.0196137	0.268357	0.632084	1.06412	2.03544	0.3469804	3.852132
454	0	-14508.7	-14514.1	5.48858	2.016531	0.160773	0.0948169	0.135729	0.109433	0.141142	0.0725887	0.152714	0.0931053	0.103403	0.229234	0.0893762	0.0908418	0.102739	0.106114	0.128974	0.130837	0.167584	0.0971477	0.131656	0.101219	0.0943246	0.111228	0.243198	0.0657765	0.0328291	0.0328066	0.0267727	0.0347785	0.0403056	0.0201964	0.03647	0.0216098	0.0213384	0.118421	0.0553442	0.0708649	0.0519876	0.0191105	0.0225035	0.0241556	0.0681246	0.0180572	0.0421038	0.29524	0.65676	1.0704	1.9776	0.3879731	3.711735
455	1	-14522.8	-14525.9	3.09038	2.451198	0.199353	0.144873	0.144134	0.0969036	0.148215	0.0921924	0.146025	0.112962	0.115865	0.254306	0.121961	0.10659	0.122115	0.0952325	0.122157	0.137087	0.135844	0.109895	0.175194	0.0856213	0.110524	0.120626	0.215575	0.0849039	0.0636046	0.0227924	0.0167401	0.050594	0.029091	0.0715896	0.0187614	0.0364859	0.0426845	0.0827137	0.00852519	0.0369246	0.0311693	0.059512	0.0340922	0.111575	0.031662	0.025178	0.00603499	0.34178	0.695765	1.07805	1.8844	0.3724065	3.977885
456	0	-14516.3	-14523.9	7.58894	2.170428	0.139848	0.109218	0.0949649	0.124237	0.111032	0.0803599	0.165062	0.0953899	0.105214	0.191754	0.0960078	0.0912723	0.102696	0.091565	0.125658	0.115416	0.153495	0.144411	0.162653	0.0727462	0.0845882	0.118234	0.171797	0.0668755	0.0209623	0.0274724	0.0216476	0.0285993	0.0304033	0.0024368	0.0311595	0.0220129	0.0256474	0.0880513	0.0593129	0.0822161	0.0350979	0.0262887	0.0225012	0.0140683	0.0712979	0.0464998	0.0427451	0.312804	0.671994	1.07372	1.94148	0.3846404	3.512915
457	1	-14514.6	-14520.5	5.94383	2.687832	0.173074	0.112787	0.0966928	0.104641	0.175615	0.103384	0.138262	0.0864616	0.110256	0.249489	0.0753581	0.0873013	0.112145	0.0989379	0.119605	0.12538	0.150428	0.163519	0.140441	0.0807183	0.106802	0.0793679	0.213607	0.0779856	0.0307887	0.0215626	0.0308628	0.0175037	0.0415838	0.0653573	0.0160388	0.0205975	0.0157409	0.0742573	0.0433824	0.0451083	0.0221716	0.0529601	0.0444586	0.106687	0.00785334	0.0243295	0.0376281	0.363571	0.712635	1.08047	1.84332	0.3828165	3.701132
458	0	-14519.2	-14524.8	5.63293	2.471542	0.181222	0.131388	0.0964906	0.116476	0.127279	0.125102	0.140289	0.0714501	0.101427	0.193332	0.0856182	0.0852263	0.131976	0.117158	0.130156	0.137226	0.15369	0.134535	0.173776	0.0734976	0.0817624	0.108234	0.234252	0.047466	0.0311509	0.0134899	0.0208379	0.0162023	0.0264979	0.0221119	0.0408106	0.0302507	0.0232809	0.119269	0.053222	0.0501956	0.0422324	0.0289937	0.0364146	0.0431943	0.0612074	0.0196587	0.066448	0.343742	0.697317	1.0783	1.88064	0.3997045	3.7245
459	1	-14513.8	-14520.6	6.8384	2.137864	0.131425	0.103792	0.0973418	0.0897636	0.142912	0.0800224	0.117325	0.0903412	0.120164	0.227429	0.101795	0.0642	0.0913828	0.131195	0.129533	0.161148	0.152941	0.134731	0.125749	0.0774878	0.117413	0.0980994	0.188634	0.0782875	0.0315049	0.0368134	0.0289122	0.0303608	0.0552218	0.0693787	0.0135237	0.0306572	0.0325186	0.0614819	0.0161076	0.035354	0.0299084	0.0527193	0.0331033	0.0987343	0.0234122	0.0403928	0.0125745	0.309194	0.668916	1.07309	1.9488	0.3886286	3.585791
460	0	-14512.8	-14518	5.22939	1.930501	0.164251	0.110508	0.125024	0.110116	0.156078	0.085146	0.142095	0.100922	0.105507	0.223405	0.0756373	0.0915525	0.108609	0.0915326	0.146013	0.124772	0.191756	0.143711	0.140315	0.0753043	0.11573	0.134275	0.187077	0.0455224	0.0223596	0.0128107	0.0236435	0.0418345	0.0274195	0.027973	0.0487744	0.0207204	0.020259	0.114595	0.041488	0.0841351	0.0337337	0.0323872	0.0225841	0.0366146	0.0514548	0.0281162	0.0445017	0.284835	0.647414	1.06815	1.9996	0.3797485	3.730264
461	1	-14507.1	-14514.6	7.57003	2.185774	0.160591	0.105156	0.105247	0.113206	0.128827	0.086372	0.152464	0.0857825	0.0849331	0.201338	0.080376	0.0729501	0.10092	0.107675	0.125003	0.133218	0.152373	0.134845	0.121986	0.0929395	0.101416	0.0996873	0.201381	0.0743707	0.0594024	0.025347	0.0194298	0.037137	0.0462308	0.076088	0.0166512	0.0183237	0.0331715	0.0452	0.0230021	0.0322493	0.0229264	0.053462	0.0220932	0.105129	0.0238363	0.0242623	0.00879959	0.314486	0.673418	1.07401	1.93808	0.3845525	3.515799
462	0	-14521.1	-14525.9	4.82276	1.749175	0.165029	0.108144	0.118983	0.088641	0.153042	0.0977954	0.165014	0.0792347	0.134764	0.201466	0.0885604	0.11835	0.0927892	0.105924	0.116581	0.154785	0.143679	0.156217	0.134795	0.112056	0.0854912	0.129048	0.172834	0.0583687	0.0244152	0.0219106	0.035813	0.0334317	0.037398	0.0103436	0.0383033	0.0362699	0.0193666	0.120396	0.0453894	0.0433617	0.0615539	0.0353999	0.0355052	0.014882	0.0743126	0.0166915	0.0658415	0.261378	0.625383	1.06223	2.05101	0.3579428	3.752177
463	1	-14515.5	-14520.9	5.34505	2.356764	0.152629	0.0903992	0.112481	0.102657	0.147189	0.10848	0.12933	0.0904896	0.0999908	0.217861	0.102505	0.0924876	0.126446	0.117089	0.138398	0.167401	0.140335	0.104919	0.145992	0.109837	0.117518	0.119094	0.224429	0.0663796	0.0378013	0.0242662	0.0311033	0.038166	0.0407958	0.101891	0.0172206	0.020328	0.0129003	0.06181	0.0184784	0.033126	0.0262472	0.053462	0.0258692	0.103176	0.0261051	0.0322839	0.0186395	0.332442	0.688279	1.0768	1.90248	0.375688	3.748005
464	0	-14516.7	-14520.7	4.08424	1.746102	0.157559	0.0939462	0.126953	0.110415	0.116103	0.111272	0.156533	0.0985415	0.109207	0.214842	0.120572	0.066511	0.125295	0.120122	0.128084	0.150786	0.1623	0.156643	0.191129	0.089968	0.0945663	0.103177	0.208204	0.0645787	0.0299674	0.0229446	0.0345204	0.0299599	0.0280896	0.0118108	0.0252551	0.0405365	0.0298333	0.116658	0.0542948	0.0632314	0.0347813	0.0101681	0.0424014	0.0202264	0.0789354	0.0180944	0.0566527	0.260961	0.624979	1.06211	2.05195	0.372019	3.825669
465	1	-14516.3	-14520.8	4.50155	1.930559	0.172811	0.142595	0.109709	0.100168	0.128253	0.0886948	0.145751	0.0853083	0.106127	0.200915	0.0663065	0.10669	0.108365	0.103025	0.139663	0.142304	0.152159	0.131917	0.169905	0.0924129	0.0891967	0.121915	0.224429	0.073957	0.0491096	0.0361256	0.0146909	0.0450558	0.0510356	0.0805382	0.0141478	0.0211425	0.0115225	0.0910579	0.00762288	0.0394526	0.0240188	0.056731	0.0496411	0.121029	0.0434747	0.0333549	0.0107225	0.284842	0.64742	1.06815	1.99959	0.339426	3.803053
466	0	-14516.2	-14521.5	5.30859	2.318795	0.172909	0.110009	0.116467	0.0928418	0.122807	0.104393	0.135499	0.0742852	0.105423	0.214842	0.0986856	0.0798201	0.145974	0.118413	0.154842	0.126723	0.1623	0.130417	0.149009	0.0860869	0.144501	0.0895412	0.22737	0.0485244	0.0290576	0.0218336	0.0289997	0.0324528	0.035594	0.0111965	0.028917	0.0140021	0.0318915	0.0858853	0.0739369	0.0628268	0.0224328	0.0213764	0.0192826	0.0420815	0.0795685	0.0370091	0.0596688	0.328575	0.685131	1.07625	1.91005	0.4032118	3.749697
467	1	-14514.9	-14520.6	5.66733	2.54986	0.152215	0.105338	0.134472	0.111451	0.128429	0.0909565	0.156419	0.0766313	0.0983077	0.202179	0.0713674	0.0994561	0.121552	0.124113	0.151415	0.130037	0.18052	0.128773	0.172506	0.0775983	0.0780268	0.112247	0.243616	0.073883	0.0365547	0.0251362	0.0134545	0.0364782	0.0330143	0.0855091	0.00914545	0.0249058	0.0372622	0.0669815	0.0169638	0.0481364	0.0173235	0.0396714	0.0448011	0.107402	0.030426	0.0283977	0.00109857	0.351133	0.703106	1.07917	1.86659	0.4097969	3.72417
468	0	-14516.3	-14519	2.76494	2.08511	0.180312	0.116508	0.131347	0.132705	0.161418	0.0832329	0.133512	0.0965898	0.120405	0.215234	0.116067	0.10627	0.143305	0.115506	0.154071	0.175439	0.144269	0.138903	0.168101	0.0943058	0.100783	0.0920285	0.231404	0.0461019	0.0435417	0.0318609	0.0309734	0.0259021	0.0469198	0.0351106	0.028917	0.0259281	0.0137103	0.113384	0.0739369	0.0674933	0.0393385	0.0194007	0.0304988	0.05207	0.0517904	0.00770962	0.0530884	0.303227	0.663769	1.07198	1.96102	0.36893	3.989394
469	1	-14522.2	-14525	2.76591	2.314178	0.159528	0.113708	0.104745	0.111763	0.160222	0.102752	0.132789	0.0766313	0.0958085	0.228335	0.100693	0.0985078	0.126415	0.123071	0.16447	0.171725	0.151188	0.163396	0.142729	0.101526	0.0987832	0.10255	0.284402	0.0511336	0.0428472	0.0236068	0.0216331	0.0364782	0.058182	0.0893288	0.0120238	0.0375285	0.0336778	0.0783709	0.00992876	0.0413349	0.0414358	0.0539503	0.0416213	0.11885	0.015573	0.0574449	0.0230347	0.3281	0.684743	1.07618	1.91098	0.3886202	4.003719
470	0	-14517.8	-14520.5	2.6405	1.86112	0.147622	0.139364	0.121676	0.135416	0.158737	0.113989	0.168722	0.120207	0.109614	0.220605	0.0809468	0.106211	0.123226	0.119251	0.140236	0.172118	0.163424	0.144095	0.130743	0.0968678	0.110369	0.0868919	0.29776	0.0458197	0.0175606	0.0471103	0.025776	0.0250504	0.0565632	0.00822575	0.0272689	0.0260982	0.0159703	0.127835	0.0413327	0.0647235	0.0498875	0.00518792	0.0449243	0.0167151	0.0634507	0.0157262	0.0492078	0.276113	0.639383	1.06609	2.01841	0.3604039	3.982524
471	1	-14510.6	-14516	5.38927	2.117495	0.161669	0.0958653	0.112083	0.0952906	0.140252	0.0872968	0.11938	0.0876617	0.10397	0.211363	0.0752541	0.112583	0.0939353	0.13019	0.146651	0.131964	0.15998	0.120334	0.15388	0.0935367	0.107999	0.0959193	0.20565	0.0669087	0.0406366	0.0288195	0.0277169	0.0404495	0.0379679	0.0923409	0.0165462	0.0309299	0.0406288	0.0633822	0.00585443	0.0462916	0.0424903	0.0457846	0.0443004	0.127161	0.0348382	0.0351887	0.0183481	0.306908	0.666953	1.07267	1.95347	0.3671663	3.729292
472	0	-14522	-14526.2	4.25909	1.913293	0.156239	0.114946	0.121676	0.108238	0.140847	0.119676	0.171428	0.0845481	0.113168	0.220292	0.0966081	0.123662	0.101605	0.0980984	0.136884	0.151087	0.149872	0.136397	0.139926	0.0597629	0.103807	0.116913	0.265918	0.0667793	0.0390759	0.0487353	0.0202213	0.0206216	0.031914	0.0110282	0.0544689	0.0285132	0.0369591	0.095294	0.0479056	0.0681599	0.0585805	0.0052709	0.0198545	0.0268235	0.0609274	0.00841882	0.0445553	0.2827	0.645465	1.06766	2.00417	0.386003	3.825709
473	1	-14517.4	-14523	5.65159	2.259494	0.140406	0.113646	0.0953573	0.101016	0.141421	0.089625	0.159724	0.119103	0.0982129	0.238958	0.0836268	0.0874666	0.0986534	0.128	0.141482	0.153482	0.190523	0.107137	0.161839	0.0916091	0.101926	0.107805	0.205063	0.0615725	0.0363377	0.021102	0.0362863	0.0303046	0.0328104	0.0713244	0.0193914	0.0112719	0.0294318	0.0794457	0.0151294	0.0336861	0.0327097	0.0457846	0.0430712	0.088757	0.00867831	0.0225402	0.0364037	0.3224	0.680046	1.07531	1.92225	0.4012637	3.712121
474	0	-14513.3	-14520.1	6.72259	2.125394	0.153118	0.105531	0.124783	0.0947426	0.145511	0.0901112	0.154036	0.0770515	0.10537	0.206017	0.0955137	0.0754299	0.119035	0.0930125	0.122035	0.131017	0.140812	0.136878	0.141885	0.0746778	0.115298	0.0862918	0.205891	0.0881951	0.0254768	0.0380962	0.0209348	0.0397185	0.0292531	0.0325294	0.0341975	0.0165912	0.0163592	0.104712	0.0507867	0.0567895	0.0280165	0.0271996	0.0597827	0.0279212	0.0513803	0.00360871	0.0509147	0.307797	0.667718	1.07283	1.95165	0.3841215	3.596512
475	1	-14509.2	-14514.9	5.73645	2.453874	0.159105	0.10734	0.113183	0.0927952	0.129619	0.0828229	0.12815	0.0791222	0.120681	0.219054	0.127036	0.0986226	0.117749	0.104703	0.146908	0.127137	0.151402	0.131642	0.137293	0.105364	0.102684	0.0952462	0.240777	0.0667565	0.0590586	0.0457468	0.0138037	0.026342	0.0487832	0.0615138	0.0218538	0.0233251	0.0311539	0.0768961	0.0143014	0.0278317	0.0199759	0.0457846	0.0406586	0.106934	0.0278615	0.0333022	0.00307104	0.342039	0.695971	1.07808	1.88391	0.3707267	3.713393
476	0	-14519.6	-14525.8	6.23909	2.173059	0.177468	0.128436	0.0794876	0.0952224	0.120358	0.0830191	0.183544	0.0835527	0.10061	0.231927	0.0789646	0.0944092	0.127767	0.1291	0.104301	0.1745	0.16521	0.106657	0.11766	0.092509	0.105334	0.101408	0.187279	0.0496915	0.0237764	0.0339406	0.0245343	0.0208856	0.0319762	0.0097356	0.0425582	0.0222679	0.0400678	0.0840528	0.0592136	0.0722302	0.043922	0.0393095	0.0318372	0.0376128	0.0628393	0.00128546	0.0476131	0.313093	0.672239	1.07377	1.9409	0.3889043	3.648072
477	1	-14516.7	-14520.9	4.13194	2.020477	0.179229	0.119635	0.137133	0.0844004	0.139262	0.080705	0.162051	0.0751229	0.115593	0.244719	0.0741227	0.0913374	0.127608	0.0833253	0.136441	0.135581	0.166314	0.138363	0.178677	0.0912359	0.0972887	0.0835498	0.232918	0.0754768	0.0785044	0.0326185	0.0264709	0.0256646	0.0503347	0.0485107	0.0210028	0.0351656	0.0265792	0.0866791	0.00590766	0.0333127	0.0320229	0.0494403	0.0434676	0.101877	0.0497783	0.0341929	0.0160992	0.295707	0.657174	1.07049	1.97663	0.3977077	3.847718
478	0	-14509.3	-14514.6	5.32556	1.92572	0.150049	0.0909952	0.104669	0.124339	0.144356	0.0773554	0.132883	0.086378	0.101021	0.206253	0.0706766	0.0889909	0.109342	0.111166	0.137672	0.163366	0.165	0.131193	0.158172	0.0935518	0.10137	0.0970905	0.228826	0.0687471	0.0280544	0.0272402	0.0288263	0.0352945	0.0446377	0.0319199	0.0413344	0.019756	0.0215213	0.112235	0.047029	0.0618213	0.0592833	0.0121031	0.0533172	0.0228114	0.08095	0.00996157	0.0386512	0.284244	0.646875	1.06801	2.00087	0.3699049	3.72021
479	1	-14513.7	-14518.2	4.56476	1.983969	0.193675	0.0974757	0.119798	0.0936878	0.142049	0.108112	0.152366	0.0836221	0.10903	0.251261	0.0817441	0.0905796	0.128745	0.12335	0.169396	0.111483	0.180473	0.117508	0.126184	0.10419	0.107686	0.0913217	0.209033	0.0687247	0.0444831	0.0389354	0.0252844	0.0428421	0.0314206	0.0640774	0.0120998	0.0353231	0.021225	0.06383	0.0104192	0.0295272	0.0196363	0.033851	0.0422542	0.112195	0.0519864	0.0493391	0.0111996	0.291354	0.653298	1.06958	1.98577	0.379402	3.801422
480	0	-14509.4	-14515.4	5.9359	2.148116	0.192071	0.123955	0.125704	0.100712	0.135965	0.0686999	0.143296	0.086378	0.0956852	0.231264	0.081094	0.0986801	0.10893	0.109801	0.165129	0.138703	0.146244	0.131193	0.162804	0.0843965	0.0959878	0.0715078	0.214389	0.0574243	0.0129381	0.0326946	0.0155	0.0276691	0.0410077	0.0248277	0.0409903	0.0312076	0.0160793	0.135784	0.067232	0.0588279	0.0388636	0.0146856	0.0256166	0.0258556	0.0501223	0.00441658	0.0424082	0.310337	0.669893	1.07329	1.94648	0.3778551	3.676738
481	1	-14508.7	-14514.2	5.51728	2.294031	0.143526	0.109116	0.135934	0.105119	0.141635	0.0809322	0.142903	0.0715725	0.108005	0.205311	0.0878474	0.096838	0.111936	0.111058	0.155168	0.150887	0.171409	0.158477	0.148707	0.0857106	0.103749	0.092382	0.197986	0.0706038	0.0423536	0.0355543	0.0141976	0.0527429	0.0299274	0.0721938	0.0104464	0.0218594	0.0249226	0.0494727	0.0330379	0.0480777	0.0227004	0.0474943	0.0574719	0.115376	0.0252541	0.0264252	0.0111732	0.326017	0.683033	1.07586	1.91509	0.3995298	3.727494
482	0	-14522.9	-14526.1	3.18714	2.162559	0.158292	0.112026	0.131019	0.111416	0.183819	0.0630389	0.189024	0.100058	0.108026	0.234506	0.0891626	0.0845576	0.116701	0.0836478	0.154343	0.160395	0.151225	0.149613	0.187023	0.104523	0.111008	0.115371	0.215203	0.0331349	0.0428221	0.0218961	0.0291727	0.0235711	0.0296605	0.0341589	0.0429199	0.0271039	0.0303063	0.108754	0.067232	0.0712528	0.0718238	0.0238606	0.0305749	0.0408317	0.0580746	0.0111287	0.0403008	0.311937	0.671257	1.07357	1.94323	0.3710643	3.952578
483	1	-14511.7	-14516.9	5.17509	2.092048	0.174581	0.112379	0.103114	0.0937818	0.137467	0.112488	0.148812	0.108297	0.112975	0.247834	0.0767524	0.0744389	0.113255	0.0940063	0.141613	0.122414	0.164813	0.106829	0.13893	0.0934149	0.0997828	0.108732	0.246258	0.0677011	0.0550311	0.0401185	0.0262086	0.0316985	0.0339884	0.0470506	0.00946316	0.0300898	0.0233928	0.0640079	0.0314805	0.0369827	0.0121594	0.068427	0.033692	0.115754	0.0195357	0.0376284	0.0315088	0.30402	0.664458	1.07213	1.95939	0.3748985	3.748887
484	0	-14512.4	-14516.6	4.15629	1.723941	0.184696	0.0966137	0.132682	0.11903	0.130825	0.106201	0.181867	0.0798898	0.109138	0.234506	0.0962205	0.0893275	0.120353	0.118951	0.133792	0.125246	0.166649	0.134329	0.140502	0.092897	0.12939	0.0839969	0.190552	0.0405519	0.0224585	0.0322689	0.0103591	0.0346387	0.0355468	0.00609339	0.0280353	0.0168117	0.0296331	0.122684	0.0721889	0.0603872	0.0645242	0.0148498	0.0439801	0.0308126	0.0764173	0.0179685	0.0579579	0.257938	0.622033	1.06125	2.05878	0.3690659	3.815823
485	1	-14516.5	-14520.9	4.43531	2.152087	0.155099	0.112352	0.124557	0.123171	0.142771	0.0890539	0.169237	0.0761426	0.0920523	0.198075	0.10841	0.110269	0.135418	0.124645	0.144023	0.170794	0.164813	0.114274	0.157303	0.0966513	0.118031	0.0985481	0.235241	0.0873735	0.0515884	0.0228541	0.0107346	0.0351229	0.0231936	0.0692071	0.0233974	0.0268864	0.0316273	0.0589337	0.0282711	0.0533825	0.0231374	0.0391378	0.0279276	0.0924668	0.0157539	0.0247149	0.0204219	0.310778	0.67027	1.07337	1.94559	0.3711978	3.827064
486	0	-14516	-14523.5	7.4176	2.394545	0.148119	0.0846662	0.136321	0.119911	0.105208	0.0836252	0.121586	0.0809574	0.106325	0.220944	0.0599105	0.100549	0.104491	0.0798732	0.117855	0.128762	0.139493	0.138434	0.168247	0.092897	0.0957581	0.115519	0.234053	0.0507854	0.0243723	0.0178067	0.0240953	0.0145045	0.0242451	0.0113272	0.0428431	0.0252597	0.041139	0.0921306	0.079276	0.0561393	0.0218488	0.0230445	0.0467062	0.0210339	0.0725411	0.0258127	0.0441751	0.336225	0.691331	1.07732	1.89512	0.3842713	3.54259
487	1	-14526.4	-14530	3.59735	2.104688	0.182901	0.114246	0.146694	0.0935677	0.149726	0.0726308	0.147917	0.109746	0.111833	0.212751	0.126432	0.0708467	0.112007	0.124645	0.151056	0.18424	0.166192	0.172571	0.135948	0.110645	0.128852	0.108941	0.2001	0.0768996	0.0496702	0.0107179	0.0299228	0.0276437	0.0507528	0.0878238	0.0249007	0.0333831	0.0332406	0.0614235	0.0178463	0.0401073	0.0202742	0.0433682	0.0223342	0.0993337	0.0116915	0.0147501	0.0170011	0.305459	0.665703	1.0724	1.95644	0.3524533	3.907574
488	0	-14511.3	-14516.2	4.8331	1.890166	0.17691	0.108669	0.113088	0.133889	0.120351	0.0885907	0.162772	0.0945589	0.109411	0.216618	0.0981944	0.0853283	0.0937663	0.108206	0.158248	0.133762	0.14992	0.142897	0.168247	0.0721785	0.110794	0.11641	0.212005	0.0704151	0.022527	0.0165653	0.0301371	0.00415995	0.0387469	0.0076992	0.0234579	0.0327941	0.0231	0.103	0.0835404	0.0663485	0.036618	0.0218356	0.0204505	0.0277695	0.0659605	0.0323864	0.0637906	0.279802	0.642802	1.06698	2.01042	0.364167	3.766116
489	1	-14514.4	-14522.6	8.18657	2.056516	0.150178	0.109604	0.14043	0.0825143	0.105206	0.0899976	0.143421	0.08589	0.115671	0.188673	0.0871874	0.0743467	0.0918141	0.0996741	0.144637	0.185909	0.113887	0.128516	0.150628	0.0727625	0.0816947	0.12268	0.186979	0.0504489	0.040986	0.0181783	0.0181326	0.0241579	0.0396366	0.0698858	0.0172036	0.0338258	0.0317701	0.0504634	0.0229959	0.0427137	0.0211382	0.0482437	0.025523	0.0917372	0.0128101	0.020513	0.0124194	0.299929	0.660892	1.07134	1.96784	0.408855	3.445083
490	0	-14514.6	-14517.8	3.2909	2.417913	0.142515	0.115144	0.131994	0.106082	0.178602	0.0769656	0.175368	0.0998611	0.132792	0.218445	0.0999705	0.0915139	0.11217	0.120735	0.122524	0.165578	0.145004	0.134604	0.167459	0.0879581	0.0928569	0.0948328	0.244251	0.053615	0.0348293	0.0361958	0.0375703	0.032706	0.0387469	0.00564255	0.042413	0.0325871	0.0124306	0.139954	0.0812584	0.0715752	0.0516398	0.0230887	0.0322422	0.025523	0.0616529	0.0258399	0.0596151	0.338533	0.69318	1.07763	1.89065	0.3648296	3.956348
491	1	-14509.4	-14517.9	8.51502	2.086188	0.154208	0.0905737	0.0961201	0.0925617	0.144768	0.0871762	0.150463	0.0882899	0.0901828	0.188292	0.0886939	0.0714265	0.120935	0.104749	0.103281	0.144494	0.111371	0.113921	0.124439	0.0714719	0.0981707	0.0852141	0.194925	0.0803425	0.0545659	0.035195	0.0266915	0.0346727	0.0448005	0.0502887	0.0155406	0.0411746	0.0278528	0.0509865	0.0356254	0.0368324	0.0175332	0.0374294	0.0479782	0.102394	0.0266719	0.0246462	0.00751557	0.30335	0.663877	1.072	1.96077	0.3866041	3.414465
492	0	-14517.6	-14520.2	2.52965	1.670025	0.162871	0.111218	0.149729	0.10776	0.166433	0.0971958	0.146609	0.091381	0.140498	0.243364	0.0953205	0.11135	0.115031	0.112756	0.134803	0.143359	0.148729	0.167259	0.145257	0.0722253	0.118067	0.0849373	0.244251	0.0564819	0.0134207	0.024871	0.0368663	0.016635	0.0280822	0.0133697	0.0442163	0.0332945	0.052521	0.0986102	0.0577511	0.0647768	0.058668	0.0219813	0.0316335	0.0391031	0.0981922	0.026683	0.0441508	0.250434	0.61461	1.05902	2.07593	0.3488454	3.971712
493	1	-14505.2	-14511.6	6.38146	2.334916	0.164447	0.109983	0.12482	0.122781	0.112783	0.107014	0.175954	0.0696216	0.106075	0.20579	0.074199	0.102549	0.10683	0.0918676	0.121798	0.155352	0.166919	0.130386	0.129513	0.0878066	0.118628	0.0903856	0.234657	0.066763	0.0684147	0.0254234	0.0270899	0.0345367	0.0504546	0.0606227	0.0143577	0.0273016	0.0218818	0.0532642	0.0142158	0.0402451	0.0171731	0.0377484	0.0276497	0.101962	0.0155406	0.0170449	0.0114027	0.330225	0.686478	1.07649	1.90681	0.4139867	3.643252
494	0	-14512	-14515.7	3.66276	2.355423	0.172151	0.0953143	0.139156	0.1065	0.138595	0.0919657	0.173659	0.0883295	0.13026	0.215746	0.093962	0.0974674	0.116721	0.120108	0.126631	0.145282	0.177855	0.147725	0.136286	0.100053	0.118551	0.107197	0.240052	0.0643512	0.0278655	0.0539429	0.012946	0.0160729	0.026878	0.0276106	0.0642784	0.0216217	0.028645	0.0976303	0.0585206	0.0752392	0.0475005	0.0230622	0.015604	0.0242513	0.0627226	0.0296227	0.0582338	0.332307	0.688169	1.07678	1.90274	0.3676415	3.916167
495	1	-14510.6	-14517.4	6.79887	1.910991	0.152094	0.0924112	0.116054	0.0941854	0.139749	0.0858507	0.118832	0.0846566	0.125674	0.204468	0.0753915	0.0979993	0.105004	0.107921	0.145544	0.165273	0.119142	0.149078	0.148622	0.0768597	0.0997386	0.0873905	0.201453	0.0743716	0.0608167	0.0267109	0.0296452	0.0321523	0.0463981	0.0499381	0.0218324	0.0205776	0.0177553	0.0680341	0.0297424	0.0411433	0.0339266	0.0350247	0.0364681	0.109962	0.0126556	0.0231665	0.00780097	0.282413	0.645202	1.06759	2.00479	0.3495212	3.571515
496	0	-14518.7	-14525.2	6.4973	2.399859	0.181182	0.139931	0.0932157	0.104044	0.138333	0.0656562	0.151063	0.0906202	0.114586	0.218566	0.0969235	0.0883279	0.109917	0.0857873	0.112104	0.14023	0.132297	0.146536	0.117452	0.0963151	0.099729	0.0926286	0.178124	0.0635475	0.0252518	0.0396006	0.0248407	0.0124818	0.0323211	0.0225358	0.0264309	0.0277994	0.0201629	0.0935077	0.0483739	0.0799042	0.0455706	0.0214666	0.0484234	0.0314754	0.0721581	0.0295182	0.0759307	0.336752	0.691754	1.0774	1.8941	0.3867125	3.634871
497	1	-14512.5	-14521.6	9.08957	1.976732	0.134575	0.0886092	0.115093	0.0977722	0.109264	0.0992227	0.13351	0.0834525	0.100221	0.221811	0.0894639	0.0747826	0.118221	0.0811081	0.132333	0.147599	0.136785	0.140012	0.142453	0.0712964	0.0873878	0.086831	0.227573	0.054207	0.0603081	0.0150799	0.0193687	0.0255856	0.0293065	0.0725017	0.012349	0.0123505	0.0113399	0.049046	0.0257788	0.0399314	0.0308511	0.0351584	0.0275572	0.084408	0.00829601	0.0090518	0.00647342	0.290481	0.652516	1.0694	1.98761	0.41614	3.348325
498	0	-14509.7	-14517.7	7.99642	2.105831	0.1614	0.102865	0.0961905	0.10349	0.127823	0.0758984	0.118919	0.0782548	0.113268	0.215346	0.0922696	0.0841477	0.114089	0.0990605	0.138494	0.163515	0.13009	0.128738	0.149689	0.0728071	0.099729	0.0838694	0.208196	0.0432327	0.0212942	0.033311	0.0242749	0.0121582	0.0317485	0.0225358	0.0246743	0.0349004	0.0239796	0.0889277	0.0428764	0.0715739	0.0283749	0.0257496	0.0297497	0.0242701	0.0801048	0.00658067	0.0392824	0.305589	0.665815	1.07243	1.95617	0.3949893	3.467749
