Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pinvar	TL
6010	-14520.9	-14523.7	2.71859	2.112186	0.184957	0.104538	0.104882	0.0975191	0.151156	0.126221	0.181902	0.0957529	0.128287	0.251669	0.101615	0.0904617	0.113974	0.126191	0.113398	0.175919	0.161473	0.135726	0.156315	0.101649	0.095667	0.0833644	0.240636	0.0627833	0.03796	0.0288878	0.042709	0.0296291	0.0106123	0.00759567	0.0472833	0.0473468	0.0289426	0.104222	0.097923	0.0414945	0.0473173	0.0414668	0.0286953	0.0273306	0.0870271	0.0140448	0.0394401	0.306308	0.666437	1.07256	1.9547	0.3738935	3.995985
6020	-14515.7	-14520.8	5.12715	1.899163	0.183134	0.105459	0.124984	0.114981	0.109993	0.0904194	0.145394	0.084081	0.114161	0.220992	0.0706198	0.125068	0.102066	0.117361	0.118255	0.172845	0.156045	0.127653	0.162509	0.0845151	0.102312	0.0864316	0.233645	0.0545165	0.0108273	0.0142623	0.0405232	0.0124712	0.013062	0.0200168	0.0384648	0.0606439	0.0285331	0.0880295	0.0549034	0.0550077	0.0545467	0.0343823	0.039169	0.0261869	0.0618884	0.0264178	0.0507968	0.280933	0.643844	1.06725	2.00797	0.3872064	3.737572
6030	-14509.1	-14514.2	5.06427	2.23954	0.152101	0.110829	0.124984	0.0923172	0.132032	0.094525	0.150673	0.073219	0.114595	0.186707	0.088283	0.0971329	0.111339	0.0991205	0.143815	0.14482	0.17466	0.133269	0.168466	0.0909623	0.0998127	0.0994927	0.272184	0.0417065	0.0247255	0.0233003	0.0242434	0.00882203	0.0154545	0.0307267	0.0420078	0.0494857	0.0299718	0.127497	0.0581225	0.0587464	0.0453902	0.0428776	0.0393756	0.0192382	0.0724572	0.0107479	0.0494518	0.320285	0.678287	1.07497	1.92646	0.3622417	3.769687
6040	-14513.6	-14518.5	4.90394	2.210277	0.143431	0.10025	0.134677	0.119941	0.132032	0.0715973	0.126779	0.0977596	0.115207	0.242697	0.108223	0.103587	0.0946243	0.124605	0.130648	0.143346	0.140623	0.122901	0.137922	0.0681994	0.108757	0.105347	0.224704	0.0480492	0.0319187	0.0188992	0.0198908	0.0129926	0.0339826	0.0184003	0.0380831	0.0507108	0.0233983	0.118176	0.055496	0.074429	0.0461276	0.0468202	0.0352819	0.0322934	0.0831592	0.0235686	0.0744097	0.317147	0.67566	1.07446	1.93273	0.3813834	3.783948
6050	-14514.6	-14518.1	3.46658	1.780971	0.150925	0.138856	0.145108	0.136806	0.132032	0.0871924	0.171477	0.0988117	0.109059	0.223762	0.0906236	0.116439	0.124213	0.0960884	0.132208	0.144107	0.179885	0.171573	0.166256	0.0746122	0.0953413	0.0925949	0.230139	0.0570948	0.0218292	0.0132098	0.0200698	0.0465301	0.0260016	0.0188948	0.0370185	0.0270723	0.0258455	0.0760921	0.0633456	0.0819563	0.0581328	0.033217	0.0215195	0.0288624	0.0724634	0.00520808	0.0489567	0.26565	0.6295	1.0634	2.04145	0.3426156	3.891429
6060	-14513.9	-14521.5	7.60088	2.158833	0.140598	0.0921165	0.13351	0.114406	0.109469	0.101509	0.134781	0.0912743	0.101327	0.188562	0.0919243	0.0784532	0.120711	0.090399	0.112139	0.125596	0.170632	0.147084	0.13414	0.0702332	0.113902	0.0915849	0.251276	0.0497529	0.0334425	0.00721437	0.037165	0.0172642	0.027816	0.0188948	0.0395022	0.0220652	0.0161806	0.079514	0.0536267	0.0498172	0.0448873	0.0288746	0.0242468	0.0196077	0.0822258	0.0149158	0.0383155	0.311525	0.670906	1.0735	1.94407	0.3708596	3.510957
6070	-14512.2	-14518.3	6.11227	2.034214	0.176107	0.0855092	0.09695	0.111355	0.132971	0.0818924	0.129725	0.0851618	0.0872986	0.177354	0.0907411	0.0901246	0.11439	0.103052	0.152946	0.152501	0.167202	0.126063	0.162865	0.0868438	0.119494	0.0838985	0.259282	0.0484242	0.0173784	0.0129109	0.0332924	0.0074943	0.0352211	0.0206198	0.0382184	0.0265018	0.0204341	0.121417	0.0731204	0.0478191	0.0420782	0.026641	0.0361246	0.0445482	0.0765259	0.00274875	0.0455344	0.297325	0.658603	1.07082	1.97325	0.3960273	3.650779
6080	-14512.9	-14518.6	5.68124	1.972691	0.174181	0.109293	0.0996084	0.111794	0.126164	0.0829556	0.185434	0.0754939	0.137836	0.189386	0.0983982	0.0930945	0.107607	0.108186	0.124102	0.143832	0.188845	0.13935	0.138426	0.0658072	0.104646	0.0881576	0.197013	0.0433317	0.0185357	0.00991491	0.0234989	0.0329781	0.015446	0.0124332	0.0480625	0.0372691	0.0358825	0.101847	0.0683324	0.0581193	0.0432723	0.045837	0.0600261	0.0194227	0.0530219	0.0177543	0.054218	0.289993	0.652078	1.06929	1.98864	0.3608906	3.688812
6090	-14510.8	-14515.8	5.03263	2.233007	0.156059	0.13888	0.126776	0.0799769	0.142409	0.084742	0.143092	0.0795238	0.123835	0.192265	0.0873973	0.0948246	0.124023	0.121438	0.150839	0.164969	0.189836	0.121081	0.155364	0.0781917	0.126415	0.0853518	0.25232	0.0594727	0.0162806	0.0100049	0.0324743	0.0100742	0.0226212	0.0152991	0.0335362	0.0280687	0.0389214	0.10111	0.0673828	0.0677391	0.0403024	0.0285807	0.0250067	0.0306897	0.0514607	0.0269407	0.0468846	0.319588	0.677705	1.07486	1.92785	0.3781141	3.772462
6100	-14528	-14532.7	4.64488	2.073404	0.127465	0.0912253	0.137232	0.138394	0.130346	0.106103	0.14317	0.0743247	0.113421	0.194894	0.105201	0.0923207	0.125321	0.136697	0.151772	0.173914	0.154376	0.158334	0.155112	0.0969388	0.0874839	0.095468	0.253262	0.048584	0.0422065	0.019777	0.0205652	0.0222633	0.0247223	0.00950503	0.0267116	0.0267828	0.00530777	0.0996116	0.0645567	0.0500288	0.0166341	0.0411818	0.0358272	0.0298098	0.115516	0.00794393	0.0502217	0.301882	0.662599	1.07172	1.9638	0.3658308	3.800531
6110	-14520.9	-14525.6	4.75028	2.046967	0.189523	0.121761	0.127519	0.111803	0.134413	0.079417	0.181675	0.0890177	0.116549	0.231607	0.0864727	0.0904151	0.119813	0.104597	0.118074	0.169576	0.195258	0.139734	0.137364	0.0702488	0.103005	0.0868399	0.219765	0.0594771	0.0234477	0.00776304	0.0476343	0.00914603	0.0297271	0.0115829	0.0502491	0.0271279	0.00185445	0.105901	0.0759391	0.0414053	0.0188888	0.0404554	0.0287661	0.0260627	0.0773615	0.0116879	0.0690494	0.298817	0.659917	1.07112	1.97014	0.3907738	3.787976
6120	-14510.3	-14515.6	5.26308	2.313496	0.17132	0.10922	0.127519	0.125508	0.136986	0.0891845	0.141086	0.0976302	0.110686	0.246322	0.0721224	0.116611	0.130585	0.101441	0.119487	0.143617	0.142347	0.139734	0.143183	0.0816499	0.114761	0.101112	0.219167	0.0518761	0.00960065	0.0132976	0.0235901	0.0272795	0.0315244	0.0112417	0.0430985	0.0133153	0.0190913	0.113719	0.0678307	0.050779	0.0317923	0.0336689	0.0492313	0.0302827	0.0718095	0.0136008	0.0660564	0.32803	0.684685	1.07617	1.91112	0.3907738	3.753967
6130	-14523.4	-14526.7	3.27851	1.882101	0.162479	0.115413	0.114477	0.116912	0.124737	0.0888515	0.162085	0.103495	0.102486	0.229414	0.114554	0.119386	0.0818654	0.118361	0.121105	0.191846	0.179424	0.127239	0.151476	0.0950416	0.0968846	0.096676	0.234271	0.087463	0.0283089	0.00865757	0.0317281	0.0137697	0.0296733	0.0224169	0.009451	0.0464902	0.0251195	0.125508	0.0549688	0.0686332	0.0622102	0.0491627	0.0371935	0.0439702	0.0718095	0.0135018	0.0422813	0.278783	0.641861	1.06674	2.01262	0.3465961	3.920795
6140	-14506.8	-14512.6	5.84105	1.838468	0.187662	0.115413	0.0969778	0.112002	0.132391	0.0885624	0.15368	0.0841106	0.0978932	0.229538	0.0941499	0.0967771	0.0876758	0.100091	0.123632	0.14487	0.147943	0.122775	0.140781	0.0790809	0.0881288	0.097932	0.22302	0.0498272	0.0287306	0.0202392	0.029539	0.022979	0.0379463	0.0176982	0.0253631	0.0334054	0.0251195	0.124029	0.0849244	0.0808972	0.0296527	0.038084	0.0470903	0.0211745	0.0548623	0.00124154	0.042273	0.273199	0.636658	1.06537	2.02478	0.3646541	3.660165
6150	-14517.4	-14523.2	5.86154	1.995629	0.129558	0.102873	0.113257	0.101032	0.152448	0.0751873	0.172028	0.0841014	0.132081	0.217739	0.0835136	0.0923057	0.0912406	0.0960597	0.111422	0.141045	0.147769	0.142302	0.166905	0.101232	0.0856165	0.116754	0.223462	0.0405717	0.0266034	0.0202392	0.0130761	0.017194	0.034477	0.0325245	0.0345259	0.0259765	0.0285595	0.0950577	0.0583408	0.0933029	0.031854	0.0543633	0.0234814	0.0426537	0.073337	0.00349498	0.0431555	0.292752	0.654548	1.06988	1.98282	0.3850535	3.672723
6160	-14512.2	-14519.2	7.07	2.195948	0.144774	0.104978	0.0889431	0.121879	0.125037	0.0848085	0.158217	0.098402	0.112502	0.212373	0.0894786	0.0799798	0.103465	0.112379	0.119791	0.118591	0.152457	0.142758	0.123648	0.0777231	0.101534	0.0824217	0.210076	0.0365706	0.0260619	0.040032	0.0338408	0.00473133	0.0190214	0.0298849	0.0415611	0.0266807	0.0151614	0.0788762	0.0501421	0.0649898	0.0461785	0.0514802	0.0399748	0.0443311	0.0956723	0.0114973	0.043542	0.315594	0.674354	1.0742	1.93585	0.3752637	3.566448
6170	-14513.3	-14516.8	3.47505	1.854386	0.182947	0.111137	0.11457	0.130322	0.140043	0.101256	0.152961	0.0900424	0.119791	0.239813	0.0741806	0.108318	0.102417	0.120293	0.146468	0.137814	0.168831	0.144868	0.172416	0.0828821	0.112809	0.096869	0.216503	0.047019	0.053378	0.0212874	0.0244683	0.00376978	0.0234584	0.0582622	0.0318341	0.0321101	0.0272048	0.1074	0.0601952	0.0527106	0.045066	0.0337369	0.0323271	0.0370478	0.0733476	0.0361536	0.0300623	0.27525	0.638579	1.06588	2.02029	0.3639555	3.898391
6180	-14518	-14522.6	4.67104	2.291819	0.192577	0.111287	0.11457	0.0990828	0.163365	0.119469	0.123154	0.0857182	0.119343	0.166998	0.090073	0.121273	0.116778	0.113035	0.145938	0.16593	0.156293	0.139001	0.154583	0.0929535	0.122519	0.0842828	0.228232	0.0668442	0.0263523	0.0139975	0.0365286	0.0166076	0.0503278	0.0282458	0.0337138	0.0334045	0.0260758	0.10493	0.0614977	0.0719439	0.0247235	0.0304359	0.0247721	0.0148713	0.061154	0.00976894	0.0493453	0.325787	0.682844	1.07583	1.91554	0.3997079	3.811996
6190	-14501.5	-14509.1	7.56279	2.273082	0.154403	0.111287	0.111696	0.107237	0.120094	0.118965	0.134821	0.0713901	0.104947	0.204319	0.0945066	0.0827113	0.108211	0.113017	0.122286	0.155802	0.156905	0.12903	0.135964	0.0859215	0.0898713	0.0967979	0.196452	0.0517684	0.0171763	0.0208789	0.0295898	0.0255113	0.0224215	0.0170634	0.0355406	0.0280478	0.0233437	0.0843071	0.0564776	0.0573197	0.0518764	0.0373214	0.0376537	0.0127769	0.0623188	0.00592806	0.0378201	0.32383	0.68123	1.07553	1.91941	0.3976437	3.521777
6200	-14515.1	-14521.2	6.10186	2.532491	0.142638	0.111287	0.122843	0.110708	0.116593	0.110631	0.155866	0.109571	0.0929165	0.216023	0.108129	0.116517	0.110624	0.130225	0.113147	0.178205	0.141467	0.118706	0.132801	0.0806125	0.0884881	0.087386	0.216765	0.0514982	0.0341724	0.0140044	0.0397475	0.0227569	0.0274411	0.0342248	0.0313756	0.0277441	0.0395027	0.0813614	0.0605003	0.0711588	0.072379	0.0325423	0.0289611	0.0148492	0.0474168	0.0022608	0.0340123	0.349516	0.701847	1.07899	1.86965	0.3782632	3.68006
6210	-14512.2	-14518.3	6.08531	2.662801	0.152914	0.107044	0.096597	0.108892	0.148824	0.0706055	0.138285	0.0925288	0.107051	0.216023	0.0990448	0.0832322	0.119347	0.107403	0.152167	0.149015	0.166854	0.124104	0.157989	0.0875147	0.0839111	0.0982822	0.224501	0.0408965	0.0245867	0.0143091	0.0310863	0.0269036	0.0300131	0.0300543	0.0434011	0.0149346	0.0220339	0.0808331	0.0435013	0.0847271	0.0634629	0.053402	0.0354015	0.0345022	0.0574177	0.0133919	0.049235	0.361368	0.710966	1.08026	1.84741	0.4083943	3.686224
6220	-14518.9	-14524.4	5.55187	2.309271	0.169321	0.104959	0.101325	0.090268	0.117884	0.0937281	0.15178	0.090814	0.0924894	0.221349	0.0853215	0.0971262	0.0896523	0.140652	0.181801	0.195379	0.163374	0.123551	0.136986	0.109878	0.101994	0.105214	0.19502	0.0552997	0.0218501	0.0143091	0.0284732	0.0165322	0.0404727	0.0190843	0.0336533	0.0377512	0.0252146	0.116146	0.0578779	0.043459	0.0401614	0.0417698	0.0308411	0.0345022	0.0552552	0.00959541	0.0427449	0.327594	0.684329	1.0761	1.91198	0.3743848	3.724861
6230	-14521.3	-14524.4	3.14442	2.171686	0.19625	0.131654	0.099808	0.133669	0.152411	0.0912353	0.179965	0.0825539	0.102399	0.253223	0.0956847	0.0979906	0.126867	0.118709	0.144173	0.153877	0.163374	0.130432	0.137574	0.0949013	0.132522	0.0877848	0.254073	0.0597642	0.0185563	0.0364053	0.0470094	0.0328769	0.02208	0.0319037	0.045542	0.0150016	0.0183389	0.0980652	0.0670154	0.0490841	0.0320269	0.0311801	0.0310546	0.0417804	0.0653509	0.0180277	0.0352585	0.312942	0.672111	1.07375	1.9412	0.3801269	3.95745
6240	-14524.4	-14529.6	5.21595	2.284588	0.186429	0.10231	0.103707	0.0997756	0.136815	0.0867267	0.165659	0.0818971	0.0831393	0.196446	0.0867972	0.10121	0.117908	0.128061	0.128252	0.180102	0.132615	0.153069	0.14141	0.0795627	0.132522	0.108803	0.216063	0.0591607	0.0238247	0.0175549	0.031432	0.0210693	0.0296812	0.0152306	0.0504916	0.021727	0.0444634	0.0826244	0.0774755	0.076614	0.051434	0.0338961	0.0142268	0.0113568	0.0907357	0.00930929	0.045519	0.325034	0.682224	1.07572	1.91703	0.3852471	3.757106
6250	-14516.7	-14523.2	6.48441	2.616661	0.178553	0.106065	0.113504	0.118209	0.140526	0.0819743	0.143126	0.0799118	0.0988362	0.178206	0.101852	0.0868893	0.114664	0.122812	0.112655	0.138808	0.143661	0.170069	0.14123	0.0897716	0.123569	0.1111	0.192664	0.037176	0.0238247	0.0168738	0.010018	0.037906	0.0346938	0.0222232	0.0408501	0.0139891	0.0254901	0.130004	0.0488415	0.0747284	0.0368436	0.0298825	0.0169169	0.0139372	0.0762957	0.023124	0.0425513	0.357245	0.707821	1.07984	1.8551	0.3847825	3.644826
6260	-14517	-14523.8	6.7995	1.919185	0.132839	0.0839335	0.0920607	0.088335	0.131817	0.0935514	0.138454	0.111823	0.129696	0.203958	0.0885831	0.101871	0.10418	0.100394	0.106555	0.133682	0.168215	0.107107	0.181853	0.0718739	0.107192	0.101979	0.241396	0.0628137	0.0197161	0.019474	0.0417977	0.00889883	0.0307821	0.0166062	0.0290621	0.0345445	0.0229981	0.114607	0.0572331	0.0476353	0.0310561	0.0292686	0.0372998	0.0276281	0.0687926	0.0194135	0.0312397	0.283433	0.646135	1.06783	2.0026	0.3935565	3.572214
6270	-14505.9	-14513.3	7.40094	2.04101	0.132327	0.105327	0.0932453	0.109357	0.125681	0.0754033	0.15161	0.103396	0.0890148	0.220882	0.0885831	0.0872371	0.0986604	0.106482	0.122141	0.171635	0.169249	0.112917	0.133311	0.079968	0.0934073	0.087633	0.217925	0.0454536	0.0264466	0.0217146	0.0395229	0.00933272	0.0357491	0.0209647	0.0303974	0.0263968	0.0229981	0.107547	0.0553117	0.0476353	0.0226826	0.0312528	0.0318854	0.0242342	0.0675769	0.0194135	0.060537	0.298121	0.659305	1.07098	1.97159	0.3859158	3.522446
6280	-14513.9	-14519.4	5.41355	2.102105	0.174257	0.101211	0.121664	0.104094	0.125435	0.108576	0.136099	0.085209	0.109604	0.249362	0.0986888	0.101371	0.1057	0.0828581	0.14308	0.15898	0.145377	0.160529	0.126618	0.0827211	0.103976	0.0945998	0.210804	0.043592	0.0231727	0.00598328	0.034575	0.0178152	0.0298178	0.0309737	0.0308819	0.0192727	0.00741165	0.12533	0.083519	0.0464227	0.0465773	0.0342287	0.0428534	0.0417389	0.0704879	0.0195667	0.040735	0.305166	0.66545	1.07235	1.95704	0.3838263	3.725769
6290	-14513.5	-14520	6.49944	2.073833	0.165803	0.114814	0.116853	0.0971896	0.137154	0.0753517	0.157213	0.101551	0.0952782	0.196104	0.0981185	0.0755598	0.120073	0.0898626	0.136459	0.150795	0.136989	0.125344	0.182214	0.0739542	0.113403	0.0959455	0.173985	0.0443853	0.0279851	0.00712784	0.0320951	0.0279639	0.0273238	0.0169424	0.0358295	0.0255641	0.0245445	0.0814925	0.0808377	0.0608638	0.0327059	0.0547609	0.0317297	0.0441167	0.0603958	0.0328842	0.0355452	0.301932	0.662642	1.07173	1.96369	0.3851024	3.615107
6300	-14513.4	-14519.2	5.71099	2.0945	0.142446	0.140665	0.115831	0.117813	0.134735	0.101621	0.135159	0.110731	0.109948	0.199677	0.0855435	0.0869182	0.121295	0.128843	0.159818	0.120881	0.171776	0.119303	0.16762	0.0781423	0.0947883	0.104499	0.212576	0.0513534	0.030098	0.0261225	0.0231371	0.0182495	0.0270188	0.0224524	0.0204045	0.0329303	0.00898927	0.102574	0.0671225	0.064253	0.0351942	0.0370331	0.0317297	0.0242378	0.0688504	0.0228542	0.0202403	0.3043	0.664701	1.07218	1.95882	0.3951185	3.695475
6310	-14520.7	-14524.6	3.91324	2.125725	0.151693	0.137133	0.123851	0.115913	0.154821	0.0689113	0.149159	0.0879552	0.11004	0.225135	0.0685028	0.108025	0.121295	0.141697	0.133473	0.160906	0.157974	0.171599	0.171057	0.0857493	0.101073	0.1225	0.202322	0.0607931	0.0398633	0.00293796	0.021762	0.0283492	0.0462158	0.0188351	0.032785	0.0196995	0.0140308	0.121595	0.0774417	0.0703704	0.0309661	0.0320308	0.0225026	0.0158692	0.0697073	0.023229	0.0577016	0.307834	0.66775	1.07284	1.95158	0.3770253	3.87747
6320	-14518.9	-14523.1	4.16484	1.934115	0.195003	0.0933194	0.100067	0.110315	0.144982	0.0908561	0.182411	0.0854293	0.0934249	0.275659	0.102993	0.0894883	0.121354	0.100546	0.138614	0.165381	0.195719	0.135936	0.143956	0.0730147	0.133716	0.0998368	0.200211	0.044322	0.0306518	0.00670878	0.0399252	0.0214988	0.0295574	0.0214741	0.026499	0.0423525	0.0326062	0.109458	0.0651054	0.0486587	0.0389982	0.0556062	0.0171292	0.0289802	0.0579384	0.0109557	0.036389	0.285281	0.64782	1.06825	1.99865	0.3689989	3.837047
6330	-14505.4	-14510.5	5.09229	2.121249	0.161979	0.106962	0.116959	0.119166	0.12672	0.0850864	0.177845	0.101797	0.0941746	0.220902	0.0958076	0.0769062	0.111881	0.115445	0.138617	0.14314	0.163065	0.135227	0.14079	0.09633	0.0973184	0.0804443	0.257712	0.0386854	0.0146439	0.0138102	0.0255988	0.0287538	0.0351704	0.00491693	0.049368	0.0162423	0.0213451	0.112046	0.0714764	0.0709691	0.0339308	0.0315509	0.0477324	0.0289802	0.070803	0.0306718	0.0482819	0.307331	0.667317	1.07275	1.9526	0.3639539	3.759253
6340	-14514.6	-14518.7	4.1471	2.131497	0.160958	0.114155	0.122454	0.102924	0.138762	0.0924067	0.224384	0.105023	0.136559	0.201317	0.0949055	0.0845095	0.103043	0.118674	0.143079	0.153941	0.132296	0.127463	0.135488	0.0897523	0.119468	0.114336	0.25076	0.0336579	0.0138371	0.0125379	0.0283043	0.0182056	0.0280666	0.0125486	0.0392379	0.0357276	0.0130546	0.121644	0.0666551	0.064822	0.0315232	0.0426329	0.0304732	0.0427167	0.0860974	0.0306718	0.035411	0.308482	0.668306	1.07296	1.95026	0.3674374	3.854484
6350	-14512.9	-14517.6	4.69504	2.198943	0.186641	0.105657	0.118726	0.0978471	0.13976	0.0977729	0.147997	0.0904656	0.128257	0.205239	0.0983758	0.101027	0.109222	0.118459	0.149484	0.130906	0.163718	0.144632	0.131035	0.0794611	0.139688	0.0960948	0.242464	0.067765	0.0107438	0.00269354	0.0120938	0.0173513	0.0252495	0.0268124	0.0434546	0.0225486	0.0187592	0.131777	0.0647296	0.0666829	0.0297009	0.0426329	0.0489598	0.0254044	0.0611983	0.0233136	0.039332	0.31592	0.674628	1.07425	1.9352	0.3712772	3.804133
6360	-14509.4	-14515.2	5.77048	2.498495	0.168303	0.128393	0.112553	0.0918166	0.134003	0.0972271	0.138566	0.0828862	0.121154	0.210638	0.104346	0.0720896	0.130424	0.110863	0.149521	0.142025	0.161424	0.131166	0.133793	0.0813654	0.0957575	0.070325	0.260585	0.0451212	0.0273283	0.0126339	0.0279161	0.0200394	0.0230299	0.0185702	0.042127	0.0320419	0.0378081	0.0971101	0.0647296	0.0655907	0.0245932	0.0416269	0.0283125	0.0244052	0.0736749	0.029188	0.0467865	0.346314	0.699343	1.07861	1.87573	0.3787487	3.711859
6370	-14520.2	-14526.8	6.55745	2.028	0.19741	0.125934	0.122467	0.111608	0.145363	0.0927955	0.108231	0.101637	0.108785	0.204396	0.0903492	0.095867	0.0949527	0.101406	0.115956	0.110673	0.129799	0.126446	0.155782	0.0677517	0.0979388	0.0662257	0.218504	0.0391938	0.0236052	0.0139426	0.0250907	0.0405283	0.0262037	0.0151173	0.0487374	0.0331422	0.0248611	0.10672	0.0629119	0.0513679	0.0596787	0.029607	0.0206899	0.0252779	0.0903871	0.0214361	0.0569895	0.296594	0.657958	1.07067	1.97477	0.3444439	3.605768
6380	-14513.1	-14518.7	5.62078	2.314413	0.155344	0.103004	0.104518	0.107213	0.113945	0.0842697	0.142566	0.0867925	0.117521	0.227517	0.0817655	0.13004	0.0998269	0.117685	0.122565	0.149591	0.138143	0.162624	0.159224	0.0701487	0.105962	0.0978206	0.226254	0.05395	0.0294194	0.00262122	0.0175517	0.0149153	0.0306832	0.0219274	0.0288639	0.028057	0.0431407	0.108588	0.043757	0.0765305	0.0766346	0.0307221	0.0368049	0.0287897	0.064291	0.0279256	0.0487318	0.328124	0.684762	1.07618	1.91093	0.3827381	3.718245
6390	-14524	-14526.3	2.2826	2.367372	0.169997	0.108565	0.103277	0.0957288	0.179402	0.0898502	0.166289	0.0961592	0.0997653	0.229131	0.0729192	0.107391	0.133673	0.113877	0.1754	0.169376	0.220692	0.148991	0.14062	0.112733	0.128314	0.111218	0.208776	0.0580539	0.0236178	0.000769668	0.0320808	0.0321768	0.0515405	0.0247142	0.0377597	0.0246418	0.0194193	0.149942	0.0569637	0.0678945	0.0574359	0.0412699	0.0312329	0.0383525	0.0717478	0.0012268	0.0517927	0.333511	0.689144	1.07695	1.90039	0.3729801	4.054778
6400	-14521.3	-14523.8	2.48415	2.273146	0.180182	0.0894212	0.128357	0.144513	0.139641	0.0898502	0.148008	0.0888199	0.108454	0.249206	0.10079	0.0981309	0.1007	0.148703	0.135632	0.149367	0.204847	0.127751	0.189237	0.106384	0.143806	0.102428	0.225297	0.0674608	0.0312018	0.00785108	0.0198018	0.0272328	0.0116088	0.0110738	0.0348738	0.0183458	0.0275828	0.13321	0.0724887	0.0510597	0.0710342	0.0278044	0.0406998	0.034442	0.0740241	0.0225865	0.0457349	0.323837	0.681235	1.07553	1.9194	0.358384	4.029644
6410	-14513.5	-14519	5.49861	2.312786	0.180603	0.120304	0.0954844	0.13683	0.124833	0.0761904	0.157854	0.0664754	0.119907	0.21529	0.0847951	0.104338	0.0938514	0.129147	0.131362	0.143743	0.193754	0.13172	0.127341	0.0806376	0.0936827	0.0856153	0.229657	0.0454765	0.0342746	0.0382943	0.023466	0.0276822	0.0198153	0.0136271	0.0483288	0.0318471	0.0202908	0.12189	0.0602004	0.0552242	0.0468089	0.0431466	0.0279992	0.0281731	0.0600485	0.0253786	0.0349871	0.327957	0.684625	1.07615	1.91126	0.3665387	3.730376
6420	-14506.9	-14512	5.08608	2.172657	0.165394	0.101614	0.123459	0.108677	0.134628	0.0890007	0.149819	0.0733145	0.120298	0.213468	0.104172	0.0909838	0.105521	0.148923	0.115768	0.154421	0.14313	0.142603	0.156846	0.105512	0.112932	0.0822067	0.246306	0.0495788	0.0165807	0.0138296	0.0408316	0.0400173	0.0180796	0.0224141	0.0284258	0.0293894	0.025233	0.10701	0.048842	0.0578759	0.0367593	0.0430285	0.0362824	0.0341513	0.0672741	0.0118262	0.0469206	0.313049	0.672202	1.07377	1.94098	0.3715935	3.763347
6430	-14527.4	-14531.8	4.37082	2.178846	0.169805	0.111264	0.131902	0.111426	0.177482	0.0828114	0.178951	0.0826485	0.117764	0.168267	0.122949	0.0878107	0.103094	0.0981378	0.119155	0.134313	0.193087	0.12012	0.11696	0.101771	0.114837	0.0866195	0.229683	0.0826968	0.00737147	0.0141302	0.0198579	0.0167297	0.0402507	0.0204612	0.0504245	0.0387978	0.0224292	0.147334	0.0372553	0.0501183	0.0488337	0.0447684	0.0322191	0.0443928	0.0686887	0.0215815	0.0660742	0.313728	0.672777	1.07388	1.93961	0.3591705	3.835275
6440	-14519.8	-14525.6	5.81752	1.914612	0.166198	0.100643	0.116567	0.106862	0.110887	0.0744478	0.143483	0.0841103	0.117764	0.229357	0.0803453	0.103228	0.100767	0.121515	0.133603	0.151062	0.188452	0.0898827	0.145995	0.072123	0.0794756	0.09775	0.238198	0.0545825	0.0257353	0.0241298	0.0375518	0.0297733	0.0326626	0.0205361	0.0195	0.0287094	0.0248579	0.133928	0.054895	0.0493393	0.0547101	0.0528285	0.0216909	0.0343659	0.0531342	0.0320634	0.0322774	0.282864	0.645615	1.0677	2.00382	0.3841745	3.669988
6450	-14507.6	-14513.7	6.05329	2.241949	0.185165	0.115783	0.109773	0.086979	0.148854	0.0711346	0.15756	0.0833156	0.106244	0.22527	0.0945871	0.0787176	0.109031	0.102763	0.12026	0.130071	0.154029	0.131447	0.138458	0.0934712	0.111314	0.112069	0.238051	0.0494981	0.0215276	0.0112041	0.042782	0.0221844	0.0431152	0.0100664	0.0380751	0.0150586	0.0269241	0.0860771	0.0602993	0.0637083	0.0276262	0.0398303	0.0334009	0.0289285	0.0861302	0.00441616	0.0557279	0.320541	0.6785	1.07501	1.92595	0.3685424	3.670927
6460	-14520	-14522.9	2.8522	2.365031	0.189981	0.118013	0.130998	0.129382	0.149266	0.0918981	0.14675	0.10332	0.106244	0.248869	0.113842	0.0810787	0.165877	0.122623	0.154792	0.140376	0.167999	0.133899	0.159424	0.0952622	0.119689	0.0992647	0.216297	0.0341087	0.0499834	0.0150427	0.0259156	0.0260387	0.0534446	0.0140918	0.0389395	0.019759	0.0164456	0.12432	0.0822271	0.0553591	0.0370133	0.0161795	0.0349985	0.0442734	0.0681655	0.0124998	0.0437504	0.333275	0.688953	1.07692	1.90085	0.366334	3.997702
