Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pinvar	TL
2570	-14519	-14522.9	3.83561	2.173567	0.183689	0.139115	0.110769	0.0825747	0.113669	0.109703	0.177011	0.0828365	0.129231	0.225899	0.0824764	0.0863128	0.116645	0.110647	0.14645	0.156758	0.134124	0.178676	0.148211	0.116651	0.115447	0.0816004	0.255115	0.045501	0.0364166	0.0336333	0.0175001	0.0168639	0.0457782	0.00648581	0.0372889	0.0175354	0.0364345	0.122132	0.0705908	0.0574634	0.0575682	0.0262714	0.0360927	0.0416804	0.0361919	0.0234606	0.0399511	0.313149	0.672286	1.07378	1.94078	0.3700982	3.888453
2580	-14511	-14516.7	5.65716	2.250554	0.16694	0.122555	0.139214	0.114649	0.148217	0.112071	0.16506	0.0982714	0.0960752	0.205402	0.101664	0.107883	0.102077	0.131551	0.129114	0.146356	0.138998	0.144423	0.134096	0.0765747	0.106067	0.0831594	0.222221	0.0614539	0.0163216	0.029077	0.0195571	0.0115652	0.0283035	0.0111437	0.0261054	0.0278712	0.0309174	0.0757558	0.0707426	0.0932053	0.0474534	0.0129013	0.0238008	0.0186473	0.058895	0.0166381	0.0380541	0.321455	0.679261	1.07516	1.92413	0.3806083	3.711046
2590	-14522.2	-14524.7	2.48658	1.746717	0.178289	0.102905	0.134065	0.107288	0.13687	0.0853119	0.123098	0.0872107	0.116225	0.291671	0.114806	0.114951	0.11675	0.100624	0.161717	0.150648	0.130516	0.147718	0.136212	0.0797158	0.132763	0.105572	0.279178	0.0615362	0.0270325	0.0274558	0.02524	0.0103273	0.0404795	0.0183111	0.0536079	0.0185287	0.0298423	0.11148	0.0767629	0.0503923	0.0360998	0.0397181	0.0273574	0.0356625	0.0849356	0.0195549	0.0570795	0.261045	0.62506	1.06214	2.05176	0.3487943	3.985507
2600	-14523.3	-14526.3	2.98628	2.275216	0.156926	0.124767	0.147839	0.123016	0.137504	0.0806788	0.189129	0.111247	0.124886	0.24285	0.100511	0.101382	0.123345	0.119906	0.162028	0.188565	0.138471	0.138518	0.138107	0.081733	0.0874223	0.129491	0.202061	0.0711888	0.00983176	0.0496126	0.0366443	0.0227974	0.0318623	0.0124649	0.0255653	0.0275693	0.0205184	0.0689905	0.0445405	0.106429	0.0467876	0.0256638	0.0313173	0.0262068	0.0915581	0.0287522	0.0508632	0.324054	0.681415	1.07556	1.91897	0.3714416	3.979547
2610	-14510	-14515.8	5.82035	2.133478	0.142224	0.115748	0.124089	0.130931	0.131352	0.10775	0.150819	0.091858	0.114267	0.209026	0.0817241	0.101382	0.110598	0.106127	0.132477	0.152509	0.141196	0.137412	0.148603	0.0832441	0.13492	0.0817566	0.193814	0.0636286	0.00507309	0.0313706	0.0143182	0.0147817	0.040619	0.0199524	0.0457793	0.0241357	0.0243511	0.0772325	0.0537316	0.0744713	0.0510526	0.0202008	0.0254203	0.0249355	0.0674768	0.0425854	0.0423533	0.308704	0.668496	1.073	1.9498	0.3768759	3.687296
2620	-14522.3	-14527.9	5.57895	2.533681	0.148884	0.106111	0.107013	0.0935042	0.11093	0.0840744	0.151637	0.0724172	0.124246	0.215206	0.111984	0.101777	0.112796	0.124245	0.170761	0.116316	0.13883	0.114481	0.116643	0.0885649	0.135398	0.0927042	0.231678	0.0572008	0.0106955	0.0159028	0.0473181	0.00805289	0.0436638	0.0264888	0.0337306	0.0193182	0.043477	0.12098	0.0729479	0.0701901	0.0390294	0.0223294	0.0352116	0.0443163	0.0902694	0.0298837	0.0311893	0.349627	0.701934	1.079	1.86944	0.39931	3.732397
2630	-14514.1	-14521.2	7.05009	2.233118	0.146913	0.089015	0.100834	0.0929513	0.113469	0.0867254	0.147333	0.104983	0.0991357	0.264066	0.0857925	0.0973537	0.101203	0.137128	0.111184	0.142796	0.13926	0.124695	0.12723	0.085529	0.102986	0.0945137	0.200128	0.0394991	0.0231996	0.00879027	0.0320176	0.00325864	0.0439927	0.00585271	0.0283918	0.0294148	0.0446482	0.0984285	0.0537871	0.0550372	0.0453139	0.0226253	0.0450908	0.024829	0.069334	0.0386546	0.0633305	0.3196	0.677715	1.07486	1.92782	0.3947145	3.570722
2640	-14523.8	-14531.7	7.95039	2.311025	0.163078	0.100176	0.110379	0.0889635	0.111599	0.0906493	0.139063	0.0796263	0.109553	0.198855	0.0979703	0.105556	0.0768765	0.0821839	0.10223	0.140107	0.135749	0.154125	0.138855	0.096312	0.109823	0.0960809	0.242418	0.0676511	0.0120463	0.0263795	0.0209348	0.0128871	0.0378484	0.00858541	0.0217061	0.032755	0.033193	0.0698116	0.0523759	0.0638612	0.0249646	0.024035	0.0309677	0.0145481	0.0565907	0.0550109	0.0487209	0.327775	0.684477	1.07613	1.91162	0.4025315	3.485103
2650	-14521.8	-14529.7	7.8763	2.428063	0.125507	0.118553	0.105239	0.113397	0.145061	0.140797	0.128806	0.0839181	0.101392	0.216591	0.0772029	0.0919314	0.120226	0.085877	0.130532	0.107151	0.161416	0.117634	0.145368	0.0764549	0.0872032	0.0891832	0.214251	0.0333135	0.02145	0.0388922	0.0283956	0.0025828	0.0313454	0.0210555	0.0403415	0.0235356	0.0348382	0.11146	0.0523759	0.0527018	0.044325	0.0145171	0.0335464	0.00831633	0.0659976	0.0151336	0.0404547	0.339529	0.693974	1.07776	1.88873	0.3969793	3.498268
2660	-14511.5	-14519.3	7.76206	2.185448	0.135664	0.103536	0.113992	0.113736	0.10975	0.0807383	0.120923	0.0829912	0.100711	0.190615	0.0734794	0.0832992	0.106956	0.129885	0.146292	0.122582	0.146157	0.126141	0.157158	0.0974219	0.0871315	0.0869931	0.204476	0.0504692	0.0228874	0.0321944	0.0325252	0.0193059	0.0408978	0.0185746	0.0271224	0.0308371	0.0348382	0.0768088	0.0379979	0.047551	0.0694029	0.00790194	0.040067	0.0285878	0.0842074	0.034362	0.0394056	0.31445	0.673388	1.07401	1.93816	0.3889659	3.496575
2670	-14527.5	-14534.8	7.37192	2.816688	0.140958	0.0904632	0.107402	0.0871472	0.13411	0.0882044	0.147419	0.0870244	0.0953005	0.249941	0.0872957	0.080852	0.116275	0.0981677	0.146207	0.15539	0.164196	0.125115	0.113854	0.118276	0.091572	0.0862877	0.179365	0.0662389	0.0309398	0.0251265	0.0325252	0.00174395	0.0458272	0.0271354	0.0453591	0.02986	0.0155994	0.0931551	0.0649023	0.0441894	0.0324041	0.00295917	0.0461662	0.0286642	0.0576162	0.0476331	0.0328772	0.374564	0.720845	1.08145	1.82314	0.373558	3.561747
2680	-14514.2	-14520.5	6.24013	2.026218	0.163808	0.122659	0.132729	0.102194	0.13411	0.0709338	0.162938	0.0913168	0.127819	0.206707	0.0834036	0.0849276	0.120992	0.0853601	0.157698	0.140389	0.153866	0.121384	0.119255	0.0753694	0.0936779	0.0825342	0.20978	0.0493216	0.019044	0.0224422	0.0207043	0.0126571	0.0459755	0.014333	0.0421035	0.042685	0.0236756	0.108648	0.0682431	0.0473538	0.0829928	0.00488018	0.0181072	0.046515	0.0591887	0.0230685	0.0415693	0.296384	0.657773	1.07063	1.97521	0.3864907	3.637359
2690	-14509.7	-14515.7	5.9659	2.536462	0.182529	0.110487	0.12671	0.111945	0.12877	0.0893042	0.142801	0.106128	0.0969956	0.224073	0.101471	0.100938	0.103925	0.10089	0.149482	0.147742	0.165615	0.148155	0.139119	0.0721071	0.127426	0.11267	0.182437	0.0438549	0.0285153	0.0113482	0.0200231	0.0141819	0.0323507	0.0161953	0.0328279	0.0149124	0.0153721	0.0794923	0.0640662	0.0642177	0.043382	0.0228611	0.034441	0.0266601	0.0664999	0.0358722	0.0550129	0.349887	0.702136	1.07903	1.86895	0.3980562	3.693808
2700	-14520.5	-14525.2	4.71979	2.788293	0.155185	0.116362	0.141377	0.112827	0.152525	0.122706	0.14905	0.0990039	0.107005	0.237254	0.0887953	0.0808834	0.115415	0.106663	0.138887	0.154486	0.158968	0.174208	0.150411	0.0855152	0.119709	0.0844366	0.173169	0.0316877	0.0335234	0.0467399	0.0291375	0.00276088	0.0372344	0.00644232	0.0332509	0.0312729	0.0387378	0.0891661	0.0540518	0.0662771	0.0535841	0.00617449	0.048964	0.0321613	0.0779967	0.0382057	0.0440608	0.372191	0.719089	1.08125	1.82747	0.3744861	3.826272
2710	-14513	-14518.9	5.9195	2.303594	0.191001	0.0811349	0.12564	0.0987694	0.132124	0.0860607	0.130941	0.0786947	0.0932773	0.226138	0.104868	0.0782052	0.126226	0.111007	0.134615	0.143143	0.191828	0.159367	0.128455	0.071013	0.114025	0.104837	0.211236	0.041488	0.0278056	0.0290836	0.0304126	0.00878967	0.0395293	0.0309925	0.0358797	0.0222607	0.0223082	0.105016	0.0489252	0.060075	0.0488617	0.00912239	0.0354566	0.0325145	0.0654017	0.00978122	0.0614832	0.327008	0.683848	1.07601	1.91313	0.3980597	3.687793
2720	-14523.3	-14527.8	4.48953	2.45965	0.178341	0.167309	0.125479	0.0883568	0.133759	0.0754974	0.125258	0.0844943	0.144931	0.180901	0.0668011	0.0985574	0.109867	0.136022	0.162613	0.180772	0.16783	0.137155	0.1299	0.0905809	0.104949	0.105763	0.216785	0.0665221	0.0188434	0.0268392	0.0229349	0.00659361	0.0261268	0.0292671	0.0530239	0.0300718	0.0308572	0.0990902	0.0743473	0.0587587	0.0487647	0.0110376	0.0414026	0.0362603	0.075243	0.0286003	0.0418269	0.342597	0.696413	1.07815	1.88284	0.3770998	3.838334
2730	-14508.5	-14515.3	6.75149	2.104475	0.14721	0.110589	0.104673	0.127253	0.16397	0.095537	0.166471	0.0906448	0.0950791	0.20001	0.0895698	0.0852049	0.105645	0.105101	0.131702	0.169007	0.165395	0.137155	0.140221	0.0770281	0.107401	0.0963912	0.195828	0.0507501	0.0237647	0.0217948	0.0114917	0.0150762	0.0257481	0.0219539	0.0246717	0.0264356	0.023995	0.117247	0.0391579	0.0499165	0.0328295	0.00899963	0.0338927	0.0362603	0.06454	0.0205031	0.0360321	0.305435	0.665683	1.0724	1.95649	0.4076762	3.592145
2740	-14513	-14521	7.9849	2.89378	0.136194	0.128381	0.0935806	0.0925548	0.145379	0.0969991	0.150382	0.0788283	0.118352	0.154599	0.0800787	0.101136	0.11743	0.107396	0.123524	0.118907	0.152634	0.121817	0.151224	0.0770281	0.106408	0.104571	0.197038	0.0377482	0.02428	0.0397162	0.018557	0.0171519	0.0352286	0.0389451	0.0487756	0.0176977	0.02208	0.0858306	0.0577622	0.0583916	0.0294178	0.0219362	0.0413474	0.0229325	0.0622252	0.0286705	0.0389979	0.380874	0.725472	1.08194	1.81172	0.3883049	3.502134
2750	-14510.5	-14518.3	7.86582	1.97531	0.146511	0.0889301	0.103993	0.0871187	0.118855	0.085307	0.14279	0.0912675	0.102968	0.200606	0.0701502	0.101136	0.118707	0.108016	0.132744	0.151725	0.150096	0.134557	0.159946	0.0654843	0.0966072	0.0962647	0.180717	0.0594642	0.0309255	0.028989	0.0236652	0.00599748	0.0276287	0.0259783	0.0376156	0.0173303	0.0295394	0.0981378	0.0419516	0.0468501	0.0512729	0.00796683	0.0156164	0.039154	0.0816736	0.0257675	0.0405585	0.29031	0.652362	1.06936	1.98797	0.4162622	3.470579
2760	-14509.9	-14516.9	6.98657	2.330974	0.142387	0.082861	0.0925002	0.099338	0.146232	0.0902926	0.133906	0.067013	0.120645	0.219785	0.0823473	0.0928378	0.109749	0.0916849	0.152728	0.153313	0.146534	0.123305	0.13187	0.0971335	0.108417	0.0888479	0.239719	0.0459412	0.0188917	0.0168494	0.0481107	0.00734248	0.0429841	0.0141966	0.0435865	0.039113	0.0205409	0.107872	0.0460774	0.06223	0.0349925	0.0130795	0.0389661	0.0374398	0.0649935	0.0287118	0.0371735	0.329823	0.68615	1.07643	1.9076	0.3962791	3.582537
2770	-14511.7	-14516.5	4.81274	2.019805	0.193027	0.0897972	0.12233	0.119506	0.155149	0.100306	0.154599	0.0853078	0.11248	0.214999	0.07301	0.0891467	0.121727	0.101058	0.12761	0.151137	0.155774	0.134541	0.156915	0.0614316	0.0889608	0.0916004	0.235676	0.0675209	0.025844	0.0525556	0.0227859	0.0200556	0.0260455	0.0133527	0.0466309	0.0269687	0.0248039	0.0879419	0.0554043	0.0645142	0.0836678	0.00978704	0.0297689	0.0329034	0.0842074	0.023934	0.0448035	0.295627	0.657103	1.07048	1.97679	0.3815561	3.779583
2780	-14528.3	-14533.7	5.34952	1.834743	0.182139	0.0922551	0.115417	0.140683	0.116297	0.0965524	0.145071	0.0907814	0.122409	0.193433	0.0818652	0.0925058	0.0955681	0.107764	0.142236	0.161925	0.151643	0.115606	0.183684	0.0528739	0.113635	0.0713771	0.258278	0.0424298	0.027041	0.0271453	0.0202502	0.0315669	0.0491334	0.0443247	0.0486472	0.0378395	0.0134672	0.0827743	0.0514581	0.05526	0.0836678	0.00595519	0.0231064	0.0259757	0.0617358	0.00232538	0.0508301	0.272717	0.636205	1.06525	2.02583	0.3762133	3.708932
2790	-14516.9	-14523.5	6.65618	2.506852	0.130057	0.085324	0.122626	0.108736	0.127948	0.0964953	0.146653	0.0888509	0.117034	0.223039	0.0746204	0.083141	0.116178	0.12851	0.121223	0.145532	0.153289	0.113392	0.164604	0.0961356	0.112605	0.109377	0.226398	0.0397454	0.0235982	0.0195559	0.0247588	0.0321396	0.0434499	0.036747	0.0228084	0.0412252	0.0329976	0.0981762	0.038594	0.0605373	0.0436083	0.00742085	0.0183741	0.0303954	0.0516138	0.0210319	0.0450791	0.347105	0.699963	1.07871	1.87423	0.3726851	3.623624
2800	-14507.7	-14514.5	6.73233	2.439003	0.143831	0.115084	0.101995	0.105369	0.142992	0.0818312	0.146702	0.0936695	0.111777	0.201635	0.080241	0.105283	0.106034	0.114986	0.124461	0.145804	0.13143	0.167165	0.154858	0.0745743	0.0903712	0.0767753	0.205084	0.0529977	0.0256378	0.0311934	0.0283546	0.0123344	0.0556888	0.0172379	0.036415	0.0222232	0.0329976	0.088351	0.0524496	0.0677227	0.05097	0.0248891	0.0571596	0.0303954	0.0489528	0.0256685	0.02956	0.340596	0.694825	1.0779	1.88668	0.393559	3.613153
2810	-14515.1	-14519.8	4.716	2.151837	0.171546	0.0986781	0.11563	0.114652	0.11098	0.0787326	0.139854	0.0971999	0.109712	0.253939	0.0912153	0.082365	0.137068	0.112676	0.158845	0.181563	0.145854	0.145982	0.143597	0.095073	0.110557	0.0982954	0.238163	0.0869162	0.0249892	0.0458634	0.018993	0.0209666	0.0363736	0.0114953	0.037837	0.0194708	0.0180424	0.122087	0.0268149	0.0581526	0.0371025	0.0109704	0.050916	0.0242788	0.0746551	0.0113163	0.0295628	0.31075	0.670246	1.07336	1.94564	0.3956199	3.798978
2820	-14510	-14515.6	5.59507	2.000462	0.159177	0.100595	0.106983	0.102996	0.122282	0.101551	0.157453	0.104839	0.10833	0.218983	0.0676681	0.103045	0.117151	0.119955	0.120582	0.163275	0.163249	0.140544	0.131955	0.0917902	0.106675	0.0879322	0.252018	0.0454027	0.0119853	0.0251291	0.0225135	0.00352213	0.0340081	0.0229057	0.0415969	0.0192209	0.0294257	0.107095	0.0672922	0.0567126	0.0510244	0.0253668	0.0221066	0.0500673	0.0627586	0.0127392	0.0398663	0.29333	0.655063	1.07	1.98161	0.3881147	3.699771
2830	-14510	-14513.9	3.84347	2.11379	0.186903	0.120497	0.124576	0.100604	0.115103	0.110237	0.16225	0.0832844	0.112359	0.242234	0.0792676	0.0987356	0.0960616	0.108245	0.142235	0.193104	0.165234	0.141513	0.136993	0.078696	0.119676	0.109909	0.232619	0.0597192	0.0230346	0.0274696	0.0265653	0.0166378	0.0458625	0.0385945	0.0335373	0.0282625	0.0287396	0.121497	0.0378008	0.0627439	0.0773641	0.0129901	0.0368162	0.0257599	0.0508917	0.00986692	0.0591214	0.30649	0.666593	1.07259	1.95432	0.3611382	3.88361
2840	-14508.4	-14513.1	4.73133	1.959011	0.181021	0.12561	0.114215	0.101855	0.121538	0.0750116	0.150638	0.091048	0.10345	0.206655	0.0845458	0.119213	0.0937241	0.107558	0.127442	0.164539	0.159302	0.146501	0.146128	0.0763574	0.115245	0.103704	0.224486	0.0641335	0.032445	0.0286006	0.0433182	0.00688688	0.0266943	0.0299475	0.0405459	0.0359371	0.0382494	0.11893	0.0552574	0.0720009	0.0536745	0.0280056	0.026843	0.0307248	0.048433	0.0244863	0.0377152	0.288332	0.650583	1.06893	1.99216	0.3777023	3.782616
2850	-14509.9	-14513.5	3.63369	2.039585	0.17167	0.121262	0.114841	0.102308	0.136424	0.100801	0.161559	0.0895343	0.120664	0.225428	0.0979722	0.106366	0.122168	0.114014	0.125739	0.159356	0.161868	0.16184	0.165706	0.092807	0.111496	0.088967	0.255862	0.054686	0.0165672	0.0340774	0.0402367	0.0128917	0.0280794	0.0160621	0.0505817	0.0281661	0.0247308	0.0841538	0.0577677	0.080365	0.0471938	0.0311524	0.0479908	0.0357673	0.052116	0.0130809	0.0347389	0.297955	0.659158	1.07095	1.97194	0.3614937	3.89906
2860	-14509.3	-14515.1	5.80557	2.233188	0.163874	0.0906684	0.11328	0.102308	0.156303	0.102119	0.149234	0.0826908	0.116782	0.215413	0.0794735	0.102351	0.10092	0.100523	0.123191	0.110713	0.163995	0.139069	0.131138	0.0929192	0.112492	0.0819064	0.199209	0.0413974	0.0447284	0.0269373	0.034214	0.0153465	0.0394311	0.0430619	0.0431902	0.0275914	0.0282747	0.133843	0.0661192	0.0558034	0.0531415	0.0155679	0.0439124	0.0410056	0.0574991	0.0169952	0.0365456	0.319607	0.677721	1.07486	1.92781	0.403827	3.695179
2870	-14512.3	-14518.6	6.30864	2.226083	0.169568	0.0922284	0.110434	0.122058	0.11909	0.0855144	0.14889	0.102738	0.102741	0.193314	0.084603	0.0909447	0.0936873	0.109384	0.116064	0.146893	0.174654	0.119655	0.13444	0.0981696	0.102691	0.0973847	0.201905	0.0462523	0.0233935	0.0296603	0.0232072	0.00906582	0.0394311	0.020962	0.025235	0.0275879	0.0256613	0.11807	0.0801679	0.0751093	0.0267715	0.0493742	0.0382084	0.0181421	0.075513	0.014235	0.0613451	0.318847	0.677086	1.07474	1.92933	0.3886642	3.644444
2880	-14508.4	-14512.8	4.44622	2.46304	0.160802	0.103768	0.133957	0.118802	0.129006	0.0914341	0.159087	0.110158	0.110933	0.227032	0.091691	0.100419	0.133003	0.105356	0.142186	0.146893	0.172332	0.140525	0.159853	0.0865185	0.122514	0.111252	0.184488	0.0512135	0.0267821	0.0109496	0.0307984	0.0172054	0.0350496	0.042648	0.0471295	0.0170299	0.0140297	0.115943	0.0607502	0.0683809	0.0376913	0.0231458	0.03305	0.0173074	0.0742015	0.0135968	0.0638974	0.342924	0.696671	1.0782	1.88221	0.3926944	3.842811
2890	-14513.7	-14519.2	5.51296	2.226104	0.158479	0.10323	0.0913545	0.106105	0.131771	0.100491	0.175859	0.10076	0.0954392	0.219809	0.0938573	0.0779285	0.151786	0.0839453	0.141796	0.165413	0.152474	0.113097	0.143233	0.0813543	0.10743	0.119376	0.198748	0.0652048	0.0142817	0.0238514	0.0367594	0.0115654	0.0227946	0.0245363	0.0347516	0.0318592	0.0293737	0.0965324	0.0799932	0.065022	0.0619215	0.0209843	0.0284083	0.0245252	0.0922979	0.00632897	0.0392872	0.318849	0.677088	1.07474	1.92932	0.3789416	3.724013
2900	-14515.5	-14519.5	4.07673	1.917653	0.161514	0.130435	0.114753	0.122717	0.145609	0.0863926	0.146681	0.10076	0.0961991	0.252111	0.0788041	0.0709252	0.123505	0.120406	0.134172	0.172807	0.164221	0.142102	0.170454	0.0806266	0.098186	0.0787025	0.218635	0.0440632	0.023037	0.0422816	0.031462	0.0159174	0.0581732	0.0247279	0.027759	0.028136	0.0311777	0.0965324	0.0827169	0.0956072	0.0305201	0.0243316	0.0377767	0.0231673	0.0627725	0.00235883	0.0511142	0.283243	0.645961	1.06779	2.00301	0.3815351	3.84435
2910	-14523.3	-14525.1	1.76302	1.885567	0.195096	0.117768	0.104022	0.123109	0.112733	0.0953643	0.171143	0.116014	0.091605	0.272207	0.0810654	0.117898	0.123505	0.114845	0.142266	0.158257	0.146822	0.150121	0.199828	0.0859125	0.0911515	0.0982237	0.220017	0.0621148	0.0247184	0.0138353	0.0383264	0.00400443	0.0410885	0.0347573	0.0539629	0.0378845	0.0442459	0.139486	0.09725	0.062113	0.0659708	0.0252873	0.0374922	0.037545	0.0627725	0.00980927	0.0510418	0.279221	0.642266	1.06684	2.01167	0.3615777	4.07268
2920	-14507.8	-14511.6	3.78713	1.934701	0.16317	0.121335	0.125439	0.107982	0.130561	0.0933412	0.160344	0.115832	0.123017	0.219635	0.0840852	0.116201	0.115396	0.0995646	0.162992	0.195959	0.190407	0.128876	0.151203	0.0804373	0.107281	0.097388	0.226813	0.039419	0.0257517	0.0350371	0.0295155	0.0157683	0.0484181	0.018823	0.0358188	0.0317518	0.0238607	0.118351	0.0605767	0.0619408	0.0381199	0.0091404	0.0260784	0.0260148	0.0658518	0.0136182	0.0337589	0.285353	0.647885	1.06827	1.9985	0.3623921	3.874871
2930	-14502.2	-14506.7	4.51793	2.009851	0.184443	0.114125	0.132439	0.104315	0.151085	0.0965325	0.167641	0.0793618	0.116379	0.226713	0.0953537	0.102406	0.126621	0.095965	0.132853	0.163736	0.161225	0.142391	0.139194	0.0895013	0.096757	0.0776815	0.219604	0.0542824	0.0237973	0.0261548	0.0295155	0.0261859	0.031376	0.0265656	0.0281923	0.0274108	0.0214522	0.116663	0.0416262	0.0715535	0.0561644	0.0178753	0.028602	0.0266853	0.0753713	0.0119951	0.0504656	0.294448	0.656057	1.07023	1.97926	0.380388	3.808256
2940	-14526.6	-14529.7	3.10336	2.642569	0.167735	0.125368	0.132441	0.107588	0.110731	0.085705	0.168312	0.0928574	0.117539	0.225171	0.0859851	0.116117	0.145262	0.11409	0.12989	0.16414	0.155411	0.16708	0.147372	0.109835	0.103716	0.107031	0.253222	0.0553477	0.0522035	0.0190917	0.0281002	0.0362257	0.0584762	0.0265656	0.0565115	0.0288422	0.0173527	0.0840428	0.074492	0.0687736	0.0457378	0.00365466	0.024337	0.0363228	0.0546981	0.0292202	0.0511868	0.35957	0.709598	1.08008	1.85076	0.3599084	3.983781
2950	-14515.9	-14524.1	8.18853	2.04208	0.155032	0.10651	0.124559	0.120953	0.10236	0.085705	0.172843	0.0960795	0.107387	0.189814	0.0847745	0.0780717	0.120196	0.106655	0.116185	0.115214	0.174504	0.122769	0.139537	0.0668499	0.093799	0.0740054	0.198472	0.0453029	0.0373475	0.0167468	0.00874487	0.0172323	0.0337522	0.0291703	0.0174541	0.0287374	0.0204463	0.0792197	0.0621589	0.0672373	0.0298635	0.0173525	0.0377996	0.0195179	0.0525447	0.0378838	0.0329824	0.298247	0.659415	1.07101	1.97133	0.3875157	3.443771
2960	-14521.2	-14525.4	4.14031	1.917581	0.186136	0.119983	0.0837339	0.124849	0.163122	0.0938146	0.144097	0.0770389	0.157454	0.202131	0.0834589	0.0922271	0.112987	0.104193	0.138593	0.174861	0.149228	0.141226	0.180686	0.094588	0.124663	0.0949171	0.234521	0.0419671	0.0224611	0.0314057	0.0214166	0.00501372	0.0267265	0.0184608	0.049298	0.0155205	0.0451692	0.106797	0.0740184	0.0609592	0.0225494	0.0187965	0.0348698	0.0324181	0.0646397	0.0214624	0.0455279	0.283234	0.645953	1.06778	2.00303	0.3523009	3.837985
2970	-14521.6	-14528.5	6.88902	2.801187	0.129453	0.119983	0.113546	0.124849	0.145861	0.08426	0.141375	0.0740414	0.11984	0.215426	0.0943043	0.102253	0.111059	0.0905728	0.100649	0.158151	0.17557	0.132228	0.134626	0.0819438	0.104167	0.0870653	0.194835	0.0442237	0.035477	0.044227	0.0316702	0.0125125	0.0594232	0.0363151	0.0409639	0.0345638	0.0227111	0.0752207	0.0478876	0.0453663	0.0386049	0.0085819	0.0411501	0.0212273	0.0658963	0.00846543	0.059119	0.373272	0.71989	1.08134	1.8255	0.3878728	3.609666
2980	-14523.9	-14528.9	5.04245	2.184061	0.153922	0.09822	0.11531	0.108086	0.13631	0.0916624	0.174496	0.10152	0.0996661	0.201578	0.0848583	0.0725005	0.146053	0.0743968	0.140527	0.17328	0.20571	0.130172	0.155781	0.0752846	0.0996273	0.0977592	0.177952	0.0340278	0.0397224	0.023816	0.031417	0.0155326	0.0469652	0.0504423	0.0528066	0.0463935	0.0216897	0.098236	0.0620818	0.0607585	0.0682574	0.0122472	0.0411241	0.0260113	0.0602139	0.0138679	0.0481641	0.314299	0.67326	1.07398	1.93846	0.3755297	3.768447
2990	-14517.9	-14521	3.1157	2.005743	0.147729	0.120545	0.107228	0.117408	0.142058	0.0998448	0.147723	0.098292	0.121979	0.256603	0.072795	0.088949	0.116656	0.116957	0.145723	0.17328	0.146326	0.137845	0.174116	0.094538	0.107882	0.115541	0.248792	0.0619211	0.020813	0.035989	0.0317567	0.0248469	0.0423074	0.0656158	0.0335283	0.0310885	0.0226358	0.0892004	0.0458911	0.0568057	0.0796083	0.00679894	0.0370869	0.0421865	0.0513479	0.00545233	0.0644528	0.293959	0.655623	1.07013	1.98028	0.3702356	3.948143
3000	-14510.3	-14516	5.67475	1.859058	0.161837	0.113796	0.117573	0.0998231	0.122164	0.1006	0.139724	0.0923275	0.122456	0.225853	0.103585	0.0993672	0.127362	0.0925137	0.143581	0.163255	0.144378	0.131187	0.116295	0.0709222	0.114165	0.1	0.230775	0.0559692	0.0127999	0.0374376	0.0225443	0.0100498	0.0284716	0.0210368	0.0500715	0.0254009	0.0169667	0.0982772	0.0601466	0.0619847	0.0564667	0.0120405	0.0289027	0.0402852	0.0465934	0.0288503	0.031057	0.275849	0.639137	1.06603	2.01899	0.3746318	3.678893
3010	-14506.7	-14512	5.22862	2.163005	0.168224	0.128797	0.126127	0.0918807	0.141317	0.0941957	0.154695	0.104361	0.126868	0.198492	0.1051	0.096498	0.116136	0.105115	0.12964	0.162032	0.16488	0.136883	0.133004	0.0807072	0.105702	0.0855129	0.209993	0.0420982	0.0174973	0.0274082	0.0357335	0.0244205	0.0376901	0.0130516	0.0358044	0.0275312	0.0214168	0.0960547	0.0775029	0.0659866	0.0409998	0.0243873	0.0396366	0.0300602	0.066405	0.0140522	0.0445621	0.311986	0.671299	1.07358	1.94314	0.3949621	3.74846
3020	-14507.8	-14512.6	4.78586	1.986936	0.165371	0.124098	0.125104	0.118336	0.131698	0.0849226	0.150926	0.0863547	0.0991768	0.19114	0.106392	0.0979441	0.122758	0.0943803	0.148632	0.154545	0.153611	0.139212	0.152403	0.0985185	0.11188	0.0806142	0.233083	0.0534871	0.0331768	0.0333688	0.0388548	0.0310413	0.0455332	0.0224797	0.0327818	0.0319115	0.0121737	0.141109	0.0646477	0.0654437	0.0276284	0.00679342	0.0378716	0.0344228	0.0461316	0.0191226	0.0304852	0.29171	0.653617	1.06966	1.98501	0.3624183	3.779562
