Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pinvar	TL
2270	-14522.8	-14525.9	3.09038	2.451198	0.199353	0.144873	0.144134	0.0969036	0.148215	0.0921924	0.146025	0.112962	0.115865	0.254306	0.121961	0.10659	0.122115	0.0952325	0.122157	0.137087	0.135844	0.109895	0.175194	0.0856213	0.110524	0.120626	0.215575	0.0849039	0.0636046	0.0227924	0.0167401	0.050594	0.029091	0.0715896	0.0187614	0.0364859	0.0426845	0.0827137	0.00852519	0.0369246	0.0311693	0.059512	0.0340922	0.111575	0.031662	0.025178	0.00603499	0.34178	0.695765	1.07805	1.8844	0.3724065	3.977885
2280	-14514.6	-14520.5	5.94383	2.687832	0.173074	0.112787	0.0966928	0.104641	0.175615	0.103384	0.138262	0.0864616	0.110256	0.249489	0.0753581	0.0873013	0.112145	0.0989379	0.119605	0.12538	0.150428	0.163519	0.140441	0.0807183	0.106802	0.0793679	0.213607	0.0779856	0.0307887	0.0215626	0.0308628	0.0175037	0.0415838	0.0653573	0.0160388	0.0205975	0.0157409	0.0742573	0.0433824	0.0451083	0.0221716	0.0529601	0.0444586	0.106687	0.00785334	0.0243295	0.0376281	0.363571	0.712635	1.08047	1.84332	0.3828165	3.701132
2290	-14513.8	-14520.6	6.8384	2.137864	0.131425	0.103792	0.0973418	0.0897636	0.142912	0.0800224	0.117325	0.0903412	0.120164	0.227429	0.101795	0.0642	0.0913828	0.131195	0.129533	0.161148	0.152941	0.134731	0.125749	0.0774878	0.117413	0.0980994	0.188634	0.0782875	0.0315049	0.0368134	0.0289122	0.0303608	0.0552218	0.0693787	0.0135237	0.0306572	0.0325186	0.0614819	0.0161076	0.035354	0.0299084	0.0527193	0.0331033	0.0987343	0.0234122	0.0403928	0.0125745	0.309194	0.668916	1.07309	1.9488	0.3886286	3.585791
2300	-14507.1	-14514.6	7.57003	2.185774	0.160591	0.105156	0.105247	0.113206	0.128827	0.086372	0.152464	0.0857825	0.0849331	0.201338	0.080376	0.0729501	0.10092	0.107675	0.125003	0.133218	0.152373	0.134845	0.121986	0.0929395	0.101416	0.0996873	0.201381	0.0743707	0.0594024	0.025347	0.0194298	0.037137	0.0462308	0.076088	0.0166512	0.0183237	0.0331715	0.0452	0.0230021	0.0322493	0.0229264	0.053462	0.0220932	0.105129	0.0238363	0.0242623	0.00879959	0.314486	0.673418	1.07401	1.93808	0.3845525	3.515799
2310	-14515.5	-14520.9	5.34505	2.356764	0.152629	0.0903992	0.112481	0.102657	0.147189	0.10848	0.12933	0.0904896	0.0999908	0.217861	0.102505	0.0924876	0.126446	0.117089	0.138398	0.167401	0.140335	0.104919	0.145992	0.109837	0.117518	0.119094	0.224429	0.0663796	0.0378013	0.0242662	0.0311033	0.038166	0.0407958	0.101891	0.0172206	0.020328	0.0129003	0.06181	0.0184784	0.033126	0.0262472	0.053462	0.0258692	0.103176	0.0261051	0.0322839	0.0186395	0.332442	0.688279	1.0768	1.90248	0.375688	3.748005
2320	-14516.3	-14520.8	4.50155	1.930559	0.172811	0.142595	0.109709	0.100168	0.128253	0.0886948	0.145751	0.0853083	0.106127	0.200915	0.0663065	0.10669	0.108365	0.103025	0.139663	0.142304	0.152159	0.131917	0.169905	0.0924129	0.0891967	0.121915	0.224429	0.073957	0.0491096	0.0361256	0.0146909	0.0450558	0.0510356	0.0805382	0.0141478	0.0211425	0.0115225	0.0910579	0.00762288	0.0394526	0.0240188	0.056731	0.0496411	0.121029	0.0434747	0.0333549	0.0107225	0.284842	0.64742	1.06815	1.99959	0.339426	3.803053
2330	-14514.9	-14520.6	5.66733	2.54986	0.152215	0.105338	0.134472	0.111451	0.128429	0.0909565	0.156419	0.0766313	0.0983077	0.202179	0.0713674	0.0994561	0.121552	0.124113	0.151415	0.130037	0.18052	0.128773	0.172506	0.0775983	0.0780268	0.112247	0.243616	0.073883	0.0365547	0.0251362	0.0134545	0.0364782	0.0330143	0.0855091	0.00914545	0.0249058	0.0372622	0.0669815	0.0169638	0.0481364	0.0173235	0.0396714	0.0448011	0.107402	0.030426	0.0283977	0.00109857	0.351133	0.703106	1.07917	1.86659	0.4097969	3.72417
2340	-14522.2	-14525	2.76591	2.314178	0.159528	0.113708	0.104745	0.111763	0.160222	0.102752	0.132789	0.0766313	0.0958085	0.228335	0.100693	0.0985078	0.126415	0.123071	0.16447	0.171725	0.151188	0.163396	0.142729	0.101526	0.0987832	0.10255	0.284402	0.0511336	0.0428472	0.0236068	0.0216331	0.0364782	0.058182	0.0893288	0.0120238	0.0375285	0.0336778	0.0783709	0.00992876	0.0413349	0.0414358	0.0539503	0.0416213	0.11885	0.015573	0.0574449	0.0230347	0.3281	0.684743	1.07618	1.91098	0.3886202	4.003719
2350	-14510.6	-14516	5.38927	2.117495	0.161669	0.0958653	0.112083	0.0952906	0.140252	0.0872968	0.11938	0.0876617	0.10397	0.211363	0.0752541	0.112583	0.0939353	0.13019	0.146651	0.131964	0.15998	0.120334	0.15388	0.0935367	0.107999	0.0959193	0.20565	0.0669087	0.0406366	0.0288195	0.0277169	0.0404495	0.0379679	0.0923409	0.0165462	0.0309299	0.0406288	0.0633822	0.00585443	0.0462916	0.0424903	0.0457846	0.0443004	0.127161	0.0348382	0.0351887	0.0183481	0.306908	0.666953	1.07267	1.95347	0.3671663	3.729292
2360	-14517.4	-14523	5.65159	2.259494	0.140406	0.113646	0.0953573	0.101016	0.141421	0.089625	0.159724	0.119103	0.0982129	0.238958	0.0836268	0.0874666	0.0986534	0.128	0.141482	0.153482	0.190523	0.107137	0.161839	0.0916091	0.101926	0.107805	0.205063	0.0615725	0.0363377	0.021102	0.0362863	0.0303046	0.0328104	0.0713244	0.0193914	0.0112719	0.0294318	0.0794457	0.0151294	0.0336861	0.0327097	0.0457846	0.0430712	0.088757	0.00867831	0.0225402	0.0364037	0.3224	0.680046	1.07531	1.92225	0.4012637	3.712121
2370	-14509.2	-14514.9	5.73645	2.453874	0.159105	0.10734	0.113183	0.0927952	0.129619	0.0828229	0.12815	0.0791222	0.120681	0.219054	0.127036	0.0986226	0.117749	0.104703	0.146908	0.127137	0.151402	0.131642	0.137293	0.105364	0.102684	0.0952462	0.240777	0.0667565	0.0590586	0.0457468	0.0138037	0.026342	0.0487832	0.0615138	0.0218538	0.0233251	0.0311539	0.0768961	0.0143014	0.0278317	0.0199759	0.0457846	0.0406586	0.106934	0.0278615	0.0333022	0.00307104	0.342039	0.695971	1.07808	1.88391	0.3707267	3.713393
2380	-14516.7	-14520.9	4.13194	2.020477	0.179229	0.119635	0.137133	0.0844004	0.139262	0.080705	0.162051	0.0751229	0.115593	0.244719	0.0741227	0.0913374	0.127608	0.0833253	0.136441	0.135581	0.166314	0.138363	0.178677	0.0912359	0.0972887	0.0835498	0.232918	0.0754768	0.0785044	0.0326185	0.0264709	0.0256646	0.0503347	0.0485107	0.0210028	0.0351656	0.0265792	0.0866791	0.00590766	0.0333127	0.0320229	0.0494403	0.0434676	0.101877	0.0497783	0.0341929	0.0160992	0.295707	0.657174	1.07049	1.97663	0.3977077	3.847718
2390	-14513.7	-14518.2	4.56476	1.983969	0.193675	0.0974757	0.119798	0.0936878	0.142049	0.108112	0.152366	0.0836221	0.10903	0.251261	0.0817441	0.0905796	0.128745	0.12335	0.169396	0.111483	0.180473	0.117508	0.126184	0.10419	0.107686	0.0913217	0.209033	0.0687247	0.0444831	0.0389354	0.0252844	0.0428421	0.0314206	0.0640774	0.0120998	0.0353231	0.021225	0.06383	0.0104192	0.0295272	0.0196363	0.033851	0.0422542	0.112195	0.0519864	0.0493391	0.0111996	0.291354	0.653298	1.06958	1.98577	0.379402	3.801422
2400	-14508.7	-14514.2	5.51728	2.294031	0.143526	0.109116	0.135934	0.105119	0.141635	0.0809322	0.142903	0.0715725	0.108005	0.205311	0.0878474	0.096838	0.111936	0.111058	0.155168	0.150887	0.171409	0.158477	0.148707	0.0857106	0.103749	0.092382	0.197986	0.0706038	0.0423536	0.0355543	0.0141976	0.0527429	0.0299274	0.0721938	0.0104464	0.0218594	0.0249226	0.0494727	0.0330379	0.0480777	0.0227004	0.0474943	0.0574719	0.115376	0.0252541	0.0264252	0.0111732	0.326017	0.683033	1.07586	1.91509	0.3995298	3.727494
2410	-14511.7	-14516.9	5.17509	2.092048	0.174581	0.112379	0.103114	0.0937818	0.137467	0.112488	0.148812	0.108297	0.112975	0.247834	0.0767524	0.0744389	0.113255	0.0940063	0.141613	0.122414	0.164813	0.106829	0.13893	0.0934149	0.0997828	0.108732	0.246258	0.0677011	0.0550311	0.0401185	0.0262086	0.0316985	0.0339884	0.0470506	0.00946316	0.0300898	0.0233928	0.0640079	0.0314805	0.0369827	0.0121594	0.068427	0.033692	0.115754	0.0195357	0.0376284	0.0315088	0.30402	0.664458	1.07213	1.95939	0.3748985	3.748887
2420	-14516.5	-14520.9	4.43531	2.152087	0.155099	0.112352	0.124557	0.123171	0.142771	0.0890539	0.169237	0.0761426	0.0920523	0.198075	0.10841	0.110269	0.135418	0.124645	0.144023	0.170794	0.164813	0.114274	0.157303	0.0966513	0.118031	0.0985481	0.235241	0.0873735	0.0515884	0.0228541	0.0107346	0.0351229	0.0231936	0.0692071	0.0233974	0.0268864	0.0316273	0.0589337	0.0282711	0.0533825	0.0231374	0.0391378	0.0279276	0.0924668	0.0157539	0.0247149	0.0204219	0.310778	0.67027	1.07337	1.94559	0.3711978	3.827064
2430	-14526.4	-14530	3.59735	2.104688	0.182901	0.114246	0.146694	0.0935677	0.149726	0.0726308	0.147917	0.109746	0.111833	0.212751	0.126432	0.0708467	0.112007	0.124645	0.151056	0.18424	0.166192	0.172571	0.135948	0.110645	0.128852	0.108941	0.2001	0.0768996	0.0496702	0.0107179	0.0299228	0.0276437	0.0507528	0.0878238	0.0249007	0.0333831	0.0332406	0.0614235	0.0178463	0.0401073	0.0202742	0.0433682	0.0223342	0.0993337	0.0116915	0.0147501	0.0170011	0.305459	0.665703	1.0724	1.95644	0.3524533	3.907574
2440	-14514.4	-14522.6	8.18657	2.056516	0.150178	0.109604	0.14043	0.0825143	0.105206	0.0899976	0.143421	0.08589	0.115671	0.188673	0.0871874	0.0743467	0.0918141	0.0996741	0.144637	0.185909	0.113887	0.128516	0.150628	0.0727625	0.0816947	0.12268	0.186979	0.0504489	0.040986	0.0181783	0.0181326	0.0241579	0.0396366	0.0698858	0.0172036	0.0338258	0.0317701	0.0504634	0.0229959	0.0427137	0.0211382	0.0482437	0.025523	0.0917372	0.0128101	0.020513	0.0124194	0.299929	0.660892	1.07134	1.96784	0.408855	3.445083
2450	-14509.4	-14517.9	8.51502	2.086188	0.154208	0.0905737	0.0961201	0.0925617	0.144768	0.0871762	0.150463	0.0882899	0.0901828	0.188292	0.0886939	0.0714265	0.120935	0.104749	0.103281	0.144494	0.111371	0.113921	0.124439	0.0714719	0.0981707	0.0852141	0.194925	0.0803425	0.0545659	0.035195	0.0266915	0.0346727	0.0448005	0.0502887	0.0155406	0.0411746	0.0278528	0.0509865	0.0356254	0.0368324	0.0175332	0.0374294	0.0479782	0.102394	0.0266719	0.0246462	0.00751557	0.30335	0.663877	1.072	1.96077	0.3866041	3.414465
2460	-14505.2	-14511.6	6.38146	2.334916	0.164447	0.109983	0.12482	0.122781	0.112783	0.107014	0.175954	0.0696216	0.106075	0.20579	0.074199	0.102549	0.10683	0.0918676	0.121798	0.155352	0.166919	0.130386	0.129513	0.0878066	0.118628	0.0903856	0.234657	0.066763	0.0684147	0.0254234	0.0270899	0.0345367	0.0504546	0.0606227	0.0143577	0.0273016	0.0218818	0.0532642	0.0142158	0.0402451	0.0171731	0.0377484	0.0276497	0.101962	0.0155406	0.0170449	0.0114027	0.330225	0.686478	1.07649	1.90681	0.4139867	3.643252
2470	-14510.6	-14517.4	6.79887	1.910991	0.152094	0.0924112	0.116054	0.0941854	0.139749	0.0858507	0.118832	0.0846566	0.125674	0.204468	0.0753915	0.0979993	0.105004	0.107921	0.145544	0.165273	0.119142	0.149078	0.148622	0.0768597	0.0997386	0.0873905	0.201453	0.0743716	0.0608167	0.0267109	0.0296452	0.0321523	0.0463981	0.0499381	0.0218324	0.0205776	0.0177553	0.0680341	0.0297424	0.0411433	0.0339266	0.0350247	0.0364681	0.109962	0.0126556	0.0231665	0.00780097	0.282413	0.645202	1.06759	2.00479	0.3495212	3.571515
2480	-14512.5	-14521.6	9.08957	1.976732	0.134575	0.0886092	0.115093	0.0977722	0.109264	0.0992227	0.13351	0.0834525	0.100221	0.221811	0.0894639	0.0747826	0.118221	0.0811081	0.132333	0.147599	0.136785	0.140012	0.142453	0.0712964	0.0873878	0.086831	0.227573	0.054207	0.0603081	0.0150799	0.0193687	0.0255856	0.0293065	0.0725017	0.012349	0.0123505	0.0113399	0.049046	0.0257788	0.0399314	0.0308511	0.0351584	0.0275572	0.084408	0.00829601	0.0090518	0.00647342	0.290481	0.652516	1.0694	1.98761	0.41614	3.348325
2490	-14522	-14528.8	6.72043	2.294477	0.171619	0.0886092	0.146361	0.120648	0.12415	0.0537882	0.154996	0.081443	0.125561	0.197077	0.0761473	0.0985641	0.111693	0.0731324	0.125686	0.149478	0.155256	0.124297	0.144602	0.0852386	0.0902349	0.0922359	0.202578	0.0724658	0.0610768	0.0433213	0.0204172	0.044655	0.0226962	0.0465199	0.0188748	0.0560252	0.0265728	0.0911398	0.031011	0.0584063	0.0184024	0.0359387	0.0344598	0.0809411	0.0123856	0.0259098	0.012589	0.326063	0.683071	1.07587	1.91499	0.3802296	3.607203
2500	-14507.8	-14514.4	6.59914	2.272957	0.155992	0.0941949	0.119208	0.10014	0.135857	0.0744577	0.165683	0.0820137	0.144541	0.197077	0.0848263	0.100052	0.0966099	0.106859	0.136307	0.12636	0.145333	0.13207	0.149589	0.081814	0.102448	0.0921166	0.217595	0.0612153	0.0533482	0.0277419	0.0287041	0.0179054	0.0550451	0.0511427	0.0130257	0.0350902	0.0356698	0.0681476	0.00591926	0.0288559	0.0269842	0.0348635	0.0511196	0.110412	0.0273088	0.0270338	0.0174573	0.323817	0.681219	1.07553	1.91944	0.3880094	3.618135
2510	-14517.4	-14522.2	4.84285	1.918133	0.173679	0.105065	0.120497	0.114094	0.127875	0.0765608	0.140876	0.066796	0.0977272	0.241745	0.100307	0.0749099	0.129024	0.106859	0.147283	0.115713	0.15849	0.137266	0.169711	0.0732261	0.105527	0.119846	0.193818	0.0773959	0.046636	0.0307536	0.0405852	0.0583439	0.0345099	0.0781506	0.0313628	0.0249327	0.0310826	0.092778	0.0310954	0.0325234	0.0207359	0.0529474	0.0261456	0.12138	0.00160096	0.0161184	0.0218112	0.283302	0.646016	1.0678	2.00288	0.3536701	3.767782
2520	-14516.7	-14521	4.33641	1.55735	0.170822	0.130897	0.0968757	0.122338	0.118033	0.0798675	0.177559	0.0738366	0.116157	0.184785	0.102525	0.0797406	0.114184	0.0933072	0.14898	0.14464	0.167399	0.145313	0.151555	0.0832574	0.124288	0.0893705	0.263533	0.0589434	0.0644845	0.0137191	0.0277019	0.0544629	0.0518646	0.0807791	0.0125149	0.0203656	0.0282486	0.0791514	0.0278104	0.0326321	0.0211724	0.0538823	0.0301007	0.0775542	0.0170507	0.0285941	0.0148178	0.234047	0.597832	1.05362	2.1145	0.3566104	3.775114
2530	-14511	-14516.1	5.03916	1.885278	0.145819	0.107632	0.115158	0.108979	0.117306	0.0904065	0.16151	0.0817565	0.101842	0.203224	0.0867865	0.103069	0.128021	0.128339	0.137372	0.14372	0.167399	0.136616	0.134871	0.0966969	0.125508	0.111948	0.242014	0.0546395	0.0420221	0.0200614	0.0445498	0.0387487	0.0475141	0.0651356	0.00991935	0.0374407	0.0276075	0.0967294	0.0249535	0.0297812	0.026594	0.0573754	0.0190606	0.0899734	0.0118741	0.0241432	0.000921688	0.279185	0.642232	1.06683	2.01175	0.3810008	3.745038
2540	-14520.6	-14524.6	3.9597	2.091171	0.17235	0.0950759	0.115786	0.114506	0.171585	0.0882593	0.136044	0.131435	0.104473	0.201067	0.0806909	0.0963616	0.12773	0.0969899	0.131643	0.162364	0.17182	0.152465	0.155193	0.112063	0.0954331	0.0860988	0.201435	0.0813975	0.065999	0.020995	0.029397	0.0454755	0.0320519	0.0668274	0.0147593	0.0259345	0.035606	0.0743089	0.0330222	0.0553497	0.0108607	0.039725	0.0300754	0.126235	0.0349912	0.017859	0.0286253	0.30392	0.664371	1.07211	1.9596	0.3526735	3.870362
2550	-14514.3	-14519.3	5.01861	2.000309	0.163931	0.13258	0.137812	0.10633	0.129821	0.0641611	0.143466	0.0995536	0.0909553	0.236884	0.10468	0.10863	0.109332	0.111275	0.1337	0.16179	0.179532	0.15741	0.14618	0.0763746	0.101229	0.118919	0.197839	0.0635676	0.0506564	0.0200833	0.0147579	0.0418594	0.0205955	0.0688014	0.0185161	0.0232059	0.0335798	0.0535601	0.018728	0.0302469	0.0183949	0.0370988	0.0380838	0.127015	0.00814463	0.0176684	0.0404565	0.293312	0.655047	1.07	1.98164	0.3596537	3.757405
2560	-14511.6	-14518.8	7.1336	2.542892	0.140837	0.128417	0.128983	0.113229	0.11447	0.0913643	0.16152	0.0905603	0.103002	0.187578	0.0741323	0.095797	0.102345	0.0969027	0.114313	0.159079	0.138042	0.132754	0.15465	0.0782844	0.104397	0.0910029	0.27038	0.0585727	0.042181	0.0264772	0.02615	0.0346118	0.0366174	0.0589783	0.017079	0.0334875	0.0297509	0.0688914	0.0181625	0.030735	0.0378382	0.0377723	0.0272676	0.0696703	0.0314331	0.0121486	0.00741684	0.350486	0.702603	1.0791	1.86781	0.4118956	3.577282
2570	-14510.3	-14514.2	3.95983	2.282925	0.143697	0.102718	0.121021	0.111775	0.159843	0.0868844	0.148037	0.106076	0.108088	0.227796	0.079099	0.0826125	0.115167	0.111364	0.141423	0.200224	0.186364	0.143658	0.152159	0.10133	0.0997923	0.0806723	0.258029	0.0749137	0.0436207	0.0329588	0.0323552	0.0389895	0.0495179	0.0482081	0.0341489	0.0418704	0.0481248	0.0569024	0.0309443	0.0249533	0.0235981	0.0436145	0.0311054	0.111449	0.00991603	0.0204312	0.0171755	0.32486	0.68208	1.07569	1.91737	0.3824144	3.882625
2580	-14506.1	-14512.8	6.70554	2.115554	0.143962	0.10562	0.10993	0.0949989	0.146232	0.0887065	0.144033	0.0948147	0.102482	0.205329	0.0774326	0.0910142	0.133149	0.10361	0.114575	0.154054	0.168138	0.13802	0.155704	0.059727	0.0955123	0.0904179	0.227822	0.058138	0.0583886	0.0259821	0.0171458	0.0437574	0.0559485	0.0541916	0.0190175	0.0115856	0.0258735	0.0552608	0.0123112	0.0380239	0.0303504	0.0342099	0.0392315	0.0967818	0.0111147	0.03597	0.0289601	0.306689	0.666765	1.07263	1.95392	0.3974356	3.597528
2590	-14513.4	-14519.5	6.16353	1.824102	0.187509	0.0911102	0.102903	0.109416	0.120294	0.0778468	0.134	0.0873602	0.0978395	0.178437	0.091338	0.0981857	0.112008	0.124068	0.150623	0.130295	0.165249	0.112902	0.139353	0.0958095	0.130675	0.0895277	0.217204	0.0974769	0.0531162	0.0323963	0.0270112	0.0225438	0.0478764	0.0527012	0.0201672	0.0177726	0.0241134	0.0603521	0.0321332	0.0294389	0.0370275	0.035115	0.0333855	0.108685	0.028515	0.0202524	0.00238477	0.271334	0.634903	1.06489	2.02887	0.3917257	3.626417
2600	-14507.1	-14513.7	6.55798	2.198027	0.134772	0.108766	0.104471	0.132354	0.125777	0.0981309	0.155669	0.092088	0.120675	0.229109	0.0904894	0.0918219	0.0924078	0.115075	0.136026	0.163525	0.141267	0.132814	0.139353	0.078202	0.105788	0.0720235	0.199826	0.0573441	0.0514184	0.0180956	0.0261692	0.0318189	0.0518649	0.0622592	0.0300461	0.0260047	0.0222191	0.0712367	0.0235113	0.0283715	0.0370275	0.0359514	0.0406693	0.0961278	0.0149543	0.0102837	0.0219786	0.31582	0.674545	1.07424	1.9354	0.3846126	3.617781
2610	-14502.7	-14510.5	7.80421	2.367441	0.151902	0.108962	0.103727	0.0943752	0.125977	0.0896507	0.16478	0.0832805	0.105513	0.203797	0.104988	0.087834	0.104608	0.103091	0.118615	0.160779	0.13518	0.11489	0.138277	0.0790789	0.086394	0.0883283	0.213389	0.0645658	0.051765	0.02763	0.0131004	0.0326931	0.0519444	0.0419172	0.0112698	0.0240262	0.0222191	0.0661487	0.034208	0.038421	0.0197382	0.0501985	0.04286	0.0941964	0.0195502	0.0186377	0.0101161	0.333517	0.689149	1.07695	1.90038	0.3881956	3.50262
2620	-14506.4	-14515	8.61882	2.027173	0.151902	0.103467	0.101329	0.101392	0.111526	0.0847082	0.13482	0.0882528	0.0984576	0.235517	0.0873422	0.0947982	0.102728	0.0954366	0.120001	0.122614	0.144902	0.128636	0.132177	0.0533391	0.115864	0.0830218	0.19271	0.0442683	0.0410106	0.0266067	0.0366327	0.0313657	0.0519444	0.0556099	0.0166912	0.0243304	0.028523	0.0884495	0.00856981	0.0215207	0.0150254	0.0320192	0.0300895	0.0962783	0.0128124	0.0214808	0.0313935	0.296497	0.657872	1.07065	1.97498	0.4081459	3.399565
2630	-14515.5	-14521.3	5.78533	2.072071	0.144746	0.0907695	0.103372	0.101115	0.139581	0.0949146	0.168746	0.0906994	0.119131	0.215943	0.0739475	0.111566	0.118605	0.0804926	0.113028	0.137897	0.143511	0.137153	0.150454	0.0747211	0.106377	0.107854	0.208179	0.0658737	0.073343	0.0308502	0.0431558	0.0420323	0.0957513	0.0492737	0.0215778	0.0289905	0.0230947	0.0592057	0.0102817	0.0313048	0.0375182	0.0392545	0.0264896	0.112738	0.0144799	0.0104768	0.0378924	0.301729	0.662465	1.07169	1.96411	0.3974024	3.686386
2640	-14521.3	-14527.4	6.12877	2.085366	0.176389	0.11597	0.122575	0.0965031	0.155557	0.084282	0.116832	0.0906994	0.126698	0.17481	0.0897602	0.0833805	0.0945222	0.0970415	0.117847	0.175368	0.13809	0.130543	0.126959	0.0815821	0.0754945	0.0923209	0.272524	0.0831174	0.0309125	0.0158301	0.00905989	0.0311885	0.0498901	0.0667709	0.0209284	0.0373769	0.031445	0.0810624	0.020979	0.0409311	0.0290697	0.0396383	0.0475989	0.117602	0.0136299	0.0283808	0.0218705	0.303256	0.663795	1.07199	1.96096	0.3965397	3.653029
2650	-14513.9	-14518.6	4.70069	1.902505	0.176871	0.116588	0.143266	0.0973172	0.136525	0.0962034	0.130134	0.0908589	0.0955291	0.208009	0.0791828	0.0866106	0.119199	0.143602	0.124378	0.130839	0.160122	0.177443	0.133021	0.0962644	0.127781	0.102953	0.233325	0.053996	0.0681575	0.0300142	0.0295917	0.0282089	0.0511124	0.0550365	0.00484143	0.0388964	0.0260054	0.0820098	0.0108971	0.0329883	0.0241546	0.0412719	0.0397988	0.0882975	0.0059709	0.0193963	0.0438678	0.281352	0.644229	1.06735	2.00707	0.3731164	3.780535
2660	-14523.6	-14526.5	2.86085	2.11676	0.172329	0.127143	0.13683	0.116352	0.163452	0.0862709	0.14167	0.0908589	0.110031	0.266691	0.0919151	0.104453	0.115994	0.116002	0.12195	0.115317	0.178235	0.142983	0.157756	0.0694776	0.0858901	0.101524	0.255	0.0767882	0.0647104	0.045695	0.0187693	0.0328558	0.0790465	0.0631198	0.00554027	0.0511397	0.0416927	0.0937749	0.00745643	0.0258995	0.0246222	0.0292002	0.0370056	0.141371	0.00795657	0.0235488	0.0437636	0.306825	0.666882	1.07265	1.95364	0.3454274	3.982082
2670	-14506.8	-14512.7	5.91832	2.095544	0.164908	0.0961196	0.109253	0.118052	0.111747	0.0862709	0.152113	0.0838145	0.107364	0.209903	0.106984	0.103418	0.121205	0.104897	0.133254	0.126811	0.138948	0.124267	0.120399	0.0901452	0.102144	0.085938	0.240806	0.0784407	0.0502183	0.0191706	0.0394292	0.0401864	0.0460342	0.0624579	0.0185922	0.0216332	0.0359946	0.0898204	0.0181259	0.0491196	0.0246238	0.035463	0.0404109	0.096704	0.00112269	0.0270922	0.041418	0.304419	0.664804	1.07221	1.95857	0.3873773	3.674818
2680	-14518.9	-14522.9	4.03754	2.0078	0.168249	0.120093	0.10792	0.0840914	0.125303	0.0871164	0.158683	0.0992003	0.106849	0.228419	0.100272	0.0975454	0.106215	0.124844	0.136559	0.150358	0.141823	0.170226	0.156545	0.113624	0.109485	0.135384	0.212182	0.0467342	0.0727028	0.0457802	0.0327726	0.0323728	0.0343593	0.0377915	0.037968	0.0280466	0.041284	0.0819807	0.0154274	0.0235352	0.0221971	0.0472617	0.0359388	0.113477	0.00741683	0.0156673	0.0424277	0.294204	0.655841	1.07018	1.97977	0.3755237	3.856128
2690	-14517.7	-14524.1	6.35779	2.25947	0.139757	0.0984824	0.109081	0.0576974	0.156256	0.103452	0.14698	0.0845685	0.124615	0.241509	0.0975996	0.0960144	0.125069	0.100137	0.140077	0.169051	0.142106	0.143172	0.122076	0.0919589	0.118768	0.0714452	0.20907	0.0690134	0.0591782	0.0344683	0.0271004	0.038869	0.035367	0.0730307	0.0136132	0.0276845	0.0233793	0.056369	0.00568847	0.0297104	0.0244177	0.0504635	0.0272309	0.105191	0.0204856	0.0125692	0.0187262	0.322398	0.680044	1.07531	1.92225	0.3932163	3.6415
2700	-14519.1	-14526.3	7.20618	2.031773	0.168844	0.0857658	0.116056	0.112851	0.150867	0.0875609	0.136899	0.0758568	0.108272	0.237929	0.0695013	0.0998153	0.118076	0.0909049	0.114186	0.157726	0.143122	0.15108	0.138541	0.097111	0.0911504	0.0901699	0.199454	0.0625883	0.0567027	0.0529072	0.0260282	0.0272746	0.040406	0.0357984	0.00897122	0.0265067	0.0143519	0.0582583	0.00207394	0.0278854	0.0335897	0.0335764	0.0462064	0.0843438	0.00837936	0.014907	0.0387002	0.297038	0.65835	1.07076	1.97385	0.3934474	3.541195
2710	-14507.1	-14512.1	5.03872	2.100665	0.180571	0.127538	0.0960651	0.137518	0.137491	0.0804206	0.160293	0.0717816	0.101956	0.208108	0.0888711	0.112172	0.109556	0.122576	0.133397	0.152943	0.147837	0.144645	0.163447	0.0766518	0.102104	0.0944083	0.225332	0.0705571	0.0515809	0.0219453	0.018357	0.0255913	0.0389937	0.0417072	0.015511	0.0231603	0.0358594	0.0669562	0.0279326	0.0560975	0.0237747	0.0529334	0.0329563	0.103515	0.0189411	0.0369763	0.02412	0.305002	0.665308	1.07232	1.95737	0.3738753	3.763149
2720	-14507.5	-14512	4.51052	2.125422	0.165687	0.102721	0.107954	0.109672	0.137019	0.102853	0.152024	0.0833033	0.126843	0.23189	0.093249	0.0899539	0.127571	0.127848	0.128227	0.165776	0.15291	0.121953	0.180018	0.0829735	0.0865432	0.110356	0.220742	0.0730785	0.070697	0.0243272	0.0296454	0.0216147	0.0578425	0.0804672	0.0308481	0.0251137	0.0281957	0.0520309	0.0117113	0.0406382	0.0203037	0.0342407	0.0291005	0.109629	0.0195143	0.0215513	0.0290846	0.3078	0.667721	1.07283	1.95165	0.3737154	3.817721
