Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
30	0	-14770.4	-14781.4	11.0261	0.130296	0.0807252	0.104422	0.0997785	0.107251	0.0745803	0.136113	0.0967546	0.0734398	0.174471	0.0917034	0.0838881	0.114803	0.10866	0.091214	0.147535	0.145536	0.11426	0.106761	0.0823643	0.0679113	0.095791	0.171489	0.0227918	0.030016	0.0367949	0.0485723	0.0370893	0.096328	0.0197519	0.00831396	0.0511795	0.0240785	0.0464467	0.0254559	0.0277544	0.0176401	0.04165	0.0345869	0.0509535	0.0532022	0.0290877	0.0244335	4.221202	0.289418	0.27365	0.100376	0.336555	3.225874
31	1	-14771.8	-14781.4	9.65189	0.141956	0.112575	0.106504	0.110456	0.0990788	0.0932313	0.123405	0.07393	0.0882591	0.206547	0.0814793	0.0938305	0.129107	0.133255	0.112127	0.125751	0.127686	0.123132	0.121423	0.0826625	0.0876773	0.0922603	0.16708	0.0900854	0.0607954	0.052607	0.028133	0.0202972	0.0229812	0.0197642	0.0277395	0.0326682	0.0544076	0.0251386	0.0333476	0.0343459	0.0339679	0.0697783	0.025445	0.0403017	0.0298748	0.014056	0.0236072	4.05937	0.288275	0.285904	0.0899083	0.335913	3.372754
32	0	-14775.8	-14787.3	11.5353	0.146343	0.102529	0.112091	0.0970086	0.134451	0.104274	0.110977	0.0775771	0.0785407	0.158756	0.0699686	0.0839733	0.0918916	0.0814311	0.10076	0.125884	0.123337	0.119113	0.0971563	0.094957	0.0848331	0.0715823	0.196227	0.0196473	0.0395876	0.0217121	0.0504936	0.0198717	0.103236	0.0315597	0.016967	0.0476558	0.0301712	0.050547	0.0327753	0.031577	0.0260672	0.0402351	0.0250732	0.0462349	0.042025	0.0223098	0.0194803	4.119228	0.289418	0.27365	0.100376	0.336555	3.180888
33	1	-14780	-14789.4	9.4455	0.140703	0.141861	0.117803	0.0970343	0.0991855	0.0804418	0.114412	0.0676221	0.0848098	0.192421	0.0982482	0.0879526	0.106263	0.0981186	0.111561	0.142651	0.151225	0.128061	0.0985354	0.0890053	0.116991	0.0966749	0.17764	0.109318	0.0547863	0.0417205	0.02905	0.0125723	0.0257827	0.0248579	0.0210371	0.0339366	0.0617029	0.0429627	0.0358498	0.0190042	0.028112	0.0525809	0.0288668	0.0723317	0.0209149	0.0237694	0.0150162	4.05937	0.292052	0.281103	0.0918629	0.334982	3.393394
34	0	-14775.7	-14785.4	9.62352	0.146458	0.0986188	0.145039	0.101136	0.115584	0.0757499	0.132689	0.0762403	0.0823173	0.173658	0.0673153	0.0801297	0.123706	0.114778	0.108465	0.111106	0.142184	0.147443	0.136865	0.0828202	0.102119	0.0795742	0.170916	0.0319135	0.0442606	0.0185128	0.0558441	0.0189709	0.0974837	0.0299038	0.0296116	0.0674622	0.0389801	0.0590184	0.0255513	0.0484895	0.0252575	0.0314256	0.0189394	0.034778	0.0405218	0.0148403	0.0253898	4.119228	0.289418	0.27365	0.100376	0.336555	3.372066
35	1	-14774.1	-14784.3	10.2121	0.119384	0.0890788	0.0888741	0.102265	0.100018	0.0871992	0.137394	0.0853404	0.0971203	0.15433	0.0720113	0.113798	0.121579	0.0950971	0.087161	0.130273	0.144409	0.128743	0.121693	0.0941987	0.0959039	0.0922599	0.17143	0.111365	0.0533608	0.0370396	0.0189113	0.0167895	0.0181344	0.0297859	0.0230089	0.032166	0.0612157	0.0416421	0.0428869	0.0285093	0.0366568	0.0617444	0.0360515	0.0838784	0.027659	0.0150452	0.0173988	3.9574	0.289616	0.278758	0.0994394	0.332187	3.322812
36	0	-14774.5	-14784	9.55152	0.145417	0.0866666	0.109513	0.0936157	0.12315	0.0854544	0.13312	0.0896579	0.0927683	0.169392	0.101942	0.0831589	0.0951118	0.11538	0.119192	0.16315	0.0988813	0.141197	0.14465	0.0682372	0.0962714	0.0792221	0.17818	0.0273114	0.0199171	0.0353223	0.0583911	0.0414992	0.0866193	0.0287601	0.0254516	0.0488933	0.041197	0.0499072	0.022812	0.0324547	0.0326351	0.0325809	0.0161654	0.0742359	0.0351913	0.0287073	0.027885	4.119228	0.271844	0.290845	0.0942809	0.34303	3.379265
37	1	-14772.6	-14783.4	10.7582	0.134577	0.0955704	0.114525	0.0892076	0.114125	0.0995909	0.108228	0.0833935	0.0820116	0.175064	0.0726775	0.0745427	0.102883	0.119216	0.122875	0.140503	0.13253	0.126464	0.130956	0.0677452	0.0906572	0.0634688	0.173572	0.0878172	0.0355864	0.0373572	0.0474017	0.0147369	0.0114252	0.01876	0.0447636	0.0343266	0.0555584	0.0308538	0.0388285	0.0376831	0.0366102	0.0586696	0.0303437	0.0475864	0.0295129	0.0251152	0.0308813	3.9574	0.289616	0.278758	0.0994394	0.332187	3.268202
38	0	-14769.8	-14780.2	10.4255	0.142157	0.0960905	0.107698	0.112529	0.107722	0.0937498	0.13312	0.0656249	0.0844543	0.205778	0.0731728	0.0831589	0.122791	0.11538	0.126525	0.125674	0.130021	0.135788	0.102724	0.0857256	0.0876275	0.0802629	0.146668	0.046545	0.029035	0.021821	0.0628649	0.0241427	0.0854817	0.032899	0.0183814	0.0447932	0.0217414	0.0542049	0.01879	0.0391128	0.0239038	0.0355435	0.0160752	0.0579688	0.0498339	0.0300903	0.029362	3.86537	0.272977	0.292058	0.0957324	0.339233	3.307032
39	1	-14773.4	-14784	10.6222	0.157085	0.0955704	0.0910129	0.112234	0.125851	0.0883866	0.140712	0.0703277	0.0978732	0.192994	0.0932557	0.0673434	0.115257	0.0948384	0.0919057	0.128534	0.129158	0.110243	0.129914	0.0713891	0.097613	0.0766386	0.146588	0.0679818	0.0557347	0.0409419	0.0338808	0.0210546	0.0170467	0.0336952	0.0184355	0.022046	0.050446	0.0512674	0.039968	0.0370159	0.0416101	0.0584133	0.0248202	0.0405583	0.0364031	0.0404512	0.025308	3.9574	0.283789	0.27315	0.106929	0.336132	3.281803
40	0	-14765.3	-14775.7	10.371	0.15475	0.092746	0.101603	0.100992	0.106008	0.0815117	0.124823	0.0685586	0.0970854	0.205778	0.0798563	0.0878117	0.0978064	0.110896	0.10445	0.129522	0.138385	0.128094	0.125548	0.0870019	0.0896032	0.0685291	0.160955	0.0344123	0.0304679	0.0320089	0.0581402	0.0181249	0.106083	0.0378304	0.0214359	0.0767503	0.0250909	0.0518488	0.0233129	0.0456687	0.0339862	0.03192	0.0175084	0.0278361	0.0351427	0.0321513	0.0316209	3.846109	0.272977	0.292058	0.0957324	0.339233	3.313654
41	1	-14772.3	-14782.6	10.2941	0.116181	0.0987993	0.0860154	0.103831	0.104939	0.0736448	0.15861	0.0780189	0.0910984	0.175086	0.0722694	0.0745711	0.0928941	0.121097	0.078366	0.155148	0.125016	0.121659	0.129914	0.0827485	0.096102	0.0876049	0.17185	0.100477	0.068752	0.0331687	0.0351477	0.013456	0.0173628	0.0360123	0.0305111	0.0233088	0.0426399	0.042886	0.0440446	0.0456999	0.0508158	0.0480948	0.0385187	0.06432	0.028915	0.0333516	0.0216617	3.9574	0.283418	0.274102	0.106789	0.335692	3.31461
