Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
100	-13143.7	-13125.2	-18.5676	0.9605017	0.254141	0.152653	0.221167	0.178804	0.209819	0.14367	0.258471	0.108425	0.153521	0.404845	0.109471	0.164984	0.240524	0.178631	0.202033	0.25948	0.225237	0.232136	0.233383	0.10947	0.147626	0.0896799	0.470414	0.197993	0.00787947	0.0674404	0.112102	0.062051	0.0533407	0.06327	0.045782	0.0763452	0.0602028	0.212821	0.114891	0.135151	0.0319414	0.0514455	0.1982	0.0285217	0.0411407	0.143163	0.122278	0.0509305	0.297269	0.0553718	0.0137074	0.525459	0.0572617	0.129007	0.464549	0.993134	2.41331	0.346866	0.351605	0.0900561	0.211473	0.3426545	6.574543
110	-13140.9	-13122.6	-18.3177	0.9160303	0.290734	0.154598	0.144303	0.145512	0.206593	0.167389	0.234724	0.153304	0.1453	0.331175	0.0985329	0.124158	0.177519	0.206629	0.25969	0.323129	0.321969	0.209593	0.308142	0.117334	0.170757	0.127578	0.470414	0.184425	0.0261211	0.0289996	0.0761685	0.0527048	0.0627304	0.0336853	0.0414317	0.0515493	0.0575268	0.113192	0.185992	0.096218	0.0364996	0.039042	0.22797	0.0424157	0.0406175	0.179314	0.0656241	0.057207	0.245412	0.0596042	0.013965	0.590215	0.0335966	0.11991	0.449971	0.984563	2.44556	0.358514	0.345334	0.0884499	0.207701	0.3426545	6.531302
120	-13139.9	-13122.9	-16.93	0.95428	0.292049	0.154598	0.190547	0.0914747	0.261546	0.148159	0.19078	0.132487	0.167756	0.389773	0.0869299	0.0950434	0.148299	0.219761	0.193779	0.316546	0.338943	0.216177	0.276485	0.0896545	0.156304	0.0937378	0.469539	0.112176	0.0155026	0.0232354	0.0597422	0.0221519	0.0862611	0.0526744	0.049807	0.0814235	0.0796252	0.181152	0.168909	0.0521172	0.0347616	0.0281974	0.195453	0.0507603	0.0411011	0.216701	0.136206	0.0417861	0.288547	0.0527154	0.0194599	0.534377	0.063115	0.127744	0.462565	0.991991	2.4177	0.358514	0.345334	0.0884499	0.207701	0.3426545	6.408326
130	-13136.4	-13118.2	-18.209	0.8271227	0.276546	0.169838	0.17815	0.157382	0.196444	0.128852	0.221642	0.123573	0.120564	0.313437	0.133537	0.148566	0.191192	0.218645	0.199697	0.264648	0.267598	0.210776	0.273522	0.0984012	0.157978	0.0805724	0.490516	0.131262	0.0233919	0.0228557	0.0487568	0.0522547	0.0490311	0.0420016	0.0952195	0.0755005	0.0781124	0.222078	0.157435	0.0695826	0.086498	0.0311637	0.218199	0.0631675	0.0588062	0.243952	0.0875709	0.0325681	0.295983	0.0624003	0.00828892	0.540491	0.0602684	0.101316	0.417829	0.964196	2.51666	0.358514	0.345334	0.0884499	0.207701	0.3426545	6.478914
140	-13140.4	-13119.6	-20.8119	0.8168127	0.354274	0.1421	0.197146	0.0938577	0.203274	0.151221	0.270786	0.163116	0.134771	0.355236	0.140248	0.153281	0.231652	0.26463	0.232826	0.329351	0.216022	0.228275	0.273622	0.122759	0.147165	0.144572	0.441434	0.0891704	0.0175823	0.0259583	0.0355223	0.0133083	0.0474847	0.00874392	0.0631207	0.102672	0.074068	0.231729	0.15289	0.052309	0.0487229	0.0459527	0.271069	0.0669895	0.031338	0.231136	0.13251	0.0348515	0.264359	0.0644919	0.0154018	0.558608	0.0622885	0.099131	0.413816	0.961507	2.52555	0.381627	0.337957	0.0865603	0.193855	0.3426545	6.733895
150	-13149.4	-13120.6	-28.7623	0.7337722	0.383974	0.166774	0.22725	0.153164	0.362132	0.112438	0.22903	0.214098	0.161104	0.428478	0.144629	0.101464	0.249968	0.197926	0.222701	0.339917	0.322643	0.314528	0.295116	0.110811	0.214445	0.127002	0.439076	0.171566	0.0109437	0.0254218	0.0697103	0.00884421	0.0499061	0.0375443	0.0607674	0.0948544	0.0698528	0.287194	0.195117	0.0585045	0.0514804	0.0577295	0.194596	0.0948462	0.0178497	0.226032	0.180271	0.0353786	0.275517	0.059825	0.0134587	0.588712	0.0271089	0.0814117	0.379038	0.936768	2.60278	0.381627	0.337957	0.0865603	0.193855	0.3426545	7.481697
160	-13145.3	-13120	-25.2311	0.7567407	0.374397	0.205071	0.196574	0.146436	0.190206	0.126446	0.200656	0.148581	0.179354	0.431158	0.1162	0.121972	0.207785	0.285824	0.16403	0.336576	0.254886	0.220243	0.270259	0.124747	0.146855	0.121574	0.523269	0.105353	0.0188887	0.0954577	0.0699572	0.0134982	0.0497547	0.0260495	0.0731465	0.114584	0.120183	0.288664	0.137493	0.0628512	0.130788	0.0818077	0.219843	0.0686464	0.00976487	0.277172	0.0854942	0.0310248	0.24228	0.0636303	0.014608	0.617293	0.031164	0.0863265	0.389116	0.944208	2.58035	0.377585	0.337818	0.0856433	0.198954	0.3426545	7.142496
170	-13140.7	-13116.6	-24.1714	0.8881135	0.312384	0.165136	0.234019	0.174943	0.274944	0.125189	0.251586	0.140776	0.190648	0.371953	0.109075	0.190894	0.233195	0.217817	0.204757	0.307349	0.226189	0.235158	0.231142	0.0700494	0.222476	0.106837	0.525001	0.186827	0.0413979	0.0505782	0.0480125	0.00741076	0.0392113	0.0227611	0.0541237	0.05631	0.062762	0.230898	0.168243	0.0818212	0.0476296	0.0887899	0.273944	0.113311	0.0434132	0.242097	0.123345	0.0342212	0.245213	0.0577922	0.0143391	0.60829	0.0401444	0.114125	0.440331	0.978669	2.46687	0.38149	0.341312	0.0865291	0.190669	0.3592723	7.104406
180	-13138.5	-13114.3	-24.1248	0.8319234	0.285311	0.146024	0.235415	0.135365	0.274944	0.105878	0.277991	0.188919	0.176436	0.413311	0.133402	0.145798	0.196967	0.265379	0.22221	0.373343	0.266956	0.214214	0.218161	0.0989919	0.193495	0.130426	0.49695	0.199577	0.0304476	0.0491925	0.0767131	0.0142082	0.032827	0.034822	0.0772646	0.117615	0.0495313	0.123673	0.14315	0.0517276	0.0296087	0.048694	0.280289	0.12198	0.0274653	0.263675	0.104586	0.0342626	0.24551	0.0578621	0.0131469	0.609026	0.0401929	0.102331	0.419676	0.965422	2.51257	0.376126	0.34684	0.0742902	0.202744	0.3592723	7.072932
190	-13135.6	-13119.4	-16.1769	0.8927948	0.302125	0.161674	0.15696	0.146375	0.204484	0.116823	0.192492	0.155405	0.16745	0.417201	0.0886356	0.12162	0.209984	0.227211	0.236735	0.365005	0.244738	0.157894	0.220697	0.06657	0.17956	0.115961	0.524124	0.0896348	0.0328059	0.0434043	0.0429758	0.0175668	0.0310162	0.0524484	0.0558507	0.108024	0.10777	0.17385	0.112001	0.0446316	0.0441485	0.0825343	0.163862	0.0362125	0.0235993	0.146597	0.118398	0.0361079	0.352116	0.0609784	0.0267291	0.481711	0.0423576	0.115099	0.441975	0.979687	2.46324	0.373788	0.347537	0.077192	0.201484	0.3592723	6.307057
200	-13130.4	-13112.2	-18.1564	0.8486541	0.253084	0.168801	0.225141	0.130996	0.212846	0.167622	0.219644	0.182719	0.151781	0.264235	0.139392	0.132864	0.21214	0.235566	0.18264	0.3167	0.260875	0.22139	0.248559	0.106644	0.129176	0.0850741	0.435269	0.137912	0.0256549	0.0758045	0.0739811	0.0245242	0.0644105	0.0186609	0.0468188	0.114023	0.0475298	0.14437	0.123568	0.0558412	0.0265189	0.0500019	0.274738	0.106368	0.00756189	0.275316	0.107624	0.0345811	0.329814	0.0623508	0.0210967	0.492552	0.0596054	0.105862	0.426009	0.969575	2.49855	0.356387	0.375611	0.0742353	0.193766	0.3592723	6.484388
210	-13135.9	-13112.7	-23.1881	0.8769614	0.29942	0.14493	0.225141	0.130996	0.212061	0.198205	0.239517	0.169533	0.154177	0.302691	0.136493	0.141929	0.201235	0.210457	0.18264	0.435843	0.330768	0.240075	0.246565	0.106226	0.199554	0.13858	0.601549	0.134403	0.00917347	0.0735457	0.0640939	0.085608	0.0972488	0.00321535	0.0379813	0.0816585	0.0558585	0.196886	0.155271	0.0626822	0.0229257	0.0578147	0.226643	0.0830832	0.013301	0.210547	0.080463	0.0346745	0.330705	0.0625192	0.0237201	0.493883	0.0544982	0.111799	0.436368	0.976194	2.47564	0.372718	0.345877	0.0787598	0.202645	0.3592723	7.000989
220	-13138.8	-13112.5	-26.2985	0.7687448	0.321104	0.158006	0.176375	0.145877	0.197644	0.169891	0.248419	0.217206	0.120956	0.33223	0.163632	0.143688	0.270512	0.267119	0.250011	0.340114	0.265483	0.212035	0.241215	0.153754	0.163653	0.136382	0.514243	0.164716	0.0166558	0.105499	0.0857122	0.0621511	0.0949977	0.012476	0.0154394	0.11642	0.0740151	0.302984	0.15798	0.065722	0.048798	0.0734623	0.14706	0.0672821	0.0505079	0.285676	0.0991348	0.0352741	0.361511	0.048233	0.022031	0.480783	0.0521673	0.0888928	0.394239	0.947903	2.56896	0.373686	0.346776	0.0660194	0.213518	0.3546388	7.256237
230	-13128.9	-13108.3	-20.5778	0.8019656	0.277236	0.132016	0.190609	0.189278	0.21384	0.169708	0.270053	0.154005	0.137917	0.337094	0.132822	0.146694	0.258837	0.304152	0.193943	0.311798	0.286507	0.19887	0.199044	0.1306	0.131823	0.103489	0.455326	0.156262	0.0421649	0.0615642	0.0685949	0.0391045	0.0579731	0.0217763	0.0252348	0.150169	0.0307768	0.190238	0.192819	0.0605129	0.0217554	0.0275833	0.224383	0.0818881	0.0192267	0.23308	0.0718747	0.0310882	0.374904	0.0539933	0.0328503	0.450585	0.0565793	0.0959769	0.407924	0.957498	2.5386	0.358208	0.362405	0.0659835	0.213402	0.3546388	6.702644
240	-13134.8	-13108.3	-26.5038	0.916022	0.329031	0.174938	0.187569	0.154184	0.217062	0.170177	0.247246	0.126672	0.230596	0.3956	0.123959	0.158383	0.264695	0.287428	0.22964	0.38753	0.306272	0.250748	0.246211	0.115799	0.200159	0.103489	0.554323	0.134638	0.0526876	0.0487576	0.0545654	0.0474246	0.0694614	0.0566636	0.0548481	0.102312	0.0355337	0.190238	0.193467	0.100453	0.0194531	0.116371	0.137922	0.0815145	0.024965	0.275763	0.0911607	0.0335757	0.358609	0.0583135	0.0283968	0.486638	0.0344671	0.119908	0.449969	0.984561	2.44556	0.367517	0.357149	0.0650265	0.210307	0.3546388	7.349909
250	-13137.6	-13107.8	-29.802	0.6626826	0.414	0.172556	0.152861	0.138254	0.270317	0.145951	0.32687	0.151867	0.170997	0.39823	0.140696	0.170076	0.171247	0.302734	0.202759	0.383244	0.300334	0.223628	0.274018	0.0972643	0.193689	0.0907528	0.610316	0.236722	0.0237172	0.0473171	0.0501948	0.0828194	0.0484291	0.0239536	0.0485551	0.105287	0.0324004	0.191886	0.209827	0.11304	0.0238573	0.0886968	0.221055	0.0900916	0.0386946	0.199091	0.159382	0.0256462	0.365033	0.0588942	0.0215469	0.491484	0.0373952	0.0662421	0.345377	0.910214	2.67817	0.361053	0.368456	0.0638828	0.206608	0.3546388	7.537676
260	-13133.9	-13105.5	-28.4765	0.8077856	0.325064	0.128143	0.18448	0.144	0.30772	0.173227	0.241384	0.15668	0.140793	0.411513	0.114183	0.139312	0.250004	0.263211	0.177538	0.396575	0.334457	0.249384	0.254041	0.102396	0.187381	0.109895	0.525815	0.171811	0.0274212	0.0492735	0.044984	0.092535	0.0891778	0.00979473	0.105273	0.0939683	0.067763	0.269324	0.147824	0.0651167	0.021199	0.0715804	0.245948	0.122354	0.12378	0.244471	0.114812	0.0280843	0.34939	0.0603001	0.0352645	0.493114	0.0338469	0.0972144	0.41025	0.959089	2.53345	0.359801	0.368883	0.0679269	0.203389	0.3546388	7.495609
270	-13137.1	-13107.6	-29.4101	0.8485542	0.384376	0.192987	0.249199	0.109205	0.223831	0.199189	0.271749	0.216804	0.132202	0.318026	0.140659	0.148185	0.330875	0.304806	0.23286	0.376504	0.358307	0.293747	0.272772	0.128485	0.13602	0.082656	0.490392	0.228084	0.0224128	0.075787	0.039323	0.0339697	0.0751455	0.0295926	0.0644349	0.196284	0.0752841	0.174458	0.153241	0.102104	0.015731	0.0590733	0.180578	0.0491649	0.0809173	0.273662	0.0866301	0.0301058	0.388958	0.0463034	0.0227303	0.462441	0.0494623	0.105841	0.425972	0.969551	2.49864	0.368	0.366849	0.062883	0.202268	0.3577292	7.609712
280	-13137.5	-13117.3	-20.204	0.7507139	0.252299	0.144611	0.219342	0.150573	0.195626	0.134737	0.24791	0.210968	0.134703	0.289103	0.142862	0.136979	0.224362	0.299742	0.22592	0.278824	0.229231	0.257227	0.284963	0.0879359	0.149985	0.0633481	0.472276	0.12387	0.021356	0.0262325	0.0972619	0.0537396	0.035248	0.013867	0.0826793	0.172656	0.0417732	0.308801	0.148306	0.0824169	0.00655625	0.0589855	0.200979	0.0410488	0.0366454	0.181151	0.0690953	0.029806	0.385084	0.0458423	0.0324623	0.457836	0.0489697	0.0850373	0.386507	0.942304	2.58615	0.368	0.366849	0.062883	0.202268	0.3781619	6.636198
290	-13143	-13118.8	-24.2107	0.8910623	0.307493	0.188392	0.258916	0.133303	0.233212	0.127987	0.247785	0.187331	0.144739	0.333457	0.122871	0.149168	0.201613	0.263794	0.220544	0.317281	0.36293	0.218339	0.249202	0.135909	0.14434	0.115787	0.472276	0.189552	0.00830453	0.0128655	0.0775919	0.0401089	0.0802577	0.0525992	0.1099	0.19911	0.0284859	0.32836	0.225028	0.0720074	0.0436197	0.0438457	0.189794	0.0178615	0.0052149	0.163968	0.0845183	0.0314588	0.358935	0.0537836	0.0115679	0.483224	0.061031	0.114739	0.441368	0.979312	2.46458	0.368	0.366849	0.062883	0.202268	0.3781619	7.109659
300	-13135	-13111.8	-23.2072	0.9779233	0.322369	0.142238	0.195891	0.187687	0.231266	0.180851	0.286047	0.144823	0.171427	0.371005	0.129809	0.132287	0.192128	0.257144	0.248742	0.293483	0.252626	0.210691	0.173081	0.134083	0.213078	0.147742	0.53773	0.134897	0.0180737	0.00701713	0.120859	0.0479169	0.0266235	0.0261317	0.0653167	0.122704	0.0631714	0.23323	0.139303	0.0995147	0.0762931	0.0620328	0.214037	0.0930472	0.0117243	0.221405	0.10573	0.0235496	0.334705	0.0531972	0.034703	0.493809	0.0600362	0.132528	0.470014	0.996243	2.40121	0.368	0.366849	0.062883	0.202268	0.3904781	7.045255
310	-13131.8	-13102.4	-29.4885	0.7765907	0.331682	0.122879	0.163514	0.149132	0.253299	0.180368	0.294311	0.145994	0.245725	0.37927	0.186654	0.147669	0.238204	0.247326	0.206424	0.374874	0.312717	0.261167	0.266559	0.132889	0.181906	0.0946604	0.577192	0.231192	0.0457599	0.0154719	0.046117	0.0195752	0.0586991	0.0171534	0.0725032	0.101205	0.0783384	0.178314	0.203806	0.0890848	0.0657009	0.105124	0.276616	0.0733981	0.0165911	0.311453	0.0792025	0.0285297	0.344215	0.0547086	0.0251163	0.507839	0.0395914	0.0905686	0.397536	0.950251	2.56164	0.367494	0.367143	0.0629334	0.20243	0.3904781	7.579724
320	-13140.5	-13115	-25.4702	0.6457105	0.306864	0.200093	0.151908	0.142317	0.236616	0.152448	0.255836	0.199021	0.150312	0.388981	0.113659	0.112526	0.183961	0.296186	0.23168	0.374874	0.290311	0.220816	0.255172	0.0912867	0.133901	0.0758313	0.60833	0.150156	0.0366658	0.0486658	0.0478654	0.113299	0.0703306	0.0545144	0.0978488	0.0674191	0.0623263	0.175869	0.173777	0.11294	0.0406721	0.077483	0.160445	0.114122	0.0200753	0.210119	0.084275	0.0278256	0.335719	0.0561175	0.0295962	0.512127	0.0386142	0.0626523	0.336748	0.90296	2.69764	0.369762	0.369409	0.0633218	0.197507	0.3292347	7.091799
330	-13135.5	-13106.9	-28.5599	0.7607592	0.380956	0.16763	0.198533	0.16388	0.149896	0.186909	0.309556	0.178459	0.154357	0.474288	0.119215	0.104274	0.259502	0.214991	0.253549	0.390605	0.288113	0.202532	0.279587	0.114447	0.170371	0.1052	0.604831	0.17919	0.0449563	0.0369513	0.152918	0.0349752	0.0412956	0.0621111	0.0361262	0.108786	0.0282447	0.195714	0.221662	0.0573261	0.0577012	0.0567101	0.183243	0.0907545	0.0276046	0.27745	0.112341	0.0277693	0.334766	0.056004	0.025466	0.50141	0.0545846	0.0871859	0.390842	0.945459	2.57651	0.359365	0.372152	0.0695089	0.198974	0.3531422	7.47774
340	-13128.2	-13103.8	-24.3434	0.8502015	0.282267	0.19781	0.224847	0.143501	0.221596	0.233928	0.269627	0.127972	0.136765	0.448649	0.15052	0.112561	0.280877	0.204506	0.226105	0.357917	0.288113	0.217568	0.212369	0.133771	0.170371	0.129424	0.567582	0.131373	0.0353969	0.0298142	0.100386	0.0228686	0.0504861	0.0216124	0.0755773	0.10261	0.0475717	0.209729	0.205257	0.0560868	0.0275907	0.0606161	0.211768	0.0593009	0.029458	0.219222	0.0684777	0.0251195	0.333326	0.0598295	0.0253564	0.499253	0.0571163	0.106187	0.426587	0.96995	2.49728	0.360564	0.371455	0.0693788	0.198602	0.3871345	7.103846
350	-13126.6	-13102.3	-24.3336	0.8308202	0.292585	0.0941225	0.236893	0.121405	0.241024	0.176704	0.269627	0.154128	0.147238	0.372074	0.130729	0.163158	0.224486	0.300129	0.181815	0.386698	0.287335	0.255569	0.214221	0.110333	0.118856	0.135066	0.502556	0.177667	0.0555543	0.0262714	0.0861555	0.0549955	0.033221	0.0663108	0.0676331	0.100509	0.0581903	0.170247	0.138981	0.06371	0.0354553	0.0719526	0.237361	0.106306	0.0311407	0.244216	0.150625	0.0272191	0.361187	0.0618444	0.0217004	0.478735	0.049314	0.102098	0.419253	0.965142	2.51351	0.360589	0.371481	0.0693837	0.198546	0.3871345	7.093253
360	-13140.2	-13110.8	-29.3948	0.8224675	0.319386	0.091791	0.209404	0.099461	0.265488	0.205562	0.262348	0.137246	0.257197	0.383546	0.141898	0.123718	0.276614	0.28806	0.250139	0.333186	0.279158	0.253827	0.259059	0.106467	0.136734	0.130248	0.544581	0.201899	0.0530464	0.0433141	0.0300427	0.0809507	0.0829215	0.103058	0.0952936	0.198697	0.0483847	0.182749	0.152524	0.073679	0.0991386	0.0845008	0.264221	0.0909843	0.0583559	0.207936	0.0883005	0.0274196	0.363848	0.0456075	0.0309203	0.482262	0.0499427	0.10033	0.416025	0.962991	2.52065	0.361884	0.372815	0.0632894	0.202011	0.3871345	7.595116
370	-13143	-13109.8	-33.2493	0.8258068	0.41512	0.169285	0.17945	0.169271	0.296966	0.136717	0.282307	0.136852	0.257197	0.409121	0.124452	0.211684	0.250252	0.235753	0.231245	0.36251	0.31445	0.216436	0.359047	0.0969469	0.143143	0.11116	0.534799	0.139026	0.082682	0.0506735	0.0249614	0.0498946	0.089208	0.0306575	0.0934364	0.122922	0.122029	0.22162	0.246779	0.136158	0.0784745	0.119889	0.24591	0.093236	0.035718	0.24469	0.110144	0.0296162	0.345122	0.0431606	0.0220316	0.498893	0.0611764	0.101037	0.41732	0.963857	2.51779	0.373013	0.353528	0.0652357	0.208223	0.3682368	7.982273
