Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
479	1	-13126.6	-13107	-19.5911	0.9644187	0.314147	0.166182	0.181942	0.107373	0.196417	0.171753	0.223384	0.176002	0.151022	0.378503	0.117649	0.138769	0.195857	0.28875	0.138842	0.339442	0.342913	0.181029	0.288738	0.074055	0.144651	0.129379	0.417353	0.149085	0.0101545	0.0260611	0.0737504	0.0487686	0.0760385	0.0233643	0.0815917	0.0936244	0.0612942	0.181321	0.16995	0.0665719	0.0526647	0.0928028	0.167346	0.120561	0.0374699	0.18005	0.101806	0.0306221	0.349613	0.0582016	0.0338011	0.487875	0.0398874	0.129801	0.465789	0.993845	2.41057	0.36001	0.362883	0.0651425	0.211965	0.3749176	6.678427
480	0	-13129.9	-13104	-25.8711	0.8105763	0.280165	0.154535	0.164887	0.138045	0.226399	0.146524	0.24896	0.116482	0.164613	0.390414	0.156928	0.193765	0.237665	0.263007	0.237213	0.343857	0.333664	0.216409	0.303432	0.0948494	0.175241	0.134875	0.586386	0.0538968	0.0284346	0.0455978	0.0197039	0.146449	0.0726042	0.0014937	0.0324435	0.0766209	0.262083	0.226072	0.0810569	0.0858047	0.0840745	0.04256	0.154021	0.163602	0.200882	0.101894	0.048937	0.0333195	0.377351	0.0505683	0.0276379	0.471741	0.0393818	0.0978072	0.411358	0.959843	2.53099	0.346153	0.371771	0.0646323	0.217444	0.342883	7.236549
481	1	-13132.5	-13113.9	-18.5994	0.8815612	0.333073	0.123728	0.176833	0.149709	0.211811	0.1332	0.241707	0.131039	0.143438	0.341351	0.119044	0.137669	0.176603	0.195646	0.146804	0.266161	0.330533	0.210591	0.243953	0.0941542	0.159162	0.124555	0.576031	0.149085	0.0457647	0.0125066	0.107888	0.0862521	0.062229	0.0185602	0.096198	0.0921244	0.0612942	0.221274	0.152446	0.0456545	0.0314207	0.0748457	0.169917	0.0302887	0.054485	0.156152	0.109049	0.0320628	0.342603	0.0662151	0.0241117	0.501872	0.033135	0.11276	0.438011	0.977223	2.47201	0.354881	0.358983	0.0712099	0.214927	0.3450407	6.544232
482	0	-13142.5	-13119	-23.493	0.7955713	0.286814	0.117698	0.281955	0.190341	0.232634	0.183447	0.215603	0.172759	0.153951	0.367515	0.0958016	0.146221	0.158766	0.260193	0.224742	0.253657	0.238422	0.21924	0.259109	0.0991606	0.197278	0.120318	0.501122	0.0623813	0.0284346	0.0197759	0.0612548	0.17482	0.107323	0.00341801	0.00711474	0.0765989	0.194027	0.290919	0.0810569	0.0869787	0.0483005	0.0454677	0.241493	0.0492321	0.171718	0.176896	0.0867485	0.0325441	0.402176	0.0477253	0.0321437	0.450708	0.0347025	0.094616	0.405345	0.95572	2.54432	0.349218	0.368679	0.0610369	0.221066	0.3749768	6.990705
483	1	-13128.3	-13108.9	-19.3456	0.7908991	0.345711	0.155109	0.171129	0.162349	0.236288	0.1622	0.28668	0.121859	0.128457	0.294377	0.104301	0.145527	0.231741	0.23046	0.215717	0.359734	0.232541	0.213637	0.244932	0.0866457	0.128814	0.121124	0.462984	0.142952	0.0307755	0.030379	0.020717	0.017097	0.0931278	0.0656419	0.0662627	0.118031	0.0725042	0.143327	0.14078	0.0671013	0.0626802	0.0572156	0.187941	0.0460963	0.0320629	0.202114	0.134289	0.0315589	0.325419	0.0582094	0.0279903	0.516689	0.0401339	0.0936207	0.403444	0.954401	2.54853	0.359956	0.360733	0.0664291	0.212881	0.3251859	6.573411
484	0	-13143.3	-13113.2	-30.1472	0.7457233	0.406489	0.173366	0.226415	0.163841	0.193947	0.0909621	0.224222	0.184782	0.131862	0.35092	0.178727	0.15702	0.272509	0.319822	0.199112	0.323984	0.337413	0.228524	0.259516	0.0848666	0.150099	0.10083	0.551861	0.0707323	0.0717575	0.0793901	0.0831639	0.18795	0.0476046	0.024533	0.06829	0.0953301	0.202635	0.241843	0.116374	0.0588376	0.067149	0.0611099	0.333502	0.0649748	0.14551	0.146481	0.149261	0.0293827	0.405575	0.0475242	0.0201981	0.442589	0.054731	0.0839694	0.384328	0.940701	2.591	0.353315	0.364336	0.0622274	0.220121	0.3655692	7.627518
485	1	-13132	-13111.6	-20.3529	0.7832143	0.271409	0.189095	0.173649	0.0978751	0.185402	0.134784	0.281787	0.136966	0.164151	0.375834	0.138652	0.171449	0.224029	0.297509	0.20775	0.330345	0.316028	0.24573	0.225613	0.0582005	0.147837	0.0740852	0.451766	0.118065	0.0227942	0.0663593	0.0597154	0.0581475	0.0623868	0.00782679	0.0449329	0.131149	0.0498642	0.22745	0.149197	0.116601	0.0403604	0.0270611	0.171407	0.0973259	0.0488679	0.161155	0.109279	0.0321609	0.32418	0.0558642	0.0147369	0.514722	0.0583356	0.0919822	0.400287	0.952193	2.55554	0.361962	0.358965	0.0694637	0.209609	0.3884716	6.66989
486	0	-13140.4	-13114.4	-25.9676	0.9512675	0.450943	0.163001	0.256921	0.0987769	0.240139	0.135412	0.313962	0.128702	0.17623	0.306162	0.105212	0.122283	0.21306	0.280139	0.254529	0.352633	0.375615	0.227588	0.228004	0.174698	0.158512	0.099729	0.514524	0.0570522	0.0668325	0.0462579	0.0309112	0.199617	0.0494853	0.0178779	0.0402433	0.109755	0.164046	0.244528	0.099739	0.0774052	0.0371571	0.0570339	0.26681	0.136418	0.125781	0.0872702	0.0198785	0.0251295	0.426288	0.0460339	0.034573	0.423247	0.0447286	0.127131	0.461597	0.991431	2.41984	0.35411	0.373654	0.0611641	0.211072	0.4051314	7.310875
487	1	-13132.7	-13115.5	-17.2126	0.9568885	0.297359	0.0917816	0.21725	0.145404	0.296388	0.150566	0.251278	0.139976	0.144517	0.284277	0.122932	0.162882	0.220041	0.204868	0.185179	0.314481	0.227013	0.164618	0.278908	0.0823195	0.168548	0.109661	0.498488	0.116887	0.0187799	0.0576645	0.045601	0.0565222	0.0595891	0.027935	0.037589	0.0770486	0.0841436	0.176243	0.159226	0.0730881	0.0484384	0.0631269	0.242023	0.040083	0.0307422	0.15487	0.109279	0.0350313	0.344139	0.0568945	0.0153086	0.473854	0.0747725	0.128274	0.463399	0.992472	2.41586	0.350666	0.371967	0.0742992	0.203068	0.367202	6.437615
488	0	-13145.5	-13108.5	-37.0258	0.7200628	0.318033	0.22016	0.20734	0.185411	0.27539	0.130672	0.301969	0.195003	0.181145	0.387664	0.173299	0.179403	0.253062	0.307656	0.243416	0.471208	0.336046	0.286831	0.316732	0.13221	0.213191	0.0936029	0.506359	0.115793	0.0284385	0.00675166	0.105763	0.182711	0.0929978	0.0591451	0.0405538	0.124084	0.16556	0.387772	0.102529	0.0751078	0.0499934	0.0616378	0.278116	0.065217	0.213449	0.170228	0.0577414	0.0275995	0.330117	0.0467434	0.0314669	0.521174	0.0428997	0.0784778	0.372844	0.932082	2.6166	0.343099	0.375679	0.0692462	0.211977	0.3628936	8.299392
489	1	-13128.5	-13108.5	-19.92	0.8668285	0.272534	0.129213	0.140517	0.128752	0.239201	0.149313	0.281098	0.163143	0.104673	0.339577	0.102394	0.162056	0.180648	0.210065	0.204292	0.310223	0.290004	0.172298	0.264098	0.0905594	0.15086	0.151246	0.512438	0.148876	0.0399694	0.0411788	0.04815	0.0573704	0.0510943	0.0536687	0.0278405	0.102162	0.0623853	0.196054	0.206384	0.0753079	0.0497253	0.0610163	0.240377	0.0562803	0.0587686	0.234365	0.109279	0.0342493	0.319006	0.0678745	0.0156951	0.521621	0.0415546	0.109679	0.43271	0.973881	2.48373	0.345895	0.372181	0.0746323	0.207292	0.379921	6.669455
490	0	-13145.9	-13110.7	-35.1424	0.7239657	0.405337	0.101074	0.225746	0.149475	0.192397	0.186357	0.27299	0.20211	0.216223	0.33537	0.129502	0.195114	0.318869	0.263816	0.198889	0.391318	0.351627	0.329451	0.290865	0.0863142	0.152792	0.0936029	0.567474	0.0449805	0.0579297	0.039136	0.0467847	0.323288	0.123085	0.036592	0.0396271	0.101074	0.215749	0.277704	0.0506133	0.214691	0.0567103	0.0386341	0.297183	0.105323	0.157499	0.136448	0.0937774	0.0274242	0.31871	0.0465221	0.0170503	0.532017	0.0582758	0.0793129	0.374622	0.933436	2.61263	0.348023	0.371566	0.0710533	0.209358	0.369169	8.113545
491	1	-13128.8	-13106.1	-22.7485	0.8321979	0.324799	0.221559	0.215255	0.136254	0.23811	0.122748	0.274003	0.146303	0.140354	0.331758	0.116238	0.117735	0.211402	0.355641	0.215961	0.354697	0.211501	0.227591	0.268185	0.0732909	0.144295	0.104695	0.502259	0.0942074	0.0143324	0.0581958	0.0416835	0.0222324	0.0881543	0.0733454	0.095013	0.0981571	0.0450844	0.121504	0.17532	0.0904832	0.0735041	0.0370342	0.271082	0.0889445	0.0440865	0.239161	0.109279	0.0352637	0.373447	0.0435498	0.0280499	0.475522	0.0441666	0.102389	0.419781	0.965492	2.51234	0.356775	0.362828	0.0659967	0.2144	0.3906171	6.935437
492	0	-13139.8	-13105.5	-34.3062	0.8516264	0.353888	0.169909	0.231792	0.204423	0.198183	0.258054	0.301553	0.17632	0.175563	0.393453	0.13124	0.136081	0.268029	0.386359	0.202251	0.396337	0.260885	0.300069	0.290865	0.115353	0.171468	0.100981	0.657108	0.0155675	0.0692345	0.0518637	0.0578583	0.224319	0.0811523	0.0153464	0.0354723	0.0930789	0.234149	0.350184	0.0422416	0.0775948	0.122898	0.0266002	0.288438	0.0903056	0.18215	0.113429	0.0487652	0.0328389	0.33452	0.0457098	0.0152178	0.519073	0.0526402	0.106487	0.427118	0.970294	2.4961	0.356575	0.371646	0.0711816	0.200598	0.3796777	8.100813
493	1	-13122.7	-13110.7	-12.0547	0.9214581	0.242979	0.144059	0.202816	0.118074	0.189427	0.10446	0.210116	0.0963971	0.151816	0.33115	0.109626	0.12927	0.178407	0.20947	0.172524	0.420273	0.23718	0.202457	0.220203	0.07397	0.120413	0.0958724	0.413472	0.180781	0.0415715	0.0379956	0.051292	0.0271072	0.0416359	0.00102632	0.0374762	0.088634	0.0424828	0.153157	0.141795	0.0500921	0.0397378	0.0469363	0.175686	0.0763936	0.0485854	0.157241	0.0932521	0.0374311	0.393312	0.0609152	0.0297132	0.435683	0.0429454	0.121028	0.451801	0.985661	2.44151	0.346884	0.372723	0.0601815	0.220212	0.3852629	5.90731
494	0	-13132.7	-13103.3	-29.411	0.8336249	0.319103	0.196005	0.178002	0.147057	0.260804	0.184634	0.25093	0.0935318	0.198519	0.433693	0.131445	0.11291	0.220842	0.21856	0.270568	0.443314	0.315405	0.227672	0.26556	0.137468	0.183462	0.145852	0.595314	0.0397953	0.0864111	0.0165886	0.0343076	0.23046	0.0675467	0.0220256	0.0444747	0.077733	0.190815	0.232779	0.0965637	0.0810818	0.0647007	0.0179155	0.278106	0.0762479	0.187014	0.132217	0.0949706	0.0336388	0.322054	0.0468881	0.0187647	0.52057	0.0580843	0.102691	0.420327	0.965853	2.51113	0.361317	0.359879	0.0725781	0.206225	0.3744399	7.602407
495	1	-13125.1	-13103	-22.1368	0.825806	0.312241	0.155071	0.192354	0.116233	0.227517	0.145304	0.216295	0.194362	0.142496	0.362697	0.114452	0.153139	0.231967	0.225494	0.158863	0.355587	0.272671	0.220871	0.278525	0.0987999	0.18545	0.11823	0.496894	0.186577	0.00962067	0.0240083	0.0563831	0.0531723	0.0634626	0.019904	0.106665	0.088634	0.0656854	0.140553	0.138997	0.0630106	0.0207268	0.0348214	0.293842	0.0952305	0.0620401	0.281362	0.090808	0.0274594	0.364218	0.0520805	0.0299857	0.475899	0.050357	0.101037	0.41732	0.963857	2.51779	0.362082	0.364335	0.0665622	0.207021	0.3720273	6.871019
496	0	-13139.9	-13110.1	-29.8442	0.8464499	0.326788	0.167417	0.194692	0.135114	0.248516	0.178454	0.264366	0.25189	0.133659	0.465717	0.0945147	0.170646	0.232384	0.262959	0.16793	0.341878	0.293902	0.242772	0.319674	0.0715248	0.143033	0.0949283	0.63693	0.0931382	0.0544404	0.0429348	0.0401521	0.233154	0.0894321	0.0425018	0.0458817	0.105088	0.297701	0.158483	0.0965637	0.080574	0.0933583	0.00380792	0.238829	0.141001	0.192292	0.11966	0.0434143	0.0279197	0.360762	0.049626	0.0175371	0.493774	0.0503808	0.105397	0.425184	0.969039	2.50038	0.363541	0.364864	0.0592207	0.212375	0.3417096	7.652095
497	1	-13134.8	-13106.2	-28.6704	0.7947372	0.403469	0.157857	0.237449	0.170222	0.207862	0.171996	0.257255	0.175849	0.153082	0.420307	0.123988	0.126959	0.301279	0.196505	0.259565	0.271827	0.286936	0.236502	0.266495	0.11229	0.169606	0.11823	0.577052	0.158505	0.0394875	0.0437742	0.0563831	0.0655735	0.0546824	0.0295609	0.10094	0.101028	0.111639	0.242786	0.139856	0.0771098	0.0181382	0.0744435	0.231768	0.13855	0.00194896	0.305164	0.114069	0.0221273	0.363628	0.0633967	0.022017	0.473348	0.0554833	0.0944384	0.405007	0.955486	2.54507	0.358428	0.375787	0.0624182	0.203367	0.3576384	7.507987
498	0	-13129.6	-13099.9	-29.6204	0.8512638	0.36648	0.169241	0.239358	0.174776	0.17828	0.233447	0.315146	0.168862	0.147637	0.432656	0.118322	0.134141	0.211843	0.263648	0.213164	0.41338	0.294396	0.250977	0.232409	0.125953	0.131154	0.101259	0.670299	0.0854059	0.0261065	0.0181951	0.030182	0.190592	0.0720481	0.0494942	0.0396821	0.110039	0.213225	0.181735	0.103426	0.0541332	0.0715429	0.0281859	0.293943	0.105444	0.190701	0.138364	0.0427852	0.0277708	0.351197	0.0583069	0.0261574	0.49114	0.0454275	0.106411	0.426983	0.970206	2.4964	0.358452	0.36656	0.0642141	0.210774	0.349172	7.632061
499	1	-13134.9	-13112.7	-22.2041	0.8271599	0.381285	0.137674	0.221266	0.123612	0.176395	0.179261	0.236773	0.143905	0.128317	0.296123	0.180247	0.116376	0.1883	0.286261	0.301508	0.392256	0.33764	0.171357	0.234514	0.0908725	0.14352	0.124472	0.463846	0.167288	0.0310791	0.0301732	0.0592679	0.0340652	0.0383595	0.0286253	0.121508	0.112986	0.0597185	0.207788	0.158892	0.0597919	0.0118912	0.0699058	0.173636	0.0632725	0.0172256	0.262754	0.114437	0.0282817	0.386665	0.0588241	0.0244503	0.462047	0.0397316	0.101324	0.417843	0.964205	2.51663	0.360339	0.371229	0.0639967	0.204436	0.3754493	6.878447
500	0	-13143.6	-13113.4	-30.2286	0.8117187	0.296838	0.163816	0.23076	0.170966	0.187193	0.286608	0.324959	0.198106	0.238982	0.332265	0.160574	0.154726	0.230337	0.311993	0.216114	0.376986	0.306132	0.228016	0.289166	0.0967925	0.190659	0.128215	0.608108	0.0685986	0.0355117	0.0169777	0.0492992	0.203739	0.0548427	0.0344416	0.0961402	0.0524222	0.234799	0.199313	0.0466323	0.0597543	0.0617524	0.00757342	0.315137	0.164149	0.110401	0.100698	0.0324032	0.0280667	0.362506	0.046125	0.0245736	0.492216	0.0465128	0.0980498	0.41181	0.96015	2.52999	0.350307	0.376331	0.063839	0.209523	0.3709166	7.672899
501	1	-13132.9	-13113.7	-19.1371	0.9385482	0.325831	0.117037	0.13786	0.150064	0.239987	0.170141	0.23461	0.128306	0.154945	0.353224	0.116777	0.138689	0.197654	0.284805	0.211792	0.280253	0.3001	0.181265	0.218186	0.12409	0.146574	0.124472	0.469337	0.181903	0.0225828	0.0782972	0.0601725	0.0334637	0.0951119	0.0259137	0.0415045	0.108708	0.0665291	0.199342	0.154317	0.117637	0.0378144	0.0570954	0.153008	0.0695424	0.00219885	0.214299	0.097235	0.0296664	0.36455	0.0557902	0.0200335	0.478	0.0519601	0.124535	0.457468	0.989021	2.42897	0.359959	0.370838	0.0674274	0.201776	0.4039792	6.622672
502	0	-13133	-13104.1	-28.8291	0.8875301	0.349755	0.178535	0.190011	0.18186	0.292186	0.188005	0.239331	0.15328	0.190133	0.433182	0.111069	0.151659	0.227837	0.259677	0.199286	0.297505	0.275259	0.24847	0.282174	0.123647	0.181478	0.0915951	0.707881	0.0954778	0.0391572	0.0324962	0.0261991	0.250973	0.0771925	0.0169008	0.0263075	0.0673403	0.225486	0.283549	0.0504013	0.0730022	0.0617524	0.0161235	0.20393	0.0691575	0.215024	0.112587	0.0730413	0.032896	0.337994	0.05223	0.0292537	0.499648	0.0479788	0.114004	0.440125	0.978541	2.46733	0.33841	0.379563	0.0687143	0.213312	0.3636745	7.569915
503	1	-13139.8	-13112.8	-26.9525	0.9386709	0.374184	0.193983	0.16017	0.146073	0.209877	0.206418	0.26098	0.258533	0.173712	0.371342	0.123547	0.150437	0.217943	0.224171	0.170069	0.351801	0.325012	0.264153	0.215802	0.109796	0.193593	0.0889446	0.577338	0.177296	0.0481487	0.0287141	0.0894476	0.0116448	0.0761512	0.0342758	0.0524918	0.122758	0.0617407	0.326303	0.142992	0.127683	0.0180573	0.0786228	0.181818	0.0725723	0.0255504	0.257868	0.102253	0.0299646	0.397877	0.0515085	0.0246393	0.436694	0.0593164	0.12456	0.457509	0.989045	2.42889	0.334372	0.378409	0.0639877	0.223231	0.3691191	7.404268
504	0	-13137.3	-13108.7	-28.6517	1.00219	0.297967	0.121505	0.254311	0.169769	0.236296	0.2029	0.306376	0.132268	0.202558	0.408537	0.11061	0.208354	0.2627	0.263268	0.284269	0.380782	0.323118	0.217344	0.231359	0.114216	0.116584	0.0990837	0.588583	0.0618059	0.0212358	0.0862512	0.0570933	0.250973	0.0449921	0.0184053	0.0986302	0.0837247	0.257779	0.272894	0.0603843	0.0782817	0.0617524	0.0192319	0.19703	0.0624251	0.16825	0.125237	0.0396242	0.0311698	0.369075	0.0558358	0.0177952	0.473581	0.0525434	0.13739	0.477409	1.00036	2.38484	0.353776	0.375697	0.0673682	0.203159	0.3873636	7.59876
505	1	-13138.2	-13111.2	-27.0916	0.7588889	0.346007	0.175333	0.188725	0.152138	0.261102	0.156368	0.31291	0.188195	0.151886	0.410281	0.158375	0.138743	0.189224	0.210518	0.259515	0.291426	0.350337	0.221998	0.265739	0.144313	0.135704	0.0913731	0.534353	0.175744	0.0118683	0.0533765	0.0612933	0.0217441	0.0337532	0.025265	0.0653485	0.050969	0.0825048	0.190885	0.123579	0.0831812	0.101482	0.0888913	0.21396	0.109694	0.0750737	0.327443	0.0991913	0.0301951	0.360646	0.0628253	0.0250282	0.471743	0.0495626	0.0867859	0.39004	0.944879	2.5783	0.359611	0.366799	0.0674317	0.206159	0.331318	7.32981
506	0	-13151.3	-13123	-28.3111	0.8005869	0.290108	0.157007	0.256556	0.138986	0.348691	0.12544	0.219391	0.127476	0.190126	0.45491	0.180088	0.129171	0.262281	0.273179	0.198542	0.322157	0.322277	0.207389	0.172345	0.0969536	0.185086	0.100334	0.577993	0.0871658	0.0412975	0.0719735	0.0160983	0.223771	0.0720699	0.0437603	0.033388	0.100816	0.156873	0.219504	0.138244	0.0336269	0.0740252	0.117785	0.290842	0.0230849	0.21475	0.0876515	0.0920107	0.0223293	0.384641	0.0545194	0.0366989	0.462596	0.0392158	0.0956836	0.40737	0.957117	2.53983	0.35844	0.36825	0.0630218	0.210289	0.3525268	7.475224
507	1	-13138.3	-13115.6	-22.6261	0.8472158	0.269041	0.233226	0.1779	0.13108	0.233757	0.114411	0.191932	0.129461	0.151543	0.340932	0.144233	0.164366	0.1959	0.281116	0.189462	0.337063	0.327296	0.217659	0.230203	0.138386	0.142624	0.0798325	0.561308	0.142837	0.0174553	0.024472	0.0432669	0.058429	0.0584268	0.0370893	0.0612682	0.113379	0.0825048	0.208579	0.154358	0.0814538	0.117501	0.0731208	0.225237	0.0614901	0.0477033	0.227508	0.111848	0.0250395	0.377549	0.0581654	0.0182749	0.480325	0.0406466	0.105559	0.425471	0.969226	2.49974	0.360693	0.368346	0.0636084	0.207353	0.3797758	6.930661
508	0	-13143.5	-13110.2	-33.3462	0.764183	0.396052	0.186393	0.189199	0.133433	0.312046	0.154486	0.33029	0.203632	0.14083	0.296514	0.130188	0.165119	0.272934	0.288546	0.267265	0.321555	0.279684	0.293045	0.239355	0.0769299	0.157521	0.140345	0.679938	0.0642812	0.0201395	0.0324788	0.0473006	0.239071	0.0876823	0.012328	0.0633534	0.14981	0.240361	0.198531	0.171346	0.0560647	0.113306	0.023965	0.347551	0.114237	0.193315	0.100115	0.0278289	0.0228274	0.370452	0.0537438	0.0249394	0.480941	0.0470962	0.0879178	0.392304	0.946514	2.57326	0.349063	0.382431	0.0589138	0.209593	0.3535877	7.958368
509	1	-13136.3	-13104.5	-31.7495	0.8081027	0.346639	0.189729	0.184265	0.207759	0.223962	0.185181	0.274931	0.142027	0.181284	0.454183	0.107135	0.160929	0.284249	0.314428	0.21129	0.324601	0.341182	0.320428	0.276648	0.0690839	0.148912	0.141518	0.667223	0.1879	0.0347445	0.0332481	0.0695679	0.00237825	0.064379	0.0378349	0.105594	0.102772	0.0444581	0.285274	0.199331	0.0814538	0.0669449	0.0776794	0.199676	0.103317	0.00160058	0.254746	0.112591	0.0265265	0.317075	0.0507532	0.0208444	0.50933	0.0754707	0.0972817	0.410376	0.959175	2.53317	0.354834	0.367696	0.0724506	0.205019	0.3834498	7.823078
510	0	-13138	-13105.1	-32.9115	0.7598388	0.300975	0.139224	0.20468	0.14495	0.308814	0.109074	0.285161	0.193821	0.132044	0.429043	0.143829	0.213797	0.247886	0.281925	0.207447	0.391129	0.299496	0.209231	0.32126	0.125697	0.202307	0.125503	0.498676	0.0642812	0.054554	0.0709463	0.0451154	0.327958	0.103688	0.00523543	0.0362089	0.134129	0.224273	0.199709	0.0666827	0.0983549	0.0717769	0.0716393	0.260456	0.120957	0.191705	0.173464	0.0752599	0.0266555	0.45171	0.0375628	0.0284533	0.403484	0.0521341	0.0869891	0.390448	0.945174	2.57739	0.365891	0.361293	0.0554824	0.217334	0.3574737	7.912363
511	1	-13138.5	-13115.7	-22.8868	0.9266683	0.344477	0.126657	0.18078	0.178012	0.166795	0.20225	0.274931	0.116243	0.171628	0.372217	0.115627	0.17579	0.246751	0.258935	0.204026	0.213206	0.254654	0.234251	0.216704	0.126907	0.194431	0.0973749	0.561811	0.14354	0.00545117	0.0395335	0.0529382	0.00432221	0.0873147	0.0749387	0.0683742	0.0858137	0.061478	0.218099	0.13224	0.12776	0.0990924	0.0838254	0.285616	0.0647459	0.0142139	0.201868	0.107098	0.0281898	0.319594	0.0572356	0.0250557	0.511885	0.0580396	0.1221	0.453543	0.986701	2.43766	0.352079	0.37588	0.0653873	0.206654	0.3827494	6.992721
512	0	-13134.2	-13111.1	-23.1592	0.8005028	0.348793	0.159804	0.234101	0.0977388	0.165308	0.207191	0.292244	0.166577	0.152209	0.333918	0.131276	0.147261	0.206684	0.260608	0.189121	0.321428	0.281723	0.181727	0.191112	0.12371	0.164563	0.0901345	0.510699	0.105826	0.054554	0.0601781	0.0620355	0.310453	0.0456112	0.0184495	0.0444927	0.0478175	0.199509	0.184804	0.0798616	0.065238	0.0179115	0.0426144	0.185834	0.100539	0.172248	0.154703	0.049385	0.0219908	0.409187	0.047418	0.0301006	0.424896	0.0664069	0.0956657	0.407336	0.957094	2.5399	0.372557	0.359418	0.0613326	0.206693	0.3897926	6.959996
513	1	-13135.8	-13105.5	-30.318	0.8469802	0.324839	0.192945	0.234257	0.149026	0.184052	0.17828	0.307839	0.199118	0.201957	0.396868	0.169453	0.137009	0.311464	0.223765	0.247873	0.264137	0.331124	0.300868	0.265425	0.101565	0.155589	0.110704	0.520153	0.161824	0.00770293	0.0421738	0.0529382	0.026644	0.101332	0.0749387	0.0700733	0.0761496	0.103168	0.230216	0.234197	0.0745044	0.135721	0.0849558	0.228708	0.0600495	0.0377812	0.268651	0.119692	0.0310249	0.339775	0.0537845	0.0264489	0.494754	0.0542122	0.105509	0.425383	0.969168	2.49994	0.35681	0.364852	0.0664406	0.211897	0.386657	7.699729
514	0	-13136.5	-13109.5	-27.0464	0.7726525	0.293703	0.149095	0.227398	0.144074	0.254853	0.122538	0.292244	0.151377	0.111644	0.382389	0.127794	0.148939	0.242999	0.293386	0.218345	0.291004	0.246681	0.184759	0.262307	0.101622	0.209122	0.120207	0.654913	0.106523	0.0303605	0.0324765	0.0316832	0.23291	0.0820408	0.0288561	0.0731889	0.0887444	0.27873	0.195922	0.148514	0.065238	0.0555791	0.0350338	0.212874	0.0983536	0.164173	0.109652	0.0310294	0.0230549	0.379883	0.0445068	0.031124	0.441044	0.080387	0.0897276	0.395886	0.949079	2.56531	0.381728	0.360241	0.0598744	0.198156	0.3564723	7.333277
515	1	-13138.1	-13114.3	-23.8217	0.8751519	0.301197	0.117052	0.165242	0.114755	0.19998	0.155543	0.269259	0.166641	0.136885	0.383629	0.16597	0.122228	0.208136	0.211209	0.220054	0.331223	0.26949	0.294908	0.275144	0.0806109	0.156075	0.110704	0.539704	0.118894	0.0160899	0.0360394	0.102194	0.0259987	0.0534015	0.0749387	0.0605114	0.0743841	0.0483517	0.228056	0.221162	0.077163	0.116242	0.0693572	0.274316	0.0955982	0.0135021	0.263331	0.0983436	0.026612	0.405309	0.061988	0.0210878	0.437403	0.0475996	0.111421	0.435719	0.975785	2.47707	0.348717	0.376636	0.0676982	0.206949	0.3856963	7.063514
516	0	-13133.2	-13109.8	-23.3206	0.8154085	0.32099	0.163821	0.191593	0.168232	0.171083	0.236551	0.256797	0.151134	0.120472	0.305768	0.108789	0.17073	0.295496	0.239215	0.195002	0.324195	0.267843	0.242303	0.215301	0.105061	0.154815	0.0815354	0.501604	0.0731039	0.0449407	0.0416001	0.0362262	0.219568	0.0732664	0.0133309	0.0501089	0.0542673	0.180237	0.210015	0.048667	0.0759697	0.0525663	0.0675208	0.250286	0.0849408	0.184668	0.143345	0.0910765	0.0285914	0.382807	0.042931	0.0209049	0.440169	0.0845971	0.0988331	0.413264	0.961135	2.52677	0.356238	0.369927	0.058895	0.214941	0.3658599	6.984037
517	1	-13135.9	-13107.1	-28.8365	0.8684897	0.384161	0.145332	0.203646	0.193113	0.233207	0.128413	0.371018	0.187466	0.170426	0.426893	0.152863	0.134765	0.267749	0.243003	0.231913	0.312065	0.283789	0.209049	0.313451	0.122542	0.179314	0.125372	0.447182	0.174461	0.0291657	0.067954	0.0538612	0.00320454	0.0601163	0.0339046	0.0625044	0.0932579	0.0673039	0.189151	0.165444	0.118279	0.119849	0.090739	0.288468	0.0955982	0.00598907	0.243588	0.132311	0.0312478	0.355433	0.0497448	0.0143144	0.462961	0.0862993	0.110027	0.433314	0.974265	2.48239	0.350486	0.376083	0.0624656	0.210965	0.3559208	7.561884
