Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
118	0	-15373.4	-15389.4	15.9544	0.141965	0.0950444	0.11499	0.12322	0.118745	0.0869955	0.107732	0.0708097	0.0968079	0.169648	0.0704491	0.0940165	0.090091	0.105982	0.0897571	0.110273	0.124346	0.117863	0.113121	0.0886567	0.0707653	0.0675713	0.142206	0.035395	0.0213044	0.0174146	0.0422609	0.0287713	0.0366326	0.0184399	0.0324778	0.0285422	0.0439001	0.0254221	0.0341122	0.0207936	0.0249224	0.0168286	0.0494109	0.029976	0.0301512	0.0758386	0.0489982	0.223857	0.294575	0.102805	0.378763	3.072647
119	1	-15376.4	-15391.5	15.1818	0.135527	0.0914586	0.0720149	0.111716	0.118845	0.0813352	0.114304	0.0761965	0.10513	0.16783	0.0808163	0.0935773	0.0844596	0.0860524	0.0938396	0.133511	0.149702	0.092572	0.136736	0.0627838	0.104784	0.0857606	0.174157	0.0215702	0.0367795	0.0262639	0.0398786	0.0252183	0.0278148	0.0188412	0.0385039	0.0333734	0.0185904	0.0257915	0.0654931	0.0242952	0.044759	0.041769	0.0257351	0.0319064	0.0782194	0.0411193	0.0308696	0.217374	0.289545	0.108436	0.384644	3.149902
120	0	-15369.5	-15385.8	16.3079	0.104503	0.0950312	0.0898509	0.106372	0.0981469	0.0713237	0.116996	0.0859384	0.0878513	0.163049	0.0834437	0.0775635	0.0989951	0.0947339	0.1139	0.104756	0.130466	0.117819	0.121966	0.0807871	0.0759213	0.0731131	0.146911	0.038778	0.0192992	0.0191837	0.0404172	0.0221447	0.0315177	0.030181	0.0345363	0.045978	0.0440232	0.0335467	0.0322051	0.0215677	0.0146636	0.0357236	0.0474545	0.0333666	0.0457326	0.0648803	0.0426543	0.211593	0.297678	0.10476	0.385968	3.037292
121	1	-15382.1	-15396.6	14.5061	0.142205	0.0886988	0.105314	0.107086	0.0955858	0.0811106	0.114304	0.0840863	0.0929662	0.159801	0.0803612	0.0870953	0.0965068	0.109989	0.0990724	0.120684	0.0963631	0.110949	0.142534	0.0935479	0.0819159	0.0846864	0.220434	0.040448	0.0434598	0.0333161	0.0231217	0.0218344	0.0320991	0.028924	0.0584578	0.0325601	0.0178685	0.0255543	0.054404	0.0237752	0.0490835	0.0275019	0.0240046	0.0213919	0.0683681	0.0472304	0.0487718	0.217363	0.28953	0.11034	0.382767	3.217473
122	0	-15379.8	-15395.3	15.4919	0.150585	0.117724	0.0888726	0.0991455	0.13302	0.0869026	0.116996	0.0859384	0.0820869	0.164869	0.0660652	0.0875894	0.113743	0.0859965	0.108027	0.133774	0.123394	0.122249	0.122384	0.0867655	0.0874741	0.0620557	0.136367	0.026595	0.0307399	0.0264588	0.0255639	0.0288872	0.028829	0.0251023	0.0355838	0.0305021	0.0715264	0.0229496	0.0434585	0.0151695	0.0203796	0.0159358	0.0367853	0.0291148	0.0209105	0.0640731	0.0583012	0.211593	0.297678	0.10476	0.385968	3.118891
123	1	-15371.7	-15388.1	16.372	0.132541	0.105252	0.0986494	0.0907783	0.118725	0.0688685	0.124793	0.0729428	0.0894618	0.160157	0.0686295	0.0920774	0.0982586	0.0954224	0.109308	0.1206	0.0953364	0.0919391	0.114932	0.0845403	0.0796467	0.0830167	0.167425	0.0278362	0.0379539	0.0387666	0.0356221	0.0300194	0.0326356	0.0126215	0.0402154	0.028424	0.0298716	0.029754	0.0458834	0.00897424	0.0452257	0.0269999	0.037338	0.0209214	0.0694329	0.0241701	0.0449188	0.222808	0.292701	0.0975306	0.38696	3.030885
124	0	-15369.7	-15384.7	15.061	0.116855	0.0921834	0.108428	0.0911055	0.115409	0.0723712	0.111254	0.0775347	0.0975839	0.185011	0.0876177	0.0675106	0.0949815	0.115605	0.128335	0.129749	0.134376	0.0967226	0.136254	0.072808	0.0861559	0.075065	0.168174	0.0311935	0.0182679	0.015737	0.0325582	0.0271444	0.0304007	0.0304916	0.0546763	0.0348909	0.045898	0.0302745	0.0463609	0.0128414	0.0218617	0.0295102	0.056758	0.0211258	0.024246	0.0868344	0.0498183	0.210917	0.299924	0.104425	0.384734	3.161982
125	1	-15371.6	-15387.1	15.4163	0.136044	0.0964397	0.0924292	0.123302	0.103474	0.0772473	0.136847	0.0939741	0.0799634	0.14589	0.0781176	0.0798155	0.075334	0.0991515	0.102102	0.105741	0.134166	0.118115	0.120774	0.0800467	0.0874319	0.0703605	0.163934	0.0198032	0.0438981	0.027781	0.0568564	0.0302462	0.0374044	0.0167189	0.033789	0.0402332	0.014478	0.0309498	0.0503333	0.0145555	0.0501581	0.0232866	0.0331814	0.0326029	0.0918749	0.0293	0.0483023	0.223421	0.283869	0.104687	0.388024	3.126453
126	0	-15366.9	-15382.1	15.2883	0.132774	0.0850219	0.0945912	0.113517	0.116518	0.094036	0.107706	0.0796004	0.0971509	0.162725	0.0873532	0.0815771	0.0896008	0.0900818	0.104562	0.137552	0.147872	0.102564	0.114492	0.0603148	0.0797133	0.0900535	0.174769	0.0301459	0.0191129	0.0270379	0.0385569	0.0242218	0.0360151	0.0299962	0.0333074	0.039572	0.0409339	0.0323563	0.0390454	0.0279204	0.0285256	0.0248076	0.0592154	0.0327147	0.0299479	0.0690066	0.0326721	0.213971	0.289785	0.105938	0.390306	3.139259
127	1	-15365.7	-15381.5	15.8201	0.0983589	0.0950851	0.10121	0.106725	0.10732	0.0923152	0.129332	0.0797346	0.100998	0.145034	0.0749022	0.0784278	0.0987456	0.105908	0.0945089	0.131229	0.124464	0.111173	0.10889	0.0775667	0.0790094	0.0761311	0.17209	0.0204981	0.0436283	0.0338498	0.0482689	0.0219193	0.0329339	0.0220723	0.0552417	0.0400472	0.017169	0.0295015	0.0498803	0.0132745	0.0322461	0.0273511	0.037348	0.0255054	0.0778523	0.0286463	0.0396847	0.205981	0.291503	0.104055	0.39846	3.086076
128	0	-15377.7	-15393.1	15.3386	0.100543	0.096045	0.0964794	0.100075	0.113021	0.0730296	0.10929	0.103507	0.102581	0.149072	0.0762004	0.0655013	0.106045	0.0900669	0.111716	0.113806	0.141547	0.119487	0.132565	0.086789	0.0745133	0.101711	0.160378	0.0249361	0.0279597	0.0283212	0.0449268	0.0298361	0.049103	0.0329808	0.0362324	0.0443777	0.0515559	0.0271361	0.0427543	0.0130572	0.0133586	0.0219757	0.0646825	0.0344109	0.0228694	0.0598719	0.0399052	0.215576	0.289194	0.105721	0.389509	3.134222
129	1	-15372.2	-15388.2	16.0817	0.118945	0.0919193	0.0882197	0.0837901	0.103662	0.0820888	0.131414	0.0898663	0.085891	0.1603	0.056313	0.077271	0.11043	0.0971351	0.0989167	0.121783	0.112207	0.108595	0.120074	0.0715818	0.0925569	0.0883232	0.164412	0.0248325	0.0384641	0.0193246	0.0495037	0.0214502	0.0252979	0.019157	0.0515959	0.0342012	0.00758239	0.0365198	0.0422197	0.0408932	0.0462243	0.0316969	0.0409078	0.0184346	0.0925982	0.0288874	0.0344323	0.222259	0.290754	0.103788	0.383199	3.059919
130	0	-15360.9	-15376.2	15.2995	0.11922	0.109548	0.0927811	0.100075	0.106186	0.085161	0.126616	0.0779703	0.0984199	0.173867	0.0858789	0.0806653	0.0926523	0.0833435	0.10546	0.120901	0.125409	0.110882	0.127287	0.0750283	0.0833178	0.0802258	0.162172	0.0280806	0.016619	0.0292839	0.0484811	0.0285896	0.0425796	0.0221514	0.0357186	0.0457955	0.0663851	0.0246931	0.0424015	0.0156676	0.0238627	0.0185551	0.0471482	0.0292332	0.0335188	0.084104	0.0321993	0.215651	0.294535	0.102906	0.386908	3.138135
131	1	-15368.8	-15384.4	15.5955	0.109062	0.087865	0.108111	0.108183	0.0975434	0.0859877	0.13864	0.0829633	0.0877676	0.152593	0.0745645	0.0893295	0.0998384	0.0933195	0.0885761	0.133713	0.133948	0.0992193	0.114224	0.0922127	0.0870778	0.0719875	0.156821	0.0246175	0.0601497	0.0250132	0.042644	0.0434168	0.0313454	0.0199638	0.0361662	0.0404607	0.00944674	0.0273993	0.0491362	0.0317604	0.041865	0.0235345	0.0358393	0.0178415	0.0864175	0.0257116	0.0422613	0.211403	0.295625	0.105527	0.387446	3.108537
132	0	-15368.7	-15383.7	14.9707	0.131712	0.100557	0.102246	0.110779	0.115117	0.0702219	0.126367	0.0904129	0.0911422	0.16446	0.0791874	0.0712799	0.120773	0.111675	0.104819	0.130742	0.130308	0.108798	0.118921	0.0806917	0.0951995	0.0726574	0.163442	0.0280806	0.030465	0.0229445	0.0270912	0.0278975	0.0437207	0.0378667	0.0302792	0.0234337	0.0423069	0.0252074	0.0404622	0.014539	0.0291569	0.0270535	0.0533214	0.0246273	0.0306208	0.0841683	0.0362574	0.212842	0.300655	0.105044	0.381459	3.17101
133	1	-15379.4	-15394.5	15.0506	0.113492	0.117009	0.11197	0.102229	0.093283	0.0859877	0.142435	0.0652354	0.0854391	0.175829	0.0934483	0.0882545	0.112683	0.0849731	0.112776	0.128818	0.154531	0.119216	0.114473	0.0771573	0.0799184	0.0965267	0.147197	0.0117612	0.0435341	0.0390147	0.0541053	0.0216458	0.028564	0.0208909	0.0320387	0.0496912	0.0157485	0.011371	0.0485189	0.0111107	0.02949	0.0196482	0.0331345	0.0233121	0.0927685	0.0264115	0.0473848	0.210023	0.294133	0.110926	0.384917	3.163026
134	0	-15374.3	-15389.4	15.1605	0.128588	0.091837	0.0988383	0.11368	0.119071	0.0691776	0.110158	0.0856956	0.0868323	0.183546	0.076677	0.0843249	0.0934038	0.103164	0.113109	0.131196	0.11954	0.136897	0.124678	0.0836421	0.0777227	0.0992901	0.156329	0.0228558	0.0161535	0.0204142	0.0417368	0.0474834	0.035199	0.0260442	0.0343148	0.0325037	0.0488611	0.0127654	0.0383466	0.0185186	0.0190399	0.018189	0.0509189	0.0270625	0.0295117	0.0936431	0.0310755	0.217736	0.286382	0.105048	0.390835	3.152035
135	1	-15378.3	-15392.9	14.6315	0.10614	0.118321	0.0951762	0.105303	0.116633	0.0826753	0.146217	0.0668826	0.0900173	0.193562	0.0713891	0.0840148	0.0913007	0.0900877	0.0929708	0.141426	0.116289	0.1185	0.13423	0.0723642	0.0837043	0.0782261	0.165707	0.00854528	0.0493505	0.0274623	0.0536663	0.0233435	0.0310033	0.0208909	0.0684814	0.0381985	0.010757	0.0242708	0.0691297	0.0245007	0.047906	0.0375237	0.0458343	0.0186732	0.0735703	0.0290404	0.0416511	0.210629	0.293908	0.110841	0.384622	3.204937
136	0	-15365.3	-15380.7	15.4911	0.134952	0.0980052	0.0984435	0.102685	0.118488	0.0840041	0.124461	0.0742407	0.0946508	0.157538	0.0792986	0.0790136	0.0955843	0.0873243	0.10884	0.105444	0.129991	0.11701	0.123664	0.0681734	0.0931047	0.0796822	0.16921	0.0340341	0.0172147	0.0361025	0.0269419	0.030854	0.0322587	0.0310886	0.0337597	0.0337845	0.0652006	0.024771	0.0337812	0.029746	0.0230697	0.0293863	0.0529507	0.024731	0.0250518	0.0764612	0.0339835	0.215789	0.292765	0.104108	0.387338	3.118978
137	1	-15385	-15399.4	14.3849	0.117262	0.0990358	0.105512	0.0997583	0.0994244	0.0748608	0.126029	0.0733889	0.10165	0.22181	0.0925888	0.100188	0.091497	0.10891	0.111534	0.129048	0.124954	0.0936177	0.123597	0.0838068	0.0759739	0.0686377	0.154314	0.00947013	0.0493505	0.0487189	0.0272554	0.0330231	0.0198718	0.0153099	0.0523501	0.048094	0.0178217	0.031687	0.0606453	0.0224718	0.0395819	0.0343153	0.0471451	0.0257443	0.0826517	0.0278186	0.0588674	0.224508	0.28662	0.110213	0.37866	3.229593
138	0	-15377.8	-15393.2	15.4216	0.114463	0.0983858	0.102584	0.096177	0.112019	0.0819711	0.124474	0.0881721	0.0947036	0.182851	0.0784754	0.0766009	0.0952677	0.0997055	0.0966983	0.142232	0.111369	0.131909	0.0959251	0.0857367	0.0845555	0.0569334	0.175537	0.0353184	0.0137641	0.0247312	0.0385711	0.0188248	0.0543642	0.0406218	0.0270732	0.0265449	0.0353579	0.0284182	0.0362283	0.0123037	0.0163789	0.0282641	0.0564678	0.0360481	0.0313729	0.0764612	0.062065	0.214304	0.313686	0.109216	0.362794	3.125926
139	1	-15381.6	-15397	15.4147	0.116759	0.106558	0.0879379	0.0865576	0.123994	0.0960648	0.131042	0.072588	0.0870684	0.169267	0.0741898	0.0689929	0.0830576	0.100477	0.106513	0.132565	0.119338	0.0961991	0.125814	0.085824	0.0894681	0.086004	0.144132	0.0112243	0.0493505	0.0418809	0.0203215	0.0271573	0.0448049	0.0204808	0.0337825	0.0367138	0.0169226	0.0341	0.0613003	0.0201879	0.065034	0.0306305	0.0346563	0.0275028	0.0823653	0.0467862	0.0309983	0.224666	0.286116	0.11029	0.378927	3.126612
140	0	-15373.4	-15389.9	16.5153	0.107658	0.108998	0.0890676	0.0898257	0.100535	0.0778221	0.101741	0.0835671	0.101276	0.144359	0.0702287	0.079121	0.0952677	0.0938724	0.0972999	0.1283	0.132008	0.114274	0.113132	0.0679236	0.0922386	0.0737699	0.153007	0.0406282	0.039311	0.0298909	0.0303636	0.0192321	0.0384149	0.0285903	0.043603	0.0400916	0.0459455	0.0263188	0.043409	0.0182499	0.0180584	0.0189027	0.0473117	0.0265178	0.023342	0.0681117	0.0549733	0.202	0.295676	0.0993081	0.403017	3.016557
141	1	-15371.6	-15387.1	15.4196	0.105265	0.0985948	0.0926662	0.0994851	0.111787	0.0995357	0.144292	0.0790662	0.0873668	0.183869	0.0734481	0.0867654	0.08561	0.0765314	0.110532	0.139933	0.123689	0.0905025	0.113582	0.0862706	0.0949754	0.0811216	0.156313	0.015794	0.0589163	0.0315086	0.0257586	0.0329163	0.0369441	0.0293646	0.0340041	0.0292711	0.007419	0.032772	0.0442055	0.0232068	0.0401121	0.0288497	0.0385273	0.023199	0.0959385	0.032195	0.0440191	0.21254	0.300863	0.101787	0.38481	3.126124
142	0	-15369.6	-15384.7	15.1405	0.127853	0.0926576	0.10742	0.111725	0.0942025	0.0891449	0.123807	0.0809099	0.104824	0.156474	0.0751294	0.0869172	0.0985131	0.0938724	0.0961936	0.140138	0.117986	0.106287	0.106727	0.0798447	0.0677	0.100268	0.18451	0.0420195	0.0254646	0.0136451	0.0384544	0.021693	0.0311999	0.0311967	0.0371653	0.0423532	0.0589467	0.0196024	0.0447711	0.0281864	0.0301511	0.0244222	0.0478146	0.0247013	0.0291309	0.085138	0.0348736	0.210932	0.303414	0.102962	0.382692	3.154035
143	1	-15381.6	-15397.4	15.7661	0.14338	0.109351	0.0691439	0.117805	0.0987817	0.0778526	0.0870953	0.0768588	0.0913095	0.140812	0.080458	0.0856313	0.10255	0.0692533	0.103848	0.120684	0.117851	0.12569	0.116068	0.0775034	0.0966069	0.0783726	0.165298	0.0325903	0.0573861	0.0264185	0.0245374	0.0283672	0.0322538	0.0183655	0.0577858	0.0392934	0.0175548	0.0276914	0.0489114	0.0191408	0.0410721	0.0317229	0.0392679	0.0302375	0.092793	0.0212193	0.0526582	0.217494	0.305005	0.0998839	0.377617	3.09147
144	0	-15383.8	-15399.4	15.5777	0.128535	0.109256	0.0883003	0.0918021	0.103942	0.0883443	0.123303	0.0677677	0.0839615	0.194549	0.0660603	0.0709124	0.112506	0.0960717	0.084127	0.128769	0.103384	0.136094	0.10645	0.102061	0.0850642	0.0664001	0.178026	0.0264512	0.0093153	0.0268243	0.0297337	0.0350297	0.0590951	0.0260229	0.0262842	0.0373776	0.0465521	0.0267311	0.0343571	0.040302	0.0275169	0.017736	0.043427	0.032586	0.0243759	0.0789687	0.0459388	0.210932	0.303414	0.102962	0.382692	3.110313
145	1	-15369.9	-15385.6	15.6969	0.126924	0.0963405	0.0819975	0.106952	0.106915	0.0637734	0.124381	0.0738867	0.0852142	0.164382	0.0817949	0.073336	0.108997	0.103523	0.0881802	0.113248	0.117083	0.113667	0.1229	0.0770991	0.090819	0.0905643	0.172553	0.0263227	0.0452603	0.0285891	0.0384711	0.0253653	0.0345056	0.0212565	0.0529322	0.05175	0.0183189	0.0142352	0.0481706	0.0156869	0.0446653	0.0239188	0.0348875	0.038216	0.0775448	0.0266513	0.0471109	0.218931	0.307021	0.0939354	0.380112	3.098389
146	0	-15377.1	-15391.8	14.6767	0.124977	0.114836	0.104956	0.11765	0.104211	0.0752843	0.12818	0.0727003	0.106341	0.159002	0.097963	0.0914068	0.0873286	0.114563	0.106826	0.133591	0.128766	0.0829475	0.116749	0.0709767	0.0791735	0.0870044	0.140431	0.0353962	0.0177979	0.0222165	0.0368863	0.0366531	0.0473499	0.0283148	0.0370718	0.0459733	0.0581712	0.0374856	0.0589491	0.0158193	0.0214469	0.0338283	0.0350114	0.0363262	0.0316122	0.078516	0.0397244	0.21333	0.288446	0.113973	0.384252	3.200415
147	1	-15378.8	-15393.2	14.4544	0.104227	0.101519	0.0991929	0.0924097	0.128709	0.0896275	0.130233	0.0764133	0.102569	0.163638	0.0683861	0.0757452	0.0879401	0.097451	0.108668	0.138732	0.128721	0.134814	0.146547	0.0935012	0.0929505	0.0765396	0.156337	0.0190695	0.0558683	0.0192579	0.0443137	0.0368313	0.0213118	0.0449732	0.0462272	0.0311822	0.0143651	0.0115811	0.062603	0.022188	0.0476538	0.0300453	0.0262849	0.0313209	0.0792211	0.0359193	0.0475493	0.219082	0.306493	0.0940102	0.380415	3.22264
148	0	-15371.2	-15386.5	15.3426	0.114061	0.0982477	0.100189	0.133901	0.0933677	0.0733657	0.119711	0.0795737	0.0987021	0.174935	0.0767928	0.0702132	0.0894974	0.0829382	0.113173	0.121443	0.143561	0.101006	0.135046	0.0772673	0.0849189	0.0968302	0.168242	0.0383965	0.0245846	0.0101395	0.0373016	0.0241492	0.0412364	0.0293673	0.0368338	0.0292803	0.0551818	0.0207377	0.0571122	0.0140086	0.0242643	0.0204423	0.0553711	0.0250432	0.0329772	0.0742817	0.0361274	0.21307	0.308396	0.0947491	0.383784	3.133819
149	1	-15374.7	-15389.3	14.5354	0.157158	0.0939599	0.093132	0.0988549	0.109094	0.0815641	0.125644	0.0846315	0.0832906	0.175188	0.0687974	0.0781185	0.0912467	0.100173	0.119099	0.133782	0.131671	0.122945	0.133721	0.0663083	0.0957636	0.0897565	0.182866	0.0220847	0.0560924	0.0372749	0.0364807	0.0185181	0.0214072	0.0225044	0.0569476	0.0303842	0.0126585	0.0227408	0.053778	0.0168437	0.0395985	0.0247207	0.0349044	0.0313209	0.0738694	0.0500666	0.0355852	0.222787	0.299352	0.111731	0.36613	3.214545
150	0	-15379.6	-15394.2	14.5792	0.109996	0.103869	0.0878571	0.112028	0.104717	0.0865719	0.124698	0.0830463	0.113598	0.183558	0.0810206	0.0747693	0.10374	0.10567	0.11143	0.138379	0.148865	0.0999686	0.124561	0.0814901	0.110676	0.0822736	0.148979	0.0215053	0.0221216	0.012189	0.0409391	0.0314924	0.0413823	0.0350735	0.0280696	0.0386492	0.0602555	0.0390259	0.0361266	0.00502906	0.0109324	0.0138878	0.0457741	0.0416488	0.0329772	0.0799926	0.051331	0.213972	0.304405	0.103513	0.37811	3.210164
151	1	-15372.7	-15388.3	15.55	0.123876	0.103707	0.0854806	0.098057	0.124327	0.0839944	0.122218	0.0708431	0.104294	0.143719	0.066492	0.0790233	0.0971907	0.105295	0.0859095	0.131902	0.119749	0.11936	0.113804	0.0803201	0.105478	0.0724751	0.181229	0.0280106	0.0433181	0.0200553	0.0348456	0.0222812	0.030158	0.0177066	0.0299757	0.0534832	0.0223139	0.0101306	0.0584277	0.0296761	0.0443892	0.0332801	0.0339517	0.027995	0.0739116	0.0308229	0.0496062	0.222031	0.297531	0.0971331	0.383304	3.113083
152	0	-15373.8	-15389	15.252	0.124642	0.0891381	0.0876868	0.108251	0.114497	0.0787322	0.114157	0.100396	0.0917396	0.155219	0.0726945	0.0761568	0.0955807	0.113454	0.10809	0.14331	0.131491	0.103073	0.120961	0.0814901	0.0931162	0.0657723	0.178883	0.0262368	0.0226143	0.0194362	0.0444357	0.0134749	0.0331353	0.030146	0.0315936	0.0464375	0.0406691	0.0308837	0.0460994	0.0184467	0.00996899	0.0301722	0.045646	0.0227445	0.036018	0.0985365	0.0476586	0.216352	0.303483	0.1032	0.376965	3.142886
153	1	-15375.9	-15391.4	15.5163	0.126525	0.110718	0.0993838	0.0953689	0.118133	0.0776357	0.124563	0.0837047	0.0890123	0.15325	0.0782784	0.0931721	0.0898542	0.0958137	0.0818708	0.112827	0.146564	0.132176	0.110408	0.0637946	0.0709588	0.0861781	0.145215	0.0442255	0.0470539	0.0340029	0.0328845	0.0226826	0.0372295	0.0274957	0.0357276	0.0269402	0.026845	0.025443	0.0622208	0.0384825	0.0386398	0.030218	0.0311331	0.0237988	0.0640105	0.0329042	0.0491122	0.22532	0.302051	0.0967698	0.375859	3.116456
154	0	-15372	-15387.8	15.8807	0.108163	0.0985358	0.0961199	0.113895	0.0976718	0.0710287	0.109046	0.0656668	0.105864	0.151278	0.0739902	0.0660794	0.0973578	0.0922361	0.129323	0.123016	0.126113	0.0968993	0.132447	0.0813385	0.0940305	0.0968223	0.167998	0.0301985	0.0259768	0.0228705	0.0287405	0.0336918	0.0451877	0.0301267	0.0410734	0.0370755	0.0330683	0.0229559	0.0379127	0.0110598	0.0171245	0.0263639	0.062215	0.0328525	0.0226528	0.0762871	0.0476586	0.216352	0.303483	0.1032	0.376965	3.080012
155	1	-15373.1	-15388.4	15.216	0.129995	0.116242	0.0942604	0.090782	0.111693	0.101107	0.10613	0.0870945	0.0793563	0.144457	0.0870352	0.0857832	0.125788	0.0893709	0.103946	0.112777	0.135215	0.107533	0.115418	0.0736248	0.0835649	0.0899891	0.143742	0.0203872	0.0603633	0.0251412	0.0384071	0.0298213	0.0288834	0.0181322	0.0443111	0.0349321	0.0279372	0.0134855	0.0631504	0.0291155	0.0433104	0.0286645	0.0376778	0.0265923	0.0730167	0.039356	0.0488952	0.216235	0.297355	0.103001	0.383408	3.146484
156	0	-15367.7	-15383.2	15.5368	0.126506	0.0823548	0.104162	0.0993114	0.105011	0.0838688	0.1113	0.0631135	0.0974685	0.172154	0.0894318	0.078395	0.109661	0.0898854	0.108937	0.12806	0.131428	0.118426	0.132751	0.0655674	0.0700289	0.0864645	0.146744	0.0291169	0.0254495	0.0321971	0.0259943	0.0182963	0.0419906	0.0202575	0.0368783	0.0457473	0.0467446	0.0344697	0.0523132	0.0213003	0.0299756	0.0229437	0.04383	0.0387965	0.0257809	0.0724567	0.0488399	0.214142	0.303015	0.0980834	0.38476	3.114408
157	1	-15367.1	-15383.1	15.9685	0.127046	0.118355	0.110645	0.111467	0.101249	0.0700479	0.139606	0.0770355	0.0866932	0.149581	0.082248	0.0699905	0.0972854	0.0797075	0.107457	0.107175	0.117473	0.100363	0.109689	0.0747208	0.0866601	0.0867136	0.164827	0.026916	0.0538378	0.03002	0.04186	0.0271854	0.0250403	0.0216839	0.0453246	0.0348737	0.0165194	0.0277336	0.0422792	0.0257178	0.0398602	0.0276715	0.0394429	0.0372251	0.0624976	0.0277211	0.0417882	0.217636	0.299281	0.0971911	0.385892	3.071235
158	0	-15372.1	-15387.5	15.4355	0.120144	0.0836444	0.0868674	0.10101	0.101891	0.0927027	0.108667	0.064809	0.107873	0.188325	0.0657668	0.0609933	0.0973577	0.0914492	0.108236	0.133298	0.131731	0.121636	0.108156	0.077425	0.100982	0.0806733	0.160914	0.0413446	0.0201425	0.0208981	0.0464022	0.0212742	0.0368369	0.0253752	0.0573298	0.0399263	0.0432518	0.0240279	0.047459	0.0161995	0.0250205	0.0232066	0.0542323	0.0312686	0.0418185	0.0752586	0.038711	0.218457	0.297947	0.107377	0.37622	3.124535
159	1	-15372.6	-15388.2	15.5878	0.112281	0.0933189	0.0933537	0.102631	0.110702	0.0775235	0.128011	0.0650711	0.102714	0.151121	0.0915382	0.0847383	0.0882391	0.0976289	0.118325	0.135839	0.113729	0.14091	0.126354	0.0747208	0.0822028	0.0771255	0.134423	0.0311607	0.0488615	0.0185978	0.0469464	0.0217951	0.0318654	0.00916762	0.0409053	0.0409296	0.0207737	0.0346145	0.048444	0.0209826	0.0279048	0.0214773	0.036676	0.0300127	0.091721	0.0297874	0.0541812	0.222721	0.306274	0.099462	0.371543	3.109305
160	0	-15371.8	-15386.8	15.0238	0.126918	0.0863661	0.0896643	0.107954	0.0979075	0.0655723	0.0971651	0.0925894	0.110966	0.166973	0.080256	0.0849546	0.100977	0.0943095	0.13273	0.125703	0.11678	0.120295	0.103712	0.0866578	0.0872436	0.0823699	0.179349	0.0396724	0.0260557	0.0185394	0.0359487	0.0303288	0.0481402	0.0268666	0.0243034	0.0416989	0.0469228	0.026311	0.0358026	0.0173851	0.0301471	0.0344174	0.0484444	0.0386629	0.0285432	0.0829506	0.0471551	0.218423	0.307403	0.0974497	0.376725	3.165709
161	1	-15373.3	-15388.3	15.0658	0.12691	0.102113	0.103757	0.110834	0.10207	0.0834663	0.118802	0.0716329	0.119219	0.18201	0.0809136	0.0906409	0.113305	0.100689	0.0959264	0.132361	0.111627	0.114916	0.116372	0.066484	0.0852956	0.0849982	0.16309	0.0330725	0.0376949	0.029259	0.0285737	0.016544	0.0497781	0.0206503	0.0465518	0.0341217	0.0046268	0.0241208	0.0730482	0.0284117	0.0424333	0.0253656	0.0266363	0.0198705	0.0832924	0.0258548	0.034168	0.222586	0.306089	0.0994019	0.371922	3.161508
162	0	-15366.4	-15381.9	15.4698	0.127159	0.109155	0.0872776	0.0930988	0.110536	0.0701199	0.12339	0.0815478	0.101401	0.158933	0.0812347	0.0780059	0.0890164	0.108229	0.105815	0.1243	0.116679	0.107059	0.117935	0.0874161	0.0893043	0.0652556	0.176942	0.0273077	0.0189115	0.0361825	0.0388782	0.0238647	0.0446293	0.0280455	0.0361883	0.0292868	0.0503372	0.0262904	0.0487497	0.016281	0.0353228	0.021707	0.0486927	0.0423164	0.0277291	0.0697114	0.0408606	0.220878	0.307569	0.094625	0.376928	3.121105
163	1	-15380.8	-15394.3	13.483	0.107115	0.0986567	0.0951373	0.102783	0.13007	0.0959238	0.136676	0.086602	0.109687	0.170854	0.0741492	0.0855994	0.106285	0.0957215	0.116997	0.119926	0.14605	0.119445	0.133915	0.0660997	0.101659	0.0768158	0.160745	0.0203244	0.0607748	0.0182557	0.0329127	0.0258097	0.0288323	0.0256334	0.0660895	0.0502682	0.00659836	0.0454731	0.0446703	0.0180573	0.0468092	0.033632	0.0492949	0.0228895	0.0888104	0.0458445	0.0518884	0.215596	0.290593	0.107621	0.38619	3.31978
164	0	-15375.1	-15389.5	14.3361	0.127671	0.125786	0.089312	0.111264	0.105959	0.0789767	0.138303	0.0614917	0.0837489	0.180073	0.0738837	0.0808498	0.109195	0.104729	0.102357	0.116999	0.129824	0.124949	0.101697	0.0849868	0.115908	0.0900588	0.166873	0.0437176	0.00773112	0.0151917	0.0431987	0.0231803	0.0453188	0.0307807	0.033428	0.0399335	0.0387962	0.0271073	0.0577635	0.0178361	0.0353228	0.0335394	0.0454632	0.0349617	0.0312146	0.0831132	0.0419838	0.216361	0.307919	0.1065	0.36922	3.234477
