Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-17115.3	-17121	5.75766	0.198435	0.198053	0.168501	0.185241	0.185871	0.110136	0.195019	0.133589	0.243191	0.140093	0.13537	0.137766	0.145692	0.133872	0.131642	0.126366	0.163335	0.172984	0.158656	0.162342	0.0742035	0.128694	0.171118	0.0221561	0.0232534	0.0789706	0.0156258	0.00124235	0.0256924	0.0224368	0.0146662	0.0492842	0.0103977	0.0367633	0.0723849	0.0162233	0.0266738	0.00559861	0.0400147	0.0156948	0.00120258	0.00245071	0.0114155	0.224785	0.30381	0.0924074	0.378998	4.092318
110	-17128.2	-17135.1	6.90887	0.236078	0.218119	0.22895	0.136924	0.167024	0.118237	0.16304	0.10801	0.217255	0.120322	0.138635	0.144528	0.12292	0.147821	0.12044	0.103737	0.173144	0.164561	0.129962	0.152349	0.118178	0.127639	0.175607	0.0159985	0.018472	0.0493449	0.014783	0.00138934	0.0328397	0.0316459	0.0157094	0.0456533	0.0022734	0.0332511	0.070835	0.0133862	0.0274195	0.00970704	0.0296417	0.0131211	0.00272701	0.00619278	0.00932502	0.224813	0.305398	0.0924189	0.37737	3.977196
120	-17118.6	-17124.4	5.88539	0.236604	0.212916	0.208049	0.191886	0.155263	0.0888931	0.186165	0.113879	0.193899	0.151968	0.154074	0.145059	0.152379	0.129801	0.118057	0.128556	0.167829	0.152437	0.126567	0.148421	0.107093	0.127639	0.175607	0.0294877	0.0294083	0.0704619	0.011311	0.0011432	0.022184	0.0313642	0.0237712	0.0461998	0.00698956	0.0394319	0.0475129	0.0146387	0.0322811	0.00532796	0.0357897	0.0198227	0.00344642	0.0136743	0.0222573	0.224596	0.306069	0.0923295	0.377005	4.079545
130	-17113	-17119.5	6.45021	0.203436	0.19875	0.194544	0.186268	0.182378	0.0898136	0.20905	0.113879	0.182635	0.175178	0.12554	0.175933	0.127067	0.137794	0.122823	0.122728	0.161795	0.14226	0.14424	0.132367	0.0927109	0.116772	0.199993	0.0124565	0.0305491	0.0994334	0.00783021	0.00199915	0.0178862	0.0375624	0.0163456	0.0410392	0.00246981	0.0375128	0.0679821	0.0218892	0.0296032	0.00288164	0.0246038	0.0203618	0.00278067	0.00374428	0.00617625	0.224596	0.306069	0.0923295	0.377005	4.023063
140	-17107.5	-17114.4	6.94965	0.216397	0.186042	0.193909	0.187903	0.151998	0.0956022	0.213024	0.113355	0.209403	0.144364	0.117199	0.137369	0.137593	0.129938	0.142379	0.133078	0.138007	0.16954	0.147547	0.139165	0.0847008	0.123099	0.218175	0.0127153	0.0336164	0.0757424	0.0105355	0.0059563	0.0185523	0.0209245	0.00647802	0.0403774	0.00544323	0.0402286	0.0571656	0.0134268	0.0288987	0.00341372	0.0336513	0.0211629	0.00137449	0.00289926	0.010769	0.235529	0.300323	0.096911	0.367238	3.973119
150	-17115.5	-17122.5	6.93093	0.185462	0.169132	0.205863	0.157305	0.174529	0.0863963	0.173271	0.145068	0.209403	0.143762	0.10178	0.16687	0.137593	0.128	0.125238	0.133078	0.17273	0.16735	0.147547	0.129209	0.0782727	0.12533	0.186965	0.0205129	0.0162989	0.100554	0.00459831	0.00935364	0.0327316	0.019844	0.0121027	0.0631118	0.00718677	0.0542927	0.0616792	0.0143622	0.0384552	0.00278025	0.0414081	0.0119302	0.00190698	0.00650998	0.00521703	0.241437	0.298002	0.096162	0.3644	3.97499
160	-17109.4	-17115.2	5.72728	0.217961	0.192064	0.205863	0.164473	0.186379	0.0959879	0.198173	0.108589	0.217732	0.157819	0.122773	0.16851	0.154301	0.138811	0.14581	0.133078	0.16823	0.15851	0.13032	0.128927	0.0921072	0.131163	0.186965	0.023422	0.0385607	0.0717947	0.00293752	0.00335946	0.0386254	0.0122304	0.0106722	0.0423576	0.0112501	0.0422521	0.0744722	0.0147911	0.022993	0.00518248	0.0398855	0.023546	0.00292918	0.00450626	0.00504249	0.242846	0.299741	0.0967233	0.36069	4.095356
170	-17113.6	-17120.2	6.63614	0.229584	0.176052	0.215135	0.160254	0.13358	0.099472	0.198173	0.113838	0.192806	0.145121	0.109698	0.168862	0.136772	0.141283	0.120001	0.113107	0.138449	0.180864	0.136564	0.172992	0.0984997	0.126202	0.224006	0.0218917	0.0270118	0.070278	0.0025862	0.00292348	0.0260714	0.0184147	0.0194979	0.0561564	0.0209557	0.0307246	0.0545617	0.0117676	0.0322073	0.00400552	0.0348233	0.020074	0.00336973	0.00310153	0.0127329	0.244632	0.291325	0.0940077	0.370034	4.004469
180	-17116.6	-17123	6.32263	0.199696	0.211644	0.186245	0.207659	0.14848	0.107134	0.186119	0.123385	0.197874	0.141833	0.0964089	0.175217	0.134111	0.154083	0.109372	0.113107	0.176786	0.180198	0.154954	0.132734	0.102	0.13598	0.224006	0.00827728	0.0108025	0.077557	0.00224405	0.000682156	0.0323807	0.0216072	0.0260166	0.0513194	0.00431886	0.0376767	0.0497784	0.0146493	0.0304526	0.00125817	0.0408649	0.00799944	0.0012826	0.00270706	0.0149207	0.244632	0.291325	0.0940077	0.370034	4.035821
190	-17113.2	-17120.1	6.81709	0.212291	0.179433	0.195001	0.165696	0.148174	0.113599	0.179823	0.113178	0.223138	0.165055	0.141348	0.14644	0.134111	0.145363	0.102129	0.118496	0.140189	0.167127	0.114788	0.129595	0.104131	0.147126	0.18392	0.0286751	0.0246952	0.0767698	0.00403688	0.000963269	0.0224441	0.0321292	0.0228238	0.064256	0.00473669	0.053035	0.0596649	0.0160195	0.0225686	0.00867948	0.0458836	0.0150075	0.00342386	0.00305238	0.0073571	0.243491	0.294499	0.0937014	0.368308	3.986375
200	-17108.6	-17115.7	7.0511	0.235595	0.193172	0.195001	0.176273	0.146646	0.091048	0.161543	0.118037	0.213452	0.155076	0.141348	0.158595	0.126565	0.145363	0.118814	0.130295	0.157675	0.157419	0.123615	0.142972	0.0938772	0.131419	0.19456	0.0175913	0.0290621	0.06257	0.00321394	0.000481723	0.0139663	0.0121301	0.0255383	0.0464473	0.00991924	0.0413595	0.0812865	0.00583332	0.0210946	0.0109084	0.0439472	0.00308983	0.00625723	0.00235406	0.0175631	0.243491	0.294499	0.0937014	0.368308	3.962974
210	-17114.7	-17121.5	6.8355	0.203531	0.180216	0.195752	0.153784	0.156447	0.103905	0.184648	0.114003	0.219081	0.155076	0.0908799	0.15928	0.12522	0.175803	0.127994	0.144133	0.151089	0.155177	0.146455	0.121118	0.0881699	0.124943	0.191566	0.0252508	0.0310276	0.0894871	0.0060463	0.000103446	0.0157353	0.0263616	0.0199179	0.0545104	0.00790877	0.0337751	0.0642024	0.00828636	0.0286603	0.00378919	0.0657763	0.0131514	0.00537338	0.00759516	0.00930647	0.23895	0.300721	0.0988898	0.361439	3.984534
220	-17111.4	-17116.9	5.45389	0.217918	0.187497	0.190057	0.16868	0.159951	0.10936	0.183431	0.128275	0.219847	0.168897	0.122642	0.159488	0.152196	0.171812	0.122342	0.125779	0.159816	0.166195	0.132808	0.126332	0.115931	0.129378	0.205092	0.0209229	0.0229207	0.0916783	0.00786181	8.8357e-05	0.021002	0.0179405	0.0172616	0.0461621	0.00487088	0.0558213	0.048079	0.0175285	0.0413137	0.00327645	0.0497049	0.00270076	0.00670342	0.00325771	0.0198727	0.240712	0.302938	0.0996189	0.356731	4.122695
230	-17108.4	-17115.3	6.9286	0.194963	0.197345	0.195158	0.180361	0.164324	0.101002	0.202046	0.139874	0.209801	0.148145	0.118852	0.159488	0.128731	0.131067	0.143175	0.125753	0.174752	0.157333	0.131482	0.115365	0.0982807	0.105126	0.190786	0.0110632	0.0232932	0.0799351	0.00439238	5.39959e-05	0.0206969	0.0114251	0.0123139	0.0449544	0.00724926	0.0389038	0.0740417	0.013697	0.0437041	0.00413028	0.0386829	0.0140606	0.00269261	0.00602969	0.0106958	0.22241	0.298234	0.0920445	0.387312	3.975224
240	-17115.4	-17123.1	7.76276	0.211432	0.203527	0.170457	0.148105	0.168795	0.112054	0.180079	0.124911	0.21319	0.148145	0.155089	0.149841	0.13287	0.119363	0.124133	0.103967	0.170021	0.156842	0.156067	0.123611	0.0834126	0.114811	0.170358	0.00915661	0.0253618	0.0749138	0.000602767	3.02554e-05	0.0267714	0.0195654	0.00587892	0.0491024	0.0096633	0.0414727	0.0544892	0.0137013	0.0338037	0.00470143	0.038292	0.0246944	0.00303493	0.00145464	0.0140361	0.22241	0.298234	0.0920445	0.387312	3.891807
250	-17112.5	-17119.4	6.92139	0.207003	0.186211	0.183858	0.163592	0.152521	0.0900561	0.186224	0.139719	0.21319	0.18511	0.110723	0.1565	0.129699	0.126203	0.125381	0.143271	0.152046	0.145911	0.149729	0.122863	0.104328	0.133428	0.197835	0.0116093	0.0275691	0.0752848	0.000394116	7.26356e-06	0.0204266	0.0189334	0.0290207	0.0539887	0.012988	0.0389181	0.0462224	0.0124842	0.0382964	0.00515234	0.04126	0.0202783	0.00816761	0.00432835	0.00521381	0.228158	0.292946	0.0984498	0.380445	3.975945
260	-17115.2	-17120.9	5.72366	0.193366	0.205732	0.190283	0.190144	0.1421	0.102171	0.191536	0.128832	0.216341	0.170798	0.115082	0.127407	0.149732	0.133662	0.138315	0.108513	0.164737	0.171064	0.149729	0.144296	0.0968743	0.137134	0.237504	0.037461	0.0383531	0.070168	0.00317046	5.02183e-05	0.0205733	0.0137417	0.0213623	0.047959	0.0115336	0.0360096	0.0724905	0.00820824	0.0282852	0.00493417	0.0444685	0.0122948	0.00368527	0.00762456	0.00799236	0.231232	0.296892	0.104179	0.367698	4.095718
270	-17125.3	-17131.3	6.07116	0.189946	0.197442	0.154505	0.191549	0.134183	0.123262	0.197624	0.134518	0.217222	0.172947	0.135511	0.151344	0.137515	0.122285	0.112039	0.111748	0.179118	0.169129	0.156299	0.123669	0.0968743	0.1113	0.231447	0.0140592	0.0283364	0.0713525	0.00337335	7.19262e-05	0.0250952	0.0287222	0.0295413	0.0503874	0.0117201	0.046111	0.0740669	0.0246009	0.0204309	0.00229918	0.0488366	0.00629223	0.000945704	0.011584	0.0116655	0.233274	0.299514	0.0962679	0.370945	4.060968
280	-17123	-17129.2	6.18981	0.218334	0.204538	0.208667	0.191549	0.146179	0.0953349	0.186015	0.137415	0.233945	0.126535	0.116818	0.165878	0.114572	0.194765	0.137414	0.119506	0.153263	0.137999	0.149863	0.139811	0.0952898	0.126488	0.197509	0.00980663	0.0322392	0.0741896	0.00585972	3.17507e-05	0.0174223	0.0115019	0.0119635	0.0653794	0.00521449	0.0561775	0.0605557	0.0168983	0.0202037	0.00325883	0.0410351	0.00358223	0.000996137	0.00476243	0.0103368	0.238042	0.294071	0.0951862	0.372701	4.049103
290	-17118.1	-17125.6	7.45827	0.226209	0.179808	0.188456	0.157344	0.195089	0.115385	0.170972	0.109462	0.20181	0.163262	0.138826	0.1782	0.140422	0.119305	0.135461	0.116087	0.153263	0.13837	0.135234	0.106729	0.100885	0.0995049	0.186688	0.0253098	0.0381657	0.0665601	0.00349878	3.4569e-06	0.0190694	0.0201394	0.0120779	0.0534784	0.00767831	0.0541035	0.0605079	0.0153574	0.0298957	0.00133125	0.0387075	0.00162245	0.00227366	0.00183795	0.0138687	0.238224	0.294296	0.0944935	0.372987	3.922257
300	-17116.2	-17122.1	5.9614	0.201049	0.190745	0.191088	0.180642	0.174448	0.0887365	0.186048	0.108624	0.203274	0.150342	0.122723	0.188515	0.164105	0.162293	0.160899	0.132966	0.154598	0.171273	0.145416	0.116068	0.0893065	0.129868	0.207672	0.0301266	0.0318544	0.0831927	0.000648698	8.47508e-07	0.0325627	0.014118	0.0199379	0.0343658	0.00815029	0.0265851	0.0605079	0.00434646	0.0296243	0.0112019	0.0401993	0.00440652	0.00350468	0.00219351	0.0137173	0.225203	0.302185	0.0955729	0.37704	4.071944
310	-17110.7	-17117.2	6.52359	0.213805	0.163666	0.191088	0.179433	0.167774	0.110814	0.186048	0.120439	0.210879	0.150342	0.127448	0.166621	0.139489	0.131767	0.155434	0.150522	0.154598	0.175853	0.123343	0.1255	0.0774276	0.124743	0.209558	0.0266446	0.0413872	0.0630397	0.00394164	5.91705e-07	0.029175	0.0179134	0.0231226	0.0395363	0.00835318	0.0354964	0.0633334	0.00849262	0.022661	0.0102838	0.0401993	0.00782656	0.0056475	0.00369663	0.00838427	0.225203	0.302185	0.0955729	0.37704	4.015725
320	-17109.7	-17116.1	6.46852	0.19243	0.215655	0.191972	0.172747	0.15954	0.0917467	0.180932	0.12535	0.206797	0.162555	0.116895	0.145964	0.153334	0.131767	0.141953	0.134178	0.154598	0.142905	0.145052	0.147067	0.122842	0.116362	0.193352	0.0265025	0.0359859	0.0610697	0.00890494	9.10889e-07	0.0135056	0.0211544	0.0220965	0.0502562	0.00667267	0.0408452	0.0663478	0.0107944	0.0289208	0.0127926	0.0401993	0.0133124	0.00375954	0.00436835	0.00774621	0.225784	0.300384	0.0958195	0.378013	4.021232
330	-17111.7	-17119.1	7.35333	0.194641	0.190154	0.204347	0.162701	0.15954	0.071346	0.188102	0.105063	0.175255	0.157053	0.117998	0.151427	0.144774	0.153465	0.128899	0.137194	0.176254	0.166625	0.140619	0.137122	0.100068	0.11337	0.204922	0.0163594	0.0290083	0.0692014	0.0042706	6.76567e-07	0.0286876	0.0152964	0.0185758	0.0510853	0.0035805	0.0338564	0.0555299	0.0150918	0.0260156	0.00582567	0.0575645	0.00683418	0.00262624	0.00955497	0.00284659	0.224393	0.30927	0.0943038	0.372033	3.932751
340	-17118.8	-17126.4	7.54181	0.199361	0.168267	0.185893	0.166302	0.145075	0.115235	0.195379	0.0896771	0.200644	0.156154	0.111142	0.159124	0.143657	0.129527	0.11396	0.128889	0.147148	0.144654	0.130513	0.150874	0.0846537	0.152878	0.198047	0.0130743	0.0324717	0.0736653	0.00234582	7.00938e-07	0.0421307	0.0145503	0.0282643	0.050611	0.00978238	0.033166	0.0585468	0.0186057	0.0242275	0.0160907	0.0349934	0.0369264	0.00437372	0.0024754	0.000547633	0.224793	0.309821	0.0926909	0.372695	3.913903
350	-17123.1	-17128.4	5.31799	0.19986	0.195062	0.20311	0.174869	0.189447	0.0988544	0.185547	0.126834	0.205789	0.136534	0.133104	0.169785	0.182026	0.12387	0.10883	0.152766	0.137002	0.159699	0.145459	0.1477	0.0910851	0.141415	0.203185	0.0246209	0.0350057	0.0781763	0.00363196	2.19904e-06	0.030406	0.0392749	0.00553136	0.0504609	0.0101842	0.0458501	0.0784071	0.0148927	0.0345092	0.00388181	0.0403586	0.0180322	0.00123184	0.00811613	0.00188014	0.22634	0.294592	0.103808	0.37526	4.136285
360	-17117.2	-17123.6	6.46385	0.228617	0.188448	0.196095	0.201933	0.144367	0.0849185	0.203574	0.112933	0.218464	0.14383	0.134675	0.171265	0.123633	0.144389	0.119461	0.126516	0.142189	0.157516	0.138729	0.151268	0.111215	0.137532	0.1846	0.0187118	0.0265337	0.0852307	0.0156933	7.07155e-06	0.0197644	0.016077	0.01766	0.0454173	0.00599791	0.0243084	0.0587648	0.0165383	0.0253849	0.00726731	0.0285752	0.0210338	0.00764384	0.00901701	0.00590296	0.220307	0.313393	0.101042	0.365258	4.021698
370	-17118.2	-17124.3	6.13014	0.2097	0.177442	0.196095	0.173164	0.167616	0.115374	0.20582	0.130751	0.199589	0.125305	0.141809	0.177847	0.136933	0.135473	0.112194	0.115532	0.153594	0.152299	0.144273	0.130386	0.0948059	0.120647	0.20352	0.0156621	0.0409647	0.0916528	0.00741471	5.41484e-06	0.0208263	0.040512	0.0113354	0.0531014	0.0061098	0.0427802	0.0553428	0.0111367	0.0535126	0.00592519	0.0465183	0.00502349	0.0112944	0.00788194	0.00790448	0.221357	0.318069	0.0935751	0.366999	4.05507
380	-17112	-17118.6	6.58578	0.215962	0.191272	0.166431	0.157096	0.162565	0.0959742	0.210519	0.114514	0.24125	0.134816	0.126547	0.172577	0.125681	0.156995	0.136295	0.136465	0.160736	0.163377	0.139331	0.158808	0.0893209	0.119826	0.168118	0.0191602	0.0348137	0.0830439	0.00251361	1.09501e-05	0.016769	0.0280197	0.013399	0.0380756	0.00855513	0.0349072	0.0590141	0.0145069	0.033111	0.00294956	0.0446268	0.00733257	0.00674386	0.00488886	0.0125889	0.218769	0.326043	0.0924809	0.362707	4.009506
390	-17115.9	-17123.1	7.26468	0.211245	0.166231	0.179087	0.184512	0.158691	0.0935333	0.159365	0.131116	0.218929	0.134816	0.126462	0.156357	0.150411	0.138561	0.127655	0.114928	0.141574	0.16878	0.148035	0.145514	0.0979616	0.113042	0.190369	0.01843	0.0204563	0.0779748	0.00122797	8.45167e-05	0.0296778	0.0424092	0.0116498	0.0438309	0.010168	0.0304411	0.0392205	0.0215126	0.0430152	0.00069313	0.0421696	0.0158271	0.00854504	0.00873553	0.0183714	0.229066	0.294321	0.0968338	0.379779	3.941616
400	-17107	-17115.1	8.1022	0.198402	0.170976	0.18859	0.149468	0.131591	0.0952668	0.179196	0.118052	0.204713	0.130985	0.127074	0.147282	0.129555	0.159685	0.125989	0.120117	0.150608	0.1446	0.131081	0.125138	0.0821549	0.14879	0.194084	0.0239153	0.0347151	0.0926093	0.00166734	0.000104755	0.018132	0.0297117	0.0163118	0.0431523	0.00537636	0.0391271	0.0605219	0.013566	0.0418182	0.00266824	0.0473226	0.01207	0.00314726	0.00470289	0.0138258	0.229066	0.294321	0.0968338	0.379779	3.857863
410	-17123.1	-17128.8	5.74367	0.196624	0.192461	0.167284	0.153855	0.149061	0.134334	0.196847	0.123966	0.209633	0.169005	0.141938	0.16313	0.132884	0.144241	0.129939	0.107121	0.204441	0.175444	0.157676	0.13312	0.0979091	0.108711	0.209954	0.0108327	0.0310274	0.0947221	0.000252816	2.16581e-05	0.0194994	0.0111669	0.0148948	0.0523451	0.00928438	0.0523589	0.0511775	0.0150327	0.0316383	0.0103742	0.0418506	0.0131899	0.00518205	0.00925923	0.0200267	0.228361	0.293416	0.0996118	0.378611	4.093716
420	-17120.4	-17126.3	5.9632	0.194666	0.200049	0.191253	0.194709	0.172683	0.116164	0.160921	0.130043	0.189608	0.157796	0.104015	0.166998	0.156783	0.124452	0.114113	0.118572	0.169078	0.15033	0.125536	0.167033	0.104522	0.132726	0.211479	0.0270285	0.0312089	0.0955742	0.000627682	0.000144826	0.0203703	0.0199271	0.0182704	0.0515516	0.00605417	0.044859	0.0783938	0.00405267	0.0296214	0.000473191	0.0352697	0.0191659	0.0028466	0.00965102	0.0231438	0.239419	0.289985	0.097796	0.3728	4.071764
430	-17122.1	-17129.6	7.53975	0.189099	0.205845	0.184455	0.177999	0.177023	0.0937324	0.154097	0.139556	0.187374	0.142771	0.132246	0.141502	0.112972	0.149362	0.134712	0.132803	0.141124	0.131731	0.141325	0.148116	0.0673996	0.146891	0.190123	0.0175605	0.0249783	0.0700148	0.00215791	0.000261881	0.0296214	0.0165014	0.0206251	0.0395051	0.0176763	0.0422669	0.0705626	0.0194208	0.0433369	0.00502871	0.0268749	0.0193715	0.0125449	0.00213127	0.0114102	0.239737	0.289041	0.097926	0.373296	3.914109
440	-17119.5	-17126.1	6.61285	0.210232	0.163316	0.198103	0.188448	0.162878	0.0997456	0.168239	0.122216	0.235094	0.167951	0.128964	0.145772	0.122311	0.140282	0.13919	0.106987	0.129443	0.147842	0.142367	0.137725	0.0976941	0.135657	0.224109	0.0203438	0.0394745	0.0693353	0.00600484	0.0166884	0.0197749	0.0157199	0.0206251	0.0457275	0.0173751	0.0404642	0.0527699	0.0127581	0.0389795	0.01426	0.0453684	0.00439292	0.00492108	0.00352679	0.00372096	0.240752	0.290119	0.0944407	0.374688	4.006799
450	-17118.4	-17124.6	6.20412	0.236518	0.176769	0.183636	0.163874	0.142172	0.0914916	0.187507	0.119374	0.178722	0.166513	0.116806	0.163021	0.151314	0.144871	0.127755	0.14794	0.17431	0.142782	0.14055	0.147505	0.113698	0.134501	0.190151	0.025986	0.0432865	0.0768356	0.00397353	0.00235822	0.0202465	0.0198804	0.0278685	0.046614	0.00420542	0.0519818	0.0604585	0.0140255	0.0235063	0.00622386	0.0531171	0.015232	0.00206188	0.00221469	0.00581356	0.249382	0.27528	0.0872196	0.388118	4.047672
460	-17120.7	-17127.3	6.57836	0.211278	0.188565	0.165773	0.193732	0.170142	0.101174	0.164767	0.136851	0.198306	0.148558	0.128074	0.155762	0.148803	0.132121	0.109943	0.135275	0.152607	0.164445	0.145691	0.13067	0.106474	0.147113	0.212306	0.0110148	0.01899	0.0739026	0.00174966	0.00107566	0.0209533	0.0253041	0.0053203	0.0508011	0.0102283	0.039359	0.0572672	0.0393856	0.0294932	0.00372465	0.0384805	0.0150121	0.00113075	0.00118703	0.0174364	0.210754	0.324049	0.0997482	0.365449	4.010248
