Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
314	0	-15375.9	-15390.7	14.8018	0.111774	0.108018	0.096502	0.114406	0.124847	0.0775234	0.112167	0.0812502	0.108873	0.173279	0.0885568	0.0694639	0.130481	0.0925406	0.109705	0.140036	0.110041	0.117718	0.12011	0.0622984	0.101677	0.0829062	0.169714	0.0218915	0.0134166	0.050352	0.0257082	0.0116745	0.0813085	0.0267383	0.0362391	0.0298317	0.0561051	0.0273288	0.0248323	0.0306398	0.0455392	0.0223813	0.022855	0.0362373	0.0347255	0.027922	0.0582926	0.227563	0.283795	0.106179	0.382462	3.187907
315	1	-15374.4	-15388.8	14.4062	0.119244	0.0981223	0.103012	0.0935584	0.115827	0.0832954	0.114939	0.0846516	0.087311	0.185732	0.0902783	0.0737987	0.101117	0.103143	0.127398	0.156396	0.131254	0.109573	0.110455	0.0796079	0.0757231	0.0960938	0.16491	0.0353709	0.0277085	0.0578552	0.0234025	0.0288979	0.0358245	0.0256578	0.0654851	0.0135329	0.0508944	0.0359164	0.0196339	0.0377307	0.0399101	0.0269608	0.0396914	0.024766	0.0288115	0.0365218	0.0674522	0.230816	0.29867	0.101481	0.369034	3.227463
316	0	-15374	-15388.3	14.2555	0.13308	0.106287	0.102607	0.108072	0.112921	0.0841357	0.132412	0.0848933	0.0937123	0.184292	0.0892181	0.1134	0.102989	0.0932979	0.120506	0.133228	0.151166	0.106976	0.103104	0.0823995	0.0760784	0.0889881	0.169628	0.0330844	0.0173111	0.0480611	0.0263665	0.0121093	0.0761205	0.034098	0.0462743	0.0314003	0.0351459	0.0309517	0.0246614	0.0271146	0.0289236	0.0267908	0.0139688	0.0262893	0.0462536	0.0235693	0.0606481	0.224372	0.297217	0.102748	0.375662	3.242533
317	1	-15372.8	-15387.2	14.3982	0.108898	0.107382	0.106925	0.0990588	0.121834	0.0791879	0.138346	0.0694658	0.105096	0.173117	0.0912101	0.0839714	0.0959742	0.0984043	0.133512	0.136382	0.114354	0.110846	0.129764	0.0828791	0.106609	0.0717129	0.170919	0.0198764	0.0327636	0.0374209	0.0196127	0.0102828	0.063568	0.0328948	0.0822376	0.0183572	0.0438293	0.0273852	0.0187255	0.024887	0.0437904	0.0242232	0.0524175	0.0179146	0.0255067	0.0407649	0.0559612	0.227949	0.302377	0.103123	0.366551	3.228266
318	0	-15394.2	-15408.7	14.4435	0.126141	0.114406	0.115943	0.0943261	0.0861737	0.0906738	0.140845	0.0692786	0.10108	0.157777	0.0702328	0.0679845	0.084274	0.107391	0.120506	0.154837	0.14865	0.104099	0.166473	0.066235	0.101833	0.0823547	0.176802	0.0302734	0.0334897	0.0515192	0.0288143	0.0233623	0.0744959	0.0329565	0.0553626	0.0326862	0.037278	0.0257926	0.016797	0.0269354	0.0415626	0.017123	0.020463	0.0281969	0.0316584	0.0253438	0.0413069	0.238549	0.287431	0.10924	0.36478	3.223736
319	1	-15365.6	-15380.7	15.054	0.154468	0.119415	0.0985875	0.109846	0.109864	0.089684	0.11796	0.0793305	0.0961488	0.172273	0.0824261	0.0726429	0.0822584	0.101396	0.118792	0.114224	0.135129	0.116783	0.112319	0.074739	0.0851272	0.079148	0.153188	0.0367132	0.0228149	0.0385998	0.0358587	0.0202191	0.0444359	0.0274722	0.0638725	0.016802	0.0438293	0.0381425	0.0315538	0.024887	0.0385805	0.0247938	0.045035	0.0227488	0.0190684	0.0400728	0.0514346	0.211633	0.298617	0.107921	0.381828	3.162685
320	0	-15375.7	-15390.8	15.1097	0.136446	0.119514	0.105579	0.0963687	0.110822	0.0891554	0.112473	0.0748591	0.0741014	0.158163	0.0762988	0.081185	0.0770584	0.0949727	0.116734	0.124972	0.136853	0.147972	0.126524	0.0850503	0.0945036	0.0814183	0.182952	0.0304954	0.0167069	0.0549029	0.0348511	0.0200839	0.0772715	0.0247711	0.0326209	0.0192748	0.0475909	0.0224237	0.0216566	0.0362434	0.0401988	0.0147395	0.017694	0.0277813	0.0401618	0.0273296	0.0463397	0.206981	0.301088	0.109818	0.382113	3.157113
321	1	-15371.7	-15387.4	15.7003	0.118766	0.0985579	0.0985875	0.100052	0.112317	0.0994366	0.119259	0.088047	0.0906045	0.176003	0.0872368	0.0961825	0.0990653	0.0896528	0.0850653	0.110813	0.114266	0.122663	0.115283	0.0726692	0.0804125	0.0875023	0.151709	0.0283596	0.0266934	0.0462821	0.0197658	0.0213145	0.0429778	0.030223	0.0671984	0.0254122	0.0445835	0.035986	0.0202386	0.0099632	0.0386197	0.0265284	0.0436116	0.0386387	0.0228656	0.0432846	0.0513556	0.226408	0.297444	0.0960667	0.380081	3.098054
322	0	-15378.2	-15393.3	15.1334	0.122849	0.0874701	0.0930733	0.100623	0.126043	0.0766001	0.133594	0.0773032	0.0937936	0.163348	0.0762988	0.0821794	0.0867678	0.08923	0.116196	0.115823	0.122146	0.11813	0.130724	0.0850296	0.0976338	0.0818986	0.177984	0.0153181	0.0227871	0.0562485	0.0329089	0.0217081	0.080783	0.0356273	0.0435945	0.0218462	0.0360794	0.0313151	0.0288911	0.0105963	0.0541644	0.0206256	0.0123708	0.0444201	0.0433848	0.0251807	0.0621575	0.221752	0.286641	0.112768	0.378839	3.154747
323	1	-15369.2	-15384.6	15.4261	0.113377	0.101824	0.0906656	0.113799	0.120351	0.0781552	0.119467	0.0848175	0.0770449	0.147273	0.0711285	0.0763651	0.101983	0.0954698	0.132014	0.128773	0.142191	0.110713	0.101269	0.0722298	0.078805	0.0730863	0.170597	0.0259142	0.0333914	0.0483461	0.0198202	0.0105896	0.0462534	0.020095	0.0778823	0.0242456	0.0370346	0.0432481	0.0285455	0.0281678	0.046023	0.0299816	0.0518006	0.0276067	0.0206775	0.0482222	0.0562257	0.228217	0.292471	0.101621	0.37769	3.125469
324	0	-15374.8	-15390.9	16.0918	0.10801	0.0863183	0.0982753	0.0894012	0.101687	0.0810017	0.12626	0.0808271	0.0850205	0.158292	0.0669488	0.0828315	0.0960899	0.08923	0.0982638	0.128568	0.114951	0.103684	0.134824	0.0789853	0.088403	0.0889824	0.146336	0.0248743	0.0274907	0.048661	0.0314507	0.0188067	0.0988295	0.0220517	0.0409688	0.0322732	0.0572669	0.0307142	0.0311195	0.0328093	0.0337589	0.0202155	0.0372846	0.0510363	0.0328612	0.0269535	0.0262816	0.209513	0.31171	0.103572	0.375206	3.0589
325	1	-15368	-15383.4	15.3648	0.124315	0.0859719	0.108125	0.111329	0.103678	0.0761207	0.139593	0.0639786	0.0959472	0.146776	0.073476	0.0728826	0.0870572	0.0954698	0.120996	0.116788	0.126316	0.113392	0.128543	0.0876721	0.0898405	0.0799642	0.162667	0.0271384	0.043998	0.0476772	0.0182387	0.0108176	0.0506586	0.0346761	0.0850739	0.0154383	0.0440041	0.0432481	0.0344165	0.0315411	0.0264908	0.0307858	0.0383941	0.0253179	0.0335205	0.0380701	0.0412023	0.220014	0.304495	0.0982988	0.377192	3.131607
326	0	-15377.3	-15392.4	15.0855	0.13072	0.0863917	0.0931008	0.108226	0.0986056	0.0893748	0.12647	0.0787806	0.115801	0.151529	0.0811764	0.078021	0.0811026	0.0954929	0.120921	0.128615	0.10478	0.0985535	0.13392	0.0813199	0.0844627	0.0828913	0.170682	0.0448743	0.0302915	0.0438573	0.0451031	0.00991787	0.0928174	0.0349908	0.0409688	0.0211363	0.0377355	0.0355843	0.0297177	0.0304056	0.046137	0.0147398	0.0186126	0.0668169	0.0311992	0.0255662	0.0381277	0.219329	0.300378	0.107292	0.373001	3.159538
327	1	-15376.7	-15392.4	15.7219	0.125346	0.106514	0.0847539	0.0949538	0.0944473	0.0843419	0.109798	0.0842172	0.0855609	0.156258	0.0762414	0.0752721	0.0957473	0.10598	0.117116	0.124921	0.125287	0.112977	0.106372	0.0812421	0.0840732	0.0989141	0.146164	0.0246686	0.0491204	0.0408976	0.018484	0.0123868	0.0644155	0.042925	0.082397	0.0062367	0.0522138	0.0368432	0.0217788	0.0293567	0.0320354	0.0285183	0.0442563	0.0365966	0.0182709	0.0219767	0.0560141	0.211513	0.299478	0.112557	0.376451	3.09589
328	0	-15374.2	-15389.3	15.0657	0.124579	0.0831696	0.0993019	0.104904	0.123614	0.087405	0.115642	0.0757096	0.0889566	0.17197	0.0792301	0.0907092	0.0793415	0.0904479	0.109963	0.125982	0.131733	0.111605	0.107942	0.0790766	0.0811462	0.0903832	0.18367	0.044735	0.0288036	0.063502	0.0270968	0.0142594	0.0916369	0.0352829	0.0341714	0.0211542	0.0361178	0.0250927	0.0255182	0.019691	0.0252237	0.0173321	0.0398998	0.0482945	0.0495156	0.0253021	0.0524007	0.211224	0.318958	0.0980602	0.371757	3.161511
329	1	-15387.2	-15402.2	14.9971	0.122879	0.10319	0.115592	0.076927	0.0944473	0.0849886	0.145804	0.0842172	0.090415	0.208464	0.0748296	0.0842581	0.0856396	0.0918312	0.100706	0.105261	0.115999	0.112977	0.10896	0.0804515	0.067513	0.107724	0.159077	0.0411045	0.0442629	0.0455331	0.038261	0.0164014	0.0403047	0.0212925	0.0710297	0.00314862	0.0394346	0.049545	0.0311425	0.0322934	0.0436714	0.0302511	0.0384269	0.0376884	0.0345206	0.0394759	0.0484384	0.232694	0.294943	0.0995418	0.372821	3.168376
330	0	-15374.1	-15389	14.9532	0.103738	0.0979774	0.111856	0.0971243	0.110562	0.0917334	0.14334	0.0843335	0.087393	0.161463	0.0875971	0.0877238	0.0768152	0.0934259	0.115963	0.120949	0.157755	0.125125	0.113559	0.0738562	0.087572	0.0712684	0.167741	0.0357186	0.0157464	0.0308935	0.0317174	0.019571	0.0768584	0.030757	0.0383197	0.0261178	0.0469962	0.0290604	0.0199788	0.0332355	0.0396693	0.0284299	0.0309975	0.0347523	0.0566028	0.0236152	0.0548499	0.207849	0.296094	0.109781	0.386275	3.172759
331	1	-15378.2	-15392.5	14.302	0.122457	0.0822827	0.113173	0.107105	0.120796	0.0890134	0.115276	0.0869653	0.0867369	0.179339	0.084645	0.095095	0.0907103	0.10487	0.118754	0.147217	0.144103	0.108088	0.0996222	0.0669165	0.0801027	0.0988613	0.167954	0.0332113	0.0436804	0.0375214	0.0346794	0.0216527	0.0564425	0.0332287	0.0769627	0.00652084	0.0416319	0.049545	0.0214509	0.0323214	0.0609657	0.0229994	0.038304	0.0244542	0.0198639	0.0253789	0.0469813	0.226369	0.295119	0.100696	0.377816	3.23788
332	0	-15375.6	-15390.1	14.5594	0.147648	0.0772764	0.0825367	0.0971243	0.0813957	0.112765	0.144386	0.0780296	0.0940109	0.174063	0.0789486	0.0687636	0.102347	0.0969571	0.10207	0.132495	0.145857	0.107959	0.119191	0.0801223	0.0920209	0.0805818	0.1682	0.0344971	0.0184522	0.0604299	0.038456	0.0145346	0.0821641	0.0385672	0.0417863	0.0283642	0.042031	0.051703	0.0306853	0.0246163	0.0428076	0.0133545	0.0303327	0.0399444	0.0522575	0.0215267	0.0408848	0.209696	0.303836	0.104083	0.382385	3.212144
333	1	-15378	-15392	13.9448	0.142883	0.0950814	0.0965364	0.0873153	0.131724	0.0753295	0.119035	0.0838847	0.0941334	0.192556	0.0768727	0.0782842	0.122934	0.11367	0.106205	0.148245	0.137586	0.121772	0.125522	0.0910573	0.0919399	0.0828616	0.166334	0.031073	0.0331767	0.0281274	0.0399789	0.018822	0.0617943	0.0263172	0.0988244	0.0127123	0.0357308	0.0378398	0.0292894	0.0192799	0.0423645	0.0158951	0.0409107	0.0267908	0.0129191	0.0311964	0.0488005	0.208198	0.293979	0.100537	0.397286	3.273604
334	0	-15377.3	-15392.6	15.2451	0.124751	0.0906515	0.0975755	0.115825	0.0985754	0.0755584	0.150749	0.0761305	0.100365	0.186275	0.0942127	0.0852135	0.0936542	0.0890035	0.0974698	0.135857	0.131215	0.106303	0.0957277	0.0699588	0.0944251	0.0815442	0.150661	0.0240141	0.0186995	0.0582299	0.045761	0.0165551	0.0727989	0.0369438	0.0401456	0.0383618	0.031323	0.0316549	0.0257943	0.0411251	0.0495065	0.0178452	0.0278884	0.0403181	0.0297611	0.0159574	0.0391854	0.231781	0.298542	0.0985046	0.371173	3.143569
335	1	-15372.9	-15387.5	14.6292	0.132605	0.101775	0.117071	0.121481	0.112632	0.0890576	0.131801	0.0751277	0.092573	0.16606	0.0888544	0.0737862	0.0967889	0.0876325	0.110202	0.127087	0.144812	0.107845	0.122067	0.0914214	0.0880379	0.101804	0.154235	0.0317853	0.0305541	0.0477628	0.0266447	0.00471192	0.0548766	0.0268741	0.0965598	0.0114336	0.045976	0.0294636	0.026528	0.0169971	0.0323349	0.0236941	0.0378781	0.0145065	0.0192307	0.0437973	0.0488005	0.229996	0.298139	0.10722	0.364645	3.205166
336	0	-15378.8	-15394.2	15.3905	0.132705	0.1022	0.102863	0.086025	0.109513	0.0708785	0.0923681	0.0660621	0.100365	0.17888	0.0778306	0.071555	0.101072	0.0970309	0.111375	0.138799	0.127989	0.100571	0.104813	0.0912549	0.0648089	0.0756101	0.175684	0.0547036	0.00617636	0.0376455	0.0304372	0.0208196	0.0628071	0.0396347	0.0408047	0.0306648	0.0514833	0.0381031	0.0379682	0.0250264	0.0309787	0.0379814	0.0224408	0.0424025	0.0442383	0.0407035	0.0537596	0.205857	0.304707	0.105194	0.384242	3.129031
337	1	-15383.3	-15398.9	15.6013	0.1255	0.092933	0.102578	0.0889343	0.112632	0.0758882	0.157483	0.0834713	0.0701189	0.16606	0.0688766	0.0854692	0.0888548	0.0905058	0.109778	0.125636	0.132557	0.107055	0.110992	0.0603748	0.0973892	0.0595256	0.150822	0.0245179	0.0294385	0.0720392	0.0372019	0.00682112	0.055641	0.0269976	0.0856792	0.0216362	0.0509982	0.03795	0.0262477	0.0196016	0.0371781	0.0316798	0.0484639	0.0256319	0.0155057	0.0403007	0.0509898	0.210119	0.311332	0.0977679	0.380781	3.107955
338	0	-15373.7	-15388.9	15.2027	0.108377	0.0954403	0.0896811	0.115768	0.101253	0.0763217	0.121773	0.091344	0.101738	0.164812	0.0713585	0.0891387	0.0977883	0.092899	0.111375	0.132666	0.116461	0.118433	0.115602	0.0741906	0.0847254	0.100206	0.207799	0.0302538	0.0161589	0.0420136	0.0329075	0.0131078	0.0881157	0.0339056	0.0289566	0.0189552	0.0307788	0.0444024	0.020012	0.0299778	0.0316645	0.0298107	0.018525	0.0571961	0.0330356	0.0202525	0.0486376	0.216106	0.303499	0.110743	0.369652	3.147819
339	1	-15377.2	-15392.3	15.1097	0.106808	0.0985219	0.115956	0.0821879	0.107522	0.0740256	0.135034	0.0814597	0.100981	0.161415	0.079775	0.0928524	0.0882263	0.105779	0.113503	0.137678	0.127966	0.109999	0.130299	0.0843726	0.0823959	0.0680098	0.177302	0.026168	0.0379509	0.0337724	0.0308681	0.0318285	0.0382695	0.0368975	0.0728764	0.00908872	0.061461	0.0251718	0.0188994	0.0220235	0.0310717	0.0366767	0.0304313	0.0360761	0.0185202	0.0404141	0.0565804	0.220468	0.285401	0.110362	0.383769	3.157118
340	0	-15372.9	-15386.4	13.5791	0.143852	0.118186	0.113204	0.0992263	0.106423	0.0844256	0.128979	0.0706203	0.092508	0.167483	0.0842208	0.0977471	0.103313	0.102637	0.13	0.148308	0.115776	0.121046	0.141988	0.0719164	0.0847254	0.0745489	0.173521	0.0374517	0.0130267	0.0411301	0.0220194	0.0301496	0.0839754	0.0345597	0.0364138	0.0292535	0.0373781	0.0291583	0.0363752	0.022899	0.0355227	0.0298873	0.0247899	0.0487056	0.0389066	0.0380653	0.0658548	0.225041	0.294486	0.100175	0.380297	3.310177
341	1	-15378	-15392.8	14.7774	0.124598	0.109399	0.122973	0.11509	0.0907581	0.0959349	0.129169	0.0825341	0.0961726	0.168454	0.0794999	0.0847337	0.114054	0.102867	0.104154	0.126131	0.101123	0.125473	0.0980148	0.0731687	0.0937356	0.0775609	0.184243	0.0328042	0.0301856	0.0309742	0.033122	0.0141995	0.0614407	0.0406651	0.0728764	0.0111177	0.0358898	0.0410146	0.012852	0.0139633	0.0425188	0.0215561	0.042429	0.0212503	0.0136779	0.0486543	0.0693151	0.219851	0.294798	0.105338	0.380012	3.190347
342	0	-15366.1	-15381.3	15.1181	0.136981	0.114061	0.104691	0.0998249	0.0999844	0.0844256	0.125974	0.0776691	0.0736973	0.17212	0.0863379	0.0803093	0.0991224	0.0940022	0.119041	0.135667	0.135345	0.11086	0.104992	0.0878096	0.076542	0.0784204	0.171265	0.0332062	0.0151314	0.0419904	0.0345194	0.0185902	0.0799368	0.0306142	0.029021	0.0337591	0.0401964	0.0262987	0.025367	0.0141881	0.0485179	0.0174353	0.0218725	0.0412711	0.0427243	0.0298418	0.0626453	0.216769	0.296423	0.105508	0.3813	3.156269
343	1	-15380.6	-15396.1	15.477	0.128647	0.0889766	0.0879115	0.0883953	0.0863851	0.0890403	0.123268	0.0660126	0.112184	0.180494	0.0797223	0.0689729	0.0929133	0.0923786	0.0937031	0.135856	0.107109	0.141667	0.137185	0.0700579	0.0755385	0.0942283	0.156323	0.0389957	0.0274086	0.0423042	0.032373	0.0190813	0.0556733	0.0355866	0.0624329	0.0198923	0.050689	0.0399057	0.0306546	0.0275691	0.0386677	0.037514	0.0418108	0.0366602	0.0277926	0.0253534	0.0330472	0.211529	0.305715	0.0915986	0.391157	3.120382
344	0	-15373.1	-15387.4	14.3266	0.113736	0.113997	0.0980295	0.124556	0.102385	0.0960154	0.129564	0.0743608	0.0827408	0.17793	0.0733208	0.084735	0.105623	0.101103	0.093843	0.151489	0.140616	0.111216	0.101579	0.0783392	0.0946377	0.0815403	0.1694	0.0418996	0.00742187	0.0494095	0.0234971	0.0318377	0.0855749	0.0361385	0.047249	0.0202454	0.0378366	0.0315742	0.0270752	0.0194563	0.0332098	0.017138	0.0427191	0.040734	0.0603676	0.0357814	0.0455032	0.215725	0.311902	0.102379	0.369994	3.235425
345	1	-15379.7	-15394.8	15.0379	0.105565	0.0981056	0.0878261	0.0868288	0.115891	0.0860093	0.127021	0.0742827	0.100071	0.158793	0.0839738	0.0756658	0.121912	0.0717801	0.124205	0.127126	0.122418	0.128836	0.113477	0.073855	0.0755385	0.079314	0.152399	0.018166	0.0328898	0.0423042	0.0213585	0.0197399	0.0491401	0.0420512	0.0885133	0.026963	0.0447128	0.0587323	0.0382803	0.0340572	0.0489316	0.0258824	0.0333596	0.0141538	0.0324477	0.0400888	0.061628	0.212582	0.302711	0.106562	0.378145	3.164292
346	0	-15377.4	-15393.1	15.6742	0.119106	0.092389	0.0990297	0.11437	0.102385	0.0789394	0.120422	0.0839636	0.0906712	0.154839	0.0791185	0.077977	0.0904357	0.0854407	0.082746	0.128261	0.114421	0.134495	0.124212	0.086327	0.0882147	0.0769022	0.14614	0.0552153	0.0176966	0.0476662	0.0350543	0.0120963	0.0682423	0.0306708	0.0373858	0.0284371	0.0520988	0.0270315	0.0217576	0.0378135	0.0549852	0.0175504	0.023742	0.0364338	0.0572987	0.0246831	0.0439955	0.215898	0.311348	0.102462	0.370291	3.100661
347	1	-15372.3	-15387.8	15.541	0.121814	0.0991649	0.0915453	0.0927669	0.103327	0.0732528	0.102813	0.0776111	0.0950356	0.179752	0.0858199	0.0961744	0.100444	0.103806	0.105655	0.122396	0.136821	0.10775	0.103934	0.0825034	0.0731503	0.0816369	0.170734	0.0191038	0.0330048	0.0406525	0.0253141	0.0102205	0.054968	0.0231802	0.0955068	0.0263449	0.0485973	0.0256105	0.0365072	0.021637	0.0341381	0.0218257	0.0271935	0.043672	0.037388	0.0408155	0.0404001	0.215011	0.287358	0.106625	0.391006	3.113987
348	0	-15369.3	-15384.3	15.0345	0.12395	0.0886605	0.0973777	0.100787	0.117663	0.0831594	0.121098	0.0804138	0.102097	0.183015	0.071462	0.0870636	0.0908574	0.0822846	0.110378	0.125219	0.137816	0.11638	0.120853	0.0804805	0.0864429	0.0773979	0.145657	0.0282874	0.0262203	0.0429827	0.0341852	0.0233381	0.102906	0.0327136	0.0429624	0.0284371	0.0456368	0.044993	0.0366045	0.0156122	0.031239	0.0126927	0.0280599	0.0344763	0.0425837	0.0293186	0.0508711	0.214807	0.299765	0.0953502	0.390078	3.164632
349	1	-15372.3	-15388.1	15.8164	0.123092	0.095662	0.110256	0.105498	0.103327	0.0860605	0.111723	0.0721191	0.0987827	0.181925	0.0814292	0.0683362	0.0875811	0.0972482	0.106072	0.117727	0.151436	0.0925305	0.118923	0.0851499	0.07816	0.0837245	0.16411	0.0261806	0.0248919	0.0310287	0.0461368	0.0153786	0.0400334	0.0318156	0.0843314	0.0151913	0.0440148	0.0319465	0.0190143	0.0129869	0.0584243	0.0304542	0.0365677	0.0259208	0.0192693	0.0321691	0.0398148	0.220093	0.302116	0.0964982	0.381293	3.086444
350	0	-15382	-15397.5	15.482	0.100872	0.0959474	0.103797	0.116611	0.108867	0.0879151	0.131258	0.0640144	0.109902	0.151193	0.0723571	0.0893196	0.108775	0.0936562	0.0854552	0.114739	0.121795	0.0866892	0.106901	0.0800144	0.0920856	0.0942784	0.167923	0.0209702	0.0303121	0.0496045	0.0350591	0.0144512	0.0903445	0.0329795	0.0429624	0.0180718	0.0700723	0.0377516	0.0371086	0.0169874	0.0344233	0.0137597	0.0308942	0.0519116	0.0359227	0.0252454	0.0466893	0.20675	0.309429	0.105411	0.378411	3.119887
351	1	-15377.7	-15392.7	15.0296	0.105987	0.109101	0.0837811	0.107009	0.115942	0.093855	0.121018	0.0884337	0.0978454	0.181393	0.0668142	0.0856905	0.10171	0.0929673	0.12615	0.119281	0.109753	0.104347	0.114167	0.0761996	0.0792976	0.0784365	0.184806	0.0246914	0.0191885	0.0504314	0.0242998	0.0199147	0.0477853	0.0177975	0.0783207	0.0245218	0.071021	0.0329597	0.0339834	0.024368	0.039449	0.028142	0.0300677	0.0266789	0.0454166	0.0411767	0.0409262	0.230621	0.287436	0.104302	0.377641	3.165125
352	0	-15370.9	-15385.8	14.8825	0.130317	0.107913	0.0889859	0.115109	0.130017	0.0792148	0.103908	0.0802874	0.0986762	0.171611	0.0758962	0.0731818	0.100039	0.0853713	0.121981	0.122629	0.136721	0.110274	0.116894	0.0651608	0.0865865	0.0686529	0.165917	0.0550007	0.0140922	0.0536239	0.0358044	0.0189092	0.0709785	0.0352914	0.0363993	0.0198544	0.0444695	0.0377516	0.037378	0.027007	0.0361154	0.0132101	0.0221646	0.0470631	0.0524636	0.0310979	0.0558104	0.225584	0.31012	0.104076	0.36022	3.179831
353	1	-15377.9	-15393	15.1155	0.128555	0.0981768	0.085357	0.0978366	0.123207	0.068419	0.11243	0.106143	0.0903052	0.171532	0.0809058	0.0654587	0.0890981	0.109563	0.118356	0.123725	0.122576	0.117173	0.112227	0.0846138	0.078755	0.0947214	0.17289	0.0292827	0.0492305	0.0502423	0.0196142	0.0150652	0.0575541	0.0163991	0.0690879	0.0271431	0.060743	0.0431051	0.0279191	0.0189188	0.0409386	0.0206832	0.035124	0.0289906	0.0275735	0.0254902	0.0414034	0.219425	0.282219	0.108513	0.389843	3.156531
354	0	-15371.4	-15386	14.6112	0.115933	0.103875	0.0942758	0.100358	0.0915062	0.0985628	0.146288	0.0800402	0.0977489	0.188986	0.078914	0.0807745	0.106628	0.0878005	0.104085	0.136986	0.151651	0.101137	0.11251	0.0839524	0.0880186	0.0802539	0.184953	0.0327644	0.0156968	0.0606843	0.0250371	0.00870383	0.085952	0.0458355	0.035412	0.0146061	0.0352152	0.0423425	0.0148569	0.0175306	0.0460752	0.0319162	0.0233665	0.0488942	0.0373275	0.0197929	0.049722	0.223004	0.29771	0.100406	0.378881	3.206968
355	1	-15375.6	-15390.6	14.9865	0.117956	0.10441	0.112342	0.0971912	0.114846	0.0734607	0.1141	0.0797145	0.0919698	0.149527	0.0673727	0.0647175	0.0892224	0.11633	0.112782	0.122324	0.148228	0.114295	0.125366	0.0913628	0.115437	0.0816164	0.148892	0.0292827	0.0485185	0.0388458	0.0190191	0.0223832	0.0590718	0.034838	0.0834156	0.0138808	0.0578131	0.0359782	0.0271321	0.0312926	0.0353635	0.0343514	0.0390272	0.0196575	0.0134407	0.0362856	0.0363729	0.206782	0.30698	0.104615	0.381622	3.169434
356	0	-15369.1	-15384.2	15.1103	0.117724	0.0885547	0.101384	0.106039	0.112892	0.097877	0.111843	0.0705653	0.105206	0.15234	0.0798801	0.0807745	0.110125	0.105656	0.111761	0.114968	0.126917	0.126646	0.117523	0.0705324	0.0963911	0.0950503	0.152408	0.0356556	0.0135936	0.0589521	0.0401562	0.0194661	0.072762	0.0262461	0.03153	0.0230344	0.0449046	0.0467924	0.0205209	0.0223159	0.048074	0.022193	0.0227862	0.0402238	0.0552402	0.0242747	0.035277	0.222602	0.296151	0.102923	0.378324	3.157055
357	1	-15371.9	-15388	16.1063	0.114055	0.0880705	0.0782791	0.102951	0.0989707	0.0781277	0.129212	0.0879256	0.070061	0.171898	0.0749053	0.0904744	0.0929063	0.0944597	0.107357	0.122324	0.131444	0.0996016	0.10569	0.0711365	0.0963828	0.0868564	0.183839	0.0216142	0.0274666	0.0437231	0.0330811	0.0191358	0.0462335	0.0222151	0.0676159	0.0260454	0.0527486	0.0255832	0.0257079	0.0208485	0.0288897	0.0176454	0.0455103	0.0307125	0.0279183	0.0391119	0.0587171	0.20638	0.302721	0.110671	0.380229	3.057453
358	0	-15369.7	-15385.7	16.0478	0.126695	0.0994043	0.0800411	0.0901524	0.128225	0.0762427	0.136773	0.0678145	0.0889231	0.187158	0.0714499	0.0704151	0.097902	0.0941442	0.0892673	0.108311	0.124861	0.0961011	0.131278	0.0598869	0.084966	0.0873367	0.16164	0.0325756	0.0187375	0.0471823	0.0217337	0.0143843	0.0803085	0.0301334	0.0419477	0.0318472	0.0448501	0.0380093	0.0307632	0.0216148	0.0354937	0.0218302	0.0336661	0.0451972	0.0394097	0.0271724	0.0474596	0.215116	0.282876	0.107724	0.394283	3.063305
359	1	-15376	-15390.8	14.8272	0.114366	0.103053	0.0869875	0.123877	0.104546	0.0683572	0.132688	0.097378	0.0856458	0.169043	0.066135	0.0911407	0.0946818	0.102169	0.103512	0.134832	0.128446	0.106901	0.121342	0.0784773	0.0881481	0.0838051	0.171448	0.0226744	0.0276333	0.0434061	0.0245816	0.0384018	0.0489083	0.0271388	0.0639431	0.0195217	0.031944	0.0351519	0.0213791	0.0170716	0.0581657	0.0486361	0.0427771	0.0246347	0.0308956	0.0345866	0.066934	0.22389	0.307804	0.0993925	0.368913	3.185368
360	0	-15377.4	-15392.4	14.992	0.106397	0.104666	0.0965439	0.0907465	0.12663	0.0761412	0.123139	0.0776288	0.0829269	0.159405	0.0776937	0.0891468	0.0904517	0.0898389	0.0972736	0.121999	0.136866	0.121548	0.133969	0.0672147	0.0932569	0.0832628	0.16164	0.0291836	0.0122214	0.0674142	0.0265563	0.0273019	0.0888699	0.0347761	0.0416338	0.0294057	0.0467186	0.0315591	0.0178715	0.0381877	0.0670592	0.0245496	0.0360236	0.0321352	0.0352466	0.0287171	0.0450632	0.211234	0.297602	0.0994389	0.391725	3.16888
