Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
963	1	-15371.8	-15387.6	15.8284	0.13175	0.108539	0.0874488	0.0847416	0.130856	0.090274	0.125375	0.0772131	0.101767	0.180915	0.0720523	0.0767656	0.0947659	0.0817387	0.111982	0.132456	0.118887	0.10998	0.102709	0.0704418	0.0831575	0.0859811	0.160953	0.0262503	0.0259436	0.0394709	0.0346721	0.0149896	0.0399242	0.0155998	0.0785161	0.0168912	0.033247	0.0316336	0.0236252	0.0149894	0.0553256	0.0263514	0.0374428	0.0185254	0.0248086	0.0487689	0.057516	0.211448	0.293133	0.109369	0.386049	3.085242
964	0	-15376.6	-15392.3	15.6972	0.112794	0.097938	0.0872362	0.106873	0.107761	0.0724289	0.130265	0.0568526	0.0908404	0.174301	0.0723219	0.0886248	0.0989917	0.111519	0.104517	0.132373	0.114879	0.119934	0.120352	0.0849683	0.116242	0.0661029	0.158249	0.0421919	0.0230635	0.0470043	0.0191697	0.0182322	0.0777165	0.0300294	0.0282975	0.0267758	0.026954	0.0267389	0.0204318	0.0136441	0.0298732	0.0329188	0.024717	0.0557322	0.0529727	0.0378657	0.0376744	0.217284	0.299147	0.0949576	0.388611	3.098367
965	1	-15374.6	-15389.3	14.7188	0.126557	0.106496	0.0946852	0.0955947	0.117723	0.0874287	0.129133	0.0816411	0.086976	0.176804	0.0656833	0.10563	0.0909272	0.0936618	0.0941586	0.104804	0.109852	0.107973	0.116765	0.084731	0.103965	0.0852954	0.211433	0.0255617	0.0385405	0.0562872	0.0405902	0.0121233	0.0449445	0.0292384	0.0682858	0.00869353	0.0489009	0.0357337	0.0265624	0.0325209	0.0392257	0.0291912	0.045282	0.0175596	0.0201113	0.0338091	0.065119	0.215749	0.294452	0.104855	0.384943	3.196199
966	0	-15374.3	-15389.7	15.4539	0.119813	0.0989559	0.114039	0.10525	0.122588	0.0774075	0.102151	0.0779999	0.0890599	0.154727	0.0735217	0.082727	0.0916829	0.100729	0.112797	0.116599	0.129603	0.107683	0.127519	0.0765246	0.0957182	0.0821038	0.166049	0.0284944	0.0150113	0.0509978	0.0153357	0.029414	0.0818465	0.0333205	0.0505154	0.0324687	0.0375013	0.0273454	0.0314622	0.00803835	0.0400762	0.0263825	0.0376242	0.0604975	0.0317389	0.0253364	0.0340434	0.212292	0.288025	0.110172	0.389511	3.122699
967	1	-15378.4	-15394.1	15.7343	0.137125	0.0960218	0.106766	0.105033	0.111919	0.0774754	0.104514	0.0917795	0.0763794	0.162664	0.0808111	0.071818	0.118331	0.0915127	0.115334	0.109561	0.125383	0.130466	0.101701	0.0867279	0.116111	0.0704694	0.159528	0.0185409	0.0253145	0.0447865	0.0420851	0.0246442	0.0454536	0.0269429	0.0648026	0.0119323	0.0317123	0.0222359	0.0209112	0.0248057	0.0434691	0.0333695	0.0362686	0.0199506	0.0186943	0.0349365	0.0563681	0.218348	0.302637	0.0986706	0.380344	3.094656
968	0	-15370.6	-15386.9	16.2411	0.111508	0.0966904	0.107971	0.117522	0.0999046	0.0743261	0.106292	0.0793832	0.0975217	0.173777	0.0751719	0.0732871	0.0960954	0.0717716	0.101158	0.127468	0.128484	0.111601	0.116339	0.0715941	0.0873721	0.0743434	0.147142	0.0359217	0.0154588	0.0352888	0.0136255	0.0153185	0.0878189	0.0517255	0.0458811	0.0183118	0.0375013	0.0355163	0.030123	0.0164151	0.0377239	0.0346632	0.0349803	0.0360614	0.0310827	0.020451	0.0633846	0.210258	0.296068	0.107486	0.386189	3.043977
969	1	-15371.5	-15386.2	14.6573	0.126366	0.125002	0.111946	0.0988222	0.0996006	0.0716184	0.121778	0.0773962	0.0996338	0.154628	0.0839651	0.0901613	0.105232	0.127221	0.107935	0.120938	0.125383	0.113711	0.114364	0.079105	0.0844442	0.099882	0.16513	0.0274175	0.0458663	0.0498681	0.0313647	0.0193162	0.0503995	0.0271253	0.0672939	0.0177196	0.045108	0.0304915	0.019325	0.0322934	0.0423855	0.0356863	0.0362686	0.0255479	0.00998647	0.0286042	0.0560243	0.218857	0.30232	0.104975	0.373847	3.202354
970	0	-15379.9	-15394.5	14.6199	0.136028	0.110428	0.104119	0.124004	0.103642	0.0647666	0.107498	0.0906888	0.0937511	0.158976	0.0662456	0.0732871	0.101552	0.0996817	0.107494	0.134574	0.138202	0.13283	0.114587	0.0915386	0.0782953	0.0883744	0.133098	0.0424657	0.0234282	0.0472782	0.015253	0.0164875	0.0681362	0.0276814	0.048678	0.0359643	0.0528748	0.0469485	0.0256181	0.0117124	0.0392883	0.0401796	0.0297512	0.0549847	0.030001	0.0320389	0.0636647	0.214317	0.302124	0.103937	0.379622	3.206096
971	1	-15369.8	-15385.9	16.0791	0.119461	0.10975	0.085033	0.127754	0.126216	0.0698473	0.109549	0.0768263	0.0887285	0.149275	0.0718607	0.0761091	0.101593	0.103114	0.0979541	0.127891	0.124851	0.11683	0.0982945	0.078648	0.0841194	0.0818943	0.164811	0.0211305	0.0319229	0.0264271	0.0341249	0.0136118	0.0514402	0.0364774	0.0749852	0.0155992	0.0366273	0.0323178	0.0297963	0.0310002	0.0366306	0.0377177	0.0383525	0.0221132	0.0155935	0.0262326	0.0576567	0.221911	0.304432	0.103201	0.370456	3.06017
972	0	-15369	-15384	14.9921	0.116413	0.0913054	0.0907752	0.0903278	0.0994007	0.0843644	0.122997	0.0844407	0.0872364	0.192042	0.082949	0.0910208	0.0882991	0.0957214	0.104121	0.121633	0.123373	0.116323	0.106981	0.0812809	0.0864577	0.0728379	0.176441	0.0341832	0.0316438	0.0424266	0.0251644	0.017916	0.0874424	0.0255963	0.0562661	0.0402499	0.0395019	0.0407777	0.0323588	0.0238486	0.0320035	0.033613	0.032913	0.0409963	0.0471915	0.0307986	0.0472377	0.221509	0.308185	0.0937672	0.37654	3.168869
973	1	-15392.1	-15407.1	15.0278	0.113319	0.107571	0.0927274	0.0882913	0.102866	0.0608135	0.113189	0.0741758	0.0759112	0.205443	0.0978787	0.0918857	0.0765011	0.0866986	0.133978	0.137644	0.118109	0.109503	0.118305	0.0976306	0.0919773	0.0743037	0.171163	0.0178633	0.0444535	0.0478422	0.0268168	0.00561824	0.0605486	0.0294079	0.0753687	0.0226485	0.0382664	0.0349324	0.032725	0.0110589	0.0657687	0.0273135	0.0417464	0.0478231	0.0185287	0.032224	0.0444663	0.201101	0.298605	0.107127	0.393167	3.165306
974	0	-15374	-15388	14.0126	0.144098	0.091953	0.105714	0.112551	0.118121	0.0826402	0.131152	0.0902422	0.102165	0.164944	0.0767557	0.0781839	0.0981496	0.0995388	0.104574	0.118689	0.12163	0.116876	0.124332	0.0701408	0.106314	0.0985001	0.16235	0.0302747	0.0297103	0.0477281	0.0155379	0.0265069	0.0874424	0.0321285	0.0500745	0.0268395	0.0405256	0.033773	0.025936	0.0120027	0.0361873	0.0429522	0.0268675	0.0422099	0.0647796	0.024704	0.0510322	0.232806	0.279395	0.0991864	0.388613	3.266828
975	1	-15378.7	-15394.6	15.8955	0.125083	0.104056	0.0927034	0.108934	0.105033	0.0934781	0.132267	0.0671131	0.0893113	0.163058	0.0683053	0.0728447	0.086819	0.0724677	0.140576	0.133497	0.118109	0.0881222	0.0989577	0.069331	0.0817479	0.0774985	0.183426	0.0252425	0.0259112	0.0637171	0.0184749	0.0141873	0.0456455	0.0367202	0.0695857	0.0134787	0.0611697	0.0360051	0.0375517	0.0195148	0.0410424	0.0242474	0.0472185	0.0289697	0.0223222	0.0271967	0.0475886	0.215577	0.284598	0.101965	0.39786	3.078529
976	0	-15368.4	-15384	15.6036	0.13744	0.0962113	0.100898	0.0878128	0.114355	0.0742398	0.115968	0.0856189	0.0862287	0.145559	0.0609213	0.0881562	0.0799809	0.0934764	0.10654	0.12952	0.119941	0.12291	0.112765	0.0791521	0.0775024	0.0898439	0.190814	0.0358785	0.0225856	0.0409522	0.0108657	0.0203574	0.0842722	0.031577	0.0476343	0.0253043	0.0392539	0.032897	0.0296998	0.0114127	0.0465548	0.0346905	0.0382073	0.0338928	0.0531421	0.0216628	0.0510322	0.218359	0.293676	0.102783	0.385183	3.107728
977	1	-15373.3	-15388.3	15.0821	0.134273	0.0887619	0.120379	0.0961587	0.121699	0.0617389	0.101736	0.087324	0.0903021	0.183536	0.0750671	0.0843929	0.0835414	0.0958987	0.105774	0.125888	0.13187	0.0946163	0.119794	0.0871599	0.0886686	0.0860097	0.167397	0.0332415	0.0401233	0.051388	0.028571	0.0245557	0.0535897	0.0332236	0.0839867	0.0180188	0.0405232	0.0366081	0.0263994	0.0196703	0.0229132	0.0262578	0.0403481	0.0276248	0.0299435	0.0491923	0.041709	0.212538	0.310671	0.104702	0.372089	3.159874
978	0	-15386.1	-15401.4	15.3004	0.0999309	0.104715	0.0940824	0.0990683	0.113205	0.0702124	0.118039	0.0732277	0.119652	0.167466	0.0581155	0.0854595	0.108528	0.0907853	0.105579	0.134283	0.142795	0.133859	0.113675	0.0850646	0.0801826	0.0752879	0.15819	0.04438	0.0170581	0.0317216	0.011539	0.0208085	0.0735867	0.0371663	0.0570483	0.023089	0.0430583	0.0274511	0.0449277	0.00353683	0.0368628	0.0215442	0.0352812	0.0369437	0.0445834	0.0441673	0.0518897	0.225501	0.278366	0.108861	0.387272	3.138046
979	1	-15370.3	-15385.1	14.7942	0.12246	0.104303	0.123489	0.123278	0.109152	0.0706596	0.115031	0.0793343	0.0906939	0.157202	0.0833552	0.0925373	0.0875293	0.0877374	0.118334	0.119115	0.128536	0.112135	0.13107	0.0727541	0.0658411	0.0882588	0.163627	0.0162121	0.028226	0.0482702	0.0292835	0.0275994	0.0524267	0.0218847	0.092607	0.0163816	0.0566964	0.0419236	0.0320962	0.0268145	0.039051	0.0281706	0.0471513	0.0229759	0.0200373	0.0381172	0.0563032	0.21092	0.31071	0.105854	0.372516	3.188662
980	0	-15374.7	-15390	15.3832	0.131078	0.114453	0.0883582	0.101946	0.104892	0.0898158	0.111415	0.0773822	0.0799668	0.171532	0.0840627	0.0919149	0.0864567	0.0741222	0.116933	0.12718	0.131381	0.122204	0.114324	0.0674192	0.0848529	0.0888423	0.159278	0.0407223	0.0226541	0.044558	0.0284214	0.0325362	0.0701577	0.0290594	0.0400617	0.023089	0.039193	0.0235609	0.0438907	0.00309424	0.0370386	0.0172928	0.0194334	0.0485311	0.0486981	0.0230261	0.0749399	0.223842	0.293566	0.104084	0.378507	3.129767
981	1	-15375.9	-15390.3	14.4383	0.126995	0.0994534	0.104839	0.0926067	0.113423	0.095316	0.116788	0.075777	0.115931	0.157202	0.0806696	0.102099	0.0973561	0.0922662	0.130723	0.119115	0.120284	0.0954265	0.143644	0.0667021	0.108917	0.0975326	0.145355	0.021421	0.0323642	0.0429708	0.0294827	0.0149884	0.0464491	0.0275427	0.110009	0.0248939	0.0469016	0.0364891	0.0320962	0.0246876	0.0393137	0.0380681	0.0360181	0.0282034	0.0177641	0.030054	0.0461141	0.224017	0.287187	0.102574	0.386221	3.224253
982	0	-15374	-15389.1	15.094	0.114341	0.107784	0.0809407	0.129991	0.102238	0.0823962	0.113688	0.0802842	0.107485	0.156867	0.0694804	0.0902622	0.10047	0.065884	0.101255	0.143677	0.124317	0.111685	0.125209	0.0805304	0.103546	0.0788871	0.175833	0.0357383	0.0143271	0.0499764	0.0290172	0.0347461	0.0704252	0.033734	0.0345142	0.0272036	0.0348708	0.0440106	0.0346583	0.0139016	0.032664	0.0267851	0.0330494	0.0478179	0.0524721	0.015077	0.0466442	0.213494	0.306544	0.110777	0.369184	3.158683
983	1	-15377.6	-15392.9	15.3072	0.106193	0.10688	0.0871519	0.115136	0.0997287	0.0827949	0.121246	0.0754289	0.0805746	0.168597	0.0763343	0.0834132	0.0952441	0.101289	0.110012	0.12058	0.147213	0.128339	0.104854	0.0797066	0.0867847	0.0636139	0.188257	0.00942952	0.0285391	0.0319683	0.0435655	0.026992	0.0442331	0.0327251	0.0747924	0.0283445	0.0537182	0.0370417	0.0168463	0.0259387	0.0381025	0.0410786	0.0470045	0.0342392	0.0146118	0.0370684	0.0417534	0.227405	0.289472	0.109747	0.373377	3.137365
984	0	-15377.3	-15392	14.6276	0.137843	0.107642	0.0989757	0.0924662	0.105515	0.0809378	0.142432	0.0754697	0.0867049	0.167897	0.0876789	0.0863077	0.0872355	0.0784821	0.102171	0.143559	0.140904	0.117897	0.104854	0.0967979	0.100994	0.0788111	0.16123	0.0259366	0.0112727	0.0648348	0.0163292	0.0441181	0.0906821	0.0344268	0.044749	0.0263399	0.0465538	0.037892	0.0310532	0.0141633	0.0361415	0.0254186	0.0264609	0.0398858	0.0536905	0.00814192	0.0444323	0.220984	0.301759	0.100744	0.376513	3.205328
985	1	-15381.2	-15394.8	13.6424	0.130886	0.101662	0.105085	0.124924	0.122217	0.0735907	0.133929	0.0832747	0.0906831	0.184838	0.0660149	0.089045	0.0685601	0.0941588	0.126921	0.145139	0.109784	0.129391	0.128216	0.0746797	0.104519	0.0777482	0.18296	0.03577	0.027825	0.0453275	0.0403073	0.0266382	0.0540862	0.0409079	0.0910524	0.0135398	0.0438484	0.0508822	0.0281472	0.0139069	0.0457747	0.029788	0.0346111	0.0179695	0.0180655	0.0458838	0.0512886	0.224307	0.299194	0.103487	0.373012	3.303846
986	0	-15374.2	-15388.8	14.6248	0.117462	0.0944	0.0968039	0.116657	0.110673	0.0809378	0.108386	0.0812999	0.115996	0.159893	0.0807439	0.0792693	0.113461	0.0869387	0.112824	0.118302	0.136913	0.132453	0.123095	0.0781257	0.0791874	0.0860238	0.176639	0.0433419	0.0137523	0.0596052	0.0254134	0.0246073	0.0790142	0.0218268	0.0344719	0.0253111	0.043693	0.0463286	0.0324393	0.0252331	0.036094	0.0243172	0.0205704	0.038421	0.0710878	0.0132126	0.0403743	0.228109	0.306324	0.0972171	0.36835	3.205599
987	1	-15385.8	-15401.8	15.9162	0.118703	0.106799	0.0895627	0.0897952	0.120377	0.0543509	0.127868	0.0931634	0.105591	0.174409	0.0710029	0.0798523	0.091895	0.0915485	0.095667	0.125832	0.121378	0.108773	0.128216	0.0777797	0.0881135	0.076634	0.175184	0.031238	0.0318895	0.0593401	0.011425	0.0139657	0.0292269	0.0383304	0.0737043	0.0256238	0.0530216	0.042403	0.0290215	0.0199619	0.0406838	0.0165863	0.0427985	0.0126301	0.0264715	0.0242809	0.0413624	0.232015	0.293599	0.107134	0.367252	3.07646
988	0	-15370	-15385.3	15.3179	0.131539	0.0897513	0.106273	0.100108	0.114446	0.0908563	0.135719	0.103837	0.0770002	0.149873	0.0738655	0.0814507	0.096735	0.104543	0.0933305	0.134301	0.130346	0.0956336	0.122069	0.0739306	0.106188	0.0834386	0.159335	0.0345533	0.0157169	0.0457674	0.0317984	0.0286408	0.0686151	0.0246499	0.0351138	0.0317757	0.0333834	0.0240066	0.0290362	0.0200287	0.0462957	0.021361	0.0268583	0.0366477	0.0512653	0.0159163	0.0602912	0.214284	0.301192	0.100492	0.384031	3.13629
989	1	-15377.5	-15392.4	14.8457	0.133223	0.0838196	0.102591	0.0922159	0.100011	0.0741878	0.107777	0.0675101	0.0903012	0.162372	0.0805883	0.0963574	0.128541	0.119152	0.104739	0.130372	0.130018	0.143797	0.109833	0.06315	0.0826233	0.0800044	0.172196	0.0174619	0.0261966	0.0534844	0.0327831	0.0212619	0.0557788	0.0330717	0.0693137	0.0172954	0.0446336	0.0332331	0.0301135	0.0191101	0.0522862	0.0319722	0.0518425	0.0328915	0.0261151	0.0287368	0.0505473	0.213979	0.2897	0.109385	0.386936	3.183509
990	0	-15377.8	-15392.1	14.3105	0.119383	0.098214	0.101551	0.117547	0.121167	0.0824708	0.135952	0.0825424	0.0819287	0.17177	0.069551	0.0823146	0.0975272	0.091392	0.108835	0.152917	0.117381	0.132882	0.105724	0.0648493	0.0906528	0.0817654	0.169173	0.0494609	0.0261889	0.0389359	0.0211119	0.0293826	0.094835	0.0342245	0.0374843	0.0284004	0.0309713	0.0353839	0.0192996	0.0235213	0.0382949	0.0282225	0.0305137	0.0597422	0.0571423	0.0351434	0.0412876	0.21039	0.309832	0.107275	0.372503	3.237037
991	1	-15375.7	-15391.8	16.0427	0.147761	0.0771474	0.101199	0.0920956	0.108752	0.0851602	0.114314	0.0626445	0.0903733	0.137391	0.0893781	0.0784828	0.0894362	0.0840833	0.115237	0.129264	0.138086	0.102522	0.109833	0.0777479	0.0898855	0.0943788	0.163282	0.0405791	0.0320945	0.0400459	0.0213697	0.0126008	0.039249	0.0416474	0.0905478	0.017173	0.0427658	0.0332331	0.0227266	0.0230609	0.0249834	0.0169129	0.0384776	0.028287	0.0214932	0.0364709	0.0616401	0.207825	0.294692	0.106461	0.391023	3.063812
992	0	-15369.5	-15384.7	15.2097	0.113813	0.0903629	0.105012	0.0905096	0.0994252	0.0928487	0.132714	0.0868583	0.0902039	0.174388	0.0779122	0.0804659	0.104944	0.0867522	0.102638	0.127066	0.109061	0.111735	0.119937	0.0818714	0.0997923	0.0799633	0.150586	0.0324912	0.0237973	0.050057	0.0211119	0.0293419	0.0654535	0.0229635	0.0472008	0.0384566	0.061383	0.0362671	0.0241413	0.0253583	0.0319705	0.0306641	0.036386	0.0464042	0.0500723	0.0303256	0.0344112	0.226066	0.291373	0.0996247	0.382937	3.147116
993	1	-15391.6	-15405.6	13.9932	0.134862	0.107482	0.122997	0.084153	0.124832	0.0859739	0.149634	0.0886507	0.0795465	0.1807	0.0893781	0.0642749	0.105857	0.101069	0.144705	0.176262	0.0966532	0.110236	0.111638	0.0739247	0.095332	0.0633359	0.145334	0.0207511	0.0279037	0.0557816	0.028184	0.018173	0.0497145	0.0338283	0.101645	0.0186468	0.0488772	0.0353013	0.021783	0.0179658	0.049419	0.0237163	0.0370776	0.0372461	0.0363182	0.0330137	0.0365886	0.22265	0.297094	0.104758	0.375497	3.268766
994	0	-15373.9	-15389.3	15.4099	0.113813	0.104934	0.0860832	0.084638	0.116669	0.0917292	0.105496	0.0892603	0.103412	0.174373	0.0640131	0.0804659	0.0974777	0.0890958	0.109611	0.117019	0.138838	0.136456	0.101043	0.0753445	0.0857808	0.0792881	0.156277	0.0444808	0.00757405	0.0628378	0.0328256	0.0290978	0.0927696	0.0325707	0.0314981	0.0209795	0.0459694	0.0321781	0.0218773	0.0219292	0.0408835	0.020145	0.0189313	0.0436249	0.0392965	0.0211607	0.0653496	0.227439	0.295167	0.0972959	0.380098	3.127098
995	1	-15372.7	-15388	15.2715	0.117617	0.110235	0.114039	0.117006	0.123357	0.0855679	0.133725	0.080664	0.0884268	0.16294	0.0852879	0.0830689	0.0905737	0.096905	0.0945565	0.120633	0.13864	0.141148	0.112675	0.0701857	0.0773499	0.079598	0.150908	0.0207511	0.0267755	0.0499235	0.0218721	0.0177145	0.0576519	0.0369964	0.0745364	0.0115094	0.0281285	0.0431873	0.0308188	0.0214702	0.0320472	0.0246958	0.0347466	0.0275326	0.0214187	0.0311422	0.0529068	0.207543	0.300776	0.100888	0.390792	3.140933
996	0	-15375.2	-15390.1	14.9104	0.108663	0.101866	0.103185	0.110973	0.104117	0.08774	0.107182	0.0718875	0.0896079	0.186102	0.0807071	0.0949506	0.0962354	0.0879027	0.111583	0.157503	0.132899	0.115134	0.129988	0.0703902	0.0797661	0.0834309	0.147541	0.0511285	0.0180672	0.0455793	0.0320028	0.0150911	0.0856069	0.0240283	0.0396135	0.0187742	0.0419759	0.0330173	0.0314459	0.0198148	0.0397846	0.0312893	0.0243131	0.0347515	0.03958	0.0328242	0.0590055	0.223612	0.300182	0.103624	0.372582	3.177048
997	1	-15371.9	-15387.1	15.2759	0.108011	0.117992	0.098387	0.112247	0.103916	0.0931465	0.102238	0.0825896	0.106607	0.147351	0.0810392	0.0873167	0.101725	0.1036	0.114272	0.131007	0.130514	0.119296	0.102362	0.080575	0.0793291	0.0703464	0.182665	0.0421193	0.0400441	0.038077	0.0284399	0.0120276	0.0517621	0.032837	0.0818262	0.0165746	0.0450402	0.0331659	0.0291426	0.0174235	0.0505271	0.0250132	0.0342352	0.0164973	0.0127263	0.0279841	0.0484999	0.219423	0.299838	0.10214	0.378598	3.140495
998	0	-15374.7	-15389.5	14.7611	0.107937	0.0925632	0.104705	0.0893316	0.11355	0.08774	0.138584	0.0729435	0.0954951	0.173693	0.0827706	0.088912	0.107496	0.0922575	0.0900768	0.126106	0.128505	0.131127	0.116582	0.0721207	0.101941	0.106882	0.157517	0.0360474	0.0236551	0.0700562	0.0149049	0.025914	0.0734453	0.0367472	0.0349937	0.0224256	0.0428578	0.031849	0.0314459	0.0201373	0.0337966	0.0317488	0.0398061	0.0380442	0.0487451	0.0130378	0.0434823	0.213596	0.285443	0.109725	0.391236	3.191978
999	1	-15368	-15383.6	15.5888	0.131553	0.0870927	0.0944916	0.091744	0.111423	0.0819883	0.13039	0.083799	0.0973674	0.163982	0.0624795	0.104513	0.10414	0.103314	0.0921425	0.12988	0.135744	0.111919	0.11056	0.091709	0.0826726	0.0703464	0.14115	0.0310379	0.0372592	0.0630687	0.0321089	0.0194342	0.0451367	0.0381566	0.078452	0.01464	0.0419918	0.0303762	0.0191891	0.0194054	0.0386785	0.0224726	0.0386017	0.0264059	0.0206323	0.0339039	0.0438513	0.214302	0.304808	0.099938	0.380952	3.109206
1000	0	-15380.1	-15394.6	14.536	0.0975124	0.108905	0.101711	0.0904929	0.0894519	0.0919796	0.120255	0.0822644	0.0998529	0.170111	0.08054	0.0930306	0.0931148	0.074455	0.107933	0.138066	0.129397	0.128704	0.118754	0.0851174	0.107074	0.0815582	0.157668	0.0413661	0.0337342	0.0680014	0.0188463	0.0376911	0.0827374	0.0417131	0.0374218	0.0167234	0.037613	0.0504312	0.0282588	0.0115966	0.0344317	0.0382721	0.0247464	0.0406007	0.0477484	0.0354775	0.0391205	0.224839	0.291078	0.108229	0.375854	3.21448
1001	1	-15378.7	-15393	14.2328	0.151351	0.0824401	0.0922456	0.112799	0.100985	0.0741049	0.137496	0.076958	0.0857149	0.165813	0.0743019	0.0684862	0.115234	0.0996324	0.10343	0.107608	0.129425	0.123953	0.137067	0.0864499	0.0877644	0.0847733	0.193336	0.0233618	0.0354443	0.0406673	0.0340005	0.0363553	0.0504837	0.0347216	0.0646766	0.0254619	0.0382832	0.044198	0.0203719	0.0422283	0.0554506	0.0242482	0.0535398	0.0286601	0.0235699	0.0301036	0.047609	0.221833	0.306285	0.100604	0.371278	3.244805
1002	0	-15381.8	-15396.1	14.3187	0.134481	0.116973	0.091022	0.0924218	0.113563	0.103152	0.159689	0.0848126	0.090889	0.166873	0.0897493	0.0955252	0.0900419	0.102066	0.102081	0.118021	0.116102	0.126706	0.147988	0.0776307	0.0776401	0.0674475	0.181545	0.0526061	0.0123508	0.0367969	0.0213027	0.0386309	0.0719087	0.0233446	0.0550258	0.0181075	0.0361644	0.0409982	0.0193658	0.0128808	0.0391907	0.0195204	0.0274803	0.0340341	0.0515086	0.018064	0.0605125	0.221906	0.307369	0.103897	0.366828	3.236213
1003	1	-15376.6	-15392.7	16.0844	0.13375	0.0928803	0.102732	0.0820042	0.0976514	0.0783267	0.128674	0.0841358	0.105428	0.158322	0.066188	0.0761641	0.0899361	0.0803997	0.124592	0.140123	0.144927	0.128622	0.116764	0.0539652	0.0696908	0.076126	0.140895	0.0221262	0.0313202	0.028425	0.0340005	0.0133736	0.0504508	0.0465405	0.078384	0.0114963	0.0396234	0.041227	0.0170655	0.0208568	0.0449165	0.0312064	0.0492312	0.0252019	0.0247631	0.0428592	0.0342753	0.217721	0.294749	0.108239	0.379292	3.059641
1004	0	-15378.8	-15392.8	14.0554	0.118442	0.0874679	0.107868	0.0924218	0.0965461	0.099824	0.14666	0.070042	0.0965765	0.181207	0.0746245	0.0805342	0.105271	0.126001	0.121178	0.130696	0.112896	0.128352	0.110848	0.0791805	0.0777179	0.0758303	0.191926	0.0417274	0.0103004	0.0645677	0.019403	0.0215938	0.077062	0.0289837	0.0486587	0.0315274	0.0269847	0.0424105	0.0323268	0.0111783	0.0482822	0.0388168	0.0293034	0.0646662	0.0515086	0.0184386	0.0426911	0.219324	0.295763	0.108105	0.376808	3.262542
1005	1	-15379.2	-15395.3	16.0904	0.146399	0.092076	0.0923194	0.0845847	0.111426	0.0869447	0.120016	0.0657667	0.102617	0.160758	0.0817983	0.0645671	0.103984	0.0892773	0.124592	0.111507	0.12761	0.112058	0.130312	0.0557971	0.0684597	0.0730947	0.158697	0.0405486	0.0163869	0.0549572	0.024892	0.0137039	0.0565261	0.0279984	0.0652108	0.00793001	0.0344305	0.0446125	0.0273863	0.0307036	0.0449165	0.0312064	0.0352107	0.0282937	0.0266644	0.0464612	0.036342	0.212565	0.309257	0.102646	0.375532	3.059043
1006	0	-15383.9	-15398.3	14.452	0.124625	0.0939995	0.110254	0.111993	0.108171	0.0896687	0.1077	0.0778687	0.102371	0.169003	0.0757651	0.0906066	0.0980899	0.0799516	0.110522	0.1369	0.140153	0.124088	0.108434	0.0795678	0.0863707	0.0857716	0.166673	0.0508145	0.0137605	0.0494406	0.0089836	0.0272521	0.0878493	0.042877	0.0449395	0.0308191	0.0233231	0.0371074	0.0220113	0.0115233	0.0545118	0.0297233	0.0261286	0.0447304	0.0310898	0.0509885	0.056465	0.22975	0.274766	0.100451	0.395033	3.222886
1007	1	-15373.6	-15388	14.4168	0.133859	0.10279	0.0984617	0.0961207	0.108444	0.0917955	0.128966	0.0745598	0.100276	0.162675	0.0797337	0.0863629	0.113909	0.0801487	0.106882	0.134164	0.149407	0.151378	0.111632	0.0674472	0.0743369	0.0797174	0.16359	0.0302268	0.0402914	0.0494206	0.0364558	0.0238057	0.0570383	0.0188548	0.0779833	0.0174648	0.039661	0.0419794	0.0298891	0.026168	0.0374703	0.0169732	0.049274	0.0232302	0.0344933	0.0342207	0.0448432	0.215913	0.293859	0.102335	0.387894	3.226399
1008	0	-15373.1	-15388.4	15.2693	0.151802	0.106743	0.0910861	0.0958258	0.0901565	0.0779226	0.11632	0.0749113	0.100117	0.158968	0.0774665	0.067927	0.109886	0.0873486	0.100907	0.122919	0.132919	0.103277	0.104435	0.0675293	0.106956	0.0874985	0.189742	0.045263	0.00753235	0.0414216	0.0212368	0.0176821	0.088669	0.0429218	0.0417407	0.0305579	0.040388	0.0377331	0.0253388	0.028212	0.0411151	0.0245113	0.0362928	0.0447304	0.0375627	0.0193788	0.0461979	0.227174	0.282327	0.1064	0.384099	3.141149
1009	1	-15381.4	-15396.1	14.7179	0.133859	0.0858809	0.102623	0.104002	0.143065	0.0760938	0.120974	0.0851593	0.0775545	0.183433	0.0827052	0.076896	0.0959932	0.0963417	0.105103	0.12761	0.121753	0.0833825	0.1254	0.0956128	0.0872223	0.102048	0.181662	0.0159126	0.0338796	0.0323559	0.0391039	0.00966038	0.0366236	0.0283957	0.0610177	0.0101676	0.0555364	0.0386116	0.0385799	0.0256434	0.0340365	0.0385877	0.0424261	0.0216428	0.0248428	0.0476947	0.0671984	0.224225	0.30581	0.102106	0.367859	3.196293
