Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
37	1	-13201	-13167.9	-33.1179	0.3029909	0.379372	0.163494	0.196591	0.108891	0.238905	0.134096	0.19661	0.173181	0.174278	0.327502	0.115921	0.117909	0.187189	0.25896	0.147392	0.312849	0.233863	0.196352	0.222654	0.0695747	0.151499	0.0833132	0.535777	0.16979	0.0576252	0.121113	0.0720629	0.10468	0.0418188	0.0354779	0.0976119	0.0384679	0.175689	0.109926	0.0563584	0.218829	0.0794692	0.0389046	0.0473742	0.211355	0.108483	0.0834245	0.0219207	0.0393471	0.326035	0.0614646	0.0190974	0.519049	0.0350068	0.00554106	0.106824	0.600792	3.28684	0.32003	0.384198	0.0757612	0.22001	6.616553
38	0	-13204.4	-13181.7	-22.7722	0.3035174	0.296896	0.12815	0.197813	0.0844244	0.213548	0.125023	0.140131	0.143872	0.132873	0.294103	0.1234	0.0961817	0.134736	0.22537	0.162453	0.268692	0.190657	0.191304	0.19497	0.0876575	0.0997841	0.0752381	0.363489	0.0453549	0.0751787	0.0972237	0.0868115	0.007952	0.0760237	0.155913	0.0586781	0.0960063	0.188723	0.0957798	0.091203	0.0505172	0.0587436	0.0251637	0.244181	0.0380069	0.0234094	0.055977	0.0403731	0.0484375	0.296351	0.0615452	0.00973362	0.537731	0.0462014	0.00558497	0.107234	0.601663	3.28552	0.319522	0.379008	0.0892856	0.212184	5.581987
39	1	-13197.6	-13169.5	-28.0875	0.3031529	0.197842	0.102337	0.157502	0.150265	0.267781	0.124296	0.207631	0.129149	0.1935	0.28836	0.114113	0.133084	0.183769	0.240597	0.171809	0.337558	0.282746	0.17382	0.197864	0.0927649	0.135127	0.0846718	0.467944	0.172352	0.0373468	0.0778463	0.0698945	0.101209	0.0343984	0.089278	0.0950705	0.00515306	0.109677	0.0453219	0.0284218	0.215542	0.0936054	0.0149256	0.0773686	0.17278	0.124964	0.07264	0.0411841	0.0392252	0.325026	0.0612742	0.0222694	0.517442	0.0347635	0.00555455	0.10695	0.60106	3.28644	0.32003	0.384198	0.0757612	0.22001	6.113511
40	0	-13199	-13169.4	-29.6293	0.3195089	0.30815	0.150767	0.137943	0.117706	0.184189	0.0840282	0.204293	0.122141	0.147397	0.327678	0.124023	0.133931	0.249306	0.217299	0.21807	0.325019	0.248074	0.218601	0.258489	0.0994525	0.085643	0.1014	0.368147	0.0899254	0.133272	0.0763259	0.0757786	0.0133984	0.128346	0.197701	0.0319848	0.0876588	0.251205	0.0752772	0.10175	0.0752288	0.0676059	0.0415428	0.163867	0.0609594	0.049062	0.0446567	0.0704004	0.045056	0.299435	0.0621857	0.0177092	0.543327	0.0322875	0.00701066	0.119732	0.627157	3.2461	0.320256	0.379139	0.0848365	0.215769	6.267695
41	1	-13197.7	-13166	-31.7089	0.3047465	0.27308	0.117025	0.160376	0.142554	0.247549	0.176666	0.27121	0.133784	0.137892	0.365464	0.116011	0.163004	0.215218	0.212794	0.202817	0.287549	0.302291	0.273056	0.275492	0.0983559	0.16619	0.0719969	0.431289	0.194329	0.050667	0.0440823	0.0817305	0.0852799	0.0539806	0.0974632	0.0960594	0.0265158	0.103727	0.0761244	0.0143274	0.112682	0.0928407	0.0207352	0.0685333	0.191632	0.11395	0.0628028	0.0465315	0.0390857	0.32387	0.0602352	0.0144976	0.515602	0.04671	0.00568823	0.108192	0.603689	3.28243	0.32003	0.384198	0.0757612	0.22001	6.475657
42	0	-13198.7	-13170.2	-28.5176	0.3342669	0.288789	0.173232	0.157293	0.0926435	0.245411	0.110224	0.19799	0.143341	0.152104	0.402877	0.106775	0.147164	0.155725	0.182253	0.168928	0.244073	0.281613	0.203499	0.209351	0.127614	0.11104	0.140261	0.385016	0.0393947	0.136746	0.0687018	0.0886258	0.00600103	0.165652	0.197701	0.0360607	0.120279	0.193729	0.0894497	0.0942377	0.0235384	0.0587121	0.0322709	0.191049	0.0367866	0.0255641	0.0617462	0.0630622	0.0477164	0.297842	0.0665218	0.0167833	0.54547	0.0256674	0.00848213	0.131283	0.649107	3.21113	0.320256	0.379139	0.0848365	0.215769	6.156525
43	1	-13207.1	-13174.8	-32.3752	0.316417	0.274813	0.113905	0.199805	0.0822035	0.254273	0.139374	0.204786	0.14885	0.176375	0.344796	0.0699698	0.16746	0.190635	0.328423	0.268685	0.277966	0.251477	0.195242	0.249368	0.147618	0.13929	0.133335	0.450523	0.136578	0.0325892	0.0701175	0.0133116	0.0554099	0.0355744	0.0610518	0.107709	0.056607	0.15348	0.051072	0.0197396	0.183648	0.11138	0.0387983	0.0615956	0.29506	0.15345	0.0536556	0.0422845	0.0400505	0.352506	0.0617221	0.0150494	0.484229	0.0464428	0.00672118	0.117312	0.62237	3.2536	0.317343	0.385717	0.0760606	0.22088	6.542287
44	0	-13191.1	-13164.1	-27.0264	0.3112619	0.288441	0.151388	0.135193	0.152355	0.198288	0.145088	0.217064	0.127862	0.159729	0.39457	0.0931054	0.135143	0.179952	0.201293	0.187584	0.271494	0.26928	0.209108	0.17384	0.100348	0.12219	0.0930235	0.393808	0.0804236	0.136366	0.063737	0.0641667	0.00785625	0.141417	0.170899	0.0515023	0.0644948	0.194573	0.0537749	0.0545246	0.0435309	0.0843905	0.0282746	0.148801	0.0644906	0.0392032	0.0412829	0.073547	0.0465928	0.290828	0.0649554	0.0184404	0.532625	0.0465577	0.00625324	0.11328	0.61424	3.26623	0.321188	0.377332	0.0850834	0.216397	6.007403
45	1	-13198.9	-13167	-31.8311	0.3038169	0.250998	0.129591	0.199343	0.153664	0.205175	0.143643	0.254603	0.125791	0.16619	0.304464	0.131238	0.153535	0.202695	0.171886	0.210767	0.292185	0.243242	0.255732	0.204698	0.0930618	0.189369	0.125783	0.484321	0.183447	0.059308	0.0399248	0.0841665	0.0457085	0.0366961	0.0562426	0.0899829	0.0571579	0.161908	0.0703965	0.0376069	0.203066	0.0511686	0.0239367	0.0413704	0.314601	0.159183	0.0551477	0.0248782	0.0396811	0.347632	0.0608686	0.0138018	0.495194	0.0428231	0.00561004	0.107468	0.602158	3.28476	0.317113	0.385436	0.0760053	0.221446	6.487873
46	0	-13190.9	-13168	-22.8721	0.2985102	0.207218	0.0924361	0.190581	0.154576	0.157999	0.141238	0.192814	0.123376	0.129868	0.278158	0.0994724	0.122248	0.191702	0.176142	0.19115	0.266733	0.241744	0.191457	0.181522	0.0794914	0.109275	0.0579533	0.438002	0.0564058	0.137782	0.0539433	0.0893782	0.0235774	0.144967	0.189453	0.0517606	0.0518543	0.188682	0.0493008	0.0440407	0.0286646	0.09822	0.0205797	0.168865	0.0660647	0.0108845	0.0438333	0.0585636	0.046086	0.309361	0.0581669	0.0117905	0.526832	0.0477637	0.00517524	0.103337	0.593292	3.2982	0.353962	0.359114	0.0809755	0.205949	5.591977
47	1	-13201.9	-13172.8	-29.1913	0.3251685	0.314199	0.132662	0.159909	0.13986	0.181319	0.145851	0.214874	0.118739	0.173879	0.264013	0.121462	0.11853	0.213898	0.224756	0.19349	0.323657	0.328639	0.216313	0.219377	0.127973	0.107843	0.0782083	0.452689	0.218318	0.0365924	0.0530416	0.058201	0.0732986	0.0392813	0.0196923	0.11396	0.0338418	0.159853	0.028403	0.0865207	0.161147	0.0516729	0.0181568	0.0747652	0.139752	0.191283	0.0623764	0.0316018	0.0369847	0.329991	0.0657124	0.0163127	0.507143	0.0438564	0.00755749	0.124163	0.635747	3.23253	0.31889	0.387597	0.076555	0.216957	6.223896
48	0	-13198.3	-13169	-29.252	0.3273542	0.266286	0.160595	0.169727	0.126695	0.257514	0.13998	0.224244	0.126311	0.153695	0.320604	0.0799658	0.172274	0.202393	0.209098	0.226797	0.274666	0.272174	0.281371	0.211753	0.0711222	0.123829	0.0756437	0.417608	0.050664	0.163267	0.0553796	0.0437542	0.0208532	0.149154	0.265427	0.0733352	0.0988617	0.148913	0.0756996	0.0504515	0.041013	0.0947534	0.00746265	0.134635	0.0497012	0.0203249	0.0429865	0.0789787	0.0481254	0.299915	0.0603642	0.0123123	0.550146	0.0291377	0.00777452	0.125874	0.639006	3.22735	0.334571	0.374772	0.0765394	0.214118	6.229962
49	1	-13194	-13165.6	-28.4148	0.2974941	0.336744	0.192362	0.177715	0.118836	0.23403	0.132529	0.175067	0.15766	0.16009	0.264764	0.122754	0.110858	0.155027	0.224756	0.19349	0.27641	0.241756	0.205754	0.224833	0.0985788	0.150369	0.0818005	0.433923	0.174915	0.0524117	0.0683794	0.0270102	0.0596033	0.0321552	0.0585462	0.131317	0.0138789	0.162816	0.0496449	0.0675928	0.223301	0.0925629	0.001619	0.057202	0.188323	0.109052	0.0944353	0.0113701	0.0393772	0.279197	0.0713969	0.0133675	0.551013	0.0456482	0.00509423	0.102547	0.59157	3.30079	0.325661	0.374595	0.0781805	0.221564	6.146242
50	0	-13195.9	-13170.3	-25.5653	0.2705494	0.276012	0.155355	0.145107	0.146563	0.249154	0.104722	0.191528	0.136188	0.157519	0.281773	0.115779	0.141563	0.167425	0.16561	0.191288	0.282744	0.277654	0.159576	0.183606	0.0885619	0.11034	0.0734228	0.44779	0.0169001	0.134575	0.0993001	0.107839	0.0401775	0.139527	0.229167	0.0280245	0.0815522	0.140164	0.0473408	0.0629027	0.0552785	0.0778761	0.00490969	0.17469	0.0500335	0.0376354	0.0387447	0.0453808	0.0412591	0.310359	0.0624665	0.0127411	0.547785	0.025389	0.00321082	0.0818812	0.542866	3.37204	0.327608	0.374547	0.0838554	0.21399	5.861299
51	1	-13198	-13171.8	-26.1726	0.2922936	0.266362	0.165124	0.185677	0.12042	0.143546	0.125812	0.197883	0.123405	0.139546	0.326207	0.139746	0.0901686	0.193765	0.224756	0.205495	0.288274	0.319536	0.213859	0.196998	0.0693895	0.128745	0.0817265	0.412106	0.188083	0.056789	0.0757966	0.0256754	0.05384	0.0463278	0.0364782	0.069965	0.0475325	0.14612	0.0487854	0.0522961	0.207911	0.068755	0.0200118	0.0398575	0.158457	0.109052	0.0943306	0.0174186	0.0350549	0.279486	0.0714707	0.0277031	0.551583	0.0347027	0.00469104	0.0985149	0.582631	3.31416	0.339418	0.375121	0.0782904	0.207171	5.922027
52	0	-13205.8	-13179.7	-26.036	0.3125299	0.310433	0.131769	0.211998	0.125495	0.240998	0.116443	0.134319	0.089162	0.129124	0.336694	0.135526	0.135454	0.246388	0.201956	0.219018	0.256357	0.228042	0.159576	0.257274	0.0959708	0.110521	0.0769034	0.425435	0.0483785	0.0734417	0.0788716	0.0487327	0.0079108	0.120303	0.214888	0.0517833	0.071557	0.225432	0.0570521	0.101326	0.0727103	0.0686967	0.00246886	0.15447	0.0204261	0.0289178	0.0267809	0.0593605	0.0410042	0.291431	0.0767948	0.012625	0.552913	0.0252322	0.00636663	0.114271	0.616257	3.2631	0.337335	0.369128	0.0826423	0.210894	5.908366
53	1	-13199.1	-13172.2	-26.8513	0.3171413	0.318195	0.161517	0.194678	0.104347	0.183814	0.129361	0.201772	0.140307	0.129946	0.309065	0.143273	0.0967331	0.224343	0.17083	0.238534	0.321532	0.241156	0.204407	0.173599	0.0745636	0.151841	0.132826	0.33039	0.177073	0.0759882	0.0433736	0.0603321	0.0863473	0.0355595	0.0613455	0.0898539	0.0299772	0.175589	0.0514362	0.0261945	0.169211	0.0502703	0.00399417	0.0945641	0.18913	0.0940057	0.0797181	0.0189071	0.0343453	0.298235	0.0700241	0.0100718	0.540419	0.0469047	0.0067884	0.117879	0.623497	3.25184	0.339418	0.375121	0.0782904	0.207171	5.989898
54	0	-13191.2	-13163.1	-28.1657	0.3134441	0.328282	0.1322	0.134898	0.14096	0.163747	0.164704	0.168623	0.152616	0.157633	0.285618	0.0835992	0.142844	0.205604	0.240958	0.199022	0.255904	0.237649	0.170018	0.170805	0.0874415	0.128411	0.104441	0.509998	0.0451694	0.102983	0.0493649	0.129577	0.0287439	0.143354	0.171899	0.0431993	0.0974745	0.214366	0.0713162	0.0822253	0.0582522	0.0595767	0.0196391	0.191795	0.0472254	0.0414996	0.0675313	0.0901717	0.0390579	0.277598	0.0731497	0.0197948	0.559298	0.0311014	0.00644907	0.114986	0.617705	3.26086	0.337335	0.369128	0.0826423	0.210894	6.121339
55	1	-13197.8	-13168.4	-29.3566	0.3052244	0.236927	0.135337	0.184454	0.112375	0.231492	0.120395	0.27397	0.0975695	0.141309	0.387934	0.118785	0.131689	0.235135	0.197635	0.165962	0.298915	0.219462	0.246775	0.237525	0.116499	0.14344	0.1202	0.452536	0.162674	0.0731136	0.0285245	0.0588718	0.0553607	0.0478619	0.0950985	0.0773975	0.0338187	0.142434	0.0528086	0.0226139	0.177504	0.103149	0.0146692	0.0399482	0.187914	0.134073	0.0980595	0.0282088	0.0338279	0.293742	0.0689691	0.0175141	0.532276	0.0536705	0.00572867	0.108565	0.604473	3.28123	0.34582	0.378495	0.077316	0.19837	6.240422
56	0	-13197.4	-13168.5	-28.932	0.3036046	0.294707	0.136759	0.162929	0.107646	0.182905	0.135492	0.186307	0.141568	0.111714	0.433433	0.121084	0.13696	0.221097	0.249619	0.211553	0.377843	0.219108	0.187052	0.22078	0.11201	0.0963769	0.0970586	0.437361	0.0447468	0.0927009	0.0918807	0.106589	0.0244972	0.143627	0.22218	0.0184992	0.113498	0.149645	0.0518941	0.0649892	0.0551685	0.0755258	0.00802546	0.140896	0.0289963	0.0466351	0.0350276	0.101582	0.0363647	0.257782	0.0669409	0.0251243	0.590981	0.0228071	0.00559226	0.107302	0.601807	3.2853	0.34499	0.354812	0.0845177	0.21568	6.197967
57	1	-13202	-13178.2	-23.7521	0.2848402	0.26943	0.103437	0.169844	0.128892	0.188996	0.181597	0.192052	0.144942	0.127168	0.230053	0.0791685	0.139746	0.0988161	0.218678	0.201725	0.277536	0.219462	0.176422	0.18847	0.063151	0.171597	0.0689619	0.401564	0.147817	0.05231	0.0700592	0.0346258	0.0558048	0.03183	0.0560818	0.0989963	0.0225095	0.17404	0.0563232	0.0114672	0.199596	0.109802	0.0324034	0.0962109	0.148901	0.129996	0.0476231	0.0618724	0.032245	0.279998	0.0707771	0.0190139	0.558659	0.039307	0.00414634	0.0927666	0.569443	3.33364	0.348617	0.376876	0.0769853	0.197521	5.679978
58	0	-13206.7	-13175.9	-30.8168	0.3285575	0.315098	0.171071	0.184949	0.10311	0.254266	0.163776	0.253514	0.102633	0.186488	0.284706	0.108655	0.137836	0.226848	0.222617	0.191256	0.234774	0.20847	0.266808	0.242969	0.121634	0.115072	0.0904234	0.504908	0.0492627	0.0703111	0.0769658	0.106018	0.0478069	0.0913884	0.199451	0.0679245	0.123071	0.182283	0.051229	0.11098	0.0640593	0.0623018	0.00244914	0.140896	0.0611825	0.0892557	0.0160678	0.0816552	0.0353623	0.28524	0.0650955	0.0244317	0.562418	0.0274528	0.00789539	0.126816	0.640787	3.2245	0.34499	0.354812	0.0845177	0.21568	6.386442
59	1	-13203.1	-13175.1	-28.0632	0.2966258	0.354458	0.15389	0.156739	0.124619	0.218212	0.115259	0.243441	0.116487	0.122409	0.307274	0.12317	0.133468	0.225937	0.180345	0.20061	0.21167	0.241028	0.245532	0.242575	0.0642145	0.135501	0.0660512	0.464823	0.256757	0.072751	0.0351247	0.0612886	0.0998607	0.0253745	0.0685325	0.112786	0.0249849	0.129715	0.0756289	0.00509352	0.169061	0.108292	0.016431	0.0528364	0.131518	0.110731	0.0661008	0.0405036	0.0333158	0.289678	0.073224	0.0190363	0.558202	0.0265441	0.0050256	0.101873	0.590093	3.30301	0.348617	0.376876	0.0769853	0.197521	6.111084
60	0	-13212.3	-13175.6	-36.6648	0.3032569	0.326616	0.132454	0.181454	0.206216	0.220018	0.169789	0.265578	0.181449	0.149941	0.362139	0.148123	0.127605	0.285454	0.325496	0.183504	0.311292	0.255729	0.252242	0.209342	0.122667	0.114914	0.110096	0.47316	0.0875683	0.150008	0.0689976	0.0785111	0.0208922	0.192005	0.150439	0.0254024	0.128004	0.182166	0.0612366	0.105374	0.0564848	0.0707566	0.00238973	0.220018	0.0991596	0.0326985	0.050522	0.0733389	0.0330746	0.308585	0.0608843	0.0157189	0.550814	0.0309226	0.00556322	0.107031	0.601232	3.28617	0.34499	0.354812	0.0845177	0.21568	6.971247
61	1	-13191	-13163	-28.0504	0.3080596	0.250345	0.112108	0.193033	0.110182	0.214834	0.128956	0.243441	0.141643	0.15306	0.342939	0.111534	0.148939	0.202048	0.170218	0.174268	0.27127	0.293757	0.222419	0.238107	0.102434	0.124908	0.0688064	0.489332	0.151704	0.0435385	0.0854011	0.116703	0.0512812	0.0357719	0.0630689	0.111034	0.0264444	0.166463	0.0596211	0.0278059	0.131623	0.0724987	0.0260248	0.0407684	0.164636	0.123467	0.0693223	0.0340494	0.0355075	0.279552	0.0706644	0.0159403	0.57508	0.0232557	0.00597184	0.110778	0.609093	3.27416	0.348662	0.372551	0.076995	0.201793	6.109808
62	0	-13210.1	-13166.8	-43.3574	0.2863791	0.304853	0.132567	0.253424	0.194372	0.244272	0.171168	0.250902	0.233999	0.179958	0.36337	0.124878	0.17363	0.236152	0.250372	0.190134	0.44609	0.310137	0.247167	0.283649	0.0813935	0.155883	0.153416	0.484551	0.0905896	0.162871	0.10843	0.102489	0.0366027	0.158598	0.268711	0.106492	0.147444	0.183961	0.0660485	0.119389	0.0365605	0.118172	0.0147247	0.21024	0.0646401	0.0817491	0.0215199	0.074939	0.0341873	0.282363	0.0557107	0.0213514	0.570805	0.0355822	0.0042556	0.0939501	0.572203	3.32959	0.351928	0.361948	0.0661069	0.220017	7.640509
63	1	-13201	-13172.6	-28.4489	0.2889277	0.255051	0.156864	0.227886	0.0949208	0.227975	0.127511	0.168616	0.125154	0.161528	0.334929	0.109161	0.135106	0.246956	0.315657	0.166434	0.284963	0.26919	0.174992	0.197064	0.113697	0.104123	0.101455	0.475123	0.179673	0.0502996	0.0270488	0.056532	0.0824271	0.0109521	0.0534156	0.0670611	0.0348672	0.170354	0.0751563	0.0518642	0.1103	0.0993485	0.0491296	0.0362872	0.209728	0.11768	0.0393593	0.0538101	0.0338414	0.278563	0.0704037	0.0104799	0.573046	0.0336656	0.00444022	0.0959141	0.576731	3.32291	0.347035	0.370813	0.0813005	0.200851	6.149651
64	0	-13198.8	-13166	-32.8166	0.2914206	0.325453	0.171389	0.194473	0.163552	0.218575	0.167921	0.23549	0.143868	0.129972	0.287216	0.0923479	0.156563	0.192335	0.237159	0.158098	0.352849	0.278506	0.213244	0.240971	0.0709773	0.124062	0.0836606	0.471675	0.0724519	0.138377	0.0558986	0.090906	0.0353818	0.214373	0.192247	0.0694163	0.137012	0.308449	0.0623415	0.0541384	0.0376525	0.0643319	0.0055755	0.13118	0.0842973	0.0516192	0.0221432	0.0482752	0.0314292	0.442783	0.0512162	0.0196288	0.408162	0.0467804	0.00462522	0.0978397	0.581109	3.31643	0.342496	0.367216	0.067069	0.223219	6.586427
65	1	-13203.1	-13172.2	-30.9125	0.3399801	0.287505	0.179384	0.170728	0.0966272	0.198598	0.163824	0.185156	0.172422	0.172722	0.265593	0.107113	0.157863	0.227587	0.183032	0.234353	0.32502	0.26329	0.210683	0.185954	0.10634	0.114359	0.0579258	0.46481	0.159847	0.123664	0.0506562	0.0642903	0.0651331	0.0131729	0.0390109	0.0867385	0.0347923	0.205996	0.0627111	0.0339971	0.182071	0.132998	0.0276933	0.0454644	0.259388	0.137823	0.0624571	0.0772243	0.0363978	0.278924	0.0704949	0.022288	0.558186	0.0337092	0.00909102	0.135747	0.657223	3.19794	0.347035	0.370813	0.0813005	0.200851	6.396015
66	0	-13198.1	-13167.4	-30.7433	0.3074656	0.348169	0.134011	0.169444	0.157065	0.166079	0.164239	0.201944	0.155804	0.182801	0.285733	0.11477	0.11949	0.209214	0.224906	0.183608	0.328459	0.253267	0.237616	0.245041	0.0690691	0.126713	0.127561	0.489207	0.0429674	0.13993	0.0490528	0.0738796	0.0143319	0.127907	0.27356	0.043071	0.0876272	0.238834	0.117479	0.0535258	0.0310461	0.0721799	0.00730586	0.128357	0.0487731	0.0310044	0.0347651	0.0692857	0.0349335	0.370794	0.0569266	0.0316793	0.453671	0.0519962	0.00592043	0.110314	0.60813	3.27564	0.334434	0.37948	0.0681201	0.217965	6.379091
67	1	-13199.8	-13162.8	-37.0076	0.3223484	0.372973	0.129622	0.229949	0.0650611	0.182459	0.150017	0.256747	0.167731	0.185481	0.297071	0.153599	0.130604	0.255816	0.231369	0.235048	0.368974	0.283231	0.210683	0.25655	0.0972824	0.157218	0.121159	0.523322	0.224192	0.0602581	0.0526696	0.0546122	0.0994642	0.0189985	0.064127	0.12374	0.0315877	0.166376	0.0740343	0.031913	0.214545	0.151543	0.0506693	0.0773042	0.173895	0.177454	0.0593827	0.0367969	0.0341484	0.28199	0.0712697	0.0152184	0.564321	0.0330528	0.00728228	0.121955	0.631494	3.23927	0.341629	0.367837	0.0775046	0.213029	7.00553
68	0	-13189.7	-13162	-27.7531	0.3079407	0.289673	0.149909	0.177059	0.128507	0.211648	0.117061	0.199615	0.153953	0.144003	0.295537	0.146348	0.129595	0.177303	0.284474	0.227167	0.304249	0.256267	0.182745	0.24774	0.0828279	0.136451	0.0867759	0.404906	0.046061	0.119533	0.045586	0.090062	0.0235778	0.137898	0.124065	0.032903	0.0802265	0.202701	0.0649912	0.0505281	0.0393495	0.0772868	0.028875	0.220853	0.0501879	0.041644	0.02344	0.0464946	0.0419764	0.379417	0.0582505	0.026132	0.464221	0.030003	0.00596153	0.110685	0.6089	3.27445	0.334434	0.37948	0.0681201	0.217965	6.080077
69	1	-13198	-13165.5	-32.4278	0.3129174	0.326715	0.113841	0.195433	0.10437	0.164578	0.143766	0.239959	0.161345	0.146261	0.30118	0.0667886	0.172954	0.237119	0.222957	0.205834	0.293973	0.298844	0.202726	0.198555	0.0955929	0.178097	0.128218	0.519421	0.232079	0.0493663	0.0347315	0.0522679	0.10048	0.0288144	0.0935112	0.0956067	0.0428993	0.14051	0.0330843	0.0578419	0.231707	0.160059	0.020008	0.0413371	0.195666	0.136684	0.0633228	0.0190385	0.0324832	0.280156	0.0732363	0.0221713	0.563542	0.0284112	0.0064015	0.114574	0.616871	3.26215	0.337334	0.363213	0.0891018	0.210351	6.547543
70	0	-13204	-13173.2	-30.7769	0.3383005	0.320783	0.147449	0.247374	0.125339	0.208001	0.159575	0.201163	0.181424	0.115659	0.384263	0.158907	0.117875	0.209557	0.222957	0.192287	0.2914	0.217291	0.213981	0.19303	0.0717882	0.112542	0.0757883	0.474156	0.0678864	0.161906	0.0701638	0.100696	0.0703697	0.176358	0.190215	0.0614994	0.108958	0.134371	0.078247	0.0392374	0.0531481	0.032814	0.0160614	0.220853	0.03583	0.0138323	0.043947	0.0634706	0.0428566	0.380387	0.0483723	0.024078	0.465408	0.0388981	0.00890977	0.134435	0.654858	3.2018	0.331712	0.376392	0.0675656	0.224331	6.382454
71	1	-13208.8	-13174.9	-33.9673	0.3179068	0.34177	0.167572	0.214877	0.159467	0.239507	0.115464	0.222106	0.160896	0.153409	0.297122	0.112352	0.178933	0.218731	0.263344	0.230786	0.325538	0.256659	0.189184	0.288371	0.112903	0.178097	0.0850314	0.411023	0.251799	0.0444633	0.0597242	0.118583	0.0619215	0.0266938	0.0482272	0.100058	0.0259556	0.120446	0.0355033	0.0179298	0.125576	0.158433	0.0482723	0.0457403	0.284051	0.114434	0.0594683	0.0310777	0.0335828	0.208909	0.0781997	0.0166682	0.630989	0.0316511	0.00685984	0.118478	0.624685	3.24998	0.331244	0.365393	0.0902653	0.213098	6.701499
72	0	-13198	-13167.9	-30.0113	0.3226908	0.284257	0.121819	0.258673	0.0912641	0.191681	0.0986409	0.233749	0.146988	0.122349	0.351724	0.141697	0.119286	0.186186	0.216941	0.186793	0.288177	0.306474	0.214997	0.24738	0.064444	0.123901	0.143304	0.415975	0.0594305	0.145368	0.0662837	0.108047	0.0273522	0.127124	0.209529	0.0544717	0.115776	0.234686	0.0696316	0.0714585	0.0502404	0.0741508	0.0384196	0.141801	0.0307313	0.0129247	0.0240655	0.0876998	0.0420183	0.372947	0.0553693	0.0236071	0.460118	0.045941	0.00731541	0.122223	0.632013	3.23845	0.33746	0.369419	0.072946	0.220175	6.305891
73	1	-13205	-13173	-31.9946	0.2862199	0.376836	0.124874	0.185859	0.0909957	0.25406	0.163886	0.290259	0.197501	0.145928	0.370831	0.122348	0.171455	0.244731	0.2061	0.214851	0.320852	0.286459	0.180288	0.220716	0.117203	0.140491	0.10068	0.43929	0.161583	0.0587978	0.0361983	0.0825996	0.0481238	0.0315043	0.0507676	0.151061	0.0276656	0.129662	0.0177752	0.0457322	0.118341	0.105751	0.0288888	0.0409333	0.208289	0.107589	0.0433811	0.0430843	0.0345174	0.210758	0.0744216	0.0117995	0.636573	0.0319312	0.00424422	0.0938275	0.571918	3.33001	0.336479	0.371169	0.0916921	0.20066	6.504222
74	0	-13199.5	-13171.2	-28.3782	0.3132509	0.293493	0.132473	0.221668	0.0820804	0.174913	0.112362	0.210974	0.14686	0.184199	0.30951	0.136643	0.113361	0.258395	0.190768	0.215781	0.310639	0.242935	0.2202	0.210282	0.114154	0.179263	0.100949	0.468432	0.0723976	0.127619	0.058959	0.0370007	0.0118657	0.126998	0.187833	0.0571705	0.0820291	0.151388	0.044899	0.0434865	0.0403298	0.0806025	0.0148872	0.199676	0.0856191	0.027515	0.0301574	0.0318198	0.0424915	0.362914	0.0559929	0.0198765	0.465299	0.0534261	0.0064316	0.114835	0.617399	3.26133	0.336395	0.370013	0.0730633	0.220529	6.142589
75	1	-13197.3	-13162.5	-34.7682	0.2965491	0.310875	0.113129	0.200594	0.116709	0.212773	0.186314	0.303566	0.12524	0.158021	0.335235	0.105824	0.144793	0.208195	0.241478	0.25027	0.316906	0.273242	0.293889	0.233731	0.123895	0.115408	0.115786	0.46043	0.226352	0.0809605	0.0609171	0.0578946	0.0768474	0.0326384	0.0804426	0.0789225	0.0171593	0.196074	0.0587843	0.0477198	0.179396	0.0952612	0.0175602	0.0842143	0.202865	0.142908	0.0585839	0.0397782	0.0326119	0.225073	0.0663654	0.0108067	0.611328	0.0538145	0.00501956	0.101813	0.589962	3.30321	0.337952	0.372793	0.0877175	0.201538	6.781582
76	0	-13199.4	-13173	-26.4667	0.3032941	0.295854	0.125882	0.170505	0.0917562	0.180243	0.151962	0.21845	0.107176	0.140111	0.291863	0.08382	0.137669	0.27114	0.26304	0.163673	0.259535	0.239954	0.155653	0.200723	0.0906935	0.116958	0.109416	0.357718	0.0497827	0.142604	0.0483765	0.0638162	0.0295873	0.238725	0.131004	0.0748698	0.0898461	0.238937	0.0770752	0.0518819	0.0924937	0.0355095	0.0286938	0.177861	0.0508483	0.051243	0.0130678	0.0414208	0.0390926	0.360274	0.0600018	0.0197319	0.467862	0.0530374	0.00556632	0.10706	0.601294	3.28608	0.336395	0.370013	0.0730633	0.220529	5.951434
