Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
4100	-14505.9	-14526	20.0397	0.126497	0.114121	0.101722	0.105545	0.112743	0.0714738	0.108575	0.0829669	0.091184	0.192784	0.0719413	0.0693098	0.0996225	0.109394	0.100286	0.129267	0.130073	0.106729	0.122641	0.0857686	0.0957575	0.0892975	0.145837	0.0324158	0.0381597	0.0344958	0.0075762	0.0586152	0.0255197	0.0259542	0.0472513	0.021443	0.0317536	0.0171323	0.0291199	0.11281	0.0557557	0.0125877	0.0170452	0.0237624	0.0305868	0.016432	0.0409128	0.213957	0.281923	0.0711553	0.0228319	0.395902	0.0142303	0.245711	0.241757	0.152657	0.359875	3.142865
4110	-14505.3	-14525.4	20.115	0.146817	0.098985	0.105764	0.0912857	0.0997486	0.082658	0.103266	0.0708549	0.079208	0.186218	0.0784509	0.0939958	0.0996225	0.110438	0.129154	0.13003	0.153735	0.10041	0.122641	0.0816781	0.0835105	0.0924628	0.164671	0.0426158	0.0295541	0.0368521	0.0128106	0.0465619	0.0209696	0.0321109	0.0427471	0.0238434	0.0420246	0.0256003	0.0130195	0.0576839	0.0529307	0.0318389	0.018487	0.0297595	0.0330627	0.00986949	0.0273827	0.210521	0.277844	0.0542937	0.0326772	0.411533	0.0131313	0.245986	0.232606	0.157634	0.363774	3.13533
4120	-14504.9	-14525.9	20.9538	0.133861	0.095268	0.110109	0.112882	0.104807	0.072147	0.117179	0.0672231	0.0924004	0.170148	0.0669634	0.0880859	0.0876908	0.104809	0.101984	0.108949	0.129953	0.0931412	0.142512	0.0798534	0.094728	0.0735135	0.17386	0.0517398	0.033983	0.0337883	0.0296736	0.045385	0.0187658	0.0239729	0.0322243	0.0192565	0.0200037	0.0197907	0.022932	0.0850201	0.0358348	0.0318389	0.0172902	0.031402	0.0234329	0.00892098	0.044133	0.206032	0.302139	0.0609186	0.0294319	0.39001	0.0114681	0.232849	0.24806	0.153913	0.365178	3.051455
4130	-14500.8	-14522.1	21.326	0.138477	0.124345	0.114017	0.0784196	0.0935635	0.072147	0.129366	0.074887	0.0848426	0.155716	0.0646601	0.0796054	0.0844248	0.110743	0.112917	0.131303	0.134929	0.102695	0.124241	0.0709404	0.0942562	0.0795791	0.157949	0.0615765	0.0274523	0.0251009	0.00976175	0.0389798	0.0153132	0.0170401	0.0392104	0.0160688	0.0353749	0.012658	0.0138774	0.0833707	0.0419127	0.0223521	0.0197606	0.0218869	0.0322794	0.0245689	0.0416631	0.220036	0.290078	0.0561243	0.0251655	0.398045	0.0105511	0.226466	0.236816	0.15733	0.379388	3.014233
4140	-14504.6	-14525.3	20.7078	0.150538	0.0899377	0.0902807	0.0967945	0.101999	0.0678446	0.117885	0.0631168	0.0972514	0.184709	0.0642421	0.0684716	0.0952773	0.0899671	0.0967702	0.123987	0.141508	0.120529	0.11471	0.0786164	0.101175	0.0747811	0.154648	0.0592491	0.0493874	0.032217	0.0155225	0.0344222	0.0228905	0.0157347	0.0398765	0.0110037	0.031929	0.0292259	0.0139768	0.0941885	0.0694666	0.0370285	0.0243021	0.0235179	0.0176473	0.0265991	0.0428227	0.214466	0.282734	0.0551577	0.0202864	0.419542	0.00781399	0.248025	0.231506	0.162218	0.358251	3.076049
4150	-14505.5	-14526	20.5228	0.116321	0.085402	0.111137	0.10229	0.1125	0.0826035	0.101108	0.0761776	0.0940933	0.192378	0.103126	0.0697494	0.0958548	0.0904516	0.136286	0.11673	0.137328	0.11313	0.119564	0.086826	0.0997122	0.0771473	0.150847	0.0491479	0.0345312	0.0366852	0.0105731	0.0334896	0.0299048	0.00976009	0.0581049	0.0183194	0.0278184	0.0341669	0.00725714	0.0782927	0.0457086	0.0137698	0.0236724	0.0244365	0.0334018	0.0130612	0.0416881	0.220595	0.283743	0.0587658	0.0257726	0.399495	0.011628	0.241982	0.232405	0.15799	0.367623	3.094552
4160	-14498.4	-14519	20.6622	0.117848	0.116432	0.0957072	0.10604	0.0976679	0.0814779	0.122733	0.0691108	0.0751763	0.180451	0.0730242	0.0654708	0.118333	0.0922529	0.117594	0.114465	0.132413	0.121511	0.114104	0.0744369	0.0974337	0.0854757	0.159954	0.0354487	0.0357282	0.0227511	0.0128971	0.0505226	0.0186717	0.0276617	0.0417095	0.0303847	0.0359589	0.0255998	0.0183979	0.100304	0.0480925	0.0210621	0.0269843	0.0234706	0.0223251	0.013918	0.039614	0.219429	0.284847	0.0555861	0.0325357	0.397382	0.0102204	0.239577	0.235179	0.150463	0.374782	3.080615
4170	-14499.1	-14520.3	21.1561	0.132766	0.0940319	0.09886	0.0977893	0.103259	0.0547932	0.112591	0.0704996	0.0866345	0.179285	0.0675282	0.0942018	0.106964	0.0949737	0.100907	0.121535	0.126604	0.112035	0.128187	0.0886122	0.0872156	0.0894858	0.147758	0.0354487	0.0442831	0.0397165	0.0158761	0.0435133	0.0247611	0.0237668	0.04016	0.0160792	0.0296495	0.016045	0.00990185	0.0641659	0.0579276	0.0242829	0.0339944	0.0303019	0.028882	0.00748545	0.0484647	0.224373	0.26119	0.0643203	0.0308681	0.407358	0.0118906	0.227226	0.237085	0.160374	0.375315	3.031222
4180	-14502.4	-14523.7	21.2447	0.107494	0.111633	0.117347	0.101934	0.102668	0.0670139	0.135906	0.0798724	0.0826269	0.175336	0.0708713	0.0782019	0.0937549	0.117693	0.111282	0.100106	0.123993	0.0909739	0.111849	0.0829099	0.0776097	0.084235	0.135901	0.0549522	0.0627665	0.0311222	0.0167407	0.0325249	0.0129014	0.0210868	0.0333702	0.0201867	0.0296495	0.0180707	0.0131301	0.10058	0.0458981	0.0269015	0.0189564	0.0277868	0.0281711	0.0160423	0.0503165	0.220594	0.264867	0.0641257	0.0297315	0.411059	0.00962331	0.244615	0.225763	0.160525	0.369096	3.022365
4190	-14505.6	-14525.9	20.279	0.135526	0.11305	0.0983843	0.100818	0.100487	0.0728581	0.128851	0.0796441	0.0842641	0.158714	0.0679161	0.0756654	0.0865259	0.10437	0.121146	0.14575	0.119176	0.106985	0.127129	0.0679359	0.0858633	0.0997291	0.165547	0.0560996	0.0614049	0.0326431	0.0203905	0.0378122	0.0312938	0.0165944	0.0316398	0.0107219	0.0270014	0.0397756	0.0125767	0.094433	0.0317867	0.0262828	0.0244608	0.0491193	0.0282423	0.00738851	0.0329335	0.214887	0.278312	0.0589391	0.0250951	0.41651	0.00625767	0.244229	0.23012	0.158008	0.367643	3.118938
4200	-14502	-14523.5	21.4135	0.114255	0.0913246	0.097401	0.0823078	0.0980135	0.0706726	0.113949	0.0771306	0.0772527	0.167894	0.0912818	0.0688336	0.104669	0.100244	0.131391	0.130109	0.116909	0.116871	0.121594	0.0693268	0.0802646	0.079557	0.149673	0.040312	0.0422702	0.0337179	0.0194614	0.0331698	0.0348267	0.0170589	0.025747	0.0237902	0.025326	0.0286522	0.0134084	0.0717716	0.0561391	0.0305779	0.0421018	0.0340712	0.0165654	0.0104565	0.0551289	0.214837	0.268683	0.06056	0.0326951	0.410574	0.0126516	0.255516	0.222255	0.147037	0.375191	3.005479
4210	-14506.7	-14528.2	21.5073	0.114612	0.096082	0.0922002	0.0816124	0.0892396	0.0978229	0.105286	0.0732869	0.0805126	0.148037	0.0625042	0.07004	0.0975236	0.097325	0.142362	0.11464	0.116909	0.0988584	0.101171	0.0747814	0.0856864	0.0894486	0.170162	0.0359697	0.0430139	0.0361221	0.0218997	0.0315593	0.0206472	0.0156638	0.0581799	0.0188364	0.0372107	0.020461	0.0245026	0.10131	0.0438494	0.0359247	0.0316194	0.0314042	0.0214989	0.0172389	0.0490905	0.231876	0.262429	0.0657942	0.0234369	0.400903	0.015561	0.23749	0.222544	0.161689	0.378278	2.996106
4220	-14501.2	-14523	21.7905	0.0949689	0.119802	0.107819	0.0961373	0.0943358	0.0868226	0.103871	0.0728138	0.085881	0.181126	0.0851116	0.0635281	0.0975236	0.0859342	0.119073	0.114291	0.132388	0.111129	0.109403	0.0642347	0.076037	0.0749003	0.148492	0.0348891	0.0313827	0.0279735	0.0204651	0.0551446	0.0191222	0.0250898	0.0473616	0.0137198	0.0339827	0.0153813	0.0219035	0.0752498	0.0539682	0.0273145	0.0208807	0.0346955	0.0195123	0.0165878	0.0475393	0.210858	0.264797	0.0647054	0.0316087	0.413132	0.0148996	0.249676	0.223862	0.156878	0.369584	2.967788
4230	-14513.5	-14535.4	21.9688	0.118062	0.0832357	0.114035	0.0897573	0.0933158	0.0685797	0.133593	0.0666641	0.077123	0.200455	0.0773024	0.0593094	0.105731	0.080501	0.100711	0.130548	0.126185	0.091896	0.117422	0.0569633	0.0783723	0.0810433	0.144349	0.0498522	0.0393083	0.026303	0.00441899	0.0620613	0.0365261	0.0192098	0.0324026	0.0318653	0.0297342	0.0167252	0.0085813	0.0726113	0.0418439	0.0243479	0.0279195	0.0313709	0.0375336	0.00704168	0.0551432	0.231062	0.274901	0.0556281	0.0181688	0.406243	0.0139966	0.234801	0.23326	0.167228	0.364711	2.949953
4240	-14511.1	-14532.5	21.4877	0.115076	0.0904467	0.0915883	0.0918568	0.0933158	0.0598941	0.0850898	0.0804611	0.0887424	0.16038	0.065718	0.0824129	0.106097	0.0902325	0.116197	0.13488	0.136608	0.104149	0.128397	0.0594182	0.0880285	0.0703152	0.169352	0.0446389	0.0613955	0.0183545	0.034048	0.0348853	0.0197832	0.0221481	0.0456331	0.0149069	0.0432555	0.0258122	0.0169971	0.0830795	0.0459431	0.0241156	0.0253195	0.0523249	0.0255343	0.0107503	0.0404853	0.221682	0.276453	0.0538896	0.0239956	0.411184	0.0127958	0.252106	0.22342	0.167365	0.357109	2.998067
4250	-14501.8	-14523.6	21.7966	0.117578	0.101213	0.0961624	0.102509	0.100426	0.063555	0.121966	0.0702583	0.0759327	0.151861	0.0611004	0.0825054	0.0883307	0.0936978	0.0911991	0.136668	0.102712	0.102328	0.125637	0.0946584	0.092901	0.0914663	0.172412	0.0377768	0.0408121	0.0242571	0.0296146	0.0443171	0.0188693	0.022607	0.036609	0.0263116	0.0318518	0.0262537	0.0100897	0.0830795	0.0379727	0.0233711	0.0318047	0.0279389	0.0308345	0.0143176	0.031403	0.215631	0.275155	0.0499012	0.019666	0.427161	0.0124855	0.249346	0.214893	0.167769	0.367992	2.967169
4260	-14503.8	-14525.4	21.5836	0.146678	0.0829522	0.0912567	0.0766366	0.132499	0.0763208	0.119806	0.0695929	0.0979163	0.150892	0.0745854	0.085737	0.0735672	0.10094	0.091924	0.119974	0.122394	0.102215	0.124564	0.0802592	0.087814	0.0826837	0.140687	0.037542	0.0456953	0.0405573	0.00476161	0.0473423	0.0227122	0.0258221	0.0406706	0.0201376	0.0359281	0.0273901	0.0107807	0.0901315	0.0378428	0.0211089	0.031544	0.0452216	0.0217543	0.0152205	0.0344148	0.208711	0.291233	0.0566168	0.0224876	0.405149	0.0158019	0.240792	0.226595	0.162854	0.369759	2.988473
4270	-14513	-14533.5	20.4684	0.112735	0.131611	0.069904	0.0941163	0.102978	0.0705034	0.0972837	0.0794159	0.0855024	0.179904	0.0841267	0.0839878	0.0945992	0.0929099	0.0996948	0.129967	0.14201	0.0892957	0.127306	0.0810211	0.0825793	0.0826837	0.158309	0.0426403	0.0346375	0.0420169	0.0167578	0.0489347	0.0123362	0.0258221	0.047702	0.0309383	0.0454742	0.0162528	0.019825	0.109601	0.0494015	0.0315946	0.0356855	0.0317396	0.0195692	0.0199694	0.0466493	0.227438	0.270223	0.0568198	0.0238262	0.408768	0.0129249	0.249795	0.219255	0.160522	0.370428	3.099991
4280	-14512.4	-14534.7	22.302	0.116501	0.0874866	0.0790277	0.101629	0.114095	0.0752215	0.123416	0.0646719	0.0936293	0.164777	0.065448	0.0891614	0.0873074	0.0913586	0.102804	0.128476	0.126585	0.133652	0.108194	0.0719308	0.0536539	0.0661768	0.140168	0.055216	0.0275199	0.0270349	0.00681685	0.039997	0.0176222	0.0261295	0.040436	0.0164167	0.043055	0.0234967	0.0162011	0.0804453	0.0480971	0.0212981	0.016482	0.0470515	0.0277397	0.0105001	0.039711	0.225368	0.269146	0.0671828	0.0346934	0.389054	0.0145561	0.237385	0.227385	0.163683	0.371546	2.916637
4290	-14506.6	-14527.4	20.8634	0.123836	0.0918134	0.11161	0.0989681	0.0983139	0.0752215	0.130787	0.0681468	0.106525	0.165609	0.0623036	0.0682085	0.0993388	0.105435	0.107282	0.117134	0.114606	0.10771	0.133661	0.088886	0.0729949	0.0787379	0.152786	0.0504769	0.0531757	0.034201	0.0121	0.0419635	0.0203336	0.0387814	0.0519347	0.00546915	0.0353126	0.0173118	0.0222879	0.0915037	0.045847	0.0285025	0.0179828	0.0426482	0.031151	0.00602396	0.0335774	0.218958	0.293614	0.0516444	0.0278553	0.391196	0.0167321	0.230864	0.232096	0.162653	0.374386	3.060497
4300	-14507.5	-14528.9	21.3625	0.110164	0.078863	0.120104	0.11638	0.0909794	0.0808663	0.107417	0.0662049	0.0890082	0.168564	0.0623036	0.0734298	0.0654217	0.11515	0.11831	0.130984	0.142826	0.114886	0.135161	0.0878286	0.092163	0.0821507	0.167487	0.0226606	0.0368804	0.0275113	0.0116433	0.0289496	0.0320017	0.0276474	0.0385906	0.0115097	0.0385806	0.0209813	0.0136701	0.0863499	0.0431684	0.0197814	0.0347174	0.0289992	0.0209144	0.0107807	0.0385939	0.209625	0.272299	0.0579871	0.0232452	0.421403	0.0154411	0.251419	0.229401	0.160222	0.358958	3.010583
4310	-14503.7	-14524.1	20.474	0.125204	0.101829	0.108755	0.102009	0.109812	0.0872196	0.107829	0.0750933	0.090035	0.179512	0.0621995	0.0640856	0.118929	0.0921905	0.0982345	0.130691	0.151031	0.119306	0.113681	0.0810894	0.100001	0.0833616	0.146644	0.0392785	0.0517405	0.0392062	0.0054598	0.0473642	0.0232559	0.0201064	0.0332171	0.0165037	0.0376983	0.0174858	0.00783853	0.0865316	0.0417384	0.0148011	0.0299801	0.0371837	0.0363278	0.0195851	0.0453852	0.206843	0.282064	0.0505483	0.0270991	0.422294	0.0111515	0.259836	0.225731	0.163939	0.350494	3.099429
4320	-14503.1	-14523.6	20.502	0.126595	0.0928772	0.11595	0.0933537	0.102514	0.0724878	0.11	0.0724722	0.0935313	0.169739	0.0803419	0.0821469	0.0915906	0.129518	0.0933314	0.134523	0.116671	0.109522	0.131719	0.0895766	0.0840697	0.097376	0.164424	0.029947	0.0356978	0.0362792	0.00720806	0.0432412	0.020749	0.0246317	0.0332171	0.00545173	0.0253356	0.0216766	0.021852	0.0669662	0.0619534	0.0316586	0.0329219	0.0430334	0.0271881	0.0173238	0.0559679	0.227808	0.282709	0.0579763	0.0277858	0.389304	0.0144176	0.239203	0.229307	0.150126	0.381365	3.096631
4330	-14510.4	-14531.1	20.6322	0.108184	0.0741938	0.101057	0.0887921	0.0955431	0.0666428	0.11	0.0846831	0.0964148	0.173218	0.0804371	0.0935055	0.0963439	0.0868595	0.109322	0.152026	0.140718	0.103334	0.106679	0.0715685	0.0857411	0.0741183	0.152666	0.0347183	0.0362981	0.0274008	0.011607	0.057852	0.025669	0.0237093	0.0568835	0.0259514	0.0364618	0.0312873	0.0231479	0.0926831	0.0395082	0.0331782	0.0388766	0.045008	0.0319523	0.0169161	0.0424541	0.19287	0.288229	0.0592375	0.0347721	0.411943	0.0129492	0.246546	0.234247	0.141384	0.377823	3.083611
4340	-14502.8	-14524.4	21.5801	0.114268	0.101212	0.109817	0.084505	0.10031	0.0626812	0.124896	0.0746957	0.0900991	0.168035	0.0648686	0.0843537	0.0873372	0.116208	0.0984482	0.141367	0.115329	0.102438	0.126295	0.0967822	0.077571	0.0887082	0.138974	0.0352416	0.0333607	0.0303701	0.00730014	0.0392706	0.0198731	0.0179904	0.0365033	0.0168283	0.0401412	0.0332154	0.0273816	0.0880451	0.0305761	0.0177376	0.0160201	0.0368068	0.0284473	0.0220652	0.0424541	0.20797	0.285918	0.0586613	0.0411154	0.394925	0.0114104	0.247616	0.231271	0.146367	0.374745	2.988828
4350	-14507.2	-14527.1	19.9146	0.151797	0.0949279	0.107798	0.115565	0.104996	0.0696969	0.136502	0.05681	0.0992191	0.172583	0.0735593	0.0794487	0.103361	0.0817592	0.130858	0.137496	0.13472	0.113288	0.141078	0.0967822	0.0815761	0.085467	0.145044	0.0302664	0.0469895	0.0272204	0.0162337	0.0458728	0.0266065	0.0172252	0.0426549	0.0210596	0.0344168	0.0249223	0.0213601	0.065894	0.0424188	0.0240609	0.0313087	0.0401635	0.0254587	0.0228962	0.0340078	0.210293	0.306943	0.0590167	0.0276731	0.383976	0.0120985	0.240165	0.242539	0.147146	0.37015	3.155369
4360	-14506.1	-14527.6	21.4826	0.120753	0.0861457	0.106606	0.106717	0.10651	0.0748531	0.118393	0.0764246	0.0723869	0.17355	0.0738283	0.071481	0.0905607	0.0807111	0.113009	0.123652	0.114464	0.0962842	0.118716	0.0546207	0.0657776	0.0971138	0.184642	0.058632	0.0413033	0.0351846	0.0131181	0.0559031	0.013731	0.012053	0.0494627	0.0258296	0.0285644	0.0153343	0.0337839	0.0896408	0.0451193	0.0229503	0.0253343	0.0249889	0.0266638	0.013192	0.0405807	0.203584	0.274036	0.0646718	0.0298193	0.413845	0.014043	0.237683	0.241718	0.151322	0.369277	2.998571
4370	-14500.8	-14523.1	22.2167	0.126221	0.0760867	0.0953058	0.0834945	0.098797	0.0671172	0.126473	0.0632533	0.0892269	0.170857	0.0753015	0.0647572	0.103065	0.0995278	0.111262	0.123922	0.120782	0.112501	0.114006	0.0689653	0.0776808	0.0743755	0.179239	0.0395657	0.0318838	0.0210587	0.00993946	0.0389457	0.0162629	0.0352017	0.0327584	0.0125746	0.0352709	0.0341308	0.0165283	0.0861037	0.0420107	0.0161482	0.019652	0.0261505	0.0307347	0.015215	0.0428107	0.21232	0.281204	0.0559515	0.021856	0.414739	0.0139295	0.242722	0.235705	0.157234	0.364339	2.925163
4380	-14500.7	-14521.3	20.6233	0.116514	0.101096	0.103436	0.103318	0.101762	0.090732	0.118302	0.0735067	0.0737987	0.15597	0.0749214	0.0840415	0.0873009	0.0948062	0.0994174	0.13456	0.132454	0.117191	0.121111	0.0796969	0.0758827	0.101427	0.162747	0.0301818	0.0387799	0.0377101	0.0170129	0.0436201	0.031157	0.0309657	0.0398115	0.0283302	0.0276294	0.0250946	0.0165134	0.0735253	0.052274	0.0198225	0.0379613	0.02761	0.0381362	0.0151	0.0492696	0.216595	0.258781	0.0574364	0.0324044	0.425497	0.00928672	0.243021	0.23623	0.165045	0.355705	3.084498
4390	-14509	-14530.1	21.0946	0.113364	0.095886	0.105883	0.0759468	0.0967622	0.0831312	0.12944	0.0754936	0.0855475	0.146596	0.0715163	0.0761667	0.0933345	0.0804116	0.105249	0.141897	0.124291	0.111266	0.119198	0.0834363	0.0947197	0.0920081	0.181506	0.036091	0.0477978	0.0225928	0.0132214	0.0498619	0.0304004	0.0118782	0.0581298	0.0213386	0.044597	0.0181101	0.00659869	0.0924624	0.0515742	0.0125597	0.0259473	0.0279379	0.0327424	0.012899	0.0375779	0.219435	0.265634	0.0548677	0.0334894	0.416962	0.0096113	0.242999	0.243143	0.160872	0.352987	3.037369
4400	-14501.5	-14521.8	20.3385	0.149813	0.0970599	0.100441	0.0881296	0.0956546	0.0721145	0.113422	0.0736363	0.0983046	0.190209	0.0931828	0.0806831	0.0968452	0.0837626	0.0966258	0.136123	0.110795	0.10445	0.09128	0.0834363	0.0858524	0.080711	0.171178	0.0314241	0.048387	0.0348292	0.0127485	0.0475085	0.0301904	0.0200509	0.0379296	0.0233272	0.0558225	0.0208351	0.0141035	0.0989594	0.0423309	0.0326912	0.0335476	0.0453091	0.0297571	0.012899	0.046624	0.206721	0.287449	0.0567808	0.0352413	0.401277	0.0125311	0.243588	0.235024	0.149638	0.371751	3.112986
4410	-14503.7	-14524.7	20.9971	0.142995	0.0900537	0.102214	0.102781	0.110852	0.0802996	0.116203	0.0719546	0.093897	0.179208	0.0685453	0.084704	0.093983	0.0986207	0.0990061	0.105747	0.125189	0.0955356	0.09128	0.0743271	0.0775949	0.0918829	0.179282	0.0386947	0.0333875	0.0394455	0.01129	0.0408943	0.0299937	0.0155695	0.0515909	0.0221407	0.040268	0.0175722	0.0285097	0.0837006	0.0556699	0.0281284	0.0223346	0.0338241	0.0204985	0.0232399	0.0342149	0.215515	0.26763	0.0555335	0.0315754	0.416904	0.0128429	0.229964	0.240358	0.157338	0.37234	3.047123
4420	-14503.3	-14524.9	21.5427	0.12845	0.100568	0.0992552	0.0865835	0.110852	0.0634912	0.118788	0.0715794	0.0788462	0.152522	0.0850316	0.0761103	0.120471	0.0898592	0.111292	0.114687	0.123687	0.0923828	0.138219	0.0641047	0.0829635	0.084688	0.143854	0.0267314	0.0342905	0.0244502	0.0276089	0.0444694	0.0209661	0.0299397	0.035434	0.0203608	0.0409756	0.0247027	0.0229013	0.0643007	0.0368481	0.0313993	0.0355142	0.0466498	0.031755	0.0135501	0.0414353	0.222766	0.269513	0.06694	0.0281073	0.402859	0.00981511	0.238013	0.237841	0.1603	0.363847	2.992568
4430	-14515	-14534.8	19.8244	0.127838	0.104039	0.109302	0.0805659	0.113656	0.0881338	0.106926	0.0643221	0.0897679	0.190131	0.119692	0.0767595	0.110267	0.105289	0.112856	0.116666	0.130806	0.107324	0.122036	0.0721973	0.0962285	0.0916397	0.155337	0.046411	0.0358679	0.0305115	0.0159964	0.0392013	0.0106731	0.0338591	0.0523115	0.00930877	0.0443401	0.025602	0.0197905	0.0988548	0.0353992	0.0204452	0.0243778	0.0314406	0.0297561	0.0122003	0.0562694	0.22216	0.275672	0.0667581	0.0262409	0.401507	0.00766179	0.239842	0.24751	0.148951	0.363698	3.164396
4440	-14503.2	-14523.6	20.3789	0.14732	0.104844	0.0930255	0.109481	0.106745	0.0584818	0.128489	0.107059	0.0827032	0.187588	0.0828135	0.0764402	0.0906759	0.0957544	0.109722	0.112193	0.129904	0.108803	0.13186	0.0860392	0.0863902	0.091252	0.146996	0.0479369	0.0439533	0.0271486	0.0133534	0.0394396	0.0227072	0.019613	0.038788	0.017463	0.0386928	0.016502	0.0134728	0.0827246	0.0471343	0.0152817	0.035136	0.0283447	0.0304639	0.0182361	0.0379736	0.235209	0.291894	0.0617508	0.027849	0.368515	0.0147815	0.223472	0.239427	0.144868	0.392234	3.108945
4450	-14509.2	-14529.8	20.5809	0.128173	0.100946	0.101941	0.0809522	0.115997	0.0741974	0.117233	0.0728725	0.120484	0.1731	0.0791591	0.0839576	0.102293	0.0878332	0.110544	0.125323	0.125599	0.108803	0.104552	0.0846711	0.0893388	0.0734457	0.167857	0.034365	0.0333055	0.0404929	0.0170091	0.0472881	0.0236063	0.0108946	0.0403695	0.0247648	0.0317549	0.0306755	0.0268363	0.071667	0.0292852	0.0304535	0.0204691	0.0392572	0.03412	0.0108889	0.0619642	0.223471	0.29155	0.0583903	0.0281693	0.383374	0.0150455	0.219944	0.243239	0.144388	0.392428	3.08874
4460	-14514.8	-14534.9	20.0418	0.168399	0.103113	0.131337	0.130559	0.105497	0.0741974	0.110057	0.0724587	0.0732201	0.154633	0.080704	0.0924365	0.0903909	0.118546	0.10459	0.10865	0.127858	0.105955	0.131078	0.0870756	0.091242	0.0821651	0.133325	0.0330856	0.0351465	0.0441175	0.0210139	0.0509423	0.0273391	0.0198574	0.0536099	0.0212162	0.0340183	0.0242174	0.0144635	0.0883803	0.0422864	0.0075017	0.0191345	0.0295811	0.03412	0.0141263	0.0510114	0.221373	0.274297	0.0580916	0.0276988	0.407438	0.0111018	0.227899	0.243988	0.158834	0.369278	3.142657
4470	-14502.7	-14523.4	20.7243	0.127956	0.11701	0.0981706	0.0984808	0.106573	0.0721477	0.102992	0.0936745	0.0858611	0.185501	0.0809172	0.0681481	0.106008	0.101151	0.121522	0.11028	0.134055	0.100363	0.143572	0.0634612	0.084324	0.0858029	0.155678	0.0465181	0.0329674	0.0201787	0.00917315	0.0396498	0.0218434	0.0109477	0.0445135	0.0354462	0.039071	0.0188206	0.0174223	0.0883803	0.0525343	0.0173724	0.0144686	0.0283345	0.0317578	0.0139183	0.0474377	0.215775	0.273942	0.0593573	0.0263569	0.408339	0.0162294	0.234859	0.233917	0.162911	0.368314	3.074406
4480	-14501.8	-14523	21.1513	0.122875	0.0814873	0.108232	0.0974099	0.104381	0.0730453	0.122753	0.0870954	0.0899372	0.174712	0.0872105	0.0736437	0.0849816	0.106484	0.104756	0.144626	0.131569	0.11055	0.127389	0.0757421	0.0854018	0.0633113	0.152736	0.0387453	0.0547241	0.0308308	0.0179699	0.0336298	0.0240239	0.0138847	0.0317497	0.0220354	0.0276021	0.0210221	0.0228661	0.0722083	0.04453	0.0285115	0.0336585	0.0279728	0.0171251	0.0137337	0.0445463	0.21678	0.295197	0.0473067	0.036613	0.388728	0.0153759	0.243392	0.231664	0.145221	0.379724	3.0317
4490	-14507.8	-14529.6	21.8004	0.114946	0.100041	0.0926744	0.0826106	0.100368	0.0723773	0.132744	0.0777757	0.0792651	0.16824	0.0749923	0.0613204	0.0890062	0.0937128	0.100192	0.11716	0.131223	0.0995664	0.110438	0.07876	0.105081	0.0815026	0.144456	0.04953	0.0401881	0.0254781	0.0179699	0.0417668	0.0214978	0.0287734	0.0416159	0.0119651	0.0310042	0.025614	0.0260994	0.0831297	0.035391	0.0202858	0.0312099	0.0510162	0.0280365	0.0172824	0.0304881	0.222194	0.272157	0.0544178	0.0329772	0.405633	0.0126199	0.260369	0.223248	0.146518	0.369865	2.966793
4500	-14503.1	-14524.4	21.3371	0.125146	0.0941702	0.110734	0.0928652	0.141049	0.0702114	0.117893	0.0905639	0.0882586	0.175917	0.0666877	0.0779899	0.0947399	0.0981164	0.115593	0.0994263	0.139598	0.106593	0.113624	0.0664586	0.095149	0.0851932	0.149987	0.0395239	0.0304462	0.024459	0.0216684	0.0295095	0.0214978	0.0182755	0.0449027	0.0232752	0.038574	0.0285727	0.0122423	0.0698364	0.0365728	0.0168699	0.0226334	0.0277511	0.0269834	0.0266382	0.0369274	0.215327	0.279522	0.0539746	0.0335053	0.406261	0.011411	0.24683	0.239736	0.1522	0.361233	3.013125
4510	-14504.3	-14525.2	20.8204	0.12699	0.100563	0.0891444	0.093522	0.116046	0.0630439	0.134653	0.0682249	0.0836376	0.162368	0.0913704	0.0903174	0.0917454	0.0811658	0.0992412	0.130135	0.15444	0.104744	0.145969	0.068783	0.078146	0.0850137	0.152128	0.0441267	0.0438161	0.0341884	0.0133166	0.0369954	0.0305922	0.031269	0.0449027	0.0131841	0.0400921	0.0187284	0.00856662	0.0906035	0.0577481	0.018442	0.027284	0.0317395	0.0216944	0.0100324	0.0360809	0.213963	0.282764	0.0605823	0.0223492	0.41359	0.00675157	0.238074	0.224609	0.162346	0.374971	3.064794
