Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
37	1	-14507.2	-14529.5	22.3621	0.115403	0.112509	0.0938409	0.0797731	0.0813053	0.0648577	0.113661	0.0685176	0.0972346	0.157681	0.0797751	0.0711403	0.100514	0.0845112	0.110097	0.129001	0.148973	0.0854767	0.137248	0.062854	0.0702225	0.0783053	0.150086	0.0153854	0.0226476	0.0125558	0.0317664	0.0333769	0.0147594	0.0299805	0.0536744	0.0155157	0.0430868	0.0388994	0.0245983	0.0171156	0.0291413	0.0116891	0.01396	0.0407564	0.0436138	0.0790981	0.0460109	0.235497	0.285612	0.0637026	0.0233627	0.384232	0.00759394	0.239028	0.216072	0.155061	0.38984	2.910619
38	0	-14509.5	-14532	22.523	0.115966	0.0800446	0.102642	0.0886216	0.0850578	0.0732191	0.112223	0.0744082	0.0773225	0.17985	0.0776804	0.0670026	0.0932687	0.0910619	0.107652	0.112875	0.116589	0.105932	0.12681	0.0940154	0.100648	0.0689943	0.174855	0.0228492	0.0338641	0.0343679	0.0107107	0.040879	0.024819	0.0294443	0.0445828	0.00802127	0.0362753	0.0316751	0.0219528	0.0637963	0.0403843	0.0210634	0.0145302	0.0240553	0.0239625	0.00201844	0.0385439	0.235425	0.269614	0.0609979	0.0313156	0.393184	0.00946302	0.241644	0.22256	0.163832	0.371964	2.894535
39	1	-14501.5	-14522.7	21.2258	0.111463	0.0916633	0.0928379	0.0967617	0.0991585	0.0772646	0.117442	0.0802716	0.0731585	0.165168	0.0820538	0.0850456	0.0919647	0.0889929	0.116872	0.127837	0.111351	0.106131	0.102596	0.0849579	0.0745715	0.105939	0.160985	0.0376334	0.0144369	0.025327	0.0287867	0.0457221	0.0264284	0.0225832	0.045947	0.00849051	0.0430868	0.0463132	0.0411118	0.0236453	0.0278876	0.0124097	0.018208	0.0404008	0.034015	0.0714524	0.065881	0.234768	0.283786	0.0591826	0.0316508	0.383042	0.00757043	0.234832	0.229832	0.152339	0.382997	3.024254
40	0	-14503.1	-14524.6	21.4335	0.133136	0.099745	0.0912317	0.105461	0.101742	0.0750605	0.117933	0.0624936	0.0754122	0.188151	0.0792482	0.0716289	0.074441	0.106699	0.11748	0.124082	0.120022	0.114155	0.12681	0.0811322	0.0689235	0.0901968	0.170011	0.0386424	0.0359482	0.0343153	0.00852243	0.059599	0.027232	0.0168009	0.0335646	0.0130064	0.0220679	0.0231689	0.027432	0.0745074	0.0458651	0.0177022	0.0199595	0.0418189	0.0266884	0.00221364	0.0392335	0.239883	0.274719	0.049902	0.0205291	0.400628	0.0143392	0.241744	0.222237	0.1639	0.372119	3.003484
41	1	-14507.2	-14527.1	19.8908	0.123738	0.0985032	0.110225	0.0949106	0.102599	0.0616247	0.117442	0.078536	0.0868156	0.183341	0.0988624	0.0792914	0.120344	0.0942952	0.120011	0.153012	0.126138	0.112482	0.118592	0.0803462	0.101045	0.0881373	0.160985	0.0219126	0.0252991	0.0164552	0.0409783	0.0229916	0.017238	0.0346912	0.0459996	0.0248038	0.0474854	0.0425072	0.0502587	0.032365	0.0230366	0.011713	0.0158924	0.0325734	0.0325041	0.0739194	0.0338493	0.232008	0.280451	0.0605155	0.0314496	0.37854	0.0170358	0.234832	0.229832	0.152339	0.382997	3.157752
42	0	-14511.5	-14532.7	21.1888	0.111251	0.117155	0.115367	0.0722105	0.107638	0.0763931	0.128417	0.081169	0.0754676	0.166531	0.0689916	0.0716289	0.101467	0.104382	0.0833698	0.134347	0.120022	0.114272	0.109753	0.0838837	0.0823516	0.0948567	0.162508	0.0245067	0.0299619	0.028331	0.0120837	0.0340946	0.0316039	0.0307641	0.0474064	0.0231834	0.0368693	0.0389987	0.0257192	0.0784013	0.0507464	0.0234831	0.01962	0.0366857	0.0277077	0.00311526	0.0412354	0.246174	0.25356	0.0512107	0.021798	0.411135	0.0161229	0.243805	0.220775	0.165751	0.369669	3.027951
43	1	-14499.8	-14520.1	20.3652	0.124326	0.106641	0.0904642	0.0918197	0.111465	0.0829662	0.109207	0.0791144	0.0967267	0.183602	0.0684053	0.0771146	0.0933478	0.0973486	0.11151	0.140318	0.128268	0.113551	0.131841	0.0862218	0.0741093	0.0774163	0.169488	0.0313044	0.030655	0.0102226	0.0288031	0.0369583	0.0122592	0.03505	0.0378236	0.0259488	0.0589112	0.0563067	0.0515289	0.0243142	0.0218933	0.00510348	0.0126476	0.0299604	0.032831	0.0854943	0.0370201	0.213977	0.27588	0.0623354	0.0301906	0.405233	0.0123829	0.229208	0.238117	0.148691	0.383983	3.110309
44	0	-14501.1	-14522.4	21.2893	0.106852	0.106126	0.114269	0.105239	0.103837	0.085441	0.107987	0.0686522	0.0678978	0.167483	0.0689916	0.0690602	0.0984392	0.0994439	0.110753	0.116006	0.13336	0.118961	0.120137	0.0799081	0.0743255	0.0944195	0.170306	0.0356441	0.0439834	0.0297901	0.0118743	0.0384118	0.0334664	0.00957253	0.0407887	0.0134012	0.0393895	0.0289516	0.0296454	0.065952	0.0530019	0.0281206	0.0138706	0.0254457	0.0191438	0.0195049	0.0500494	0.235141	0.242197	0.0489156	0.0314359	0.426629	0.0156821	0.243805	0.220775	0.165751	0.369669	3.017903
45	1	-14512	-14532.7	20.6372	0.13034	0.0889349	0.101306	0.0778774	0.116143	0.0826437	0.119723	0.0568422	0.0900848	0.189446	0.0651686	0.0769427	0.108634	0.107103	0.105344	0.121363	0.12764	0.0961918	0.118505	0.0821988	0.0858013	0.100858	0.140144	0.0335622	0.0171593	0.0127367	0.0377204	0.0513612	0.0243297	0.0139168	0.0675016	0.0167769	0.0379626	0.0521968	0.0312897	0.0131584	0.0250239	0.0243893	0.0102542	0.0607227	0.0279757	0.0988211	0.0370201	0.213809	0.275663	0.0622864	0.0301669	0.404915	0.0131591	0.252582	0.230896	0.144182	0.372339	3.083113
46	0	-14504.1	-14525.2	21.021	0.128559	0.106126	0.125083	0.0838274	0.0834472	0.0918776	0.114798	0.069931	0.0824004	0.189866	0.0731871	0.0695761	0.0924323	0.108798	0.10996	0.121346	0.132032	0.0942905	0.104452	0.0813647	0.0819605	0.088903	0.161032	0.0513851	0.0521868	0.0311744	0.00551026	0.0496061	0.0209909	0.0119771	0.036093	0.0183347	0.0402022	0.0246189	0.0243324	0.0761973	0.0564875	0.0208557	0.0121142	0.0426972	0.0197574	0.0167423	0.0382156	0.233071	0.247318	0.0464718	0.0311592	0.422874	0.0191059	0.24449	0.220575	0.165601	0.369334	3.04473
47	1	-14496.4	-14517.9	21.5665	0.139891	0.103736	0.0966819	0.111249	0.0958366	0.0705234	0.0982828	0.082221	0.0786084	0.155911	0.0692985	0.0946193	0.102013	0.0903858	0.116286	0.112257	0.145305	0.112476	0.102005	0.0664453	0.0780188	0.0890111	0.150096	0.0194783	0.0192947	0.0154764	0.0260099	0.0367892	0.0263781	0.0254046	0.0421719	0.0265978	0.0466557	0.0472055	0.0284621	0.0254435	0.0205061	0.0134568	0.0104736	0.0369511	0.0361077	0.0889086	0.037254	0.218053	0.27308	0.0566842	0.0309198	0.412953	0.00830969	0.24633	0.225181	0.165367	0.363122	2.990184
48	0	-14510.6	-14532.1	21.5454	0.122969	0.0972534	0.0959276	0.0884429	0.124511	0.0712123	0.114798	0.0562843	0.0938722	0.150222	0.0857925	0.0749065	0.0906954	0.0773709	0.0947416	0.118929	0.110049	0.114629	0.118688	0.0750976	0.0764918	0.0964828	0.184237	0.0237375	0.0620204	0.0245301	0.00551026	0.0392864	0.0240171	0.0109961	0.048978	0.0131254	0.0465352	0.0266173	0.024001	0.0881747	0.039091	0.0293352	0.0184283	0.0399752	0.0357764	0.0178436	0.0407105	0.23329	0.24755	0.0536366	0.0231287	0.423271	0.0191239	0.250247	0.218108	0.166421	0.365223	2.992294
49	1	-14494	-14515.8	21.8496	0.12445	0.0950369	0.0903895	0.0951473	0.100538	0.064161	0.119058	0.0806968	0.0893471	0.155868	0.0710721	0.0698952	0.0907756	0.0971976	0.11328	0.126373	0.128451	0.100193	0.0904004	0.0663057	0.0794057	0.0889265	0.165524	0.0342775	0.0249457	0.016001	0.0261377	0.0445566	0.0260799	0.0241009	0.0428901	0.019761	0.0437735	0.0487159	0.034127	0.0173567	0.0182391	0.0160557	0.015508	0.0460928	0.0423706	0.0759185	0.0424673	0.216887	0.282322	0.0588908	0.0300158	0.400878	0.0110061	0.254331	0.220148	0.150604	0.374917	2.961869
50	0	-14508.7	-14530.3	21.6355	0.135102	0.107349	0.067341	0.0954826	0.0981625	0.0692688	0.11836	0.0829275	0.0802227	0.176308	0.075931	0.0815497	0.100145	0.0715798	0.103995	0.121285	0.117083	0.092862	0.114629	0.0733649	0.101853	0.081951	0.174489	0.0477585	0.0430606	0.021113	0.00607353	0.0489513	0.026492	0.0215053	0.0352339	0.0120658	0.0320175	0.025142	0.0241388	0.0830111	0.0568999	0.0351157	0.0122535	0.0237216	0.0188527	0.0209357	0.0476963	0.232745	0.246971	0.0531548	0.0309066	0.422281	0.0139416	0.247218	0.217002	0.164407	0.371373	2.98328
51	1	-14505.8	-14526.5	20.7612	0.12792	0.0971769	0.0955256	0.0980822	0.0920617	0.0648381	0.119865	0.0730272	0.102192	0.181545	0.0709585	0.0563523	0.101614	0.12839	0.0985206	0.122183	0.126789	0.125041	0.12382	0.0766543	0.0648427	0.0914832	0.151597	0.0179058	0.0169602	0.0219754	0.0319573	0.0516242	0.0224887	0.0264264	0.0428901	0.0186554	0.0454182	0.0224672	0.0426402	0.0188015	0.0393383	0.0228434	0.012941	0.0431597	0.0460469	0.0835867	0.0521114	0.218541	0.284476	0.04847	0.0302447	0.403936	0.0143327	0.251408	0.221011	0.151194	0.376387	3.070717
52	0	-14504.5	-14525.2	20.7517	0.110185	0.0961534	0.0900345	0.0925996	0.0981625	0.075522	0.0980455	0.0857187	0.0870269	0.172081	0.0724395	0.07003	0.107981	0.0880896	0.110592	0.124111	0.129863	0.106258	0.134881	0.0879375	0.0927604	0.0891313	0.160923	0.0314295	0.0425222	0.0432447	0.00763199	0.0412158	0.0310084	0.00919234	0.0243539	0.0263018	0.0436678	0.026754	0.0254713	0.0955206	0.0429784	0.0323305	0.0130539	0.0452719	0.039252	0.0168782	0.0530609	0.228877	0.268761	0.0509189	0.0300236	0.410218	0.0112022	0.248111	0.217785	0.161391	0.372714	3.071667
53	1	-14504.1	-14525.3	21.1475	0.142599	0.0944782	0.117113	0.0935213	0.0890259	0.0683033	0.12703	0.0726817	0.0738209	0.189872	0.0747426	0.0846669	0.088115	0.101342	0.125526	0.138931	0.125502	0.100797	0.113192	0.083362	0.104924	0.0826791	0.118693	0.0240221	0.0185958	0.0234448	0.0444982	0.0418947	0.0300046	0.0146563	0.0489412	0.0157261	0.0458279	0.0355802	0.0347099	0.02135	0.0266885	0.011898	0.0147578	0.0270577	0.0278477	0.0818276	0.0318333	0.229363	0.2796	0.0504203	0.0295176	0.397012	0.0140871	0.238666	0.224772	0.153768	0.382794	3.032079
54	0	-14500.2	-14522.2	22.0365	0.124364	0.090518	0.0925334	0.0926345	0.0945201	0.0708149	0.123857	0.0811863	0.100738	0.15269	0.0574162	0.0944531	0.0851143	0.0871682	0.112467	0.135759	0.114941	0.114473	0.121999	0.0831259	0.0658152	0.0846518	0.129331	0.0227774	0.0440881	0.0396038	0.00869676	0.0368614	0.0204049	0.0114884	0.0341894	0.0219376	0.0382572	0.0184624	0.0309543	0.0823827	0.0477333	0.0257107	0.0207031	0.0431156	0.0324648	0.0182942	0.0344913	0.22448	0.270742	0.0512942	0.0302449	0.413241	0.00999805	0.240208	0.220074	0.163087	0.376631	2.943186
55	1	-14507.8	-14527.7	19.8609	0.12369	0.0884443	0.10157	0.105442	0.132698	0.0568677	0.103668	0.0896365	0.0788481	0.215029	0.0663112	0.0668815	0.0930242	0.110521	0.112743	0.150073	0.127486	0.100797	0.132577	0.0843137	0.0830765	0.0686292	0.168326	0.0338349	0.0199387	0.00838295	0.0373862	0.0438904	0.0315573	0.0187507	0.0390479	0.0228845	0.0572997	0.0522667	0.037734	0.0250707	0.0266143	0.0139899	0.0168278	0.0376457	0.042987	0.0908699	0.0431101	0.230713	0.281246	0.0507171	0.0309637	0.39935	0.00701039	0.234462	0.24164	0.147848	0.37605	3.160744
56	0	-14495.2	-14516.7	21.505	0.123451	0.129126	0.101814	0.0936933	0.0886653	0.0714367	0.123482	0.0715131	0.096923	0.160404	0.064201	0.083992	0.0904861	0.0881206	0.10156	0.132511	0.12593	0.101009	0.116282	0.0723228	0.0838061	0.0970653	0.138439	0.0422508	0.0378734	0.0313736	0.0189637	0.0512265	0.0288076	0.0266886	0.0448861	0.0117805	0.0393272	0.0220702	0.0235439	0.0758037	0.0387641	0.011605	0.012551	0.0377963	0.0247994	0.0120458	0.0479436	0.22447	0.27073	0.0523641	0.025345	0.413224	0.0138672	0.240208	0.220074	0.163087	0.376631	2.996334
57	1	-14502.4	-14522.5	20.1884	0.115485	0.0831894	0.104961	0.0940892	0.0871992	0.0821527	0.111936	0.0743773	0.109717	0.2019	0.0801337	0.0908115	0.0850767	0.0989547	0.112743	0.141166	0.135001	0.10982	0.1178	0.0854005	0.0843901	0.0809609	0.182265	0.0219084	0.0215037	0.0175679	0.033659	0.0298109	0.0195989	0.0233499	0.0371072	0.0107541	0.0570535	0.0547531	0.028336	0.0290931	0.0397896	0.00434516	0.0242642	0.0313957	0.0345657	0.0937324	0.0458792	0.227867	0.275978	0.0577027	0.0317622	0.394423	0.0122673	0.24372	0.238718	0.14606	0.371502	3.127997
58	0	-14506.8	-14528.4	21.5928	0.112828	0.105091	0.13261	0.0962374	0.0902005	0.0741102	0.129774	0.0682112	0.074113	0.159749	0.0822247	0.0722439	0.101389	0.0891743	0.135443	0.120296	0.141636	0.111699	0.10942	0.0855017	0.0751381	0.0870799	0.142744	0.0276555	0.0506436	0.0281917	0.0102417	0.0407188	0.031876	0.0277045	0.0303414	0.00958174	0.0322	0.0314861	0.024303	0.0769651	0.0419926	0.00471079	0.011985	0.0294204	0.028631	0.0127861	0.0392069	0.223142	0.267631	0.0517648	0.0302297	0.408494	0.0187376	0.240208	0.220074	0.163087	0.376631	2.987556
59	1	-14511.1	-14531.4	20.257	0.103239	0.100642	0.0907985	0.0837039	0.0989061	0.0948909	0.11221	0.0723616	0.0873666	0.18324	0.0773412	0.0846418	0.0911002	0.106207	0.0830106	0.107415	0.134534	0.12403	0.126283	0.0645202	0.106044	0.0949151	0.191473	0.0285037	0.0205017	0.0100058	0.0350398	0.053845	0.0208971	0.0227914	0.0552239	0.0193324	0.0490908	0.0365582	0.0363096	0.0162957	0.0369379	0.0230612	0.00919239	0.0586221	0.0289113	0.0885766	0.052561	0.228277	0.27464	0.0578064	0.0292632	0.395132	0.0148812	0.241617	0.236658	0.153427	0.368298	3.121133
60	0	-14495.7	-14516.8	21.0654	0.139285	0.103538	0.109618	0.100818	0.0983973	0.0759411	0.123512	0.078123	0.0855388	0.183132	0.0835218	0.0815588	0.101059	0.0893239	0.10436	0.135831	0.122111	0.106812	0.114323	0.077944	0.0849828	0.0799288	0.151968	0.0463074	0.0382666	0.0282302	0.0179013	0.0402535	0.022116	0.0150658	0.0335031	0.0127425	0.0459752	0.0339894	0.0198506	0.0843514	0.0348421	0.00579654	0.0196911	0.0348974	0.0209127	0.0200206	0.033954	0.227387	0.272722	0.0527494	0.0341091	0.397058	0.0159749	0.240208	0.220074	0.163087	0.376631	3.040293
61	1	-14497.3	-14517.5	20.2203	0.114266	0.100703	0.10271	0.112403	0.092041	0.084651	0.128587	0.074399	0.096646	0.19536	0.0704688	0.0761132	0.0811657	0.100271	0.1043	0.13626	0.144819	0.0963127	0.127171	0.0830327	0.0846332	0.0809883	0.165097	0.0258467	0.0249092	0.00916913	0.035415	0.0516925	0.023852	0.0305751	0.0419763	0.0209677	0.046405	0.0424983	0.0276218	0.0220314	0.0237583	0.0268417	0.0162361	0.0469735	0.0248163	0.0774463	0.053375	0.227603	0.27815	0.0577908	0.0296279	0.400182	0.0066461	0.241617	0.236658	0.153427	0.368298	3.124806
62	0	-14509	-14531.6	22.6391	0.105693	0.0725759	0.109618	0.104075	0.0839609	0.0698639	0.115197	0.0709798	0.0642512	0.173401	0.0705886	0.0783385	0.0944761	0.0981574	0.116656	0.103021	0.112506	0.109502	0.122055	0.0790706	0.0770899	0.0900561	0.149083	0.0273743	0.0430371	0.0207578	0.017834	0.0312453	0.0199192	0.0209377	0.0328801	0.0275154	0.0335018	0.0244266	0.03449	0.0739001	0.0487006	0.0202327	0.0226052	0.0334504	0.024237	0.0195813	0.0360817	0.226947	0.272195	0.0605756	0.0293028	0.39629	0.0146885	0.233596	0.214016	0.158597	0.393791	2.882925
63	1	-14501.9	-14522.8	20.9593	0.149055	0.0933095	0.0871276	0.0807568	0.0833256	0.078366	0.119623	0.0739025	0.0922752	0.163187	0.0769918	0.0736936	0.113475	0.109758	0.098103	0.132366	0.139453	0.123519	0.122067	0.0887824	0.0804453	0.0923963	0.155719	0.0241035	0.0166884	0.0198548	0.0346251	0.0366914	0.0142567	0.0290164	0.0480364	0.013891	0.0374245	0.0587875	0.0233046	0.0137255	0.0323571	0.0131525	0.0155308	0.0337448	0.0314269	0.0887219	0.0378668	0.225703	0.275828	0.0573083	0.0348227	0.396841	0.0094977	0.255291	0.22055	0.145879	0.37828	3.050905
64	0	-14498.1	-14520.3	22.2479	0.112505	0.0981282	0.110428	0.0780135	0.0814753	0.0896481	0.107862	0.0743342	0.0844543	0.161643	0.0817624	0.0675684	0.0915929	0.10955	0.104206	0.136645	0.119756	0.102074	0.114334	0.0740218	0.0741074	0.0668628	0.149777	0.0392487	0.0354432	0.0350883	0.00713842	0.0356247	0.0275741	0.015122	0.0327744	0.0266409	0.0293794	0.0206679	0.0250941	0.0811091	0.0483406	0.0182658	0.0229048	0.0417098	0.0247592	0.015934	0.0484699	0.225791	0.284756	0.060267	0.0291535	0.394271	0.0057618	0.233596	0.214016	0.158597	0.393791	2.922041
65	1	-14517.4	-14537.9	20.4509	0.149055	0.0865621	0.103273	0.0887666	0.114584	0.0620858	0.0932602	0.0778529	0.0890022	0.182675	0.0679231	0.0969127	0.0897988	0.118103	0.111756	0.158323	0.125434	0.120352	0.111748	0.0876422	0.0757412	0.0883783	0.174958	0.0104435	0.00850306	0.00872588	0.021201	0.0400332	0.0209505	0.0221148	0.0391367	0.00850616	0.0580955	0.0657367	0.0463841	0.0238909	0.0200665	0.0162376	0.0263192	0.0388956	0.0325003	0.0785178	0.0412927	0.203212	0.285417	0.0593006	0.0355078	0.409761	0.0068022	0.257859	0.222768	0.137289	0.382084	3.101738
66	0	-14503.6	-14525.4	21.7285	0.111794	0.0942857	0.104592	0.0774292	0.0991731	0.071747	0.116659	0.0602295	0.0896291	0.162729	0.0747849	0.068914	0.09906	0.103123	0.108189	0.113582	0.114032	0.0907801	0.131655	0.0837225	0.108922	0.100906	0.152922	0.0405647	0.0476164	0.0288245	0.012094	0.044686	0.0274419	0.011821	0.0443328	0.0146717	0.050201	0.0251884	0.0276307	0.0842286	0.0567259	0.0144165	0.0115355	0.0260097	0.0213052	0.00949792	0.03633	0.224174	0.282717	0.0598355	0.0289447	0.391448	0.01288	0.233596	0.214016	0.158597	0.393791	2.973981
67	1	-14509	-14529.8	20.7862	0.138762	0.112575	0.0924149	0.0749474	0.122498	0.0747389	0.10798	0.0778529	0.0767439	0.194074	0.0714998	0.0822933	0.0772196	0.104765	0.113593	0.15142	0.145638	0.123499	0.108328	0.0831285	0.0811669	0.0924039	0.138786	0.0221938	0.00691384	0.0170024	0.0320281	0.0358734	0.0210673	0.0310797	0.0361085	0.0134993	0.0363086	0.0405961	0.0359527	0.033852	0.0285337	0.0237974	0.0206605	0.0353212	0.0300501	0.0687708	0.0522759	0.202843	0.284899	0.0591931	0.0344139	0.409018	0.00963246	0.257859	0.222768	0.137289	0.382084	3.068212
68	0	-14505.6	-14528.3	22.6841	0.129376	0.0942857	0.0817118	0.0864557	0.105424	0.0742251	0.116659	0.0792144	0.0805606	0.154777	0.0610483	0.0659045	0.0849479	0.0767194	0.100116	0.134182	0.131896	0.107823	0.111385	0.0574242	0.0834884	0.0786517	0.157343	0.0458779	0.0369466	0.0250197	0.00441227	0.0488481	0.0421625	0.0218529	0.0339202	0.0251298	0.0277976	0.017686	0.0182819	0.0726684	0.0411212	0.0212587	0.015286	0.0502945	0.0228666	0.0180584	0.0353146	0.223051	0.281142	0.0595355	0.0283258	0.389486	0.01846	0.239091	0.219051	0.162329	0.379529	2.878423
69	1	-14497.5	-14518.9	21.4864	0.125107	0.0910224	0.106212	0.0911803	0.0875764	0.0821664	0.127027	0.0645014	0.0775285	0.176164	0.08847	0.0729958	0.098913	0.0897773	0.101973	0.134091	0.118775	0.0923618	0.106581	0.085175	0.0981694	0.0796195	0.159791	0.0229301	0.0140086	0.0126987	0.0350288	0.0450108	0.0237112	0.0270982	0.0397654	0.0231058	0.0529737	0.0395686	0.0430029	0.0131782	0.0230181	0.016057	0.0181155	0.0266815	0.0253466	0.087257	0.0544625	0.203116	0.285283	0.0592728	0.0344602	0.409568	0.00829952	0.252374	0.21803	0.155639	0.373957	2.998198
70	0	-14502.2	-14523.9	21.7449	0.126783	0.0914073	0.0991323	0.0840556	0.0862431	0.0853462	0.113362	0.0749536	0.0816371	0.159363	0.0732923	0.0775273	0.0877064	0.103287	0.0989127	0.153226	0.141639	0.100066	0.116755	0.0704998	0.0765129	0.0826083	0.168702	0.0267927	0.030287	0.0410674	0.00735559	0.0378657	0.0235545	0.0221164	0.0428723	0.0183592	0.0371019	0.0254822	0.0248649	0.07478	0.0463991	0.0281795	0.0108055	0.0395944	0.0350079	0.0111648	0.0356761	0.229304	0.280565	0.0612045	0.0210377	0.400405	0.00748445	0.239091	0.219051	0.162329	0.379529	2.972345
71	1	-14502.4	-14523.5	21.094	0.106703	0.111031	0.0994523	0.117587	0.0895875	0.0840508	0.129553	0.0696392	0.0847195	0.178954	0.0797004	0.0805261	0.0977407	0.0765209	0.113092	0.117153	0.12851	0.103353	0.113637	0.0674549	0.0790663	0.0888489	0.159488	0.0234493	0.0253227	0.0182407	0.0428823	0.0394639	0.0155013	0.0346264	0.0352367	0.025045	0.0519429	0.0431569	0.0380907	0.0233706	0.0219622	0.0103138	0.0193339	0.032475	0.027354	0.0834801	0.0498144	0.204889	0.281255	0.0672519	0.0317539	0.403787	0.0110635	0.240058	0.225409	0.147919	0.386614	3.037432
72	0	-14503.7	-14524.4	20.6369	0.122795	0.0957277	0.0917232	0.102386	0.105532	0.0619808	0.122028	0.0775736	0.0870564	0.180077	0.0567824	0.0877687	0.090889	0.0951693	0.0969139	0.122252	0.13245	0.107971	0.116755	0.076206	0.0835361	0.0979854	0.177608	0.0241979	0.0499084	0.0371969	0.0120086	0.0402712	0.034674	0.0228732	0.0463536	0.0272613	0.0483341	0.0238953	0.021096	0.0657145	0.0442295	0.027507	0.0239737	0.0395386	0.0333706	0.0294111	0.0421648	0.220006	0.260727	0.0655736	0.0309005	0.405851	0.0169416	0.240955	0.230979	0.163594	0.364472	3.083148
73	1	-14497.8	-14518.4	20.5836	0.124153	0.102769	0.109497	0.095101	0.123555	0.0864861	0.119419	0.0696392	0.0820053	0.189313	0.0747735	0.0670128	0.0803097	0.0930787	0.102072	0.148826	0.144265	0.101537	0.118168	0.0639975	0.0743924	0.0888489	0.167668	0.017628	0.0285059	0.00923577	0.0334234	0.0342092	0.0228683	0.0290983	0.0495786	0.0170937	0.0326942	0.0368644	0.0504823	0.0219391	0.0297395	0.0228305	0.0203172	0.0317622	0.0420154	0.0930123	0.0382877	0.211868	0.27145	0.0585392	0.0323879	0.417542	0.00821252	0.246242	0.234316	0.157027	0.362415	3.088473
74	0	-14495.4	-14516.4	20.9603	0.12528	0.093658	0.103314	0.0715818	0.0957629	0.0898464	0.113208	0.0658182	0.0926725	0.174457	0.0687579	0.0700526	0.100897	0.106257	0.113222	0.13625	0.127955	0.0957637	0.13243	0.0622066	0.0790748	0.112357	0.168747	0.0382119	0.036653	0.041548	0.0111033	0.0445189	0.0163759	0.0170481	0.0484622	0.0127433	0.0284243	0.0221958	0.0310468	0.0909816	0.0477059	0.0278535	0.023654	0.0309564	0.0282115	0.0204394	0.0330957	0.222596	0.263795	0.0644288	0.0283184	0.410628	0.0102347	0.240955	0.230979	0.163594	0.364472	3.050799
75	1	-14508.1	-14528.3	20.2222	0.124791	0.0990061	0.107789	0.117093	0.111998	0.0654571	0.123543	0.068073	0.0870075	0.208813	0.0675227	0.0798893	0.103991	0.122618	0.130662	0.0931928	0.110894	0.120478	0.136059	0.0702618	0.0750967	0.0956411	0.173111	0.0127203	0.00933148	0.0142162	0.0259653	0.0472211	0.0246294	0.0307841	0.025146	0.023854	0.0362339	0.0346212	0.0448068	0.0191911	0.0332104	0.0179167	0.0149123	0.039594	0.0369135	0.0922152	0.0481468	0.213406	0.273421	0.0589641	0.032623	0.40964	0.0119464	0.246016	0.235019	0.156882	0.362083	3.124618
76	0	-14512.7	-14534.3	21.6323	0.117681	0.0823456	0.0941352	0.100856	0.105264	0.0940986	0.0941009	0.0491779	0.0926725	0.152607	0.0753398	0.0867283	0.0850812	0.0893049	0.0995625	0.13033	0.121623	0.114074	0.0988968	0.0905742	0.088027	0.0953703	0.159034	0.0411421	0.0303845	0.0284255	0.0148471	0.0320552	0.0282258	0.0246557	0.0428663	0.0167223	0.0277147	0.0330957	0.0243131	0.0863005	0.0683574	0.0148073	0.0288365	0.0258737	0.029349	0.02392	0.0448226	0.232477	0.259211	0.0633091	0.030388	0.403492	0.0111236	0.240955	0.230979	0.163594	0.364472	2.983599
77	1	-14504.4	-14525.6	21.1947	0.113924	0.112476	0.126193	0.0872242	0.127621	0.0790424	0.111049	0.0596596	0.0772821	0.16329	0.0920287	0.0627984	0.0914513	0.0890444	0.115202	0.113632	0.133043	0.113458	0.102423	0.0709	0.0785091	0.0826895	0.167506	0.0218716	0.0194302	0.0117341	0.0306673	0.0305419	0.021282	0.0347629	0.0456336	0.0226047	0.051521	0.0368199	0.0374759	0.022698	0.0294327	0.0226121	0.0207984	0.0375518	0.0309377	0.06817	0.0603695	0.215402	0.269356	0.0595156	0.0230308	0.4268	0.00589596	0.239988	0.229261	0.170469	0.360282	3.027361
78	0	-14497.5	-14518.6	21.1049	0.145348	0.0943257	0.0925534	0.0882096	0.0875388	0.0888852	0.0983407	0.0726554	0.0887673	0.181898	0.0807972	0.0798631	0.0863662	0.0969709	0.109083	0.136123	0.136797	0.103574	0.125542	0.0888899	0.0983495	0.0826639	0.137426	0.0417069	0.0393999	0.0229014	0.0170579	0.0445054	0.0148438	0.0275389	0.038757	0.0132318	0.0311173	0.0258821	0.0318922	0.0845638	0.0431052	0.0189054	0.0165587	0.0313585	0.0221229	0.0204939	0.0494351	0.223547	0.275518	0.0621875	0.0298497	0.396343	0.0125541	0.240955	0.230979	0.163594	0.364472	3.036345
