Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
5600	-13145.6	-13109.2	-36.3647	0.7110836	0.292761	0.106011	0.243205	0.134365	0.196935	0.179543	0.264286	0.164539	0.143036	0.401883	0.108925	0.128574	0.189616	0.228101	0.216134	0.304507	0.292674	0.235319	0.289907	0.114953	0.148986	0.139906	0.509098	0.123602	0.17465	0.0650833	0.0389647	0.156228	0.0513478	0.178877	0.0551542	0.0707381	0.0511377	0.0503286	0.0868944	0.175527	0.110177	0.187497	0.0526715	0.0814965	0.123412	0.0250562	0.0491339	0.0301827	0.369873	0.0510239	0.0376015	0.470703	0.0406158	0.0765571	0.368713	0.928907	2.62582	0.371683	0.35609	0.0614593	0.210768	0.3491895	6.941239
5610	-13143.3	-13106.1	-37.1763	0.8816257	0.292761	0.122547	0.189618	0.140028	0.239487	0.0861546	0.286825	0.164539	0.138779	0.30374	0.147189	0.181057	0.247275	0.247376	0.260298	0.381292	0.275313	0.220564	0.261896	0.109068	0.150979	0.143864	0.419674	0.0815601	0.246374	0.12447	0.0818471	0.187478	0.0865252	0.184575	0.0307441	0.0391378	0.0493523	0.00798607	0.0832309	0.205668	0.050218	0.198933	0.0370655	0.120248	0.100135	0.027053	0.069474	0.0304046	0.357188	0.0608568	0.0251533	0.477965	0.0484325	0.112773	0.438033	0.977238	2.47196	0.362387	0.356381	0.0675836	0.213648	0.3420647	7.022399
5620	-13151.9	-13119.2	-32.6713	0.8419209	0.296276	0.0959356	0.221997	0.113752	0.258619	0.108655	0.272998	0.170777	0.191107	0.318561	0.155709	0.159197	0.210297	0.194441	0.303255	0.351471	0.304172	0.234821	0.175627	0.109068	0.104747	0.150182	0.419205	0.0609203	0.196411	0.0670944	0.0385429	0.185104	0.0766144	0.132478	0.0189367	0.0533917	0.0393091	0.0154594	0.0282653	0.19309	0.0775478	0.135989	0.0616996	0.0678499	0.105307	0.0285278	0.068483	0.0370697	0.350666	0.0621123	0.0218757	0.484419	0.043857	0.104443	0.42348	0.967926	2.50415	0.336264	0.38678	0.0683823	0.208573	0.3461917	6.571892
5630	-13144.4	-13100.6	-43.8281	0.7199319	0.37674	0.210481	0.227135	0.144672	0.196185	0.160444	0.31655	0.140651	0.218221	0.434422	0.112325	0.185287	0.29071	0.217038	0.253079	0.380042	0.315455	0.232019	0.279114	0.104993	0.195326	0.0903682	0.53653	0.0846755	0.252106	0.0731804	0.0702356	0.194352	0.0483563	0.164946	0.0268938	0.0775818	0.131208	0.0113864	0.0558361	0.216129	0.0681793	0.201555	0.0216896	0.132895	0.117685	0.0623223	0.0585805	0.0280427	0.391305	0.0544961	0.0234783	0.45734	0.0453377	0.0784498	0.372785	0.932036	2.61673	0.340868	0.3766	0.0604545	0.222078	0.3765489	7.687579
5640	-13154.1	-13107.7	-46.4071	0.8482124	0.352842	0.142669	0.233005	0.167603	0.259148	0.244606	0.251562	0.115476	0.178077	0.427474	0.14362	0.124931	0.241962	0.278621	0.205496	0.34256	0.284943	0.247016	0.356685	0.130735	0.1486	0.0831971	0.607896	0.122239	0.301326	0.0702981	0.0831394	0.203506	0.0686743	0.233226	0.0562083	0.0733747	0.0577905	0.04836	0.0849999	0.212417	0.0365654	0.273298	0.0644946	0.109563	0.179329	0.0623223	0.0356211	0.0281231	0.396644	0.0425751	0.019595	0.459754	0.0533083	0.105769	0.425844	0.969468	2.49892	0.352648	0.378051	0.0625294	0.206771	0.3581853	7.945477
5650	-13158	-13114.6	-43.4339	0.788827	0.311018	0.209644	0.252514	0.13862	0.268044	0.13271	0.262058	0.131836	0.192112	0.496142	0.102211	0.0968086	0.213578	0.304943	0.271749	0.435914	0.205427	0.228645	0.237677	0.0893617	0.206161	0.126171	0.638768	0.071849	0.263842	0.111704	0.0695576	0.149921	0.124297	0.196677	0.0309057	0.0792486	0.041204	0.028602	0.0710515	0.18288	0.0302532	0.260571	0.0521631	0.122147	0.099418	0.0389995	0.0707539	0.0271774	0.413247	0.0483937	0.020882	0.416388	0.0739125	0.0931791	0.402596	0.95381	2.55041	0.345159	0.376911	0.0566715	0.221258	0.3588784	7.648158
5660	-13148.3	-13108.6	-39.696	0.7709314	0.297894	0.161918	0.175763	0.147383	0.226303	0.194354	0.304276	0.123603	0.127324	0.416645	0.147295	0.136744	0.226223	0.206816	0.213272	0.382195	0.302184	0.243185	0.213073	0.129601	0.127967	0.104161	0.634301	0.0546478	0.27859	0.12143	0.0746384	0.188353	0.0747897	0.212265	0.010631	0.0539288	0.0440064	0.0267976	0.0689793	0.20465	0.0188677	0.198878	0.0622225	0.0927925	0.125883	0.0487793	0.0707539	0.0272829	0.397333	0.0414116	0.0362994	0.418003	0.0796695	0.08936	0.395162	0.948563	2.56691	0.359593	0.368769	0.0624695	0.209169	0.353209	7.274363
5670	-13153.1	-13112.5	-40.5319	0.7349587	0.320354	0.133049	0.188219	0.154873	0.190844	0.155698	0.269225	0.128089	0.188102	0.341156	0.109608	0.132827	0.217254	0.30715	0.219655	0.375118	0.26556	0.210785	0.276463	0.112753	0.189731	0.159245	0.62398	0.115672	0.200448	0.0663531	0.0189898	0.19161	0.0747897	0.144154	0.000299526	0.0525344	0.0958169	0.0333358	0.0637228	0.318658	0.0669509	0.230206	0.0587955	0.118059	0.130383	0.0628166	0.0446204	0.0290209	0.39223	0.0367199	0.044588	0.460558	0.0368836	0.0816656	0.379568	0.937165	2.6016	0.359407	0.363408	0.061716	0.215469	0.3902439	7.357955
5680	-13144.9	-13108.1	-36.8424	0.7092455	0.285071	0.14221	0.167793	0.172679	0.241425	0.133841	0.264371	0.129552	0.181868	0.301445	0.0945921	0.147502	0.237393	0.197736	0.253496	0.36666	0.311088	0.263122	0.272802	0.133563	0.176582	0.0831351	0.535492	0.0545631	0.198091	0.105577	0.014629	0.191649	0.0710631	0.12958	0.0110654	0.0434356	0.04669	0.0234453	0.0683529	0.213086	0.0654487	0.229152	0.03799	0.182133	0.105237	0.0250777	0.0793214	0.0288413	0.419109	0.0515229	0.038467	0.410164	0.0518956	0.0761641	0.36786	0.928247	2.62773	0.345751	0.373198	0.0593936	0.221658	0.3509682	6.989009
5690	-13159.8	-13118.1	-41.6303	0.6829643	0.296687	0.157214	0.250089	0.118181	0.216854	0.194328	0.306807	0.19814	0.174433	0.26719	0.149176	0.121771	0.293872	0.21992	0.189719	0.297659	0.37144	0.241271	0.233563	0.0829281	0.176183	0.0962632	0.63644	0.08761	0.200309	0.0521965	0.127975	0.262354	0.072649	0.205477	0.0250609	0.0268517	0.0478602	0.00687875	0.108479	0.206731	0.0454018	0.249123	0.0296276	0.117519	0.132106	0.119992	0.0534595	0.0245649	0.399675	0.0478627	0.0282749	0.428679	0.0709433	0.0705537	0.35538	0.918388	2.65568	0.349616	0.372944	0.0580735	0.219367	0.3489316	7.467791
5700	-13143.3	-13103.3	-39.9843	0.8329554	0.362036	0.165407	0.227319	0.140226	0.214821	0.224508	0.308553	0.195772	0.208569	0.387945	0.138429	0.106488	0.249713	0.233631	0.244303	0.331463	0.274424	0.237435	0.234239	0.109883	0.16987	0.125498	0.457813	0.0703444	0.235796	0.0950167	0.0302622	0.161489	0.0688314	0.149949	0.0205568	0.0439485	0.0517609	0.0197442	0.0670679	0.271436	0.0454018	0.196596	0.0157883	0.152208	0.0901189	0.0954527	0.0730788	0.0307735	0.365195	0.0537341	0.0271052	0.452637	0.0705558	0.102549	0.420071	0.965684	2.5117	0.35718	0.374993	0.064967	0.202859	0.3580807	7.303191
5710	-13152	-13110	-42.0154	0.7481347	0.299821	0.150339	0.215057	0.19341	0.23869	0.179653	0.286127	0.118138	0.150108	0.397745	0.188213	0.0957599	0.191072	0.257557	0.262997	0.347578	0.342242	0.286747	0.270463	0.0776175	0.179667	0.118818	0.501236	0.0821464	0.259806	0.0736453	0.0348283	0.164437	0.120409	0.247053	0.0117297	0.112258	0.0578752	0.0194247	0.0311954	0.215746	0.0469036	0.208977	0.0734685	0.137437	0.142449	0.0408571	0.0766032	0.0245096	0.386376	0.0427335	0.0306272	0.456382	0.0593716	0.0844854	0.385383	0.941478	2.58865	0.36988	0.366446	0.057723	0.20595	0.3804006	7.506308
5720	-13154.6	-13114.2	-40.4262	0.7781911	0.296542	0.204745	0.191998	0.112758	0.267656	0.174985	0.222694	0.151878	0.14849	0.350471	0.155491	0.110952	0.223281	0.247333	0.169774	0.363959	0.2808	0.212561	0.312612	0.0698167	0.175942	0.14147	0.521919	0.0410883	0.303233	0.0648237	0.0525682	0.141437	0.11506	0.187808	0.000995988	0.0343491	0.0912422	0.0214412	0.0850392	0.329136	0.0287108	0.30582	0.0372961	0.0954737	0.122109	0.0569535	0.124668	0.023056	0.33387	0.0572303	0.0175741	0.497533	0.0707374	0.0909103	0.398203	0.950724	2.56016	0.365257	0.370604	0.065562	0.198578	0.3496623	7.347383
5730	-13149.7	-13104.9	-44.8127	0.7167227	0.373954	0.167842	0.188817	0.178692	0.248546	0.19649	0.325481	0.187974	0.162973	0.38835	0.128686	0.15188	0.251632	0.226573	0.226635	0.366012	0.248135	0.292937	0.276101	0.0763857	0.188639	0.100951	0.730292	0.0791121	0.249571	0.105088	0.0731707	0.14294	0.0820529	0.172099	0.00405705	0.0654293	0.0990112	0.00859325	0.101316	0.261223	0.0287108	0.222286	0.012934	0.174394	0.113356	0.0569535	0.0497556	0.0298209	0.351935	0.0485617	0.0195884	0.484811	0.0652826	0.0777632	0.371315	0.930911	2.62001	0.358265	0.371656	0.063211	0.206868	0.3521742	7.786033
5740	-13150.6	-13113	-37.5743	0.8467607	0.410251	0.170973	0.160108	0.148826	0.309319	0.0983939	0.230678	0.160494	0.163804	0.378361	0.168629	0.123718	0.212282	0.238092	0.223717	0.382627	0.286681	0.211158	0.302852	0.0989825	0.165176	0.12458	0.512968	0.0309437	0.222396	0.0688545	0.0744645	0.087156	0.0897427	0.169473	0.0258275	0.0513169	0.0673011	0.0143337	0.0602243	0.162468	0.0166329	0.234309	0.0312498	0.155399	0.0890689	0.0683835	0.0599807	0.0316595	0.356979	0.0558383	0.0214245	0.503636	0.0304628	0.105463	0.4253	0.969115	2.50012	0.372095	0.356888	0.0713189	0.199697	0.3736798	7.062197
5750	-13162.6	-13117.3	-45.3596	0.8126393	0.301571	0.140259	0.192165	0.198078	0.356292	0.231093	0.336391	0.174863	0.170961	0.379638	0.173654	0.163001	0.29577	0.230511	0.201658	0.435775	0.414504	0.268579	0.256415	0.126307	0.180127	0.132414	0.605201	0.0783362	0.22719	0.0497346	0.11283	0.0988156	0.0507625	0.257636	0.0152064	0.0256943	0.0472429	0.0168278	0.0796854	0.305907	0.0159845	0.144084	0.0239838	0.121515	0.115189	0.0670173	0.0218527	0.0265473	0.305737	0.0609014	0.0240562	0.545073	0.0376852	0.0982453	0.412173	0.960396	2.52918	0.36753	0.351689	0.0758759	0.204905	0.3673251	7.840722
5760	-13153.7	-13113.3	-40.347	0.7789279	0.294108	0.140869	0.209713	0.17083	0.274101	0.154547	0.252504	0.19376	0.204289	0.339571	0.101635	0.189785	0.23202	0.245332	0.249804	0.370057	0.310264	0.255701	0.240548	0.055473	0.116241	0.0904858	0.554725	0.0838279	0.28983	0.0659227	0.0546442	0.144015	0.110692	0.124765	0.062657	0.110005	0.0851875	0.0701428	0.0758891	0.232595	0.0309856	0.191177	0.0167511	0.129147	0.123252	0.0369715	0.0546413	0.0316985	0.278269	0.0688731	0.0216516	0.568987	0.0305207	0.0910675	0.39851	0.950941	2.55948	0.358939	0.364162	0.0756913	0.201208	0.3730092	7.339461
5770	-13145	-13112.3	-32.6926	0.8709833	0.320037	0.195606	0.172341	0.0836391	0.169336	0.158232	0.256198	0.119757	0.142773	0.369607	0.1585	0.114645	0.209157	0.217924	0.178318	0.322712	0.282927	0.210118	0.23932	0.0909424	0.139506	0.0968598	0.553926	0.068444	0.209456	0.0789229	0.0445561	0.209388	0.0724024	0.194876	0.0188675	0.0343772	0.041427	0.0425217	0.0413933	0.270873	0.00440693	0.150582	0.0350291	0.0831561	0.113295	0.023107	0.0345623	0.0348058	0.298582	0.0677843	0.0252305	0.552978	0.0206194	0.110549	0.434217	0.974837	2.4804	0.360408	0.358746	0.0753762	0.20547	0.3963749	6.574027
5780	-13150.5	-13112.4	-38.1396	0.8346074	0.309214	0.148763	0.200791	0.145576	0.261118	0.117843	0.215208	0.174798	0.182459	0.382973	0.128697	0.132203	0.220322	0.218595	0.193639	0.351821	0.264156	0.219246	0.257405	0.132559	0.122324	0.133368	0.581301	0.0873455	0.285207	0.0789229	0.02574	0.126415	0.0898727	0.131565	0.057391	0.0773043	0.033048	0.0370993	0.0752571	0.252484	0.0926082	0.190864	0.026234	0.115779	0.17999	0.0329849	0.0282313	0.0361507	0.300663	0.0653069	0.0143103	0.551959	0.0316104	0.102899	0.420703	0.966101	2.5103	0.365628	0.362442	0.0739163	0.198013	0.3569267	7.118724
5790	-13134.5	-13100	-34.5645	0.87992	0.331851	0.14351	0.183246	0.136261	0.230834	0.117883	0.241964	0.134002	0.156044	0.368567	0.128697	0.163233	0.261154	0.191622	0.253748	0.341258	0.264422	0.212895	0.248854	0.106925	0.148587	0.104374	0.501323	0.0774588	0.188835	0.0793575	0.0632655	0.169705	0.0899728	0.126661	0.0569348	0.100046	0.0861451	0.0293258	0.0645314	0.228237	0.00679761	0.165223	0.0343447	0.0794363	0.0704584	0.0180156	0.0552048	0.0362093	0.30757	0.0615136	0.0243219	0.537154	0.0332303	0.112417	0.437426	0.976857	2.4733	0.348474	0.362086	0.0774572	0.211983	0.3881151	6.761212
5800	-13150.9	-13113.4	-37.482	0.9542525	0.245533	0.143881	0.184777	0.17266	0.307567	0.0970274	0.235496	0.205063	0.168842	0.338093	0.107177	0.165426	0.288296	0.193002	0.230799	0.308369	0.294385	0.237515	0.276122	0.162185	0.170808	0.102014	0.550401	0.0740489	0.24695	0.0793575	0.03401	0.238854	0.070656	0.183503	0.0307344	0.0250734	0.0508809	0.0103072	0.128825	0.18992	0.0260369	0.207986	0.0307014	0.0911842	0.0727712	0.0462715	0.0294554	0.0417314	0.327283	0.0535815	0.0193238	0.50119	0.0568894	0.127738	0.462556	0.991986	2.41772	0.349667	0.369016	0.0709755	0.210342	0.3698024	7.052963
5810	-13141.4	-13101.3	-40.0833	0.8787055	0.333029	0.196214	0.242912	0.158437	0.270089	0.201976	0.237612	0.181524	0.213381	0.310109	0.127839	0.122548	0.257987	0.224939	0.189106	0.351744	0.307515	0.235687	0.284578	0.0860518	0.199393	0.105104	0.50209	0.0766225	0.258747	0.0887483	0.0908326	0.120847	0.0621112	0.154894	0.0822273	0.0883425	0.0617578	0.0142521	0.0882089	0.213961	0.0349955	0.211834	0.0163792	0.0922548	0.128513	0.0194538	0.0682485	0.0357438	0.345747	0.0498892	0.0233087	0.504578	0.0407337	0.112164	0.436992	0.976586	2.47426	0.37299	0.355524	0.0684651	0.203021	0.3755034	7.313096
5820	-13145.9	-13109.9	-36.0094	0.9390688	0.284937	0.128758	0.218096	0.171036	0.270089	0.18524	0.23943	0.15487	0.181079	0.356361	0.13508	0.153226	0.240175	0.214905	0.232644	0.326374	0.319603	0.230372	0.19113	0.0806569	0.179998	0.124899	0.544562	0.0860696	0.213801	0.0869843	0.085207	0.13775	0.0806861	0.16332	0.0806272	0.0586809	0.0453106	0.00685397	0.056206	0.173718	0.0315269	0.12233	0.0177429	0.149309	0.0770277	0.0383493	0.0306877	0.0419611	0.307081	0.0606541	0.026251	0.529915	0.0341373	0.124642	0.457639	0.989122	2.4286	0.350565	0.364149	0.0790722	0.206213	0.3973787	6.905708
5830	-13145.5	-13104	-41.5639	0.8133364	0.337148	0.185566	0.218096	0.168501	0.241971	0.216245	0.271832	0.122237	0.15273	0.439545	0.10263	0.172451	0.206792	0.247264	0.23537	0.352572	0.318988	0.237452	0.266844	0.0889473	0.16786	0.117713	0.48738	0.064588	0.139929	0.0896722	0.0391771	0.189297	0.0701341	0.16347	0.0657342	0.0823618	0.0609951	0.00849657	0.0477389	0.249616	0.0476358	0.323591	0.0252151	0.0896252	0.150269	0.0890988	0.108378	0.0321148	0.355819	0.0600453	0.0259471	0.494556	0.0315173	0.0983933	0.412448	0.960583	2.52858	0.352633	0.368106	0.0711479	0.208113	0.3759111	7.461157
5840	-13148.3	-13112.1	-36.2884	0.8656316	0.278118	0.161491	0.216734	0.185515	0.162938	0.129791	0.251641	0.13379	0.149541	0.329884	0.143403	0.150138	0.239205	0.18258	0.225313	0.354873	0.288451	0.203987	0.212438	0.12342	0.173091	0.14327	0.544961	0.0679168	0.190323	0.0752813	0.0370144	0.1511	0.118377	0.20974	0.0427728	0.0571985	0.060141	0.0238419	0.0818258	0.194519	0.011959	0.291377	0.00295035	0.0845684	0.114429	0.0408399	0.0928537	0.0424074	0.331886	0.0565284	0.0305926	0.495921	0.042664	0.109429	0.432274	0.973604	2.48469	0.359127	0.358204	0.0722654	0.210404	0.3789209	6.933602
5850	-13145.1	-13106.4	-38.7363	0.7525037	0.26227	0.142329	0.192867	0.161865	0.219507	0.199468	0.259317	0.156318	0.178934	0.384921	0.189967	0.131808	0.252685	0.243392	0.208908	0.331308	0.255889	0.228353	0.319945	0.0997578	0.20753	0.109502	0.413321	0.0866832	0.289954	0.0912715	0.0398531	0.135188	0.0622642	0.214554	0.042576	0.0760309	0.0587769	0.0282714	0.0759955	0.233892	0.0730538	0.171294	0.0242367	0.123791	0.113515	0.054596	0.0324389	0.0264164	0.371598	0.0603951	0.0422833	0.476515	0.0227924	0.0854202	0.387285	0.942873	2.58442	0.349022	0.370139	0.0664772	0.214362	0.392502	7.178396
5860	-13152.9	-13109.6	-43.2813	0.7580278	0.358116	0.133913	0.198946	0.214441	0.248861	0.118775	0.259317	0.174117	0.118849	0.386118	0.180922	0.12474	0.274343	0.299183	0.222904	0.369065	0.333212	0.252545	0.256677	0.119107	0.189054	0.0953208	0.571404	0.0312874	0.233545	0.0978936	0.122495	0.162767	0.085376	0.212435	0.0264684	0.104545	0.0746147	0.014728	0.0908771	0.205477	0.0581365	0.137912	0.0965817	0.137112	0.138447	0.0294042	0.0728617	0.025596	0.38673	0.0520066	0.0233431	0.489231	0.0230932	0.0866018	0.38967	0.94461	2.57912	0.362186	0.357969	0.0656082	0.214237	0.3454226	7.632892
5870	-13152.3	-13113.7	-38.6242	0.5870836	0.288363	0.218182	0.227147	0.156721	0.245292	0.126404	0.178237	0.164781	0.127161	0.334397	0.124734	0.175674	0.157757	0.223568	0.186338	0.391809	0.293881	0.206021	0.328262	0.116771	0.15556	0.133922	0.639691	0.0160467	0.247969	0.0933964	0.02231	0.207504	0.0941526	0.170781	0.0129443	0.105685	0.0981111	0.0254694	0.03239	0.256803	0.0150755	0.210558	0.0497384	0.136692	0.122322	0.00872236	0.0398407	0.0256859	0.352177	0.0474463	0.0282543	0.491843	0.0545937	0.0504554	0.305016	0.874584	2.76995	0.359813	0.368768	0.0642903	0.207129	0.3255378	7.167182
5880	-13154.5	-13117.8	-36.7038	0.7539753	0.311624	0.204532	0.134346	0.103206	0.18368	0.163171	0.292552	0.155583	0.164071	0.292886	0.0998917	0.167223	0.172077	0.272532	0.200213	0.380478	0.280325	0.20269	0.280742	0.079068	0.19933	0.131174	0.525037	0.024476	0.217971	0.101546	0.0349832	0.114311	0.11751	0.121374	0.0753465	0.0388653	0.0981111	0.0223128	0.0799868	0.212835	0.0101594	0.217556	0.0742671	0.140123	0.175205	0.0383303	0.0634438	0.022383	0.333859	0.0635101	0.0255632	0.499534	0.0551512	0.085735	0.387922	0.943338	2.583	0.353827	0.367462	0.0644614	0.21425	0.3797667	6.975146
5890	-13150.2	-13113.2	-36.9952	0.7212124	0.270705	0.114312	0.157717	0.165022	0.251808	0.205737	0.206496	0.1453	0.165056	0.422044	0.119551	0.133056	0.234435	0.244422	0.219685	0.304766	0.30569	0.190678	0.2943	0.0857993	0.131419	0.124528	0.554183	0.0182546	0.226618	0.0552844	0.0525403	0.135986	0.0569073	0.275214	0.00373951	0.11904	0.0341766	0.0494708	0.0494502	0.22185	0.102438	0.207689	0.072418	0.0830906	0.113483	0.0446772	0.0352523	0.0181344	0.382949	0.0557164	0.0388574	0.453695	0.0506474	0.0787238	0.373369	0.932482	2.61542	0.36177	0.366379	0.0641385	0.207713	0.3756634	7.004288
5900	-13149.4	-13103	-46.4054	0.7789582	0.333887	0.172943	0.18649	0.14831	0.230447	0.174704	0.328345	0.171977	0.191064	0.487284	0.117453	0.133695	0.309221	0.259415	0.272164	0.412039	0.352845	0.188861	0.272079	0.0815499	0.167449	0.140438	0.622614	0.026552	0.349456	0.084182	0.0369153	0.182002	0.144601	0.171647	0.00556669	0.101471	0.0594009	0.0298245	0.0463744	0.2302	0.028291	0.287262	0.072418	0.0408908	0.120942	0.0839993	0.0880378	0.02	0.373904	0.0581252	0.0333687	0.475703	0.0388989	0.091074	0.398522	0.95095	2.55945	0.360745	0.363152	0.0617997	0.214304	0.3479807	7.945308
5910	-13146.4	-13106.7	-39.6607	0.7445644	0.338482	0.145164	0.25417	0.118095	0.251492	0.139607	0.237494	0.12238	0.170674	0.328948	0.114992	0.133695	0.289596	0.227385	0.241411	0.404048	0.320042	0.213179	0.272079	0.0722554	0.168824	0.170495	0.553312	0.0372904	0.268331	0.0843247	0.0396548	0.149972	0.104735	0.18282	0.0214343	0.0837109	0.0676779	0.0158238	0.0372915	0.2378	0.115689	0.195392	0.051195	0.0747087	0.11411	0.0190754	0.0819837	0.0338698	0.397331	0.0467666	0.0236658	0.460452	0.0379151	0.0837214	0.38382	0.940326	2.59213	0.34706	0.386131	0.0637335	0.203076	0.3540331	7.27084
5920	-13146.5	-13104.3	-42.1802	0.8274004	0.356831	0.123164	0.227049	0.139582	0.263396	0.163917	0.287514	0.194776	0.153561	0.322617	0.113639	0.191999	0.195541	0.247235	0.27377	0.35369	0.332647	0.227179	0.304442	0.124701	0.216994	0.16114	0.451198	0.0618744	0.207226	0.0585001	0.0567228	0.153223	0.0962462	0.182153	0.0692142	0.0452024	0.10263	0.0449922	0.0600445	0.218391	0.0646786	0.196117	0.0673728	0.12427	0.196541	0.0281446	0.0626563	0.0299102	0.383959	0.0563566	0.0266042	0.458542	0.0446283	0.101374	0.417936	0.964267	2.51642	0.333794	0.380519	0.0625867	0.2231	0.351146	7.522782
5930	-13142.5	-13103.5	-39.0186	0.8767754	0.31623	0.195368	0.229408	0.18376	0.205395	0.141336	0.254199	0.170234	0.167037	0.397781	0.144736	0.171157	0.171993	0.268265	0.225984	0.293466	0.329324	0.233097	0.272606	0.0899549	0.172591	0.0960774	0.523915	0.0248749	0.138754	0.0870644	0.0631485	0.154646	0.0557958	0.181856	0.0836601	0.082434	0.0485777	0.000522625	0.0234643	0.227392	0.052444	0.283517	0.0781218	0.142794	0.112393	0.0522838	0.0589697	0.0308715	0.367021	0.053658	0.0202741	0.482113	0.0460627	0.11176	0.436301	0.976152	2.47579	0.350071	0.370788	0.0637199	0.21542	0.3680788	7.206629
5940	-13155.9	-13123	-32.9647	0.9420222	0.316233	0.147991	0.186363	0.117681	0.219504	0.127985	0.317502	0.171651	0.130948	0.264622	0.114917	0.112736	0.180382	0.2799	0.211119	0.298971	0.250816	0.23416	0.298743	0.142682	0.181892	0.0700151	0.447729	0.0396759	0.218552	0.0927565	0.0336775	0.143585	0.0553856	0.133688	0.0329762	0.0845876	0.0216113	0.00911689	0.0769791	0.167809	0.0722931	0.280321	0.0453377	0.0942032	0.0885033	0.0477716	0.037863	0.0267181	0.382019	0.0611434	0.0154658	0.475321	0.0393328	0.125245	0.458604	0.989687	2.42646	0.372686	0.365338	0.0637635	0.198213	0.3686435	6.601235
5950	-13141.1	-13108.4	-32.6441	0.714916	0.271484	0.152918	0.205332	0.136774	0.181699	0.144645	0.172196	0.121225	0.203584	0.380836	0.125328	0.134681	0.238019	0.223744	0.192777	0.323063	0.234299	0.226938	0.262237	0.0891324	0.176973	0.112353	0.508425	0.0410597	0.229188	0.063155	0.0638414	0.154768	0.0999158	0.122143	0.0314458	0.0538915	0.0788606	0.0038893	0.0515264	0.190647	0.0645356	0.165341	0.0302047	0.0867137	0.107284	0.056352	0.0557572	0.0280587	0.365004	0.0545589	0.0282257	0.46025	0.0639026	0.0773768	0.370484	0.930273	2.62187	0.35462	0.375773	0.0677091	0.201898	0.3542164	6.56918
5960	-13143.1	-13108.8	-34.2383	0.8960942	0.300091	0.188889	0.2303	0.0984275	0.246012	0.134354	0.225142	0.150294	0.164988	0.342168	0.105741	0.181293	0.223399	0.196051	0.182309	0.30317	0.280677	0.225336	0.240489	0.0785581	0.108907	0.098888	0.418069	0.0399151	0.26897	0.126674	0.0413831	0.144896	0.108819	0.232262	0.020739	0.0438236	0.0809525	0.0221859	0.0565065	0.226515	0.0634577	0.13835	0.0506648	0.091705	0.116305	0.0612768	0.069645	0.0311132	0.272666	0.0640581	0.0270012	0.573835	0.0313263	0.115784	0.443127	0.980397	2.46069	0.365531	0.355745	0.0756531	0.203071	0.3629952	6.728595
5970	-13148.1	-13114.1	-34.0195	0.7597847	0.314824	0.171294	0.138095	0.153259	0.213757	0.0913606	0.25048	0.160018	0.160399	0.454096	0.163939	0.149556	0.188609	0.244651	0.207853	0.315733	0.266403	0.203123	0.246987	0.0843119	0.190305	0.0831046	0.467088	0.0774259	0.191999	0.0842615	0.0818236	0.187243	0.0689567	0.177928	0.0230147	0.0292966	0.0737573	0.0151549	0.049867	0.213446	0.0368844	0.167867	0.0493068	0.0976747	0.0688965	0.0354047	0.0572643	0.0308419	0.358968	0.0645902	0.0199889	0.484914	0.0406967	0.0869775	0.390425	0.945157	2.57744	0.357889	0.355763	0.0765739	0.209774	0.3599622	6.706718
5980	-13133.4	-13102.7	-30.7734	0.807679	0.260257	0.126706	0.19082	0.151362	0.195888	0.137375	0.269103	0.140889	0.157354	0.308528	0.117247	0.116177	0.21472	0.243339	0.173966	0.329384	0.268899	0.225427	0.25769	0.0806915	0.132605	0.0796223	0.466735	0.015065	0.167868	0.090564	0.0403185	0.147017	0.0945738	0.135142	0.0322017	0.0418994	0.0357966	0.0257931	0.0802678	0.189037	0.0551119	0.157103	0.0558982	0.116202	0.172851	0.0278733	0.0567352	0.0335214	0.309849	0.0631513	0.0195429	0.527042	0.0468937	0.0971917	0.410207	0.95906	2.53354	0.359168	0.358119	0.0738237	0.20889	0.3502944	6.382102
5990	-13144.7	-13111.3	-33.3702	1.033503	0.280177	0.159611	0.194198	0.111942	0.242536	0.113225	0.240821	0.166818	0.135111	0.420792	0.130202	0.124002	0.179931	0.282989	0.200842	0.264848	0.288517	0.191756	0.267666	0.0775076	0.191309	0.126778	0.421834	0.0510079	0.177041	0.0893089	0.0481561	0.130694	0.088477	0.140265	0.0237217	0.0350857	0.0740797	0.00681292	0.0287876	0.205531	0.043929	0.177585	0.083158	0.141277	0.172851	0.0461919	0.0644054	0.0331756	0.360708	0.0600845	0.0294131	0.485405	0.031214	0.14359	0.486595	1.00534	2.36448	0.356122	0.365028	0.0670235	0.211826	0.3960734	6.641782
