Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1930	-13158	-13108.6	-49.4111	0.8188858	0.382266	0.142488	0.24573	0.173671	0.390405	0.229036	0.293766	0.182461	0.173106	0.459413	0.133521	0.182247	0.256986	0.259813	0.251612	0.315345	0.331593	0.246501	0.208307	0.147124	0.180308	0.174293	0.751727	0.028635	0.244103	0.0329382	0.0481415	0.165899	0.12124	0.198964	0.0287249	0.0767847	0.100381	0.0259739	0.0696059	0.306647	0.047158	0.207714	0.107103	0.137489	0.108173	0.0363016	0.0421797	0.0242989	0.381942	0.0509775	0.0241427	0.464742	0.0538964	0.0995707	0.414628	0.962054	2.52375	0.349537	0.388373	0.0580347	0.204055	0.3743451	8.245875
1940	-13156.3	-13108.1	-48.2191	0.7720627	0.384016	0.169589	0.196699	0.16876	0.262794	0.152959	0.257771	0.188541	0.197053	0.43244	0.148068	0.113171	0.258959	0.253352	0.329455	0.455398	0.342146	0.255448	0.300633	0.130811	0.19734	0.104113	0.570518	0.065384	0.238456	0.0747519	0.0487306	0.274878	0.0985858	0.152142	0.0203274	0.0993155	0.0949504	0.0165965	0.0460211	0.286059	0.029503	0.228917	0.163619	0.130807	0.100313	0.0460738	0.0412144	0.027996	0.408175	0.054505	0.0234267	0.453242	0.0326561	0.0896016	0.395638	0.948903	2.56586	0.362635	0.359758	0.0681655	0.209442	0.3286862	8.126678
1950	-13149.4	-13105.6	-43.7746	0.671902	0.321259	0.143235	0.208524	0.185674	0.246337	0.132346	0.352713	0.143153	0.201595	0.377953	0.138363	0.144036	0.350865	0.310994	0.279517	0.336563	0.331528	0.215651	0.217223	0.0997822	0.194083	0.14303	0.596097	0.0352722	0.177603	0.0901183	0.0329495	0.175288	0.131987	0.261247	0.0702216	0.0461312	0.0717549	0.0101535	0.0333593	0.25599	0.0309577	0.179863	0.0961639	0.117898	0.0916371	0.0460738	0.0570383	0.0262126	0.343762	0.0611985	0.0153593	0.498539	0.0549288	0.0681995	0.349965	0.913994	2.66784	0.356434	0.370536	0.0662407	0.206789	0.3286862	7.682228
1960	-13139.6	-13103	-36.5651	0.7002799	0.29924	0.195086	0.190021	0.112602	0.21053	0.139945	0.220559	0.151777	0.174673	0.332112	0.128231	0.150239	0.264383	0.294303	0.197762	0.300562	0.336134	0.277393	0.225476	0.105298	0.200329	0.0884066	0.526235	0.0172442	0.20241	0.0719276	0.028918	0.136129	0.0990211	0.13945	0.0577517	0.0629235	0.0950652	0.0116519	0.0454277	0.182956	0.0358397	0.197934	0.0912276	0.101953	0.11216	0.0570112	0.0929783	0.025278	0.362115	0.062542	0.0265112	0.470224	0.0533302	0.0742481	0.363662	0.924972	2.63712	0.355948	0.366167	0.0674185	0.210466	0.3313967	6.961277
1970	-13143.4	-13106.4	-36.9835	0.7277374	0.317473	0.11067	0.212216	0.143632	0.197304	0.192343	0.240756	0.134268	0.166387	0.361905	0.116726	0.183389	0.207624	0.217001	0.189311	0.368412	0.274274	0.204982	0.253859	0.117271	0.188187	0.122991	0.559368	0.0307438	0.283721	0.0781289	0.0276114	0.0900653	0.0560542	0.20728	0.0676127	0.0621781	0.0718648	0.00511146	0.081699	0.187961	0.0200262	0.200459	0.098735	0.0908687	0.121017	0.0522718	0.0893581	0.0257909	0.300638	0.0727259	0.0176832	0.53651	0.0466516	0.0801201	0.376329	0.934729	2.60882	0.348929	0.380259	0.0709282	0.199884	0.3421379	7.003116
1980	-13158.7	-13116.1	-42.5511	0.7294759	0.394828	0.148121	0.239008	0.187916	0.226061	0.168523	0.25961	0.151271	0.190773	0.318902	0.121829	0.184446	0.265575	0.301852	0.211245	0.378881	0.356801	0.259799	0.246744	0.103894	0.150735	0.0852418	0.454363	0.00533578	0.258592	0.121895	0.02724	0.207726	0.100179	0.214675	0.0691948	0.055039	0.056317	0.0531905	0.0430145	0.179466	0.0490317	0.203038	0.136444	0.122698	0.0966352	0.0968154	0.0569264	0.0339177	0.275133	0.0727227	0.014605	0.552395	0.051227	0.0804921	0.377112	0.93532	2.60708	0.330535	0.390295	0.0811991	0.197972	0.3682317	7.559873
1990	-13157.2	-13114.9	-42.316	0.8570607	0.319137	0.209641	0.265127	0.11476	0.375235	0.162334	0.281167	0.209601	0.160904	0.404286	0.0954719	0.130418	0.276185	0.29895	0.215256	0.384474	0.307542	0.227395	0.284936	0.102475	0.205571	0.114014	0.49089	0.0222	0.238229	0.0749978	0.0882958	0.149818	0.0261873	0.127474	0.0278073	0.0711392	0.0578224	0.0219658	0.066939	0.205081	0.0210943	0.283845	0.111389	0.114966	0.12348	0.0223237	0.0455449	0.0297945	0.28943	0.0521942	0.0170486	0.547866	0.0636664	0.10763	0.429131	0.971593	2.49165	0.348594	0.372537	0.0716888	0.20718	0.3774638	7.536368
2000	-13142.3	-13101.8	-40.4476	0.8644185	0.371379	0.150823	0.208331	0.140755	0.235101	0.144607	0.241365	0.172767	0.159455	0.29449	0.11725	0.130418	0.227528	0.273951	0.224098	0.439955	0.309123	0.201886	0.286439	0.0839474	0.197312	0.118125	0.64431	0.0209646	0.251937	0.106977	0.0784318	0.184357	0.0681776	0.18741	0.0783204	0.0802116	0.0549685	0.013822	0.0757735	0.189034	0.00641052	0.153879	0.0814597	0.0771559	0.0992325	0.0870763	0.0805085	0.0333852	0.343955	0.051273	0.022798	0.506896	0.0416923	0.109174	0.431832	0.973322	2.48567	0.34639	0.367961	0.0685925	0.217057	0.362353	7.349522
2010	-13147.4	-13106.9	-40.5261	0.8675103	0.341963	0.174503	0.221182	0.13123	0.196993	0.18312	0.239048	0.234248	0.180223	0.326054	0.102664	0.123757	0.268194	0.239542	0.195694	0.36691	0.320978	0.212631	0.216389	0.136268	0.159199	0.100649	0.552233	0.0286526	0.375466	0.0755841	0.043992	0.213064	0.0715096	0.185576	0.055474	0.0796081	0.0994657	0.0308745	0.0564466	0.161504	0.0528637	0.1982	0.0945534	0.118288	0.0961149	0.0494754	0.0469882	0.0331351	0.370035	0.0509168	0.0197941	0.480179	0.0459399	0.109822	0.432958	0.974039	2.48318	0.370298	0.354759	0.0700199	0.204922	0.3498298	7.357375
2020	-13153.3	-13112.8	-40.4698	0.745493	0.253145	0.202914	0.253742	0.131053	0.172459	0.164516	0.239048	0.179975	0.168096	0.487363	0.118195	0.167617	0.192861	0.284726	0.202625	0.372061	0.326159	0.277799	0.236373	0.151987	0.203886	0.0993371	0.547391	0.0473126	0.256958	0.110968	0.0456122	0.161573	0.0641904	0.19642	0.0253839	0.0691734	0.0700808	0.0214961	0.0657582	0.260245	0.0249535	0.1982	0.0795443	0.118288	0.0408606	0.0135124	0.0478848	0.0287177	0.410579	0.0484031	0.0230488	0.423636	0.0656152	0.0839202	0.384227	0.940627	2.59123	0.367039	0.357317	0.0654821	0.210162	0.3476445	7.351742
2030	-13155.7	-13112.7	-42.9786	0.8533289	0.442696	0.179225	0.18245	0.125308	0.249554	0.205986	0.284445	0.145526	0.186728	0.383589	0.107644	0.153379	0.265655	0.282675	0.179367	0.459748	0.313211	0.258016	0.259791	0.0632183	0.217017	0.0957052	0.46954	0.046231	0.262266	0.072801	0.0419076	0.102501	0.0978487	0.160573	0.0343025	0.0947256	0.0896048	0.0224064	0.0495449	0.239341	0.111556	0.241108	0.0513462	0.0915743	0.203301	0.00146238	0.0777479	0.0237351	0.399711	0.0520253	0.0285916	0.443713	0.0522241	0.106845	0.42775	0.970703	2.4947	0.353529	0.384165	0.0616615	0.200644	0.3886703	7.602622
2040	-13150.4	-13108.2	-42.1911	0.7741143	0.354526	0.206689	0.229888	0.158047	0.241718	0.129751	0.287909	0.192998	0.132	0.399124	0.130627	0.157775	0.210437	0.266045	0.326175	0.315217	0.280743	0.224331	0.206905	0.0868179	0.150881	0.102119	0.699872	0.0307398	0.210637	0.111373	0.0685656	0.145633	0.09159	0.186067	0.0771122	0.0573013	0.0278567	0.0377028	0.100412	0.188343	0.0307171	0.216309	0.0701655	0.123059	0.131067	0.0574417	0.0711834	0.0259497	0.395315	0.0568793	0.0341932	0.452187	0.0354749	0.0900398	0.3965	0.949516	2.56394	0.361079	0.364029	0.0634866	0.211405	0.3885369	7.52387
2050	-13151.2	-13109.6	-41.6164	0.7872357	0.279222	0.116319	0.210727	0.173701	0.200024	0.162463	0.191724	0.178905	0.171325	0.330309	0.13217	0.121048	0.296641	0.258455	0.278149	0.378138	0.303038	0.224331	0.279481	0.114222	0.137684	0.131263	0.581166	0.00122872	0.192205	0.0618768	0.0286372	0.193957	0.144231	0.192993	0.0878087	0.0871479	0.110898	0.0133166	0.128231	0.26444	0.0415869	0.264247	0.0780472	0.119952	0.117853	0.0243092	0.0629273	0.0261425	0.425232	0.0456488	0.0323867	0.428298	0.0422915	0.0928398	0.401944	0.953354	2.55186	0.352258	0.373023	0.0626001	0.212119	0.3634951	7.466401
2060	-13144.4	-13103.7	-40.7375	0.7203386	0.386524	0.212553	0.18966	0.19645	0.244975	0.169693	0.263788	0.188111	0.165921	0.40413	0.144543	0.122387	0.211534	0.2733	0.20472	0.391088	0.339043	0.236512	0.279837	0.143185	0.174808	0.114882	0.486735	0.00272342	0.179354	0.0811324	0.0584716	0.15213	0.0892774	0.127209	0.0201548	0.0296717	0.0656607	0.0104043	0.0777068	0.299516	0.0172519	0.165645	0.0546197	0.141064	0.103277	0.0961081	0.0627607	0.0306331	0.372187	0.0451892	0.0307985	0.461991	0.0592017	0.0785368	0.37297	0.932178	2.61631	0.349041	0.366244	0.0630719	0.221643	0.351277	7.378516
2070	-13158.2	-13106.1	-52.0531	0.6433632	0.397659	0.219802	0.223351	0.19219	0.257023	0.215901	0.263169	0.184799	0.173915	0.404305	0.152987	0.170346	0.250983	0.271595	0.269709	0.320289	0.354616	0.265373	0.285836	0.146686	0.245706	0.102088	0.831414	0.00880636	0.335439	0.0743875	0.0455411	0.191892	0.0837795	0.17147	0.0259285	0.0588291	0.050101	0.0242524	0.0644843	0.340375	0.0693476	0.251016	0.0590138	0.173889	0.103277	0.0925481	0.0859499	0.027929	0.422644	0.0382423	0.0143106	0.436299	0.0605754	0.0621574	0.335535	0.901926	2.70038	0.365224	0.35988	0.0611969	0.213699	0.3646361	8.510071
2080	-13156.5	-13110.6	-45.8468	0.8305318	0.396737	0.162976	0.211071	0.109588	0.256606	0.173332	0.238339	0.196449	0.150876	0.395033	0.0898375	0.207437	0.259242	0.275761	0.181592	0.380904	0.349506	0.219066	0.295872	0.108167	0.126118	0.217688	0.608631	0.0422925	0.227343	0.0674304	0.0592564	0.206456	0.0626739	0.17147	0.0488434	0.086341	0.10051	0.0323449	0.0625069	0.206287	0.094287	0.273804	0.100045	0.0962105	0.140114	0.0521549	0.14824	0.0266921	0.444395	0.0458606	0.0275308	0.395075	0.060447	0.102037	0.419142	0.965069	2.51375	0.341075	0.376696	0.0569818	0.225247	0.3670322	7.889442
2090	-13147.8	-13108.2	-39.6028	0.8284777	0.306032	0.149077	0.246271	0.145936	0.219787	0.188299	0.290737	0.164043	0.155584	0.389913	0.095278	0.183501	0.252647	0.321801	0.186611	0.277474	0.241441	0.198183	0.267145	0.0772056	0.164995	0.109151	0.548073	0.020477	0.258429	0.0967889	0.0219225	0.15481	0.0578656	0.223913	0.0484416	0.0481035	0.060446	0.0121942	0.108397	0.269084	0.0671652	0.21758	0.0841884	0.0669122	0.155164	0.0418642	0.0721181	0.032298	0.433619	0.0447486	0.0394645	0.39652	0.0533499	0.101602	0.418352	0.964544	2.5155	0.340619	0.369523	0.0579594	0.231898	0.3662054	7.265048
2100	-13150.2	-13105.5	-44.7081	0.7715284	0.444464	0.170597	0.235109	0.211361	0.213487	0.149242	0.226046	0.2116	0.167809	0.389308	0.147333	0.147445	0.259107	0.261699	0.197171	0.376003	0.335596	0.272606	0.249171	0.114249	0.1621	0.11286	0.501863	0.0235123	0.287571	0.0900048	0.0576839	0.144033	0.103776	0.140544	0.00289734	0.0855158	0.0814714	0.0538308	0.0645669	0.274392	0.0984113	0.241022	0.0937231	0.132237	0.109001	0.0353551	0.0998021	0.0261523	0.430873	0.0433992	0.0350258	0.39356	0.0709893	0.0894875	0.395413	0.948742	2.56636	0.335861	0.384633	0.0592102	0.220295	0.357716	7.775575
2110	-13163	-13118.2	-44.7908	0.8330666	0.350776	0.16613	0.149098	0.14198	0.284172	0.165764	0.251963	0.196172	0.149972	0.390514	0.153436	0.175053	0.209323	0.239525	0.231361	0.342064	0.30908	0.272606	0.25893	0.0822644	0.178103	0.0798208	0.622349	0.0248518	0.299158	0.200963	0.0617152	0.196576	0.116214	0.235153	0.0524613	0.14045	0.08108	0.00412085	0.0430373	0.172458	0.0100218	0.285214	0.0936265	0.100927	0.145612	0.0117545	0.108	0.0211	0.394692	0.0473679	0.0354137	0.45733	0.044096	0.102573	0.420114	0.965712	2.5116	0.351849	0.377577	0.0572906	0.213283	0.4034433	7.783849
2120	-13156.1	-13108.7	-47.3845	0.7833296	0.331592	0.158108	0.262499	0.153477	0.18875	0.216824	0.244487	0.194619	0.18286	0.340381	0.171803	0.155349	0.273187	0.266545	0.366975	0.372652	0.29158	0.323176	0.298136	0.121574	0.218739	0.0987252	0.512764	0.0252768	0.289386	0.14287	0.0716234	0.172989	0.0975837	0.1556	0.0605377	0.114409	0.0443664	0.0134645	0.0766627	0.322893	0.0618085	0.277439	0.0731061	0.101637	0.125689	0.00855769	0.0625163	0.0287333	0.426689	0.047266	0.0228814	0.416647	0.0577838	0.0920068	0.400335	0.952227	2.55543	0.345167	0.383279	0.0629722	0.208582	0.3519499	8.043218
2130	-13149.6	-13104.7	-44.8175	0.6898626	0.349035	0.124868	0.29735	0.161658	0.240528	0.145522	0.294539	0.142844	0.18286	0.403779	0.186354	0.104482	0.193176	0.292412	0.353081	0.367033	0.339145	0.227743	0.256638	0.0974683	0.180414	0.16126	0.536851	0.00681688	0.329481	0.0863606	0.0634561	0.172375	0.0663179	0.199011	0.012635	0.0557027	0.109137	0.0437022	0.0371069	0.302803	0.0584709	0.214982	0.0901448	0.097323	0.120218	0.0228705	0.0585603	0.0306695	0.397843	0.0423592	0.0214245	0.441725	0.0659785	0.0720243	0.358708	0.921053	2.64821	0.356057	0.371904	0.0593093	0.21273	0.3315843	7.786515
2140	-13150.5	-13111.7	-38.7709	0.8760551	0.332079	0.116756	0.24281	0.141703	0.233467	0.184394	0.268133	0.196089	0.134519	0.376229	0.079796	0.153802	0.264235	0.314618	0.171703	0.394799	0.326293	0.220332	0.206188	0.115749	0.187802	0.133695	0.417076	0.0520841	0.268202	0.0753736	0.0180913	0.172375	0.0868703	0.199011	0.0473372	0.0136186	0.0574043	0.0340482	0.109088	0.218088	0.0236465	0.190806	0.104308	0.0804088	0.122859	0.0569758	0.0389976	0.021818	0.406949	0.0461836	0.0307191	0.417755	0.076575	0.11161	0.436043	0.975989	2.47636	0.36442	0.371224	0.0550142	0.209342	0.3651726	7.18186
2150	-13144.3	-13105	-39.3342	0.7032352	0.318207	0.13014	0.178803	0.156735	0.234459	0.138688	0.264815	0.115506	0.14059	0.410805	0.138573	0.137256	0.255421	0.223772	0.243164	0.315054	0.27851	0.22525	0.268167	0.073628	0.171959	0.139781	0.614115	0.0344103	0.258455	0.0490902	0.0732317	0.13658	0.0932414	0.169307	0.0535363	0.114157	0.0714551	0.0302837	0.0965058	0.242572	0.00837222	0.227651	0.10353	0.0641419	0.122537	0.0526867	0.063045	0.0224576	0.430178	0.0562081	0.0327313	0.423228	0.0351961	0.0748795	0.365053	0.926061	2.63401	0.356152	0.371696	0.0626253	0.209527	0.3457321	7.238188
2160	-13148.1	-13106.6	-41.5678	0.7284159	0.368409	0.189016	0.21528	0.132091	0.199213	0.165129	0.273381	0.19452	0.172407	0.38096	0.177456	0.121337	0.2677	0.28032	0.271398	0.360024	0.248469	0.244529	0.247532	0.0868611	0.147832	0.0844444	0.554551	0.0251002	0.195581	0.0927147	0.0840085	0.21046	0.101355	0.185067	0.0697918	0.0545662	0.086756	0.0558121	0.0640358	0.164887	0.0676636	0.224023	0.0702801	0.151437	0.0943052	0.0395282	0.0413092	0.0304673	0.355409	0.0528835	0.0255459	0.495322	0.0403713	0.0802653	0.376635	0.93496	2.60814	0.369535	0.353414	0.0637525	0.213298	0.3550469	7.461543
2170	-13140.7	-13103	-37.7367	0.8629936	0.290042	0.148258	0.194489	0.16672	0.228132	0.200801	0.233482	0.159576	0.168694	0.359153	0.141192	0.12492	0.281571	0.227469	0.172698	0.331498	0.288417	0.216899	0.259074	0.0759892	0.155051	0.145395	0.49981	0.0510195	0.275536	0.050573	0.0338834	0.166739	0.0786955	0.228989	0.0116125	0.0835128	0.101198	0.0373934	0.0863236	0.182918	0.0907811	0.244192	0.0522186	0.0883736	0.05699	0.0284667	0.0596841	0.0336759	0.35866	0.0491055	0.0273439	0.493135	0.0380798	0.108875	0.431311	0.97299	2.48682	0.36399	0.359156	0.0692895	0.207565	0.3903559	7.07843
2180	-13153.2	-13116.2	-36.9098	0.8979773	0.308111	0.169014	0.202913	0.144954	0.249415	0.145768	0.208439	0.159576	0.112776	0.51646	0.159633	0.127093	0.229858	0.293436	0.217121	0.311289	0.288417	0.253029	0.251265	0.0981813	0.141474	0.131792	0.461463	0.0183094	0.260528	0.0259333	0.0608394	0.159215	0.0336197	0.17125	0.0643519	0.0835128	0.082169	0.0482068	0.019227	0.262918	0.0224085	0.152112	0.0245892	0.0874684	0.0816527	0.0637288	0.092232	0.0333458	0.373239	0.0434526	0.0259589	0.46502	0.0589835	0.116175	0.443782	0.9808	2.45924	0.361628	0.368854	0.0593231	0.210194	0.3911881	6.995749
2190	-13137.1	-13098.7	-38.4729	0.7370241	0.338747	0.160162	0.200539	0.106325	0.195343	0.178234	0.217254	0.165016	0.158325	0.411599	0.145378	0.157628	0.220924	0.278315	0.203687	0.353833	0.373563	0.223759	0.25447	0.103685	0.135594	0.124424	0.5505	0.0539651	0.193881	0.0542511	0.0617828	0.158847	0.102228	0.192501	0.0474302	0.054366	0.0628583	0.00843287	0.0637237	0.207602	0.043048	0.198217	0.0402373	0.10993	0.0779328	0.089445	0.0740723	0.0296298	0.361437	0.0495677	0.0232731	0.477431	0.0586617	0.0821077	0.380488	0.937852	2.59955	0.371936	0.359511	0.0653791	0.203174	0.3435022	7.152057
2200	-13145.1	-13110.3	-34.7974	0.655775	0.32728	0.137561	0.187883	0.128647	0.181264	0.131211	0.25967	0.15336	0.160213	0.352868	0.104346	0.161701	0.246696	0.234625	0.185255	0.32725	0.270757	0.25029	0.245563	0.0938453	0.137858	0.0849855	0.518495	0.0539651	0.238359	0.0756072	0.0213144	0.169662	0.129144	0.148243	0.0918111	0.0295896	0.124139	0.0388551	0.0641123	0.197731	0.0401693	0.120615	0.0799813	0.119452	0.0808685	0.00916569	0.0700998	0.0336359	0.386871	0.0444419	0.0393525	0.438904	0.0567952	0.0647788	0.341894	0.907309	2.68602	0.362816	0.361645	0.0589569	0.216582	0.3506054	6.784507
2210	-13145.8	-13111.9	-33.9708	0.9005018	0.278734	0.0964399	0.215751	0.152318	0.180512	0.175845	0.293449	0.172822	0.147559	0.344817	0.114426	0.135622	0.242234	0.194854	0.199931	0.356632	0.213703	0.197476	0.232981	0.1248	0.127134	0.0897321	0.446432	0.0293624	0.24612	0.140516	0.0409555	0.143711	0.0902755	0.157936	0.0664544	0.0798293	0.0671797	0.0222584	0.077695	0.144523	0.0571173	0.22529	0.0798942	0.106836	0.098217	0.047944	0.0455293	0.0308069	0.455259	0.0452217	0.0249955	0.405451	0.0382652	0.116699	0.444658	0.981337	2.45731	0.362016	0.362438	0.0563412	0.219205	0.3494265	6.70185
2220	-13153.4	-13120.8	-32.6292	0.7789995	0.320498	0.172502	0.177502	0.19085	0.159831	0.112387	0.249328	0.109711	0.157049	0.296918	0.0993657	0.150243	0.217667	0.28417	0.1702	0.362703	0.27749	0.273004	0.231476	0.084074	0.172932	0.0994596	0.372242	0.0199541	0.18267	0.0931113	0.0535693	0.148042	0.0311142	0.170367	0.0359549	0.0599987	0.0689776	0.0167524	0.0382999	0.24478	0.0427813	0.202709	0.120525	0.0898808	0.113634	0.0361826	0.0567752	0.031852	0.422014	0.0408969	0.0199732	0.389006	0.0962582	0.0910828	0.39854	0.950962	2.55942	0.35632	0.369457	0.0586749	0.215548	0.3688073	6.567684
2230	-13154.8	-13109.6	-45.2612	0.8291012	0.328763	0.182709	0.184331	0.136086	0.29175	0.110684	0.275954	0.200743	0.183307	0.392957	0.112664	0.143172	0.234135	0.287245	0.291525	0.369313	0.387166	0.270401	0.286396	0.124084	0.171056	0.0880603	0.663974	0.0172489	0.245814	0.0477519	0.0697721	0.188954	0.0677419	0.214379	0.0398097	0.0935997	0.0464523	0.0470929	0.123595	0.271514	0.0342332	0.252773	0.0451537	0.106759	0.105258	0.0513123	0.045194	0.0293575	0.429389	0.0362777	0.0213814	0.43397	0.0496246	0.101734	0.418592	0.964703	2.51497	0.357212	0.365543	0.0572468	0.219998	0.4064089	7.830885
2240	-13154.9	-13111.6	-43.3101	0.8333319	0.392179	0.126797	0.19785	0.168659	0.175634	0.177298	0.337337	0.146434	0.148756	0.356464	0.186037	0.119613	0.252197	0.287245	0.210637	0.387551	0.319487	0.19214	0.289877	0.0731801	0.150026	0.157612	0.559805	0.0105313	0.277152	0.0297376	0.110803	0.201057	0.157022	0.201522	0.0632098	0.0855064	0.0489452	0.031082	0.0520838	0.173852	0.0815779	0.181546	0.125372	0.105592	0.177628	0.0294577	0.0792766	0.0276411	0.403578	0.0428701	0.0303762	0.448282	0.0472531	0.102629	0.420215	0.965779	2.51138	0.355029	0.373191	0.0615555	0.210224	0.3412629	7.635772
2250	-13144.1	-13105.4	-38.6934	0.7223798	0.289067	0.14008	0.207593	0.139346	0.200874	0.154537	0.351747	0.189534	0.12156	0.416731	0.179599	0.146452	0.252167	0.225753	0.225439	0.419266	0.273825	0.199207	0.235644	0.0969419	0.119379	0.098905	0.569637	0.0107933	0.195398	0.0614317	0.101209	0.159739	0.087959	0.166731	0.0177794	0.0733111	0.0602841	0.050236	0.0829744	0.273419	0.0299138	0.167128	0.0541725	0.114822	0.120065	0.0447474	0.0487076	0.0282244	0.378639	0.0583336	0.0324693	0.469079	0.0332546	0.0789736	0.373901	0.932887	2.61424	0.357177	0.37582	0.0609546	0.206048	0.3681276	7.174104
2260	-13149.2	-13110.3	-38.9327	0.7714075	0.278507	0.205202	0.172519	0.0975263	0.183581	0.191418	0.247571	0.127649	0.132009	0.371109	0.151713	0.160574	0.225663	0.231968	0.213914	0.304684	0.265776	0.230952	0.272921	0.0562803	0.173294	0.137708	0.609656	0.0210423	0.233286	0.110753	0.0570862	0.171185	0.0982992	0.195399	0.068762	0.0539234	0.0904968	0.0364574	0.134464	0.17813	0.00353669	0.246564	0.06185	0.115725	0.12071	0.0755702	0.0826013	0.0252186	0.401583	0.0523156	0.0318429	0.449777	0.0392634	0.0894617	0.395363	0.948706	2.56647	0.347972	0.384654	0.0610392	0.206334	0.3915772	7.198036
2270	-13131.6	-13093.5	-38.047	0.8262199	0.306062	0.129761	0.216601	0.140201	0.242344	0.149696	0.328015	0.141662	0.175785	0.398571	0.130483	0.131462	0.238222	0.191815	0.219718	0.347461	0.262178	0.199435	0.252366	0.114007	0.17847	0.11203	0.575287	0.0368108	0.211956	0.0769235	0.0443329	0.149722	0.0988027	0.179735	0.0417846	0.0421084	0.0519192	0.0308253	0.0454113	0.222373	0.0382468	0.243931	0.0600305	0.115725	0.12439	0.027694	0.0851061	0.0334224	0.371396	0.0519347	0.0274302	0.467639	0.048178	0.101125	0.41748	0.963963	2.51743	0.354829	0.375924	0.0630889	0.206158	0.3720893	7.109461
2280	-13149.5	-13112.1	-37.4738	0.9146724	0.277396	0.140682	0.162506	0.143423	0.257055	0.195793	0.204524	0.153074	0.107552	0.404439	0.0853532	0.225109	0.251545	0.294752	0.170801	0.326463	0.276674	0.195004	0.309339	0.108895	0.153435	0.104545	0.480494	0.035441	0.197532	0.0681911	0.095356	0.149441	0.0711692	0.145524	0.0347583	0.104605	0.0626282	0.0101731	0.0532066	0.262612	0.0397368	0.27975	0.0846582	0.0977996	0.145034	0.0183284	0.0673425	0.0302592	0.370922	0.0541863	0.0334966	0.46744	0.0436951	0.11963	0.449512	0.984286	2.44657	0.35472	0.366195	0.0656505	0.213435	0.3955864	7.052141
2290	-13157.2	-13116.1	-41.1597	0.6569853	0.344145	0.175416	0.240622	0.211228	0.290953	0.174882	0.313309	0.15557	0.179832	0.466317	0.113867	0.136127	0.240448	0.218007	0.163108	0.322181	0.28136	0.204782	0.232333	0.102209	0.187609	0.101561	0.381903	0.015976	0.235387	0.0720155	0.0434888	0.219724	0.12862	0.159116	0.0225764	0.0297645	0.0867111	0.0578131	0.068874	0.262612	0.0839776	0.260456	0.0688499	0.15514	0.12448	0.0421817	0.045203	0.0320645	0.397148	0.0467135	0.0216112	0.458965	0.0434979	0.0650349	0.342507	0.907823	2.68464	0.353448	0.361918	0.0657599	0.218873	0.361518	7.420734
2300	-13150.6	-13103.6	-46.9331	0.8278798	0.435715	0.154143	0.238859	0.13869	0.239265	0.158769	0.331476	0.127893	0.19487	0.379087	0.114902	0.190774	0.280652	0.226611	0.307246	0.339387	0.274824	0.276029	0.253708	0.088343	0.227189	0.0935206	0.614607	0.0396856	0.300963	0.102994	0.0461821	0.159308	0.0866246	0.208956	0.0492089	0.0573403	0.0642707	0.0829602	0.0713924	0.296946	0.0384792	0.323644	0.0759355	0.0817891	0.106849	0.0517546	0.0662336	0.0329536	0.362949	0.0455558	0.0311238	0.486706	0.0407111	0.101476	0.418121	0.96439	2.51601	0.356325	0.36485	0.0656679	0.213156	0.3592699	7.998076
2310	-13158.7	-13118.8	-39.8832	0.7800717	0.349488	0.116934	0.229479	0.157361	0.237231	0.123195	0.231268	0.145505	0.168193	0.369625	0.187716	0.123779	0.272113	0.205313	0.298749	0.276834	0.238072	0.207251	0.229215	0.10679	0.144	0.107737	0.706566	0.0286055	0.195971	0.0902774	0.0666925	0.151449	0.117643	0.254824	0.0302826	0.0459569	0.0451082	0.00136934	0.113721	0.323979	0.00216477	0.23418	0.0599226	0.0947791	0.106738	0.0628096	0.0341947	0.0299212	0.362915	0.0488469	0.0277671	0.471518	0.0590316	0.0913116	0.398985	0.951276	2.55843	0.371735	0.36092	0.0694819	0.197864	0.359233	7.293084
2320	-13144.8	-13102.6	-42.263	0.8051824	0.38826	0.161578	0.223282	0.155426	0.21256	0.14057	0.269899	0.174182	0.183827	0.338563	0.115434	0.171613	0.211558	0.229857	0.245771	0.278219	0.332383	0.247253	0.271605	0.132373	0.158419	0.103502	0.635463	0.00320404	0.288855	0.121028	0.052982	0.156234	0.0949444	0.136308	0.0716349	0.090798	0.0876169	0.0446551	0.0670213	0.317627	0.00154647	0.23418	0.0712174	0.0914886	0.131845	0.0628096	0.0234686	0.0270071	0.338825	0.056926	0.0337216	0.503614	0.0399064	0.096661	0.409212	0.958381	2.53575	0.37548	0.356647	0.0670788	0.200794	0.3424196	7.531062
