Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
4310	-13192.4	-13163.7	-28.7447	0.3238241	0.273838	0.139435	0.202979	0.149301	0.220687	0.15785	0.172297	0.123499	0.1631	0.32657	0.116031	0.11261	0.208122	0.169275	0.185642	0.301927	0.211013	0.219838	0.264799	0.098792	0.134118	0.111787	0.431596	0.166655	0.0299862	0.0331763	0.0461947	0.0598521	0.0560267	0.00958262	0.112429	0.0712194	0.141141	0.0884049	0.091289	0.159333	0.114226	0.0383923	0.0790721	0.188354	0.117101	0.0716884	0.0100081	0.0361461	0.256346	0.0752125	0.0132095	0.58193	0.0371559	0.00742561	0.12311	0.633726	3.23574	0.342895	0.361961	0.0833573	0.211787	6.179238
4320	-13209.4	-13179.1	-30.304	0.3092635	0.321504	0.13893	0.156419	0.111855	0.260381	0.127493	0.204824	0.168706	0.146223	0.330047	0.0846147	0.134635	0.216023	0.23331	0.180209	0.306326	0.191053	0.162866	0.24668	0.063279	0.189277	0.0736627	0.538793	0.214675	0.0448336	0.0007963	0.0246214	0.0984415	0.0237281	0.019741	0.12387	0.0458867	0.161511	0.0734035	0.099885	0.253095	0.0742223	0.0656976	0.0877893	0.119416	0.11379	0.0716884	0.0309648	0.0472804	0.259074	0.0718946	0.0122154	0.577975	0.0315614	0.00607679	0.111718	0.611037	3.27117	0.322892	0.371751	0.0903986	0.214959	6.335165
4330	-13198.4	-13174	-24.349	0.3056171	0.273838	0.146463	0.143917	0.0938576	0.137727	0.151208	0.164079	0.111146	0.147568	0.311441	0.0802556	0.134635	0.210153	0.154988	0.193829	0.235229	0.279614	0.178867	0.238358	0.0654339	0.124755	0.0935301	0.3684	0.228089	0.0555486	0.0167912	0.0337895	0.0607116	0.00296812	0.0290543	0.0768351	0.0632503	0.184221	0.0882664	0.0535453	0.204979	0.0547054	0.0248352	0.0686185	0.188121	0.145494	0.0744318	0.0461138	0.0420532	0.283488	0.064172	0.0133868	0.558673	0.0382275	0.00576201	0.108871	0.605117	3.28025	0.34802	0.366038	0.0772308	0.208711	5.739663
4340	-13194.3	-13165.5	-28.7665	0.3114136	0.291548	0.146463	0.16288	0.0987383	0.224407	0.152405	0.233292	0.122238	0.132261	0.350909	0.120457	0.132799	0.202992	0.246402	0.215628	0.26907	0.246934	0.157148	0.212674	0.0773257	0.145486	0.115007	0.412112	0.177013	0.0786166	0.0126031	0.074071	0.0586045	0.0316517	0.0607723	0.119195	0.0397699	0.152551	0.0413315	0.0870974	0.162602	0.0730482	0.0445311	0.0583988	0.199426	0.165016	0.0546718	0.0212634	0.0478931	0.314302	0.057107	0.014016	0.523339	0.0433422	0.00626674	0.113398	0.614482	3.26585	0.315777	0.38401	0.0788071	0.221406	6.181414
4350	-13196.5	-13168.7	-27.8033	0.3289178	0.311126	0.174847	0.153602	0.156054	0.2052	0.131023	0.234189	0.105455	0.156446	0.273276	0.112349	0.108874	0.172616	0.192272	0.148404	0.336303	0.287646	0.204336	0.204824	0.0961201	0.13647	0.0809702	0.437829	0.19294	0.0282107	0.0332517	0.0392574	0.0936023	0.0145876	0.0337968	0.0861393	0.0744039	0.150678	0.0747413	0.00558435	0.112757	0.102381	0.0332852	0.0502387	0.203466	0.195899	0.103813	0.0358297	0.0490502	0.274469	0.0655299	0.0162464	0.560827	0.0338771	0.00793176	0.127098	0.641318	3.22365	0.334217	0.369213	0.0833916	0.213178	6.085094
4360	-13195.2	-13166.2	-29.0508	0.316605	0.304854	0.1021	0.162822	0.162515	0.197334	0.151289	0.298645	0.173548	0.156446	0.248434	0.111926	0.13085	0.190874	0.168765	0.227252	0.304889	0.285573	0.219228	0.216641	0.081574	0.196208	0.0968887	0.426447	0.146692	0.0441636	0.0491744	0.0314037	0.0543867	0.0393278	0.00361769	0.0678233	0.0567255	0.149181	0.0437186	0.0520867	0.224824	0.112697	0.0294562	0.0463056	0.188796	0.166599	0.0413831	0.0463831	0.0420373	0.283328	0.0714855	0.0134379	0.554776	0.0349359	0.0067386	0.117459	0.622663	3.25314	0.332951	0.370843	0.080305	0.215901	6.209846
4370	-13197.4	-13165.7	-31.6131	0.3321645	0.228356	0.108511	0.182106	0.158143	0.270701	0.113863	0.203575	0.174517	0.170282	0.325823	0.11738	0.126303	0.211925	0.191373	0.240494	0.384699	0.267171	0.223052	0.266886	0.0987682	0.176829	0.0811466	0.425285	0.160705	0.0499572	0.0632672	0.0538588	0.0719498	0.0143689	0.00608585	0.073362	0.0905726	0.131248	0.0497921	0.0693496	0.22261	0.108781	0.0564716	0.0425068	0.187645	0.135226	0.104363	0.0267623	0.0451166	0.286495	0.0630301	0.0143137	0.551547	0.0394972	0.00826353	0.129638	0.646068	3.21603	0.329407	0.367916	0.0867235	0.215953	6.466071
4380	-13192.4	-13163.2	-29.2111	0.3060165	0.224414	0.132119	0.196342	0.106089	0.178999	0.18888	0.187804	0.139514	0.170296	0.351777	0.0972671	0.141878	0.19562	0.224299	0.19874	0.293882	0.283979	0.223052	0.21204	0.093203	0.167417	0.0730381	0.537939	0.155363	0.0855463	0.00624738	0.0401719	0.0949789	0.0183324	0.00807135	0.0799726	0.0794021	0.121278	0.0608925	0.0322251	0.24069	0.0698853	0.020564	0.0797021	0.186382	0.128712	0.0712044	0.0276666	0.0410951	0.312868	0.0618385	0.0149769	0.527373	0.0418485	0.00579604	0.109183	0.60577	3.27925	0.330724	0.372565	0.0780294	0.218682	6.225876
4390	-13197.3	-13165.5	-31.7645	0.3067442	0.311686	0.15277	0.18206	0.117779	0.203905	0.118062	0.236219	0.201513	0.0935627	0.351777	0.0930682	0.160789	0.169863	0.224247	0.224146	0.26097	0.224213	0.22179	0.253465	0.0851035	0.140511	0.0978303	0.484054	0.187905	0.0854088	0.0507018	0.0595831	0.0783106	0.0302711	0.0263483	0.144994	0.049581	0.168599	0.10989	0.041635	0.258042	0.0664978	0.0241322	0.056182	0.190208	0.155079	0.0832275	0.00523525	0.0411542	0.313318	0.0523876	0.0165267	0.528131	0.0484829	0.00585832	0.109751	0.606957	3.27743	0.337023	0.372087	0.0743896	0.2165	6.481213
4400	-13207.5	-13172.7	-34.8565	0.2852002	0.340711	0.135929	0.211695	0.12739	0.234553	0.178209	0.248469	0.135407	0.147965	0.351777	0.102715	0.13995	0.198563	0.263208	0.182605	0.306979	0.337668	0.26322	0.251171	0.0959034	0.119772	0.118712	0.482682	0.281454	0.0269915	0.0312016	0.0458173	0.0879122	0.0613719	0.0406155	0.0747319	0.101791	0.150265	0.0148702	0.0160275	0.199017	0.0824728	0.0904008	0.0649274	0.185251	0.146296	0.0823197	0.031431	0.037675	0.309954	0.0519695	0.00884249	0.535348	0.05621	0.00417174	0.0930432	0.57009	3.33269	0.328743	0.371765	0.0773214	0.22217	6.790417
4410	-13195.8	-13167.5	-28.3245	0.3014978	0.217883	0.122608	0.232001	0.12739	0.18639	0.122547	0.196332	0.147913	0.178911	0.381431	0.082096	0.0854767	0.191017	0.225749	0.226889	0.255785	0.264138	0.184727	0.232479	0.104775	0.133702	0.0885427	0.408505	0.200899	0.063375	0.0203835	0.0532244	0.0514567	0.0330639	0.0216408	0.119793	0.057171	0.119252	0.064675	0.0695592	0.19979	0.0964246	0.0271077	0.0707045	0.23653	0.160949	0.048352	0.0255738	0.0377371	0.339524	0.0606162	0.0185441	0.50064	0.0429387	0.00541759	0.105661	0.59831	3.29061	0.350768	0.36682	0.0726445	0.209768	6.137214
4420	-13194.5	-13169.9	-24.6201	0.2812807	0.282585	0.0891351	0.120859	0.129434	0.186115	0.177627	0.236009	0.172397	0.146226	0.299121	0.115735	0.081926	0.179246	0.231206	0.179866	0.263025	0.273048	0.184727	0.179185	0.102426	0.105786	0.0942387	0.45732	0.154431	0.0475108	0.0166671	0.0679555	0.0512017	0.0305474	0.0341854	0.0815659	0.0639929	0.127191	0.0524754	0.0563389	0.209852	0.0770146	0.0236079	0.0277563	0.180289	0.0972158	0.0427362	0.0369967	0.0362358	0.324684	0.0629104	0.0188672	0.507741	0.0495616	0.00389997	0.0900366	0.562985	3.34308	0.346192	0.369447	0.070543	0.213817	5.766775
4430	-13205.6	-13178.6	-26.9692	0.3067079	0.282585	0.1417	0.179746	0.100721	0.209146	0.117396	0.201033	0.14226	0.104116	0.318864	0.165915	0.104338	0.234723	0.166395	0.197558	0.272731	0.237651	0.20121	0.224788	0.0624662	0.128898	0.0942387	0.354556	0.182465	0.0850976	0.0598724	0.0241278	0.0673184	0.0295047	0.00520039	0.101879	0.0653418	0.140007	0.0520158	0.084351	0.246666	0.112181	0.0423533	0.0293302	0.209395	0.143659	0.0635759	0.0143056	0.0342545	0.33023	0.0661284	0.0249266	0.501714	0.0427471	0.0058552	0.109723	0.606898	3.27752	0.346076	0.368514	0.0719863	0.213424	6.001681
4440	-13190.3	-13168.7	-21.5778	0.307655	0.249638	0.117468	0.178396	0.0848092	0.133306	0.140797	0.16753	0.123718	0.106999	0.207506	0.0972456	0.110149	0.164312	0.197109	0.197501	0.25844	0.22799	0.186251	0.224988	0.0722736	0.131157	0.104317	0.361188	0.173448	0.0624673	0.0254927	0.0531891	0.0317272	0.0529773	0.0206844	0.0951293	0.0430655	0.154069	0.0520158	0.0313517	0.197678	0.0887913	0.0201033	0.0518717	0.239192	0.142793	0.0358759	0.0475303	0.0382334	0.339858	0.0667528	0.0168996	0.496821	0.0414343	0.00593679	0.110462	0.608437	3.27516	0.334212	0.377192	0.0698141	0.218781	5.462541
4450	-13195.8	-13168.4	-27.3677	0.3174756	0.277741	0.0868639	0.152785	0.145406	0.156691	0.140797	0.215501	0.120708	0.144001	0.318165	0.115734	0.115502	0.237147	0.167939	0.16976	0.307246	0.244231	0.192729	0.209172	0.119462	0.0991656	0.104039	0.482581	0.182078	0.0677859	0.0235139	0.0871339	0.0828211	0.0323978	0.0175551	0.134974	0.0813316	0.113647	0.0520158	0.109071	0.117635	0.07666	0.030517	0.0456657	0.252509	0.115237	0.0694288	0.0261964	0.0397896	0.302907	0.0583456	0.0175961	0.527848	0.053514	0.00681955	0.11814	0.624016	3.25102	0.334594	0.374741	0.0730684	0.217596	6.04154
4460	-13197.2	-13171.9	-25.2742	0.291849	0.290719	0.138089	0.129183	0.120233	0.228856	0.0950652	0.201372	0.127084	0.0986776	0.271636	0.13657	0.10163	0.204275	0.173941	0.199453	0.295995	0.250669	0.232352	0.18726	0.0995223	0.0904413	0.070179	0.557371	0.152389	0.030006	0.0276757	0.0636505	0.0832197	0.0187014	0.0131545	0.101055	0.0534189	0.0970148	0.0855138	0.0693048	0.141034	0.0674125	0.0410977	0.034974	0.188754	0.124685	0.097408	0.0411458	0.0410324	0.304546	0.059311	0.0242512	0.530704	0.0401551	0.00465745	0.0981709	0.581857	3.31531	0.347573	0.366944	0.0701441	0.21534	5.83219
4470	-13190.3	-13168.7	-21.6365	0.3259232	0.23458	0.132759	0.149031	0.127892	0.19648	0.177262	0.21104	0.127084	0.134536	0.24263	0.124969	0.141888	0.158515	0.198562	0.185859	0.193379	0.241619	0.18889	0.179481	0.0708419	0.119033	0.0962229	0.452951	0.149641	0.0594794	0.0415095	0.0291671	0.101142	0.0220192	0.0154149	0.0676284	0.0388484	0.13638	0.0196012	0.0276472	0.113079	0.115685	0.0276409	0.036823	0.174833	0.120071	0.0439269	0.0423677	0.0397387	0.32298	0.0629769	0.0155457	0.503962	0.0547966	0.00763206	0.124754	0.636876	3.23074	0.341817	0.37047	0.0735283	0.214185	5.468411
4480	-13190.8	-13162.5	-28.3585	0.2896268	0.292033	0.165033	0.221279	0.117782	0.191187	0.113582	0.235416	0.130111	0.142201	0.337607	0.123398	0.109479	0.160538	0.196918	0.172818	0.295348	0.274511	0.213589	0.197871	0.102364	0.129857	0.0739692	0.392312	0.207486	0.0482869	0.0230881	0.0786721	0.0922898	0.0311283	0.01802	0.0928998	0.0451311	0.129292	0.0373159	0.0584446	0.206191	0.150146	0.0195852	0.0338278	0.206482	0.168583	0.0752938	0.0292531	0.0416666	0.30022	0.0631559	0.0105526	0.541616	0.0427894	0.00449166	0.0964537	0.577964	3.32109	0.328313	0.368731	0.0827318	0.220224	6.140619
4490	-13194.8	-13170.5	-24.2745	0.3299398	0.34462	0.142032	0.177666	0.109574	0.149769	0.169127	0.179854	0.137009	0.139817	0.314889	0.0974712	0.122381	0.169615	0.182998	0.175453	0.254624	0.237187	0.1908	0.273719	0.0671218	0.108078	0.0713918	0.418364	0.108946	0.0529809	0.0685598	0.0597768	0.068951	0.0154851	0.00387566	0.0586787	0.0661056	0.113017	0.0639144	0.0147019	0.213229	0.0854529	0.0603825	0.0493211	0.159523	0.140807	0.0694063	0.0255392	0.0456181	0.318758	0.0670157	0.0156174	0.514165	0.0388261	0.00803544	0.127898	0.642821	3.22125	0.343522	0.353039	0.0833713	0.220068	5.732215
4500	-13205.1	-13183	-22.0849	0.3187255	0.270617	0.0893381	0.118499	0.139393	0.200267	0.168143	0.192865	0.12636	0.153495	0.262263	0.130017	0.143831	0.213763	0.140322	0.252344	0.259982	0.223894	0.165564	0.189699	0.0704632	0.181955	0.0687184	0.334753	0.169792	0.0338279	0.0424692	0.0452681	0.0854641	0.0141462	0.01784	0.0608135	0.0701531	0.115913	0.0314696	0.00981704	0.128918	0.104414	0.0402352	0.0390715	0.169435	0.115545	0.0571928	0.0649205	0.0386389	0.269505	0.084881	0.0232621	0.527931	0.0557815	0.00693669	0.119119	0.62595	3.24799	0.341225	0.361517	0.0872894	0.209969	5.513254
4510	-13190.2	-13168.5	-21.7358	0.2756634	0.277684	0.114639	0.124193	0.111716	0.182909	0.161842	0.170905	0.118251	0.137041	0.298557	0.0919578	0.0965128	0.182567	0.192773	0.143741	0.246193	0.223894	0.185341	0.183558	0.0872845	0.105997	0.11709	0.358789	0.212644	0.0637041	0.0409249	0.0695036	0.0752441	0.00492114	0.0298495	0.0649553	0.0336278	0.117791	0.0639495	0.0513236	0.198473	0.0867426	0.0406839	0.0285783	0.159912	0.144302	0.0679765	0.00980874	0.0410557	0.286696	0.06332	0.02363	0.549749	0.0355496	0.00352922	0.0857524	0.552577	3.35814	0.338128	0.372724	0.0796494	0.209498	5.47835
4520	-13193.2	-13166.5	-26.7345	0.3054659	0.277177	0.166599	0.155352	0.11667	0.182747	0.143196	0.223211	0.133826	0.102155	0.268097	0.140887	0.143492	0.190341	0.22586	0.173146	0.313602	0.276907	0.177627	0.23215	0.107141	0.152866	0.0957047	0.420626	0.221273	0.0624793	0.0447927	0.0332821	0.0898752	0.00239461	0.016445	0.0794685	0.0361928	0.160475	0.0639495	0.0593359	0.19698	0.0661278	0.0289966	0.0458539	0.122143	0.104781	0.0831421	0.0408466	0.0456166	0.266595	0.0719435	0.0182681	0.567902	0.0296745	0.00574916	0.108753	0.604869	3.28063	0.342187	0.357764	0.0933509	0.206698	5.978211
4530	-13200.4	-13168.6	-31.7447	0.3172756	0.341689	0.140283	0.186801	0.131544	0.195301	0.146402	0.232532	0.133356	0.110704	0.360272	0.0779241	0.171376	0.196849	0.169626	0.210751	0.358912	0.308397	0.190224	0.213353	0.125006	0.120966	0.142018	0.535264	0.150524	0.0537316	0.0631352	0.0264407	0.0677226	0.0225174	0.0267754	0.120588	0.0323978	0.151477	0.0560413	0.0355695	0.218616	0.107937	0.0337774	0.071012	0.188634	0.130632	0.111154	0.0110041	0.048042	0.263007	0.056398	0.0219445	0.590642	0.0199664	0.00680091	0.117984	0.623706	3.25151	0.348066	0.355357	0.0858188	0.210758	6.479234
4540	-13198.1	-13168.8	-29.2319	0.3377107	0.303612	0.139772	0.217757	0.121884	0.25293	0.137514	0.239739	0.180901	0.13919	0.316563	0.0998807	0.121315	0.200461	0.228594	0.203772	0.326051	0.301732	0.196584	0.201182	0.0634928	0.131504	0.107658	0.443848	0.124402	0.04457	0.0268827	0.0567117	0.0574536	0.00395574	0.0597242	0.0885126	0.038957	0.136852	0.0672421	0.0355695	0.161651	0.122436	0.039097	0.0871807	0.170833	0.107736	0.0799	0.0423507	0.0363496	0.304901	0.0738661	0.0332146	0.528043	0.023626	0.00884657	0.133975	0.654024	3.20315	0.342029	0.360301	0.0760345	0.221635	6.227955
4550	-13193.1	-13167.4	-25.7399	0.2993272	0.317612	0.137312	0.129341	0.156311	0.221593	0.110557	0.226023	0.123519	0.152493	0.258128	0.0945033	0.133793	0.19797	0.270423	0.150777	0.276262	0.267805	0.204559	0.201182	0.113588	0.137715	0.0778225	0.380449	0.168446	0.0571042	0.0152573	0.0567117	0.0436885	0.00661192	0.0213926	0.0878735	0.0542302	0.148672	0.0687182	0.0314639	0.229218	0.114413	0.047376	0.0336542	0.159886	0.0963966	0.07083	0.0270671	0.0341518	0.347023	0.0632199	0.0257297	0.496115	0.0337606	0.00524089	0.103972	0.594671	3.29612	0.347203	0.360025	0.0733163	0.219456	5.878751
4560	-13202	-13169.6	-32.4165	0.3159998	0.311384	0.186795	0.160627	0.108435	0.251205	0.10667	0.236213	0.123519	0.153746	0.275879	0.108956	0.149394	0.207901	0.229367	0.209486	0.337182	0.220442	0.204559	0.219737	0.0943957	0.177737	0.122739	0.522129	0.228809	0.0480714	0.00521189	0.0599268	0.0580444	0.0225701	0.0561338	0.111523	0.0397114	0.141874	0.122392	0.101033	0.235688	0.0855595	0.0173686	0.0879968	0.178404	0.133233	0.0534793	0.0408911	0.0336541	0.356038	0.0587806	0.0187361	0.485921	0.0468704	0.00668263	0.116985	0.621719	3.25461	0.328512	0.393876	0.0652103	0.212401	6.546419
4570	-13199.8	-13166.2	-33.6002	0.2980495	0.314825	0.14292	0.208664	0.124705	0.269451	0.121489	0.250768	0.139198	0.1718	0.384685	0.0958685	0.136262	0.236456	0.27206	0.155369	0.408214	0.259482	0.178075	0.219584	0.117303	0.132362	0.0932254	0.411642	0.176607	0.0749598	0.0327991	0.0610931	0.0751503	0.0154818	0.0305057	0.0853627	0.0643005	0.15073	0.0793677	0.0516176	0.236016	0.0905418	0.0650259	0.0578365	0.302076	0.0889297	0.0565704	0.0254088	0.0363452	0.313455	0.0569936	0.0204387	0.518962	0.0538058	0.00513842	0.102979	0.592513	3.29937	0.33095	0.38124	0.0735406	0.214269	6.664788
4580	-13199.2	-13167.3	-31.8584	0.2937303	0.314825	0.186792	0.204045	0.0978141	0.19427	0.150656	0.280386	0.107984	0.13247	0.348061	0.0754486	0.206111	0.198451	0.248663	0.24196	0.305941	0.283969	0.181496	0.245226	0.0925686	0.145825	0.127698	0.429549	0.176607	0.0593608	0.0285501	0.0417497	0.0407655	0.0107161	0.00444967	0.0783898	0.0981709	0.176114	0.0274856	0.0539901	0.224484	0.104303	0.0275428	0.10663	0.191076	0.168374	0.0524623	0.019169	0.03719	0.315457	0.0539214	0.0227685	0.526927	0.043736	0.00480053	0.0996273	0.585122	3.31045	0.345016	0.373942	0.0708935	0.210148	6.490602
4590	-13205.1	-13167.2	-37.8774	0.2878091	0.381944	0.18174	0.242792	0.120417	0.291271	0.163106	0.234033	0.163306	0.138001	0.321904	0.123645	0.142266	0.2558	0.245694	0.185594	0.366493	0.22712	0.257352	0.253745	0.131635	0.174753	0.0775983	0.550325	0.246295	0.0322836	0.0543664	0.0485571	0.0532681	0.00470166	0.00103527	0.0978922	0.0686127	0.245148	0.089342	0.0680057	0.22171	0.104631	0.034689	0.0536659	0.128254	0.176179	0.074618	0.0587128	0.029176	0.285936	0.057362	0.0190302	0.563724	0.0447723	0.00435863	0.0950515	0.57475	3.32584	0.34931	0.369225	0.069752	0.211713	7.092504
4600	-13201.7	-13159.9	-41.7824	0.276907	0.352156	0.185613	0.27171	0.184145	0.230966	0.191965	0.332985	0.21047	0.158082	0.321777	0.129203	0.150625	0.226287	0.267608	0.293234	0.323369	0.289634	0.243799	0.247266	0.1046	0.148727	0.0901094	0.553106	0.187756	0.0854516	0.0317427	0.0641135	0.0653179	0.0082861	0.00397113	0.085935	0.120794	0.21805	0.0355346	0.0326113	0.252998	0.104789	0.0352665	0.070713	0.205236	0.188561	0.0958633	0.0825827	0.0327174	0.280809	0.0557207	0.0221951	0.564908	0.0436492	0.0036094	0.0866981	0.554904	3.35479	0.337812	0.368002	0.0764926	0.217694	7.483009
4610	-13202.1	-13160.9	-41.2243	0.2958769	0.270626	0.140936	0.231183	0.098398	0.244142	0.21086	0.268593	0.181107	0.161964	0.360436	0.137985	0.186332	0.288281	0.245592	0.23175	0.308294	0.313596	0.242182	0.281372	0.116349	0.176878	0.116712	0.519949	0.249052	0.0736142	0.0535843	0.0380884	0.0591943	0.0291449	0.0445176	0.11284	0.071215	0.180376	0.0658762	0.10652	0.28172	0.173607	0.0442598	0.0525204	0.198894	0.188356	0.0551739	0.015122	0.0341365	0.227021	0.0559912	0.0165506	0.628169	0.0381319	0.00496682	0.101292	0.588813	3.30493	0.343841	0.360281	0.0842376	0.21164	7.427194
4620	-13201.4	-13164.5	-36.9523	0.3042703	0.307107	0.142532	0.178615	0.127033	0.205879	0.170198	0.187676	0.162162	0.191642	0.310388	0.139212	0.149193	0.260751	0.199427	0.235092	0.300415	0.304283	0.266829	0.206195	0.0865476	0.176878	0.105974	0.614782	0.261803	0.0470638	0.0368052	0.0820177	0.0984956	0.029306	0.0477329	0.103266	0.0751136	0.165006	0.0663908	0.0128955	0.201879	0.123032	0.0665332	0.046123	0.239233	0.181663	0.0773254	0.00949742	0.0333514	0.25158	0.0563755	0.021187	0.592425	0.0450805	0.0056481	0.107821	0.602905	3.28363	0.341738	0.364908	0.0845565	0.208798	6.999992
4630	-13197.7	-13167.2	-30.5409	0.3053563	0.257658	0.155832	0.197287	0.15289	0.237959	0.125407	0.268279	0.13662	0.112358	0.364886	0.12209	0.145687	0.244492	0.17625	0.20419	0.275231	0.261003	0.182383	0.238798	0.0935952	0.18214	0.121656	0.518747	0.170389	0.0453541	0.0403334	0.085691	0.0945314	0.0253007	0.00951578	0.102255	0.0625533	0.200862	0.0393195	0.0156819	0.200577	0.0636493	0.0211048	0.0686736	0.144641	0.127292	0.0587914	0.00690401	0.0358972	0.251069	0.0740792	0.0198216	0.587153	0.0319805	0.00573986	0.108668	0.604689	3.2809	0.342112	0.360937	0.0858233	0.211128	6.358858
4640	-13196.2	-13171.7	-24.5219	0.3124301	0.280773	0.11544	0.144519	0.0943709	0.176031	0.146743	0.208405	0.162054	0.111481	0.316049	0.0900363	0.122396	0.18717	0.239816	0.195173	0.302173	0.237971	0.185672	0.244928	0.0666703	0.0930347	0.0883395	0.413628	0.15061	0.0455621	0.00866944	0.0285421	0.0685844	0.0293683	0.0317462	0.104687	0.0778448	0.113694	0.107485	0.0259957	0.235439	0.0826588	0.0410015	0.0362826	0.144641	0.0949605	0.0634555	0.0428495	0.0398103	0.317153	0.0745526	0.0175946	0.515412	0.0354773	0.00635766	0.114193	0.616099	3.26335	0.335928	0.372411	0.0796314	0.212029	5.756951
4650	-13202.1	-13179.1	-23.0166	0.2867179	0.21323	0.130044	0.176039	0.0918689	0.229312	0.1828	0.164894	0.124991	0.0996552	0.292665	0.0992737	0.105445	0.18717	0.176681	0.18743	0.288425	0.276793	0.181765	0.177923	0.0974406	0.118788	0.0932962	0.364809	0.118031	0.0301299	0.0459196	0.0357698	0.0674773	0.0143712	0.0279813	0.104661	0.0602462	0.161002	0.0580003	0.0270423	0.205789	0.129013	0.0395963	0.0339208	0.175309	0.147437	0.0394152	0.0245787	0.0405514	0.313103	0.0797216	0.0244249	0.521525	0.0206738	0.00427988	0.0942109	0.572808	3.3287	0.334666	0.371356	0.0825485	0.211429	5.606428
4660	-13205.2	-13174.7	-30.4755	0.293615	0.266969	0.10437	0.172077	0.0810148	0.218975	0.159194	0.178027	0.121451	0.148733	0.363972	0.0939019	0.162388	0.174328	0.235455	0.209763	0.311495	0.306926	0.246204	0.253876	0.0883957	0.205005	0.0965711	0.477058	0.176068	0.0447044	0.0178939	0.0867178	0.0493594	0.00311541	0.0372258	0.113182	0.0521527	0.137768	0.0720566	0.0374969	0.195504	0.0803058	0.0375706	0.0579536	0.221311	0.172404	0.0596729	0.0237056	0.0379297	0.32901	0.0715191	0.0251735	0.51661	0.0197582	0.00479169	0.099538	0.584923	3.31075	0.330464	0.363189	0.0804559	0.225891	6.352316
4670	-13204.1	-13170.6	-33.4711	0.3096922	0.324005	0.180582	0.224299	0.0968788	0.225391	0.139779	0.273794	0.123272	0.131729	0.389187	0.110474	0.176869	0.188515	0.217191	0.26428	0.272477	0.279887	0.210964	0.210315	0.085369	0.158613	0.108807	0.514214	0.199658	0.0606663	0.0295165	0.0247267	0.0523889	0.0166613	0.0236417	0.12886	0.0392676	0.233624	0.0300279	0.0437357	0.177979	0.151186	0.0374613	0.0460198	0.196486	0.18844	0.0606021	0.0040363	0.0411773	0.301474	0.0575069	0.0221341	0.549142	0.0285654	0.0061144	0.112053	0.611726	3.27011	0.338971	0.366226	0.0720524	0.22275	6.651879
4680	-13208.5	-13173.7	-34.8384	0.2926144	0.318959	0.214694	0.194447	0.144717	0.301226	0.161066	0.251546	0.120459	0.111245	0.363086	0.131329	0.153527	0.230115	0.233913	0.245833	0.245895	0.292527	0.185109	0.312913	0.0903488	0.158613	0.136238	0.483652	0.149795	0.0528733	0.078432	0.0417184	0.102468	0.0233541	0.0107613	0.0754465	0.0863578	0.182838	0.0330282	0.0772779	0.171234	0.0993213	0.052581	0.0469762	0.191185	0.156514	0.0625914	0.0123958	0.0429051	0.284645	0.056835	0.0165234	0.569327	0.0297641	0.00471536	0.0987632	0.583188	3.31333	0.334823	0.363087	0.0787774	0.223313	6.788607
4690	-13207.8	-13171.7	-36.0557	0.2944157	0.392748	0.142479	0.150559	0.138471	0.260407	0.151523	0.285742	0.190608	0.15142	0.298116	0.174823	0.136749	0.248474	0.233913	0.203502	0.291075	0.292527	0.167666	0.290343	0.0983877	0.137994	0.141768	0.514195	0.154968	0.082369	0.0198775	0.0683218	0.067101	0.0253762	0.0296279	0.102103	0.064661	0.157034	0.0360965	0.0122982	0.276573	0.10088	0.0377433	0.0469762	0.239774	0.201211	0.0773281	0.0165292	0.036395	0.266131	0.0639562	0.00906418	0.559078	0.0653747	0.00485327	0.100158	0.586304	3.30868	0.337989	0.373825	0.0777892	0.210396	6.91034
4700	-13212.5	-13177.9	-34.5824	0.2986368	0.254498	0.158264	0.22093	0.190594	0.210965	0.124603	0.29865	0.138751	0.107341	0.382171	0.0899958	0.163586	0.239257	0.247872	0.230493	0.324457	0.235666	0.170834	0.27369	0.0895294	0.167391	0.116433	0.476349	0.181877	0.0362001	0.0345836	0.0804984	0.076683	0.02007	0.115877	0.112138	0.0518641	0.113533	0.0452359	0.0963106	0.205154	0.0950054	0.050104	0.0584165	0.248919	0.119491	0.0783706	0.0303532	0.0330876	0.271862	0.0657099	0.0100613	0.558523	0.0607561	0.00518538	0.103435	0.593506	3.29787	0.349293	0.360958	0.0791178	0.210631	6.763006
