Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
2110	-13194.4	-13159.6	-34.8481	0.3006031	0.353375	0.156936	0.209223	0.115588	0.234364	0.162304	0.216108	0.14203	0.148142	0.330464	0.120023	0.132433	0.237746	0.25675	0.208001	0.398845	0.304328	0.203646	0.214428	0.070083	0.110949	0.115785	0.460551	0.045781	0.16921	0.0968258	0.112526	0.0506487	0.143954	0.224664	0.0408722	0.101138	0.221306	0.0779485	0.0855279	0.0447193	0.0179995	0.0764081	0.138679	0.0473358	0.0586027	0.0620625	0.0712656	0.037247	0.293523	0.0511378	0.0204367	0.569799	0.0278565	0.00534435	0.104964	0.596814	3.29288	0.359976	0.35318	0.0745509	0.212293	6.789578
2120	-13206.5	-13170.7	-35.7981	0.3189077	0.236936	0.204409	0.179772	0.14177	0.200532	0.117722	0.241115	0.141799	0.139795	0.292345	0.108308	0.179951	0.279318	0.253855	0.217446	0.422647	0.281567	0.203646	0.192219	0.104678	0.196019	0.10997	0.442807	0.0468451	0.118094	0.075709	0.111772	0.0449812	0.132667	0.308126	0.074495	0.112361	0.27189	0.0745715	0.105821	0.0393346	0.0452379	0.0271796	0.152913	0.107228	0.0563679	0.0307387	0.0596197	0.0353788	0.271324	0.0620864	0.0185056	0.587382	0.0253229	0.00695386	0.119261	0.626231	3.24755	0.359807	0.358721	0.0770041	0.204468	6.884575
2130	-13201.6	-13165.5	-36.1006	0.3058152	0.295117	0.148316	0.180401	0.159364	0.169283	0.197003	0.281513	0.159033	0.182737	0.310551	0.112466	0.151289	0.273047	0.254739	0.230602	0.304598	0.287403	0.269244	0.210461	0.123967	0.155124	0.073695	0.477288	0.06216	0.175001	0.0283778	0.112858	0.0228475	0.192996	0.237827	0.021138	0.121231	0.189016	0.124067	0.121337	0.0722581	0.0144727	0.0577934	0.175354	0.0586212	0.0123893	0.0251062	0.0827276	0.0367589	0.281369	0.0513702	0.0262401	0.583385	0.0208772	0.00577888	0.109026	0.605441	3.27975	0.36454	0.347564	0.0790773	0.208819	6.91482
2140	-13207.4	-13168.4	-39.0476	0.2975337	0.269112	0.110826	0.237555	0.159364	0.219839	0.139219	0.312076	0.13707	0.165398	0.326607	0.135497	0.153255	0.234811	0.312854	0.263823	0.304512	0.290442	0.272118	0.285694	0.0647961	0.132555	0.0729184	0.5153	0.0500482	0.161805	0.0542462	0.0923615	0.0538104	0.181854	0.254289	0.068056	0.148956	0.192822	0.102006	0.0971328	0.0235271	0.0400496	0.0457921	0.20202	0.075674	0.100261	0.0526086	0.0965628	0.0376124	0.283066	0.0532402	0.0184652	0.586905	0.0207113	0.00509738	0.102578	0.591638	3.30069	0.345954	0.36603	0.0701045	0.217911	7.209524
2150	-13199.2	-13167.3	-31.8961	0.2741693	0.329178	0.131639	0.21634	0.104083	0.194251	0.169917	0.229803	0.17373	0.14082	0.260297	0.100862	0.166355	0.221914	0.258696	0.275502	0.286918	0.321131	0.167574	0.218492	0.110442	0.117106	0.112299	0.483287	0.0630679	0.121597	0.0436931	0.0718586	0.0413861	0.121691	0.172046	0.0898721	0.105049	0.1837	0.0851064	0.0971328	0.022877	0.0129071	0.0817098	0.172226	0.0858083	0.033004	0.0378097	0.0612011	0.0335485	0.278356	0.0790541	0.0189114	0.570667	0.0194624	0.00343432	0.0846183	0.549763	3.36218	0.332358	0.37549	0.0780057	0.214147	6.494377
2160	-13194.7	-13160.1	-34.6469	0.3147618	0.33488	0.120431	0.20754	0.10569	0.200032	0.140388	0.212965	0.14191	0.166362	0.336304	0.137409	0.169229	0.270974	0.287005	0.192102	0.297202	0.288074	0.18782	0.214571	0.110442	0.110531	0.139643	0.466832	0.0491068	0.158299	0.0660009	0.136339	0.0341066	0.185076	0.211924	0.0204513	0.105049	0.228531	0.0450605	0.067085	0.071289	0.0318738	0.072945	0.206829	0.0922438	0.0362214	0.0505416	0.0621462	0.0277876	0.276194	0.0609781	0.0257043	0.569097	0.0402393	0.00656893	0.116017	0.61978	3.25763	0.363316	0.358299	0.075462	0.202923	6.769455
2170	-13198.7	-13157.2	-41.5075	0.281686	0.298907	0.158998	0.280177	0.165036	0.252218	0.202881	0.300162	0.14724	0.185714	0.358467	0.156718	0.128932	0.256594	0.233837	0.273126	0.33536	0.330075	0.193772	0.243203	0.103586	0.128609	0.117289	0.626432	0.0353787	0.158628	0.05277	0.112214	0.0453273	0.19129	0.227999	0.0471832	0.127552	0.18099	0.0563632	0.106195	0.0365703	0.0697408	0.0747093	0.208027	0.0783566	0.0317677	0.0726557	0.0644632	0.0329682	0.275883	0.0543138	0.0170709	0.568455	0.0513094	0.00392758	0.0903469	0.563725	3.342	0.36009	0.360344	0.073771	0.205796	7.455514
2180	-13212.2	-13168.6	-43.5103	0.2917129	0.309699	0.200118	0.172555	0.0999291	0.183215	0.162225	0.299904	0.190806	0.182375	0.320543	0.155635	0.154303	0.293854	0.294159	0.205735	0.482287	0.395154	0.281802	0.275464	0.140777	0.193092	0.0935566	0.629084	0.0670031	0.169884	0.0604538	0.099929	0.0411213	0.196635	0.134476	0.0980904	0.156878	0.256104	0.0648805	0.0780596	0.0596874	0.0367395	0.0576268	0.198472	0.0259124	0.0403905	0.0441276	0.0530568	0.0279322	0.277265	0.0622715	0.0188142	0.571304	0.0424122	0.0046472	0.0980657	0.581619	3.31567	0.346169	0.37503	0.0742192	0.204582	7.655798
2190	-13207.9	-13176	-31.9594	0.3093743	0.306797	0.149301	0.184423	0.104085	0.260153	0.105835	0.188169	0.121984	0.13082	0.339102	0.147243	0.142287	0.171658	0.188967	0.236476	0.429495	0.335756	0.228687	0.16251	0.119812	0.143094	0.0915175	0.476544	0.0795241	0.195831	0.040108	0.0994821	0.0116711	0.256656	0.155017	0.0656787	0.110104	0.207988	0.0667844	0.0638778	0.00267428	0.0196247	0.0701094	0.161503	0.0464055	0.0266033	0.0217704	0.0345797	0.0329021	0.34925	0.0696372	0.0238233	0.495235	0.0291525	0.0060865	0.111805	0.611215	3.27089	0.332654	0.37206	0.0701749	0.225111	6.500707
2200	-13211.1	-13183.4	-27.7245	0.2929528	0.318812	0.144461	0.179169	0.126533	0.16607	0.115481	0.234063	0.173346	0.103086	0.329086	0.0728465	0.134177	0.239688	0.18446	0.197049	0.316325	0.314553	0.161702	0.216664	0.115175	0.153469	0.0772157	0.507374	0.0550268	0.125592	0.040108	0.0551407	0.0201689	0.106944	0.181919	0.0785897	0.0606666	0.100293	0.0582749	0.0763431	0.0510346	0.0291882	0.0237813	0.179355	0.0795697	0.0770342	0.0477318	0.0496532	0.0316631	0.284505	0.0742435	0.0247425	0.544912	0.0399337	0.0047411	0.0990252	0.583776	3.31246	0.336724	0.37147	0.0819606	0.209846	6.07722
2210	-13199.9	-13171.2	-28.6802	0.328564	0.265589	0.179307	0.165849	0.099495	0.197152	0.152231	0.198883	0.152304	0.137492	0.299144	0.107432	0.10893	0.263551	0.200908	0.206004	0.356382	0.301379	0.157371	0.218808	0.0871521	0.0800852	0.128692	0.401728	0.0289738	0.151699	0.0631579	0.0855091	0.0287257	0.16915	0.135855	0.0364827	0.141327	0.175113	0.0773906	0.0380878	0.0719612	0.0422654	0.0745143	0.183813	0.071948	0.055868	0.00541095	0.0696597	0.0408027	0.273267	0.0662708	0.0139564	0.557064	0.0486391	0.00789604	0.126821	0.640796	3.22449	0.345251	0.365027	0.0847781	0.204944	6.172783
2220	-13197	-13167.8	-29.1465	0.3145505	0.281247	0.187377	0.159037	0.153444	0.210239	0.140351	0.243506	0.148062	0.171871	0.324246	0.108694	0.136503	0.222928	0.190165	0.193842	0.275681	0.233386	0.225371	0.16823	0.0858502	0.145207	0.0758846	0.38056	0.049794	0.117157	0.0370823	0.132947	0.020449	0.12674	0.168502	0.0515804	0.114538	0.154169	0.0889674	0.0839141	0.0615451	0.0246866	0.0505975	0.276986	0.0734397	0.0427972	0.00055179	0.0812876	0.0398923	0.264836	0.0727424	0.0225566	0.565449	0.0345231	0.00654963	0.115851	0.619448	3.25815	0.338933	0.372321	0.0807447	0.208002	6.219414
2230	-13195.7	-13160.8	-34.9246	0.2853479	0.353761	0.149465	0.230095	0.154836	0.200593	0.186896	0.198532	0.136753	0.155781	0.351812	0.117082	0.119459	0.214813	0.230151	0.14951	0.356282	0.303802	0.206618	0.239449	0.0921609	0.162167	0.14213	0.453823	0.0553433	0.220472	0.0395981	0.102761	0.00789952	0.156848	0.243453	0.0423796	0.126826	0.230866	0.0642827	0.0729507	0.0571185	0.00151545	0.0512486	0.219794	0.0995919	0.0476087	0.0131553	0.0375483	0.0299605	0.243417	0.0707512	0.0129918	0.599442	0.0434371	0.0041822	0.0931568	0.570356	3.33231	0.340709	0.366415	0.0815087	0.211367	6.797227
2240	-13199.5	-13168.4	-31.1057	0.2765092	0.345409	0.147083	0.219133	0.155449	0.270126	0.149344	0.212155	0.125036	0.188804	0.343261	0.0893527	0.112713	0.216341	0.217687	0.182584	0.287009	0.288155	0.223705	0.207122	0.061244	0.129271	0.0800206	0.541012	0.0501703	0.104544	0.0418539	0.0810779	0.0183316	0.11706	0.218212	0.00532104	0.129865	0.176311	0.0743556	0.0698105	0.0633685	0.00496274	0.0655192	0.200976	0.0563204	0.0247176	0.0540374	0.0665087	0.0305515	0.234125	0.061922	0.0218299	0.615188	0.0363832	0.00358364	0.0863954	0.554161	3.35586	0.366333	0.341896	0.0851415	0.20663	6.415339
2250	-13192.5	-13166.8	-25.732	0.2823389	0.258704	0.149696	0.165571	0.144727	0.183688	0.129737	0.212125	0.122234	0.13717	0.259281	0.117162	0.119079	0.171875	0.236405	0.203709	0.244441	0.263461	0.223763	0.207122	0.0768388	0.162494	0.0659615	0.379262	0.0457858	0.13723	0.0701179	0.114004	0.0175657	0.122434	0.187404	0.0690744	0.0633791	0.204694	0.0691799	0.0600865	0.0530019	0.00764401	0.0654293	0.148619	0.069637	0.00905427	0.0465835	0.0825338	0.042884	0.34095	0.0552455	0.020482	0.509141	0.0312967	0.00397228	0.090847	0.564916	3.34026	0.342606	0.360956	0.0740408	0.222397	5.877964
2260	-13199.3	-13169.6	-29.7414	0.3034695	0.288802	0.127389	0.184769	0.147197	0.224616	0.0973751	0.259198	0.110279	0.136122	0.39382	0.0837505	0.161257	0.236222	0.224007	0.203709	0.30153	0.238054	0.155601	0.184738	0.0683604	0.133572	0.115992	0.467895	0.0159342	0.156207	0.0667794	0.097407	0.02145	0.154263	0.22445	0.0680958	0.109892	0.209888	0.0417164	0.0857485	0.0273016	0.0262378	0.0479259	0.177546	0.0555006	0.0482487	0.0238865	0.076166	0.0431718	0.35966	0.0560479	0.012553	0.486365	0.0422016	0.00558097	0.107197	0.601584	3.28564	0.330743	0.377719	0.0709575	0.22058	6.278901
2270	-13206.7	-13168	-38.7095	0.3088296	0.268141	0.119542	0.2013	0.183178	0.253678	0.169355	0.262148	0.14668	0.152366	0.396666	0.149255	0.146701	0.25245	0.222849	0.200228	0.483847	0.321748	0.178758	0.277809	0.103431	0.16823	0.152936	0.472778	0.0316222	0.230175	0.051972	0.0991801	0.0238616	0.231101	0.224111	0.0251974	0.12619	0.264576	0.0625388	0.0642299	0.0514698	0.0195349	0.0734842	0.126317	0.0806466	0.00922711	0.0216431	0.0745594	0.0371802	0.372105	0.0554725	0.0233165	0.477009	0.0349163	0.00603884	0.111379	0.610337	3.27224	0.330841	0.378672	0.0683515	0.222135	7.175711
2280	-13198.9	-13168.4	-30.4746	0.2936534	0.32402	0.136493	0.165403	0.17968	0.216826	0.154772	0.218019	0.134353	0.106771	0.360373	0.118462	0.136908	0.172511	0.221264	0.224706	0.311583	0.27055	0.223775	0.196993	0.0990585	0.115187	0.128136	0.408475	0.0506844	0.199371	0.034219	0.0998841	0.00444614	0.151037	0.252415	0.0220107	0.112847	0.175796	0.0504559	0.0816546	0.046202	0.015256	0.0855784	0.179234	0.0303269	0.0471172	0.00611094	0.0832558	0.0391302	0.385489	0.057013	0.0283446	0.446466	0.0435568	0.00479462	0.0995677	0.584989	3.31065	0.327315	0.374812	0.0668731	0.230999	6.352222
2290	-13202.7	-13174.4	-28.3319	0.3139674	0.265079	0.115029	0.140419	0.0956169	0.159108	0.152283	0.240131	0.135476	0.12462	0.262529	0.116707	0.122503	0.202639	0.250515	0.163861	0.359431	0.34773	0.231145	0.191773	0.0763004	0.160294	0.0983682	0.473165	0.097753	0.170604	0.0266983	0.0536015	0.0114093	0.135757	0.214028	0.04929	0.150175	0.130271	0.0678782	0.0792082	0.0420729	0.0368166	0.0592718	0.140706	0.0708435	0.0168824	0.0283466	0.0716151	0.0389283	0.390364	0.0610656	0.0162933	0.452431	0.0409181	0.00649653	0.115395	0.61853	3.25958	0.32582	0.380986	0.0700216	0.223172	6.137953
2300	-13192.8	-13168.2	-24.5927	0.3076414	0.220229	0.120561	0.122332	0.102072	0.160712	0.151754	0.267017	0.124444	0.131237	0.328298	0.115214	0.120998	0.191286	0.210409	0.172252	0.327875	0.208773	0.172213	0.193176	0.0826588	0.133426	0.0877294	0.40208	0.0669385	0.137015	0.0234791	0.0782304	0.0405938	0.20723	0.23058	0.061467	0.0838412	0.177894	0.053857	0.0599792	0.0154803	0.0353047	0.0493887	0.120936	0.0624613	0.0278969	0.00649875	0.0782148	0.0412189	0.368863	0.0568551	0.018902	0.481448	0.0327128	0.00593562	0.110451	0.608415	3.2752	0.328989	0.383233	0.067731	0.220047	5.764034
2310	-13203.1	-13178.1	-25.0318	0.2911232	0.240212	0.150449	0.159098	0.131683	0.22823	0.138656	0.204279	0.16347	0.141576	0.264092	0.136621	0.111853	0.184336	0.172968	0.190655	0.281548	0.20137	0.228822	0.204596	0.08683	0.0962791	0.0797615	0.376427	0.0669385	0.134272	0.055661	0.142561	0.0355757	0.12485	0.175042	0.0666876	0.0723006	0.154672	0.0702311	0.039307	0.0205617	0.010304	0.0957695	0.127694	0.0185026	0.0217704	0.118715	0.0827172	0.0382769	0.339421	0.0555635	0.0196903	0.513697	0.0333511	0.00460292	0.0976097	0.58059	3.3172	0.34244	0.381179	0.0668972	0.209484	5.807947
2320	-13195.4	-13160.9	-34.4651	0.2975839	0.343489	0.159999	0.203094	0.12915	0.214871	0.151437	0.222826	0.167571	0.172402	0.401189	0.176309	0.135473	0.224715	0.215035	0.231163	0.315402	0.308008	0.22221	0.205013	0.106211	0.131825	0.0978831	0.499869	0.0669385	0.150632	0.0294356	0.080751	0.0138248	0.101875	0.26179	0.0278062	0.133709	0.165831	0.0960462	0.0773738	0.00620202	0.0169278	0.0560811	0.228111	0.0399768	0.0226105	0.0482542	0.0919482	0.0345231	0.271578	0.0749025	0.0200798	0.569554	0.0293628	0.00510137	0.102617	0.591723	3.30056	0.340027	0.366541	0.0848617	0.208571	6.751272
2330	-13212.5	-13174.3	-38.2381	0.2950767	0.295543	0.140475	0.192703	0.136209	0.175768	0.242935	0.296632	0.158248	0.162124	0.384227	0.091922	0.121063	0.186745	0.223253	0.204078	0.328079	0.331433	0.260327	0.253003	0.147441	0.149738	0.0307293	0.635121	0.0526737	0.109775	0.0318834	0.139871	0.0144599	0.167914	0.198263	0.0578018	0.094064	0.207236	0.103894	0.0918015	0.0486212	0.0487123	0.0947869	0.256255	0.0618437	0.0534216	0.095795	0.0517081	0.0284081	0.349658	0.061132	0.0128184	0.515619	0.0323651	0.00490445	0.100671	0.587441	3.30698	0.334568	0.380641	0.0684942	0.216297	7.128579
2340	-13203.6	-13166.5	-37.0233	0.2871365	0.308049	0.164324	0.21213	0.114782	0.24449	0.181754	0.251108	0.199358	0.14849	0.353712	0.162875	0.151222	0.175887	0.290415	0.203667	0.320467	0.24791	0.260232	0.265761	0.0740998	0.142451	0.129519	0.505244	0.0279079	0.142195	0.0316157	0.100338	0.0633068	0.160989	0.272593	0.0201715	0.160562	0.224264	0.0420665	0.0607275	0.0285089	0.0471925	0.0744177	0.178521	0.11808	0.0491373	0.027284	0.0692733	0.0306427	0.296896	0.0585592	0.026959	0.550535	0.0364082	0.00430998	0.0945332	0.573554	3.3276	0.352231	0.357467	0.0739875	0.216314	7.0071
2350	-13199.3	-13165.2	-34.0441	0.2833001	0.312044	0.144514	0.15258	0.0929992	0.215349	0.131883	0.311823	0.181089	0.105969	0.356493	0.123984	0.154963	0.224366	0.282044	0.252622	0.297054	0.311403	0.207546	0.207418	0.0883933	0.130311	0.106342	0.512325	0.0230475	0.159796	0.0624913	0.126316	0.0171342	0.150472	0.223049	0.0403294	0.0774772	0.178751	0.0847858	0.0884772	0.0591263	0.0693961	0.0523164	0.18429	0.0782242	0.0126	0.0518507	0.0657316	0.0336314	0.310342	0.0583787	0.0223311	0.548838	0.0264788	0.00403865	0.0915841	0.566662	3.33772	0.343822	0.380266	0.0742399	0.201672	6.709177
2360	-13201.9	-13171.2	-30.7387	0.2892424	0.270478	0.123254	0.19804	0.139754	0.246013	0.145232	0.207021	0.150647	0.116031	0.32988	0.12781	0.132135	0.174572	0.238855	0.155041	0.341933	0.252349	0.195857	0.189279	0.0927511	0.140956	0.0873719	0.426674	0.03505	0.178731	0.0725385	0.0773947	0.00965894	0.168603	0.134211	0.0607417	0.0876916	0.220512	0.096977	0.066492	0.125449	0.0243843	0.0854196	0.223154	0.0988391	0.0261454	0.0231766	0.0815386	0.0371437	0.33292	0.0677939	0.0240109	0.498171	0.0399613	0.00446333	0.0961569	0.577286	3.32209	0.322758	0.388568	0.0760527	0.212621	6.37864
2370	-13202.7	-13174.3	-28.4838	0.2840212	0.214596	0.103514	0.134722	0.114748	0.174979	0.178215	0.206369	0.128282	0.160655	0.260518	0.108395	0.137298	0.19729	0.163752	0.171317	0.377744	0.263833	0.175478	0.192147	0.0985396	0.106988	0.105503	0.556954	0.0404637	0.150398	0.0600544	0.0818249	0.0260325	0.231067	0.221035	0.022497	0.105052	0.185977	0.0545655	0.0561671	0.0654304	0.0198875	0.0562161	0.190135	0.0595139	0.0243263	0.0493883	0.12128	0.033627	0.35861	0.063642	0.021856	0.476201	0.0460639	0.00408886	0.0921375	0.567966	3.33581	0.32147	0.385065	0.0735589	0.219906	6.153146
2380	-13190.1	-13167.3	-22.7182	0.3084403	0.309723	0.120968	0.151281	0.0845291	0.184343	0.118292	0.217467	0.123504	0.162135	0.284404	0.104898	0.113359	0.189591	0.177652	0.123688	0.245749	0.220673	0.200418	0.192147	0.0779703	0.145664	0.0946969	0.460239	0.041527	0.136271	0.0277335	0.104359	0.0242765	0.117154	0.177382	0.0379906	0.0848373	0.150037	0.0452226	0.0426875	0.0377721	0.025599	0.0393732	0.177021	0.0431123	0.0213143	0.0633333	0.0761961	0.0468496	0.327918	0.0646576	0.0172021	0.492525	0.0508478	0.00600492	0.111075	0.609709	3.27321	0.332569	0.368558	0.0713807	0.227492	5.576589
2390	-13191.5	-13166.6	-24.9003	0.3157261	0.245637	0.132648	0.149335	0.110933	0.18526	0.100835	0.216774	0.138243	0.134608	0.352922	0.104898	0.127331	0.19663	0.195023	0.226084	0.271968	0.205602	0.210271	0.190271	0.08938	0.101436	0.0967471	0.409257	0.05341	0.108666	0.0514465	0.081398	0.0345334	0.118478	0.168225	0.00995269	0.0989315	0.214426	0.0577855	0.133229	0.0401205	0.0389463	0.0635085	0.157501	0.0555437	0.00721359	0.0220805	0.0873026	0.0411403	0.296918	0.0568231	0.0151431	0.547618	0.0423578	0.0066574	0.116771	0.621292	3.25528	0.353282	0.356076	0.0837576	0.206884	5.794792
2400	-13194.7	-13167.8	-26.9343	0.301973	0.317687	0.176455	0.1572	0.153893	0.178088	0.175151	0.207224	0.167064	0.129133	0.316504	0.0988356	0.126889	0.156659	0.232352	0.179801	0.267758	0.178473	0.17011	0.240973	0.0667498	0.136743	0.112237	0.409818	0.0698091	0.0698169	0.0498868	0.0964634	0.0478207	0.150584	0.207125	0.0498536	0.0897671	0.208641	0.0577855	0.111051	0.0262044	0.0125426	0.0635085	0.133819	0.0549933	0.00999832	0.0606248	0.0721011	0.0453956	0.271159	0.0680523	0.018699	0.570722	0.0259725	0.00545672	0.106031	0.599101	3.28941	0.335714	0.373078	0.0865476	0.204661	5.998194
2410	-13203.5	-13170.5	-33.0134	0.3022361	0.345167	0.115197	0.228719	0.124255	0.234555	0.139338	0.224116	0.18565	0.112763	0.471298	0.101218	0.129379	0.196545	0.196082	0.232579	0.316499	0.226843	0.186829	0.213837	0.0741458	0.122348	0.112237	0.508166	0.0589643	0.151579	0.0280522	0.127974	0.0315553	0.118803	0.210173	0.0290394	0.117464	0.2139	0.12471	0.0821721	0.0462306	0.00816115	0.0755402	0.168258	0.0798563	0.0150687	0.0523146	0.0685214	0.0386271	0.268346	0.0635668	0.0257642	0.588302	0.0153941	0.00547845	0.106236	0.599539	3.28875	0.353066	0.366223	0.0822538	0.198458	6.606104
2420	-13201.8	-13163.7	-38.0851	0.294269	0.328641	0.151321	0.173582	0.12329	0.230519	0.145071	0.277345	0.181148	0.142599	0.335155	0.0946479	0.212908	0.260062	0.2192	0.271985	0.284867	0.326098	0.203577	0.259587	0.0836303	0.116531	0.112237	0.594972	0.0784221	0.141103	0.0683179	0.102988	0.0339505	0.153224	0.190858	0.0841401	0.148242	0.221538	0.0521722	0.083253	0.0571383	0.0683411	0.0395103	0.186782	0.0818485	0.0564525	0.041817	0.0942016	0.0368712	0.229133	0.0668868	0.0149309	0.62174	0.0304389	0.00484196	0.100045	0.586052	3.30906	0.34894	0.366392	0.0883364	0.196332	7.113272
2430	-13196.2	-13156.9	-39.3632	0.3127914	0.354678	0.153135	0.263257	0.131484	0.213243	0.233107	0.251008	0.199825	0.162077	0.428158	0.128227	0.157655	0.197474	0.231879	0.229463	0.316769	0.328609	0.242126	0.232854	0.130711	0.118454	0.142356	0.502719	0.053993	0.104906	0.0527271	0.103209	0.0656168	0.172651	0.264136	0.04837	0.127936	0.214999	0.0819026	0.0521085	0.0369162	0.0186382	0.11538	0.179061	0.0595912	0.0249755	0.0593608	0.0553456	0.0318915	0.231887	0.0645635	0.0135908	0.621242	0.0368254	0.00639015	0.114476	0.616672	3.26246	0.354151	0.35915	0.0841213	0.202578	7.24109
2440	-13209.4	-13169.1	-40.2556	0.2987961	0.324737	0.172972	0.22401	0.164286	0.209814	0.184903	0.28756	0.153025	0.116569	0.336486	0.110745	0.186483	0.247065	0.30925	0.213491	0.357656	0.262115	0.311583	0.279639	0.0826106	0.18007	0.107171	0.59385	0.0327661	0.142327	0.0351329	0.0873042	0.0317256	0.139274	0.127298	0.050357	0.128284	0.267439	0.07208	0.130252	0.0824525	0.0431306	0.0971863	0.24816	0.078229	0.0144375	0.035492	0.070904	0.0314707	0.236186	0.0611724	0.0147066	0.613044	0.0434201	0.00519815	0.103559	0.593775	3.29747	0.363942	0.348542	0.0839712	0.203545	7.330322
2450	-13212.2	-13170.6	-41.6517	0.2954794	0.328654	0.211551	0.236082	0.155437	0.233237	0.195136	0.200393	0.18537	0.194424	0.466664	0.156019	0.183303	0.244635	0.239941	0.218737	0.332696	0.279306	0.216114	0.270095	0.132203	0.144319	0.0974707	0.447807	0.0485278	0.233166	0.137401	0.122422	0.0206398	0.134546	0.190292	0.0203438	0.179329	0.265228	0.0785272	0.0974365	0.0217158	0.0375207	0.0800208	0.23639	0.102122	0.046507	0.0175006	0.0307081	0.033738	0.222151	0.0568578	0.0213562	0.617611	0.0482857	0.00493578	0.100983	0.588132	3.30595	0.34363	0.367279	0.0840348	0.205055	7.469936
2460	-13203.9	-13168.7	-35.1795	0.3260374	0.279672	0.132438	0.146158	0.0999974	0.245649	0.127105	0.27632	0.149308	0.164194	0.319917	0.132742	0.186702	0.256768	0.225597	0.238217	0.290696	0.264932	0.203648	0.227145	0.109695	0.142556	0.101828	0.49666	0.0553285	0.1731	0.0367014	0.154409	0.0331782	0.139336	0.193533	0.0216151	0.152089	0.267338	0.0842019	0.110397	0.0510439	0.0502853	0.0771154	0.242881	0.0560566	0.00472928	0.0265399	0.0748967	0.0323489	0.281104	0.0596902	0.0128116	0.581572	0.0324735	0.00764338	0.124843	0.637046	3.23047	0.351258	0.358431	0.0805247	0.209786	6.822717
2470	-13205.6	-13172.8	-32.7606	0.314761	0.298524	0.114658	0.120975	0.1687	0.200634	0.160121	0.233977	0.148464	0.218132	0.291961	0.142095	0.134571	0.182435	0.26735	0.20176	0.377355	0.25936	0.213601	0.26866	0.169013	0.143337	0.123496	0.465892	0.0932556	0.156068	0.055859	0.0645355	0.0331782	0.125103	0.173185	0.031813	0.122412	0.161717	0.057594	0.100734	0.072971	0.0159873	0.0668043	0.182595	0.0801897	0.0384158	0.0130076	0.0303242	0.0348837	0.249626	0.0653299	0.018568	0.603659	0.0279341	0.00656885	0.116016	0.619779	3.25764	0.36131	0.353396	0.0826675	0.202626	6.58082
2480	-13198.5	-13167.8	-30.6831	0.3164404	0.298077	0.144602	0.201872	0.127584	0.221146	0.134358	0.195598	0.130574	0.142681	0.320609	0.13778	0.144165	0.231158	0.187295	0.221214	0.312674	0.230265	0.194976	0.33331	0.0793393	0.131642	0.107886	0.438765	0.105652	0.204996	0.0688966	0.0710744	0.0560385	0.103872	0.153419	0.0117477	0.099533	0.194014	0.0449539	0.0968044	0.0371332	0.0592543	0.0363893	0.231409	0.0362174	0.01972	0.0207686	0.0536092	0.035158	0.293471	0.0706411	0.0139487	0.553109	0.0336722	0.00672335	0.11733	0.622407	3.25354	0.344301	0.358219	0.0828861	0.214593	6.373074
2490	-13200.5	-13164.4	-36.1147	0.2717442	0.343417	0.163585	0.190966	0.118852	0.256347	0.179385	0.222179	0.131403	0.154255	0.45597	0.129384	0.117597	0.236388	0.187295	0.249563	0.370782	0.300134	0.223106	0.274702	0.143993	0.193289	0.0848658	0.453987	0.0705129	0.116793	0.0517833	0.0975107	0.0190476	0.185338	0.182616	0.0278128	0.13484	0.184748	0.0986124	0.0938124	0.0491365	0.0379595	0.0536282	0.205991	0.0474999	0.00438514	0.0238831	0.0488796	0.034022	0.266785	0.0678298	0.0171495	0.581559	0.0326544	0.00328359	0.082783	0.545155	3.36878	0.336257	0.378464	0.0774032	0.207876	6.916237
2500	-13199.5	-13166.1	-33.4016	0.2808696	0.246875	0.15537	0.163249	0.17587	0.165521	0.148268	0.179047	0.121746	0.155518	0.351097	0.153723	0.162534	0.229707	0.233032	0.181496	0.344909	0.273376	0.257973	0.272504	0.103536	0.165074	0.11265	0.49543	0.0429721	0.153892	0.10588	0.0884869	0.0365769	0.147648	0.182225	0.0332599	0.11252	0.223778	0.0709958	0.0664377	0.0337342	0.0461133	0.0640458	0.12552	0.108115	0.0280685	0.0367654	0.0893839	0.030109	0.262303	0.0643951	0.0185187	0.589869	0.0348046	0.00387209	0.0897221	0.562232	3.34417	0.346684	0.363082	0.0759113	0.214323	6.644923
