Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
6090	-13212.5	-13171.7	-40.8612	0.2704526	0.354241	0.191696	0.250011	0.19832	0.183858	0.194884	0.263086	0.186407	0.105979	0.452821	0.147523	0.139798	0.35613	0.2685	0.215044	0.334095	0.290796	0.285416	0.211968	0.117342	0.233161	0.135597	0.45849	0.0796245	0.138644	0.0705808	0.108887	0.0123473	0.129066	0.224979	0.108627	0.0745569	0.172389	0.0666908	0.0657477	0.0483964	0.0800987	0.0198269	0.204413	0.0676436	0.0359733	0.0649339	0.0422941	0.0313288	0.301308	0.0549095	0.0180035	0.561136	0.0333145	0.00320497	0.0818082	0.54268	3.37231	0.35481	0.360196	0.0726312	0.212363	7.390883
6100	-13201.1	-13161.5	-39.6517	0.2836244	0.429336	0.130605	0.221993	0.150109	0.252707	0.186777	0.231395	0.130317	0.160208	0.364847	0.122333	0.147437	0.228197	0.287115	0.242325	0.346261	0.275408	0.218506	0.211968	0.139272	0.146074	0.121929	0.565918	0.0760017	0.160718	0.0749063	0.102456	0.041618	0.158612	0.244008	0.0399132	0.116471	0.262785	0.0665791	0.0437973	0.0130323	0.0841905	0.0188301	0.186132	0.0416629	0.0472958	0.101557	0.0783306	0.0341931	0.303568	0.0458264	0.0228145	0.542872	0.0507261	0.00406118	0.0918328	0.567249	3.33686	0.371793	0.355119	0.0658271	0.207261	7.269934
6110	-13204.5	-13167.5	-36.95	0.3048778	0.436794	0.12264	0.156458	0.127758	0.244193	0.158421	0.261784	0.161549	0.178165	0.368047	0.102388	0.16492	0.22395	0.241418	0.196104	0.364286	0.271358	0.203794	0.213695	0.0959627	0.153231	0.0754508	0.499368	0.0926421	0.154402	0.0320036	0.115627	0.0121199	0.134644	0.274873	0.0138346	0.146246	0.202374	0.0780398	0.087861	0.0200927	0.146034	0.0116065	0.190597	0.0797509	0.0659252	0.0681214	0.0512321	0.0341412	0.364116	0.0485713	0.025823	0.489612	0.0377363	0.00569932	0.108295	0.603904	3.2821	0.341824	0.377285	0.0647879	0.216103	6.999763
6120	-13202	-13162.6	-39.3629	0.3015709	0.343234	0.184753	0.185276	0.149905	0.196631	0.183606	0.305659	0.220756	0.182598	0.470617	0.105798	0.19727	0.229328	0.263618	0.200552	0.360685	0.371853	0.220722	0.214842	0.0959627	0.164289	0.126781	0.457487	0.0400561	0.135044	0.0190766	0.130539	0.0163189	0.193237	0.207824	0.043883	0.118945	0.203584	0.0692686	0.0646893	0.079052	0.0512333	0.0106371	0.205985	0.0714218	0.0181162	0.054742	0.0751772	0.0270652	0.367195	0.0515937	0.0251835	0.484477	0.0444859	0.0054236	0.105718	0.598432	3.29043	0.344599	0.374934	0.0623645	0.218102	7.241054
6130	-13218.4	-13167	-51.3322	0.2825872	0.362541	0.238293	0.283025	0.129464	0.222396	0.214094	0.276444	0.20067	0.182598	0.567173	0.105196	0.236898	0.274719	0.282629	0.233443	0.343413	0.371853	0.274954	0.257081	0.117833	0.12659	0.126781	0.479558	0.0466788	0.153059	0.0545548	0.12434	0.0362158	0.26947	0.318	0.094242	0.103044	0.344583	0.160394	0.114581	0.0630706	0.0934155	0.0265101	0.27856	0.0468256	0.0281437	0.0461237	0.128529	0.0263935	0.405754	0.0425346	0.0318982	0.445965	0.0474546	0.00398936	0.0910373	0.565367	3.33961	0.342587	0.375363	0.0608283	0.221221	8.437987
6140	-13210.8	-13161.2	-49.6869	0.2878911	0.400048	0.231085	0.262704	0.131547	0.265562	0.156487	0.281025	0.149423	0.175724	0.410065	0.0974904	0.233436	0.238693	0.285242	0.210213	0.430787	0.275165	0.298036	0.329796	0.106813	0.181292	0.132633	0.592139	0.0811675	0.184412	0.0589931	0.176216	0.0183776	0.26727	0.256396	0.0596105	0.157212	0.279258	0.145719	0.0987671	0.043495	0.105696	0.0619306	0.220533	0.058985	0.0374048	0.0119658	0.0746414	0.020677	0.370603	0.0426676	0.024815	0.47509	0.0661467	0.00436458	0.0951147	0.574896	3.32563	0.370748	0.370059	0.0582183	0.200974	8.273455
6150	-13210.8	-13154.9	-55.9167	0.2679338	0.354264	0.169289	0.26045	0.210743	0.286085	0.171897	0.28467	0.223742	0.173788	0.410809	0.126631	0.251464	0.304767	0.344579	0.232367	0.365868	0.343275	0.26862	0.291587	0.127939	0.218298	0.132633	0.590501	0.0930665	0.351861	0.128621	0.136	0.0732242	0.200889	0.327431	0.0202313	0.151966	0.267456	0.106687	0.146448	0.0807212	0.0998377	0.0591289	0.250524	0.0842906	0.0223096	0.0761815	0.0752945	0.0187753	0.483989	0.0349938	0.0410856	0.381074	0.0400818	0.00305497	0.0799134	0.537811	3.37922	0.346205	0.381531	0.0517479	0.220516	8.896435
6160	-13212.2	-13165.3	-46.8699	0.2825082	0.297034	0.161263	0.168699	0.104338	0.280354	0.124846	0.29444	0.136084	0.173786	0.433679	0.105629	0.13737	0.261415	0.259372	0.269855	0.472246	0.318292	0.258936	0.31094	0.110167	0.233562	0.172048	0.605259	0.0755298	0.19291	0.093198	0.139389	0.00941851	0.207701	0.240556	0.00822132	0.14187	0.287841	0.0632133	0.109333	0.0880764	0.0641977	0.0545821	0.201346	0.137949	0.0972504	0.0302359	0.0593181	0.0231331	0.495449	0.035654	0.0399396	0.352986	0.052839	0.00398392	0.0909768	0.565224	3.33982	0.326868	0.393086	0.0551853	0.224861	7.99175
6170	-13204.4	-13160.3	-44.0603	0.286782	0.286792	0.18223	0.260139	0.203464	0.261065	0.148766	0.265782	0.17563	0.189422	0.393679	0.109147	0.154789	0.304753	0.222215	0.280924	0.349949	0.318292	0.234079	0.277022	0.0776133	0.181086	0.0800334	0.593657	0.052932	0.196923	0.0585258	0.115906	0.0169526	0.188225	0.251606	0.04126	0.198379	0.283014	0.0871453	0.072126	0.0492461	0.0477158	0.0268531	0.151649	0.0717343	0.094032	0.0535008	0.102545	0.0243322	0.495072	0.035435	0.0355348	0.359884	0.0497424	0.00428448	0.0942602	0.572922	3.32853	0.345748	0.37565	0.052542	0.22606	7.710797
6180	-13213	-13166.9	-46.1147	0.2838733	0.355287	0.218247	0.21695	0.164152	0.238993	0.132555	0.23634	0.13007	0.194158	0.419043	0.16452	0.151336	0.296316	0.320607	0.236584	0.418573	0.263175	0.206104	0.287612	0.125259	0.184154	0.1101	0.535527	0.0813903	0.174409	0.0731361	0.198705	0.0593012	0.24637	0.255036	0.0465634	0.160963	0.23878	0.116888	0.111107	0.0560988	0.0515282	0.040393	0.192604	0.0803486	0.0227555	0.0270329	0.0771687	0.0283083	0.443089	0.0394573	0.0460111	0.386634	0.0565005	0.00407853	0.0920239	0.567699	3.3362	0.341695	0.374911	0.0581316	0.225262	7.916238
6190	-13214.7	-13162	-52.639	0.2783969	0.346453	0.201804	0.222535	0.188028	0.401591	0.132161	0.347614	0.162113	0.172608	0.471736	0.136595	0.174322	0.276181	0.361927	0.192835	0.479733	0.362701	0.216319	0.364613	0.145581	0.162889	0.125975	0.58785	0.10788	0.24772	0.0814458	0.150767	0.0260473	0.15654	0.322552	0.0125498	0.10437	0.273867	0.129507	0.133024	0.0166536	0.0856274	0.0265927	0.204274	0.0815782	0.0932726	0.0269521	0.0532818	0.0149394	0.456319	0.0414273	0.0493261	0.383648	0.0543402	0.00370689	0.0878333	0.557675	3.35078	0.382642	0.352011	0.0528808	0.212466	8.568666
6200	-13205	-13165.8	-39.1982	0.2862753	0.328325	0.129597	0.211573	0.140656	0.272791	0.147205	0.228138	0.161387	0.128407	0.402439	0.108799	0.192978	0.266707	0.254767	0.232865	0.392664	0.308253	0.218186	0.248729	0.103642	0.163685	0.105555	0.521888	0.0917856	0.1698	0.0784252	0.0900167	0.029134	0.169746	0.224487	0.0033981	0.10437	0.223337	0.0755583	0.0972333	0.0422128	0.0856274	0.0299233	0.225425	0.0736862	0.0305574	0.0815953	0.0290337	0.0270151	0.438113	0.0453851	0.0319323	0.397686	0.0598684	0.00424817	0.0938701	0.572017	3.32986	0.349215	0.385215	0.0530712	0.212499	7.224589
6210	-13219.8	-13178.4	-41.3775	0.3031723	0.354995	0.169998	0.218204	0.169195	0.201187	0.227762	0.232202	0.120137	0.207421	0.460333	0.148959	0.165622	0.34783	0.206011	0.203147	0.426738	0.334322	0.243796	0.261406	0.119628	0.191804	0.0851241	0.468314	0.067807	0.215248	0.0962454	0.0519802	0.0252782	0.144846	0.182628	0.032094	0.0761536	0.274809	0.0733034	0.037021	0.0281035	0.0906885	0.0249023	0.235877	0.0849523	0.0334083	0.0554893	0.0475485	0.0230684	0.464125	0.0372089	0.0228012	0.345574	0.107222	0.00555617	0.106965	0.601092	3.28639	0.35252	0.377321	0.0568703	0.213289	7.442519
6220	-13205.7	-13161.9	-43.8633	0.2825294	0.330459	0.256269	0.217722	0.133106	0.224664	0.158009	0.347047	0.124247	0.160496	0.416996	0.157244	0.152973	0.241757	0.275476	0.200293	0.286723	0.324441	0.254983	0.213061	0.0871495	0.160807	0.119625	0.648349	0.0914362	0.202489	0.0616523	0.0992844	0.0252782	0.134762	0.314279	0.0381914	0.117024	0.25828	0.0547701	0.0998334	0.0455133	0.0617882	0.030961	0.222647	0.110034	0.0845704	0.0716072	0.074802	0.0162182	0.526434	0.0332204	0.0442207	0.312785	0.0671218	0.00398538	0.090993	0.565262	3.33976	0.356159	0.370976	0.0503379	0.222527	7.691098
6230	-13227.5	-13180.8	-46.6827	0.2840591	0.395272	0.171729	0.188398	0.172678	0.253215	0.137038	0.243273	0.232228	0.113694	0.416996	0.127803	0.149114	0.257105	0.267527	0.26781	0.320416	0.310393	0.280055	0.236492	0.104933	0.194814	0.142333	0.511095	0.0850284	0.27742	0.04556	0.11301	0.0316717	0.219776	0.284099	0.00861881	0.129351	0.166609	0.0706912	0.14649	0.0772886	0.102831	0.043135	0.219309	0.100804	0.120046	0.151996	0.0848886	0.0160478	0.558533	0.0380429	0.0246011	0.285759	0.0770165	0.00409151	0.0921666	0.568035	3.33571	0.315555	0.390517	0.052215	0.241712	7.973035
6240	-13209.6	-13158.4	-51.1716	0.2646887	0.393688	0.199634	0.251024	0.166113	0.224154	0.163951	0.351786	0.172733	0.2247	0.485453	0.15386	0.130446	0.258139	0.292446	0.284429	0.351309	0.311654	0.271301	0.351687	0.141361	0.16507	0.118835	0.599883	0.0463573	0.213252	0.0517243	0.148861	0.0304975	0.219776	0.322267	0.0407458	0.130633	0.205648	0.0497243	0.0809013	0.0196488	0.0956536	0.0487429	0.308519	0.100804	0.0383484	0.096787	0.109371	0.0216684	0.535779	0.0378049	0.0366809	0.318936	0.0491307	0.00286816	0.0774842	0.531456	3.38819	0.324948	0.388348	0.0539163	0.232788	8.42192
6250	-13215.9	-13155.9	-59.9699	0.29491	0.397922	0.30098	0.26424	0.21573	0.28804	0.203808	0.360284	0.243521	0.15815	0.489141	0.121009	0.204789	0.26322	0.307537	0.278358	0.425157	0.348364	0.327207	0.318703	0.140186	0.184529	0.146723	0.599883	0.112617	0.295119	0.12036	0.200189	0.0296538	0.229501	0.239839	0.0287973	0.0988768	0.340112	0.0769941	0.0765948	0.0660864	0.122514	0.067973	0.273875	0.0936489	0.0386677	0.140321	0.0625263	0.0198396	0.516542	0.0304868	0.0463539	0.339843	0.0469352	0.00489151	0.100542	0.587155	3.30741	0.328395	0.397534	0.0520403	0.22203	9.301753
6260	-13216.1	-13158.1	-57.9841	0.2692886	0.417467	0.17163	0.205656	0.206514	0.264203	0.218769	0.392054	0.243521	0.196458	0.477539	0.220844	0.15245	0.305313	0.425303	0.236583	0.375197	0.304622	0.248515	0.343686	0.196352	0.224746	0.144285	0.693666	0.114868	0.272842	0.0363099	0.108493	0.0039528	0.247089	0.31237	0.010921	0.114978	0.246428	0.112169	0.0954417	0.0538205	0.110739	0.0326977	0.272416	0.0725585	0.0978618	0.0501222	0.0717279	0.0193077	0.500755	0.0303964	0.0342533	0.362704	0.0525832	0.00313511	0.0809316	0.540437	3.3755	0.357483	0.368522	0.0518308	0.222164	9.10318
6270	-13215.4	-13153.8	-61.6075	0.2673274	0.402316	0.279418	0.30807	0.22517	0.248605	0.196727	0.355451	0.195331	0.238778	0.427953	0.147091	0.199785	0.323313	0.35979	0.299862	0.491635	0.370982	0.260391	0.343686	0.137141	0.283942	0.239687	0.695536	0.0998268	0.25266	0.112119	0.128505	0.0187541	0.14858	0.31237	0.0531309	0.0308484	0.383648	0.0769036	0.0974182	0.0539932	0.0969984	0.0569227	0.197256	0.0585845	0.0703713	0.111801	0.0741684	0.0178664	0.521529	0.0335701	0.0335316	0.33563	0.0578728	0.00301951	0.0794583	0.536631	3.38089	0.356762	0.370474	0.0508156	0.221949	9.465519
6280	-13214.9	-13159.3	-55.5548	0.2935437	0.489418	0.234911	0.216177	0.223974	0.253531	0.210933	0.343558	0.191354	0.167208	0.411943	0.161643	0.192011	0.268376	0.272034	0.344942	0.417502	0.297133	0.241244	0.317516	0.113224	0.22545	0.160245	0.633794	0.086772	0.201172	0.0633308	0.0878569	0.0191303	0.294	0.229918	0.0279354	0.0319804	0.335153	0.09138	0.0920748	0.0704731	0.0914279	0.0770974	0.340266	0.0411961	0.0984031	0.131951	0.0606075	0.0226326	0.414424	0.0400464	0.0258065	0.432599	0.0644909	0.00478623	0.0994828	0.584799	3.31093	0.349442	0.375794	0.0593861	0.215378	8.860246
6290	-13211	-13147.9	-63.098	0.2685075	0.419294	0.263455	0.301731	0.238776	0.326395	0.228512	0.338541	0.209625	0.195318	0.557902	0.123036	0.185053	0.284933	0.337094	0.285946	0.495607	0.37626	0.257878	0.330356	0.168856	0.208393	0.160211	0.809098	0.0967794	0.218141	0.0486525	0.200719	0.0206359	0.258927	0.194006	0.00588592	0.0870666	0.395705	0.107686	0.06097	0.0336993	0.118494	0.012872	0.349729	0.102753	0.0320532	0.0691784	0.0983445	0.0191892	0.44738	0.0317396	0.0369903	0.405906	0.0587942	0.00308875	0.0803443	0.538925	3.37764	0.350573	0.385667	0.0520261	0.211734	9.614567
6300	-13225	-13164.3	-60.7265	0.2852286	0.401316	0.276838	0.313702	0.128843	0.275384	0.189066	0.404988	0.143397	0.172726	0.458427	0.26452	0.181365	0.328346	0.357212	0.313917	0.538884	0.531689	0.311744	0.256419	0.155466	0.170733	0.177252	0.673418	0.0862637	0.295074	0.0843549	0.146695	0.0767509	0.195492	0.170699	0.0671634	0.0507803	0.260648	0.107789	0.1023	0.00440246	0.0722899	0.0515896	0.226205	0.0711001	0.0329483	0.129731	0.119494	0.0164301	0.489798	0.0322583	0.0414764	0.350044	0.0699938	0.00417375	0.0930651	0.570141	3.33262	0.34524	0.37561	0.0533145	0.225835	9.37742
6310	-13213.7	-13156.7	-56.9546	0.2605309	0.429426	0.212662	0.282187	0.157097	0.220546	0.31416	0.413722	0.191156	0.184828	0.534801	0.146945	0.156874	0.275306	0.31192	0.284028	0.509428	0.356949	0.261641	0.343119	0.106699	0.132445	0.110431	0.571634	0.0807363	0.205292	0.053651	0.135836	0.0239588	0.208162	0.344462	0.0950221	0.0761516	0.292281	0.111872	0.101666	0.107338	0.0636817	0.0741738	0.216796	0.10407	0.0259277	0.0705259	0.100618	0.0172139	0.531506	0.0309041	0.0359199	0.323997	0.060459	0.00263932	0.0743936	0.523174	3.39979	0.341517	0.373968	0.05275	0.231765	9.000224
6320	-13216.3	-13172	-44.3158	0.263124	0.343176	0.176576	0.281895	0.175959	0.20344	0.145169	0.217023	0.167983	0.206518	0.468044	0.157662	0.163814	0.257007	0.294713	0.319787	0.295614	0.307068	0.227617	0.24864	0.0806009	0.150011	0.130108	0.568728	0.0807363	0.169626	0.112241	0.129573	0.00419068	0.222818	0.290557	0.0072309	0.123502	0.221844	0.104821	0.146657	0.0581326	0.0352687	0.0476772	0.219062	0.0425514	0.0500078	0.0146838	0.0680124	0.0188464	0.483572	0.0379782	0.0354605	0.351261	0.0728815	0.00278066	0.0763182	0.528357	3.39254	0.353633	0.357591	0.0545766	0.2342	7.736345
6330	-13210	-13161.4	-48.6407	0.2893653	0.364303	0.244577	0.178453	0.153935	0.24385	0.219806	0.311532	0.151802	0.174431	0.470922	0.111419	0.218594	0.247742	0.264296	0.251177	0.456831	0.295632	0.247445	0.304254	0.0951935	0.182969	0.117359	0.592846	0.0807363	0.255981	0.0187228	0.14974	0.0247519	0.212174	0.290557	0.0675671	0.109561	0.25742	0.0914284	0.102754	0.0126749	0.0747844	0.0518496	0.228407	0.0764694	0.0588069	0.00295978	0.102118	0.023115	0.48858	0.0380959	0.0386937	0.337994	0.073522	0.00447237	0.0962518	0.577503	3.32177	0.344541	0.384565	0.049327	0.221567	8.168833
6340	-13206.5	-13158.7	-47.7752	0.2754884	0.460663	0.136423	0.216203	0.120899	0.223507	0.219806	0.349853	0.204523	0.162553	0.46307	0.184658	0.168401	0.258743	0.27769	0.253107	0.460848	0.304442	0.243871	0.264962	0.113703	0.160006	0.148011	0.631788	0.049432	0.222048	0.0092076	0.132203	0.0226805	0.178064	0.290671	0.0389536	0.128622	0.19126	0.0998229	0.114664	0.0344262	0.0881336	0.0482351	0.17817	0.0764694	0.0579096	0.0336125	0.0599724	0.0207674	0.515049	0.0452938	0.0331378	0.335916	0.0498366	0.00351803	0.0856195	0.552248	3.35861	0.337135	0.381197	0.0521014	0.229567	8.082288
6350	-13216.5	-13169.1	-47.4147	0.2855577	0.339764	0.131004	0.199062	0.161323	0.273165	0.213315	0.338793	0.185546	0.131693	0.505324	0.0814689	0.178162	0.230118	0.348619	0.226793	0.414301	0.31979	0.243871	0.260177	0.151892	0.141336	0.133235	0.575539	0.139446	0.239808	0.0790294	0.129893	0.0364392	0.18462	0.203017	0.0472116	0.106068	0.343538	0.0426657	0.0749265	0.0159914	0.0758136	0.0126198	0.269076	0.0850776	0.0812291	0.0491342	0.0463402	0.020308	0.516871	0.0444851	0.0316366	0.342177	0.0445222	0.00419707	0.0933181	0.570732	3.33175	0.342432	0.387186	0.0502088	0.220173	8.046235
6360	-13206.6	-13161.6	-45.0772	0.291896	0.359795	0.131681	0.208296	0.195986	0.195379	0.168411	0.309959	0.153818	0.221297	0.393046	0.112126	0.130471	0.265172	0.308935	0.23757	0.328813	0.335802	0.243631	0.303263	0.103533	0.202817	0.102355	0.654284	0.0817022	0.141006	0.0501566	0.103336	0.0416875	0.175192	0.315535	0.0999201	0.150259	0.174911	0.0916129	0.0898122	0.0470477	0.165843	0.00448888	0.200566	0.0957225	0.0396356	0.0359111	0.0416959	0.0213411	0.449449	0.035675	0.0414148	0.392786	0.0593346	0.004661	0.0982074	0.581939	3.31519	0.367669	0.364921	0.0522312	0.215179	7.812482
6370	-13216.3	-13161.5	-54.7461	0.3067051	0.369043	0.204956	0.307733	0.116951	0.257056	0.227665	0.475378	0.204695	0.225565	0.497688	0.124173	0.186522	0.223034	0.246629	0.251375	0.386304	0.352434	0.314605	0.303263	0.0908211	0.190554	0.124871	0.628789	0.0431159	0.250633	0.0373468	0.185646	0.0912799	0.245051	0.298662	0.0277682	0.133144	0.234872	0.112873	0.139669	0.0431425	0.104711	0.0265839	0.242799	0.0906057	0.0572579	0.00891263	0.0952017	0.0241353	0.438168	0.0406363	0.0266494	0.42927	0.0411405	0.00585497	0.10972	0.606893	3.27753	0.362574	0.369445	0.0606173	0.207364	8.779377
6380	-13228.3	-13167.9	-60.4282	0.2845238	0.369043	0.16279	0.310487	0.0990948	0.325429	0.267677	0.290775	0.126469	0.292039	0.52659	0.163847	0.16688	0.293358	0.299078	0.264674	0.439162	0.425421	0.288688	0.332884	0.163297	0.268241	0.112244	0.889873	0.0803464	0.222439	0.0992487	0.115078	0.0195908	0.174317	0.237555	0.0424944	0.215833	0.205074	0.175728	0.111715	0.0233011	0.0743959	0.0880347	0.290966	0.128401	0.0572579	0.0187578	0.0890049	0.0263565	0.393145	0.0328294	0.0430352	0.469898	0.034736	0.00412407	0.0925234	0.568873	3.33448	0.353276	0.369581	0.0606177	0.216525	9.347581
6390	-13226.3	-13154	-72.2786	0.2816213	0.41285	0.206402	0.386711	0.213317	0.346005	0.253445	0.35455	0.248417	0.169156	0.52702	0.203457	0.172061	0.311294	0.395266	0.235073	0.693477	0.452791	0.379898	0.387206	0.165739	0.275951	0.130034	0.652932	0.0505499	0.244845	0.0988222	0.151871	0.0233096	0.207814	0.44432	0.0329028	0.172006	0.283344	0.186088	0.0757872	0.0520355	0.154887	0.0980572	0.389803	0.107204	0.0707122	0.0517854	0.0634249	0.0225261	0.430832	0.0313819	0.0329927	0.44967	0.0325978	0.00392316	0.0902973	0.563607	3.34217	0.357402	0.369445	0.0546585	0.218494	10.53262
6400	-13234.1	-13157.2	-76.8776	0.2807778	0.444264	0.224913	0.348067	0.267429	0.396947	0.279629	0.378937	0.228019	0.216792	0.391692	0.2052	0.118518	0.361326	0.49885	0.364749	0.631252	0.364961	0.272124	0.412904	0.10708	0.315287	0.222976	0.803473	0.122479	0.26994	0.122336	0.178578	0.0201348	0.374698	0.328306	0.0978237	0.14939	0.372974	0.126791	0.09737	0.0552247	0.104448	0.104025	0.303411	0.0257696	0.0414924	0.109271	0.132671	0.0197022	0.479903	0.0360537	0.0308328	0.385073	0.0484352	0.00386588	0.0896518	0.562064	3.34442	0.342375	0.388951	0.0515531	0.217121	10.99252
6410	-13218.7	-13164.2	-54.5247	0.2851703	0.321125	0.152285	0.240299	0.210814	0.332902	0.215329	0.307838	0.210314	0.164557	0.502543	0.163649	0.217744	0.309706	0.310467	0.289932	0.375897	0.369728	0.219869	0.268345	0.153692	0.252072	0.17308	0.628849	0.102784	0.176482	0.046392	0.075606	0.0421794	0.262032	0.314643	0.0425419	0.0800448	0.363904	0.0639326	0.070232	0.00836603	0.104321	0.00277301	0.327073	0.0499395	0.0842032	0.0632697	0.0854823	0.0219992	0.469857	0.036595	0.0240762	0.38115	0.0663231	0.00416963	0.0930202	0.570037	3.33277	0.343136	0.390847	0.0522511	0.213766	8.757236
6420	-13220.3	-13159.8	-60.5641	0.280934	0.5074	0.185086	0.289375	0.148879	0.341516	0.238028	0.307838	0.210314	0.200852	0.368249	0.157807	0.211324	0.39092	0.405676	0.341955	0.4217	0.380324	0.244989	0.286254	0.102504	0.185872	0.151795	0.647818	0.18564	0.23348	0.0986671	0.136459	0.00315845	0.244036	0.280313	0.0640791	0.184825	0.324239	0.0955097	0.0719513	0.041076	0.108471	0.0134528	0.307181	0.0522929	0.0584563	0.049153	0.0822625	0.0183927	0.488021	0.0432249	0.0239084	0.377246	0.0492074	0.00387645	0.0897713	0.56235	3.344	0.33007	0.39258	0.0487559	0.228595	9.361175
6430	-13221.7	-13160.5	-61.1437	0.2767553	0.429636	0.158621	0.238157	0.230447	0.195787	0.224021	0.278988	0.190714	0.211427	0.421921	0.218854	0.171019	0.259802	0.409392	0.277269	0.487213	0.375653	0.358574	0.325205	0.134089	0.240811	0.0968564	0.649578	0.0674674	0.259204	0.11759	0.0906097	0.0519582	0.262885	0.280313	0.0615734	0.188494	0.318955	0.126212	0.0792026	0.041076	0.165419	0.0300239	0.41578	0.103893	0.0772405	0.049153	0.0480471	0.018109	0.491557	0.0380141	0.0197868	0.370978	0.0615556	0.00359956	0.0865827	0.554621	3.3552	0.352153	0.380668	0.0518834	0.215295	9.419131
6440	-13225	-13156.9	-68.1368	0.2663759	0.481924	0.180583	0.25437	0.198313	0.294341	0.22538	0.487798	0.170606	0.276281	0.565374	0.137702	0.168392	0.35313	0.345572	0.241233	0.534973	0.390898	0.397012	0.263571	0.127719	0.233228	0.1682	0.792465	0.112281	0.314251	0.137784	0.116723	0.0492818	0.258811	0.35184	0.0524799	0.214057	0.326839	0.0514243	0.071882	0.0108335	0.174882	0.00886735	0.268388	0.119653	0.0692044	0.0402801	0.0796221	0.0150562	0.450313	0.0405056	0.024671	0.421746	0.047708	0.00296438	0.0787454	0.534772	3.38352	0.373735	0.36533	0.0555143	0.205421	10.11845
6450	-13223.7	-13158	-65.7144	0.2868164	0.486559	0.282744	0.333138	0.181882	0.349688	0.247924	0.352189	0.20043	0.244621	0.586594	0.1553	0.158382	0.245158	0.336129	0.270708	0.499395	0.390898	0.320553	0.274038	0.111325	0.28854	0.149925	0.734103	0.0646473	0.223522	0.0951057	0.191298	0.0176271	0.255286	0.342577	0.0797401	0.130777	0.235564	0.108768	0.0527215	0.00860808	0.0877006	0.0563963	0.367772	0.144587	0.0933861	0.0158854	0.104017	0.0186118	0.394501	0.0449227	0.023867	0.464527	0.05357	0.00428695	0.0942867	0.572984	3.32844	0.346343	0.375753	0.0585143	0.219389	9.876209
6460	-13224.6	-13159.7	-64.9149	0.2766146	0.471751	0.314103	0.21619	0.257958	0.380158	0.201905	0.281709	0.241665	0.188542	0.480756	0.153726	0.175861	0.314965	0.350025	0.247536	0.400016	0.4461	0.426988	0.389089	0.141876	0.232607	0.119127	0.734103	0.0772354	0.202613	0.11461	0.165627	0.0426357	0.233933	0.296619	0.0774588	0.148566	0.332113	0.150738	0.0433322	0.0419282	0.0785608	0.0136004	0.271679	0.0986643	0.0761237	0.00776405	0.155695	0.0183741	0.399922	0.0453033	0.0286833	0.464084	0.0436326	0.00359045	0.0864756	0.554358	3.35558	0.375165	0.363867	0.0572462	0.203722	9.796253
6470	-13226.7	-13162	-64.7448	0.2688349	0.351716	0.1127	0.343067	0.249538	0.26529	0.244125	0.429183	0.231869	0.179951	0.583313	0.162248	0.171983	0.37858	0.296137	0.299523	0.491894	0.437606	0.320087	0.375303	0.193295	0.200368	0.154334	0.638816	0.054067	0.253091	0.0706188	0.198933	0.0735737	0.181235	0.311081	0.083226	0.135854	0.317627	0.143317	0.118662	0.0450272	0.023563	0.135483	0.240825	0.0463838	0.0569706	0.03104	0.147744	0.0174699	0.406221	0.0446467	0.0330854	0.432484	0.0660926	0.00310813	0.0805903	0.539559	3.37674	0.356929	0.367855	0.0619384	0.213278	9.779249
6480	-13220.3	-13156.7	-63.6028	0.2790036	0.42465	0.204104	0.272688	0.211777	0.382739	0.228571	0.429183	0.245787	0.175668	0.535081	0.222176	0.168688	0.223072	0.341427	0.312162	0.506748	0.335827	0.365609	0.372476	0.145141	0.162313	0.122341	0.607258	0.0993698	0.292287	0.0835688	0.137053	0.0798528	0.25054	0.259294	0.0525548	0.129096	0.376343	0.0898215	0.0412746	0.0489932	0.0438389	0.0684292	0.283085	0.158926	0.0899004	0.0150011	0.0703318	0.0180016	0.428863	0.0437097	0.0390812	0.443827	0.0265179	0.00374702	0.0882961	0.558798	3.34916	0.352251	0.374616	0.0605463	0.212586	9.665046
