Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
2740	-14516.3	-14536.1	19.8014	0.101186	0.10057	0.0973801	0.111627	0.127338	0.0647714	0.151872	0.0897721	0.087748	0.168872	0.0897401	0.0733356	0.105434	0.111118	0.12382	0.116849	0.120837	0.131533	0.140559	0.0555459	0.0962025	0.0879163	0.160593	0.02493	0.0187913	0.0225332	0.0354034	0.0395677	0.0243848	0.0172134	0.0283461	0.018605	0.0442368	0.0420173	0.0356952	0.0072716	0.0317568	0.0278878	0.0146214	0.028008	0.0460072	0.088895	0.0558994	0.214369	0.278355	0.060582	0.0187801	0.411143	0.0167711	0.234792	0.23791	0.159504	0.367794	3.166691
2750	-14504.8	-14526.5	21.6296	0.127139	0.0969872	0.0829759	0.100147	0.118275	0.0651167	0.130009	0.0576073	0.0916505	0.182892	0.0687726	0.08039	0.0913753	0.0942705	0.126103	0.112185	0.118139	0.094917	0.118073	0.0838651	0.067794	0.0823215	0.160593	0.0289779	0.00604337	0.0240068	0.0420092	0.0440751	0.0229739	0.028256	0.043908	0.0176225	0.0413407	0.0382198	0.0405406	0.0216687	0.0391083	0.0126641	0.0183482	0.0195673	0.0266081	0.0904961	0.0258363	0.221581	0.264358	0.0619013	0.0219131	0.410387	0.0198599	0.256256	0.226981	0.161054	0.355708	2.983868
2760	-14497.2	-14518.9	21.6575	0.148766	0.119939	0.101613	0.0855232	0.103402	0.0758157	0.12793	0.0796064	0.084776	0.184494	0.082371	0.0702473	0.0892436	0.0961024	0.10074	0.116418	0.112884	0.0983018	0.122219	0.0528685	0.0768962	0.0819087	0.15556	0.0172844	0.011152	0.0155889	0.026261	0.0411964	0.0132461	0.02171	0.043223	0.0228558	0.0401609	0.0382802	0.0361064	0.0174196	0.0198156	0.0126007	0.0177804	0.0339117	0.0390547	0.0932332	0.0525713	0.221934	0.263871	0.0568536	0.0287284	0.417301	0.0113121	0.234835	0.22439	0.176208	0.364566	2.98108
2770	-14502.4	-14522.7	20.2711	0.148766	0.0959865	0.141917	0.0855232	0.126219	0.0754255	0.101018	0.0802224	0.089938	0.175078	0.0814547	0.0662533	0.109815	0.0972025	0.101862	0.137218	0.113062	0.10347	0.115641	0.0801444	0.0830171	0.0849274	0.193704	0.012726	0.0108684	0.0199864	0.0285447	0.0345771	0.0280677	0.0281169	0.0366154	0.0184429	0.0468883	0.0378556	0.0428134	0.0131094	0.0256319	0.0200613	0.0154881	0.0339117	0.0300512	0.103026	0.0450765	0.219582	0.264471	0.0597152	0.0264866	0.41817	0.0115749	0.235104	0.230404	0.169835	0.364657	3.119725
2780	-14506.6	-14528.2	21.5728	0.110734	0.102226	0.0907737	0.104127	0.0964415	0.0908067	0.104083	0.0838643	0.0895384	0.149555	0.0790988	0.0673812	0.0960242	0.0989839	0.103228	0.104197	0.103767	0.0926978	0.116188	0.11079	0.10657	0.0919312	0.15887	0.013306	0.0230056	0.0193465	0.0267563	0.0374127	0.0151181	0.0220235	0.033793	0.0144131	0.0465459	0.0424807	0.0369229	0.0280104	0.0329362	0.0137265	0.0230266	0.0375904	0.0367401	0.100925	0.0335994	0.213971	0.280254	0.0636834	0.0270513	0.405	0.0100401	0.247661	0.218058	0.154819	0.379463	2.989555
2790	-14504.3	-14525.9	21.5375	0.134957	0.106306	0.090095	0.105438	0.0886865	0.0642034	0.105349	0.0625708	0.0963679	0.168531	0.0737961	0.0595476	0.0984104	0.0849543	0.116245	0.140532	0.129871	0.0907297	0.128581	0.0879598	0.0672798	0.0841075	0.159333	0.0352473	0.0178127	0.0178934	0.0378513	0.0423334	0.0120297	0.0264169	0.0362551	0.0149294	0.0380338	0.0414412	0.0462549	0.0195557	0.0181909	0.0139532	0.0339236	0.0321862	0.0426255	0.08515	0.0371513	0.225651	0.280423	0.053871	0.0306941	0.394565	0.0147952	0.238935	0.228871	0.151527	0.380668	2.993087
2800	-14504	-14525.7	21.6882	0.125556	0.0812961	0.104212	0.109242	0.0848588	0.0702031	0.107997	0.0778516	0.0891753	0.163816	0.0743641	0.0666551	0.0884968	0.0854968	0.116245	0.152697	0.120127	0.0963229	0.120695	0.0786558	0.0840743	0.077415	0.162376	0.0196571	0.0105543	0.022165	0.0266152	0.0451303	0.018512	0.0283418	0.0470483	0.00540345	0.0437169	0.0351447	0.0394774	0.0357655	0.0322813	0.0127138	0.0179356	0.0321862	0.0219787	0.0945714	0.0509805	0.216382	0.288333	0.0479867	0.0276196	0.405695	0.0139837	0.251973	0.215173	0.145606	0.387247	2.978008
2810	-14509.5	-14530.8	21.28	0.138271	0.0851823	0.0929525	0.0873773	0.110561	0.0630167	0.109246	0.0954678	0.0967452	0.14834	0.0723986	0.115574	0.0903611	0.10088	0.104805	0.139668	0.108328	0.09874	0.11737	0.0639826	0.0728585	0.0852724	0.16127	0.028191	0.019256	0.0207533	0.0376314	0.0396029	0.0318673	0.0271485	0.0460925	0.0217982	0.0335256	0.0356882	0.0238148	0.0281575	0.0392124	0.0099082	0.0112558	0.0557192	0.0355671	0.0814627	0.0335176	0.223944	0.26922	0.0556738	0.0190724	0.415585	0.0165062	0.244483	0.231383	0.157685	0.366449	3.018838
2820	-14494.4	-14515.6	21.1697	0.12621	0.104967	0.0975814	0.0957901	0.117274	0.0753579	0.114553	0.0709539	0.0927073	0.181279	0.0661177	0.0619268	0.0789384	0.106137	0.104805	0.110144	0.141065	0.115985	0.112209	0.0754193	0.0788667	0.0861915	0.180794	0.0219886	0.0109469	0.0141043	0.0244998	0.0457419	0.0247855	0.0246472	0.0452114	0.0235257	0.0443235	0.0381117	0.0456737	0.0204649	0.0293102	0.0233481	0.025745	0.0331371	0.0267402	0.0770169	0.0352647	0.219106	0.276805	0.0642003	0.0221186	0.401904	0.0158667	0.243836	0.22717	0.156202	0.372792	3.029861
2830	-14502.8	-14523.9	21.0949	0.126098	0.0987572	0.128148	0.11639	0.0947316	0.0640307	0.117204	0.0630945	0.102792	0.163882	0.0690971	0.0797803	0.106205	0.104963	0.102	0.124073	0.133421	0.103909	0.128999	0.0726826	0.0922974	0.0893392	0.164646	0.0234101	0.0200704	0.0298155	0.0271915	0.0336192	0.0207905	0.0281072	0.0253032	0.0118354	0.0475527	0.0421053	0.0391712	0.0259114	0.0190316	0.00752803	0.0145081	0.0270973	0.0302007	0.0770169	0.0405409	0.222452	0.258144	0.0507475	0.0315625	0.424135	0.0129596	0.23502	0.223058	0.172802	0.369121	3.037347
2840	-14501.8	-14523	21.1906	0.147611	0.102984	0.0907979	0.0789426	0.117581	0.0676246	0.124786	0.062007	0.0891337	0.167737	0.0690712	0.0719918	0.087624	0.0936989	0.113317	0.120919	0.128522	0.103909	0.123594	0.0701555	0.0792465	0.102597	0.169654	0.0234101	0.0184921	0.0179133	0.0300884	0.0429785	0.0256809	0.0311519	0.0391005	0.0191827	0.0331278	0.0343385	0.0474649	0.0163772	0.0255751	0.0087644	0.010929	0.029988	0.0590141	0.0745742	0.0561164	0.21609	0.279136	0.0544298	0.0290531	0.411136	0.0101545	0.249566	0.227052	0.153597	0.369784	3.027775
2850	-14518.4	-14540	21.5244	0.120218	0.11136	0.0887737	0.113594	0.0968521	0.0715583	0.0953611	0.054629	0.0919994	0.18595	0.0905021	0.100291	0.0901343	0.122284	0.124055	0.111667	0.13064	0.0899351	0.107205	0.0717933	0.0948917	0.0729418	0.138066	0.0234101	0.00945213	0.0310535	0.022529	0.0313166	0.0266171	0.0143695	0.0274294	0.0148678	0.0532391	0.0408312	0.0297334	0.0315622	0.0255751	0.0150732	0.0167933	0.0253302	0.0576481	0.0719103	0.0509482	0.212078	0.299712	0.0545472	0.0258636	0.399366	0.00843294	0.23524	0.229581	0.146996	0.388183	2.994392
2860	-14502.2	-14523.3	21.0971	0.131618	0.0909918	0.10684	0.111413	0.100504	0.0814403	0.112388	0.0696297	0.0888822	0.185512	0.0756691	0.0743379	0.112325	0.101251	0.103771	0.142863	0.127018	0.0907209	0.120397	0.0949973	0.0692956	0.0730098	0.141448	0.0221811	0.0165833	0.00991204	0.0281581	0.0387302	0.0229738	0.0153736	0.058037	0.023575	0.0443607	0.0544447	0.0403934	0.0326226	0.0178587	0.0151045	0.0159634	0.0376516	0.0364844	0.0640582	0.0363396	0.210912	0.301245	0.0611276	0.0272809	0.390191	0.00924374	0.248355	0.236308	0.150821	0.364517	3.037127
2870	-14509.5	-14529.9	20.3287	0.137198	0.114945	0.102959	0.101186	0.103837	0.0804652	0.12892	0.07497	0.0839591	0.178603	0.0756691	0.0574113	0.116353	0.110672	0.118808	0.12532	0.103241	0.130722	0.101564	0.0761315	0.103508	0.122347	0.141702	0.0294259	0.0178869	0.0189676	0.0319373	0.0394009	0.0234119	0.0358387	0.0341707	0.0242412	0.0432447	0.0318509	0.036696	0.0211181	0.0275744	0.0211817	0.0182832	0.0282289	0.0216868	0.0827912	0.0355331	0.222682	0.277036	0.0609168	0.0256761	0.402111	0.0115779	0.236834	0.235719	0.169298	0.35815	3.113959
2880	-14512.8	-14533.3	20.4724	0.132902	0.0834276	0.0760633	0.113145	0.104836	0.0677775	0.129132	0.0739175	0.106656	0.191581	0.0872731	0.0741396	0.126364	0.0962491	0.105162	0.146185	0.113909	0.0926377	0.149138	0.0740403	0.0934148	0.0856009	0.168014	0.0162553	0.00859441	0.0150487	0.0273222	0.0460589	0.0259725	0.0296449	0.0441642	0.0106663	0.0401356	0.0338674	0.0357802	0.023789	0.040988	0.0264797	0.00766271	0.034681	0.0250062	0.0734952	0.0424112	0.191996	0.293266	0.064476	0.0315862	0.410179	0.00849765	0.241582	0.234342	0.148763	0.375313	3.09959
2890	-14509.6	-14529.7	20.107	0.157424	0.10332	0.126182	0.0787663	0.0904177	0.0740074	0.122131	0.0789964	0.0933344	0.156267	0.0781754	0.0663208	0.0771049	0.101135	0.103728	0.13527	0.12313	0.137513	0.108687	0.0890821	0.0774063	0.105416	0.170873	0.0286568	0.014519	0.0162202	0.0362578	0.0481445	0.0160772	0.0378955	0.0441642	0.0230448	0.0513306	0.0497073	0.0379442	0.0291312	0.019106	0.00359314	0.0235242	0.0422606	0.0437604	0.0812628	0.0348413	0.210534	0.30312	0.0615846	0.0329586	0.380637	0.011166	0.23829	0.241027	0.144092	0.376591	3.136129
2900	-14505.8	-14527.5	21.6929	0.134708	0.0874519	0.100657	0.103481	0.113688	0.0493501	0.112015	0.0848004	0.0806326	0.166439	0.0879698	0.0874239	0.0971576	0.103243	0.114019	0.127414	0.11056	0.0886084	0.13015	0.0808454	0.0633884	0.0925674	0.164328	0.021608	0.00778477	0.0363865	0.0168419	0.0384429	0.0147041	0.0242681	0.0418724	0.0293745	0.0373291	0.043793	0.0331536	0.0203698	0.0205316	0.00939262	0.0181115	0.0414108	0.0396442	0.0618288	0.0397977	0.219504	0.289531	0.0542297	0.0307751	0.394316	0.0116437	0.236529	0.22954	0.143027	0.390904	2.977545
2910	-14496.2	-14517.5	21.2579	0.114709	0.0926939	0.113138	0.0959958	0.10467	0.0720165	0.116367	0.0778242	0.0805661	0.154418	0.0760535	0.0816224	0.0971576	0.1005	0.105492	0.132241	0.131968	0.0913173	0.138067	0.0802598	0.101203	0.0801922	0.169274	0.0212777	0.0110028	0.0180976	0.0486834	0.0371613	0.0215665	0.0159836	0.0310805	0.0119003	0.0446907	0.0378307	0.0417091	0.022329	0.024205	0.0201556	0.00980077	0.0313957	0.0450848	0.0847789	0.0345647	0.207575	0.291151	0.0568589	0.0338837	0.395385	0.015147	0.242448	0.235429	0.147938	0.374186	3.021045
2920	-14505.3	-14525.6	20.2839	0.121691	0.120671	0.0981589	0.0948175	0.110532	0.067977	0.115897	0.0692406	0.088867	0.174594	0.0790482	0.0847866	0.0815842	0.0912867	0.106328	0.133739	0.122488	0.0901519	0.131291	0.0846884	0.101352	0.0761832	0.18149	0.0275411	0.0131046	0.0337491	0.0277173	0.0325213	0.015925	0.0442041	0.0498429	0.0101833	0.0504612	0.0636833	0.0351738	0.0187526	0.035485	0.0181112	0.0216447	0.0326308	0.0473993	0.0823266	0.031122	0.202306	0.312222	0.0580119	0.0314663	0.385153	0.010841	0.242938	0.240326	0.139933	0.376803	3.118442
2930	-14513.9	-14534	20.096	0.142009	0.102958	0.112966	0.109431	0.0734652	0.0873613	0.139867	0.0752292	0.0821313	0.17178	0.0778528	0.0922141	0.105079	0.107691	0.102571	0.131351	0.117928	0.103334	0.104187	0.0807164	0.0978363	0.084243	0.146656	0.0147362	0.00952074	0.0173629	0.0436564	0.0345223	0.0119055	0.0306698	0.0447871	0.0379594	0.0593266	0.0504949	0.030167	0.0224014	0.0219113	0.0230248	0.0261157	0.0636731	0.0324089	0.0708359	0.0428933	0.221984	0.284437	0.0528126	0.0243708	0.401906	0.014489	0.237232	0.235612	0.13877	0.388387	3.137231
2940	-14504.4	-14526.6	22.2046	0.107735	0.100488	0.0887349	0.101927	0.104229	0.0679659	0.11571	0.0844566	0.0886655	0.130635	0.0673425	0.0805474	0.116002	0.107691	0.0878622	0.14001	0.10633	0.0993989	0.125787	0.0902995	0.0809636	0.0790972	0.142804	0.0275586	0.0159443	0.023097	0.0269252	0.0347366	0.0141289	0.0282068	0.0440304	0.0175077	0.0347891	0.0533512	0.0363217	0.0223054	0.0229793	0.0132978	0.0239836	0.0360104	0.0274444	0.0858463	0.0232219	0.21997	0.283676	0.0599339	0.0283359	0.394386	0.0136985	0.242893	0.21573	0.154578	0.386799	2.926368
2950	-14500	-14520.4	20.3419	0.105797	0.0979212	0.0982549	0.0932221	0.101017	0.0811926	0.116629	0.074892	0.0829884	0.199991	0.0644265	0.0873167	0.0812969	0.091418	0.106305	0.132003	0.145623	0.109089	0.126338	0.086486	0.0864099	0.0839876	0.177402	0.025477	0.0134277	0.0170729	0.0333806	0.0407979	0.0420875	0.0319499	0.038122	0.0303323	0.0480336	0.0472891	0.0448482	0.023558	0.0238735	0.0209984	0.0220474	0.024682	0.0343253	0.0861667	0.0341635	0.204956	0.306146	0.0550988	0.0270589	0.392965	0.0137752	0.253893	0.235626	0.139183	0.371297	3.112639
2960	-14496.6	-14518.3	21.6558	0.135823	0.0842698	0.112822	0.0822955	0.0958042	0.0742087	0.123932	0.0661318	0.0776745	0.166782	0.0734118	0.078867	0.08805	0.0892619	0.110819	0.139855	0.115596	0.102607	0.1212	0.0738385	0.103605	0.0710895	0.166555	0.0252171	0.0108023	0.0244045	0.0321763	0.030991	0.0275002	0.0250911	0.0388355	0.0188125	0.0457389	0.0392662	0.0412175	0.0180645	0.0295194	0.0163014	0.0130398	0.0404815	0.0360948	0.0859819	0.0272215	0.203933	0.28716	0.0570401	0.0421912	0.39492	0.0147555	0.253122	0.221991	0.147049	0.377838	2.981256
2970	-14514.1	-14535.3	21.2111	0.0956746	0.0874802	0.0961789	0.106475	0.105693	0.0742087	0.117829	0.0711095	0.107489	0.165926	0.0654198	0.0706614	0.107598	0.11307	0.101097	0.11563	0.128738	0.101558	0.109304	0.0735808	0.089096	0.0802115	0.175058	0.0210576	0.0156094	0.0308664	0.0460977	0.0284609	0.0268065	0.0265465	0.0466527	0.00884441	0.0304763	0.0422242	0.0360213	0.0397441	0.023517	0.0122277	0.0332506	0.0413561	0.0446647	0.0849874	0.0272215	0.192371	0.274402	0.0677332	0.0324395	0.421216	0.0118374	0.244346	0.23185	0.165081	0.358723	3.02572
2980	-14499.5	-14520.5	21.0183	0.122459	0.110559	0.107547	0.094791	0.0929258	0.0808654	0.128956	0.0763847	0.0685964	0.172196	0.0911472	0.0748071	0.0955827	0.100238	0.112087	0.143906	0.112005	0.109075	0.110739	0.0763015	0.07945	0.0706252	0.198772	0.0195181	0.0156094	0.0234346	0.0228846	0.0318782	0.0229214	0.0205993	0.0417049	0.0182161	0.0461557	0.0485733	0.0313046	0.0204393	0.0225012	0.0143837	0.0218404	0.0431493	0.0326565	0.090903	0.026317	0.217052	0.272331	0.0622702	0.0251544	0.408648	0.0145446	0.246912	0.243248	0.149957	0.359883	3.045004
2990	-14508.9	-14528	19.1525	0.120573	0.116299	0.0969072	0.0934342	0.117224	0.0664837	0.132772	0.0569316	0.0974184	0.169307	0.0745394	0.0899075	0.107809	0.1079	0.102139	0.144053	0.14471	0.129611	0.137895	0.0815704	0.0829564	0.0901976	0.165357	0.0313409	0.0181755	0.0226389	0.0368316	0.0450968	0.03813	0.0314923	0.047112	0.0288355	0.0397697	0.0474731	0.0356668	0.0129883	0.0175933	0.011695	0.0240778	0.0393418	0.0454113	0.0831119	0.0488087	0.213531	0.279912	0.0538956	0.0323015	0.404333	0.0160266	0.243458	0.241262	0.154469	0.36081	3.231586
3000	-14500.8	-14522.1	21.2796	0.126466	0.0953118	0.0948129	0.113651	0.106764	0.0714769	0.125484	0.0733241	0.097603	0.164083	0.0762306	0.0849068	0.083844	0.0950198	0.110834	0.124272	0.129831	0.11105	0.110074	0.063424	0.0916117	0.0836228	0.154644	0.0404801	0.0181755	0.020997	0.0259668	0.0340555	0.0174624	0.0282402	0.0526825	0.0180277	0.0299263	0.0403747	0.0326949	0.0173873	0.0258085	0.0142589	0.0191119	0.0451214	0.0341543	0.0904314	0.0251724	0.210328	0.264994	0.0647556	0.0236478	0.419692	0.0165829	0.231841	0.232609	0.171342	0.364209	3.01887
3010	-14508.1	-14529.2	21.0577	0.12358	0.0880988	0.110899	0.0866602	0.0970757	0.0819967	0.108489	0.0682009	0.100958	0.159636	0.0770347	0.0788705	0.0966913	0.0870777	0.120312	0.122834	0.130033	0.105103	0.118399	0.0831767	0.065261	0.0790615	0.173936	0.0305601	0.0136949	0.0253569	0.0191375	0.0451186	0.0176835	0.0350838	0.0673616	0.0153277	0.0669379	0.0518198	0.0281245	0.017625	0.0242002	0.0120047	0.0272014	0.0378741	0.0380487	0.0767869	0.0277332	0.21866	0.282915	0.0564704	0.0375872	0.394541	0.00982549	0.237831	0.229435	0.152735	0.379998	3.041064
3020	-14501.5	-14522.6	21.1646	0.126471	0.091863	0.0976327	0.105016	0.0944848	0.0637566	0.110565	0.069808	0.0845809	0.15885	0.0836149	0.0788705	0.0891042	0.0813471	0.124141	0.122184	0.140229	0.103193	0.125316	0.0858193	0.0913546	0.0882669	0.157385	0.0188011	0.0182533	0.0163097	0.0163576	0.0355754	0.0193749	0.0227843	0.0498015	0.0386712	0.0459381	0.0389981	0.0384158	0.0176171	0.0261363	0.024404	0.014894	0.033176	0.0368226	0.0951859	0.0490007	0.229773	0.278325	0.0553319	0.0369573	0.387047	0.0125658	0.242286	0.220376	0.148253	0.389084	3.030371
3030	-14503.7	-14524.9	21.2249	0.130877	0.113755	0.0833942	0.0852362	0.116287	0.0831292	0.112062	0.0706776	0.0916799	0.171331	0.0800112	0.0709867	0.0957089	0.0955506	0.128894	0.135869	0.108398	0.115138	0.111553	0.078204	0.0729142	0.0732312	0.163586	0.0125474	0.00962845	0.0208035	0.0192858	0.0362371	0.0305057	0.0212133	0.0364067	0.0157035	0.0357541	0.0433615	0.0507385	0.0221264	0.0261363	0.0198269	0.0226779	0.0272594	0.0360909	0.0941438	0.0554213	0.207634	0.258974	0.0596355	0.0291714	0.431437	0.0131477	0.249034	0.222684	0.165085	0.363197	3.024341
3040	-14513.8	-14534.3	20.4232	0.123543	0.102578	0.080371	0.0990251	0.123952	0.0793243	0.120412	0.0824331	0.0698959	0.194899	0.0871277	0.0617016	0.0957089	0.102342	0.101998	0.105539	0.126844	0.117631	0.144913	0.0947205	0.0634274	0.0864933	0.172131	0.0152473	0.00285403	0.0208035	0.0409522	0.0622658	0.0218043	0.0195171	0.0511949	0.0254997	0.050031	0.0464747	0.0328103	0.0194481	0.0290852	0.0169915	0.0083397	0.0377585	0.034875	0.0960546	0.0354972	0.218039	0.268166	0.0474786	0.0385641	0.416626	0.0111262	0.250097	0.226062	0.161401	0.362441	3.104515
3050	-14504	-14525.2	21.1702	0.127572	0.111328	0.104146	0.100842	0.107416	0.0737521	0.120412	0.094492	0.0943378	0.148309	0.068045	0.0854405	0.0888129	0.0951903	0.113491	0.105539	0.127321	0.118819	0.107017	0.0757662	0.0908413	0.0865819	0.138641	0.0138954	0.0152509	0.00798735	0.0397111	0.0351272	0.0291236	0.0282904	0.0413689	0.0118449	0.0379107	0.0464747	0.0434103	0.0315968	0.0442442	0.0141647	0.016551	0.0360476	0.0280611	0.0799531	0.0446854	0.208481	0.29178	0.048535	0.0324805	0.40486	0.0138628	0.244932	0.220721	0.154327	0.38002	3.029812
3060	-14501	-14520.4	19.4609	0.125744	0.0873729	0.108623	0.0993775	0.0984831	0.0784032	0.126518	0.0713557	0.100935	0.211546	0.0867546	0.0731673	0.110264	0.109247	0.119582	0.140733	0.127321	0.118747	0.114233	0.0757662	0.0824973	0.085755	0.174265	0.0187464	0.0053381	0.0272209	0.0383407	0.0351272	0.023387	0.0268422	0.0366405	0.0169564	0.0548717	0.0328413	0.0419435	0.0252658	0.0267745	0.0210062	0.0248352	0.0396687	0.0406379	0.0854101	0.0522013	0.208502	0.285873	0.0596062	0.0361808	0.394577	0.0152611	0.240713	0.23848	0.14697	0.373836	3.200746
3070	-14510.5	-14531.4	20.8813	0.143316	0.0611848	0.0941384	0.0746406	0.107514	0.0747085	0.128898	0.0769089	0.0861177	0.15591	0.0746682	0.0695301	0.0956603	0.112134	0.116207	0.140733	0.121164	0.11293	0.145583	0.0745786	0.0720692	0.0884981	0.160398	0.017506	0.00728062	0.0134342	0.0321883	0.0423648	0.0130768	0.0316112	0.0522566	0.0274294	0.0462136	0.0346264	0.0329608	0.0232085	0.0444658	0.0297987	0.0173445	0.0430375	0.0230844	0.0881936	0.0511268	0.214309	0.266645	0.0612664	0.0268106	0.419715	0.0112533	0.2436	0.226245	0.153683	0.376472	3.058699
3080	-14501	-14523.3	22.3216	0.103345	0.0933033	0.112272	0.0823496	0.126524	0.0599923	0.107262	0.0698573	0.0842608	0.170632	0.064525	0.0644502	0.0956603	0.0851798	0.117179	0.133536	0.1131	0.0992937	0.112228	0.0756413	0.071738	0.0818042	0.169234	0.0224543	0.00657157	0.0169004	0.0278757	0.0388906	0.02184	0.0264116	0.0333586	0.0187069	0.0350121	0.0319894	0.0330294	0.0198421	0.0247988	0.0185446	0.0195949	0.0558517	0.0336685	0.0934893	0.0424741	0.21417	0.256084	0.0660597	0.0327199	0.41498	0.0159859	0.238076	0.228751	0.168547	0.364627	2.914671
3090	-14507.2	-14527.7	20.484	0.11637	0.0798545	0.0858217	0.10694	0.106894	0.0837313	0.138248	0.0711282	0.0942337	0.159937	0.0648959	0.0864249	0.0986313	0.0967098	0.123967	0.126393	0.114507	0.121778	0.102193	0.089666	0.0872317	0.0830488	0.184222	0.0183288	0.00786385	0.0260535	0.0452562	0.0388906	0.0321522	0.023285	0.0525738	0.0185992	0.0386472	0.0367949	0.0234099	0.0364542	0.0313059	0.0222809	0.0135973	0.0392577	0.0379005	0.0934893	0.0394697	0.196327	0.272579	0.0603739	0.0248351	0.436843	0.00904159	0.248703	0.226951	0.169273	0.355073	3.098437
3100	-14498.1	-14519.4	21.2545	0.11768	0.0960811	0.103456	0.0917054	0.0994391	0.0786839	0.107717	0.0858665	0.0717644	0.151747	0.0685473	0.0890167	0.0885378	0.0992032	0.11222	0.120706	0.136856	0.100924	0.131972	0.0731638	0.0892452	0.0764664	0.167735	0.0326764	0.010245	0.0266285	0.0250875	0.0300866	0.0177501	0.0201922	0.0513997	0.027937	0.0580677	0.035988	0.0281638	0.0145602	0.0183942	0.0166547	0.0184361	0.0469598	0.0485995	0.0833809	0.0514442	0.223929	0.277827	0.0557519	0.0276858	0.401929	0.0128777	0.243196	0.228831	0.151587	0.376386	3.021387
3110	-14505.6	-14525.6	19.9455	0.136856	0.108561	0.10033	0.0977342	0.120766	0.0815331	0.121593	0.0734159	0.103291	0.182107	0.0830086	0.0715389	0.098694	0.0873804	0.111932	0.153455	0.126715	0.114146	0.123022	0.0788157	0.0720334	0.0923355	0.180356	0.0231171	0.0107469	0.0287325	0.0266771	0.0336176	0.0331925	0.0318513	0.0461727	0.0215937	0.0530272	0.037767	0.0367608	0.0165935	0.0356459	0.0166547	0.0123369	0.0405156	0.0200101	0.0646284	0.0430219	0.226121	0.262577	0.0629712	0.0278799	0.409908	0.0105427	0.225067	0.249065	0.159394	0.366474	3.152283
3120	-14508.8	-14530.4	21.6242	0.147927	0.0858327	0.0949457	0.0723416	0.110314	0.0608714	0.110031	0.0706976	0.0988746	0.175586	0.0691566	0.0628342	0.0797092	0.104946	0.0979285	0.109315	0.119798	0.10212	0.117711	0.0882456	0.0709295	0.0994613	0.147309	0.0473869	0.0109525	0.0344703	0.0387985	0.0563429	0.021644	0.0321556	0.0482348	0.0204312	0.0398388	0.042551	0.0350096	0.0269564	0.0297886	0.0118134	0.0201581	0.0273573	0.0289178	0.0912054	0.023513	0.215956	0.262763	0.0614598	0.0342636	0.412948	0.012609	0.244056	0.230086	0.167235	0.358623	2.984412
3130	-14500.4	-14521.6	21.1409	0.119502	0.110502	0.106147	0.0772477	0.115143	0.0734879	0.119438	0.0776273	0.0908157	0.178631	0.0864184	0.070107	0.0908542	0.10295	0.121143	0.120693	0.120491	0.107207	0.115117	0.0609788	0.0703368	0.0857965	0.15612	0.0359021	0.0125309	0.0340351	0.0344119	0.0285048	0.0203043	0.024638	0.0448392	0.0342671	0.0376279	0.0296198	0.0272853	0.0245381	0.0333835	0.0174114	0.0241408	0.0384407	0.0257101	0.078918	0.0494778	0.222953	0.281661	0.0602596	0.0277472	0.397449	0.00993107	0.244975	0.234586	0.155283	0.365156	3.03274
3140	-14501.6	-14521.9	20.3349	0.122685	0.0954273	0.121107	0.0838223	0.118756	0.0899447	0.11648	0.0875575	0.0874961	0.16951	0.0810301	0.0786066	0.111271	0.102796	0.098775	0.117514	0.132768	0.107346	0.115517	0.0706622	0.096456	0.0848385	0.158166	0.0224028	0.0133918	0.0189256	0.0256848	0.0431615	0.0223068	0.0181534	0.0482995	0.0134239	0.0513712	0.059617	0.0340926	0.00911887	0.0203221	0.0323675	0.0206999	0.0325795	0.0300884	0.103445	0.0453574	0.215239	0.284214	0.0496159	0.0323546	0.401051	0.0175255	0.243898	0.234992	0.145742	0.375368	3.113343
3150	-14512.6	-14532.9	20.3267	0.144777	0.105604	0.127731	0.10185	0.109257	0.0602027	0.119166	0.0637749	0.0986635	0.189016	0.0701641	0.0739987	0.11008	0.0919277	0.110916	0.123163	0.132788	0.0997462	0.120783	0.0592914	0.0679677	0.099579	0.166789	0.0175267	0.0348418	0.00467362	0.0266088	0.0408876	0.0256531	0.0268547	0.0370327	0.0245561	0.0513087	0.0361494	0.0393759	0.0265751	0.0452578	0.0191222	0.0213442	0.0439147	0.0332507	0.0717708	0.0402215	0.20595	0.299199	0.0534252	0.0273418	0.393762	0.020322	0.245489	0.220946	0.150437	0.383128	3.114161
