Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
5270	-14501.5	-14523	21.5024	0.130616	0.10233	0.0836213	0.0895187	0.0968156	0.0872427	0.103807	0.0676436	0.0977536	0.170007	0.0870875	0.0807046	0.107981	0.0967226	0.0967923	0.149125	0.117223	0.10699	0.109279	0.0883327	0.0772927	0.0894066	0.162319	0.0310105	0.0155679	0.00778713	0.0370124	0.0309366	0.0254784	0.0239639	0.0488221	0.0137945	0.0376189	0.0377232	0.0377687	0.0209	0.0287033	0.0131734	0.0107938	0.0427069	0.0294222	0.0736552	0.0311374	0.227776	0.260833	0.0508248	0.0407779	0.403822	0.0159668	0.24176	0.224372	0.144875	0.388993	2.99659
5280	-14504	-14525.3	21.2473	0.12671	0.107707	0.0952355	0.105781	0.0957533	0.0580574	0.129883	0.0665446	0.0761171	0.178724	0.0644577	0.0632071	0.0884398	0.110678	0.111488	0.122564	0.14526	0.0960896	0.113321	0.0662223	0.0850841	0.0920246	0.180689	0.0206514	0.00925124	0.0168847	0.0238271	0.0471034	0.0210149	0.0270127	0.0372143	0.0186867	0.0556246	0.04506	0.0351293	0.0246755	0.0349826	0.00634966	0.0140742	0.0527378	0.0245736	0.0775213	0.0496889	0.211889	0.275367	0.0615554	0.0414285	0.400422	0.0093377	0.239555	0.224638	0.154316	0.381492	3.022103
5290	-14509	-14529.1	20.1232	0.133735	0.108609	0.11836	0.0895938	0.115478	0.0799744	0.121646	0.0770966	0.0854727	0.187089	0.0802253	0.0606248	0.0951937	0.0996585	0.128812	0.147996	0.128357	0.106922	0.12023	0.0823148	0.0755391	0.0920246	0.173258	0.0166488	0.0196387	0.0115834	0.0206041	0.0327163	0.0281515	0.0353967	0.0315722	0.0209906	0.0350971	0.0467613	0.0269035	0.0244541	0.0385164	0.00894389	0.0271944	0.0267929	0.0370223	0.0892693	0.0480432	0.209924	0.269338	0.0783302	0.0368619	0.397276	0.00827007	0.229718	0.23715	0.159039	0.374093	3.13451
5300	-14501	-14521.6	20.5329	0.120347	0.111224	0.10813	0.114663	0.101598	0.0742604	0.108344	0.0756106	0.0828415	0.166048	0.0879798	0.0781506	0.111203	0.0934847	0.0984786	0.122322	0.140702	0.120339	0.110032	0.0737043	0.0966432	0.0767525	0.16675	0.0161064	0.021049	0.0219348	0.033142	0.029534	0.026837	0.0295988	0.0436298	0.0248202	0.0520652	0.0299326	0.0425881	0.02407	0.0317969	0.00514105	0.0124842	0.0434059	0.029864	0.0822145	0.0537183	0.202168	0.295368	0.0598504	0.0297667	0.399581	0.0132655	0.24441	0.245325	0.144602	0.365664	3.09354
5310	-14501.8	-14522.6	20.7828	0.128083	0.110805	0.0809599	0.0871486	0.105232	0.0668145	0.106273	0.0727602	0.0786616	0.171802	0.0923877	0.0727008	0.0979629	0.102339	0.103108	0.155514	0.126912	0.113807	0.118297	0.0789519	0.0758895	0.0817583	0.172953	0.0357045	0.0339311	0.0124417	0.0392817	0.040841	0.0210073	0.0342505	0.0377671	0.0256275	0.0404309	0.0333264	0.0287801	0.0240744	0.0212524	0.0212837	0.018316	0.0346985	0.034928	0.0938587	0.035628	0.211847	0.273465	0.0631305	0.0219362	0.414717	0.0149043	0.258201	0.224371	0.167599	0.349829	3.068549
5320	-14502.6	-14523.3	20.6714	0.123981	0.108326	0.115552	0.0882442	0.111233	0.0838274	0.122626	0.0620916	0.0953937	0.179639	0.07304	0.0835864	0.0932215	0.0887336	0.0865654	0.111307	0.134989	0.116073	0.125065	0.0639602	0.0840198	0.0847041	0.184679	0.0149871	0.0337671	0.00980427	0.0344391	0.0417394	0.0180116	0.0347853	0.0413622	0.0205418	0.034054	0.0524149	0.0385427	0.017104	0.0232784	0.0187502	0.020789	0.0270667	0.0371929	0.0938064	0.0463912	0.220766	0.2934	0.0524051	0.036215	0.388283	0.00893023	0.248234	0.231458	0.151895	0.368413	3.079688
5330	-14492.4	-14513.7	21.3172	0.14256	0.0890386	0.0919684	0.0957001	0.109176	0.0807197	0.116313	0.0864104	0.0991398	0.175627	0.0713832	0.0714482	0.0940214	0.0887336	0.104825	0.139705	0.115373	0.0907496	0.133026	0.0729942	0.0840198	0.0923259	0.161084	0.017635	0.0119602	0.0145796	0.0350456	0.0332382	0.018378	0.0276875	0.0480988	0.0169306	0.0496195	0.0404627	0.0361524	0.0208499	0.0276381	0.015098	0.0152015	0.0231021	0.0267455	0.0873732	0.0429719	0.219302	0.279866	0.0538299	0.0343668	0.40187	0.010764	0.246774	0.223053	0.146786	0.383387	3.01511
5340	-14504	-14523.4	19.4603	0.131773	0.118743	0.0971024	0.108327	0.124407	0.072679	0.125145	0.0735787	0.0996996	0.195251	0.086996	0.0887409	0.0879154	0.107295	0.106763	0.14364	0.128946	0.103088	0.107105	0.0697575	0.0840357	0.0847279	0.179186	0.0161014	0.00357444	0.01017	0.0398921	0.0353451	0.0285506	0.0261218	0.0538255	0.00951475	0.0503285	0.0471288	0.0373586	0.0211295	0.0223387	0.0186893	0.0225609	0.0534424	0.0443573	0.094087	0.0413875	0.208459	0.276928	0.0599423	0.0250955	0.421546	0.00802907	0.25271	0.234948	0.154108	0.358235	3.200804
5350	-14503.9	-14524.4	20.434	0.115933	0.116418	0.12023	0.0862829	0.107516	0.0622902	0.127423	0.0824385	0.068053	0.172898	0.0767943	0.0823688	0.0907867	0.104778	0.0950803	0.127672	0.148989	0.130619	0.121826	0.0831973	0.0827705	0.0692554	0.172491	0.021241	0.0217055	0.0082251	0.0269552	0.0353451	0.0403415	0.0256274	0.0559143	0.013938	0.0470373	0.0543053	0.0457284	0.019017	0.0145571	0.0117198	0.0231606	0.032923	0.0331822	0.0879234	0.0384779	0.213506	0.287492	0.0616126	0.0310984	0.399116	0.00717567	0.2363	0.244432	0.149653	0.369615	3.103437
5360	-14514.8	-14534.7	19.8719	0.113196	0.105394	0.109141	0.0930059	0.108285	0.0802645	0.148389	0.0782667	0.0944475	0.2025	0.0773	0.0603293	0.106901	0.101285	0.0927802	0.127222	0.141111	0.105136	0.105289	0.0831973	0.0731192	0.066268	0.205548	0.0408292	0.0324075	0.0137514	0.0333096	0.0309844	0.0236317	0.0359076	0.0321029	0.0254367	0.0424729	0.0430659	0.0310229	0.0292196	0.0348155	0.009804	0.0150019	0.0333671	0.0299808	0.0879234	0.0562273	0.214959	0.293562	0.0540169	0.0317993	0.393384	0.0122791	0.259803	0.234705	0.134631	0.370861	3.159639
5370	-14500.9	-14521.9	20.9983	0.12265	0.0937258	0.106366	0.08267	0.0888002	0.0798216	0.109665	0.0798749	0.0978295	0.16141	0.0624728	0.083328	0.125592	0.0949133	0.0922431	0.129814	0.134968	0.110287	0.127011	0.0774616	0.0792428	0.0968108	0.17069	0.019535	0.014649	0.0137514	0.02153	0.0371624	0.0236715	0.0243586	0.045761	0.0196424	0.0365223	0.0413748	0.0539483	0.0213182	0.034433	0.0250746	0.0124915	0.0314228	0.0382955	0.0914418	0.0329694	0.199995	0.299785	0.0541938	0.0264825	0.401724	0.0178187	0.251632	0.233093	0.141476	0.373799	3.047002
5380	-14504.7	-14525.9	21.2682	0.109996	0.103068	0.10946	0.0882003	0.0934846	0.0707847	0.115843	0.0847398	0.0946552	0.181487	0.0711101	0.0719377	0.0928807	0.0911936	0.102798	0.139331	0.139608	0.126738	0.100316	0.0720362	0.0981989	0.0751	0.162419	0.0347323	0.0177513	0.0158786	0.0363394	0.0425155	0.0164676	0.0203321	0.0458572	0.00743661	0.0429197	0.0532238	0.0269944	0.0218981	0.0242326	0.0146484	0.00953945	0.0383998	0.0395529	0.0752097	0.0407002	0.21136	0.274073	0.0733746	0.0338846	0.40019	0.0071183	0.233498	0.231092	0.163977	0.371433	3.020016
5390	-14511.6	-14533.4	21.8071	0.120554	0.103068	0.0771432	0.0948231	0.0993938	0.0868675	0.115935	0.0859162	0.0878811	0.158894	0.0755116	0.0764598	0.117752	0.0836814	0.0914964	0.125205	0.134417	0.115516	0.106422	0.07156	0.0658053	0.0817252	0.159554	0.0237056	0.0178283	0.0177414	0.0322948	0.0416759	0.0209104	0.0326952	0.0389572	0.0146899	0.045269	0.0258516	0.0410679	0.0270857	0.0174413	0.0146484	0.0139747	0.0338717	0.0398551	0.0818912	0.0490825	0.239359	0.25329	0.0623224	0.022976	0.41535	0.00670189	0.236772	0.224421	0.159327	0.37948	2.966121
5400	-14504.7	-14526.5	21.755	0.120554	0.103735	0.0707709	0.0940414	0.120604	0.069677	0.120241	0.068072	0.0839356	0.18156	0.0915414	0.0806268	0.0925469	0.0921593	0.0977209	0.116649	0.139116	0.0965391	0.105779	0.07156	0.0932194	0.0749835	0.163542	0.0224863	0.0105461	0.0159852	0.0266959	0.044577	0.016701	0.0324148	0.0279179	0.0146899	0.0439447	0.0342309	0.0463698	0.0266504	0.0258721	0.0146484	0.0170387	0.0283961	0.0316505	0.104237	0.0371068	0.228096	0.260301	0.0611944	0.0305309	0.409415	0.0104638	0.246802	0.215952	0.16694	0.370306	2.971334
5410	-14507.3	-14528.3	21.0596	0.138222	0.120158	0.111622	0.103387	0.108752	0.0838156	0.110619	0.0709923	0.0984441	0.158873	0.0793423	0.0551972	0.110919	0.0869412	0.121257	0.129217	0.12701	0.11458	0.120123	0.0650038	0.0752328	0.0990678	0.136319	0.0224863	0.0117603	0.0105506	0.0301466	0.0447591	0.0267481	0.0196319	0.0277188	0.0164583	0.0526587	0.0427858	0.0431478	0.0257557	0.0214066	0.0183909	0.015576	0.0235257	0.0326538	0.0934843	0.036135	0.235586	0.275499	0.0586431	0.026023	0.39264	0.0116096	0.235607	0.229274	0.156381	0.378738	3.040875
5420	-14502	-14524.2	22.1447	0.108714	0.095272	0.108422	0.0974451	0.0946414	0.0594233	0.126222	0.0760654	0.0732708	0.142797	0.0870674	0.0768962	0.0872831	0.0916382	0.109515	0.103354	0.11645	0.12183	0.142487	0.0698132	0.0918646	0.0919457	0.147002	0.0318723	0.0158292	0.0175883	0.0282198	0.0362952	0.0182683	0.0286165	0.0405383	0.0185447	0.0299766	0.041747	0.0430147	0.0181877	0.0277527	0.0175613	0.0193544	0.0396667	0.0287528	0.0795395	0.0316182	0.229776	0.294717	0.0580149	0.0332826	0.370095	0.0141149	0.232512	0.217166	0.155739	0.394583	2.932365
5430	-14502.9	-14522.3	19.3886	0.14873	0.0948353	0.107245	0.0958964	0.111287	0.0747958	0.131782	0.0839915	0.0756952	0.17263	0.097828	0.0901914	0.110282	0.114773	0.109353	0.140613	0.119547	0.119371	0.13866	0.0697521	0.0867393	0.0704014	0.178121	0.0208662	0.0275855	0.0204384	0.030098	0.0398052	0.0246122	0.0198334	0.0352662	0.0144357	0.0586175	0.0351204	0.0390797	0.023183	0.0333184	0.0218819	0.0113343	0.0367677	0.0432297	0.0961151	0.0338691	0.205012	0.274827	0.0583905	0.0356292	0.411423	0.0147177	0.23802	0.234681	0.151649	0.375649	3.207978
5440	-14509.6	-14530.1	20.4993	0.134095	0.113615	0.0855074	0.110036	0.120256	0.0702273	0.0947985	0.0778506	0.0881796	0.185828	0.0693199	0.0892628	0.0885881	0.13003	0.0976254	0.110279	0.124075	0.119039	0.137496	0.106599	0.0820541	0.0861953	0.148479	0.0171008	0.0192857	0.0246297	0.0164362	0.0382028	0.0187357	0.0232404	0.0528575	0.0243969	0.0395618	0.0414027	0.0353249	0.0290049	0.0365388	0.0203855	0.0222887	0.02476	0.0353408	0.066128	0.0418454	0.214422	0.277876	0.0570604	0.0356705	0.402051	0.0129202	0.247128	0.229351	0.147236	0.376284	3.096903
5450	-14516.2	-14537.4	21.152	0.117464	0.09627	0.0707028	0.0980094	0.0974417	0.0920584	0.120639	0.0487474	0.0828679	0.189721	0.0756955	0.0896191	0.0823903	0.108293	0.115825	0.148531	0.113363	0.0974586	0.119103	0.0604518	0.066721	0.0847271	0.142016	0.0287697	0.0180388	0.00994925	0.021327	0.0520566	0.027261	0.0195539	0.0630463	0.0348628	0.050794	0.0322204	0.0407973	0.0405332	0.0324982	0.0182126	0.0197428	0.0395012	0.0433196	0.0791898	0.0418454	0.19961	0.295305	0.0602576	0.0335892	0.39828	0.0129581	0.245333	0.237997	0.145278	0.371393	3.031637
5460	-14500.7	-14520.8	20.063	0.129082	0.108555	0.105947	0.119284	0.0902976	0.0650348	0.135149	0.0656542	0.0880822	0.208085	0.0749418	0.0732016	0.0873127	0.102685	0.10811	0.152959	0.129584	0.100611	0.133948	0.0719538	0.073068	0.096675	0.187148	0.0182904	0.012322	0.0163828	0.0311648	0.040048	0.0235002	0.0311468	0.0486328	0.0207977	0.0549056	0.0341383	0.0414014	0.0278142	0.0280708	0.0199992	0.0133816	0.0295767	0.0304748	0.0647972	0.0463211	0.20781	0.283393	0.0636083	0.0285221	0.406048	0.0106185	0.237275	0.240332	0.153602	0.368791	3.140535
5470	-14509.8	-14531.2	21.3653	0.112964	0.0904314	0.0918329	0.0891531	0.105683	0.0694034	0.134597	0.0734484	0.104895	0.195968	0.059973	0.0846459	0.0778144	0.108051	0.114868	0.128112	0.137797	0.11037	0.103807	0.085416	0.0774056	0.0788381	0.155876	0.0230658	0.00553515	0.0111341	0.0353145	0.0367278	0.0178409	0.0325209	0.0424945	0.0206003	0.0607771	0.0229593	0.0325131	0.0244991	0.0292273	0.0127368	0.0161579	0.0275057	0.0333177	0.10586	0.0281682	0.210718	0.289059	0.0566216	0.0233393	0.405965	0.0142968	0.240721	0.234072	0.154967	0.370241	3.010307
5480	-14512.9	-14532.6	19.7785	0.144863	0.112276	0.115591	0.104074	0.102887	0.0858264	0.134597	0.089236	0.0938379	0.178814	0.0867354	0.0730403	0.0829346	0.116118	0.104758	0.140253	0.144619	0.104534	0.116481	0.087726	0.0848181	0.0880045	0.151693	0.0194564	0.0211886	0.0277129	0.0265574	0.0432557	0.0324346	0.0332244	0.046715	0.0149661	0.0440739	0.0483571	0.0272231	0.0168933	0.0256396	0.0177803	0.0196995	0.0276601	0.0216971	0.0862475	0.0244804	0.225222	0.290366	0.0610218	0.0263626	0.382225	0.0148029	0.235364	0.23086	0.151605	0.382171	3.168979
5490	-14503.7	-14524.8	21.1608	0.139635	0.100961	0.0931637	0.102029	0.114969	0.0760185	0.135126	0.0682469	0.0794072	0.178343	0.0777942	0.0712429	0.0869042	0.132776	0.104296	0.149334	0.123718	0.0922636	0.132204	0.0746217	0.0692661	0.0861265	0.163434	0.016693	0.0203068	0.013645	0.0236444	0.0304499	0.0342827	0.0305693	0.0409258	0.0237041	0.0316431	0.0314871	0.027054	0.0199877	0.015483	0.013892	0.0247587	0.031267	0.0339899	0.0739248	0.0411635	0.215791	0.309316	0.0536886	0.0298073	0.38139	0.0100068	0.232104	0.242064	0.135458	0.390374	3.030753
5500	-14494.5	-14515.2	20.7171	0.128809	0.0942162	0.0823804	0.103523	0.108963	0.0743878	0.125919	0.0726235	0.0754007	0.186321	0.0685075	0.0729327	0.111678	0.103207	0.114747	0.14626	0.121529	0.114581	0.127658	0.071951	0.0985063	0.0841299	0.154383	0.0214666	0.0130365	0.012595	0.0275541	0.0491196	0.0342005	0.0338232	0.040601	0.033108	0.0354691	0.0330238	0.0292497	0.0256088	0.0180068	0.0131346	0.0202704	0.0366052	0.0301245	0.0875299	0.0379842	0.223118	0.280175	0.0561762	0.0282708	0.397022	0.0152382	0.236634	0.223613	0.160577	0.379176	3.075126
5510	-14501.9	-14524.4	22.5253	0.117033	0.0934627	0.115966	0.093891	0.0979456	0.0620015	0.120836	0.0738305	0.085749	0.162288	0.0762671	0.0680622	0.0666934	0.0850818	0.0972658	0.117456	0.123572	0.109253	0.110691	0.0752419	0.0787309	0.0846918	0.170936	0.0189095	0.0248055	0.017425	0.0370722	0.052839	0.01886	0.0294579	0.0410152	0.0222022	0.0285812	0.0323215	0.0214725	0.0235604	0.0190404	0.0122939	0.0118607	0.03115	0.0326742	0.0875091	0.0443058	0.229122	0.285623	0.0600301	0.0257412	0.394089	0.00539565	0.2449	0.224444	0.15728	0.373375	2.894302
5520	-14514.8	-14535.7	20.8144	0.130678	0.0924303	0.121114	0.093891	0.110947	0.0800965	0.124075	0.0734335	0.0702035	0.189873	0.0848007	0.0806152	0.0986763	0.0887734	0.130775	0.10259	0.127758	0.108829	0.128893	0.0569098	0.0856391	0.0784288	0.181808	0.0112808	0.0109605	0.0125081	0.0245519	0.0335597	0.0275224	0.0331634	0.0493024	0.0276692	0.039295	0.0387872	0.0219731	0.0242036	0.0147357	0.0226567	0.0261111	0.0340899	0.0341102	0.0723676	0.0653105	0.218927	0.279858	0.0467408	0.0317105	0.415823	0.00694057	0.244879	0.225053	0.1551	0.374968	3.065397
5530	-14499.3	-14519.8	20.5757	0.118704	0.105104	0.111235	0.0919169	0.103614	0.0665839	0.107357	0.0782656	0.0921056	0.178283	0.0859368	0.0787061	0.108894	0.0894629	0.112642	0.135031	0.130108	0.114039	0.136029	0.0879459	0.0901939	0.0744613	0.167765	0.0235208	0.0179788	0.0154979	0.0344208	0.0298638	0.0283383	0.0175412	0.040868	0.0165782	0.0447258	0.0312664	0.0424664	0.0200141	0.0217898	0.0148787	0.0155079	0.0404431	0.0384185	0.0750605	0.0556951	0.21092	0.298936	0.0563448	0.0320117	0.395834	0.00595389	0.233767	0.232403	0.15571	0.378119	3.089259
5540	-14508.3	-14528.4	20.0997	0.126364	0.089436	0.124176	0.0966512	0.123248	0.0805788	0.122165	0.060608	0.0842376	0.161579	0.0800726	0.067938	0.0745989	0.117884	0.112963	0.127069	0.126405	0.11145	0.123861	0.0796331	0.0934981	0.101174	0.179056	0.0375599	0.03411	0.0154476	0.0258943	0.0345927	0.0269291	0.0318135	0.0364046	0.0225914	0.043366	0.03337	0.029416	0.0281787	0.00796882	0.0120606	0.0268987	0.0400505	0.0419884	0.0846707	0.0589031	0.212923	0.27225	0.0642394	0.0237065	0.413206	0.0136747	0.237483	0.243366	0.14729	0.371861	3.136861
5550	-14503.8	-14524	20.1735	0.133256	0.123391	0.106744	0.0813475	0.108559	0.0669473	0.100579	0.0885834	0.0841661	0.173728	0.0937614	0.0789021	0.0918041	0.0905754	0.112154	0.129751	0.148021	0.122241	0.126084	0.0944352	0.0921198	0.0809935	0.150869	0.0163629	0.0222106	0.0153805	0.0385837	0.0345068	0.0384362	0.029134	0.0539313	0.0198571	0.0388204	0.0423489	0.0231407	0.0203273	0.0175752	0.00603835	0.0137934	0.0439166	0.0334069	0.0834041	0.0592991	0.215914	0.279317	0.0550344	0.0316676	0.410464	0.00760341	0.24025	0.234383	0.15891	0.366458	3.129487
5560	-14503.9	-14523	19.1236	0.142228	0.104556	0.120246	0.122529	0.104664	0.0875441	0.140118	0.0668256	0.0811904	0.179251	0.0854562	0.0844234	0.105468	0.102893	0.123669	0.147212	0.115999	0.103521	0.120034	0.0841747	0.0948843	0.0929364	0.158099	0.0224326	0.0123298	0.0171226	0.0286731	0.0392645	0.0201238	0.0247559	0.030502	0.0272208	0.0418404	0.0500232	0.0367844	0.0275354	0.0223444	0.0223874	0.0213593	0.0578766	0.0367468	0.0836727	0.0435603	0.223006	0.288491	0.0614202	0.0303247	0.386963	0.00979549	0.238767	0.237539	0.157048	0.366646	3.234476
5570	-14520.6	-14542	21.3746	0.126432	0.108297	0.141856	0.108186	0.0978531	0.0700469	0.126428	0.0626378	0.102582	0.185898	0.0717111	0.0844234	0.084071	0.0982591	0.102047	0.10463	0.116084	0.0896379	0.120034	0.0780433	0.0714446	0.0913031	0.145146	0.0194806	0.0165168	0.0233671	0.0228545	0.0478967	0.0385822	0.0329626	0.0374826	0.0132457	0.0252767	0.0342455	0.02896	0.0301108	0.0181398	0.0356675	0.0291217	0.042617	0.0318192	0.0662626	0.0277081	0.219424	0.283857	0.060874	0.0330417	0.392731	0.0100714	0.230925	0.237215	0.144131	0.387729	3.009369
5580	-14501.8	-14522.3	20.5033	0.137148	0.0988038	0.110592	0.110939	0.118156	0.076981	0.12686	0.085888	0.0712354	0.187335	0.0648299	0.082529	0.089874	0.0997457	0.106086	0.129555	0.154742	0.113504	0.118942	0.0656209	0.0957534	0.0914659	0.170921	0.0151879	0.00794041	0.0117131	0.0215363	0.0493499	0.0210617	0.0230384	0.0405182	0.022198	0.0357212	0.0402374	0.0281227	0.040596	0.0179737	0.0178081	0.00884868	0.0392944	0.0317967	0.0795355	0.0365224	0.21687	0.273994	0.0609017	0.0309117	0.40348	0.0138425	0.235422	0.235584	0.155531	0.373462	3.096507
5590	-14505.9	-14527.2	21.301	0.13812	0.0995979	0.108079	0.105074	0.0970693	0.0808584	0.133857	0.0758358	0.0826029	0.136791	0.0788388	0.0633256	0.0870466	0.0818628	0.115784	0.130398	0.148601	0.126355	0.101662	0.0727447	0.104296	0.063113	0.147655	0.0270431	0.0152993	0.0180328	0.0207116	0.0392695	0.0287343	0.0278613	0.0437615	0.017967	0.0308769	0.0410872	0.0487162	0.0209452	0.0143851	0.0236262	0.0145629	0.0355276	0.0374013	0.0813107	0.0500474	0.221299	0.279631	0.0593101	0.0265715	0.39843	0.0147587	0.246497	0.22136	0.153002	0.379141	3.016734
5600	-14505.2	-14525.3	20.1034	0.12624	0.123877	0.102342	0.112774	0.100168	0.0769633	0.127728	0.0758358	0.0969639	0.179034	0.0794106	0.0792775	0.118969	0.10677	0.123915	0.13033	0.116769	0.125254	0.0956576	0.0757035	0.0628974	0.0785366	0.161734	0.0270431	0.0172335	0.0142626	0.0194046	0.0307531	0.0160624	0.0276954	0.0493571	0.0205627	0.0438337	0.0440776	0.0399841	0.0206133	0.0199504	0.0213417	0.0163483	0.0469047	0.035862	0.0999046	0.0481497	0.209984	0.288714	0.0583607	0.0320681	0.392053	0.0188216	0.239951	0.239345	0.143075	0.377629	3.136495
5610	-14506.9	-14527.6	20.7203	0.155971	0.0996659	0.0850692	0.0773796	0.103396	0.0752618	0.101687	0.0862898	0.0986911	0.176723	0.070325	0.0886968	0.0915321	0.101161	0.0999307	0.115254	0.136697	0.0941303	0.123259	0.0757035	0.0936494	0.0913116	0.144597	0.0291752	0.0141348	0.0133412	0.038078	0.043352	0.0261979	0.0230002	0.06121	0.0153651	0.0424098	0.0347929	0.0254276	0.033614	0.0093966	0.026062	0.00851687	0.0550068	0.0461269	0.0820557	0.0611603	0.210911	0.277636	0.0546301	0.0249287	0.417981	0.0139124	0.242982	0.236422	0.155174	0.365422	3.074806
5620	-14511.6	-14531.6	19.9773	0.152658	0.0996659	0.0934581	0.0984917	0.109427	0.0758769	0.123758	0.0622131	0.0974431	0.177026	0.0728876	0.0804841	0.0871046	0.1154	0.0894596	0.112403	0.125627	0.0948288	0.131963	0.0776857	0.0920945	0.0936714	0.173847	0.0239155	0.0201582	0.0167447	0.0194173	0.043352	0.0335785	0.0495388	0.0633429	0.0122757	0.042806	0.0534706	0.0387605	0.0238277	0.0196885	0.0300741	0.0226428	0.0516152	0.0242538	0.0678861	0.0542748	0.208605	0.284974	0.0611735	0.0218832	0.410531	0.0128332	0.23925	0.246233	0.160704	0.353813	3.1491
5630	-14506.5	-14526.4	19.9621	0.144527	0.102267	0.128104	0.102789	0.102698	0.073162	0.103403	0.0769338	0.0941431	0.177026	0.0811472	0.077559	0.0823062	0.08608	0.0951118	0.132316	0.125627	0.133012	0.110588	0.0696209	0.0920945	0.104649	0.168674	0.0244672	0.0267495	0.00991182	0.0243958	0.0455999	0.0128146	0.0341724	0.0511096	0.0178953	0.06143	0.0426075	0.0305601	0.0274918	0.00975066	0.0127245	0.018993	0.0548444	0.0356478	0.0988638	0.0467519	0.205892	0.278485	0.0668047	0.0285536	0.410316	0.00994863	0.237337	0.246037	0.158705	0.357921	3.150622
5640	-14508.9	-14529.7	20.755	0.124209	0.114296	0.101897	0.089192	0.0930332	0.091871	0.132057	0.0684101	0.0954048	0.199202	0.0757312	0.0923107	0.092363	0.086309	0.0951118	0.141858	0.138947	0.103437	0.131082	0.0947892	0.0787571	0.061104	0.137003	0.0370252	0.0131118	0.0146803	0.0293478	0.0390299	0.0101987	0.0206325	0.0341123	0.0261151	0.043875	0.0516492	0.0406128	0.0153625	0.0284596	0.0188099	0.0186208	0.0478308	0.0240421	0.0862276	0.033219	0.212338	0.263678	0.0589015	0.0253594	0.429396	0.0103266	0.243253	0.230886	0.172357	0.353503	3.071336
5650	-14502.9	-14524.1	21.1784	0.124209	0.106909	0.110683	0.0998467	0.0875697	0.0779439	0.134141	0.0796715	0.0790266	0.184684	0.0672274	0.076545	0.093722	0.103447	0.117872	0.129313	0.135977	0.102877	0.115723	0.079913	0.0782354	0.077792	0.169714	0.0193839	0.0213131	0.0106569	0.0546676	0.0391501	0.0155838	0.0209339	0.0404366	0.0248793	0.0419223	0.0316842	0.0234501	0.0178579	0.0101039	0.0202168	0.0273536	0.0489126	0.027774	0.065908	0.0337601	0.232322	0.251795	0.0650159	0.0318774	0.40585	0.0131388	0.240817	0.225085	0.175728	0.35837	3.02899
5660	-14502.7	-14524.3	21.664	0.124194	0.106519	0.104454	0.0776302	0.0979317	0.0830178	0.0976684	0.0597921	0.07855	0.177815	0.0779102	0.0835168	0.103097	0.104745	0.128984	0.123499	0.126628	0.108541	0.115723	0.0760856	0.0857964	0.090847	0.155559	0.0181167	0.0151726	0.0223455	0.021359	0.0429688	0.0225324	0.0256482	0.0451549	0.0157834	0.0436032	0.0258177	0.0426103	0.0298686	0.0174351	0.021881	0.0178355	0.0295552	0.0364203	0.0590273	0.0387949	0.21221	0.281569	0.0650109	0.0271104	0.401339	0.0127604	0.248472	0.228696	0.151351	0.371481	2.980435
5670	-14499.4	-14521.6	22.1542	0.118367	0.10993	0.0999351	0.0786835	0.0999752	0.0735613	0.118136	0.0786186	0.0884198	0.160406	0.0570998	0.0801137	0.103097	0.0964589	0.10459	0.132486	0.106459	0.112142	0.128887	0.0664433	0.082448	0.0680089	0.150313	0.0236661	0.0117204	0.0177393	0.0247612	0.0431077	0.0263386	0.0244182	0.0493551	0.0199965	0.0286322	0.0520633	0.03764	0.0162827	0.0152008	0.0218786	0.0131591	0.051101	0.032986	0.0677482	0.0390436	0.218405	0.289007	0.0514038	0.0244611	0.403517	0.013206	0.241836	0.230971	0.156466	0.370727	2.931418
5680	-14502.7	-14523.6	20.8667	0.125006	0.0853848	0.102205	0.108931	0.118284	0.0759059	0.110905	0.0614245	0.0866014	0.157266	0.0805243	0.0947371	0.0930643	0.099651	0.113189	0.117499	0.129392	0.101239	0.130501	0.0821109	0.0813865	0.0885753	0.160504	0.0139106	0.0190753	0.0103578	0.0358075	0.0449316	0.0251732	0.0246299	0.0300208	0.0307562	0.0467156	0.0477541	0.0480009	0.0259502	0.0146001	0.0221239	0.0215069	0.0615246	0.0283764	0.0758929	0.0287631	0.212395	0.296034	0.0580982	0.0269712	0.396246	0.0102564	0.23797	0.24727	0.149676	0.365084	3.060161
